5876_8675_000000_000000	'My friend, add one more kindness to those you have already heaped on me.	'My friend, add one more kindness to those you have already heaped on me.	false	0	2.19	25.797916
5876_8675_000006_000005	It seemed to be a man with shaggy hair, and a long beard which hung down to his knees. He had a garland upon his head, and a girdle of oak-leaves about his body, and carried an uprooted fir-tree in his right hand.	It seemed to be a man with shaggy hair, and a long beard which hung down to his knees. He had a garland upon his head, and a girdle of oak leaves about his body, and carried an uprooted fir tree in his right hand.	false	102.18	114.88	24
5876_8675_000006_000006	I shook like an aspen leaf at the sight, and my spirit quaked for fear.	I shook like an aspen leaf at the sight, and my spirit quaked for fear.	true	114.95	119.025	28.20551
5876_8675_000006_000007	The strange being beckoned with his hand that I should follow him; but as I did not stir from the spot he spoke in a hoarse, grating voice: "Take courage, fainthearted shepherd.	The strange being beckoned with his hand that I should follow him; but as I did not stir from the spot he spoke in a hoarse, grating voice: "Take courage, fainthearted shepherd.	false	119.025	129.555	24.779448
5876_8675_000006_000008	I am the Treasure Seeker of the mountain.	I am the Treasure Seeker of the mountain.	false	129.555	131.775	27
5876_8675_000006_000009	If you will come with me you shall dig up much gold."	If you will come with me you shall dig up much gold."	true	131.775	135.4	28.952713
5876_8675_000007_000000	'Though I was still deadly cold with terror I plucked up my courage and said: "Get away from me, evil spirit; I do not desire your treasures."	'Though I was still deadly cold with terror I plucked up my courage and said: "Get away from me, evil spirit; I do not desire your treasures."	true	135.95	144.19	23.593454
5876_8675_000008_000000	'At this the spectre grinned in my face and cried mockingly:	'At this the spectre grinned in my face and cried mockingly:	true	144.62	148.47	27.764742
5876_8675_000009_000000	'"Simpleton!	'"Simpleton!	true	148.47	149.47	36.162613
5876_8675_000009_000001	Do you scorn your good fortune?	Do you scorn your good fortune?	true	149.63	151.84	29.74907
5876_8675_000009_000002	Well, then, remain a ragamuffin all your days."	Well, then, remain a ragamuffin all your days."	true	151.88	154.95	20.371622
5876_8675_000010_000000	'He turned as if to go away from me, then came back again and said: "Bethink yourself, bethink yourself, rogue.	'He turned as if to go away from me, then came back again and said: "Bethink yourself, bethink yourself, rogue.	false	154.95	162.315	24.474537
5876_8675_000010_000001	I will fill your knapsack--I will fill your pouch."	I will fill your knapsack-I will fill your pouch."	true	162.315	166.185	24.386578
5876_8675_000011_000000	'"Away from me, monster," I answered, "I will have nothing to do with you."	'"Away from me, monster," I answered, "I will have nothing to do with you."	false	166.185	170.91	22.836569
5876_8675_000012_000000	'When the apparition saw that I gave no heed to him he ceased to urge me, saying only: "Some day you will rue this," and looked at me sadly. Then he cried: "Listen to what I say, and lay it well to heart, it may be of use to you when you come to your senses.	'When the apparition saw that I gave no heed to him he ceased to urge me, saying only: "Some day you will rue this," and looked at me sadly. Then he cried: "Listen to what I say, and lay it well to heart, it may be of use to you when you come to your senses.	false	170.91	190.65	23.959032
5876_8675_000012_000001	A vast treasure of gold and precious stones lies in safety deep under the earth.	A vast treasure of gold and precious stones lies in safety deep under the earth.	true	190.65	196.09	24.047209
5876_8675_000012_000002	At twilight and at high noon it is hidden, but at midnight it may be dug up.	At twilight and at high noon it is hidden, but at midnight it may be dug up.	true	196.16	201.465	21.014002
5876_8675_000012_000003	For seven hundred years have I watched over it, but now my time has come; it is common property, let him find it who can.	For seven hundred years have I watched over it, but now my time has come; it is common property, let him find it who can.	false	201.465	209.71	25.089903
5876_8675_000012_000004	So I thought to give it into your hand, having a kindness for you because you feed your flock upon my mountain."	So I thought to give it into your hand, having a kindness for you because you feed your flock upon my mountain."	true	209.93	217.06	25.280233
5876_8675_000013_000000	'Thereupon the spectre told me exactly where the treasure lay, and how to find it.	'Thereupon the spectre told me exactly where the treasure lay, and how to find it.	true	217.34	222.85	24.3301
5876_8675_000013_000001	It might be only yesterday so well do I remember every word he spoke.	It might be only yesterday so well do I remember every word he spoke.	true	222.92	228.285	22.250683
5876_8675_000014_000000	'"Go towards the little mountains," said he, "and ask there for the Black King's Valley, and when you come to a tiny brook follow the stream till you reach the stone bridge beside the saw-mill.	'"Go towards the little mountains," said he, "and ask there for the Black King's Valley, and when you come to a tiny brook follow the stream till you reach the stone bridge beside the saw mill.	false	228.285	239.985	24.684395
5876_8675_000014_000001	Do not cross the bridge, but keep to your right along the bank till a high rock stands before you.	Do not cross the bridge, but keep to your right along the bank till a high rock stands before you.	true	239.985	245.355	28.947641
5876_8675_000014_000002	A bow-shot from that you will discover a little hollow like a grave.	A bow shot from that you will discover a little hollow like a grave.	false	245.355	249.48	23.791456
5876_8675_000014_000003	When you find this hollow dig it out; but it will be hard work, for the earth has been pressed down into it with care.	When you find this hollow dig it out; but it will be hard work, for the earth has been pressed down into it with care.	true	249.48	255.73	26.700697
5876_8675_000014_000004	Still, work away till you find solid rock on all sides of you, and soon you will come to a square slab of stone; force it out of the wall, and you will stand at the entrance of the treasure house.	Still, work away till you find solid rock on all sides of you, and soon you will come to a square slab of stone; force it out of the wall, and you will stand at the entrance of the treasure house.	false	256.04	268.18	22.884935
5876_8675_000014_000005	Into this opening you must crawl, holding a lamp in your mouth.	Into this opening you must crawl, holding a lamp in your mouth.	true	268.28	272.925	24.518007
5876_8675_000014_000006	Keep your hands free lest you knock your nose against a stone, for the way is steep and the stones sharp.	Keep your hands free lest you knock your nose against a stone, for the way is steep and the stones sharp.	false	272.925	278.73	23.48997
5876_8675_000014_000007	If it bruises your knees never mind; you are on the road to fortune.	If it bruises your knees never mind; you are on the road to fortune.	false	278.73	283.23	22
5876_8675_000014_000008	Do not rest till you reach a wide stairway, down which you will go till you come out into a spacious hall, in which there are three doors; two of them stand open, the third is fastened with locks and bolts of iron.	Do not rest till you reach a wide stairway, down which you will go till you come out into a spacious hall, in which there are three doors; two of them stand open, the third is fastened with locks and bolts of iron.	false	283.23	296.235	25
5876_8675_000014_000009	Do not go through the door to the right lest you disturb the bones of the lords of the treasure.	Do not go through the door to the right lest you disturb the bones of the lords of the treasure.	true	296.235	301.21	22
5876_8675_000014_000010	Neither must you go through the door to the left, it leads to the snake's chamber, where adders and serpents lodge; but open the fast-closed door by means of the well-known spring-root, which you must on no account forget to take with you, or all your trouble will be for naught, for no crowbar or mortal tools will help you.	Neither must you go through the door to the left, it leads to the snake's chamber, where adders and serpents lodge; but open the fast closed door by means of the well-known spring root, which you must on no account forget to take with you, or all your trouble will be for naught, for no crowbar or mortal tools will help you.	true	301.73	321.18	25.245935
5876_8675_000014_000011	If you want to procure the root ask a wood-seller; it is a common thing for hunters to need, and it is not hard to find.	If you want to procure the root ask a wood seller; it is a common thing for hunters to need, and it is not hard to find.	true	321.18	329.025	25.394463
5876_8675_000014_000012	If the door bursts open suddenly with great crackings and groanings do not be afraid, the noise is caused by the power of the magic root, and you will not be hurt.	If the door bursts open suddenly with great crackings and groanings do not be afraid, the noise is caused by the power of the magic root, and you will not be hurt.	true	329.025	338.92	24.288824
5876_8675_000014_000013	Now trim your lamp that it may not fail you, for you will be nearly blinded by the flash and glitter of the gold and precious stones on the walls and pillars of the vault; but beware how you stretch out a hand towards the jewels!	Now trim your lamp that it may not fail you, for you will be nearly blinded by the flash and glitter of the gold and precious stones on the walls and pillars of the vault; but beware how you stretch out a hand towards the jewels!	true	338.93	351.315	22
5876_8675_000014_000014	In the midst of the cavern stands a copper chest, in that you will find gold and silver, enough and to spare, and you may help yourself to your heart's content.	In the midst of the cavern stands a copper chest, in that you will find gold and silver, enough and to spare, and you may help yourself to your heart's content.	true	351.315	362.11	25.313263
5876_8675_000014_000015	If you take as much as you can carry you will have sufficient to last your lifetime, and you may return three times; but woe betide you if you venture to come a fourth time.	If you take as much as you can carry you will have sufficient to last your lifetime, and you may return three times; but woe betide you if you venture to come a fourth time.	true	362.36	372.61	25
5876_8675_000014_000016	You would have your trouble for your pains, and would be punished for your greediness by falling down the stone steps and breaking your leg.	You would have your trouble for your pains, and would be punished for your greediness by falling down the stone steps and breaking your leg.	true	372.83	380.43	22.985783
5876_8675_000014_000017	Do not neglect each time to heap back the loose earth which concealed the entrance of the king's treasure chamber."	Do not neglect each time to heap back the loose earth which concealed the entrance of the king's treasure chamber."	true	380.43	386.44	24.873802
5876_8675_000015_000000	'As the apparition left off speaking my dog pricked up his ears and began to bark.	'As the apparition left off speaking my dog pricked up his ears and began to bark.	true	387.74	392.265	27.23442
5876_8675_000015_000001	I heard the crack of a carter's whip and the noise of wheels in the distance, and when I looked again the spectre had disappeared.'	I heard the crack of a carter's whip and the noise of wheels in the distance, and when I looked again the spectre had disappeared.'	true	392.265	398.86	26.091425
5876_8675_000016_000000	So ended the shepherd's tale; and the landlord who was listening with the rest, said shrewdly:	So ended the shepherd's tale; and the landlord who was listening with the rest, said shrewdly:	false	399.8	404.92	20.673527
5876_8675_000017_000000	'Tell us now, Father Martin, did you go to the mountain and find what the spirit promised you; or is it a fable?'	'Tell us now, Father Martin, did you go to the mountain and find what the spirit promised you; or is it a fable?'	true	405.5	411.84	22.252169
5876_8675_000018_000000	'Nay, nay,' answered the graybeard.	'Nay, nay,' answered the graybeard.	true	411.84	414.315	23
5876_8675_000018_000001	'I cannot tell if the spectre lied, for never a step did I go towards finding the hollow, for two reasons:--one was that my neck was too precious for me to risk it in such a snare as that; the other, that no one could ever tell me where the spring-root was to be found.'	'I cannot tell if the spectre lied, for never a step did I go towards finding the hollow, for two reasons:--one was that my neck was too precious for me to risk it in such a snare as that; the other, that no one could ever tell me where the spring root was to be found.'	true	414.315	429.1	26
5876_8675_000019_000000	Then Blaize, another aged shepherd, lifted up his voice.	Then Blaize, another aged shepherd, lifted up his voice.	true	429.41	432.69	24.525848
5876_8675_000020_000000	"Tis a pity, Father Martin, that your secret has grown old with you. If you had told it forty years ago truly you would not long have been lacking the spring-root.	"Tis a pity, Father Martin, that your secret has grown old with you. If you had told it forty years ago truly you would not long have been lacking the spring root.	false	432.69	443.325	27.173742
5876_8675_000020_000001	Even though you will never climb the mountain now, I will tell you, for a joke, how it is to be found.	Even though you will never climb the mountain now, I will tell you, for a joke, how it is to be found.	true	443.325	449.41	27.428215
5876_8675_000020_000002	The easiest way to get it is by the help of a black woodpecker.	The easiest way to get it is by the help of a black woodpecker.	true	449.72	453.91	24.306448
5876_8675_000020_000003	Look, in the spring, where she builds her nest in a hole in a tree, and when the time comes for her brood to fly off block up the entrance to the nest with a hard sod, and lurk in ambush behind the tree till the bird returns to feed her nestlings.	Look, in the spring, where she builds her nest in a hole in a tree, and when the time comes for her brood to fly off block up the entrance to the nest with a hard sod, and lurk in ambush behind the tree till the bird returns to feed her nestlings.	false	454.19	468.82	25.700375
5876_8675_000020_000004	When she perceives that she cannot get into her nest she will fly round the tree uttering cries of distress, and then dart off towards the sun-setting.	When she perceives that she cannot get into her nest she will fly round the tree uttering cries of distress, and then dart off towards the sun setting.	true	469.01	477.46	24.225655
5876_8675_000020_000005	When you see her do this, take a scarlet cloak, or if that be lacking to you, buy a few yards of scarlet cloth, and hurry back to the tree before the woodpecker returns with the spring-root in her beak.	When you see her do this, take a scarlet cloak, or if that be lacking to you, buy a few yards of scarlet cloth, and hurry back to the tree before the woodpecker returns with the spring root in her beak.	true	477.56	489.63	25.122347
5876_8675_000020_000006	So soon as she touches with the root the sod that blocks the nest, it will fly violently out of the hole.	So soon as she touches with the root the sod that blocks the nest, it will fly violently out of the hole.	false	489.63	495.21	20
5876_8675_000020_000007	Then spread the red cloth quickly under the tree, so that the woodpecker may think it is a fire, and in her terror drop the root.	Then spread the red cloth quickly under the tree, so that the woodpecker may think it is a fire, and in her terror drop the root.	true	495.21	501.61	25.75926
5876_8675_000020_000008	Some people really light a fire and strew spikenard blossoms in it; but that is a clumsy method, for if the flames do not shoot up at the right moment away will fly the woodpecker, carrying the root with her."	Some people really light a fire and strew spikenard blossoms in it; but that is a clumsy method, for if the flames do not shoot up at the right moment away will fly the woodpecker, carrying the root with her."	false	501.95	513.31	25.521317
5876_8675_000021_000000	The party had listened with interest to this speech, but by the time it was ended the hour was late, and they went their ways homeward, leaving only one man who had sat unheeded in a corner the whole evening through.	The party had listened with interest to this speech, but by the time it was ended the hour was late, and they went their ways homeward, leaving only one man who had sat unheeded in a corner the whole evening through.	false	513.62	524.71	23.17413
5876_8675_000022_000000	Master Peter Bloch had once been a prosperous innkeeper, and a master-cook; but he had gone steadily down in the world for some time, and was now quite poor.	Master peter Bloch had once been a prosperous innkeeper, and a master cook; but he had gone steadily down in the world for some time, and was now quite poor.	false	524.9	534.46	27.447165
5876_8675_000023_000000	Formerly he had been a merry fellow, fond of a joke, and in the art of cooking had no equal in the town.	Formerly he had been a merry fellow, fond of a joke, and in the art of cooking had no equal in the town.	false	534.83	541.605	30.231462
5876_8675_000023_000001	He could make fish-jelly, and quince fritters, and even wafer-cakes; and he gilded the ears of all his boars' heads.	He could make fish jelly, and quince fritters, and even wafer cakes; and he gilded the ears of all his boars' heads.	true	541.605	548.86	24.378723
5876_8675_000023_000002	Peter had looked about him for a wife early in life, but unluckily his choice fell upon a woman whose evil tongue was well known in the town.	peter had looked about him for a wife early in life, but unluckily his choice fell upon a woman whose evil tongue was well known in the town.	true	548.99	557.25	24
5876_8675_000023_000003	Ilse was hated by everybody, and the young folks would go miles out of their way rather than meet her, for she had some ill-word for everyone.	Ilse was hated by everybody, and the young folks would go miles out of their way rather than meet her, for she had some ill word for everyone.	false	557.25	566.29	23
5876_8675_000023_000004	Therefore, when Master Peter came along, and let himself be taken in by her boasted skill as a housewife, she jumped at his offer, and they were married the next day.	Therefore, when Master peter came along, and let himself be taken in by her boasted skill as a housewife, she jumped at his offer, and they were married the next day.	true	566.57	576.045	27.369577
5876_8675_000023_000005	But they had not got home before they began to quarrel.	But they had not got home before they began to quarrel.	true	576.045	578.79	19
5876_8675_000023_000006	In the joy of his heart Peter had tasted freely of his own good wine, and as the bride hung upon his arm he stumbled and fell, dragging her down with him; whereupon she beat him soundly, and the neighbours said truly that things did not promise well for Master Peter's comfort.	In the joy of his heart peter had tasted freely of his own good wine, and as the bride hung upon his arm he stumbled and fell, dragging her down with him; whereupon she beat him soundly, and the neighbours said truly that things did not promise well for Master Peter's comfort.	false	578.79	594.79	25.11554
5876_8675_000023_000007	Even when the ill-matched couple were presently blessed with children, his happiness was but short lived, the savage temper of his quarrelsome wife seemed to blight them from the first, and they died like little kids in a cold winter.	Even when the ill matched couple were presently blessed with children, his happiness was but short lived, the savage temper of his quarrelsome wife seemed to blight them from the first, and they died like little kids in a cold winter.	false	595.31	608.7	26.029814
5876_8675_000024_000000	Though Master Peter had no great wealth to leave behind him, still it was sad to him to be childless; and he would bemoan himself to his friends, when he laid one baby after another in the grave, saying: 'The lightning has been among the cherry-blossoms again, so there will be no fruit to grow ripe.'	Though Master peter had no great wealth to leave behind him, still it was sad to him to be childless; and he would bemoan himself to his friends, when he laid one baby after another in the grave, saying: 'The lightning has been among the cherry blossoms again, so there will be no fruit to grow ripe.'	true	608.7	627.76	23.117777
5876_8675_000025_000000	But, by-and-by, he had a little daughter so strong and healthy that neither her mother's temper nor her father's spoiling could keep her from growing up tall and beautiful.	But, by and by, he had a little daughter so strong and healthy that neither her mother's temper nor her father's spoiling could keep her from growing up tall and beautiful.	true	628.22	639.91	26.534271
5876_8675_000025_000001	Meanwhile the fortunes of the family had changed.	Meanwhile the fortunes of the family had changed.	true	640.22	643.38	24.883362
5876_8675_000025_000002	From his youth up, Master Peter had hated trouble; when he had money he spent it freely, and fed all the hungry folk who asked him for bread.	From his youth up, Master peter had hated trouble; when he had money he spent it freely, and fed all the hungry folk who asked him for bread.	true	643.38	652.51	25.228537
5876_8675_000025_000003	If his pockets were empty he borrowed of his neighbours, but he always took good care to prevent his scolding wife from finding out that he had done so.	If his pockets were empty he borrowed of his neighbours, but he always took good care to prevent his scolding wife from finding out that he had done so.	false	652.58	661.3	26.31407
5876_8675_000025_000004	His motto was: 'It will all come right in the end'; but what it did come to was ruin for Master Peter.	His motto was: 'It will all come right in the end'; but what it did come to was ruin for Master peter.	false	661.61	668.56	23.90601
5876_8675_000025_000005	He was at his wits' end to know how to earn an honest living, for try as he might ill-luck seemed to pursue him, and he lost one post after another, till at last all he could do was to carry sacks of corn to the mill for his wife, who scolded him well if he was slow about it, and grudged him his portion of food.	He was at his wits' end to know how to earn an honest living, for try as he might ill luck seemed to pursue him, and he lost one post after another, till at last all he could do was to carry sacks of corn to the mill for his wife, who scolded him well if he was slow about it, and grudged him his portion of food.	false	668.63	687.79	24.12975
5876_8675_000026_000000	This grieved the tender heart of his pretty daughter, who loved him dearly, and was the comfort of his life.	This grieved the tender heart of his pretty daughter, who loved him dearly, and was the comfort of his life.	true	688.1	694.63	26.919237
5876_8675_000027_000000	Peter was thinking of her as he sat in the inn kitchen and heard the shepherds talking about the buried treasure, and for her sake he resolved to go and seek for it.	peter was thinking of her as he sat in the inn kitchen and heard the shepherds talking about the buried treasure, and for her sake he resolved to go and seek for it.	false	694.76	704.565	24.19194
5876_8675_000027_000001	Before he rose from the landlord's arm-chair his plan was made, and Master Peter went home more joyful and full of hope than he had been for many a long day; but on the way he suddenly remembered that he was not yet possessed of the magic spring-root, and he stole into the house with a heavy heart, and threw himself down upon his hard straw bed.	Before he rose from the landlord's arm chair his plan was made, and Master peter went home more joyful and full of hope than he had been for many a long day; but on the way he suddenly remembered that he was not yet possessed of the magic spring root, and he stole into the house with a heavy heart, and threw himself down upon his hard straw bed.	false	704.565	725.89	23.696436
5876_8675_000027_000002	He could neither sleep nor rest; but as soon as it was light he got up and wrote down exactly all that was to be done to find the treasure, that he might not forget anything, and when it lay clear and plain before his eyes he comforted himself with the thought that, though he must do the rough work for his wife during one more winter at least, he would not have to tread the path to the mill for the rest of his life.	He could neither sleep nor rest; but as soon as it was light he got up and wrote down exactly all that was to be done to find the treasure, that he might not forget anything, and when it lay clear and plain before his eyes he comforted himself with the thought that, though he must do the rough work for his wife during one more winter at least, he would not have to tread the path to the mill for the rest of his life.	true	725.9	752.44	24.426558
5876_8675_000027_000003	Soon he heard his wife's harsh voice singing its morning song as she went about her household affairs, scolding her daughter the while.	Soon he heard his wife's harsh voice singing its morning song as she went about her household affairs, scolding her daughter the while.	true	752.57	760.035	23.184639
5876_8675_000027_000004	She burst open his door while he was still dressing: 'Well, Toper!' was her greeting, 'have you been drinking all night, wasting money that you steal from my housekeeping?	She burst open his door while he was still dressing: 'Well, Toper!' was her greeting, 'have you been drinking all night, wasting money that you steal from my housekeeping?	true	760.035	771.28	27.176493
5876_8675_000027_000005	For shame, drunkard!'	For shame, drunkard!'	true	771.56	773.2	30.51369
5876_8675_000028_000000	Master Peter, who was well used to this sort of talk, did not disturb himself, but waited till the storm blew over, then he said calmly:	Master peter, who was well used to this sort of talk, did not disturb himself, but waited till the storm blew over, then he said calmly:	false	773.99	782.35	23.1651
5876_8675_000029_000000	'Do not be annoyed, dear wife.	'Do not be annoyed, dear wife.	true	782.6	784.78	25.234472
5876_8675_000029_000001	I have a good piece of business in hand which may turn out well for us.'	I have a good piece of business in hand which may turn out well for us.'	true	784.79	789.43	23.458498
5876_8675_000030_000000	'You with a good business?' cried she, 'you are good for nothing but talk!'	'You with a good business?' cried she, 'you are good for nothing but talk!'	true	789.44	795.19	26.600536
5876_8675_000031_000000	'I am making my will,' said he, 'that when my hour comes my house may be in order.'	'I am making my will,' said he, 'that when my hour comes my house may be in order.'	true	796.01	801.94	25.537691
5876_8675_000032_000000	These unexpected words cut his daughter to the heart; she remembered that all night long she had dreamed of a newly dug grave, and at this thought she broke out into loud lamentations.	These unexpected words cut his daughter to the heart; she remembered that all night long she had dreamed of a newly dug grave, and at this thought she broke out into loud lamentations.	true	802.52	812.985	24.190926
5876_8675_000032_000001	But her mother only cried: 'Wretch! have you not wasted goods and possessions, and now do you talk of making a will?'	But her mother only cried: 'Wretch! have you not wasted goods and possessions, and now do you talk of making a will?'	true	812.985	820.305	23
5876_8675_000033_000000	And she seized him like a fury, and tried to scratch out his eyes.	And she seized him like a fury, and tried to scratch out his eyes.	true	820.305	824.14	21
5876_8675_000033_000001	But by-and-by the quarrel was patched up, and everything went on as before. From that day Peter saved up every penny that his daughter Lucia gave him on the sly, and bribed the boys of his acquaintance to spy out a black woodpecker's nest for him.	But by and by the quarrel was patched up, and everything went on as before. From that day peter saved up every penny that his daughter Lucia gave him on the sly, and bribed the boys of his acquaintance to spy out a black woodpecker's nest for him.	true	824.15	839.35	22.180866
5876_8675_000033_000002	He sent them into the woods and fields, but instead of looking for a nest they only played pranks on him.	He sent them into the woods and fields, but instead of looking for a nest they only played pranks on him.	true	839.93	845.53	26.557196
5876_8675_000033_000003	They led him miles over hill and vale, stock and stone, to find a raven's brood, or a nest of squirrels in a hollow tree, and when he was angry with them they laughed in his face and ran away.	They led him miles over hill and vale, stock and stone, to find a raven's brood, or a nest of squirrels in a hollow tree, and when he was angry with them they laughed in his face and ran away.	true	845.57	856.3	22.990896
5876_8675_000033_000004	This went on for some time, but at last one of the boys spied out a woodpecker in the meadow-lands among the wood-pigeons, and when he had found her nest in a half-dead alder tree, came running to Peter with the news of his discovery.	This went on for some time, but at last one of the boys spied out a woodpecker in the meadow lands among the wood pigeons, and when he had found her nest in a half dead alder tree, came running to peter with the news of his discovery.	true	856.67	869.715	25.69891
5876_8675_000033_000005	Peter could hardly believe his good fortune, and went quickly to see for himself if it was really true; and when he reached the tree there certainly was a bird flying in and out as if she had a nest in it.	peter could hardly believe his good fortune, and went quickly to see for himself if it was really true; and when he reached the tree there certainly was a bird flying in and out as if she had a nest in it.	true	869.715	881.23	25.944565
5876_8675_000033_000006	Peter was overjoyed at this fortunate discovery, and instantly set himself to obtain a red cloak.	peter was overjoyed at this fortunate discovery, and instantly set himself to obtain a red cloak.	true	881.3	888.16	25.714863
5876_8675_000033_000007	Now in the whole town there was only one red cloak, and that belonged to a man of whom nobody ever willingly asked a favour--Master Hammerling the hangman.	Now in the whole town there was only one red cloak, and that belonged to a man of whom nobody ever willingly asked a favour-Master Hammerling the hangman.	true	888.65	899.26	28.535606
5876_8675_000033_000008	It cost Master Peter many struggles before he could bring himself to visit such a person, but there was no help for it, and, little as he liked it, he ended by making his request to the hangman, who was flattered that so respectable a man as Peter should borrow his robe of office, and willingly lent it to him.	It cost Master peter many struggles before he could bring himself to visit such a person, but there was no help for it, and, little as he liked it, he ended by making his request to the hangman, who was flattered that so respectable a man as peter should borrow his robe of office, and willingly lent it to him.	false	899.87	920.26	22.824574
5876_8675_000034_000000	Peter now had all that was necessary to secure the magic root; he stopped up the entrance to the nest, and everything fell out exactly as Blaize had foretold.	peter now had all that was necessary to secure the magic root; he stopped up the entrance to the nest, and everything fell out exactly as Blaize had foretold.	true	921.38	931.66	25.311853
5876_8675_000034_000001	As soon as the woodpecker came back with the root in her beak out rushed Master Peter from behind the tree and displayed the fiery red cloak so adroitly that the terrified bird dropped the root just where it could be easily seen.	As soon as the woodpecker came back with the root in her beak out rushed Master peter from behind the tree and displayed the fiery red cloak so adroitly that the terrified bird dropped the root just where it could be easily seen.	false	931.76	944.34	26.581034
5876_8675_000034_000002	All Peter's plans had succeeded, and he actually held in his hand the magic root--that master-key which would unlock all doors, and bring its possessor unheard-of luck.	All Peter's plans had succeeded, and he actually held in his hand the magic root-that master key which would unlock all doors, and bring its possessor unheard of luck.	true	944.34	954.4	25.490631
5876_8675_000034_000003	His thoughts now turned to the mountain, and he secretly made preparations for his journey.	His thoughts now turned to the mountain, and he secretly made preparations for his journey.	true	955.46	960.49	23.646795
5876_8675_000034_000004	He took with him only a staff, a strong sack, and a little box which his daughter Lucia had given him.	He took with him only a staff, a strong sack, and a little box which his daughter Lucia had given him.	true	960.83	967.935	25.760654
5876_8675_000035_000000	It happened that on the very day Peter had chosen for setting out, Lucia and her mother went off early to the town, leaving him to guard the house; but in spite of that he was on the point of taking his departure when it occurred to him that it might be as well first to test the much-vaunted powers of the magic root for himself.	It happened that on the very day peter had chosen for setting out, Lucia and her mother went off early to the town, leaving him to guard the house; but in spite of that he was on the point of taking his departure when it occurred to him that it might be as well first to test the much vaunted powers of the magic root for himself.	false	967.935	988.2	26.055645
5876_8675_000035_000001	Dame Ilse had a strong cupboard with seven locks built into the wall of her room, in which she kept all the money she had saved, and she wore the key of it always hung about her neck.	Dame Ilse had a strong cupboard with seven locks built into the wall of her room, in which she kept all the money she had saved, and she wore the key of it always hung about her neck.	false	988.2	998.83	22.753044
5876_8675_000035_000002	Master Peter had no control at all of the money affairs of the household, so the contents of this secret hoard were quite unknown to him, and this seemed to be a good opportunity for finding out what they were.	Master peter had no control at all of the money affairs of the household, so the contents of this secret hoard were quite unknown to him, and this seemed to be a good opportunity for finding out what they were.	false	999.44	1011.07	23.125822
