8142_3966_000000_000000	FOOTNOTES:	FOOTNOTES:	false	0	0.06	-20
8142_3966_000018_000007	Genji sounded her, through a certain channel, whether she would not be willing to be useful to him.	Genji sounded her, through a certain channel, whether she would not be willing to be useful to him.	true	368.01	373.21	21.12178
8142_3966_000018_000008	This offer on his part she accepted without much hesitation, and was despatched with a confidential servant to attend on the new-born child.	This offer on his part she accepted without much hesitation, and was despatched with a confidential servant to attend on the new born child.	true	374.27	382.3	26.437569
8142_3966_000018_000009	He also sent with her a sword and other presents.	He also sent with her a sword and other presents.	true	382.31	385.36	23.100466
8142_3966_000018_000010	She left the capital in a carriage, and proceeded by boat to the province of Settsu, and thence on horseback to Akashi.	She left the capital in a carriage, and proceeded by boat to the province of Settsu, and thence on horseback to Akashi.	true	385.46	392.35	24.988194
8142_3966_000019_000000	When she arrived the priest was intensely delighted, and the young mother, who had been gradually improving in health, felt great consolation.	When she arrived the priest was intensely delighted, and the young mother, who had been gradually improving in health, felt great consolation.	false	393.05	401.5	21.510454
8142_3966_000019_000001	The child was very healthy, and the nurse at once began to discharge her duties most faithfully.	The child was very healthy, and the nurse at once began to discharge her duties most faithfully.	true	401.51	407.53	26.091402
8142_3966_000020_000000	Hitherto Genji did not confide the story of his relations with the maiden of Akashi to Violet, but he thought he had better do so, as the matter might naturally reach her ears.	Hitherto Genji did not confide the story of his relations with the maiden of Akashi to Violet, but he thought he had better do so, as the matter might naturally reach her ears.	true	407.93	417.97	24.613739
8142_3966_000020_000001	He now, therefore, informed her of all the circumstances, and of the birth of the child, saying, "If you feel any unpleasantness about the matter, I cannot blame you in any way.	He now, therefore, informed her of all the circumstances, and of the birth of the child, saying, "If you feel any unpleasantness about the matter, I cannot blame you in any way.	true	418.16	428.86	26.412594
8142_3966_000020_000002	It was not the blessing which I desired.	It was not the blessing which I desired.	true	428.96	431.53	24.212069
8142_3966_000020_000003	How greatly do I regret that in the quarter where I wished to see the heavenly gift, there is none, but see it in another, where there was no expectation. The child is merely a girl too, and I almost think that I need pay no further attention.	How greatly do I regret that in the quarter where I wished to see the heavenly gift, there is none, but see it in another, where there was no expectation. The child is merely a girl too, and I almost think that I need pay no further attention.	true	431.81	447.13	22.14831
8142_3966_000020_000004	But this would make me heartless towards my undoubted offspring.	But this would make me heartless towards my undoubted offspring.	true	447.2	450.79	23.106714
8142_3966_000020_000005	I shall send for it and show it to you, and hope you will be generous to her.	I shall send for it and show it to you, and hope you will be generous to her.	false	450.86	455.05	28.3213
8142_3966_000020_000006	Can you assure me you will be so?" At these words Violet's face became red as crimson, but she did not lose her temper, and quietly replied:	Can you assure me you will be so?" At these words Violet's face became red as crimson, but she did not lose her temper, and quietly replied:	true	455.24	464.05	24.305393
8142_3966_000021_000000	"Your saying this only makes me contemptible to myself, as I think my generosity may not yet be fully understood; but I should like to know when and where I could have learnt to be ungenerous."	"Your saying this only makes me contemptible to myself, as I think my generosity may not yet be fully understood; but I should like to know when and where I could have learnt to be ungenerous."	true	464.66	477.52	25.840126
8142_3966_000022_000000	"These words sound too hard to me," said he.	"These words sound too hard to me," said he.	true	478.52	481.96	20.859228
8142_3966_000022_000001	"How can you be so cruel to me?	"How can you be so cruel to me?	true	482.18	484.18	25.795372
8142_3966_000022_000002	Pray don't attribute any blame to me; I never thought of it. How miserable am I!" And he began to drop tears when he came to reflect how faithful she had been all the time, and how affectionate, and also how regular had been her correspondence.	Pray don't attribute any blame to me; I never thought of it. How miserable am I!" And he began to drop tears when he came to reflect how faithful she had been all the time, and how affectionate, and also how regular had been her correspondence.	false	484.4	499	23.738914
8142_3966_000022_000003	He felt sorry for her, and continued, "In my anxious thoughts about this child, I have some intentions which may be agreeable to you also, only I will not tell you too hastily, since, if I do so now, they might not be taken in a favorable light.	He felt sorry for her, and continued, "In my anxious thoughts about this child, I have some intentions which may be agreeable to you also, only I will not tell you too hastily, since, if I do so now, they might not be taken in a favorable light.	true	499.43	514.3	25.956242
8142_3966_000022_000004	The attractions of the mother seem only to have arisen from the position in which she was placed.	The attractions of the mother seem only to have arisen from the position in which she was placed.	true	514.31	519.22	23.027466
8142_3966_000022_000005	You must not think of the matter too seriously." He then briefly sketched her character and her skill in music.	You must not think of the matter too seriously." He then briefly sketched her character and her skill in music.	true	519.47	526.335	24.160557
8142_3966_000022_000006	But on the part of Violet she could not but think that it was cruel to her to give away part of his heart, while her thoughts were with no one but him, and she was quite cast down for some time.	But on the part of Violet she could not but think that it was cruel to her to give away part of his heart, while her thoughts were with no one but him, and she was quite cast down for some time.	true	526.335	537.7	25.884024
8142_3966_000023_000000	Genji tried to console her.	Genji tried to console her.	true	538.73	540.765	28.618505
8142_3966_000023_000001	He took up a _kin_ and asked her to play and sing with him; but she did not touch it, saying that she could not play it so well as the maiden of Akashi.	He took up a underscore kin underscore and asked her to play and sing with him; but she did not touch it, saying that she could not play it so well as the maiden of Akashi.	false	540.765	549.37	24.911142
8142_3966_000023_000002	This very manner of her mild jealousy made her more captivating to him, and without further remarks the subject was dropped.	This very manner of her mild jealousy made her more captivating to him, and without further remarks the subject was dropped.	false	549.71	556.68	23.94256
8142_3966_000024_000000	The fifth of May was the fiftieth day of the birth of the child, so Genji sent a messenger to Akashi a few days before the time when he would be expected.	The fifth of May was the fiftieth day of the birth of the child, so Genji sent a messenger to Akashi a few days before the time when he would be expected.	true	556.68	566.05	25.080544
8142_3966_000024_000001	At Akashi the feast for the occasion was arranged with great pains, and the arrival of Genji's messenger was most opportune.	At Akashi the feast for the occasion was arranged with great pains, and the arrival of Genji's messenger was most opportune.	true	566.24	573.55	22.118391
8142_3966_000025_000000	Let us now relate something about the Princess Wistaria.--Though she had become a nun, her title of ex-Empress had never been lost; and now the change in the reigning sovereign gave her fresh honors.	Let us now relate something about the Princess Wistaria.--Though she had become a nun, her title of ex Empress had never been lost; and now the change in the reigning sovereign gave her fresh honors.	true	573.89	586.99	24.25275
8142_3966_000025_000001	She had been recognized as equivalent to an Empress-regnant who had abdicated.	She had been recognized as equivalent to an Empress regnant who had abdicated.	true	587.21	592.27	26.427368
8142_3966_000025_000002	A liberal allowance was granted to her, and a becoming household was established for her private use.	A liberal allowance was granted to her, and a becoming household was established for her private use.	true	592.4	598.12	23.4552
8142_3966_000025_000003	She, however, still continued her devotion to religion, now and then coming to Court to see her son, where she was received with all cordiality; so that her rival, the mother of the ex-Emperor, whose influence was overwhelming till lately, now began to feel like one to whom the world had become irksome.	She, however, still continued her devotion to religion, now and then coming to Court to see her son, where she was received with all cordiality; so that her rival, the mother of the ex Emperor, whose influence was overwhelming till lately, now began to feel like one to whom the world had become irksome.	true	598.31	615.91	23.331978
8142_3966_000026_000000	In the meantime, public affairs entirely changed their aspects, and the world seemed at this time to have been divided between the Dajiodaijin and his son-in-law, Genji, by whose influence all things in public were swayed.	In the meantime, public affairs entirely changed their aspects, and the world seemed at this time to have been divided between the Dajiodaijin and his son in law, Genji, by whose influence all things in public were swayed.	false	616.46	630.43	23.434269
8142_3966_000027_000000	In August, of this year, the daughter of Gon-Chiunagon (formerly To-no-Chiujio) was introduced at Court.	In August, of this year, the daughter of Gon Chiunagon (formerly To no Chiujio) was introduced at Court.	true	630.83	638.595	24.213238
8142_3966_000027_000001	She took up her abode in the Kokiden, which had been formerly occupied by her maternal aunt, and she was also styled from this time the Niogo of Kokiden.	She took up her abode in the Kokiden, which had been formerly occupied by her maternal aunt, and she was also styled from this time the Niogo of Kokiden.	true	638.595	649.48	22.251738
8142_3966_000027_000002	Prince Hiob-Kio had also the intention of introducing his second daughter at Court, but Genji took no interest in this.	Prince h i o b Kio had also the intention of introducing his second daughter at Court, but Genji took no interest in this.	false	649.64	656.74	27.034414
8142_3966_000027_000003	What will he eventually do about this matter?	What will he eventually do about this matter?	true	656.78	659.2	26.129398
8142_3966_000028_000000	In the same autumn Genji went to the Temple of Sumiyoshi to fulfil his vows.	In the same autumn Genji went to the Temple of Sumiyoshi to fulfil his vows.	true	660.08	665.35	22.204
8142_3966_000028_000001	His party consisted of many young nobles and Court retainers, besides his own private attendants.	His party consisted of many young nobles and Court retainers, besides his own private attendants.	true	665.36	671.26	22.441938
8142_3966_000029_000000	By a coincidence the maiden of Akashi, who had been prevented from coming to the Temple since the last year, happened to arrive there on the same day.	By a coincidence the maiden of Akashi, who had been prevented from coming to the Temple since the last year, happened to arrive there on the same day.	true	671.69	680.05	25.229357
8142_3966_000029_000001	Her party travelled in a boat, and when it reached the beach they saw the procession of Genji's party crossing before them. They did not know what procession it was, and asked the bystanders about it, who, in return, asked them sarcastically, "Can there be anyone who does not know of the coming of Naidaijin, the Prince Genji, here to-day to fulfil his vows?"	Her party travelled in a boat, and when it reached the beach they saw the procession of Genji's party crossing before them. They did not know what procession it was, and asked the bystanders about it, who, in return, asked them sarcastically, "Can there be anyone who does not know of the coming of Naidaijin, the Prince Genji, here to day to fulfil his vows?"	true	680.36	702.46	23.525263
8142_3966_000030_000000	Most of the young nobles were on horseback, with beautifully made saddles; and others, including Ukon-no-Jio, Yoshikiyo, and Koremitz, in fine uniforms of different colors (blue, green, or scarlet), according to their different ranks, formed the procession, contrasting with the hue of the range of pine-trees on both sides of the road.	Most of the young nobles were on horseback, with beautifully made saddles; and others, including Ukon no Jio, Yoshikiyo, and Koremitz, in fine uniforms of different colors (blue, green, or scarlet), according to their different ranks, formed the procession, contrasting with the hue of the range of pine trees on both sides of the road.	true	702.89	724.51	25.069965
8142_3966_000031_000000	Genji was in a carriage, which was followed by ten boy pages, granted by the Court in the same way as a late Sadaijin, Kawara, had been honored.	Genji was in a carriage, which was followed by ten boy pages, granted by the Court in the same way as a late Sadaijin, Kawara, had been honored.	true	724.85	733.96	22.991753
8142_3966_000031_000001	They were dressed in admirable taste, and their hair was twisted up in the form of a double knot, with ribbons of gorgeous purple.	They were dressed in admirable taste, and their hair was twisted up in the form of a double knot, with ribbons of gorgeous purple.	true	735.23	742.15	25.107265
8142_3966_000031_000002	The young Genji was also in the procession on horseback, and followed the carriage.	The young Genji was also in the procession on horseback, and followed the carriage.	true	742.34	747.01	25.024317
8142_3966_000032_000000	The maiden of Akashi witnessed the procession, but she avoided making herself known.	The maiden of Akashi witnessed the procession, but she avoided making herself known.	true	747.77	753.03	23.723179
8142_3966_000032_000001	She thought she had better not go up to the Temple on that day; but she could not sail back to Akashi, so she had her boat moored in the bay of Naniwa for the night.	She thought she had better not go up to the Temple on that day; but she could not sail back to Akashi, so she had her boat moored in the bay of Naniwa for the night.	false	753.03	763.695	24.157816
8142_3966_000032_000002	As to Genji, he knew nothing of the maiden being a spectator of the procession, and spent the whole night in the Temple with his party in performing services which might please the God.	As to Genji, he knew nothing of the maiden being a spectator of the procession, and spent the whole night in the Temple with his party in performing services which might please the God.	true	763.695	773.68	24.944172
8142_3966_000033_000000	It was then that he was informed by Koremitz that he had seen the maiden of Akashi in a boat.	It was then that he was informed by Koremitz that he had seen the maiden of Akashi in a boat.	false	774.23	780.22	22.613018
8142_3966_000033_000001	On the morrow Genji and his party set off for their homes.	On the morrow Genji and his party set off for their homes.	true	780.35	783.85	25.910347
8142_3966_000033_000002	As they proceeded Genji hummed,	As they proceeded Genji hummed,	true	783.86	786	23.194675
8142_3966_000034_000000	"Ima hata onaji Naniwa nal,"[123]	"Ima hata onaji Naniwa n a l,"[one hundred twenty three]	false	786	789.42	20.071335
8142_3966_000035_000000	and he stopped, while contemplating the bay.	and he stopped, while contemplating the bay.	true	789.42	791.61	25.005453
8142_3966_000035_000001	Koremitz, who stood beside him, and divined what he was thinking about, took out a small pen from his pocket and presented it to Genji, who took it and wrote the following on a piece of paper, which he sent to the maiden by one of his attendants who knew her whereabouts:--	Koremitz, who stood beside him, and divined what he was thinking about, took out a small pen from his pocket and presented it to Genji, who took it and wrote the following on a piece of paper, which he sent to the maiden by one of his attendants who knew her whereabouts:--	false	791.61	806.44	23.777422
8142_3966_000036_000000	"Divinely led by love's bright flame, To this lone temple's shrine we come; And as yon beacon meets our eye, To dream, perchance, of days gone by."	"Divinely led by love's bright flame, To this lone temple's shrine we come; And as yon beacon meets our eye, To dream, perchance, of days gone by."	true	806.84	817.09	23.226994
8142_3966_000037_000000	A few words more.	A few words more.	true	817.85	819	15.384059
8142_3966_000037_000001	The change of the ruler had brought a change of the Saigu; and the Lady of Rokjio, with her daughter, returned to the capital.	The change of the ruler had brought a change of the Saigu; and the Lady of Rokjio, with her daughter, returned to the capital.	false	819	827.08	22.502096
8142_3966_000037_000002	Her health, however, began to fail, and she became a nun, and after some time died.	Her health, however, began to fail, and she became a nun, and after some time died.	true	827.18	832.87	22.737766
8142_3966_000037_000003	Before her death Genji visited her, and with her last breath she consigned her daughter to his care.	Before her death Genji visited her, and with her last breath she consigned her daughter to his care.	true	833.51	839.68	22.690466
8142_3966_000037_000004	Genji was thinking, therefore, of introducing her at Court at some future time.	Genji was thinking, therefore, of introducing her at Court at some future time.	false	839.78	863.25	20.904295
