4856_20410_000000_000000	"No," I answered, "it certainly would not."	"No," I answered, "it certainly would not."	false	0	1.32	24.624199
4856_20410_000005_000001	Judging by the symptoms, he has taken a large dose, and, if he has been in the habit of consuming large quantities, his stock would be pretty bulky.	Judging by the symptoms, he has taken a large dose, and, if he has been in the habit of consuming large quantities, his stock would be pretty bulky.	true	138.26	148.12	21.79407
4856_20410_000005_000002	I can offer no suggestion whatever."	I can offer no suggestion whatever."	true	148.46	151.03	19.829323
4856_20410_000006_000000	"I suppose you consider him quite out of danger now?"	"I suppose you consider him quite out of danger now?"	true	152.24	155.26	20.792658
4856_20410_000007_000000	"Oh, not at all.	"Oh, not at all.	true	155.78	157.33	18.986158
4856_20410_000007_000001	I think we can pull him round if we persevere, but he must not be allowed to sink back into a state of coma.	I think we can pull him round if we persevere, but he must not be allowed to sink back into a state of coma.	true	157.64	164.47	23.383808
4856_20410_000007_000002	We must keep him on the move until the effects of the drug have really passed off.	We must keep him on the move until the effects of the drug have really passed off.	true	164.78	169.51	20.222284
4856_20410_000007_000003	If you will put him into his dressing-gown we will walk him up and down the room for a while."	If you will put him into his dressing gown we will walk him up and down the room for a while."	true	170.18	175.6	22.1898
4856_20410_000008_000000	"But is that safe?" Mr. Weiss asked anxiously.	"But is that safe?" mr Weiss asked anxiously.	true	176.33	180.34	25.13763
4856_20410_000009_000000	"Quite safe," I answered.	"Quite safe," I answered.	true	180.77	182.325	21.57529
4856_20410_000009_000001	"I will watch his pulse carefully.	"I will watch his pulse carefully.	true	182.325	184.3	26.512447
4856_20410_000009_000002	The danger is in the possibility, or rather certainty, of a relapse if he is not kept moving."	The danger is in the possibility, or rather certainty, of a relapse if he is not kept moving."	false	184.61	190.99	22
4856_20410_000010_000000	With obvious unwillingness and disapproval, Mr. Weiss produced a dressing-gown and together we invested the patient in it.	With obvious unwillingness and disapproval, mr Weiss produced a dressing gown and together we invested the patient in it.	true	192.56	200.11	19.442928
4856_20410_000010_000001	Then we dragged him, very limp, but not entirely unresisting, out of bed and stood him on his feet.	Then we dragged him, very limp, but not entirely unresisting, out of bed and stood him on his feet.	false	200.63	207.46	18.498932
4856_20410_000010_000002	He opened his eyes and blinked owlishly first at one and then at the other of us, and mumbled a few unintelligible words of protest; regardless of which, we thrust his feet into slippers and endeavoured to make him walk.	He opened his eyes and blinked owlishly first at one and then at the other of us, and mumbled a few unintelligible words of protest; regardless of which, we thrust his feet into slippers and endeavoured to make him walk.	false	207.86	221.65	21.28003
4856_20410_000010_000003	At first he seemed unable to stand, and we had to support him by his arms as we urged him forward; but presently his trailing legs began to make definite walking movements, and, after one or two turns up and down the room, he was not only able partly to support his weight, but showed evidence of reviving consciousness in more energetic protests.	At first he seemed unable to stand, and we had to support him by his arms as we urged him forward; but presently his trailing legs began to make definite walking movements, and, after one or two turns up and down the room, he was not only able partly to support his weight, but showed evidence of reviving consciousness in more energetic protests.	false	222.89	246.58	20.710392
4856_20410_000011_000000	At this point Mr. Weiss astonished me by transferring the arm that he held to the housekeeper.	At this point mr Weiss astonished me by transferring the arm that he held to the housekeeper.	false	247.67	254.11	25
4856_20410_000012_000000	"If you will excuse me, doctor," said he, "I will go now and attend to some rather important business that I have had to leave unfinished.	"If you will excuse me, doctor," said he, "I will go now and attend to some rather important business that I have had to leave unfinished.	true	254.72	263.05	21.650402
4856_20410_000012_000001	Mrs. Schallibaum will be able to give you all the assistance that you require, and will order the carriage when you think it safe to leave the patient.	mrs Schallibaum will be able to give you all the assistance that you require, and will order the carriage when you think it safe to leave the patient.	true	263.24	271.18	18.752335
4856_20410_000012_000002	In case I should not see you again I will say 'good night.' I hope you won't think me very unceremonious."	In case I should not see you again I will say 'good night.' I hope you won't think me very unceremonious."	true	271.7	278.74	20.225489
4856_20410_000013_000000	He shook hands with me and went out of the room, leaving me, as I have said, profoundly astonished that he should consider any business of more moment than the condition of his friend, whose life, even now, was but hanging by a thread.	He shook hands with me and went out of the room, leaving me, as I have said, profoundly astonished that he should consider any business of more moment than the condition of his friend, whose life, even now, was but hanging by a thread.	true	279.92	293.86	19.846361
4856_20410_000013_000001	However, it was really no concern of mine.	However, it was really no concern of mine.	true	294.86	297.36	14
4856_20410_000013_000002	I could do without him, and the resuscitation of this unfortunate half-dead man gave me occupation enough to engross my whole attention.	I could do without him, and the resuscitation of this unfortunate half dead man gave me occupation enough to engross my whole attention.	false	297.36	305.53	20
4856_20410_000014_000000	The melancholy progress up and down the room re-commenced, and with it the mumbled protests from the patient.	The melancholy progress up and down the room re commenced, and with it the mumbled protests from the patient.	true	307.07	313.9	27.138178
4856_20410_000014_000001	As we walked, and especially as we turned, I caught frequent glimpses of the housekeeper's face.	As we walked, and especially as we turned, I caught frequent glimpses of the housekeeper's face.	true	315.29	321.07	22.85458
4856_20410_000014_000002	But it was nearly always in profile.	But it was nearly always in profile.	true	321.29	323.41	22.049759
4856_20410_000014_000003	She appeared to avoid looking me in the face, though she did so once or twice; and on each of these occasions her eyes were directed at me in a normal manner without any sign of a squint.	She appeared to avoid looking me in the face, though she did so once or twice; and on each of these occasions her eyes were directed at me in a normal manner without any sign of a squint.	false	323.72	334.42	17
4856_20410_000014_000004	Nevertheless, I had the impression that when her face was turned away from me she squinted.	Nevertheless, I had the impression that when her face was turned away from me she squinted.	true	335.15	340.45	18.572365
4856_20410_000014_000005	The "swivel eye"--the left--was towards me as she held the patient's right arm, and it was almost continuously turned in my direction, whereas I felt convinced that she was really looking straight before her, though, of course, her right eye was invisible to me.	The "swivel eye"--the left-was towards me as she held the patient's right arm, and it was almost continuously turned in my direction, whereas I felt convinced that she was really looking straight before her, though, of course, her right eye was invisible to me.	false	340.88	357.04	21.385681
4856_20410_000014_000006	It struck me, even at the time, as an odd affair, but I was too much concerned about my charge to give it much consideration.	It struck me, even at the time, as an odd affair, but I was too much concerned about my charge to give it much consideration.	true	357.44	365.53	24.50858
4856_20410_000015_000000	Meanwhile the patient continued to revive apace.	Meanwhile the patient continued to revive apace.	true	366.62	369.91	19
4856_20410_000015_000001	And the more he revived, the more energetically did he protest against this wearisome perambulation.	And the more he revived, the more energetically did he protest against this wearisome perambulation.	true	370.04	375.94	18
4856_20410_000015_000002	But he was evidently a polite gentleman, for, muddled as his faculties were, he managed to clothe his objections in courteous and even gracious forms of speech singularly out of agreement with the character that Mr. Weiss had given him.	But he was evidently a polite gentleman, for, muddled as his faculties were, he managed to clothe his objections in courteous and even gracious forms of speech singularly out of agreement with the character that mr Weiss had given him.	false	376.55	391.24	21.485952
4856_20410_000016_000000	"I thangyou," he mumbled thickly.	"I thangyou," he mumbled thickly.	false	391.64	394.44	21.204477
4856_20410_000016_000001	"Ver' good take s'much trouble.	"Ver' good take s'much trouble.	false	394.44	397.15	21.555656
4856_20410_000016_000002	Think I will lie down now." He looked wistfully at the bed, but I wheeled him about and marched him once more down the room.	Think I will lie down now." He looked wistfully at the bed, but I wheeled him about and marched him once more down the room.	false	397.58	406.21	20.325407
4856_20410_000016_000003	He submitted unresistingly, but as we again approached the bed he reopened the matter.	He submitted unresistingly, but as we again approached the bed he reopened the matter.	true	406.28	412.21	18.171383
4856_20410_000017_000000	"S'quite s'fficient, thang you.	"S'quite s'fficient, thang you.	true	412.61	414.57	24.227036
4856_20410_000017_000001	Gebback to bed now.	Gebback to bed now.	false	414.57	415.9	21.125044
4856_20410_000017_000002	Much 'bliged frall your kindness"--here I turned him round--"no, really; m'feeling rather tired.	Much 'bliged frall your kindness"--here I turned him round-"no, really; m'feeling rather tired.	true	416.42	423.84	22.448956
4856_20410_000017_000003	Sh'like to lie down now, f'you'd be s'good."	Sh'like to lie down now, f'you'd be s'good."	false	423.84	428.085	20.591564
4856_20410_000018_000000	"You must walk about a little longer, Mr. Graves," I said.	"You must walk about a little longer, mr Graves," I said.	true	428.085	431.655	16
4856_20410_000018_000001	"It would be very bad for you to go to sleep again."	"It would be very bad for you to go to sleep again."	true	431.655	434.53	15.698525
4856_20410_000019_000000	He looked at me with a curious, dull surprise, and reflected awhile as if in some perplexity.	He looked at me with a curious, dull surprise, and reflected awhile as if in some perplexity.	true	435.77	441.49	20
4856_20410_000019_000001	Then he looked at me again and said:	Then he looked at me again and said:	true	441.86	443.98	21.289822
4856_20410_000020_000000	"Thing, sir, you are mistake--mistaken me--mist--"	"Thing, sir, you are mistake-mistaken me-mist-"	true	444.17	448.12	28.370848
4856_20410_000021_000000	Here Mrs. Schallibaum interrupted sharply:	Here mrs Schallibaum interrupted sharply:	true	448.55	451.66	17.096334
4856_20410_000022_000000	"The doctor thinks it's good for you to walk about.	"The doctor thinks it's good for you to walk about.	true	451.94	454.38	25.395807
4856_20410_000022_000001	You've been sleeping too much.	You've been sleeping too much.	true	454.38	455.97	24.367872
4856_20410_000022_000002	He doesn't want you to sleep any more just now."	He doesn't want you to sleep any more just now."	true	455.97	458.35	22
4856_20410_000023_000000	"Don't wanter sleep; wanter lie down," said the patient.	"Don't wanter sleep; wanter lie down," said the patient.	true	458.51	462.43	24.196932
4856_20410_000024_000000	"But you mustn't lie down for a little while.	"But you mustn't lie down for a little while.	true	462.95	465.045	22.322973
4856_20410_000024_000001	You must walk about for a few minutes more.	You must walk about for a few minutes more.	true	465.045	467.32	22.462805
4856_20410_000024_000002	And you'd better not talk.	And you'd better not talk.	true	467.36	469.455	27.829037
4856_20410_000024_000003	Just walk up and down."	Just walk up and down."	false	469.455	471.9	24.364529
4856_20410_000025_000000	"There's no harm in his talking," said I; "in fact it's good for him.	"There's no harm in his talking," said I; "in fact it's good for him.	true	471.9	475.27	21
4856_20410_000025_000001	It will help to keep him awake."	It will help to keep him awake."	true	475.43	477.31	26.824947
4856_20410_000026_000000	"I should think it would tire him," said Mrs. Schallibaum; "and it worries me to hear him asking to lie down when we can't let him."	"I should think it would tire him," said mrs Schallibaum; "and it worries me to hear him asking to lie down when we can't let him."	false	477.44	484.51	22.494839
4856_20410_000027_000000	She spoke sharply and in an unnecessarily high tone so that the patient could not fail to hear.	She spoke sharply and in an unnecessarily high tone so that the patient could not fail to hear.	true	485.87	492.13	17
4856_20410_000027_000001	Apparently he took in the very broad hint contained in the concluding sentence, for he trudged wearily and unsteadily up and down the room for some time without speaking, though he continued to look at me from time to time as if something in my appearance puzzled him exceedingly.	Apparently he took in the very broad hint contained in the concluding sentence, for he trudged wearily and unsteadily up and down the room for some time without speaking, though he continued to look at me from time to time as if something in my appearance puzzled him exceedingly.	true	492.62	508.57	21
4856_20410_000027_000002	At length his intolerable longing for repose overcame his politeness and he returned to the attack.	At length his intolerable longing for repose overcame his politeness and he returned to the attack.	true	509.06	515.56	24
4856_20410_000028_000000	"Surely v' walked enough now.	"Surely v' walked enough now.	false	515.69	518.43	17.803415
4856_20410_000028_000001	Feeling very tired.	Feeling very tired.	true	518.43	519.58	25.703472
4856_20410_000028_000002	Am really.	Am really.	true	519.65	520.63	21.680843
4856_20410_000028_000003	Would you be s'kind 's t'let me lie down few minutes?"	Would you be s'kind 's t'let me lie down few minutes?"	false	520.82	524.62	22
4856_20410_000029_000000	"Don't you think he might lie down for a little while?" Mrs. Schallibaum asked.	"Don't you think he might lie down for a little while?" mrs Schallibaum asked.	true	525.5	529.87	21.208797
4856_20410_000030_000000	I felt his pulse, and decided that he was really becoming fatigued, and that it would be wiser not to overdo the exercise while he was so weak. Accordingly, I consented to his returning to bed, and turned him round in that direction; whereupon he tottered gleefully towards his resting-place like a tired horse heading for its stable.	I felt his pulse, and decided that he was really becoming fatigued, and that it would be wiser not to overdo the exercise while he was so weak. Accordingly, I consented to his returning to bed, and turned him round in that direction; whereupon he tottered gleefully towards his resting place like a tired horse heading for its stable.	true	530.51	550.96	21.14003
4856_20410_000031_000000	As soon as he was tucked in, I gave him a full cup of coffee, which he drank with some avidity as if thirsty.	As soon as he was tucked in, I gave him a full cup of coffee, which he drank with some avidity as if thirsty.	true	551.78	558.46	24.14748
4856_20410_000031_000001	Then I sat down by the bedside, and, with a view to keeping him awake, began once more to ply him with questions.	Then I sat down by the bedside, and, with a view to keeping him awake, began once more to ply him with questions.	false	558.89	566.14	21.61334
4856_20410_000032_000000	"Does your head ache, Mr. Graves?" I asked.	"Does your head ache, mr Graves?" I asked.	true	566.48	569.38	23.438301
4856_20410_000033_000000	"The doctor says 'does your head ache?'" Mrs. Schallibaum squalled, so loudly that the patient started perceptibly.	"The doctor says 'does your head ache?'" mrs Schallibaum squalled, so loudly that the patient started perceptibly.	true	569.48	576.76	23.339024
4856_20410_000034_000000	"I heard him, m'dear girl," he answered with a faint smile.	"I heard him, m'dear girl," he answered with a faint smile.	true	577.46	581.49	18.620852
4856_20410_000034_000001	"Not deaf you know.	"Not deaf you know.	true	581.49	582.91	21.08611
4856_20410_000034_000002	Yes.	Yes.	true	583.19	583.875	24.837795
4856_20410_000034_000003	Head aches a good deal.	Head aches a good deal.	true	583.875	585.34	23.064651
4856_20410_000034_000004	But I thing this gennleman mistakes--"	But I thing this gennleman mistakes-"	false	585.65	588.075	22.04949
4856_20410_000035_000000	"He says you are to keep awake.	"He says you are to keep awake.	true	588.075	589.815	23.514496
4856_20410_000035_000001	You mustn't go to sleep again, and you are not to close your eyes."	You mustn't go to sleep again, and you are not to close your eyes."	true	589.815	593.17	20
4856_20410_000036_000000	"All ri' Pol'n.	"All ri' Pol'n.	false	593.75	595.54	23.188337
4856_20410_000036_000001	Keep'm open," and he proceeded forthwith to shut them with an air of infinite peacefulness.	Keep'm open," and he proceeded forthwith to shut them with an air of infinite peacefulness.	true	595.76	602.35	26.558905
4856_20410_000036_000002	I grasped his hand and shook it gently, on which he opened his eyes and looked at me sleepily.	I grasped his hand and shook it gently, on which he opened his eyes and looked at me sleepily.	true	603.47	609.37	24.444427
4856_20410_000036_000003	The housekeeper stroked his head, keeping her face half-turned from me--as she had done almost constantly, to conceal the squinting eye, as I assumed--and said:	The housekeeper stroked his head, keeping her face half turned from me-as she had done almost constantly, to conceal the squinting eye, as I assumed-and said:	true	609.65	618.82	18
4856_20410_000037_000000	"Need we keep you any longer, doctor?	"Need we keep you any longer, doctor?	false	618.92	620.92	21.852098
4856_20410_000037_000001	It is getting very late and you have a long way to go."	It is getting very late and you have a long way to go."	true	620.93	623.83	20.268991
4856_20410_000038_000000	I looked doubtfully at the patient.	I looked doubtfully at the patient.	true	624.71	626.88	29.728348
4856_20410_000038_000001	I was loath to leave him, distrusting these people as I did.	I was loath to leave him, distrusting these people as I did.	true	626.88	630.64	23.836538
4856_20410_000038_000002	But I had my work to do on the morrow, with, perhaps, a night call or two in the interval, and the endurance even of a general practitioner has its limits.	But I had my work to do on the morrow, with, perhaps, a night call or two in the interval, and the endurance even of a general practitioner has its limits.	true	631.22	640.39	17
4856_20410_000039_000000	"I think I heard the carriage some time ago," Mrs. Schallibaum added.	"I think I heard the carriage some time ago," mrs Schallibaum added.	true	640.82	644.92	21.436821
4856_20410_000040_000000	I rose hesitatingly and looked at my watch.	I rose hesitatingly and looked at my watch.	true	645.71	648.855	20.65821
4856_20410_000040_000001	It had turned half-past eleven.	It had turned half past eleven.	true	648.855	651.07	23
4856_20410_000041_000000	"You understand," I said in a low voice, "that the danger is not over? If he is left now he will fall asleep, and in all human probability will never wake.	"You understand," I said in a low voice, "that the danger is not over? If he is left now he will fall asleep, and in all human probability will never wake.	false	651.83	663.04	21.833092
4856_20410_000041_000001	You clearly understand that?"	You clearly understand that?"	true	663.11	665.08	31.780436
4856_20410_000042_000000	"Yes, quite clearly.	"Yes, quite clearly.	true	665.93	667.305	27.005043
4856_20410_000042_000001	I promise you he shall not be allowed to fall asleep again."	I promise you he shall not be allowed to fall asleep again."	true	667.305	670.27	17
4856_20410_000043_000000	As she spoke, she looked me full in the face for a few moments, and I noted that her eyes had a perfectly normal appearance, without any trace whatever of a squint.	As she spoke, she looked me full in the face for a few moments, and I noted that her eyes had a perfectly normal appearance, without any trace whatever of a squint.	false	671.45	681.76	23.284275
4856_20410_000044_000000	"Very well," I said.	"Very well," I said.	true	682.97	684.87	21.320507
4856_20410_000044_000001	"On that understanding I will go now; and I shall hope to find our friend quite recovered at my next visit."	"On that understanding I will go now; and I shall hope to find our friend quite recovered at my next visit."	true	684.87	691.24	22.439363
4856_20410_000045_000000	I turned to the patient, who was already dozing, and shook his hand heartily.	I turned to the patient, who was already dozing, and shook his hand heartily.	false	692.09	696.48	17.023928
4856_20410_000046_000000	"Good-bye, Mr. Graves!" I said.	"Good bye, mr Graves!" I said.	true	696.48	698.86	25.308624
4856_20410_000046_000001	"I am sorry to have to disturb your repose so much; but you must keep awake, you know.	"I am sorry to have to disturb your repose so much; but you must keep awake, you know.	true	698.9	704.145	24
4856_20410_000046_000002	Won't do to go to sleep."	Won't do to go to sleep."	true	704.145	705.84	18.254642
4856_20410_000047_000000	"Ver' well," he replied drowsily.	"Ver' well," he replied drowsily.	false	705.84	709.12	21.103657
4856_20410_000047_000001	"Sorry t' give you all this trouble. L' keep awake.	"Sorry t' give you all this trouble. L' keep awake.	false	709.31	712.6	25.192085
4856_20410_000047_000002	But I think you're mistak'n--"	But I think you're mistak'n-"	true	712.79	714.285	27.967518
4856_20410_000048_000000	"He says it's very important that you shouldn't go to sleep, and that I am to see that you don't.	"He says it's very important that you shouldn't go to sleep, and that I am to see that you don't.	true	714.285	718.29	15
4856_20410_000048_000001	Do you understand?"	Do you understand?"	false	718.29	719.41	26.540682
4856_20410_000049_000000	"Yes, I un'stan'.	"Yes, I un'stan'.	false	720.41	722.79	21.965107
4856_20410_000049_000001	But why does this gennlem'n--?"	But why does this gennlem'n-?"	false	722.79	724.5	17
4856_20410_000050_000000	"Now it's of no use for you to ask a lot of questions," Mrs. Schallibaum said playfully; "we'll talk to you to-morrow.	"Now it's of no use for you to ask a lot of questions," mrs Schallibaum said playfully; "we'll talk to you to morrow.	true	724.5	732.07	22.533537
4856_20410_000050_000001	Good night, doctor.	Good night, doctor.	true	732.41	733.41	20.389908
4856_20410_000050_000002	I'll light you down the stairs, but I won't come down with you, or the patient will be falling asleep again."	I'll light you down the stairs, but I won't come down with you, or the patient will be falling asleep again."	false	733.41	738.67	22
4856_20410_000051_000000	Taking this definite dismissal, I retired, followed by a dreamily surprised glance from the sick man.	Taking this definite dismissal, I retired, followed by a dreamily surprised glance from the sick man.	true	740.03	747.94	21.27524
4856_20410_000051_000001	The housekeeper held the candle over the balusters until I reached the bottom of the stairs, when I perceived through the open door along the passage a glimmer of light from the carriage lamps.	The housekeeper held the candle over the balusters until I reached the bottom of the stairs, when I perceived through the open door along the passage a glimmer of light from the carriage lamps.	true	748.67	759.49	22
4856_20410_000051_000002	The coachman was standing just outside, faintly illuminated by the very dim lamplight, and as I stepped into the carriage he remarked in his Scotch dialect that I "seemed to have been makin' a nicht of it." He did not wait for any reply--none being in fact needed--but shut the door and locked it.	The coachman was standing just outside, faintly illuminated by the very dim lamplight, and as I stepped into the carriage he remarked in his Scotch dialect that I "seemed to have been makin' a nicht of it." He did not wait for any reply-none being in fact needed-but shut the door and locked it.	false	760.1	781.27	22.014229
4856_20410_000052_000000	I lit my little pocket-lamp and hung it on the back cushion.	I lit my little pocket lamp and hung it on the back cushion.	true	782.45	785.86	24.711178
4856_20410_000052_000001	I even drew the board and notebook from my pocket.	I even drew the board and notebook from my pocket.	true	785.93	788.98	19.412317
4856_20410_000052_000002	But it seemed rather unnecessary to take a fresh set of notes, and, to tell the truth, I rather shirked the labour, tired as I was after my late exertions; besides, I wanted to think over the events of the evening, while they were fresh in my memory.	But it seemed rather unnecessary to take a fresh set of notes, and, to tell the truth, I rather shirked the labour, tired as I was after my late exertions; besides, I wanted to think over the events of the evening, while they were fresh in my memory.	true	789.41	804.88	21.15021
4856_20410_000052_000003	Accordingly I put away the notebook, filled and lighted my pipe, and settled myself to review the incidents attending my second visit to this rather uncanny house.	Accordingly I put away the notebook, filled and lighted my pipe, and settled myself to review the incidents attending my second visit to this rather uncanny house.	true	805.37	816.01	22.435795
4856_20410_000053_000000	Considered in leisurely retrospect, that visit offered quite a number of problems that called for elucidation.	Considered in leisurely retrospect, that visit offered quite a number of problems that called for elucidation.	true	817.58	824.65	21.503326
4856_20410_000053_000001	There was the patient's condition, for instance.	There was the patient's condition, for instance.	false	825.32	828.01	23
4856_20410_000053_000002	Any doubt as to the cause of his symptoms was set at rest by the effect of the antidotes.	Any doubt as to the cause of his symptoms was set at rest by the effect of the antidotes.	true	828.38	833.5	17
4856_20410_000053_000003	Mr. Graves was certainly under the influence of morphine, and the only doubtful question was how he had become so.	mr Graves was certainly under the influence of morphine, and the only doubtful question was how he had become so.	true	833.84	841.51	20.07059
4856_20410_000053_000004	That he had taken the poison himself was incredible.	That he had taken the poison himself was incredible.	true	842.33	845.32	22.384304
4856_20410_000053_000005	No morphinomaniac would take such a knock-down dose.	No morphinomaniac would take such a knock down dose.	true	845.93	849.85	23.312046
4856_20410_000053_000006	It was practically certain that the poison had been administered by someone else, and, on Mr. Weiss's own showing, there was no one but himself and the housekeeper who could have administered it.	It was practically certain that the poison had been administered by someone else, and, on mr Weiss's own showing, there was no one but himself and the housekeeper who could have administered it.	true	849.86	862.03	21.0328
4856_20410_000053_000007	And to this conclusion all the other very queer circumstances pointed.	And to this conclusion all the other very queer circumstances pointed.	true	863.09	867.79	20.1578
4856_20410_000054_000000	What were these circumstances?	What were these circumstances?	true	868.25	870.16	26.371798
4856_20410_000054_000001	They were, as I have said, numerous, though many of them seemed trivial.	They were, as I have said, numerous, though many of them seemed trivial.	true	870.74	875.14	19
4856_20410_000054_000002	To begin with, Mr. Weiss's habit of appearing some time after my arrival and disappearing some time before my departure was decidedly odd.	To begin with, mr Weiss's habit of appearing some time after my arrival and disappearing some time before my departure was decidedly odd.	false	875.42	886.02	20.976458
4856_20410_000054_000003	But still more odd was his sudden departure this evening on what looked like a mere pretext.	But still more odd was his sudden departure this evening on what looked like a mere pretext.	false	886.02	891.85	20.82076
4856_20410_000054_000004	That departure coincided in time with the sick man's recovery of the power of speech.	That departure coincided in time with the sick man's recovery of the power of speech.	true	892.49	898.06	21
4856_20410_000054_000005	Could it be that Mr. Weiss was afraid that the half-conscious man might say something compromising to him in my presence?	Could it be that mr Weiss was afraid that the half conscious man might say something compromising to him in my presence?	true	898.67	906.4	18
4856_20410_000054_000006	It looked rather like it.	It looked rather like it.	true	906.62	908.02	31.502325
4856_20410_000054_000007	And yet he had gone away and left me with the patient and the housekeeper.	And yet he had gone away and left me with the patient and the housekeeper.	true	908.42	912.64	26.121904
4856_20410_000055_000000	But when I came to think about it I remembered that Mrs. Schallibaum had shown some anxiety to prevent the patient from talking.	But when I came to think about it I remembered that mrs Schallibaum had shown some anxiety to prevent the patient from talking.	true	912.98	920.71	20.014389
4856_20410_000055_000001	She had interrupted him more than once, and had on two occasions broken in when he seemed to be about to ask me some question.	She had interrupted him more than once, and had on two occasions broken in when he seemed to be about to ask me some question.	true	921.23	929.53	21.986399
4856_20410_000055_000002	I was "mistaken" about something.	I was "mistaken" about something.	true	929.99	932.5	27.749348
4856_20410_000055_000003	What was that something that he wanted to tell me?	What was that something that he wanted to tell me?	true	932.69	935.38	24.714218
4856_20410_000056_000000	It had struck me as singular that there should be no coffee in the house, but a sufficiency of tea.	It had struck me as singular that there should be no coffee in the house, but a sufficiency of tea.	false	936.95	942.34	18
4856_20410_000056_000001	Germans are not usually tea-drinkers and they do take coffee.	Germans are not usually tea drinkers and they do take coffee.	true	943.04	946.78	23.684183
4856_20410_000056_000002	But perhaps there was nothing in this.	But perhaps there was nothing in this.	true	947.12	949.6	25.284922
4856_20410_000056_000003	Rather more remarkable was the invisibility of the coachman.	Rather more remarkable was the invisibility of the coachman.	true	950.27	953.805	19
4856_20410_000056_000004	Why could he not be sent to fetch the coffee, and why did not he, rather than the housekeeper, come to take the place of Mr. Weiss when the latter had to go away.	Why could he not be sent to fetch the coffee, and why did not he, rather than the housekeeper, come to take the place of mr Weiss when the latter had to go away.	false	953.805	963.19	20
4856_20410_000057_000000	There were other points, too.	There were other points, too.	true	964.73	966.43	25.085085
