3003_14274_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	false	9.36	11.26	22
3003_14274_000009_000002	But the houses we saw as we came from the station were worse even than the men.	But the houses we saw as we came from the station were worse even than the men.	true	141.41	146.5	16
3003_14274_000009_000003	They looked, in the moonlight, like huge cakes of clay, where spooks and creepy things might be found.	They looked, in the moonlight, like huge cakes of clay, where spooks and creepy things might be found.	true	146.99	153.49	24.01984
3003_14274_000009_000004	The hotel is much like the houses, and appears to have been made of dirt, and a few drygoods boxes.	The hotel is much like the houses, and appears to have been made of dirt, and a few drygoods boxes.	true	154.1	161.29	22.354364
3003_14274_000009_000005	Even the low roof is of dirt.	Even the low roof is of dirt.	true	161.63	163.96	22.625252
3003_14274_000009_000006	The whole place is horrible, and dismal beyond description, and just why anyone lives here I cannot understand.	The whole place is horrible, and dismal beyond description, and just why anyone lives here I cannot understand.	true	164.18	172.42	22.959143
3003_14274_000010_000000	I am all upset!	I am all upset!	true	173.3	175.21	25.653004
3003_14274_000010_000001	Faye has just been in to say that only one of my trunks can be taken on the stage with us, and of course I had to select one that has all sorts of things in it, and consequently leave my pretty dresses here, to be sent for--all but the Japanese silk which happens to be in that trunk.	Faye has just been in to say that only one of my trunks can be taken on the stage with us, and of course I had to select one that has all sorts of things in it, and consequently leave my pretty dresses here, to be sent for-all but the Japanese silk which happens to be in that trunk.	true	175.52	192.73	23.844936
3003_14274_000010_000002	But imagine my mortification in having to go with Faye to his regiment, with only two dresses.	But imagine my mortification in having to go with Faye to his regiment, with only two dresses.	false	193.16	200.26	21.170954
3003_14274_000010_000003	And then, to make my shortcomings the more vexatious, Faye will be simply fine all the time, in his brand new uniform!	And then, to make my shortcomings the more vexatious, Faye will be simply fine all the time, in his brand new uniform!	true	200.6	209.02	23.281643
3003_14274_000011_000000	Perhaps I can send a long letter soon--if I live to reach that army post that still seems so far away.	Perhaps I can send a long letter soon-if I live to reach that army post that still seems so far away.	false	209.9	221.625	21.965004
3003_14274_000012_000000	FORT LYON, COLORADO TERRITORY, October, 1871.	FORT LYON, COLORADO TERRITORY, October, eighteen seventy one.	true	221.625	226.45	20
3003_14274_000013_000000	AFTER months of anticipation and days of weary travel we have at last got to our army home!	AFTER months of anticipation and days of weary travel we have at last got to our army home!	true	227.48	234.49	21.108856
3003_14274_000013_000001	As you know, Fort Lyon is fifty miles from Kit Carson, and we came all that distance in a funny looking stage coach called a "jerkey," and a good name for it, too, for at times it seesawed back and forth and then sideways, in an awful breakneck way.	As you know, Fort Lyon is fifty miles from Kit Carson, and we came all that distance in a funny looking stage coach called a "jerkey," and a good name for it, too, for at times it seesawed back and forth and then sideways, in an awful breakneck way.	true	234.86	252.28	23.332615
3003_14274_000013_000002	The day was glorious, and the atmosphere so clear, we could see miles and miles in every direction.	The day was glorious, and the atmosphere so clear, we could see miles and miles in every direction.	true	252.68	259.51	21.853699
3003_14274_000013_000003	But there was not one object to be seen on the vast rolling plains--not a tree nor a house, except the wretched ranch and stockade where we got fresh horses and a perfectly uneatable dinner.	But there was not one object to be seen on the vast rolling plains-not a tree nor a house, except the wretched ranch and stockade where we got fresh horses and a perfectly uneatable dinner.	false	259.91	273.1	22.728388
3003_14274_000014_000000	It was dark when we reached the post, so of course we could see nothing that night.	It was dark when we reached the post, so of course we could see nothing that night.	true	273.89	278.98	22.776852
3003_14274_000014_000001	General and Mrs. Phillips gave us a most cordial welcome--just as though they had known us always.	General and mrs Phillips gave us a most cordial welcome-just as though they had known us always.	true	279.32	285.31	23.50675
3003_14274_000014_000002	Dinner was served soon after we arrived, and the cheerful dining room, and the table with its dainty china and bright silver, was such a surprise--so much nicer than anything we had expected to find here, and all so different from the terrible places we had seen since reaching the plains.	Dinner was served soon after we arrived, and the cheerful dining room, and the table with its dainty china and bright silver, was such a surprise-so much nicer than anything we had expected to find here, and all so different from the terrible places we had seen since reaching the plains.	true	285.8	303.91	22.98361
3003_14274_000014_000003	It was apparent at once that this was not a place for spooks!	It was apparent at once that this was not a place for spooks!	true	304.28	308.14	22.252716
3003_14274_000014_000004	General Phillips is not a real general--only so by brevet, for gallant service during the war.	General Phillips is not a real general-only so by brevet, for gallant service during the war.	false	308.63	315.1	19.01142
3003_14274_000014_000005	I was so disappointed when I was told this, but Faye says that he is very much afraid that I will have cause, sooner or later, to think that the grade of captain is quite high enough.	I was so disappointed when I was told this, but Faye says that he is very much afraid that I will have cause, sooner or later, to think that the grade of captain is quite high enough.	true	315.44	327.52	22.09904
3003_14274_000014_000006	He thinks this way because, having graduated at West Point this year, he is only a second lieutenant just now, and General Phillips is his captain and company commander.	He thinks this way because, having graduated at West Point this year, he is only a second lieutenant just now, and General Phillips is his captain and company commander.	true	327.95	339.73	23.642532
3003_14274_000015_000000	It seems that in the Army, lieutenants are called "Mister" always, but all other officers must be addressed by their rank.	It seems that in the Army, lieutenants are called "Mister" always, but all other officers must be addressed by their rank.	false	340.28	348.7	22.987268
3003_14274_000015_000001	At least that is what they tell me.	At least that is what they tell me.	true	348.98	350.89	23.657051
3003_14274_000015_000002	But in Faye's company, the captain is called general, and the first lieutenant is called major, and as this is most confusing, I get things mixed sometimes.	But in Faye's company, the captain is called general, and the first lieutenant is called major, and as this is most confusing, I get things mixed sometimes.	false	351.26	362.26	22.271263
3003_14274_000015_000003	Most girls would.	Most girls would.	true	362.3	363.67	21.81363
3003_14274_000015_000004	A soldier in uniform waited upon us at dinner, and that seemed so funny.	A soldier in uniform waited upon us at dinner, and that seemed so funny.	true	363.98	369.04	21.895395
3003_14274_000015_000005	I wanted to watch him all the time, which distracted me, I suppose, for once I called General Phillips "Mister!"	I wanted to watch him all the time, which distracted me, I suppose, for once I called General Phillips "Mister!"	true	369.14	377.26	23.819159
3003_14274_000015_000006	It so happened, too, that just that instant there was not a sound in the room, so everyone heard the blunder. General Phillips straightened back in his chair, and his little son gave a smothered giggle--for which he should have been sent to bed at once. But that was not all!	It so happened, too, that just that instant there was not a sound in the room, so everyone heard the blunder. General Phillips straightened back in his chair, and his little son gave a smothered giggle-for which he should have been sent to bed at once. But that was not all!	true	377.63	396.28	22.418047
3003_14274_000015_000007	That soldier, who had been so dignified and stiff, put his hand over his mouth and fairly rushed from the room so he could laugh outright.	That soldier, who had been so dignified and stiff, put his hand over his mouth and fairly rushed from the room so he could laugh outright.	true	396.53	405.28	20.485256
3003_14274_000015_000008	And how I longed to run some place, too--but not to laugh, oh, no!	And how I longed to run some place, too-but not to laugh, oh, no!	true	405.68	411.34	21.092173
3003_14274_000016_000000	These soldiers are not nearly as nice as one would suppose them to be, when one sees them dressed up in their blue uniforms with bright brass buttons.	These soldiers are not nearly as nice as one would suppose them to be, when one sees them dressed up in their blue uniforms with bright brass buttons.	true	412.1	420.79	19
3003_14274_000016_000001	And they can make mistakes, too, for yesterday, when I asked that same man a question, he answered, "Yes, sorr!"	And they can make mistakes, too, for yesterday, when I asked that same man a question, he answered, "Yes, sorr!"	false	421.1	429.33	20.763605
3003_14274_000016_000002	Then I smiled, of course, but he did not seem to have enough sense to see why.	Then I smiled, of course, but he did not seem to have enough sense to see why.	true	429.33	433.81	15
3003_14274_000016_000003	When I told Faye about it, he looked vexed and said I must never laugh at an enlisted man--that it was not dignified in the wife of an officer to do so.	When I told Faye about it, he looked vexed and said I must never laugh at an enlisted man-that it was not dignified in the wife of an officer to do so.	true	434.48	444.01	21.596281
3003_14274_000016_000004	And then I told him that an officer should teach an enlisted man not to snicker at his wife, and not to call her "Sorr," which was disrespectful.	And then I told him that an officer should teach an enlisted man not to snicker at his wife, and not to call her "Sorr," which was disrespectful.	false	444.68	454.03	22.499306
3003_14274_000016_000005	I wanted to say more, but Faye suddenly left the room.	I wanted to say more, but Faye suddenly left the room.	true	454.37	458.77	21.515629
3003_14274_000017_000000	The post is not at all as you and I had imagined it to be.	The post is not at all as you and I had imagined it to be.	false	459.95	463.72	22
3003_14274_000017_000001	There is no high wall around it as there is at Fort Trumbull.	There is no high wall around it as there is at Fort Trumbull.	true	464.03	467.59	21
3003_14274_000017_000002	It reminds one of a prim little village built around a square, in the center of which is a high flagstaff and a big cannon.	It reminds one of a prim little village built around a square, in the center of which is a high flagstaff and a big cannon.	false	467.99	476.5	23.488127
3003_14274_000017_000003	The buildings are very low and broad and are made of adobe--a kind of clay and mud mixed together--and the walls are very thick.	The buildings are very low and broad and are made of adobe-a kind of clay and mud mixed together-and the walls are very thick.	true	477.56	486.22	19.762653
3003_14274_000017_000004	At every window are heavy wooden shutters, that can be closed during severe sand and wind storms.	At every window are heavy wooden shutters, that can be closed during severe sand and wind storms.	true	486.38	492.01	16
3003_14274_000017_000005	A little ditch--they call it acequia--runs all around the post, and brings water to the trees and lawns, but water for use in the houses is brought up in wagons from the Arkansas River, and is kept in barrels.	A little ditch-they call it acequia-runs all around the post, and brings water to the trees and lawns, but water for use in the houses is brought up in wagons from the Arkansas River, and is kept in barrels.	true	492.35	506.89	22.812855
3003_14274_000018_000000	Yesterday morning--our first here--we were awakened by the sounds of fife and drum that became louder and louder, until finally I thought the whole Army must be marching to the house.	Yesterday morning-our first here-we were awakened by the sounds of fife and drum that became louder and louder, until finally I thought the whole Army must be marching to the house.	true	507.56	519.58	22.901073
3003_14274_000018_000001	I stumbled over everything in the room in my haste to get to one of the little dormer windows, but there was nothing to be seen, as it was still quite dark.	I stumbled over everything in the room in my haste to get to one of the little dormer windows, but there was nothing to be seen, as it was still quite dark.	true	520.04	529.87	22.44962
3003_14274_000018_000002	The drumming became less loud, and then ceased altogether, when a big gun was fired that must have wasted any amount of powder, for it shook the house and made all the windows rattle.	The drumming became less loud, and then ceased altogether, when a big gun was fired that must have wasted any amount of powder, for it shook the house and made all the windows rattle.	true	530.27	542.53	22.388008
3003_14274_000018_000003	Then three or four bugles played a little air, which it was impossible to hear because of the horrible howling and crying of dogs--such howls of misery you never heard--they made me shiver.	Then three or four bugles played a little air, which it was impossible to hear because of the horrible howling and crying of dogs-such howls of misery you never heard-they made me shiver.	true	543.05	556.36	21.686325
3003_14274_000018_000004	This all suddenly ceased, and immediately there were lights flashing some distance away, and dozens of men seemed to be talking all at the same time, some of them shouting, "Here!" "Here!" I began to think that perhaps Indians had come upon us, and called to Faye, who informed me in a sleepy voice that it was only reveille roll-call, and that each man was answering to his name.	This all suddenly ceased, and immediately there were lights flashing some distance away, and dozens of men seemed to be talking all at the same time, some of them shouting, "Here!" "Here!" I began to think that perhaps Indians had come upon us, and called to Faye, who informed me in a sleepy voice that it was only reveille roll call, and that each man was answering to his name.	false	556.82	582.52	21.217503
3003_14274_000018_000005	There was the same performance this morning, and at breakfast I asked General Phillips why soldiers required such a beating of drums, and deafening racket generally, to awaken them in the morning.	There was the same performance this morning, and at breakfast I asked General Phillips why soldiers required such a beating of drums, and deafening racket generally, to awaken them in the morning.	true	583.07	594.46	22
3003_14274_000018_000006	But he did not tell me--said it was an old army custom to have the drums beaten along the officers' walk at reveille.	But he did not tell me-said it was an old army custom to have the drums beaten along the officers' walk at reveille.	false	595.25	602.62	22.524727
3003_14274_000019_000000	Yesterday morning, directly after guard-mounting, Faye put on his full-dress uniform--epaulets, beautiful scarlet sash, and sword--and went over to the office of the commanding officer to report officially. The officer in command of the post is lieutenant colonel of the regiment, but he, also, is a general by brevet, and one can see by his very walk that he expects this to be remembered always.	Yesterday morning, directly after guard mounting, Faye put on his full dress uniform-epaulets, beautiful scarlet sash, and sword-and went over to the office of the commanding officer to report officially. The officer in command of the post is lieutenant colonel of the regiment, but he, also, is a general by brevet, and one can see by his very walk that he expects this to be remembered always.	false	603.08	629.65	21.738457
3003_14274_000019_000001	So it is apparent to me that the safest thing to do is to call everyone general--there seem to be so many here.	So it is apparent to me that the safest thing to do is to call everyone general-there seem to be so many here.	true	629.99	638.05	22.137064
3003_14274_000019_000002	If I make a mistake, it will be on the right side, at least.	If I make a mistake, it will be on the right side, at least.	true	638.21	641.71	21.492598
3003_14274_000020_000000	Much of the furniture in this house was made by soldier carpenters here at the post, and is not only very nice, but cost General Phillips almost nothing, and, as we have to buy everything, I said at dinner last evening that we must have some precisely like it, supposing, of course, that General Phillips would feel highly gratified because his taste was admired.	Much of the furniture in this house was made by soldier carpenters here at the post, and is not only very nice, but cost General Phillips almost nothing, and, as we have to buy everything, I said at dinner last evening that we must have some precisely like it, supposing, of course, that General Phillips would feel highly gratified because his taste was admired.	false	642.59	666.93	21.406473
3003_14274_000020_000001	But instead of the smile and gracious acquiescence I had expected, there was another straightening back in the chair, and a silence that was ominous and chilling.	But instead of the smile and gracious acquiescence I had expected, there was another straightening back in the chair, and a silence that was ominous and chilling.	true	666.93	677.65	21.80472
3003_14274_000020_000002	Finally, he recovered sufficient breath to tell me that at present, there were no good carpenters in the company.	Finally, he recovered sufficient breath to tell me that at present, there were no good carpenters in the company.	true	678.11	685	21.843954
3003_14274_000020_000003	Later on, however, I learned that only captains and officers of higher rank can have such things.	Later on, however, I learned that only captains and officers of higher rank can have such things.	true	685.4	692.23	22.603035
3003_14274_000020_000004	The captains seem to have the best of everything, and the lieutenants are expected to get along with smaller houses, much less pay, and much less everything else, and at the same time perform all of the disagreeable duties.	The captains seem to have the best of everything, and the lieutenants are expected to get along with smaller houses, much less pay, and much less everything else, and at the same time perform all of the disagreeable duties.	true	692.6	707.32	22.030111
3003_14274_000021_000000	Faye is wonderfully amiable about it, and assures me that when he gets to be a captain I will see that it is just and fair.	Faye is wonderfully amiable about it, and assures me that when he gets to be a captain I will see that it is just and fair.	true	708.17	716.29	22
3003_14274_000021_000001	But I happen to remember that he told me not long ago that he might not get his captaincy for twenty years.	But I happen to remember that he told me not long ago that he might not get his captaincy for twenty years.	true	716.75	723.49	20
3003_14274_000021_000002	Just think of it--a whole long lifetime--and always a Mister, too--and perhaps by that time it will be "just and fair" for the lieutenants to have everything!	Just think of it-a whole long lifetime-and always a Mister, too-and perhaps by that time it will be "just and fair" for the lieutenants to have everything!	true	723.74	735.85	22.788618
3003_14274_000022_000000	We saw our house yesterday--quarters I must learn to say--and it is ever so much nicer than we had expected it to be.	We saw our house yesterday-quarters I must learn to say-and it is ever so much nicer than we had expected it to be.	true	736.58	744.16	19.048922
3003_14274_000022_000001	All of the officers' quarters are new, and this set has never been occupied.	All of the officers' quarters are new, and this set has never been occupied.	false	744.74	750.19	22.363386
3003_14274_000022_000002	It has a hall with a pretty stairway, three rooms and a large shed downstairs, and two rooms and a very large hall closet on the second floor.	It has a hall with a pretty stairway, three rooms and a large shed downstairs, and two rooms and a very large hall closet on the second floor.	true	750.53	760.78	20.739683
3003_14274_000022_000003	A soldier is cleaning the windows and floors, and making things tidy generally.	A soldier is cleaning the windows and floors, and making things tidy generally.	true	761.33	766.18	21.65394
3003_14274_000022_000004	Many of the men like to cook, and do things for officers of their company, thereby adding to their pay, and these men are called strikers.	Many of the men like to cook, and do things for officers of their company, thereby adding to their pay, and these men are called strikers.	true	766.67	776.08	23.84584
3003_14274_000023_000000	There are four companies here--three of infantry and one troop of cavalry.	There are four companies here-three of infantry and one troop of cavalry.	true	776.93	781.93	24.19682
3003_14274_000023_000001	You must always remember that Faye is in the infantry.	You must always remember that Faye is in the infantry.	true	782.51	785.65	21.67487
3003_14274_000023_000002	With the cavalry he has a classmate, and a friend, also, which will make it pleasant for both of us.	With the cavalry he has a classmate, and a friend, also, which will make it pleasant for both of us.	true	786.68	792.64	22.861898
3003_14274_000023_000003	In my letters to you I will disregard army etiquette, and call the lieutenants by their rank, otherwise you would not know of whom I was writing--an officer or civilian.	In my letters to you I will disregard army etiquette, and call the lieutenants by their rank, otherwise you would not know of whom I was writing-an officer or civilian.	true	793.1	804.1	20.706379
3003_14274_000023_000004	Lieutenant Baldwin has been on the frontier many years, and is an experienced hunter of buffalo and antelope.	Lieutenant Baldwin has been on the frontier many years, and is an experienced hunter of buffalo and antelope.	true	804.44	811.84	21.813206
3003_14274_000023_000005	He says that I must commence riding horseback at once, and has generously offered me the use of one of his horses.	He says that I must commence riding horseback at once, and has generously offered me the use of one of his horses.	true	811.91	818.92	20
3003_14274_000023_000006	Mrs. Phillips insists upon my using her saddle until I can get one from the East, so I can ride as soon as our trunks come.	mrs Phillips insists upon my using her saddle until I can get one from the East, so I can ride as soon as our trunks come.	true	819.41	827.56	20.60618
3003_14274_000023_000007	And I am to learn to shoot pistols and guns, and do all sorts of things.	And I am to learn to shoot pistols and guns, and do all sorts of things.	true	827.84	833.53	21.747107
3003_14274_000024_000000	We are to remain with General and Mrs. Phillips several days, while our own house is being made habitable, and in the meantime our trunks and boxes will come, also the colored cook.	We are to remain with General and mrs Phillips several days, while our own house is being made habitable, and in the meantime our trunks and boxes will come, also the colored cook.	true	834.68	846.01	22.02779
3003_14274_000024_000001	I have not missed my dresses very much--there has been so much else to think about.	I have not missed my dresses very much-there has been so much else to think about.	true	846.5	851.56	22.63713
3003_14274_000024_000002	There is a little store just outside the post that is named "Post Trader's," where many useful things are kept, and we have just been there to purchase some really nice furniture that an officer left to be sold when he was retired last spring.	There is a little store just outside the post that is named "Post Trader's," where many useful things are kept, and we have just been there to purchase some really nice furniture that an officer left to be sold when he was retired last spring.	true	851.96	866.17	22.52167
3003_14274_000024_000003	We got only enough to make ourselves comfortable during the winter, for it seems to be the general belief here that these companies of infantry will be ordered to Camp Supply, Indian Territory, in the spring.	We got only enough to make ourselves comfortable during the winter, for it seems to be the general belief here that these companies of infantry will be ordered to Camp Supply, Indian Territory, in the spring.	true	866.63	879.37	22.641506
3003_14274_000024_000004	It must be a most dreadful place--with old log houses built in the hot sand hills, and surrounded by almost every tribe of hostile Indians.	It must be a most dreadful place-with old log houses built in the hot sand hills, and surrounded by almost every tribe of hostile Indians.	true	879.8	890.59	21.397295
3003_14274_000025_000000	It may not be possible for me to write again for several days, as I will be very busy getting settled in the house.	It may not be possible for me to write again for several days, as I will be very busy getting settled in the house.	true	891.05	897.67	18.093245
3003_14274_000025_000001	I must get things arranged just as soon as I can, so I will be able to go out on horseback with Faye and Lieutenant Baldwin.	I must get things arranged just as soon as I can, so I will be able to go out on horseback with Faye and Lieutenant Baldwin.	false	897.98	909.12	20.961134
3003_14274_000026_000000	FORT LYON, COLORADO TERRITORY, October, 1871.	FORT LYON, COLORADO TERRITORY, October, eighteen seventy one.	true	909.12	914.26	23.938877
3003_14274_000027_000000	WHEN a very small girl, I was told many wonderful tales about a grand Indian chief called Red Jacket, by my great-grandmother, who, you will remember, saw him a number of times when she, also, was a small girl. And since then--almost all my life--I have wanted to see with my very own eyes an Indian--a real noble red man--dressed in beautiful skins embroidered with beads, and on his head long, waving feathers.	WHEN a very small girl, I was told many wonderful tales about a grand Indian chief called Red Jacket, by my great grandmother, who, you will remember, saw him a number of times when she, also, was a small girl. And since then-almost all my life-I have wanted to see with my very own eyes an Indian-a real noble red man-dressed in beautiful skins embroidered with beads, and on his head long, waving feathers.	false	915.17	947.59	22.442228
3003_14274_000028_000000	Well, I have seen an Indian--a number of Indians--but they were not Red Jackets, neither were they noble red men.	Well, I have seen an Indian-a number of Indians-but they were not Red Jackets, neither were they noble red men.	true	948.32	957.85	22.148434
3003_14274_000028_000001	They were simply, and only, painted, dirty, and nauseous-smelling savages!	They were simply, and only, painted, dirty, and nauseous smelling savages!	true	958.49	964.99	20.554321
3003_14274_000028_000002	Mrs. Phillips says that Indians are all alike--that when you have seen one you have seen all. And she must know, for she has lived on the frontier a long time, and has seen many Indians of many tribes.	mrs Phillips says that Indians are all alike-that when you have seen one you have seen all. And she must know, for she has lived on the frontier a long time, and has seen many Indians of many tribes.	false	965.63	979.48	20.48935
3003_14274_000029_000000	We went to Las Animas yesterday, Mrs. Phillips, Mrs. Cole, and I, to do a little shopping.	We went to Las Animas yesterday, mrs Phillips, mrs Cole, and I, to do a little shopping.	false	979.79	986.08	23.034348
3003_14274_000029_000001	There are several small stores in the half-Mexican village, where curious little things from Mexico can often be found, if one does not mind poking about underneath the trash and dirt that is everywhere.	There are several small stores in the half Mexican village, where curious little things from Mexico can often be found, if one does not mind poking about underneath the trash and dirt that is everywhere.	true	986.6	1000.03	22.731356
3003_14274_000029_000002	While we were in the largest of these shops, ten or twelve Indians dashed up to the door on their ponies, and four of them, slipping down, came in the store and passed on quickly to the counter farthest back, where the ammunition is kept.	While we were in the largest of these shops, ten or twelve Indians dashed up to the door on their ponies, and four of them, slipping down, came in the store and passed on quickly to the counter farthest back, where the ammunition is kept.	false	1000.67	1017.34	21.654713
3003_14274_000029_000003	As they came toward us in their imperious way, never once looking to the right or to the left, they seemed like giants, and to increase in size and numbers with every step.	As they came toward us in their imperious way, never once looking to the right or to the left, they seemed like giants, and to increase in size and numbers with every step.	true	1017.68	1031.05	21.000633
3003_14274_000030_000000	Their coming was so sudden we did not have a chance to get out of their way, and it so happened that Mrs. Phillips and I were in their line of march, and when the one in the lead got to us, we were pushed aside with such impatient force that we both fell over on the counter.	Their coming was so sudden we did not have a chance to get out of their way, and it so happened that mrs Phillips and I were in their line of march, and when the one in the lead got to us, we were pushed aside with such impatient force that we both fell over on the counter.	true	1031.54	1050.43	20.896233
3003_14274_000030_000001	The others passed on just the same, however, and if we had fallen to the floor, I presume they would have stepped over us, and otherwise been oblivious to our existence.	The others passed on just the same, however, and if we had fallen to the floor, I presume they would have stepped over us, and otherwise been oblivious to our existence.	true	1050.86	1061.62	21.527714
3003_14274_000030_000002	This was my introduction to an Indian--the noble red man!	This was my introduction to an Indian-the noble red man!	true	1061.96	1068.04	19.942387
3003_14274_000031_000000	As soon as they got to the counter they demanded powder, balls, and percussion caps, and as these things were given them, they were stuffed down their muzzle-loading rifles, and what could not be rammed down the barrels was put in greasy skin bags and hidden under their blankets.	As soon as they got to the counter they demanded powder, balls, and percussion caps, and as these things were given them, they were stuffed down their muzzle loading rifles, and what could not be rammed down the barrels was put in greasy skin bags and hidden under their blankets.	true	1068.71	1086.37	21.314873
3003_14274_000031_000001	I saw one test the sharp edge of a long, wicked-looking knife, and then it, also, disappeared under his blanket.	I saw one test the sharp edge of a long, wicked looking knife, and then it, also, disappeared under his blanket.	true	1086.83	1095.07	22.412485
3003_14274_000031_000002	All this time the other Indians were on their ponies in front, watching every move that was being made around them.	All this time the other Indians were on their ponies in front, watching every move that was being made around them.	true	1095.41	1102.09	22.475025
3003_14274_000032_000000	There was only the one small door to the little adobe shop, and into this an Indian had ridden his piebald pony; its forefeet were up a step on the sill and its head and shoulders were in the room, which made it quite impossible for us three frightened women to run out in the street. So we got back of a counter, and, as Mrs. Phillips expressed it, "midway between the devil and the deep sea." There certainly could be no mistake about the "devil" side of it!	There was only the one small door to the little adobe shop, and into this an Indian had ridden his piebald pony; its forefeet were up a step on the sill and its head and shoulders were in the room, which made it quite impossible for us three frightened women to run out in the street. So we got back of a counter, and, as mrs Phillips expressed it, "midway between the devil and the deep sea." There certainly could be no mistake about the "devil" side of it!	true	1102.4	1134.31	22.275743
3003_14274_000033_000000	It was an awful situation to be in, and one to terrify anybody.	It was an awful situation to be in, and one to terrify anybody.	true	1135.19	1139.95	22
3003_14274_000033_000001	We were actually prisoners--penned in with all those savages, who were evidently in an ugly mood, with quantities of ammunition within their reach, and only two white men to protect us.	We were actually prisoners-penned in with all those savages, who were evidently in an ugly mood, with quantities of ammunition within their reach, and only two white men to protect us.	true	1140.2	1153.12	21.649456
3003_14274_000033_000002	Even the few small windows had iron bars across.	Even the few small windows had iron bars across.	true	1153.61	1157.29	22
3003_14274_000033_000003	They could have killed every one of us, and ridden far away before anyone in the sleepy town found it out.	They could have killed every one of us, and ridden far away before anyone in the sleepy town found it out.	true	1157.54	1164.28	21.68788
3003_14274_000034_000000	Well, when those inside had been given, or had helped themselves to, whatever they wanted, out they all marched again, quickly and silently, just as they had come in.	Well, when those inside had been given, or had helped themselves to, whatever they wanted, out they all marched again, quickly and silently, just as they had come in.	true	1164.95	1176.91	20.85699
3003_14274_000034_000001	They instantly mounted their ponies, and all rode down the street and out of sight at race speed, some leaning so far over on their little beasts that one could hardly see the Indian at all. The pony that was ridden into the store door was without a bridle, and was guided by a long strip of buffalo skin which was fastened around his lower jaw by a slipknot.	They instantly mounted their ponies, and all rode down the street and out of sight at race speed, some leaning so far over on their little beasts that one could hardly see the Indian at all. The pony that was ridden into the store door was without a bridle, and was guided by a long strip of buffalo skin which was fastened around his lower jaw by a slipknot.	true	1177.52	1201.39	20.70086
3003_14274_000034_000002	It is amazing to see how tractable the Indians can make their ponies with only that one rein.	It is amazing to see how tractable the Indians can make their ponies with only that one rein.	true	1201.85	1207.3	18
