8008_271812_000000_000000	CHAPTER 7 THE CLOWN COUNTRY	CHAPTER seven THE CLOWN COUNTRY
8008_271812_000013_000000	It came in a remarkably short time, and then Flippityflop assisted Dot to lay the cloth on the blue and silver table, while the children proceeded to eat of the sandwiches, cake and apple-tarts that remained in the basket.	It came in a remarkably short time, and then Flippityflop assisted Dot to lay the cloth on the blue and silver table, while the children proceeded to eat of the sandwiches, cake and apple tarts that remained in the basket.
8008_271812_000014_000000	"Wouldn't you like something to drink?" asked the Prince.	"Wouldn't you like something to drink?" asked the Prince.
8008_271812_000016_000001	"But we have some excellent green paint, or, if you prefer it, I can give a bottle of red mucilage."	"But we have some excellent green paint, or, if you prefer it, I can give a bottle of red mucilage."
8008_271812_000017_000000	"No, thank you," said Dot; "we couldn't drink those.	"No, thank you," said Dot; "we couldn't drink those.
8008_271812_000017_000001	Perhaps you will bring us some fresh water from the river."	Perhaps you will bring us some fresh water from the river."
8008_271812_000018_000000	"But the water is quite wet," exclaimed the Clown, "and is liable to make you damp.	"But the water is quite wet," exclaimed the Clown, "and is liable to make you damp.
8008_271812_000019_000000	"Oh, yes; we're accustomed to drinking water," said the girl.	"Oh, yes; we're accustomed to drinking water," said the girl.
8008_271812_000020_000000	So the water was sent for, and Dot and Tot took long and refreshing drinks, although their action alarmed Flippityflop, who urged them to eat a few handfuls of sawdust afterward to absorb the dampness.	So the water was sent for, and Dot and Tot took long and refreshing drinks, although their action alarmed Flippityflop, who urged them to eat a few handfuls of sawdust afterward to absorb the dampness.
8008_271812_000022_000001	"You see, we train them all very carefully, and every year one is selected to go into the world."	"You see, we train them all very carefully, and every year one is selected to go into the world."
8008_271812_000024_000000	"At the upper edge of our Valley there is one place not so steep as the rest.	"At the upper edge of our Valley there is one place not so steep as the rest.
8008_271812_000025_000001	"I've seen 'em--in circuses."	"I've seen 'em--in circuses."
8008_271812_000026_000001	Do they make the children laugh?"	Do they make the children laugh?"
8008_271812_000028_000000	"When they do not," said Flippityflop, gravely, "they are imitation Clowns, and were never trained in this Valley of Merryland.	"When they do not," said Flippityflop, gravely, "they are imitation Clowns, and were never trained in this Valley of Merryland.
8008_271812_000028_000001	The real Clowns are sure to make you laugh.	The real Clowns are sure to make you laugh.
8008_271812_000028_000002	But come, it is time our people were gathering on the platforms for their evening practice.	But come, it is time our people were gathering on the platforms for their evening practice.
8008_271812_000028_000003	Would you like to watch them?"	Would you like to watch them?"
8008_271812_000029_000000	"Yes, indeed!" cried Dot, joyfully; and Tot clapped his hands and echoed: "'Deed, yes!"	"Yes, indeed!" cried Dot, joyfully; and Tot clapped his hands and echoed: "'Deed, yes!"
8008_271812_000030_000000	So Flippityflop lifted them through the hole to the top of the padded platform, where they saw a strange and merry sight.	So Flippityflop lifted them through the hole to the top of the padded platform, where they saw a strange and merry sight.
8008_271812_000031_000001	The trees were full of electric lights, which shed brilliant rays over the scene and enabled the children to see everything distinctly.	The trees were full of electric lights, which shed brilliant rays over the scene and enabled the children to see everything distinctly.
8008_271812_000033_000000	They left the Prince's platform and came to the next, where three gaily dressed Clowns were bounding into the air and whirling around before they came down again.	They left the Prince's platform and came to the next, where three gaily dressed Clowns were bounding into the air and whirling around before they came down again.
8008_271812_000033_000002	When this happened they were not hurt, for the platform was soft and yielding; so they sprang up at once and tried it over again, laughing at their own mishaps.	When this happened they were not hurt, for the platform was soft and yielding; so they sprang up at once and tried it over again, laughing at their own mishaps.
8008_271812_000034_000001	One of these placed a light ladder on his shoulders, and another ran up it and stood upon his head on the top rung.	One of these placed a light ladder on his shoulders, and another ran up it and stood upon his head on the top rung.
8008_271812_000036_000001	They stopped to listen while he sang as follows:	They stopped to listen while he sang as follows:
8008_271812_000039_000000	After each verse another Clown cracked a long whip at the singer, which made him leap into the air and screw his face up in such a comical way that Dot and Tot were greatly amused, and applauded him rapturously.	After each verse another Clown cracked a long whip at the singer, which made him leap into the air and screw his face up in such a comical way that Dot and Tot were greatly amused, and applauded him rapturously.
8008_271812_000042_000000	This singer had so droll an expression on his face that Tot yelled with rapture, and Dot found herself laughing heartily.	This singer had so droll an expression on his face that Tot yelled with rapture, and Dot found herself laughing heartily.
8008_271812_000042_000001	Indeed, the whole performance was a delight to the children, and they were sorry when a bell rang and put a stop to the antics of the Clowns.	Indeed, the whole performance was a delight to the children, and they were sorry when a bell rang and put a stop to the antics of the Clowns.
8008_271812_000044_000001	In less than a minute Dot and Tot were fast asleep, curled up side by side, with their arms entwined.	In less than a minute Dot and Tot were fast asleep, curled up side by side, with their arms entwined.
8008_271812_000046_000000	"That is my alarm clock," answered Flippityflop, who had been reclining upon a bench at the other side of the room.	"That is my alarm clock," answered Flippityflop, who had been reclining upon a bench at the other side of the room.
8008_271812_000047_000000	"It's a queer alarm clock," said the girl.	"It's a queer alarm clock," said the girl.
8008_271812_000048_000000	"But a very good one," returned the Clown.	"But a very good one," returned the Clown.
8008_271812_000048_000001	"It is really a big music-box under the bench, which starts playing every morning at seven o'clock.	"It is really a big music box under the bench, which starts playing every morning at seven o'clock.
8008_271812_000049_000000	"I think it's a lovely clock," said Tot.	"I think it's a lovely clock," said Tot.
8008_271812_000052_000000	"Don't want 'em!" cried Tot.	"Don't want 'em!" cried Tot.
8008_271812_000053_000001	"What peculiar tastes you children have!"	"What peculiar tastes you children have!"
8008_271812_000054_000000	But he allowed them to breakfast from their own stock of food, and when the meal was finished Dot said, "We must be going now; but first I wish to thank you for the pleasant time we have had in your Valley. We enjoyed the Clowns very much indeed."	But he allowed them to breakfast from their own stock of food, and when the meal was finished Dot said, "We must be going now; but first I wish to thank you for the pleasant time we have had in your Valley. We enjoyed the Clowns very much indeed."
8008_271812_000055_000000	"Nice Clowns," declared Tot, with emphasis.	"Nice Clowns," declared Tot, with emphasis.
