4595_45217_000002_000000	The next morning Bates placed a letter postmarked Cincinnati at my plate.	The next morning Bates placed a letter postmarked Cincinnati at my plate.
4595_45217_000024_000001	My own heart caught the words. I was enraged and bitter.	My own heart caught the words. I was enraged and bitter.
4595_45217_000024_000002	No wonder she had been anxious for me to avoid Pickering after daring me to follow her!	No wonder she had been anxious for me to avoid Pickering after daring me to follow her!
4595_45217_000025_000000	We called a council of war for that night that we might view matters in the light of Pickering’s letter. His assuredness in ordering me to leave made prompt and decisive action necessary on my part.	We called a council of war for that night that we might view matters in the light of Pickering's letter. His assuredness in ordering me to leave made prompt and decisive action necessary on my part.
4595_45217_000025_000001	I summoned Stoddard to our conference, feeling confident of his friendliness.	I summoned Stoddard to our conference, feeling confident of his friendliness.
4595_45217_000026_000000	“Of course,” said the broad-shouldered chaplain, “if you could show that your absence was on business of very grave importance, the courts might construe in that you had not really violated the will.”	"Of course," said the broad shouldered chaplain, "if you could show that your absence was on business of very grave importance, the courts might construe in that you had not really violated the will."
4595_45217_000027_000000	Larry looked at the ceiling and blew rings of smoke languidly.	Larry looked at the ceiling and blew rings of smoke languidly.
4595_45217_000027_000001	I had not disclosed to either of them the cause of my absence.	I had not disclosed to either of them the cause of my absence.
4595_45217_000027_000002	On such a matter I knew I should get precious little sympathy from Larry, and I had, moreover, a feeling that I could not discuss Marian Devereux with any one; I even shrank from mentioning her name, though it rang like the call of bugles in my blood.	On such a matter I knew I should get precious little sympathy from Larry, and I had, moreover, a feeling that I could not discuss Marian Devereux with any one; I even shrank from mentioning her name, though it rang like the call of bugles in my blood.
4595_45217_000028_000000	She was always before me,—the charmed spirit of youth, linked to every foot of the earth, every gleam of the sun upon the ice-bound lake, every glory of the winter sunset.	She was always before me,—the charmed spirit of youth, linked to every foot of the earth, every gleam of the sun upon the ice bound lake, every glory of the winter sunset.
4595_45217_000028_000001	All the good impulses I had ever stifled were quickened to life by the thought of her.	All the good impulses I had ever stifled were quickened to life by the thought of her.
4595_45217_000028_000002	Amid the day’s perplexities I started sometimes, thinking I heard her voice, her girlish laughter, or saw her again coming toward me down the stairs, or holding against the light her fan with its golden butterflies.	Amid the day's perplexities I started sometimes, thinking I heard her voice, her girlish laughter, or saw her again coming toward me down the stairs, or holding against the light her fan with its golden butterflies.
4595_45217_000028_000004	I wished to be alone, to yield to the sweet mood that the thought of her brought me.	I wished to be alone, to yield to the sweet mood that the thought of her brought me.
4595_45217_000028_000005	The doubt that crept through my mind as to any possibility of connivance between her and Pickering was as vague and fleeting as the shadow of a swallow’s wing on a sunny meadow.	The doubt that crept through my mind as to any possibility of connivance between her and Pickering was as vague and fleeting as the shadow of a swallow's wing on a sunny meadow.
4595_45217_000029_000000	“You don’t intend fighting the fact of your absence, do you?” demanded Larry, after a long silence.	"You don't intend fighting the fact of your absence, do you?" demanded Larry, after a long silence.
4595_45217_000030_000000	“Of course not!” I replied quietly.	"Of course not!" I replied quietly.
4595_45217_000030_000002	And it would not be square to my grandfather, —who never harmed a flea, may his soul rest in blessed peace!—to lie about it.	And it would not be square to my grandfather, —who never harmed a flea, may his soul rest in blessed peace!—to lie about it.
4595_45217_000030_000003	They might nail me for perjury besides.”	They might nail me for perjury besides."
4595_45217_000034_000000	“So much the worse for the sheriff and the rest of them!” I declared.	"So much the worse for the sheriff and the rest of them!" I declared.
4595_45217_000035_000000	“Spoken like a man of spirit.	"Spoken like a man of spirit.
4595_45217_000035_000001	And now we’d better stock up at once, in case we should be shut off from our source of supplies.	And now we'd better stock up at once, in case we should be shut off from our source of supplies.
4595_45217_000035_000003	Better let Bates raid the village shops to-morrow.	Better let Bates raid the village shops to morrow.
4595_45217_000035_000004	I’ve tried being hungry, and I don’t care to repeat the experience.”	I've tried being hungry, and I don't care to repeat the experience."
4595_45217_000036_000000	And Larry reached for the tobacco jar.	And Larry reached for the tobacco jar.
4595_45217_000037_000000	“I can’t imagine, I really can’t believe,” began the chaplain, “that Miss Devereux will want to be brought into this estate matter in any way.	"I can't imagine, I really can't believe," began the chaplain, "that Miss Devereux will want to be brought into this estate matter in any way.
4595_45217_000037_000002	I suppose there’s no way of preventing a man from leaving his property to a young woman, who has no claim on him,—who doesn’t want anything from him.”	I suppose there's no way of preventing a man from leaving his property to a young woman, who has no claim on him,—who doesn't want anything from him."
4595_45217_000038_000000	“Bah, these women!	"Bah, these women!
4595_45217_000038_000002	Of course she’ll take it.”	Of course she'll take it."
4595_45217_000039_000000	Then his eyes widened and met mine in a gaze that reflected the mystification and wonder that struck both of us.	Then his eyes widened and met mine in a gaze that reflected the mystification and wonder that struck both of us.
4595_45217_000039_000001	Stoddard turned from the fire suddenly:	Stoddard turned from the fire suddenly:
4595_45217_000040_000000	“What’s that?	"What's that?
4595_45217_000040_000001	There’s some one up stairs!”	There's some one up stairs!"
4595_45217_000042_000000	“Where’s Bates?” demanded the chaplain.	"Where's Bates?" demanded the chaplain.
4595_45217_000043_000000	“I’ll thank you for the answer,”	"I'll thank you for the answer,"
4595_45217_000043_000001	I replied.	I replied.
4595_45217_000044_000000	Larry stood at the top of the staircase, holding a candle at arm’s length in front of him, staring about.	Larry stood at the top of the staircase, holding a candle at arm's length in front of him, staring about.
4595_45217_000046_000000	The noise ceased suddenly, leaving us with no hint of its whereabouts.	The noise ceased suddenly, leaving us with no hint of its whereabouts.
4595_45217_000047_000000	I went directly to the rear of the house and found Bates putting the dishes away in the pantry.	I went directly to the rear of the house and found Bates putting the dishes away in the pantry.
4595_45217_000048_000000	“Where have you been?”	"Where have you been?"
4595_45217_000048_000001	I demanded.	I demanded.
4595_45217_000050_000000	“Nothing.”	"Nothing."
4595_45217_000051_000000	I joined the others in the library.	I joined the others in the library.
4595_45217_000052_000000	“Why didn’t you tell me this feudal imitation was haunted?” asked Larry, in a grieved tone.	"Why didn't you tell me this feudal imitation was haunted?" asked Larry, in a grieved tone.
4595_45217_000052_000001	“All it needed was a cheerful ghost, and now I believe it lacks absolutely nothing.	"All it needed was a cheerful ghost, and now I believe it lacks absolutely nothing.
4595_45217_000052_000002	I’m increasingly glad I came.	I'm increasingly glad I came.
4595_45217_000052_000003	How often does it walk?”	How often does it walk?"
4595_45217_000053_000000	“It’s not on a schedule.	"It's not on a schedule.
4595_45217_000053_000001	Just now it’s the wind in the tower probably; the wind plays queer pranks up there sometimes.”	Just now it's the wind in the tower probably; the wind plays queer pranks up there sometimes."
4595_45217_000054_000000	“You’ll have to do better than that, Glenarm,” said Stoddard.	"You'll have to do better than that, Glenarm," said Stoddard.
4595_45217_000054_000001	“It’s as still outside as a country graveyard.”	"It's as still outside as a country graveyard."
4595_45217_000056_000001	Certain things were planned that night.	Certain things were planned that night.
4595_45217_000056_000002	We determined to exercise every precaution to prevent a surprise from without, and we resolved upon a new and systematic sounding of walls and floors, taking our clue from the efforts made by Morgan and his ally to find hiding-places by this process.	We determined to exercise every precaution to prevent a surprise from without, and we resolved upon a new and systematic sounding of walls and floors, taking our clue from the efforts made by Morgan and his ally to find hiding places by this process.
4595_45217_000056_000003	Pickering would undoubtedly arrive shortly, and we wished to anticipate his movements as far as possible.	Pickering would undoubtedly arrive shortly, and we wished to anticipate his movements as far as possible.
4595_45217_000057_000000	We resolved, too, upon a day patrol of the grounds and a night guard.	We resolved, too, upon a day patrol of the grounds and a night guard.
4595_45217_000057_000001	The suggestion came, I believe, from Stoddard, whose interest in my affairs was only equaled by the fertility of his suggestions.	The suggestion came, I believe, from Stoddard, whose interest in my affairs was only equaled by the fertility of his suggestions.
4595_45217_000057_000002	One of us should remain abroad at night, ready to sound the alarm in case of attack.	One of us should remain abroad at night, ready to sound the alarm in case of attack.
4595_45217_000057_000003	Bates should take his turn with the rest—Stoddard insisted on it.	Bates should take his turn with the rest—Stoddard insisted on it.
4595_45217_000058_000000	Within two days we were, as Larry expressed it, on a war footing.	Within two days we were, as Larry expressed it, on a war footing.
4595_45217_000058_000001	We added a couple of shot-guns and several revolvers to my own arsenal, and piled the library table with cartridge boxes.	We added a couple of shot guns and several revolvers to my own arsenal, and piled the library table with cartridge boxes.
4595_45217_000059_000000	It was a cheerful company of conspirators that now gathered around the big hearth.	It was a cheerful company of conspirators that now gathered around the big hearth.
4595_45217_000059_000001	Larry, always restless, preferred to stand at one side, an elbow on the mantel-shelf, pipe in mouth; and Stoddard sought the biggest chair,—and filled it.	Larry, always restless, preferred to stand at one side, an elbow on the mantel shelf, pipe in mouth; and Stoddard sought the biggest chair,—and filled it.
4595_45217_000059_000002	He and Larry understood each other at once, and Larry’s stories, ranging in subject from undergraduate experiences at Dublin to adventures in Africa and always including endless conflicts with the Irish constabulary, delighted the big boyish clergyman.	He and Larry understood each other at once, and Larry's stories, ranging in subject from undergraduate experiences at Dublin to adventures in Africa and always including endless conflicts with the Irish constabulary, delighted the big boyish clergyman.
