1806_2536_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	11.28	13.57	27.790497
1806_2536_000008_000003	This rigid adhesion to truth, an indispensable requisite in history and travels, destroys the charm of fiction; for all that is necessary to be conveyed to the mind by the latter had better be done by delineations of principles, and of characters in their classes, than by a too fastidious attention to originals.	This rigid adhesion to truth, an indispensable requisite in history and travels, destroys the charm of fiction; for all that is necessary to be conveyed to the mind by the latter had better be done by delineations of principles, and of characters in their classes, than by a too fastidious attention to originals.	false	78.2	101.92	23.251825
1806_2536_000009_000000	New York having but one county of Otsego, and the Susquehanna but one proper source, there can be no mistake as to the site of the tale.	New York having but one county of Otsego, and the Susquehanna but one proper source, there can be no mistake as to the site of the tale.	false	102.59	112.75	25.345549
1806_2536_000009_000001	The history of this district of country, so far as it is connected with civilized men, is soon told.	The history of this district of country, so far as it is connected with civilized men, is soon told.	false	113.09	120.52	22.360554
1806_2536_000010_000000	Otsego, in common with most of the interior of the province of New York, was included in the county of Albany previously to the war of the separation.	Otsego, in common with most of the interior of the province of New York, was included in the county of Albany previously to the war of the separation.	true	121.22	131.14	23.649382
1806_2536_000010_000001	It then became, in a subsequent division of territory, a part of Montgomery; and finally, having obtained a sufficient population of its own, it was set apart as a county by itself shortly after the peace of 1783.	It then became, in a subsequent division of territory, a part of Montgomery; and finally, having obtained a sufficient population of its own, it was set apart as a county by itself shortly after the peace of seventeen eighty three.	true	131.63	148.6	24.043953
1806_2536_000010_000002	It lies among those low spurs of the Alleghanies which cover the midland counties of New York, and it is a little east of a meridional line drawn through the centre of the State.	It lies among those low spurs of the Alleghanies which cover the midland counties of New York, and it is a little east of a meridional line drawn through the centre of the State.	false	149.6	162.61	22.400175
1806_2536_000010_000003	As the waters of New York flow either southerly into the Atlantic or northerly into Ontario and its outlet, Otsego Lake, being the source of the Susquehanna, is of necessity among its highest lands.	As the waters of New York flow either southerly into the Atlantic or northerly into Ontario and its outlet, Otsego Lake, being the source of the Susquehanna, is of necessity among its highest lands.	false	163.13	177.49	23.65043
1806_2536_000010_000004	The face of the country, the climate as it was found by the whites, and the manners of the settlers, are described with a minuteness for which the author has no other apology than the force of his own recollections.	The face of the country, the climate as it was found by the whites, and the manners of the settlers, are described with a minuteness for which the author has no other apology than the force of his own recollections.	false	178.13	191.41	23.899986
1806_2536_000011_000000	Otsego is said to be a word compounded of Ot, a place of meeting, and Sego, or Sago, the ordinary term of salutation used by the Indians of this region.	Otsego is said to be a word compounded of Ot, a place of meeting, and Sego, or Sago, the ordinary term of salutation used by the Indians of this region.	false	192.32	205.24	25.525719
1806_2536_000011_000001	There is a tradition which says that the neighboring tribes were accustomed to meet on the banks of the lake to make their treaties, and otherwise to strengthen their alliances, and which refers the name to this practice.	There is a tradition which says that the neighboring tribes were accustomed to meet on the banks of the lake to make their treaties, and otherwise to strengthen their alliances, and which refers the name to this practice.	true	205.85	220.87	24.527853
1806_2536_000011_000002	As the Indian agent of New York had a log dwelling at the foot of the lake, however, it is not impossible that the appellation grew out of the meetings that were held at his council fires; the war drove off the agent, in common with the other officers of the crown; and his rude dwelling was soon abandoned.	As the Indian agent of New York had a log dwelling at the foot of the lake, however, it is not impossible that the appellation grew out of the meetings that were held at his council fires; the war drove off the agent, in common with the other officers of the crown; and his rude dwelling was soon abandoned.	true	221.66	241.27	23.434107
1806_2536_000011_000003	The author remembers it, a few years later, reduced to the humble office of a smoke-house.	The author remembers it, a few years later, reduced to the humble office of a smoke house.	true	241.73	248.14	23.201506
1806_2536_000012_000000	In 1779 an expedition was sent against the hostile Indians, who dwelt about a hundred miles west of Otsego, on the banks of the Cayuga.	In seventeen seventy nine an expedition was sent against the hostile Indians, who dwelt about a hundred miles west of Otsego, on the banks of the Cayuga.	true	248.99	259.44	23.661642
1806_2536_000012_000001	The whole country was then a wilderness, and it was necessary to transport the bag gage of the troops by means of the rivers--a devious but practicable route.	The whole country was then a wilderness, and it was necessary to transport the bag gage of the troops by means of the rivers-a devious but practicable route.	false	259.44	273.97	23.574497
1806_2536_000012_000002	One brigade ascended the Mohawk until it reached the point nearest to the sources of the Susquehanna, whence it cut a lane through the forest to the head of the Otsego.	One brigade ascended the Mohawk until it reached the point nearest to the sources of the Susquehanna, whence it cut a lane through the forest to the head of the Otsego.	true	274.79	286.36	22.968655
1806_2536_000012_000003	The boats and baggage were carried over this "portage," and the troops proceeded to the other extremity of the lake, where they disembarked and encamped.	The boats and baggage were carried over this "portage," and the troops proceeded to the other extremity of the lake, where they disembarked and encamped.	true	286.91	298.51	24.110353
1806_2536_000012_000004	The Susquehanna, a narrow though rapid stream at its source, was much filled with "flood wood," or fallen trees; and the troops adopted a novel expedient to facilitate their passage.	The Susquehanna, a narrow though rapid stream at its source, was much filled with "flood wood," or fallen trees; and the troops adopted a novel expedient to facilitate their passage.	true	299.06	313.39	23.88486
1806_2536_000012_000005	The Otsego is about nine miles in length, varying in breadth from half a mile to a mile and a half.	The Otsego is about nine miles in length, varying in breadth from half a mile to a mile and a half.	true	314.3	321.82	21.23045
1806_2536_000012_000006	The water is of great depth, limpid, and supplied from a thousand springs. At its foot the banks are rather less than thirty feet high the remainder of its margin being in mountains, intervals, and points.	The water is of great depth, limpid, and supplied from a thousand springs. At its foot the banks are rather less than thirty feet high the remainder of its margin being in mountains, intervals, and points.	true	322.37	337.36	24.956686
1806_2536_000012_000007	The outlet, or the Susquehanna, flows through a gorge in the low banks just mentioned, which may have a width of two hundred feet.	The outlet, or the Susquehanna, flows through a gorge in the low banks just mentioned, which may have a width of two hundred feet.	true	337.91	346.48	23.73785
1806_2536_000012_000008	This gorge was dammed and the waters of the lake collected: the Susquehanna was converted into a rill.	This gorge was dammed and the waters of the lake collected: the Susquehanna was converted into a rill.	false	346.76	356.73	24.117094
1806_2536_000013_000000	When all was ready the troops embarked, the damn was knocked away, the Otsego poured out its torrent, and the boats went merrily down with the current.	When all was ready the troops embarked, the damn was knocked away, the Otsego poured out its torrent, and the boats went merrily down with the current.	true	356.73	366.91	25.27385
1806_2536_000014_000000	General James Clinton, the brother of George Clinton, then governor of New York, and the father of De Witt Clinton, who died governor of the same State in 1827, commanded the brigade employed on this duty.	General james Clinton, the brother of George Clinton, then governor of New York, and the father of De Witt Clinton, who died governor of the same State in eighteen twenty seven, commanded the brigade employed on this duty.	true	368.15	382.69	23.107178
1806_2536_000014_000001	During the stay of the troops at the foot of the Otsego a soldier was shot for desertion.	During the stay of the troops at the foot of the Otsego a soldier was shot for desertion.	true	383.3	390.39	24.742401
1806_2536_000014_000002	The grave of this unfortunate man was the first place of human interment that the author ever beheld, as the smoke-house was the first ruin!	The grave of this unfortunate man was the first place of human interment that the author ever beheld, as the smoke house was the first ruin!	true	390.39	399.88	24.223434
1806_2536_000014_000003	The swivel alluded to in this work was buried and abandoned by the troops on this occasion, and it was subsequently found in digging the cellars of the authors paternal residence.	The swivel alluded to in this work was buried and abandoned by the troops on this occasion, and it was subsequently found in digging the cellars of the authors paternal residence.	true	400.88	412.9	21.716389
1806_2536_000015_000000	Soon after the close of the war, Washington, accompanied by many distinguished men, visited the scene of this tale, it is said with a view to examine the facilities for opening a communication by water with other points of the country.	Soon after the close of the war, Washington, accompanied by many distinguished men, visited the scene of this tale, it is said with a view to examine the facilities for opening a communication by water with other points of the country.	true	413.96	429.55	23.770618
1806_2536_000015_000001	He stayed but a few hours.	He stayed but a few hours.	true	430.01	431.8	26.052853
1806_2536_000016_000000	In 1785 the author's father, who had an interest in extensive tracts of land in this wilderness, arrived with a party of surveyors.	In seventeen eighty five the author's father, who had an interest in extensive tracts of land in this wilderness, arrived with a party of surveyors.	true	432.62	442.54	24.874561
1806_2536_000016_000001	The manner in which the scene met his eye is described by Judge Temple.	The manner in which the scene met his eye is described by Judge Temple.	true	443.06	447.85	22.820824
1806_2536_000016_000002	At the commencement of the following year the settlement began; and from that time to this the country has continued to flourish.	At the commencement of the following year the settlement began; and from that time to this the country has continued to flourish.	true	449.09	458.35	22.735277
1806_2536_000016_000003	It is a singular feature in American life that at the beginning of this century, when the proprietor of the estate had occasion for settlers on a new settlement and in a remote county, he was enabled to draw them from among the increase of the former colony.	It is a singular feature in American life that at the beginning of this century, when the proprietor of the estate had occasion for settlers on a new settlement and in a remote county, he was enabled to draw them from among the increase of the former colony.	false	458.87	475.09	21.707779
1806_2536_000017_000000	Although the settlement of this part of Otsego a little preceded the birth of the author, it was not sufficiently advanced to render it desirable that an event so important to himself should take place in the wilderness.	Although the settlement of this part of Otsego a little preceded the birth of the author, it was not sufficiently advanced to render it desirable that an event so important to himself should take place in the wilderness.	true	475.67	490.3	22.084055
1806_2536_000017_000001	Perhaps his mother had a reasonable distrust of the practice of Dr Todd, who must then have been in the novitiate of his experimental acquirements.	Perhaps his mother had a reasonable distrust of the practice of Dr Todd, who must then have been in the novitiate of his experimental acquirements.	true	490.73	499.81	21.96815
1806_2536_000017_000002	Be that as it may, the author was brought an infant into this valley, and all his first impressions were here obtained.	Be that as it may, the author was brought an infant into this valley, and all his first impressions were here obtained.	true	500.3	509.68	22.80811
1806_2536_000017_000003	He has inhabited it ever since, at intervals; and he thinks he can answer for the faithfulness of the picture he has drawn.	He has inhabited it ever since, at intervals; and he thinks he can answer for the faithfulness of the picture he has drawn.	true	510.23	521.01	20.499485
1806_2536_000017_000004	Otsego has now become one of the most populous districts of New York.	Otsego has now become one of the most populous districts of New York.	false	521.01	525.79	22.633959
1806_2536_000017_000005	It sends forth its emigrants like any other old region, and it is pregnant with industry and enterprise.	It sends forth its emigrants like any other old region, and it is pregnant with industry and enterprise.	true	526.13	534.82	23.94115
1806_2536_000017_000006	Its manufacturers are prosperous, and it is worthy of remark that one of the most ingenious machines known in European art is derived from the keen ingenuity which is exercised in this remote region.	Its manufacturers are prosperous, and it is worthy of remark that one of the most ingenious machines known in European art is derived from the keen ingenuity which is exercised in this remote region.	true	536.36	552.79	22.194088
1806_2536_000018_000000	In order to prevent mistake, it may be well to say that the incidents of this tale are purely a fiction.	In order to prevent mistake, it may be well to say that the incidents of this tale are purely a fiction.	true	554.06	562.06	23.515738
1806_2536_000018_000001	The literal facts are chiefly connected with the natural and artificial objects and the customs of the inhabitants.	The literal facts are chiefly connected with the natural and artificial objects and the customs of the inhabitants.	true	562.88	570.13	21.50105
1806_2536_000018_000002	Thus the academy, and court-house, and jail, and inn, and most similar things, are tolerably exact.	Thus the academy, and court house, and jail, and inn, and most similar things, are tolerably exact.	false	570.68	579.46	23.650663
1806_2536_000018_000003	They have all, long since, given place to other buildings of a more pretending character.	They have all, long since, given place to other buildings of a more pretending character.	true	580.16	586.39	24.185612
1806_2536_000018_000004	There is also some liberty taken with the truth in the description of the principal dwelling; the real building had no "firstly" and "lastly." It was of bricks, and not of stone; and its roof exhibited none of the peculiar beauties of the "composite order." It was erected in an age too primitive for that ambitious school of architecture.	There is also some liberty taken with the truth in the description of the principal dwelling; the real building had no "firstly" and "lastly." It was of bricks, and not of stone; and its roof exhibited none of the peculiar beauties of the "composite order." It was erected in an age too primitive for that ambitious school of architecture.	true	587.33	614.62	22.133503
1806_2536_000018_000005	But the author indulged his recollections freely when he had fairly entered the door. Here all is literal, even to the severed arm of Wolfe, and the urn which held the ashes of Queen Dido.*	But the author indulged his recollections freely when he had fairly entered the door. Here all is literal, even to the severed arm of Wolfe, and the urn which held the ashes of Queen Dido.asterisk	false	615.2	631.62	22.311953
1806_2536_000019_000000	* Though forests still crown the mountains of Otsego, the bear, the wolf, and the panther are nearly strangers to them.	asterisk Though forests still crown the mountains of Otsego, the bear, the wolf, and the panther are nearly strangers to them.	false	631.62	641.77	23.000837
1806_2536_000019_000001	Even the innocent deer is rarely seen bounding beneath their arches; for the rifle and the activity of the settlers hare driven them to other haunts.	Even the innocent deer is rarely seen bounding beneath their arches; for the rifle and the activity of the settlers hare driven them to other haunts.	false	642.35	652.66	21.100164
1806_2536_000019_000002	To this change (which in some particulars is melancholy to one who knew the country in its infancy), it may be added that the Otsego is beginning to be a niggard of its treasures.	To this change (which in some particulars is melancholy to one who knew the country in its infancy), it may be added that the Otsego is beginning to be a niggard of its treasures.	false	653.6	670.515	21.799593
1806_2536_000020_000000	The author has elsewhere said that the character of Leather-Stocking is a creation, rendered probable by such auxiliaries as were necessary to produce that effect.	The author has elsewhere said that the character of Leather Stocking is a creation, rendered probable by such auxiliaries as were necessary to produce that effect.	true	670.515	683.56	22.73278
1806_2536_000020_000001	Had he drawn still more upon fancy, the lovers of fiction would not have so much cause for their objections to his work. Still, the picture would not have been in the least true without some substitutes for most of the other personages.	Had he drawn still more upon fancy, the lovers of fiction would not have so much cause for their objections to his work. Still, the picture would not have been in the least true without some substitutes for most of the other personages.	true	684.44	701.77	23.050894
1806_2536_000020_000002	The great proprietor resident on his lands, and giving his name to instead of receiving it from his estates as in Europe, is common over the whole of New York. The physician with his theory, rather obtained from than corrected by experiments on the human constitution; the pious, self-denying, laborious, and ill-paid missionary; the half-educated, litigious, envious, and disreputable lawyer, with his counterpoise, a brother of the profession, of better origin and of better character; the shiftless, bargaining, discontented seller of his "betterments;" the plausible carpenter, and most of the others, are more familiar to all who have ever dwelt in a new country.	The great proprietor resident on his lands, and giving his name to instead of receiving it from his estates as in Europe, is common over the whole of New York. The physician with his theory, rather obtained from than corrected by experiments on the human constitution; the pious, self denying, laborious, and ill paid missionary; the half educated, litigious, envious, and disreputable lawyer, with his counterpoise, a brother of the profession, of better origin and of better character; the shiftless, bargaining, discontented seller of his "betterments;" the plausible carpenter, and most of the others, are more familiar to all who have ever dwelt in a new country.	false	702.68	752.2	22.945427
1806_2536_000021_000000	It may be well to say here, a little more explicitly, that there was no real intention to describe with particular accuracy any real characters in this book.	It may be well to say here, a little more explicitly, that there was no real intention to describe with particular accuracy any real characters in this book.	true	753.83	765.7	22.515495
1806_2536_000021_000001	It has been often said, and in published statements, that the heroine of this book was drawn after the sister of the writer, who was killed by a fall from a horse now near half a century since.	It has been often said, and in published statements, that the heroine of this book was drawn after the sister of the writer, who was killed by a fall from a horse now near half a century since.	true	766.25	779.35	22.728113
1806_2536_000021_000002	So ingenious is conjecture that a personal resemblance has been discovered between the fictitious character and the deceased relative!	So ingenious is conjecture that a personal resemblance has been discovered between the fictitious character and the deceased relative!	true	779.93	789.6	21.106104
1806_2536_000021_000003	It is scarcely possible to describe two females of the same class in life who would be less alike, personally, than Elizabeth Temple and the sister of the author who met with the deplorable fate mentioned.	It is scarcely possible to describe two females of the same class in life who would be less alike, personally, than Elizabeth Temple and the sister of the author who met with the deplorable fate mentioned.	false	789.6	806.47	23.746532
1806_2536_000021_000004	In a word, they were as unlike in this respect as in history, character, and fortunes.	In a word, they were as unlike in this respect as in history, character, and fortunes.	false	806.99	814.72	25.680643
1806_2536_000022_000000	Circumstances rendered this sister singularly dear to the author.	Circumstances rendered this sister singularly dear to the author.	true	815.69	820.39	23.127913
1806_2536_000022_000001	After a lapse of half a century, he is writing this paragraph with a pain that would induce him to cancel it, were it not still more painful to have it believed that one whom he regarded with a reverence that surpassed the love of a brother was converted by him into the heroine of a work of fiction.	After a lapse of half a century, he is writing this paragraph with a pain that would induce him to cancel it, were it not still more painful to have it believed that one whom he regarded with a reverence that surpassed the love of a brother was converted by him into the heroine of a work of fiction.	false	821.09	841.45	21.5657
1806_2536_000023_000000	From circumstances which, after this Introduction, will be obvious to all, the author has had more pleasure in writing "The Pioneers" than the book will probably ever give any of its readers.	From circumstances which, after this Introduction, will be obvious to all, the author has had more pleasure in writing "The Pioneers" than the book will probably ever give any of its readers.	true	842.87	857.74	23.053267
1806_2536_000023_000001	He is quite aware of its numerous faults, some of which he has endeavored to repair in this edition; but as he has--in intention, at least--done his full share in amusing the world, he trusts to its good-nature for overlooking this attempt to please himself.	He is quite aware of its numerous faults, some of which he has endeavored to repair in this edition; but as he has-in intention, at least-done his full share in amusing the world, he trusts to its good nature for overlooking this attempt to please himself.	false	858.53	902.13	21.755522
