7704_106969_000001_000000	First Victories	First Victories
7704_106969_000028_000001	It was Saturday afternoon, and they were playing their favourite war game, Teddy, of course, being prime instigator of the whole affair.	It was Saturday afternoon, and they were playing their favourite war game, Teddy, of course, being prime instigator of the whole affair.
7704_106969_000028_000003	Her respect for Teddy was gradually increasing, though nothing seemed to quench her self-assertion and independence of thought and action.	Her respect for Teddy was gradually increasing, though nothing seemed to quench her self assertion and independence of thought and action.
7704_106969_000028_000004	At length Teddy announced his intention of going off on an expedition as a scout, and on Nancy's insisting that she should come too, the two children started, made their way out of the wood and down to the banks of the stream, which soon joined the river.	At length Teddy announced his intention of going off on an expedition as a scout, and on Nancy's insisting that she should come too, the two children started, made their way out of the wood and down to the banks of the stream, which soon joined the river.
7704_106969_000029_000000	'What have we to do?' asked Nancy.	'What have we to do?' asked Nancy.
7704_106969_000030_000000	'It's great fun.	'It's great fun.
7704_106969_000031_000000	'And if we don't meet anybody?'	'And if we don't meet anybody?'
7704_106969_000032_000000	'That's why I came down this way: there are always a lot of people fishing in the river.	'That's why I came down this way: there are always a lot of people fishing in the river.
7704_106969_000033_000000	'But they won't.'	'But they won't.'
7704_106969_000034_000000	'You must make believe they will.' Teddy's tone was stern, and Nancy was too occupied in holding her hat on her head as they crept through some low bushes to advance any more sceptical opinions.	'You must make believe they will.' Teddy's tone was stern, and Nancy was too occupied in holding her hat on her head as they crept through some low bushes to advance any more sceptical opinions.
7704_106969_000035_000000	And then suddenly, a short time after, they came upon a fisherman.	And then suddenly, a short time after, they came upon a fisherman.
7704_106969_000035_000001	It was only a burly farmer, who was evidently making a day of it, for he sat under the shade of a tree with the remnants of a substantial lunch around him; his fishing-rod was in his hand, but the line was out of the water, and he, with head thrown back and mouth wide open, was fast asleep.	It was only a burly farmer, who was evidently making a day of it, for he sat under the shade of a tree with the remnants of a substantial lunch around him; his fishing rod was in his hand, but the line was out of the water, and he, with head thrown back and mouth wide open, was fast asleep.
7704_106969_000036_000000	'Hush!' said Teddy, in an excited whisper.	'Hush!' said Teddy, in an excited whisper.
7704_106969_000036_000001	'If he wakes, all is up with us; now let's get past him on tiptoe.'	'If he wakes, all is up with us; now let's get past him on tiptoe.'
7704_106969_000037_000000	This was accomplished safely; but having passed him Teddy stood still, and the spirit of mischief seized hold of him.	This was accomplished safely; but having passed him Teddy stood still, and the spirit of mischief seized hold of him.
7704_106969_000037_000001	Turning to Nancy, he said, with sparkling eyes, 'What fun to take him prisoner and tie him up to the tree with his own fishing-line!	Turning to Nancy, he said, with sparkling eyes, 'What fun to take him prisoner and tie him up to the tree with his own fishing line!
7704_106969_000037_000002	He's an enemy; I really think it's our duty to do it.	He's an enemy; I really think it's our duty to do it.
7704_106969_000037_000003	You stay here and watch me.'	You stay here and watch me.'
7704_106969_000038_000001	Dancing like an elf with the line in his hand, he spun round and round the tree till the line was wound round to its very last extremity, and the farmer looked like some big bluebottle fly entangled in the fine meshes of a spider's web.	Dancing like an elf with the line in his hand, he spun round and round the tree till the line was wound round to its very last extremity, and the farmer looked like some big bluebottle fly entangled in the fine meshes of a spider's web.
7704_106969_000039_000001	What fun! how I should like to see him!'	What fun! how I should like to see him!'
7704_106969_000040_000000	'Come on quick.	'Come on quick.
7704_106969_000040_000001	He's Farmer Green, and he's an awful angry man; he gave Sam such a thrashing for tying an old saucepan to one of his pigs' tails. He won't know who has done it, and I did tie the knots awful tight.'	He's Farmer Green, and he's an awful angry man; he gave Sam such a thrashing for tying an old saucepan to one of his pigs' tails. He won't know who has done it, and I did tie the knots awful tight.'
7704_106969_000042_000000	'What's the matter?' asked Nancy.	'What's the matter?' asked Nancy.
7704_106969_000042_000001	'Have you got a pain?'	'Have you got a pain?'
7704_106969_000044_000000	The words were uttered almost in a whisper, and Nancy looked on with wonder.	The words were uttered almost in a whisper, and Nancy looked on with wonder.
7704_106969_000045_000000	'It isn't right,' he said, after a long pause.	'It isn't right,' he said, after a long pause.
7704_106969_000046_000000	'Oh, you mustn't!' cried Nancy.	'Oh, you mustn't!' cried Nancy.
7704_106969_000046_000001	'You'll wake him up, and then you'll catch it!	'You'll wake him up, and then you'll catch it!
7704_106969_000046_000002	Let him undo himself!' Teddy shook his head, and then stole softly back to the tree, Nancy following him at a respectful distance.	Let him undo himself!' Teddy shook his head, and then stole softly back to the tree, Nancy following him at a respectful distance.
7704_106969_000047_000000	It seemed a harder business to untie the knots than to tie them, but at length it was done, and the unwinding process began.	It seemed a harder business to untie the knots than to tie them, but at length it was done, and the unwinding process began.
7704_106969_000047_000002	Farmer Green's nap was over, and with a hasty start he was roused to the full use of his faculties.	Farmer Green's nap was over, and with a hasty start he was roused to the full use of his faculties.
7704_106969_000047_000003	When he discovered his condition he swore a round oath, and turned upon Teddy in great wrath, as he vainly tried to extricate himself.	When he discovered his condition he swore a round oath, and turned upon Teddy in great wrath, as he vainly tried to extricate himself.
7704_106969_000049_000001	You're the plague of the parish, and a good thrashing is what you will get, sure as my name's Jonathan Green!'	You're the plague of the parish, and a good thrashing is what you will get, sure as my name's Jonathan Green!'
7704_106969_000052_000000	And in another few minutes he had bound the boy securely to the tree, tying his hands together with his handkerchief; then, as Nancy stepped forward, indignant at this severe treatment, he turned upon her.	And in another few minutes he had bound the boy securely to the tree, tying his hands together with his handkerchief; then, as Nancy stepped forward, indignant at this severe treatment, he turned upon her.
7704_106969_000053_000000	'There are two of you, are there?	'There are two of you, are there?
7704_106969_000053_000001	Well, you shall share the same fate till I think fit to release you.	Well, you shall share the same fate till I think fit to release you.
7704_106969_000053_000002	I'll teach you to stop playing such impish tricks on decent folk.'	I'll teach you to stop playing such impish tricks on decent folk.'
7704_106969_000054_000001	'Why, he was undoing you when you woke up, which was very kind of him.	'Why, he was undoing you when you woke up, which was very kind of him.
7704_106969_000054_000002	I wish he'd left you tied up, I do!'	I wish he'd left you tied up, I do!'
7704_106969_000056_000000	'Button-boy, did he hurt you?' asked Nancy anxiously; for all this time Teddy had not said a word.	'Button boy, did he hurt you?' asked Nancy anxiously; for all this time Teddy had not said a word.
7704_106969_000057_000000	He turned his head and looked at her.	He turned his head and looked at her.
7704_106969_000057_000001	'I feel shooken up dreadful, he's so awful strong; but I'm not very hurt, only I'm sorry, and I've been telling my Captain about it, and asking Him to forgive me.'	'I feel shooken up dreadful, he's so awful strong; but I'm not very hurt, only I'm sorry, and I've been telling my Captain about it, and asking Him to forgive me.'
7704_106969_000058_000000	'Shall we stay here all the evening and all the night?'	'Shall we stay here all the evening and all the night?'
7704_106969_000059_000000	'Oh no! he'll come and let us go soon.	'Oh no! he'll come and let us go soon.
7704_106969_000059_000001	It isn't fair on you, for you didn't do anything.'	It isn't fair on you, for you didn't do anything.'
7704_106969_000060_000000	'I laughed at him, and I wanted you to leave him tied up.	'I laughed at him, and I wanted you to leave him tied up.
7704_106969_000060_000001	But I don't care, it doesn't hurt.	But I don't care, it doesn't hurt.
7704_106969_000060_000002	You haven't told me ever what I asked you about Jesus' sailors.	You haven't told me ever what I asked you about Jesus' sailors.
7704_106969_000061_000000	'I did ask mother, and she said sailors were soldiers, they were sea soldiers.	'I did ask mother, and she said sailors were soldiers, they were sea soldiers.
7704_106969_000062_000000	'Sailors fight, I know they do.	'Sailors fight, I know they do.
7704_106969_000062_000001	Grandfather read me about Nelson the other evening, and showed me a picture of sailors cutting the enemy's arms off, as they tried to scramble on board ship.	Grandfather read me about Nelson the other evening, and showed me a picture of sailors cutting the enemy's arms off, as they tried to scramble on board ship.
7704_106969_000062_000002	I shan't never change to soldiers.	I shan't never change to soldiers.
7704_106969_000062_000004	And if sailors fight, I can be a sailor for Jesus.'	And if sailors fight, I can be a sailor for Jesus.'
7704_106969_000063_000000	Their conversation was interrupted by voices and steps approaching, and in another moment two ladies and a gentleman appeared, evidently going home after a fishing excursion.	Their conversation was interrupted by voices and steps approaching, and in another moment two ladies and a gentleman appeared, evidently going home after a fishing excursion.
7704_106969_000064_000000	Teddy was the first to speak.	Teddy was the first to speak.
7704_106969_000064_000001	He recognised the newcomers to be the squire, Colonel Graham, and his wife, with a visitor staying with them. 'Please, sir, will you undo us?' he asked appealingly.	He recognised the newcomers to be the squire, Colonel Graham, and his wife, with a visitor staying with them. 'Please, sir, will you undo us?' he asked appealingly.
7704_106969_000065_000000	The colonel laughed heartily.	The colonel laughed heartily.
7704_106969_000065_000002	You wouldn't think it to look at him, would you?'	You wouldn't think it to look at him, would you?'
7704_106969_000066_000001	'And who is the little girl?	'And who is the little girl?
7704_106969_000066_000002	she looks a regular little gipsy!'	she looks a regular little gipsy!'
7704_106969_000067_000000	Neither of the children appreciated these remarks, but the colonel good-naturedly put down his fishing-basket and cut the piece of rope that bound them.	Neither of the children appreciated these remarks, but the colonel good naturedly put down his fishing basket and cut the piece of rope that bound them.
7704_106969_000069_000000	Having got his hands free, Teddy stood up bravely and told the story briefly and clearly, to the great amusement of his hearers.	Having got his hands free, Teddy stood up bravely and told the story briefly and clearly, to the great amusement of his hearers.
7704_106969_000070_000000	'And he would never have been caught if he hadn't gone back to undo him,' put in Nancy; 'so he oughtn't to have been punished at all.'	'And he would never have been caught if he hadn't gone back to undo him,' put in Nancy; 'so he oughtn't to have been punished at all.'
7704_106969_000071_000000	'What made you go back, my boy?' asked Mrs. Graham gently.	'What made you go back, my boy?' asked mrs Graham gently.
7704_106969_000073_000000	'I went back when I remembered it was wrong to have done it,' he said simply.	'I went back when I remembered it was wrong to have done it,' he said simply.
7704_106969_000074_000000	'But you are not such a paragon of goodness generally,' said the colonel.	'But you are not such a paragon of goodness generally,' said the colonel.
7704_106969_000074_000001	'Wasn't it you and some others who scared our dairymaid into fits one night last winter, by playing pranks, after dark, outside the dairy window?'	'Wasn't it you and some others who scared our dairymaid into fits one night last winter, by playing pranks, after dark, outside the dairy window?'
7704_106969_000075_000000	'Yes, sir,' said Teddy humbly.	'Yes, sir,' said Teddy humbly.
7704_106969_000076_000000	'And why didn't you run away when the old man woke?' asked Lady Helen.	'And why didn't you run away when the old man woke?' asked Lady Helen.
7704_106969_000077_000000	'I never run away from anybody,' said Teddy, his head more erect than ever.	'I never run away from anybody,' said Teddy, his head more erect than ever.
7704_106969_000077_000001	'I'm a soldier's son.'	'I'm a soldier's son.'
7704_106969_000078_000001	What regiment?'	What regiment?'
7704_106969_000079_000000	'He's dead, sir.	'He's dead, sir.
7704_106969_000079_000001	May I tell you father's story?'	May I tell you father's story?'
7704_106969_000080_000001	I remember now, though I'm not sure that I recollect the details,' said the colonel musingly.	I remember now, though I'm not sure that I recollect the details,' said the colonel musingly.
7704_106969_000080_000002	'Your father was John Platt, who enlisted in one of the line regiments--the 24th, wasn't it?	'Your father was john Platt, who enlisted in one of the line regiments-the twenty fourth, wasn't it?
7704_106969_000081_000001	He told it as he always did, with enthusiastic effect, and when he offered to show the ladies his button they were charmed with him.	He told it as he always did, with enthusiastic effect, and when he offered to show the ladies his button they were charmed with him.
7704_106969_000081_000003	'What a sensitive, refined little face it is!'	'What a sensitive, refined little face it is!'
7704_106969_000082_000000	'Too good to be spoilt by house service,' said Colonel Graham. 'His mother is a superior young woman, with a very good education, and the Platts are highly respected about here.'	'Too good to be spoilt by house service,' said Colonel Graham. 'His mother is a superior young woman, with a very good education, and the Platts are highly respected about here.'
7704_106969_000083_000000	The children ran back to their playfellows considerably sobered by their experience, and Teddy very soon made his way home, and told his mother all that had befallen him.	The children ran back to their playfellows considerably sobered by their experience, and Teddy very soon made his way home, and told his mother all that had befallen him.
7704_106969_000084_000000	'It's dreadful difficult to remember in time, mother.	'It's dreadful difficult to remember in time, mother.
7704_106969_000084_000001	I'm not a very good soldier, am I? Do you think I ought to love old Farmer Green?	I'm not a very good soldier, am I? Do you think I ought to love old Farmer Green?
7704_106969_000085_000000	'I think you must wait a little, sonny.	'I think you must wait a little, sonny.
7704_106969_000085_000002	You know it was very naughty of you to act so.	You know it was very naughty of you to act so.
