7910_294690_000000_000001	THE CURTAIN FALLS.	THE CURTAIN FALLS.
7910_294690_000007_000010	I sat down in our customary corner, by Mary's empty chair, and looked again at the pretty green flag, and burst out crying.	I sat down in our customary corner, by Mary's empty chair, and looked again at the pretty green flag, and burst out crying.
7910_294690_000008_000000	A light touch roused me.	A light touch roused me.
7910_294690_000009_000000	"We shall not find Mary here, George," she said, gently.	"We shall not find Mary here, George," she said, gently.
7910_294690_000009_000002	Come with me."	Come with me."
7910_294690_000010_000000	I rose and silently gave her my hand.	I rose and silently gave her my hand.
7910_294690_000010_000001	Something low down on the clean white door-post caught my eye as we passed it.	Something low down on the clean white door post caught my eye as we passed it.
7910_294690_000010_000002	I stooped, and discovered some writing in pencil.	I stooped, and discovered some writing in pencil.
7910_294690_000010_000003	I looked closer--it was writing in Mary's hand! The unformed childish characters traced these last words of farewell:	I looked closer-it was writing in Mary's hand! The unformed childish characters traced these last words of farewell:
7910_294690_000011_000000	"Good-by, dear.	"Good by, dear.
7910_294690_000011_000001	Don't forget Mary."	Don't forget Mary."
7910_294690_000012_000000	I knelt down and kissed the writing.	I knelt down and kissed the writing.
7910_294690_000012_000001	It comforted me--it was like a farewell touch from Mary's hand.	It comforted me-it was like a farewell touch from Mary's hand.
7910_294690_000012_000002	I followed my mother quietly to the carriage.	I followed my mother quietly to the carriage.
7910_294690_000013_000000	Late that night we were in London.	Late that night we were in London.
7910_294690_000014_000000	My good mother did all that the most compassionate kindness could do (in her position) to comfort me.	My good mother did all that the most compassionate kindness could do (in her position) to comfort me.
7910_294690_000014_000001	She privately wrote to the solicitors employed by her family, inclosing a description of Dermody and his mother and daughter and directing inquiries to be made at the various coach-offices in London.	She privately wrote to the solicitors employed by her family, inclosing a description of Dermody and his mother and daughter and directing inquiries to be made at the various coach offices in London.
7910_294690_000014_000002	She also referred the lawyers to two of Dermody's relatives, who lived in the city, and who might know something of his movements after he left my father's service.	She also referred the lawyers to two of Dermody's relatives, who lived in the city, and who might know something of his movements after he left my father's service.
7910_294690_000014_000003	When she had done this, she had done all that lay in her power.	When she had done this, she had done all that lay in her power.
7910_294690_000014_000004	We neither of us possessed money enough to advertise in the newspapers.	We neither of us possessed money enough to advertise in the newspapers.
7910_294690_000015_000000	A week afterward we sailed for the United States.	A week afterward we sailed for the United States.
7910_294690_000016_000000	With this the first epoch in my love story comes to an end.	With this the first epoch in my love story comes to an end.
7910_294690_000017_000000	For ten long years afterward I never again met with my little Mary; I never even heard whether she had lived to grow to womanhood or not.	For ten long years afterward I never again met with my little Mary; I never even heard whether she had lived to grow to womanhood or not.
7910_294690_000017_000001	I still kept the green flag, with the dove worked on it.	I still kept the green flag, with the dove worked on it.
7910_294690_000017_000002	For the rest, the waters of oblivion had closed over the old golden days at Greenwater Broad.	For the rest, the waters of oblivion had closed over the old golden days at Greenwater Broad.
