7538_100043_000000_000000	Chapter Twenty-Two	Chapter Twenty Two	false	0.63	24.855	19.662561
7538_100043_000039_000000	How Tom wished he could, but it was out of the question.	How Tom wished he could, but it was out of the question.	true	314.39	317.71	19.216574
7538_100043_000039_000001	The last of the parts of the Humming-Bird had been sent away, and our hero forwarded a telegram to Mr. Sharp, of the arrangement committee, stating that he and Mr. Damon would soon follow.	The last of the parts of the Humming Bird had been sent away, and our hero forwarded a telegram to mr Sharp, of the arrangement committee, stating that he and mr Damon would soon follow.	true	317.99	327.88	16
7538_100043_000039_000002	Then, having bidden his father a fond farewell, and after arranging with Mr. Jackson to send frequent wireless messages, Tom and the eccentric man left for the meet.	Then, having bidden his father a fond farewell, and after arranging with mr Jackson to send frequent wireless messages, Tom and the eccentric man left for the meet.	true	328.34	338.26	16
7538_100043_000040_000000	There was a wireless station at Eagle Park, and Tom had planned to receive the messages from home there until he could set up his own plant.	There was a wireless station at Eagle Park, and Tom had planned to receive the messages from home there until he could set up his own plant.	true	338.96	346	17
7538_100043_000040_000001	He would have two outfits.	He would have two outfits.	true	346.31	347.86	19.183615
7538_100043_000040_000002	One in the big tent where the Humming-Bird was to be put together, and another on the machine itself, so that when in the air, practicing, or even in the great race itself, there would be no break in the news that was to be flashed through space.	One in the big tent where the Humming Bird was to be put together, and another on the machine itself, so that when in the air, practicing, or even in the great race itself, there would be no break in the news that was to be flashed through space.	true	347.96	360.64	16
7538_100043_000041_000000	Tom and Mr. Damon arrived at Eagle Park on time, and Tom's first inquiry was for a message from home.	Tom and mr Damon arrived at Eagle Park on time, and Tom's first inquiry was for a message from home.	true	361.61	368.11	17
7538_100043_000041_000001	There was one, stating that Mr. Swift was fairly comfortable, and seemed to be doing well.	There was one, stating that mr Swift was fairly comfortable, and seemed to be doing well.	true	368.63	373.57	17
7538_100043_000041_000002	With happiness in his heart, the young inventor then set about getting the parts of his craft from the station to the park, where he and Mr. Damon, with a trusty machinist whom Mr. Sharp had recommended, would assemble it.	With happiness in his heart, the young inventor then set about getting the parts of his craft from the station to the park, where he and mr Damon, with a trusty machinist whom mr Sharp had recommended, would assemble it.	false	374.33	385.81	17
7538_100043_000041_000003	Tom arranged that in his absence the wireless operator on the grounds would take any message that came for him.	Tom arranged that in his absence the wireless operator on the grounds would take any message that came for him.	true	386.18	392.05	13
7538_100043_000042_000000	The Humming-Bird, in the big cases and boxes, had safely arrived, and these were soon in the tent which had been assigned to Tom.	The Humming Bird, in the big cases and boxes, had safely arrived, and these were soon in the tent which had been assigned to Tom.	true	392.6	399.97	15
7538_100043_000042_000001	It was still several days until the opening of the meet, and the grounds presented a scene of confusion.	It was still several days until the opening of the meet, and the grounds presented a scene of confusion.	true	400.43	405.94	15
7538_100043_000043_000000	Workmen were putting up grand stands, tents and sheds were being erected, exhibitors were getting their machines in shape, and excited contestants of many nationalities were hurrying to and fro, inquiring about parts delayed in shipment, or worrying lest some of their pet ideas be stolen.	Workmen were putting up grand stands, tents and sheds were being erected, exhibitors were getting their machines in shape, and excited contestants of many nationalities were hurrying to and fro, inquiring about parts delayed in shipment, or worrying lest some of their pet ideas be stolen.	true	406.49	422.83	14
7538_100043_000044_000000	Tom and Mr. Damon, with Frank Forker, the young machinist, were soon busy in their big tent, which was a combined workshop and living quarters, for Tom had determined to stay right on the ground until the big race was over.	Tom and mr Damon, with Frank Forker, the young machinist, were soon busy in their big tent, which was a combined workshop and living quarters, for Tom had determined to stay right on the ground until the big race was over.	false	423.77	435.76	17
7538_100043_000045_000000	"I don't see anything of Andy Foger," remarked Mr. Damon, on the second day of their residence in the park.	"I don't see anything of Andy Foger," remarked mr Damon, on the second day of their residence in the park.	true	436.67	442.24	17
7538_100043_000045_000001	"There are lots of new entries arriving, but he doesn't seem to be on hand."	"There are lots of new entries arriving, but he doesn't seem to be on hand."	true	442.25	446.41	18.602222
7538_100043_000046_000000	"There's time enough," replied Tom.	"There's time enough," replied Tom.	false	447.2	449.16	23.868135
7538_100043_000046_000001	"I am afraid he's hanging back until the last minute, and will spring his machine so late that I won't have time to lodge a protest.	"I am afraid he's hanging back until the last minute, and will spring his machine so late that I won't have time to lodge a protest.	true	449.16	455.65	17
7538_100043_000046_000002	It would be just like him."	It would be just like him."	true	455.69	457.27	21.303486
7538_100043_000047_000000	"Well, I'll be on the lookout for him.	"Well, I'll be on the lookout for him.	false	457.58	460.02	21.742702
7538_100043_000047_000001	Have you heard from home to-day, Tom?"	Have you heard from home to day, Tom?"	true	460.02	461.83	21
7538_100043_000048_000000	"No. I'm expecting a message any minute." The young inventor glanced toward the wireless apparatus which had been set up in the tent.	"no I'm expecting a message any minute." The young inventor glanced toward the wireless apparatus which had been set up in the tent.	true	462.17	469.75	19.90805
7538_100043_000048_000001	At that moment there came the peculiar sound which indicated a message coming through space, and down the receiving wires.	At that moment there came the peculiar sound which indicated a message coming through space, and down the receiving wires.	true	469.88	476.32	14
7538_100043_000048_000002	"There's something now!" exclaimed Tom, as he hurried over and clamped the telephone receiver to his ear.	"There's something now!" exclaimed Tom, as he hurried over and clamped the telephone receiver to his ear.	true	476.69	481.93	19
7538_100043_000048_000003	He listened a moment.	He listened a moment.	true	482.21	483.4	21.439116
7538_100043_000049_000000	"Good news!" he exclaimed.	"Good news!" he exclaimed.	true	483.56	485.175	20.008291
7538_100043_000049_000001	"Dad sat up a little to-day!	"Dad sat up a little to day!	false	485.175	486.64	20
7538_100043_000049_000002	I guess he's going to get well!" and he clicked back congratulations to his father and the others in Shopton.	I guess he's going to get well!" and he clicked back congratulations to his father and the others in Shopton.	true	486.68	492.4	19
7538_100043_000050_000000	Another day saw the Humming-Bird almost in shape again, and Tom was preparing for a tryout of the engine.	Another day saw the Humming Bird almost in shape again, and Tom was preparing for a tryout of the engine.	true	493.46	498.91	14
7538_100043_000051_000000	Mr. Damon had gone over to the committee headquarters to consult with Mr. Sharp about the steps necessary for Tom to take in case Andy did attempt to enter a craft that infringed on the ideas of the young inventor, and on his way back he saw a newly-erected tent.	mr Damon had gone over to the committee headquarters to consult with mr Sharp about the steps necessary for Tom to take in case Andy did attempt to enter a craft that infringed on the ideas of the young inventor, and on his way back he saw a newly erected tent.	false	499.46	513.73	17
7538_100043_000051_000001	There was a young man standing in the entrance, at the sight of whom the eccentric man murmured:	There was a young man standing in the entrance, at the sight of whom the eccentric man murmured:	true	513.89	518.44	13
7538_100043_000052_000000	"Bless my skate-strap!	"Bless my skate strap!	true	518.66	520.575	17.936708
7538_100043_000052_000001	His face looks very familiar!"	His face looks very familiar!"	true	520.575	522.55	23.813564
7538_100043_000053_000000	The youth disappeared inside the tent suddenly, and, as Mr. Damon came opposite the canvas shelter, he started in surprise.	The youth disappeared inside the tent suddenly, and, as mr Damon came opposite the canvas shelter, he started in surprise.	true	523.19	530.44	14
7538_100043_000054_000000	For, on a strip of muslin which was across the tent, painted in gay colors, were the words:	For, on a strip of muslin which was across the tent, painted in gay colors, were the words:	true	530.84	536.35	19.592026
7538_100043_000055_000000	THE FOGER AEROPLANE	THE FOGER AEROPLANE	true	536.42	538.75	19.17496
7538_100043_000056_000000	"Bless my elevation rudder!" cried Mr. Damon.	"Bless my elevation rudder!" cried mr Damon.	true	539.39	542.53	20.239536
7538_100043_000056_000001	"Andy's here at last!	"Andy's here at last!	true	542.57	544.035	23.763636
7538_100043_000056_000002	I must tell Tom!"	I must tell Tom!"	false	544.035	548.52	18.782717
7538_100043_000057_000000	Chapter Twenty-Three	Chapter Twenty Three	false	548.52	549.3	13
7538_100043_000058_000000	The Great Race	The Great Race	false	549.3	549.39	3
7538_100043_000059_000000	"Well," remarked Mr. Sharp, when Tom and Mr. Damon had called on him, to state that Andy Foger's machine was now on the grounds, and demanding to be allowed to view it, to see if it was an infringement on the one entered by the young inventor, "I'll do the best I can for you. I'll lay the case before the committee.	"Well," remarked mr Sharp, when Tom and mr Damon had called on him, to state that Andy Foger's machine was now on the grounds, and demanding to be allowed to view it, to see if it was an infringement on the one entered by the young inventor, "I'll do the best I can for you. I'll lay the case before the committee.	false	549.39	551.97	17.558918
7538_100043_000059_000001	It will meet at once, and I'll let you know what they say."	It will meet at once, and I'll let you know what they say."	false	551.97	552.75	38.62565
