835_130876_000000_000000	In short, dinner was excellent.	In short, dinner was excellent.	false	0	0.99	-20
835_130876_000041_000000	At six o'clock in the morning, January 8, I climbed onto the platform. The morning shadows were lifting.	At six o'clock in the morning, january eighth, I climbed onto the platform. The morning shadows were lifting.	true	328.43	334.95	22.619364
835_130876_000041_000001	The island was soon on view through the dissolving mists, first its beaches, then its summits.	The island was soon on view through the dissolving mists, first its beaches, then its summits.	true	334.95	341.14	22.010445
835_130876_000042_000000	The islanders were still there, in greater numbers than on the day before, perhaps 500 or 600 of them.	The islanders were still there, in greater numbers than on the day before, perhaps five hundred or six hundred of them.	true	342.65	349.42	21.401596
835_130876_000042_000001	Taking advantage of the low tide, some of them had moved forward over the heads of coral to within two cable lengths of the Nautilus.	Taking advantage of the low tide, some of them had moved forward over the heads of coral to within two cable lengths of the Nautilus.	false	349.58	357.31	20
835_130876_000042_000002	I could easily distinguish them. They obviously were true Papuans, men of fine stock, athletic in build, forehead high and broad, nose large but not flat, teeth white. Their woolly, red-tinted hair was in sharp contrast to their bodies, which were black and glistening like those of Nubians.	I could easily distinguish them. They obviously were true Papuans, men of fine stock, athletic in build, forehead high and broad, nose large but not flat, teeth white. Their woolly, red tinted hair was in sharp contrast to their bodies, which were black and glistening like those of Nubians.	false	357.59	375.58	24.22752
835_130876_000042_000003	Beneath their pierced, distended earlobes there dangled strings of beads made from bone. Generally these savages were naked.	Beneath their pierced, distended earlobes there dangled strings of beads made from bone. Generally these savages were naked.	true	375.86	384.01	22.972502
835_130876_000042_000004	I noted some women among them, dressed from hip to knee in grass skirts held up by belts made of vegetation.	I noted some women among them, dressed from hip to knee in grass skirts held up by belts made of vegetation.	true	384.02	390.85	22.84084
835_130876_000042_000005	Some of the chieftains adorned their necks with crescents and with necklaces made from beads of red and white glass. Armed with bows, arrows, and shields, nearly all of them carried from their shoulders a sort of net, which held those polished stones their slings hurl with such dexterity.	Some of the chieftains adorned their necks with crescents and with necklaces made from beads of red and white glass. Armed with bows, arrows, and shields, nearly all of them carried from their shoulders a sort of net, which held those polished stones their slings hurl with such dexterity.	false	390.98	409.18	23.56796
835_130876_000043_000000	One of these chieftains came fairly close to the Nautilus, examining it with care.	One of these chieftains came fairly close to the Nautilus, examining it with care.	true	410.21	415.33	23.320837
835_130876_000043_000001	He must have been a "mado" of high rank, because he paraded in a mat of banana leaves that had ragged edges and was accented with bright colors.	He must have been a "mado" of high rank, because he paraded in a mat of banana leaves that had ragged edges and was accented with bright colors.	true	415.49	424.63	21.737886
835_130876_000044_000000	I could easily have picked off this islander, he stood at such close range; but I thought it best to wait for an actual show of hostility. Between Europeans and savages, it's acceptable for Europeans to shoot back but not to attack first.	I could easily have picked off this islander, he stood at such close range; but I thought it best to wait for an actual show of hostility. Between Europeans and savages, it's acceptable for Europeans to shoot back but not to attack first.	true	425.45	440.38	23.348166
835_130876_000045_000000	During this whole time of low tide, the islanders lurked near the Nautilus, but they weren't boisterous.	During this whole time of low tide, the islanders lurked near the Nautilus, but they weren't boisterous.	true	441.17	447.1	21
835_130876_000045_000001	I often heard them repeat the word "assai," and from their gestures I understood they were inviting me to go ashore, an invitation I felt obliged to decline.	I often heard them repeat the word "assai," and from their gestures I understood they were inviting me to go ashore, an invitation I felt obliged to decline.	true	447.35	457.21	20.676687
835_130876_000046_000000	So the skiff didn't leave shipside that day, much to the displeasure of Mr. Land who couldn't complete his provisions. The adroit Canadian spent his time preparing the meat and flour products he had brought from Gueboroa Island.	So the skiff didn't leave shipside that day, much to the displeasure of mr Land who couldn't complete his provisions. The adroit Canadian spent his time preparing the meat and flour products he had brought from Gueboroa Island.	true	458.03	471.04	23.332664
835_130876_000046_000001	As for the savages, they went back to shore near eleven o'clock in the morning, when the heads of coral began to disappear under the waves of the rising tide. But I saw their numbers swell considerably on the beach. It was likely that they had come from neighboring islands or from the mainland of Papua proper.	As for the savages, they went back to shore near eleven o'clock in the morning, when the heads of coral began to disappear under the waves of the rising tide. But I saw their numbers swell considerably on the beach. It was likely that they had come from neighboring islands or from the mainland of Papua proper.	false	471.17	488.415	20
835_130876_000046_000002	However, I didn't see one local dugout canoe.	However, I didn't see one local dugout canoe.	true	488.415	492.1	22
835_130876_000047_000000	Having nothing better to do, I decided to dredge these beautiful, clear waters, which exhibited a profusion of shells, zoophytes, and open-sea plants.	Having nothing better to do, I decided to dredge these beautiful, clear waters, which exhibited a profusion of shells, zoophytes, and open sea plants.	true	492.95	501.85	19
835_130876_000047_000001	Besides, it was the last day the Nautilus would spend in these waterways, if, tomorrow, it still floated off to the open sea as Captain Nemo had promised.	Besides, it was the last day the Nautilus would spend in these waterways, if, tomorrow, it still floated off to the open sea as Captain Nemo had promised.	true	502.07	511.57	22.154911
835_130876_000048_000000	So I summoned Conseil, who brought me a small, light dragnet similar to those used in oyster fishing.	So I summoned Conseil, who brought me a small, light dragnet similar to those used in oyster fishing.	false	512.33	518.65	23
835_130876_000049_000000	"What about these savages?" Conseil asked me.	"What about these savages?" Conseil asked me.	false	519.44	522.15	23.514137
835_130876_000049_000001	"With all due respect to master, they don't strike me as very wicked!"	"With all due respect to master, they don't strike me as very wicked!"	false	522.15	526.21	22.946516
835_130876_000050_000000	"They're cannibals even so, my boy."	"They're cannibals even so, my boy."	true	526.97	529.93	21.806776
835_130876_000051_000000	"A person can be both a cannibal and a decent man," Conseil replied, "just as a person can be both gluttonous and honorable. The one doesn't exclude the other."	"A person can be both a cannibal and a decent man," Conseil replied, "just as a person can be both gluttonous and honorable. The one doesn't exclude the other."	true	530.15	539.34	23.428867
835_130876_000052_000000	"Fine, Conseil!	"Fine, Conseil!	false	539.34	541.8	19.231606
835_130876_000052_000001	And I agree that there are honorable cannibals who decently devour their prisoners.	And I agree that there are honorable cannibals who decently devour their prisoners.	true	541.8	546.46	18
835_130876_000052_000002	However, I'm opposed to being devoured, even in all decency, so I'll keep on my guard, especially since the Nautilus's commander seems to be taking no precautions. And now let's get to work!"	However, I'm opposed to being devoured, even in all decency, so I'll keep on my guard, especially since the Nautilus's commander seems to be taking no precautions. And now let's get to work!"	true	546.56	558.64	23.701641
835_130876_000053_000000	For two hours our fishing proceeded energetically but without bringing up any rarities.	For two hours our fishing proceeded energetically but without bringing up any rarities.	true	559.67	564.51	22
835_130876_000053_000001	Our dragnet was filled with Midas abalone, harp shells, obelisk snails, and especially the finest hammer shells I had seen to that day.	Our dragnet was filled with Midas abalone, harp shells, obelisk snails, and especially the finest hammer shells I had seen to that day.	true	564.51	574.02	23.685791
835_130876_000053_000002	We also gathered in a few sea cucumbers, some pearl oysters, and a dozen small turtles that we saved for the ship's pantry.	We also gathered in a few sea cucumbers, some pearl oysters, and a dozen small turtles that we saved for the ship's pantry.	true	574.02	580.72	19
835_130876_000054_000000	But just when I least expected it, I laid my hands on a wonder, a natural deformity I'd have to call it, something very seldom encountered. Conseil had just made a cast of the dragnet, and his gear had come back up loaded with a variety of fairly ordinary seashells, when suddenly he saw me plunge my arms swiftly into the net, pull out a shelled animal, and give a conchological yell, in other words, the most piercing yell a human throat can produce.	But just when I least expected it, I laid my hands on a wonder, a natural deformity I'd have to call it, something very seldom encountered. Conseil had just made a cast of the dragnet, and his gear had come back up loaded with a variety of fairly ordinary seashells, when suddenly he saw me plunge my arms swiftly into the net, pull out a shelled animal, and give a conchological yell, in other words, the most piercing yell a human throat can produce.	false	581.48	609.3	22.346151
835_130876_000055_000000	"Eh?	"Eh?	false	609.3	610.95	17.552437
835_130876_000055_000001	What happened to master?" Conseil asked, very startled. "Did master get bitten?"	What happened to master?" Conseil asked, very startled. "Did master get bitten?"	false	610.95	615.43	26.085672
835_130876_000056_000000	"No, my boy, but I'd gladly have sacrificed a finger for such a find!"	"No, my boy, but I'd gladly have sacrificed a finger for such a find!"	true	616.25	620.86	22.535152
835_130876_000057_000000	"What find?"	"What find?"	true	620.96	621.87	19.925177
835_130876_000058_000000	"This shell," I said, displaying the subject of my triumph.	"This shell," I said, displaying the subject of my triumph.	false	621.87	625.57	24.10256
835_130876_000059_000000	"But that's simply an olive shell of the 'tent olive' species, genus Oliva, order Pectinibranchia, class Gastropoda, branch Mollusca--"	"But that's simply an olive shell of the 'tent olive' species, genus Oliva, order Pectinibranchia, class Gastropoda, branch Mollusca-"	true	626.42	635.2	24.470993
835_130876_000060_000000	"Yes, yes, Conseil!	"Yes, yes, Conseil!	false	635.48	637.11	23.284613
835_130876_000060_000001	But instead of coiling from right to left, this olive shell rolls from left to right!"	But instead of coiling from right to left, this olive shell rolls from left to right!"	true	637.11	642.1	22.841034
835_130876_000061_000000	"It can't be!" Conseil exclaimed.	"It can't be!" Conseil exclaimed.	true	642.53	644.745	27.886518
835_130876_000062_000000	"Yes, my boy, it's a left-handed shell!"	"Yes, my boy, it's a left-handed shell!"	true	644.745	647.32	25.195873
835_130876_000063_000000	"A left-handed shell!" Conseil repeated, his heart pounding.	"A left-handed shell!" Conseil repeated, his heart pounding.	true	647.45	650.68	26.49384
835_130876_000064_000000	"Look at its spiral!"	"Look at its spiral!"	true	651.11	652.48	25.668789
835_130876_000065_000000	"Oh, master can trust me on this," Conseil said, taking the valuable shell in trembling hands, "but never have I felt such excitement!"	"Oh, master can trust me on this," Conseil said, taking the valuable shell in trembling hands, "but never have I felt such excitement!"	false	653.18	662.175	23.009718
835_130876_000066_000000	And there was good reason to be excited!	And there was good reason to be excited!	true	662.175	664.335	23
835_130876_000066_000001	In fact, as naturalists have ventured to observe, "dextrality" is a well-known law of nature. In their rotational and orbital movements, stars and their satellites go from right to left.	In fact, as naturalists have ventured to observe, "dextrality" is a well-known law of nature. In their rotational and orbital movements, stars and their satellites go from right to left.	true	664.335	675.375	22.556915
835_130876_000066_000002	Man uses his right hand more often than his left, and consequently his various instruments and equipment (staircases, locks, watch springs, etc.) are designed to be used in a right-to-left manner. Now then, nature has generally obeyed this law in coiling her shells. They're right-handed with only rare exceptions, and when by chance a shell's spiral is left-handed, collectors will pay its weight in gold for it.	Man uses his right hand more often than his left, and consequently his various instruments and equipment (staircases, locks, watch springs, etc) are designed to be used in a right to left manner. Now then, nature has generally obeyed this law in coiling her shells. They're right handed with only rare exceptions, and when by chance a shell's spiral is left-handed, collectors will pay its weight in gold for it.	true	675.375	700.57	23.71144
835_130876_000067_000000	So Conseil and I were deep in the contemplation of our treasure, and I was solemnly promising myself to enrich the Paris Museum with it, when an ill-timed stone, hurled by one of the islanders, whizzed over and shattered the valuable object in Conseil's hands.	So Conseil and I were deep in the contemplation of our treasure, and I was solemnly promising myself to enrich the Paris Museum with it, when an ill timed stone, hurled by one of the islanders, whizzed over and shattered the valuable object in Conseil's hands.	false	701.39	717.06	22.514465
835_130876_000068_000000	I gave a yell of despair!	I gave a yell of despair!	true	717.06	718.755	22
835_130876_000068_000001	Conseil pounced on his rifle and aimed at a savage swinging a sling just ten meters away from him. I tried to stop him, but his shot went off and shattered a bracelet of amulets dangling from the islander's arm.	Conseil pounced on his rifle and aimed at a savage swinging a sling just ten meters away from him. I tried to stop him, but his shot went off and shattered a bracelet of amulets dangling from the islander's arm.	true	718.755	731.13	22.734352
835_130876_000069_000000	"Conseil!" I shouted.	"Conseil!" I shouted.	false	731.13	733.32	17.578867
835_130876_000069_000001	"Conseil!"	"Conseil!"	false	733.32	733.83	18
835_130876_000070_000000	"Eh?	"Eh?	false	733.83	734.34	23.885885
835_130876_000070_000001	What?	What?	true	734.34	734.745	29.954796
835_130876_000070_000002	Didn't master see that this man-eater initiated the attack?"	Didn't master see that this man eater initiated the attack?"	true	734.745	737.95	23.258028
835_130876_000071_000000	"A shell isn't worth a human life!" I told him.	"A shell isn't worth a human life!" I told him.	true	738.14	740.86	20.715855
835_130876_000072_000000	"Oh, the rascal!" Conseil exclaimed.	"Oh, the rascal!" Conseil exclaimed.	true	741.2	743.475	25
835_130876_000072_000001	"I'd rather he cracked my shoulder!"	"I'd rather he cracked my shoulder!"	true	743.475	745.3	25.308796
835_130876_000073_000000	Conseil was in dead earnest, but I didn't subscribe to his views. However, the situation had changed in only a short time and we hadn't noticed.	Conseil was in dead earnest, but I didn't subscribe to his views. However, the situation had changed in only a short time and we hadn't noticed.	false	746.03	755.65	23.03668
835_130876_000073_000001	Now some twenty dugout canoes were surrounding the Nautilus.	Now some twenty dugout canoes were surrounding the Nautilus.	true	755.66	759.01	20
835_130876_000073_000002	Hollowed from tree trunks, these dugouts were long, narrow, and well designed for speed, keeping their balance by means of two bamboo poles that floated on the surface of the water. They were maneuvered by skillful, half-naked paddlers, and I viewed their advance with definite alarm.	Hollowed from tree trunks, these dugouts were long, narrow, and well designed for speed, keeping their balance by means of two bamboo poles that floated on the surface of the water. They were maneuvered by skillful, half naked paddlers, and I viewed their advance with definite alarm.	true	759.05	775.45	23.486225
835_130876_000074_000000	It was obvious these Papuans had already entered into relations with Europeans and knew their ships.	It was obvious these Papuans had already entered into relations with Europeans and knew their ships.	true	776.15	782.31	18
835_130876_000074_000001	But this long, iron cylinder lying in the bay, with no masts or funnels--what were they to make of it? Nothing good, because at first they kept it at a respectful distance. However, seeing that it stayed motionless, they regained confidence little by little and tried to become more familiar with it. Now then, it was precisely this familiarity that we needed to prevent. Since our weapons made no sound when they went off, they would have only a moderate effect on these islanders, who reputedly respect nothing but noisy mechanisms.	But this long, iron cylinder lying in the bay, with no masts or funnels-what were they to make of it? Nothing good, because at first they kept it at a respectful distance. However, seeing that it stayed motionless, they regained confidence little by little and tried to become more familiar with it. Now then, it was precisely this familiarity that we needed to prevent. Since our weapons made no sound when they went off, they would have only a moderate effect on these islanders, who reputedly respect nothing but noisy mechanisms.	false	782.31	813.435	22.053736
835_130876_000074_000002	Without thunderclaps, lightning bolts would be much less frightening, although the danger lies in the flash, not the noise.	Without thunderclaps, lightning bolts would be much less frightening, although the danger lies in the flash, not the noise.	true	813.435	820.09	20
835_130876_000075_000000	Just then the dugout canoes drew nearer to the Nautilus, and a cloud of arrows burst over us.	Just then the dugout canoes drew nearer to the Nautilus, and a cloud of arrows burst over us.	true	820.91	826.15	22
835_130876_000076_000000	"Fire and brimstone, it's hailing!" Conseil said. "And poisoned hail perhaps!"	"Fire and brimstone, it's hailing!" Conseil said. "And poisoned hail perhaps!"	false	827.03	831.91	23.305582
835_130876_000077_000000	"We've got to alert Captain Nemo," I said, reentering the hatch.	"We've got to alert Captain Nemo," I said, reentering the hatch.	true	832.73	836.59	25
835_130876_000078_000000	I went below to the lounge.	I went below to the lounge.	true	837.32	838.935	22.109903
835_130876_000078_000001	I found no one there.	I found no one there.	true	838.935	840.225	23.682962
835_130876_000078_000002	I ventured a knock at the door opening into the captain's stateroom.	I ventured a knock at the door opening into the captain's stateroom.	true	840.225	844.24	25.657814
835_130876_000079_000000	The word "Enter!" answered me.	The word "Enter!" answered me.	true	845	847.51	26.61626
835_130876_000079_000001	I did so and found Captain Nemo busy with calculations in which there was no shortage of X and other algebraic signs.	I did so and found Captain Nemo busy with calculations in which there was no shortage of X and other algebraic signs.	true	847.58	855.1	22
835_130876_000080_000000	"Am I disturbing you?" I said out of politeness.	"Am I disturbing you?" I said out of politeness.	true	855.92	859.06	25.779083
835_130876_000081_000000	"Correct, Professor Aronnax," the captain answered me. "But I imagine you have pressing reasons for looking me up?"	"Correct, Professor Aronnax," the captain answered me. "But I imagine you have pressing reasons for looking me up?"	true	859.46	866.86	25.841671
835_130876_000082_000000	"Very pressing.	"Very pressing.	true	867.59	868.785	25.466959
835_130876_000082_000001	Native dugout canoes are surrounding us, and in a few minutes we're sure to be assaulted by several hundred savages."	Native dugout canoes are surrounding us, and in a few minutes we're sure to be assaulted by several hundred savages."	true	868.785	875.47	22
835_130876_000083_000000	"Ah!" Captain Nemo put in serenely.	"Ah!" Captain Nemo put in serenely.	true	875.99	878.37	23.35112
835_130876_000083_000001	"They've come in their dugouts?"	"They've come in their dugouts?"	false	878.37	880.17	25.093317
835_130876_000084_000000	"Yes, sir."	"Yes, sir."	false	880.17	881.59	23.309835
835_130876_000085_000000	"Well, sir, closing the hatches should do the trick."	"Well, sir, closing the hatches should do the trick."	true	882.05	884.95	27.133768
835_130876_000086_000000	"Precisely, and that's what I came to tell you--"	"Precisely, and that's what I came to tell you-"	true	885.32	887.535	21.35857
835_130876_000087_000000	"Nothing easier," Captain Nemo said.	"Nothing easier," Captain Nemo said.	true	887.535	889.66	23.698202
835_130876_000088_000000	And he pressed an electric button, transmitting an order to the crew's quarters.	And he pressed an electric button, transmitting an order to the crew's quarters.	true	890.27	894.85	23.79262
835_130876_000089_000000	"There, sir, all under control!" he told me after a few moments. "The skiff is in place and the hatches are closed.	"There, sir, all under control!" he told me after a few moments. "The skiff is in place and the hatches are closed.	true	895.52	903.4	23.72492
835_130876_000089_000001	I don't imagine you're worried that these gentlemen will stave in walls that shells from your frigate couldn't breach?"	I don't imagine you're worried that these gentlemen will stave in walls that shells from your frigate couldn't breach?"	false	903.47	909.88	22
835_130876_000090_000000	"No, captain, but one danger still remains."	"No, captain, but one danger still remains."	true	910.34	913.48	21.51927
835_130876_000091_000000	"What's that, sir?"	"What's that, sir?"	true	913.64	914.77	23.127197
835_130876_000092_000000	"Tomorrow at about this time, we'll need to reopen the hatches to renew the Nautilus's air."	"Tomorrow at about this time, we'll need to reopen the hatches to renew the Nautilus's air."	true	915.41	920.02	19
835_130876_000093_000000	"No argument, sir, since our craft breathes in the manner favored by cetaceans."	"No argument, sir, since our craft breathes in the manner favored by cetaceans."	true	920.69	925.63	19
