6426_64290_000002_000000	THE SAPPHIRE.	THE SAPPHIRE.
6426_64290_000025_000001	Mewks came.	Mewks came.
6426_64290_000026_000000	"Show Miss Marston out," said his master; "and tell my coachman to bring the hansom round directly."	"Show Miss Marston out," said his master; "and tell my coachman to bring the hansom round directly."
6426_64290_000027_000000	"For Miss Marston?" inquired Mewks, who had learned not a little cunning in the service.	"For Miss Marston?" inquired Mewks, who had learned not a little cunning in the service.
6426_64290_000028_000000	"No!" roared Mr. Redmain; and Mewks darted from the room, followed more leisurely by Mary.	"No!" roared mr Redmain; and Mewks darted from the room, followed more leisurely by Mary.
6426_64290_000030_000000	But Mary took no notice, and left the house.	But Mary took no notice, and left the house.
6426_64290_000031_000000	For about a week she heard nothing.	For about a week she heard nothing.
6426_64290_000032_000000	In the meantime Mr. Redmain had been prosecuting certain inquiries he had some time ago begun, and another quite new one besides.	In the meantime mr Redmain had been prosecuting certain inquiries he had some time ago begun, and another quite new one besides.
6426_64290_000032_000001	He was acquainted with many people of many different sorts, and had been to jewelers and pawnbrokers, gamblers and lodging-house keepers, and had learned some things to his purpose.	He was acquainted with many people of many different sorts, and had been to jewelers and pawnbrokers, gamblers and lodging house keepers, and had learned some things to his purpose.
6426_64290_000033_000001	She was less disinclined to go this time, however, for she felt not a little curious about the ring.	She was less disinclined to go this time, however, for she felt not a little curious about the ring.
6426_64290_000034_000000	"I want you to come back to the house," he said, abruptly, the moment she entered his room.	"I want you to come back to the house," he said, abruptly, the moment she entered his room.
6426_64290_000035_000000	For such a request Mary was not prepared.	For such a request Mary was not prepared.
6426_64290_000035_000001	Even since the ring was found, so long a time had passed that she never expected to hear from the house again.	Even since the ring was found, so long a time had passed that she never expected to hear from the house again.
6426_64290_000035_000002	But Tom was now so much better, and Letty so much like her former self, that, if Mrs. Redmain had asked her, she might perhaps have consented.	But Tom was now so much better, and Letty so much like her former self, that, if mrs Redmain had asked her, she might perhaps have consented.
6426_64290_000036_000000	"Mr. Redmain," she answered, "you must see that I can not do so at your desire."	"mr Redmain," she answered, "you must see that I can not do so at your desire."
6426_64290_000037_000000	"Oh, rubbish!	"Oh, rubbish!
6426_64290_000037_000001	humbug!" he returned, with annoyance.	humbug!" he returned, with annoyance.
6426_64290_000037_000003	But I have reasons for wanting to have you within call.	But I have reasons for wanting to have you within call.
6426_64290_000037_000004	Go to Mrs. Perkin.	Go to mrs Perkin.
6426_64290_000037_000005	I won't take a refusal."	I won't take a refusal."
6426_64290_000038_000000	"I can not do it, Mr. Redmain," said Mary; "the thing is impossible." And she turned to leave the room.	"I can not do it, mr Redmain," said Mary; "the thing is impossible." And she turned to leave the room.
6426_64290_000039_000000	"Stop, stop!" cried Mr. Redmain, and jumped from his chair to prevent her.	"Stop, stop!" cried mr Redmain, and jumped from his chair to prevent her.
6426_64290_000040_000000	He would not have succeeded had not Mewks met her in the doorway full in the face.	He would not have succeeded had not Mewks met her in the doorway full in the face.
6426_64290_000040_000001	She had to draw back to avoid him, and the man, perceiving at once how things were, closed the door the moment he entered, and stood with his back against it.	She had to draw back to avoid him, and the man, perceiving at once how things were, closed the door the moment he entered, and stood with his back against it.
6426_64290_000042_000000	A scarcely perceptible sign of question was made by the master, and answered in kind by the man.	A scarcely perceptible sign of question was made by the master, and answered in kind by the man.
6426_64290_000043_000000	"Show him here directly," said Mr. Redmain.	"Show him here directly," said mr Redmain.
6426_64290_000043_000001	Then turning to Mary, "Go out that way, Miss Marston, if you will go," he said, and pointed to the dressing-room.	Then turning to Mary, "Go out that way, Miss Marston, if you will go," he said, and pointed to the dressing room.
6426_64290_000044_000001	She turned, and knocked.	She turned, and knocked.
6426_64290_000045_000001	You must hear what passes: I want you for a witness."	You must hear what passes: I want you for a witness."
6426_64290_000046_000000	Bewildered and annoyed, Mary stood motionless in the middle of the room, and presently heard a man, whose voice seemed not quite strange to her, greet Mr. Redmain like an old friend.	Bewildered and annoyed, Mary stood motionless in the middle of the room, and presently heard a man, whose voice seemed not quite strange to her, greet mr Redmain like an old friend.
6426_64290_000046_000001	The latter made a slight apology for having sent for him to his study--claiming the privilege, he said, of an invalid, who could not for a time have the pleasure of meeting him either at the club or at his wife's parties.	The latter made a slight apology for having sent for him to his study-claiming the privilege, he said, of an invalid, who could not for a time have the pleasure of meeting him either at the club or at his wife's parties.
6426_64290_000046_000002	The visitor answered agreeably, with a touch of merriment that seemed to indicate a soul at ease with itself and with the world.	The visitor answered agreeably, with a touch of merriment that seemed to indicate a soul at ease with itself and with the world.
6426_64290_000047_000000	But here Mary all at once came to herself, and was aware that she was in quite a false position.	But here Mary all at once came to herself, and was aware that she was in quite a false position.
6426_64290_000047_000001	She withdrew therefore to the farthest corner, sat down, closed her ears with the palms of her hands, and waited.	She withdrew therefore to the farthest corner, sat down, closed her ears with the palms of her hands, and waited.
6426_64290_000048_000001	She raised her head, and saw the white, skin-drawn face of Mr. Redmain grinning at her from the open door.	She raised her head, and saw the white, skin drawn face of mr Redmain grinning at her from the open door.
6426_64290_000048_000002	When he spoke again, his words sounded like thunder, for she had removed her hands from her ears.	When he spoke again, his words sounded like thunder, for she had removed her hands from her ears.
6426_64290_000049_000000	"I fancy you've had a dose of it!" he said.	"I fancy you've had a dose of it!" he said.
6426_64290_000050_000000	As he spoke, she rose to her feet, her countenance illumined both with righteous anger and the tender shine of prayer.	As he spoke, she rose to her feet, her countenance illumined both with righteous anger and the tender shine of prayer.
6426_64290_000050_000001	Her look went to what he had of a heart, and the slightest possible color rose to his face.	Her look went to what he had of a heart, and the slightest possible color rose to his face.
6426_64290_000051_000000	"Gone a step too far, damn it!" he murmured to himself.	"Gone a step too far, damn it!" he murmured to himself.
6426_64290_000052_000000	"I see!" he said; "it's been a trifle too much for you, and I don't wonder!	"I see!" he said; "it's been a trifle too much for you, and I don't wonder!
6426_64290_000052_000001	You needn't believe a word I said about myself.	You needn't believe a word I said about myself.
6426_64290_000052_000002	It was all hum to make the villain show his game."	It was all hum to make the villain show his game."
6426_64290_000053_000000	"I have not heard a word, Mr. Redmain," she said with indignation.	"I have not heard a word, mr Redmain," she said with indignation.
6426_64290_000054_000000	"Oh, you needn't trouble yourself!" he returned.	"Oh, you needn't trouble yourself!" he returned.
6426_64290_000054_000003	A fine thing if your pretended squeamishness ruin my plot!	A fine thing if your pretended squeamishness ruin my plot!
6426_64290_000054_000004	What do you think of yourself, hey?--But I don't believe it."	What do you think of yourself, hey?--But I don't believe it."
6426_64290_000055_000000	He looked at her keenly, expecting a response, but Mary made him none. For some moments he regarded her curiously, then turned away into the study, saying:	He looked at her keenly, expecting a response, but Mary made him none. For some moments he regarded her curiously, then turned away into the study, saying:
6426_64290_000056_000003	I did think I was past being taken in, but it seems possible for once again.	I did think I was past being taken in, but it seems possible for once again.
6426_64290_000056_000004	Of course, you will return to Mrs. Redmain now that all is cleared up."	Of course, you will return to mrs Redmain now that all is cleared up."
6426_64290_000057_000000	"It is impossible," Mary answered.	"It is impossible," Mary answered.
6426_64290_000057_000001	"I can not live in a house where the lady mistrusts and the gentleman insults me."	"I can not live in a house where the lady mistrusts and the gentleman insults me."
6426_64290_000058_000000	She left the room, and Mr. Redmain did not try to prevent her.	She left the room, and mr Redmain did not try to prevent her.
6426_64290_000058_000001	As she left the house she burst into tears; and the fact Mewks carried to his master.	As she left the house she burst into tears; and the fact Mewks carried to his master.
6426_64290_000059_000001	Till Sepia came, he had been conventionally faithful--faithful with the faith of a lackey, that is--but she had found no difficulty in making of him, in respect of her, a spy upon his master.	Till Sepia came, he had been conventionally faithful-faithful with the faith of a lackey, that is-but she had found no difficulty in making of him, in respect of her, a spy upon his master.
6426_64290_000060_000000	I will now relate what passed while Mary sat deaf in the corner.	I will now relate what passed while Mary sat deaf in the corner.
6426_64290_000061_000000	Mr. Redmain asked his visitor what he would have, as if, although it was quite early, he must, as a matter of course, stand in need of refreshment.	mr Redmain asked his visitor what he would have, as if, although it was quite early, he must, as a matter of course, stand in need of refreshment.
6426_64290_000061_000002	A good deal of conversation followed about a disputed point in a late game of cards at one of the clubs.	A good deal of conversation followed about a disputed point in a late game of cards at one of the clubs.
6426_64290_000062_000000	The talk then veered in another direction--that of personal adventure, so guided by Mr. Redmain.	The talk then veered in another direction-that of personal adventure, so guided by mr Redmain.
6426_64290_000062_000002	And whatever he told, his guest capped, narrating trick upon trick to which on different occasions he had had recourse.	And whatever he told, his guest capped, narrating trick upon trick to which on different occasions he had had recourse.
6426_64290_000062_000003	At all of them Mr. Redmain laughed heartily, and applauded their cleverness extravagantly, though some of them were downright swindling.	At all of them mr Redmain laughed heartily, and applauded their cleverness extravagantly, though some of them were downright swindling.
6426_64290_000063_000001	I do not believe there was a word of truth in it.	I do not believe there was a word of truth in it.
6426_64290_000063_000002	But it was capped by the other with a narrative that seemed specially pleasing to the listener. In the midst of a burst of laughter, he rose and rang the bell.	But it was capped by the other with a narrative that seemed specially pleasing to the listener. In the midst of a burst of laughter, he rose and rang the bell.
6426_64290_000063_000003	Count Galofta thought it was to order something more in the way of "refreshment," and was not a little surprised when he heard his host desire the man to request the favor of Miss Yolland's presence.	Count Galofta thought it was to order something more in the way of "refreshment," and was not a little surprised when he heard his host desire the man to request the favor of Miss Yolland's presence.
6426_64290_000063_000004	But the Count had not studied non-expression in vain, and had brought it to a degree of perfection not easily disturbed.	But the Count had not studied non expression in vain, and had brought it to a degree of perfection not easily disturbed.
6426_64290_000063_000005	Casting a glance at him as he gave the message, Mr. Redmain could read nothing; but this was in itself suspicious to him--and justly, for the man ought to have been surprised at such a close to the conversation they had been having.	Casting a glance at him as he gave the message, mr Redmain could read nothing; but this was in itself suspicious to him-and justly, for the man ought to have been surprised at such a close to the conversation they had been having.
6426_64290_000064_000000	Sepia had been told that Galofta was in the study, and therefore received the summons thither--a thing that had never happened before--with the greater alarm.	Sepia had been told that Galofta was in the study, and therefore received the summons thither-a thing that had never happened before-with the greater alarm.
6426_64290_000064_000001	She made, consequently, what preparation she could against surprise.	She made, consequently, what preparation she could against surprise.
6426_64290_000064_000002	Thoroughly capable of managing her features, her anxiety was sufficient nevertheless to deprive her of power over her complexion, and she entered the room with the pallor peculiar to the dark-skinned.	Thoroughly capable of managing her features, her anxiety was sufficient nevertheless to deprive her of power over her complexion, and she entered the room with the pallor peculiar to the dark skinned.
6426_64290_000064_000003	Having greeted the Count with the greatest composure, she turned to Mr. Redmain with question in her eyes.	Having greeted the Count with the greatest composure, she turned to mr Redmain with question in her eyes.
6426_64290_000065_000000	"Count Galofta," said Mr. Redmain in reply, "has just been telling me a curious story of how a certain rascal got possession of a valuable jewel from a lady with whom he pretended to be in love, and I thought the opportunity a good one for showing you a strange discovery I have made with regard to the sapphire Mrs. Redmain missed for so long.	"Count Galofta," said mr Redmain in reply, "has just been telling me a curious story of how a certain rascal got possession of a valuable jewel from a lady with whom he pretended to be in love, and I thought the opportunity a good one for showing you a strange discovery I have made with regard to the sapphire mrs Redmain missed for so long.
6426_64290_000066_000000	So saying, he took the ring from one drawer, and from another a bottle, from which he poured something into a crystal cup.	So saying, he took the ring from one drawer, and from another a bottle, from which he poured something into a crystal cup.
6426_64290_000066_000001	Then he took a file, and, looking at Galofta, in whose well-drilled features he believed he read something that was not mere curiosity, said, "I am going to show you something very curious," and began to file asunder that part of the ring which immediately clasped the sapphire, the setting of which was open.	Then he took a file, and, looking at Galofta, in whose well drilled features he believed he read something that was not mere curiosity, said, "I am going to show you something very curious," and began to file asunder that part of the ring which immediately clasped the sapphire, the setting of which was open.
6426_64290_000067_000000	"What a pity!" cried Sepia; "you are destroying the ring!	"What a pity!" cried Sepia; "you are destroying the ring!
6426_64290_000067_000001	What will Cousin Hesper say?"	What will Cousin Hesper say?"
6426_64290_000068_000000	Mr. Redmain filed away, heedless; then with the help of a pair of pincers freed the stone, and held it up in his hand.	mr Redmain filed away, heedless; then with the help of a pair of pincers freed the stone, and held it up in his hand.
6426_64290_000069_000000	"You see this?" he said.	"You see this?" he said.
6426_64290_000070_000000	"A splendid sapphire!" answered Count Galofta, taking it in his fingers, but, as Mr. Redmain saw, not looking at it closely.	"A splendid sapphire!" answered Count Galofta, taking it in his fingers, but, as mr Redmain saw, not looking at it closely.
6426_64290_000071_000000	"I have always heard it called a splendid stone," said Sepia, whose complexion, though not her features, passed through several changes while all this was going on: she was anxious.	"I have always heard it called a splendid stone," said Sepia, whose complexion, though not her features, passed through several changes while all this was going on: she was anxious.
6426_64290_000072_000000	Nor did her inquisitor fail to surprise the uneasy glances she threw, furtively though involuntarily, in the face of the Count--who never once looked in hers: tolerably sure of himself, he was not sure of her.	Nor did her inquisitor fail to surprise the uneasy glances she threw, furtively though involuntarily, in the face of the Count-who never once looked in hers: tolerably sure of himself, he was not sure of her.
6426_64290_000073_000000	"That ring, when I bought it--the stone of it," said Mr. Redmain, "was a star sapphire, and worth seven hundred pounds; now, the whole affair is worth about ten."	"That ring, when I bought it-the stone of it," said mr Redmain, "was a star sapphire, and worth seven hundred pounds; now, the whole affair is worth about ten."
6426_64290_000077_000000	"Of course," said the Count, "you will prosecute the jeweler."	"Of course," said the Count, "you will prosecute the jeweler."
6426_64290_000078_000000	"I will not prosecute the jeweler," answered Mr. Redmain; "but I have taken some trouble to find out who changed the stones."	"I will not prosecute the jeweler," answered mr Redmain; "but I have taken some trouble to find out who changed the stones."
6426_64290_000080_000000	When he turned, the Count was gone, as he had expected, and Sepia stood with eyes full of anger and fear.	When he turned, the Count was gone, as he had expected, and Sepia stood with eyes full of anger and fear.
6426_64290_000080_000001	Her face was set and colorless, and strange to look upon.	Her face was set and colorless, and strange to look upon.
6426_64290_000081_000000	"Very odd--ain't it?" said Mr. Redmain, and, opening the door of his dressing-room, called out:	"Very odd-ain't it?" said mr Redmain, and, opening the door of his dressing room, called out:
6426_64290_000082_000000	"Miss Marston!"	"Miss Marston!"
6426_64290_000083_000000	When he turned, Sepia too was gone.	When he turned, Sepia too was gone.
6426_64290_000084_000000	I would not have my reader take Sepia for an accomplice in the robbery. Even Mr. Redmain did not believe that: she was much too prudent!	I would not have my reader take Sepia for an accomplice in the robbery. Even mr Redmain did not believe that: she was much too prudent!
6426_64290_000084_000002	If he was right in this theory of the affair, then the Count had certainly a hold upon her, and she dared not or would not expose him!	If he was right in this theory of the affair, then the Count had certainly a hold upon her, and she dared not or would not expose him!
6426_64290_000085_000000	When he went out of the door of Mr. Redmain's study, he vanished from the house and from London.	When he went out of the door of mr Redmain's study, he vanished from the house and from London.
6426_64290_000085_000001	Turning the first corner he came to, and the next and the next, he stepped into a mews, the court of which seemed empty, and slipped behind the gate.	Turning the first corner he came to, and the next and the next, he stepped into a mews, the court of which seemed empty, and slipped behind the gate.
6426_64290_000085_000003	Presently a man came out of the mews in a Scotch cap and a full beard.	Presently a man came out of the mews in a Scotch cap and a full beard.
6426_64290_000086_000000	What had become of him Mr. Redmain did not care.	What had become of him mr Redmain did not care.
6426_64290_000086_000002	It was enough he had found him out, proved his suspicion correct, and obtained evidence against Sepia.	It was enough he had found him out, proved his suspicion correct, and obtained evidence against Sepia.
6426_64290_000086_000003	He did not at once make up his mind how he would act on this last; while he lived, it did not matter so much; and he had besides a certain pleasure in watching his victim.	He did not at once make up his mind how he would act on this last; while he lived, it did not matter so much; and he had besides a certain pleasure in watching his victim.
6426_64290_000086_000004	But Hesper, free, rich, and beautiful, and far from wise, with Sepia for counselor, was not an idea to be contemplated with equanimity.	But Hesper, free, rich, and beautiful, and far from wise, with Sepia for counselor, was not an idea to be contemplated with equanimity.
6426_64290_000086_000005	Still he shrank from the outcry and scandal of sending her away; for certainly his wife, if it were but to oppose him, would refuse to believe a word against her cousin.	Still he shrank from the outcry and scandal of sending her away; for certainly his wife, if it were but to oppose him, would refuse to believe a word against her cousin.
6426_64290_000087_000001	Mr. Redmain, who had pleasure in behaving handsomely so far as money was concerned, bought his wife the best sapphire he could find, and, for once, really pleased her.	mr Redmain, who had pleasure in behaving handsomely so far as money was concerned, bought his wife the best sapphire he could find, and, for once, really pleased her.
6426_64290_000088_000000	But Sepia knew that Mr. Redmain had now to himself justified his dislike of her; and, as he said nothing, she was the more certain he meant something.	But Sepia knew that mr Redmain had now to himself justified his dislike of her; and, as he said nothing, she was the more certain he meant something.
6426_64290_000088_000001	She lived, therefore, in constant dread of his sudden vengeance, against which she could take no precaution, for she had not even a conjecture as to what form it might assume.	She lived, therefore, in constant dread of his sudden vengeance, against which she could take no precaution, for she had not even a conjecture as to what form it might assume.
