2004_147967_000000_000000	XIV	fourteen	false	20.715	24.87	17.820036
2004_147967_000027_000003	Surely, his exhausted spirit, so tired of cold and crowding and the struggle with the ever-falling snow, was resting now in this quiet house.	Surely, his exhausted spirit, so tired of cold and crowding and the struggle with the ever falling snow, was resting now in this quiet house.	true	583.91	593.14	21
2004_147967_000028_000000	I was not frightened, but I made no noise.	I was not frightened, but I made no noise.	true	593.99	597.19	19.290085
2004_147967_000028_000001	I did not wish to disturb him. I went softly down to the kitchen which, tucked away so snugly underground, always seemed to me the heart and center of the house.	I did not wish to disturb him. I went softly down to the kitchen which, tucked away so snugly underground, always seemed to me the heart and center of the house.	true	597.38	608.14	23.519619
2004_147967_000028_000002	There, on the bench behind the stove, I thought and thought about Mr. Shimerda. Outside I could hear the wind singing over hundreds of miles of snow.	There, on the bench behind the stove, I thought and thought about mr Shimerda. Outside I could hear the wind singing over hundreds of miles of snow.	true	608.45	618.19	21.379711
2004_147967_000028_000003	It was as if I had let the old man in out of the tormenting winter, and were sitting there with him.	It was as if I had let the old man in out of the tormenting winter, and were sitting there with him.	true	618.77	624.7	18
2004_147967_000028_000004	I went over all that Antonia had ever told me about his life before he came to this country; how he used to play the fiddle at weddings and dances.	I went over all that Antonia had ever told me about his life before he came to this country; how he used to play the fiddle at weddings and dances.	true	625.04	633.85	20.567768
2004_147967_000028_000005	I thought about the friends he had mourned to leave, the trombone-player, the great forest full of game,--belonging, as Antonia said, to the "nobles,"--from which she and her mother used to steal wood on moonlight nights.	I thought about the friends he had mourned to leave, the trombone player, the great forest full of game,--belonging, as Antonia said, to the "nobles,"--from which she and her mother used to steal wood on moonlight nights.	true	635.75	649.69	21.794327
2004_147967_000028_000006	There was a white hart that lived in that forest, and if any one killed it, he would be hanged, she said.	There was a white hart that lived in that forest, and if any one killed it, he would be hanged, she said.	false	650.03	656.02	22.301989
2004_147967_000028_000007	Such vivid pictures came to me that they might have been Mr. Shimerda's memories, not yet faded out from the air in which they had haunted him.	Such vivid pictures came to me that they might have been mr Shimerda's memories, not yet faded out from the air in which they had haunted him.	true	656.63	665.05	21.746586
2004_147967_000029_000000	It had begun to grow dark when my household returned, and grandmother was so tired that she went at once to bed.	It had begun to grow dark when my household returned, and grandmother was so tired that she went at once to bed.	true	666.05	672.25	21
2004_147967_000029_000001	Jake and I got supper, and while we were washing the dishes he told me in loud whispers about the state of things over at the Shimerdas'.	Jake and I got supper, and while we were washing the dishes he told me in loud whispers about the state of things over at the Shimerdas'.	false	672.74	680.23	21.634895
2004_147967_000029_000002	Nobody could touch the body until the coroner came.	Nobody could touch the body until the coroner came.	true	680.48	683.74	29.967628
2004_147967_000029_000003	If any one did, something terrible would happen, apparently. The dead man was frozen through, "just as stiff as a dressed turkey you hang out to freeze," Jake said.	If any one did, something terrible would happen, apparently. The dead man was frozen through, "just as stiff as a dressed turkey you hang out to freeze," Jake said.	true	683.87	693.31	20.49797
2004_147967_000029_000004	The horses and oxen would not go into the barn until he was frozen so hard that there was no longer any smell of blood.	The horses and oxen would not go into the barn until he was frozen so hard that there was no longer any smell of blood.	true	693.68	700.69	21.232758
2004_147967_000029_000005	They were stabled there now, with the dead man, because there was no other place to keep them.	They were stabled there now, with the dead man, because there was no other place to keep them.	true	701	705.82	23.75331
2004_147967_000029_000006	A lighted lantern was kept hanging over Mr. Shimerda's head.	A lighted lantern was kept hanging over mr Shimerda's head.	true	706.1	709.87	20.232206
2004_147967_000029_000007	Antonia and Ambrosch and the mother took turns going down to pray beside him.	Antonia and Ambrosch and the mother took turns going down to pray beside him.	true	710.33	715.42	19.697598
2004_147967_000029_000008	The crazy boy went with them, because he did not feel the cold.	The crazy boy went with them, because he did not feel the cold.	true	715.91	719.77	22.480999
2004_147967_000029_000009	I believed he felt cold as much as any one else, but he liked to be thought insensible to it.	I believed he felt cold as much as any one else, but he liked to be thought insensible to it.	true	720.02	725.32	26.601868
2004_147967_000029_000010	He was always coveting distinction, poor Marek!	He was always coveting distinction, poor Marek!	true	725.45	728.68	23.102228
2004_147967_000030_000000	Ambrosch, Jake said, showed more human feeling than he would have supposed him capable of; but he was chiefly concerned about getting a priest, and about his father's soul, which he believed was in a place of torment and would remain there until his family and the priest had prayed a great deal for him.	Ambrosch, Jake said, showed more human feeling than he would have supposed him capable of; but he was chiefly concerned about getting a priest, and about his father's soul, which he believed was in a place of torment and would remain there until his family and the priest had prayed a great deal for him.	true	730.19	746.5	22.13639
2004_147967_000030_000001	"As I understand it," Jake concluded, "it will be a matter of years to pray his soul out of Purgatory, and right now he's in torment."	"As I understand it," Jake concluded, "it will be a matter of years to pray his soul out of Purgatory, and right now he's in torment."	true	746.87	754.06	21.477951
2004_147967_000031_000000	"I don't believe it," I said stoutly.	"I don't believe it," I said stoutly.	true	754.52	756.58	26.275517
2004_147967_000031_000001	"I almost know it is n't true." I did not, of course, say that I believed he had been in that very kitchen all afternoon, on his way back to his own country.	"I almost know it is n't true." I did not, of course, say that I believed he had been in that very kitchen all afternoon, on his way back to his own country.	false	757.49	767.92	23.08073
2004_147967_000031_000002	Nevertheless, after I went to bed, this idea of punishment and Purgatory came back on me crushingly.	Nevertheless, after I went to bed, this idea of punishment and Purgatory came back on me crushingly.	true	768.44	774.82	23
2004_147967_000031_000003	I remembered the account of Dives in torment, and shuddered. But Mr. Shimerda had not been rich and selfish; he had only been so unhappy that he could not live any longer.	I remembered the account of Dives in torment, and shuddered. But mr Shimerda had not been rich and selfish; he had only been so unhappy that he could not live any longer.	true	775.28	787.68	21.457571
2004_147967_000032_000000	XV	fifteen	false	787.68	787.68	
2004_147967_000033_000000	OTTO FUCHS got back from Black Hawk at noon the next day.	OTTO FUCHS got back from Black Hawk at noon the next day.	false	787.68	787.92	-20
2004_147967_000033_000001	He reported that the coroner would reach the Shimerdas' sometime that afternoon, but the missionary priest was at the other end of his parish, a hundred miles away, and the trains were not running.	He reported that the coroner would reach the Shimerdas' sometime that afternoon, but the missionary priest was at the other end of his parish, a hundred miles away, and the trains were not running.	false	787.92	790.29	17.873482
2004_147967_000033_000002	Fuchs had got a few hours' sleep at the livery barn in town, but he was afraid the gray gelding had strained himself.	Fuchs had got a few hours' sleep at the livery barn in town, but he was afraid the gray gelding had strained himself.	false	790.29	793.35	-20
2004_147967_000033_000003	Indeed, he was never the same horse afterward.	Indeed, he was never the same horse afterward.	false	793.35	794.4	-3
2004_147967_000033_000004	That long trip through the deep snow had taken all the endurance out of him.	That long trip through the deep snow had taken all the endurance out of him.	false	794.4	796.41	-20
