5712_48848_000003_000000	MRS. DALE IS THANKFUL FOR A GOOD THING.	mrs DALE IS THANKFUL FOR A GOOD THING.
5712_48848_000010_000000	"The truth is," said Mrs. Dale, "she could not go there to meet John Eames."	"The truth is," said mrs Dale, "she could not go there to meet john Eames."
5712_48848_000011_000000	"Oh, I know," said the squire: "I understand it.	"Oh, I know," said the squire: "I understand it.
5712_48848_000011_000001	But that is just what we want her to do.	But that is just what we want her to do.
5712_48848_000011_000002	Why should she not spend a week in the same house with an honest young man whom we all like."	Why should she not spend a week in the same house with an honest young man whom we all like."
5712_48848_000012_000000	"There are reasons why she would not wish it."	"There are reasons why she would not wish it."
5712_48848_000013_000001	Perhaps I had better tell you all.	Perhaps I had better tell you all.
5712_48848_000013_000002	Lord De Guest has taken him by the hand, and wishes him to marry.	Lord De Guest has taken him by the hand, and wishes him to marry.
5712_48848_000013_000003	He has promised to settle on him an income which will make him comfortable for life."	He has promised to settle on him an income which will make him comfortable for life."
5712_48848_000014_000000	"That is very generous; and I am delighted to hear it,--for John's sake."	"That is very generous; and I am delighted to hear it,--for John's sake."
5712_48848_000015_000000	"And they have promoted him at his office."	"And they have promoted him at his office."
5712_48848_000016_000000	"Ah! then he will do well."	"Ah! then he will do well."
5712_48848_000017_000001	He is private secretary now to their head man. And, Mary, so that she, Lily, should not be empty-handed if this marriage can be arranged, I have undertaken to settle a hundred a year on her,--on her and her children, if she will accept him.	He is private secretary now to their head man. And, Mary, so that she, Lily, should not be empty handed if this marriage can be arranged, I have undertaken to settle a hundred a year on her,--on her and her children, if she will accept him.
5712_48848_000017_000002	Now you know it all.	Now you know it all.
5712_48848_000017_000003	I did not mean to tell you; but it is as well that you should have the means of judging.	I did not mean to tell you; but it is as well that you should have the means of judging.
5712_48848_000017_000004	That other man was a villain. This man is honest.	That other man was a villain. This man is honest.
5712_48848_000017_000005	Would it not be well that she should learn to like him?	Would it not be well that she should learn to like him?
5712_48848_000017_000006	She always did like him, I thought, before that other fellow came down here among us."	She always did like him, I thought, before that other fellow came down here among us."
5712_48848_000018_000000	"She has always liked him--as a friend."	"She has always liked him-as a friend."
5712_48848_000019_000000	"She will never get a better lover."	"She will never get a better lover."
5712_48848_000020_000000	Mrs. Dale sat silent, thinking over it all.	mrs Dale sat silent, thinking over it all.
5712_48848_000020_000001	Every word that the squire said was true.	Every word that the squire said was true.
5712_48848_000020_000002	It would be a healing of wounds most desirable and salutary; an arrangement advantageous to them all; a destiny for Lily most devoutly to be desired,--if only it were possible.	It would be a healing of wounds most desirable and salutary; an arrangement advantageous to them all; a destiny for Lily most devoutly to be desired,--if only it were possible.
5712_48848_000020_000003	Mrs. Dale firmly believed that if her daughter could be made to accept John Eames as her second lover in a year or two all would be well. Crosbie would then be forgotten or thought of without regret, and Lily would become the mistress of a happy home.	mrs Dale firmly believed that if her daughter could be made to accept john Eames as her second lover in a year or two all would be well. Crosbie would then be forgotten or thought of without regret, and Lily would become the mistress of a happy home.
5712_48848_000020_000004	But there are positions which cannot be reached, though there be no physical or material objection in the way.	But there are positions which cannot be reached, though there be no physical or material objection in the way.
5712_48848_000020_000005	It is the view which the mind takes of a thing which creates the sorrow that arises from it.	It is the view which the mind takes of a thing which creates the sorrow that arises from it.
5712_48848_000020_000006	If the heart were always malleable and the feelings could be controlled, who would permit himself to be tormented by any of the reverses which affection meets?	If the heart were always malleable and the feelings could be controlled, who would permit himself to be tormented by any of the reverses which affection meets?
5712_48848_000020_000007	Death would create no sorrow; ingratitude would lose its sting; and the betrayal of love would do no injury beyond that which it might entail upon worldly circumstances.	Death would create no sorrow; ingratitude would lose its sting; and the betrayal of love would do no injury beyond that which it might entail upon worldly circumstances.
5712_48848_000020_000008	But the heart is not malleable; nor will the feelings admit of such control.	But the heart is not malleable; nor will the feelings admit of such control.
5712_48848_000021_000000	"It is not possible for her," said Mrs. Dale.	"It is not possible for her," said mrs Dale.
5712_48848_000021_000001	"I fear it is not possible.	"I fear it is not possible.
5712_48848_000021_000002	It is too soon."	It is too soon."
5712_48848_000022_000000	"Six months," pleaded the squire.	"Six months," pleaded the squire.
5712_48848_000023_000000	"It will take years,--not months," said Mrs. Dale.	"It will take years,--not months," said mrs Dale.
5712_48848_000024_000000	"And she will lose all her youth."	"And she will lose all her youth."
5712_48848_000025_000001	But it is done, and we cannot now go back.	But it is done, and we cannot now go back.
5712_48848_000025_000002	She loves him yet as dearly as she ever loved him."	She loves him yet as dearly as she ever loved him."
5712_48848_000026_000000	Then the squire muttered certain words below his breath,--ejaculations against Crosbie, which were hardly voluntary; but even as involuntary ejaculations were very improper.	Then the squire muttered certain words below his breath,--ejaculations against Crosbie, which were hardly voluntary; but even as involuntary ejaculations were very improper.
5712_48848_000026_000001	Mrs. Dale heard them, and was not offended either by their impropriety or their warmth.	mrs Dale heard them, and was not offended either by their impropriety or their warmth.
5712_48848_000026_000002	"But you can understand," she said, "that she cannot bring herself to go there." The squire struck the table with his fist, and repeated his ejaculations.	"But you can understand," she said, "that she cannot bring herself to go there." The squire struck the table with his fist, and repeated his ejaculations.
5712_48848_000026_000004	If, also, he could have perceived and understood the light in which an alliance with the De Courcy family was now regarded by Crosbie, I think that he would have received some consolation from that consideration.	If, also, he could have perceived and understood the light in which an alliance with the De Courcy family was now regarded by Crosbie, I think that he would have received some consolation from that consideration.
5712_48848_000026_000005	Those who offend us are generally punished for the offence they give; but we so frequently miss the satisfaction of knowing that we are avenged!	Those who offend us are generally punished for the offence they give; but we so frequently miss the satisfaction of knowing that we are avenged!
5712_48848_000026_000006	It is arranged, apparently, that the injurer shall be punished, but that the person injured shall not gratify his desire for vengeance.	It is arranged, apparently, that the injurer shall be punished, but that the person injured shall not gratify his desire for vengeance.
5712_48848_000027_000000	"And will you go to Guestwick yourself?" asked Mrs. Dale.	"And will you go to Guestwick yourself?" asked mrs Dale.
5712_48848_000028_000000	"I will take the note," said the squire, "and will let you know to-morrow.	"I will take the note," said the squire, "and will let you know to morrow.
5712_48848_000028_000001	The earl has behaved so kindly that every possible consideration is due to him.	The earl has behaved so kindly that every possible consideration is due to him.
5712_48848_000028_000002	I had better tell him the whole truth, and go or stay, as he may wish.	I had better tell him the whole truth, and go or stay, as he may wish.
5712_48848_000028_000003	I don't see the good of going.	I don't see the good of going.
5712_48848_000028_000004	What am I to do at Guestwick Manor?	What am I to do at Guestwick Manor?
5712_48848_000028_000005	I did think that if we had all been there it might have cured some difficulties."	I did think that if we had all been there it might have cured some difficulties."
5712_48848_000029_000000	Mrs. Dale got up to leave him, but she could not go without saying some word of gratitude for all that he had attempted to do for them.	mrs Dale got up to leave him, but she could not go without saying some word of gratitude for all that he had attempted to do for them.
5712_48848_000029_000001	She well knew what he meant by the curing of difficulties. He had intended to signify that had they lived together for a week at Guestwick the idea of flitting from Allington might possibly have been abandoned.	She well knew what he meant by the curing of difficulties. He had intended to signify that had they lived together for a week at Guestwick the idea of flitting from Allington might possibly have been abandoned.
5712_48848_000029_000003	She felt half-ashamed of what she was doing, almost acknowledging to herself that she should have borne with his sternness in return for the benefits he had done to her daughters. Had she not feared their reproaches she would, even now, have given way.	She felt half ashamed of what she was doing, almost acknowledging to herself that she should have borne with his sternness in return for the benefits he had done to her daughters. Had she not feared their reproaches she would, even now, have given way.
5712_48848_000030_000000	"I do not know what I ought to say to you for your kindness."	"I do not know what I ought to say to you for your kindness."
5712_48848_000031_000001	In truth the squire, as he spoke, was half-ashamed of the warmth of what he said.	In truth the squire, as he spoke, was half ashamed of the warmth of what he said.
5712_48848_000032_000000	"At any rate I will not think evil," Mrs. Dale answered, giving him her hand.	"At any rate I will not think evil," mrs Dale answered, giving him her hand.
5712_48848_000032_000001	After that she left him, and returned home.	After that she left him, and returned home.
5712_48848_000033_000000	In these days of the cold early spring, the way from the lawn into the house, through the drawing-room window, was not as yet open, and it was necessary to go round by the kitchen-garden on to the road, and thence in by the front door; or else to pass through the back door, and into the house by the kitchen.	In these days of the cold early spring, the way from the lawn into the house, through the drawing room window, was not as yet open, and it was necessary to go round by the kitchen garden on to the road, and thence in by the front door; or else to pass through the back door, and into the house by the kitchen.
5712_48848_000033_000001	This latter mode of entrance Mrs. Dale now adopted; and as she made her way into the hall Lily came upon her, with very silent steps, out from the parlour, and arrested her progress.	This latter mode of entrance mrs Dale now adopted; and as she made her way into the hall Lily came upon her, with very silent steps, out from the parlour, and arrested her progress.
5712_48848_000033_000002	There was a smile upon Lily's face as she lifted up her finger as if in caution, and no one looking at her would have supposed that she was herself in trouble.	There was a smile upon Lily's face as she lifted up her finger as if in caution, and no one looking at her would have supposed that she was herself in trouble.
5712_48848_000033_000003	"Mamma," she said, pointing to the drawing-room door, and speaking almost in a whisper, "you must not go in there; come into the parlour."	"Mamma," she said, pointing to the drawing room door, and speaking almost in a whisper, "you must not go in there; come into the parlour."
5712_48848_000034_000000	"Who's there?	"Who's there?
5712_48848_000034_000001	Where's Bell?" and Mrs. Dale went into the parlour as she was bidden.	Where's Bell?" and mrs Dale went into the parlour as she was bidden.
5712_48848_000034_000002	"But who is there?" she repeated.	"But who is there?" she repeated.
5712_48848_000035_000000	"He's there!"	"He's there!"
5712_48848_000036_000000	"Who is he?"	"Who is he?"
5712_48848_000037_000000	"Oh, mamma, don't be a goose!	"Oh, mamma, don't be a goose!
5712_48848_000037_000001	Dr. Crofts is there, of course.	dr Crofts is there, of course.
5712_48848_000037_000002	He's been nearly an hour.	He's been nearly an hour.
5712_48848_000037_000003	I wonder how he is managing, for there is nothing on earth to sit upon but the old lump of a carpet.	I wonder how he is managing, for there is nothing on earth to sit upon but the old lump of a carpet.
5712_48848_000037_000004	The room is strewed about with crockery, and Bell is such a figure!	The room is strewed about with crockery, and Bell is such a figure!
5712_48848_000037_000005	She has got on your old checked apron, and when he came in she was rolling up the fire-irons in brown paper.	She has got on your old checked apron, and when he came in she was rolling up the fire irons in brown paper.
5712_48848_000037_000006	I don't suppose she was ever in such a mess before.	I don't suppose she was ever in such a mess before.
5712_48848_000037_000007	There's one thing certain,--he can't kiss her hand."	There's one thing certain,--he can't kiss her hand."
5712_48848_000038_000000	"It's you are the goose, Lily."	"It's you are the goose, Lily."
5712_48848_000039_000000	"But he's in there certainly, unless he has gone out through the window, or up the chimney."	"But he's in there certainly, unless he has gone out through the window, or up the chimney."
5712_48848_000040_000000	"What made you leave them?"	"What made you leave them?"
5712_48848_000041_000000	"He met me here, in the passage, and spoke to me ever so seriously. 'Come in,' I said, 'and see Bell packing the pokers and tongs.' 'I will go in,' he said, 'but don't come with me.' He was ever so serious, and I'm sure he had been thinking of it all the way along."	"He met me here, in the passage, and spoke to me ever so seriously. 'Come in,' I said, 'and see Bell packing the pokers and tongs.' 'I will go in,' he said, 'but don't come with me.' He was ever so serious, and I'm sure he had been thinking of it all the way along."
5712_48848_000042_000000	"And why should he not be serious?"	"And why should he not be serious?"
5712_48848_000043_000000	"Oh, no, of course he ought to be serious; but are you not glad, mamma?	"Oh, no, of course he ought to be serious; but are you not glad, mamma?
5712_48848_000043_000001	I am so glad.	I am so glad.
5712_48848_000043_000002	We shall live alone together, you and I; but she will be so close to us!	We shall live alone together, you and I; but she will be so close to us!
5712_48848_000043_000004	I have been so tired of waiting and looking out for you.	I have been so tired of waiting and looking out for you.
5712_48848_000043_000005	Perhaps he's helping her to pack the things. Don't you think we might go in; or would it be ill-natured?"	Perhaps he's helping her to pack the things. Don't you think we might go in; or would it be ill natured?"
5712_48848_000044_000000	"Lily, don't be in too great a hurry to say anything.	"Lily, don't be in too great a hurry to say anything.
5712_48848_000044_000001	You may be mistaken, you know; and there's many a slip between the cup and the lip."	You may be mistaken, you know; and there's many a slip between the cup and the lip."
5712_48848_000045_000000	"Yes, mamma, there is," said Lily, putting her hand inside her mother's arm, "that's true enough."	"Yes, mamma, there is," said Lily, putting her hand inside her mother's arm, "that's true enough."
5712_48848_000046_000000	"Oh, my darling, forgive me," said the mother, suddenly remembering that the use of the old proverb at the present moment had been almost cruel.	"Oh, my darling, forgive me," said the mother, suddenly remembering that the use of the old proverb at the present moment had been almost cruel.
5712_48848_000047_000001	But, with God's help, there shall be no slip here, and she shall be happy.	But, with God's help, there shall be no slip here, and she shall be happy.
5712_48848_000047_000003	But they'll remain there for ever if we don't go in.	But they'll remain there for ever if we don't go in.
5712_48848_000048_000000	Then Mrs. Dale did open the door, giving some little premonitory notice with the handle, so that the couple inside might be warned of approaching footsteps.	Then mrs Dale did open the door, giving some little premonitory notice with the handle, so that the couple inside might be warned of approaching footsteps.
5712_48848_000048_000002	Bell still wore the checked apron as described by her sister.	Bell still wore the checked apron as described by her sister.
5712_48848_000048_000003	What might have been the state of her hands I will not pretend to say; but I do not believe that her lover had found anything amiss with them.	What might have been the state of her hands I will not pretend to say; but I do not believe that her lover had found anything amiss with them.
5712_48848_000048_000004	"How do you do, doctor?" said Mrs. Dale, striving to use her accustomed voice, and to look as though there were nothing of special importance in his visit.	"How do you do, doctor?" said mrs Dale, striving to use her accustomed voice, and to look as though there were nothing of special importance in his visit.
5712_48848_000048_000005	"I have just come down from the Great House."	"I have just come down from the Great House."
5712_48848_000049_000000	"Mamma," said Bell, jumping up, "you must not call him doctor any more."	"Mamma," said Bell, jumping up, "you must not call him doctor any more."
5712_48848_000050_000000	"Must I not?	"Must I not?
5712_48848_000050_000001	Has any one undoctored him?"	Has any one undoctored him?"
5712_48848_000051_000000	"Oh, mamma, you understand," said Bell.	"Oh, mamma, you understand," said Bell.
5712_48848_000052_000000	"I understand," said Lily, going up to the doctor, and giving him her cheek to kiss, "he is to be my brother, and I mean to claim him as such from this moment.	"I understand," said Lily, going up to the doctor, and giving him her cheek to kiss, "he is to be my brother, and I mean to claim him as such from this moment.
5712_48848_000052_000001	I expect him to do everything for us, and not to call a moment of his time his own."	I expect him to do everything for us, and not to call a moment of his time his own."
5712_48848_000053_000000	"Mrs. Dale," said the doctor, "Bell has consented that it shall be so, if you will consent."	"mrs Dale," said the doctor, "Bell has consented that it shall be so, if you will consent."
5712_48848_000054_000000	"There is but little doubt of that," said Mrs. Dale.	"There is but little doubt of that," said mrs Dale.
5712_48848_000055_000000	"We shall not be rich--" began the doctor.	"We shall not be rich-" began the doctor.
5712_48848_000056_000000	"I hate to be rich," said Bell.	"I hate to be rich," said Bell.
5712_48848_000056_000001	"I hate even to talk about it.	"I hate even to talk about it.
5712_48848_000056_000002	I don't think it quite manly even to think about it; and I'm sure it isn't womanly."	I don't think it quite manly even to think about it; and I'm sure it isn't womanly."
5712_48848_000057_000000	"Bell was always a fanatic in praise of poverty," said Mrs. Dale.	"Bell was always a fanatic in praise of poverty," said mrs Dale.
5712_48848_000058_000001	I'm very fond of money earned.	I'm very fond of money earned.
5712_48848_000059_000000	"Let her go out and visit the lady patients," said Lily.	"Let her go out and visit the lady patients," said Lily.
5712_48848_000059_000001	"They do in America."	"They do in America."
5712_48848_000060_000001	The proceeding, considering the nature of it,--that a young lady, acknowledged to be of great beauty and known to be of good birth, had on the occasion been asked and given in marriage,--was carried on after a somewhat humdrum fashion, and in a manner that must be called commonplace.	The proceeding, considering the nature of it,--that a young lady, acknowledged to be of great beauty and known to be of good birth, had on the occasion been asked and given in marriage,--was carried on after a somewhat humdrum fashion, and in a manner that must be called commonplace.
5712_48848_000060_000003	Lily for the time had been raised to a pinnacle,--a pinnacle which might be dangerous, but which was, at any rate, lofty.	Lily for the time had been raised to a pinnacle,--a pinnacle which might be dangerous, but which was, at any rate, lofty.
5712_48848_000060_000004	With what a pretty speech had Crosbie been greeted!	With what a pretty speech had Crosbie been greeted!
5712_48848_000060_000005	How it had been felt by all concerned that the fortunes of the Small House were in the ascendant,--felt, indeed, with some trepidation, but still with much inward triumph.	How it had been felt by all concerned that the fortunes of the Small House were in the ascendant,--felt, indeed, with some trepidation, but still with much inward triumph.
5712_48848_000060_000006	How great had been the occasion, forcing Lily almost to lose herself in wonderment at what had occurred!	How great had been the occasion, forcing Lily almost to lose herself in wonderment at what had occurred!
5712_48848_000060_000007	There was no great occasion now, and no wonderment.	There was no great occasion now, and no wonderment.
5712_48848_000060_000008	No one, unless it was Crofts, felt very triumphant.	No one, unless it was Crofts, felt very triumphant.
5712_48848_000060_000009	But they were all very happy, and were sure that there was safety in their happiness.	But they were all very happy, and were sure that there was safety in their happiness.
5712_48848_000060_000010	It was but the other day that one of them had been thrown rudely to the ground through the treachery of a lover, but yet none of them feared treachery from this lover.	It was but the other day that one of them had been thrown rudely to the ground through the treachery of a lover, but yet none of them feared treachery from this lover.
5712_48848_000060_000011	Bell was as sure of her lot in life as though she were already being taken home to her modest house in Guestwick.	Bell was as sure of her lot in life as though she were already being taken home to her modest house in Guestwick.
5712_48848_000061_000000	But Bell was not seated next to her lover.	But Bell was not seated next to her lover.
5712_48848_000061_000002	She had been in no wise ashamed of her love, and had shown it constantly by some little caressing motion of her hand, leaning on his arm, looking into his face, as though she were continually desirous of some palpable assurance of his presence.	She had been in no wise ashamed of her love, and had shown it constantly by some little caressing motion of her hand, leaning on his arm, looking into his face, as though she were continually desirous of some palpable assurance of his presence.
5712_48848_000061_000003	It was not so at all with Bell.	It was not so at all with Bell.
5712_48848_000061_000005	I do not think it would have made her unhappy if some sudden need had required that Crofts should go to India and back before they were married.	I do not think it would have made her unhappy if some sudden need had required that Crofts should go to India and back before they were married.
5712_48848_000061_000008	As her mother was about to go into a new residence, it might be as well that that residence should be fitted to the wants of two persons instead of three.	As her mother was about to go into a new residence, it might be as well that that residence should be fitted to the wants of two persons instead of three.
5712_48848_000061_000009	So they talked about chairs and tables, carpets and kitchens, in a most unromantic, homely, useful manner! A considerable portion of the furniture in the house they were now about to leave belonged to the squire,--or to the house rather, as they were in the habit of saying.	So they talked about chairs and tables, carpets and kitchens, in a most unromantic, homely, useful manner! A considerable portion of the furniture in the house they were now about to leave belonged to the squire,--or to the house rather, as they were in the habit of saying.
5712_48848_000061_000010	The older and more solid things,--articles of household stuff that stand the wear of half a century,--had been in the Small House when they came to it.	The older and more solid things,--articles of household stuff that stand the wear of half a century,--had been in the Small House when they came to it.
5712_48848_000061_000012	In the first month or two they were to live in lodgings, and their goods were to be stored in some friendly warehouse.	In the first month or two they were to live in lodgings, and their goods were to be stored in some friendly warehouse.
5712_48848_000061_000013	Under such circumstances would it not be well that Bell's marriage should be so arranged that the lodging question might not be in any degree complicated by her necessities?	Under such circumstances would it not be well that Bell's marriage should be so arranged that the lodging question might not be in any degree complicated by her necessities?
5712_48848_000061_000014	This was the last suggestion made by Dr. Crofts, induced no doubt by the great encouragement he had received.	This was the last suggestion made by dr Crofts, induced no doubt by the great encouragement he had received.
5712_48848_000062_000000	"That would be hardly possible," said Mrs. Dale.	"That would be hardly possible," said mrs Dale.
5712_48848_000062_000001	"It only wants three weeks;--and with the house in such a condition!"	"It only wants three weeks;--and with the house in such a condition!"
5712_48848_000063_000000	"James is joking," said Bell.	"james is joking," said Bell.
5712_48848_000064_000000	"I was not joking at all," said the doctor.	"I was not joking at all," said the doctor.
5712_48848_000065_000001	"It's just the sort of thing for primitive people to do, like you and Bell.	"It's just the sort of thing for primitive people to do, like you and Bell.
5712_48848_000065_000002	All the same, Bell, I do wish you could have been married from this house."	All the same, Bell, I do wish you could have been married from this house."
5712_48848_000066_000000	"I don't think it will make much difference," said Bell.	"I don't think it will make much difference," said Bell.
5712_48848_000067_000001	It sounds so ugly, being married from lodgings; doesn't it, mamma?"	It sounds so ugly, being married from lodgings; doesn't it, mamma?"
5712_48848_000069_000000	"I shall always call you Dame Commonplace when you're married," said Lily.	"I shall always call you Dame Commonplace when you're married," said Lily.
5712_48848_000070_000000	Then they had tea, and after tea Dr. Crofts got on his horse and rode back to Guestwick.	Then they had tea, and after tea dr Crofts got on his horse and rode back to Guestwick.
5712_48848_000071_000000	"Now may I talk about him?" said Lily, as soon as the door was closed behind his back.	"Now may I talk about him?" said Lily, as soon as the door was closed behind his back.
5712_48848_000072_000000	"No; you may not."	"No; you may not."
5712_48848_000073_000000	"As if I hadn't known it all along!	"As if I hadn't known it all along!
5712_48848_000073_000001	And wasn't it hard to bear that you should have scolded me with such pertinacious austerity, and that I wasn't to say a word in answer!"	And wasn't it hard to bear that you should have scolded me with such pertinacious austerity, and that I wasn't to say a word in answer!"
5712_48848_000074_000000	"I don't remember the austerity," said Mrs. Dale.	"I don't remember the austerity," said mrs Dale.
5712_48848_000075_000000	"Nor yet Lily's silence," said Bell.	"Nor yet Lily's silence," said Bell.
5712_48848_000076_000000	"But it's all settled now," said Lily, "and I'm downright happy.	"But it's all settled now," said Lily, "and I'm downright happy.
5712_48848_000076_000001	I never felt more satisfaction,--never, Bell!"	I never felt more satisfaction,--never, Bell!"
