501_125128_000002_000001	Mr Boffin's face denoted Care and Complication.	Mr Boffin's face denoted Care and Complication.
501_125128_000015_000001	But he had used the word in the sense of Steward.	But he had used the word in the sense of Steward.
501_125128_000016_000000	'Why, as to Steward, you see,' returned Mr Boffin, with his hand still to his chin, 'the odds are that Mrs Boffin and me may never go upon the water.	'Why, as to Steward, you see,' returned Mr Boffin, with his hand still to his chin, 'the odds are that Mrs Boffin and me may never go upon the water.
501_125128_000016_000001	Being both bad sailors, we should want a Steward if we did; but there's generally one provided.'	Being both bad sailors, we should want a Steward if we did; but there's generally one provided.'
501_125128_000017_000000	Mr Rokesmith again explained; defining the duties he sought to undertake, as those of general superintendent, or manager, or overlooker, or man of business.	Mr Rokesmith again explained; defining the duties he sought to undertake, as those of general superintendent, or manager, or overlooker, or man of business.
501_125128_000018_000000	'Now, for instance--come!' said Mr Boffin, in his pouncing way.	'Now, for instance-come!' said Mr Boffin, in his pouncing way.
501_125128_000019_000000	'I would keep exact accounts of all the expenditure you sanctioned, Mr Boffin.	'I would keep exact accounts of all the expenditure you sanctioned, Mr Boffin.
501_125128_000019_000001	I would write your letters, under your direction.	I would write your letters, under your direction.
501_125128_000019_000002	I would transact your business with people in your pay or employment.	I would transact your business with people in your pay or employment.
501_125128_000024_000001	Now let us hear what they're all about; will you be so good?'	Now let us hear what they're all about; will you be so good?'
501_125128_000025_000000	John Rokesmith read his abstracts aloud.	john Rokesmith read his abstracts aloud.
501_125128_000025_000001	They were all about the new house.	They were all about the new house.
501_125128_000025_000002	Decorator's estimate, so much.	Decorator's estimate, so much.
501_125128_000025_000003	Furniture estimate, so much. Estimate for furniture of offices, so much.	Furniture estimate, so much. Estimate for furniture of offices, so much.
501_125128_000025_000004	Coach-maker's estimate, so much.	Coach maker's estimate, so much.
501_125128_000025_000005	Horse-dealer's estimate, so much.	Horse dealer's estimate, so much.
501_125128_000025_000006	Harness-maker's estimate, so much.	Harness maker's estimate, so much.
501_125128_000025_000009	Then came correspondence.	Then came correspondence.
501_125128_000025_000010	Acceptance of Mr Boffin's offer of such a date, and to such an effect.	Acceptance of Mr Boffin's offer of such a date, and to such an effect.
501_125128_000025_000011	Rejection of Mr Boffin's proposal of such a date and to such an effect.	Rejection of Mr Boffin's proposal of such a date and to such an effect.
501_125128_000025_000012	Concerning Mr Boffin's scheme of such another date to such another effect.	Concerning Mr Boffin's scheme of such another date to such another effect.
501_125128_000025_000013	All compact and methodical.	All compact and methodical.
501_125128_000026_000000	'Apple-pie order!' said Mr Boffin, after checking off each inscription with his hand, like a man beating time.	'Apple pie order!' said Mr Boffin, after checking off each inscription with his hand, like a man beating time.
501_125128_000026_000002	Now, as to a letter.	Now, as to a letter.
501_125128_000028_000001	Yourself.'	Yourself.'
501_125128_000029_000000	Mr Rokesmith quickly wrote, and then read aloud:	Mr Rokesmith quickly wrote, and then read aloud:
501_125128_000030_000000	'"Mr Boffin presents his compliments to Mr John Rokesmith, and begs to say that he has decided on giving Mr John Rokesmith a trial in the capacity he desires to fill.	'"Mr Boffin presents his compliments to Mr john Rokesmith, and begs to say that he has decided on giving Mr john Rokesmith a trial in the capacity he desires to fill.
501_125128_000030_000001	Mr Boffin takes Mr John Rokesmith at his word, in postponing to some indefinite period, the consideration of salary.	Mr Boffin takes Mr john Rokesmith at his word, in postponing to some indefinite period, the consideration of salary.
501_125128_000030_000002	It is quite understood that Mr Boffin is in no way committed on that point.	It is quite understood that Mr Boffin is in no way committed on that point.
501_125128_000030_000004	Mr John Rokesmith will please enter on his duties immediately."'	Mr john Rokesmith will please enter on his duties immediately."'
501_125128_000031_000000	'Well!	'Well!
501_125128_000031_000001	Now, Noddy!' cried Mrs Boffin, clapping her hands, 'That IS a good one!'	Now, Noddy!' cried Mrs Boffin, clapping her hands, 'That IS a good one!'
501_125128_000032_000000	Mr Boffin was no less delighted; indeed, in his own bosom, he regarded both the composition itself and the device that had given birth to it, as a very remarkable monument of human ingenuity.	Mr Boffin was no less delighted; indeed, in his own bosom, he regarded both the composition itself and the device that had given birth to it, as a very remarkable monument of human ingenuity.
501_125128_000033_000000	'And I tell you, my deary,' said Mrs Boffin, 'that if you don't close with Mr Rokesmith now at once, and if you ever go a muddling yourself again with things never meant nor made for you, you'll have an apoplexy--besides iron-moulding your linen--and you'll break my heart.'	'And I tell you, my deary,' said Mrs Boffin, 'that if you don't close with Mr Rokesmith now at once, and if you ever go a muddling yourself again with things never meant nor made for you, you'll have an apoplexy-besides iron moulding your linen-and you'll break my heart.'
501_125128_000034_000001	So did Mrs Boffin.	So did Mrs Boffin.
501_125128_000035_000002	Well!	Well!
501_125128_000035_000003	Mrs Boffin has carried the day, and we're going in neck and crop for Fashion.'	Mrs Boffin has carried the day, and we're going in neck and crop for Fashion.'
501_125128_000036_000000	'I rather inferred that, sir,' replied John Rokesmith, 'from the scale on which your new establishment is to be maintained.'	'I rather inferred that, sir,' replied john Rokesmith, 'from the scale on which your new establishment is to be maintained.'
501_125128_000037_000000	'Yes,' said Mr Boffin, 'it's to be a Spanker.	'Yes,' said Mr Boffin, 'it's to be a Spanker.
501_125128_000037_000001	The fact is, my literary man named to me that a house with which he is, as I may say, connected--in which he has an interest--'	The fact is, my literary man named to me that a house with which he is, as I may say, connected-in which he has an interest-'
501_125128_000038_000000	'As property?' inquired John Rokesmith.	'As property?' inquired john Rokesmith.
501_125128_000040_000000	'Association?' the Secretary suggested.	'Association?' the Secretary suggested.
501_125128_000041_000002	My literary man was so friendly as to drop into a charming piece of poetry on that occasion, in which he complimented Mrs Boffin on coming into possession of--how did it go, my dear?'	My literary man was so friendly as to drop into a charming piece of poetry on that occasion, in which he complimented Mrs Boffin on coming into possession of-how did it go, my dear?'
501_125128_000042_000000	Mrs Boffin replied:	Mrs Boffin replied:
501_125128_000043_000000	'"The gay, the gay and festive scene, The halls, the halls of dazzling light."'	'"The gay, the gay and festive scene, The halls, the halls of dazzling light."'
501_125128_000044_000000	'That's it!	'That's it!
501_125128_000044_000002	Mrs Boffin has a wonderful memory.	Mrs Boffin has a wonderful memory.
501_125128_000044_000003	Will you repeat it, my dear?'	Will you repeat it, my dear?'
501_125128_000047_000000	'Correct to the letter!' said Mr Boffin. 'And I consider that the poetry brings us both in, in a beautiful manner.'	'Correct to the letter!' said Mr Boffin. 'And I consider that the poetry brings us both in, in a beautiful manner.'
501_125128_000049_000001	I shall therefore cast about for comfortable ways and means of not calling up Wegg's jealousy, but of keeping you in your department, and keeping him in his.'	I shall therefore cast about for comfortable ways and means of not calling up Wegg's jealousy, but of keeping you in your department, and keeping him in his.'
501_125128_000050_000000	'Lor!' cried Mrs Boffin. 'What I say is, the world's wide enough for all of us!'	'Lor!' cried Mrs Boffin. 'What I say is, the world's wide enough for all of us!'
501_125128_000051_000000	'So it is, my dear,' said Mr Boffin, 'when not literary.	'So it is, my dear,' said Mr Boffin, 'when not literary.
501_125128_000051_000002	And I am bound to bear in mind that I took Wegg on, at a time when I had no thought of being fashionable or of leaving the Bower.	And I am bound to bear in mind that I took Wegg on, at a time when I had no thought of being fashionable or of leaving the Bower.
501_125128_000052_000000	'In this house?'	'In this house?'
501_125128_000053_000000	'No, no. I have got other plans for this house.	'No, no I have got other plans for this house.
501_125128_000054_000000	'That will be as you please, Mr Boffin.	'That will be as you please, Mr Boffin.
501_125128_000054_000001	I hold myself quite at your disposal.	I hold myself quite at your disposal.
501_125128_000055_000001	You'll begin to take charge at once, of all that's going on in the new house, will you?'	You'll begin to take charge at once, of all that's going on in the new house, will you?'
501_125128_000056_000001	I will begin this very day.	I will begin this very day.
501_125128_000057_000000	Mr Boffin repeated it, and the Secretary wrote it down in his pocket-book.	Mr Boffin repeated it, and the Secretary wrote it down in his pocket book.
501_125128_000057_000001	Mrs Boffin took the opportunity of his being so engaged, to get a better observation of his face than she had yet taken.	Mrs Boffin took the opportunity of his being so engaged, to get a better observation of his face than she had yet taken.
501_125128_000057_000002	It impressed her in his favour, for she nodded aside to Mr Boffin, 'I like him.'	It impressed her in his favour, for she nodded aside to Mr Boffin, 'I like him.'
501_125128_000059_000001	Being here, would you care at all to look round the Bower?'	Being here, would you care at all to look round the Bower?'
501_125128_000060_000000	'I should greatly like it.	'I should greatly like it.
501_125128_000062_000001	Bare of paint, bare of paper on the walls, bare of furniture, bare of experience of human life.	Bare of paint, bare of paper on the walls, bare of furniture, bare of experience of human life.
501_125128_000062_000002	Whatever is built by man for man's occupation, must, like natural creations, fulfil the intention of its existence, or soon perish.	Whatever is built by man for man's occupation, must, like natural creations, fulfil the intention of its existence, or soon perish.
501_125128_000062_000003	This old house had wasted--more from desuetude than it would have wasted from use, twenty years for one.	This old house had wasted-more from desuetude than it would have wasted from use, twenty years for one.
501_125128_000063_000001	The scanty moveables partook of it; save for the cleanliness of the place, the dust--into which they were all resolving would have lain thick on the floors; and those, both in colour and in grain, were worn like old faces that had kept much alone.	The scanty moveables partook of it; save for the cleanliness of the place, the dust-into which they were all resolving would have lain thick on the floors; and those, both in colour and in grain, were worn like old faces that had kept much alone.
501_125128_000064_000001	There was the old grisly four-post bedstead, without hangings, and with a jail-like upper rim of iron and spikes; and there was the old patch-work counterpane.	There was the old grisly four post bedstead, without hangings, and with a jail like upper rim of iron and spikes; and there was the old patch work counterpane.
501_125128_000064_000002	There was the tight-clenched old bureau, receding atop like a bad and secret forehead; there was the cumbersome old table with twisted legs, at the bed-side; and there was the box upon it, in which the will had lain.	There was the tight clenched old bureau, receding atop like a bad and secret forehead; there was the cumbersome old table with twisted legs, at the bed side; and there was the box upon it, in which the will had lain.
501_125128_000064_000003	A few old chairs with patch-work covers, under which the more precious stuff to be preserved had slowly lost its quality of colour without imparting pleasure to any eye, stood against the wall.	A few old chairs with patch work covers, under which the more precious stuff to be preserved had slowly lost its quality of colour without imparting pleasure to any eye, stood against the wall.
501_125128_000065_000000	'The room was kept like this, Rokesmith,' said Mr Boffin, 'against the son's return.	'The room was kept like this, Rokesmith,' said Mr Boffin, 'against the son's return.
501_125128_000065_000001	In short, everything in the house was kept exactly as it came to us, for him to see and approve.	In short, everything in the house was kept exactly as it came to us, for him to see and approve.
501_125128_000065_000003	When the son came home for the last time in his life, and for the last time in his life saw his father, it was most likely in this room that they met.'	When the son came home for the last time in his life, and for the last time in his life saw his father, it was most likely in this room that they met.'
501_125128_000066_000000	As the Secretary looked all round it, his eyes rested on a side door in a corner.	As the Secretary looked all round it, his eyes rested on a side door in a corner.
501_125128_000067_000001	We'll go down this way, as you may like to see the yard, and it's all in the road.	We'll go down this way, as you may like to see the yard, and it's all in the road.
501_125128_000067_000003	He was very timid of his father.	He was very timid of his father.
501_125128_000067_000004	I've seen him sit on these stairs, in his shy way, poor child, many a time.	I've seen him sit on these stairs, in his shy way, poor child, many a time.
501_125128_000067_000005	Mr and Mrs Boffin have comforted him, sitting with his little book on these stairs, often.'	Mr and Mrs Boffin have comforted him, sitting with his little book on these stairs, often.'
501_125128_000068_000000	'Ah!	'Ah!
501_125128_000068_000001	And his poor sister too,' said Mrs Boffin. 'And here's the sunny place on the white wall where they one day measured one another.	And his poor sister too,' said Mrs Boffin. 'And here's the sunny place on the white wall where they one day measured one another.
501_125128_000069_000000	'We must take care of the names, old lady,' said Mr Boffin. 'We must take care of the names.	'We must take care of the names, old lady,' said Mr Boffin. 'We must take care of the names.
501_125128_000069_000001	They shan't be rubbed out in our time, nor yet, if we can help it, in the time after us.	They shan't be rubbed out in our time, nor yet, if we can help it, in the time after us.
501_125128_000071_000000	They had opened the door at the bottom of the staircase giving on the yard, and they stood in the sunlight, looking at the scrawl of the two unsteady childish hands two or three steps up the staircase.	They had opened the door at the bottom of the staircase giving on the yard, and they stood in the sunlight, looking at the scrawl of the two unsteady childish hands two or three steps up the staircase.
501_125128_000073_000000	'It would have been enough for us,' said Mr Boffin, 'in case it had pleased God to spare the last of those two young lives and sorrowful deaths.	'It would have been enough for us,' said Mr Boffin, 'in case it had pleased God to spare the last of those two young lives and sorrowful deaths.
501_125128_000073_000001	We didn't want the rest.'	We didn't want the rest.'
501_125128_000076_000000	'Not any, Rokesmith.	'Not any, Rokesmith.
501_125128_000076_000001	No.'	no'
501_125128_000077_000000	'Might I ask, without seeming impertinent, whether you have any intention of selling it?'	'Might I ask, without seeming impertinent, whether you have any intention of selling it?'
501_125128_000078_000000	'Certainly not.	'Certainly not.
501_125128_000078_000001	In remembrance of our old master, our old master's children, and our old service, me and Mrs Boffin mean to keep it up as it stands.'	In remembrance of our old master, our old master's children, and our old service, me and Mrs Boffin mean to keep it up as it stands.'
501_125128_000079_000000	The Secretary's eyes glanced with so much meaning in them at the Mounds, that Mr Boffin said, as if in answer to a remark:	The Secretary's eyes glanced with so much meaning in them at the Mounds, that Mr Boffin said, as if in answer to a remark:
501_125128_000080_000004	There's no hurry about it; that's all I say at present.	There's no hurry about it; that's all I say at present.
501_125128_000080_000005	I ain't a scholar in much, Rokesmith, but I'm a pretty fair scholar in dust.	I ain't a scholar in much, Rokesmith, but I'm a pretty fair scholar in dust.
501_125128_000080_000006	I can price the Mounds to a fraction, and I know how they can be best disposed of; and likewise that they take no harm by standing where they do.	I can price the Mounds to a fraction, and I know how they can be best disposed of; and likewise that they take no harm by standing where they do.
501_125128_000080_000007	You'll look in to-morrow, will you be so kind?'	You'll look in to morrow, will you be so kind?'
501_125128_000081_000000	'Every day.	'Every day.
501_125128_000081_000001	And the sooner I can get you into your new house, complete, the better you will be pleased, sir?'	And the sooner I can get you into your new house, complete, the better you will be pleased, sir?'
501_125128_000082_000000	'Well, it ain't that I'm in a mortal hurry,' said Mr Boffin; 'only when you DO pay people for looking alive, it's as well to know that they ARE looking alive.	'Well, it ain't that I'm in a mortal hurry,' said Mr Boffin; 'only when you DO pay people for looking alive, it's as well to know that they ARE looking alive.
501_125128_000082_000001	Ain't that your opinion?'	Ain't that your opinion?'
501_125128_000085_000000	The man of low cunning had, of course, acquired a mastery over the man of high simplicity.	The man of low cunning had, of course, acquired a mastery over the man of high simplicity.
501_125128_000085_000002	How long such conquests last, is another matter; that they are achieved, is every-day experience, not even to be flourished away by Podsnappery itself.	How long such conquests last, is another matter; that they are achieved, is every day experience, not even to be flourished away by Podsnappery itself.
501_125128_000085_000004	It seemed to him (so skilful was Wegg) that he was plotting darkly, when he was contriving to do the very thing that Wegg was plotting to get him to do.	It seemed to him (so skilful was Wegg) that he was plotting darkly, when he was contriving to do the very thing that Wegg was plotting to get him to do.
501_125128_000086_000000	For these reasons Mr Boffin passed but anxious hours until evening came, and with it Mr Wegg, stumping leisurely to the Roman Empire.	For these reasons Mr Boffin passed but anxious hours until evening came, and with it Mr Wegg, stumping leisurely to the Roman Empire.
501_125128_000086_000001	At about this period Mr Boffin had become profoundly interested in the fortunes of a great military leader known to him as Bully Sawyers, but perhaps better known to fame and easier of identification by the classical student, under the less Britannic name of Belisarius.	At about this period Mr Boffin had become profoundly interested in the fortunes of a great military leader known to him as Bully Sawyers, but perhaps better known to fame and easier of identification by the classical student, under the less Britannic name of Belisarius.
501_125128_000088_000000	'Let me get on my considering cap, sir,' replied that gentleman, turning the open book face downward.	'Let me get on my considering cap, sir,' replied that gentleman, turning the open book face downward.
501_125128_000088_000002	Now let me think.' (as if there were the least necessity) 'Yes, to be sure I do, Mr Boffin.	Now let me think.' (as if there were the least necessity) 'Yes, to be sure I do, Mr Boffin.
501_125128_000088_000003	It was at my corner. To be sure it was!	It was at my corner. To be sure it was!
501_125128_000088_000004	You had first asked me whether I liked your name, and Candour had compelled a reply in the negative case.	You had first asked me whether I liked your name, and Candour had compelled a reply in the negative case.
501_125128_000088_000005	I little thought then, sir, how familiar that name would come to be!'	I little thought then, sir, how familiar that name would come to be!'
501_125128_000090_000001	Much obliged to you, I'm sure.	Much obliged to you, I'm sure.
501_125128_000090_000002	Is it your pleasure, sir, that we decline and we fall?' with a feint of taking up the book.	Is it your pleasure, sir, that we decline and we fall?' with a feint of taking up the book.
501_125128_000091_000001	In fact, I have got another offer to make you.'	In fact, I have got another offer to make you.'
501_125128_000092_000000	Mr Wegg (who had had nothing else in his mind for several nights) took off his spectacles with an air of bland surprise.	Mr Wegg (who had had nothing else in his mind for several nights) took off his spectacles with an air of bland surprise.
501_125128_000093_000000	'And I hope you'll like it, Wegg.'	'And I hope you'll like it, Wegg.'
501_125128_000094_000000	'Thank you, sir,' returned that reticent individual.	'Thank you, sir,' returned that reticent individual.
501_125128_000094_000001	'I hope it may prove so.	'I hope it may prove so.
501_125128_000094_000002	On all accounts, I am sure.' (This, as a philanthropic aspiration.)	On all accounts, I am sure.' (This, as a philanthropic aspiration.)
501_125128_000095_000000	'What do you think,' said Mr Boffin, 'of not keeping a stall, Wegg?'	'What do you think,' said Mr Boffin, 'of not keeping a stall, Wegg?'
501_125128_000096_000000	'I think, sir,' replied Wegg, 'that I should like to be shown the gentleman prepared to make it worth my while!'	'I think, sir,' replied Wegg, 'that I should like to be shown the gentleman prepared to make it worth my while!'
501_125128_000098_000000	Mr Wegg was going to say, My Benefactor, and had said My Bene, when a grandiloquent change came over him.	Mr Wegg was going to say, My Benefactor, and had said My Bene, when a grandiloquent change came over him.
501_125128_000099_000000	'No, Mr Boffin, not you sir.	'No, Mr Boffin, not you sir.
501_125128_000099_000001	Anybody but you.	Anybody but you.
501_125128_000099_000002	Do not fear, Mr Boffin, that I shall contaminate the premises which your gold has bought, with MY lowly pursuits.	Do not fear, Mr Boffin, that I shall contaminate the premises which your gold has bought, with MY lowly pursuits.
501_125128_000099_000004	I have already thought of that, and taken my measures.	I have already thought of that, and taken my measures.
501_125128_000099_000005	No need to be bought out, sir. Would Stepney Fields be considered intrusive?	No need to be bought out, sir. Would Stepney Fields be considered intrusive?
501_125128_000099_000006	If not remote enough, I can go remoter.	If not remote enough, I can go remoter.
501_125128_000099_000007	In the words of the poet's song, which I do not quite remember:	In the words of the poet's song, which I do not quite remember:
501_125128_000101_000000	--And equally,' said Mr Wegg, repairing the want of direct application in the last line, 'behold myself on a similar footing!'	--And equally,' said Mr Wegg, repairing the want of direct application in the last line, 'behold myself on a similar footing!'
501_125128_000102_000000	'Now, Wegg, Wegg, Wegg,' remonstrated the excellent Boffin.	'Now, Wegg, Wegg, Wegg,' remonstrated the excellent Boffin.
501_125128_000103_000000	'I know I am, sir,' returned Wegg, with obstinate magnanimity.	'I know I am, sir,' returned Wegg, with obstinate magnanimity.
501_125128_000103_000001	'I am acquainted with my faults.	'I am acquainted with my faults.
501_125128_000103_000002	I always was, from a child, too sensitive.'	I always was, from a child, too sensitive.'
501_125128_000104_000000	'But listen,' pursued the Golden Dustman; 'hear me out, Wegg.	'But listen,' pursued the Golden Dustman; 'hear me out, Wegg.
501_125128_000104_000001	You have taken it into your head that I mean to pension you off.'	You have taken it into your head that I mean to pension you off.'
501_125128_000105_000001	'I am acquainted with my faults.	'I am acquainted with my faults.
501_125128_000105_000002	Far be it from me to deny them.	Far be it from me to deny them.
501_125128_000105_000003	I HAVE taken it into my head.'	I HAVE taken it into my head.'
501_125128_000108_000000	'Don't you, indeed, sir?'	'Don't you, indeed, sir?'
501_125128_000109_000000	'No,' pursued Mr Boffin; 'because that would express, as I understand it, that you were not going to do anything to deserve your money.	'No,' pursued Mr Boffin; 'because that would express, as I understand it, that you were not going to do anything to deserve your money.
501_125128_000109_000001	But you are; you are.'	But you are; you are.'
501_125128_000110_000001	Now, my independence as a man is again elevated.	Now, my independence as a man is again elevated.
501_125128_000110_000002	Now, I no longer	Now, I no longer
501_125128_000111_000000	Weep for the hour, When to Boffinses bower, The Lord of the valley with offers came; Neither does the moon hide her light From the heavens to-night, And weep behind her clouds o'er any individual in the present Company's shame.	Weep for the hour, When to Boffinses bower, The Lord of the valley with offers came; Neither does the moon hide her light From the heavens to night, And weep behind her clouds o'er any individual in the present Company's shame.
501_125128_000114_000001	Would that man, sir--we will say that man, for the purposes of argueyment;' Mr Wegg made a smiling demonstration of great perspicuity here; 'would that man, sir, be expected to throw any other capacity in, or would any other capacity be considered extra?	Would that man, sir-we will say that man, for the purposes of argueyment;' Mr Wegg made a smiling demonstration of great perspicuity here; 'would that man, sir, be expected to throw any other capacity in, or would any other capacity be considered extra?
501_125128_000114_000002	Now let us (for the purposes of argueyment) suppose that man to be engaged as a reader: say (for the purposes of argueyment) in the evening.	Now let us (for the purposes of argueyment) suppose that man to be engaged as a reader: say (for the purposes of argueyment) in the evening.
501_125128_000115_000000	'Well,' said Mr Boffin, 'I suppose it would be added.'	'Well,' said Mr Boffin, 'I suppose it would be added.'
501_125128_000116_000000	'I suppose it would, sir.	'I suppose it would, sir.
501_125128_000116_000002	Exactly my own views, Mr Boffin.' Here Wegg rose, and balancing himself on his wooden leg, fluttered over his prey with extended hand.	Exactly my own views, Mr Boffin.' Here Wegg rose, and balancing himself on his wooden leg, fluttered over his prey with extended hand.
501_125128_000116_000003	'Mr Boffin, consider it done.	'Mr Boffin, consider it done.
501_125128_000116_000005	My stall and I are for ever parted.	My stall and I are for ever parted.
501_125128_000116_000006	The collection of ballads will in future be reserved for private study, with the object of making poetry tributary'--Wegg was so proud of having found this word, that he said it again, with a capital letter--'Tributary, to friendship.	The collection of ballads will in future be reserved for private study, with the object of making poetry tributary'--Wegg was so proud of having found this word, that he said it again, with a capital letter-'Tributary, to friendship.
501_125128_000116_000007	Mr Boffin, don't allow yourself to be made uncomfortable by the pang it gives me to part from my stock and stall.	Mr Boffin, don't allow yourself to be made uncomfortable by the pang it gives me to part from my stock and stall.
501_125128_000116_000009	His Christian name was Thomas.	His Christian name was Thomas.
501_125128_000116_000010	His words at the time (I was then an infant, but so deep was their impression on me, that I committed them to memory) were:	His words at the time (I was then an infant, but so deep was their impression on me, that I committed them to memory) were:
501_125128_000118_000000	--My father got over it, Mr Boffin, and so shall I.'	--My father got over it, Mr Boffin, and so shall i'
501_125128_000119_000001	He now darted it at his patron, who took it, and felt his mind relieved of a great weight: observing that as they had arranged their joint affairs so satisfactorily, he would now be glad to look into those of Bully Sawyers.	He now darted it at his patron, who took it, and felt his mind relieved of a great weight: observing that as they had arranged their joint affairs so satisfactorily, he would now be glad to look into those of Bully Sawyers.
501_125128_000120_000000	Mr Wegg resumed his spectacles therefore.	Mr Wegg resumed his spectacles therefore.
501_125128_000121_000000	Mr Boffin hurried out, and found her on the dark staircase, panting, with a lighted candle in her hand.	Mr Boffin hurried out, and found her on the dark staircase, panting, with a lighted candle in her hand.
501_125128_000125_000000	'What is it, my dear?	'What is it, my dear?
501_125128_000127_000000	'What is, my dear?'	'What is, my dear?'
501_125128_000130_000000	'I know it must sound foolish, and yet it is so.'	'I know it must sound foolish, and yet it is so.'
501_125128_000132_000000	'I don't know that I think I saw them anywhere.	'I don't know that I think I saw them anywhere.
501_125128_000132_000001	I felt them.'	I felt them.'
501_125128_000133_000000	'Touched them?'	'Touched them?'
501_125128_000135_000000	'What face?' asked her husband, looking about him.	'What face?' asked her husband, looking about him.
501_125128_000136_000000	'For a moment it was the old man's, and then it got younger.	'For a moment it was the old man's, and then it got younger.
501_125128_000136_000001	For a moment it was both the children's, and then it got older.	For a moment it was both the children's, and then it got older.
501_125128_000137_000000	'And then it was gone?'	'And then it was gone?'
501_125128_000138_000000	'Yes; and then it was gone.'	'Yes; and then it was gone.'
501_125128_000139_000000	'Where were you then, old lady?'	'Where were you then, old lady?'
501_125128_000140_000000	'Here, at the chest.	'Here, at the chest.
501_125128_000140_000001	Well; I got the better of it, and went on sorting, and went on singing to myself.	Well; I got the better of it, and went on sorting, and went on singing to myself.
501_125128_000140_000002	"Lor!" I says, "I'll think of something else--something comfortable--and put it out of my head." So I thought of the new house and Miss Bella Wilfer, and was thinking at a great rate with that sheet there in my hand, when all of a sudden, the faces seemed to be hidden in among the folds of it and I let it drop.'	"Lor!" I says, "I'll think of something else-something comfortable-and put it out of my head." So I thought of the new house and Miss Bella Wilfer, and was thinking at a great rate with that sheet there in my hand, when all of a sudden, the faces seemed to be hidden in among the folds of it and I let it drop.'
501_125128_000143_000001	I thought I'd try another room, and shake it off.	I thought I'd try another room, and shake it off.
501_125128_000144_000000	'With the faces?'	'With the faces?'
501_125128_000145_000000	'Yes, and I even felt that they were in the dark behind the side-door, and on the little staircase, floating away into the yard.	'Yes, and I even felt that they were in the dark behind the side door, and on the little staircase, floating away into the yard.
501_125128_000146_000000	Mr Boffin, lost in amazement, looked at Mrs Boffin.	Mr Boffin, lost in amazement, looked at Mrs Boffin.
501_125128_000146_000001	Mrs Boffin, lost in her own fluttered inability to make this out, looked at Mr Boffin.	Mrs Boffin, lost in her own fluttered inability to make this out, looked at Mr Boffin.
501_125128_000147_000001	Whereas we know better.	Whereas we know better.
501_125128_000148_000000	'I never had the feeling in the house before,' said Mrs Boffin; 'and I have been about it alone at all hours of the night.	'I never had the feeling in the house before,' said Mrs Boffin; 'and I have been about it alone at all hours of the night.
501_125128_000149_000000	'And won't again, my dear,' said Mr Boffin. 'Depend upon it, it comes of thinking and dwelling on that dark spot.'	'And won't again, my dear,' said Mr Boffin. 'Depend upon it, it comes of thinking and dwelling on that dark spot.'
501_125128_000150_000000	'Yes; but why didn't it come before?' asked Mrs Boffin.	'Yes; but why didn't it come before?' asked Mrs Boffin.
