1018_133447_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	4.59	6.52	20.459574
1018_133447_000007_000003	Around him hung an undeniable air of content and prosperity--as he turned over a pile of letters which stood by his plate, or glanced at the morning newspaper which lay at his elbow, it was easy to see that he had no cares beyond those of the day, and that they--so far as he knew then--were not likely to affect him greatly. Seeing him in these pleasant domestic circumstances, at the head of his table, with abundant evidences of comfort and refinement and modest luxury about him, any one would have said, without hesitation, that Dr. Mark Ransford was undeniably one of the fortunate folk of this world.	Around him hung an undeniable air of content and prosperity-as he turned over a pile of letters which stood by his plate, or glanced at the morning newspaper which lay at his elbow, it was easy to see that he had no cares beyond those of the day, and that they-so far as he knew then-were not likely to affect him greatly. Seeing him in these pleasant domestic circumstances, at the head of his table, with abundant evidences of comfort and refinement and modest luxury about him, any one would have said, without hesitation, that dr Mark Ransford was undeniably one of the fortunate folk of this world.	true	244.79	282.58	21.114006
1018_133447_000008_000000	The second person of the three was a boy of apparently seventeen--a well-built, handsome lad of the senior schoolboy type, who was devoting himself in business-like fashion to two widely-differing pursuits--one, the consumption of eggs and bacon and dry toast; the other, the study of a Latin textbook, which he had propped up in front of him against the old-fashioned silver cruet.	The second person of the three was a boy of apparently seventeen-a well built, handsome lad of the senior schoolboy type, who was devoting himself in business like fashion to two widely differing pursuits-one, the consumption of eggs and bacon and dry toast; the other, the study of a Latin textbook, which he had propped up in front of him against the old-fashioned silver cruet.	true	283.28	306.37	20
1018_133447_000008_000001	His quick eyes wandered alternately between his book and his plate; now and then he muttered a line or two to himself.	His quick eyes wandered alternately between his book and his plate; now and then he muttered a line or two to himself.	true	306.98	314.35	23.467735
1018_133447_000008_000002	His companions took no notice of these combinations of eating and learning: they knew from experience that it was his way to make up at breakfast-time for the moments he had stolen from his studies the night before.	His companions took no notice of these combinations of eating and learning: they knew from experience that it was his way to make up at breakfast time for the moments he had stolen from his studies the night before.	true	314.42	325.39	18
1018_133447_000009_000000	It was not difficult to see that the third member of the party, a girl of nineteen or twenty, was the boy's sister.	It was not difficult to see that the third member of the party, a girl of nineteen or twenty, was the boy's sister.	true	326.45	332.74	20.25506
1018_133447_000009_000001	Each had a wealth of brown hair, inclining, in the girl's case to a shade that had tints of gold in it; each had grey eyes, in which there was a mixture of blue; each had a bright, vivid colour; each was undeniably good-looking and eminently healthy.	Each had a wealth of brown hair, inclining, in the girl's case to a shade that had tints of gold in it; each had grey eyes, in which there was a mixture of blue; each had a bright, vivid colour; each was undeniably good looking and eminently healthy.	true	332.99	349.36	22.100998
1018_133447_000009_000002	No one would have doubted that both had lived a good deal of an open-air existence: the boy was already muscular and sinewy: the girl looked as if she was well acquainted with the tennis racket and the golf-stick.	No one would have doubted that both had lived a good deal of an open air existence: the boy was already muscular and sinewy: the girl looked as if she was well acquainted with the tennis racket and the golf stick.	true	349.49	361.75	19.991043
1018_133447_000009_000003	Nor would any one have made the mistake of thinking that these two were blood relations of the man at the head of the table--between them and him there was not the least resemblance of feature, of colour, or of manner.	Nor would any one have made the mistake of thinking that these two were blood relations of the man at the head of the table-between them and him there was not the least resemblance of feature, of colour, or of manner.	true	361.91	374.68	19.528688
1018_133447_000010_000000	While the boy learnt the last lines of his Latin, and the doctor turned over the newspaper, the girl read a letter--evidently, from the large sprawling handwriting, the missive of some girlish correspondent.	While the boy learnt the last lines of his Latin, and the doctor turned over the newspaper, the girl read a letter-evidently, from the large sprawling handwriting, the missive of some girlish correspondent.	true	375.62	387.76	21
1018_133447_000010_000001	She was deep in it when, from one of the turrets of the Cathedral, a bell began to ring.	She was deep in it when, from one of the turrets of the Cathedral, a bell began to ring.	true	387.95	393.28	24.268517
1018_133447_000010_000002	At that, she glanced at her brother.	At that, she glanced at her brother.	true	393.38	395.89	24.228214
1018_133447_000011_000000	"There's Martin, Dick!" she said.	"There's Martin, Dick!" she said.	false	396.23	398.145	21.793213
1018_133447_000011_000001	"You'll have to hurry."	"You'll have to hurry."	true	398.145	399.25	23.270864
1018_133447_000012_000000	Many a long year before that, in one of the bygone centuries, a worthy citizen of Wrychester, Martin by name, had left a sum of money to the Dean and Chapter of the Cathedral on condition that as long as ever the Cathedral stood, they should cause to be rung a bell from its smaller bell-tower for three minutes before nine o'clock every morning, all the year round.	Many a long year before that, in one of the bygone centuries, a worthy citizen of Wrychester, Martin by name, had left a sum of money to the Dean and Chapter of the Cathedral on condition that as long as ever the Cathedral stood, they should cause to be rung a bell from its smaller bell tower for three minutes before nine o'clock every morning, all the year round.	true	400.31	422.62	18
1018_133447_000012_000001	What Martin's object had been no one now knew--but this bell served to remind young gentlemen going to offices, and boys going to school, that the hour of their servitude was near.	What Martin's object had been no one now knew-but this bell served to remind young gentlemen going to offices, and boys going to school, that the hour of their servitude was near.	false	423.11	434.44	21.259823
1018_133447_000012_000002	And Dick Bewery, without a word, bolted half his coffee, snatched up his book, grabbed at a cap which lay with more books on a chair close by, and vanished through the open window.	And Dick Bewery, without a word, bolted half his coffee, snatched up his book, grabbed at a cap which lay with more books on a chair close by, and vanished through the open window.	true	434.51	445.9	23.381874
1018_133447_000012_000003	The doctor laughed, laid aside his newspaper, and handed his cup across the table.	The doctor laughed, laid aside his newspaper, and handed his cup across the table.	true	446.06	450.73	29.495079
1018_133447_000013_000000	"I don't think you need bother yourself about Dick's ever being late, Mary," he said.	"I don't think you need bother yourself about Dick's ever being late, Mary," he said.	true	451.31	456.21	20.937447
1018_133447_000013_000001	"You are not quite aware of the power of legs that are only seventeen years old.	"You are not quite aware of the power of legs that are only seventeen years old.	false	456.21	461.41	18.327085
1018_133447_000013_000002	Dick could get to any given point in just about one-fourth of the time that I could, for instance--moreover, he has a cunning knowledge of every short cut in the city."	Dick could get to any given point in just about one fourth of the time that I could, for instance-moreover, he has a cunning knowledge of every short cut in the city."	true	461.51	471.34	22.900206
1018_133447_000014_000000	Mary Bewery took the empty cup and began to refill it.	Mary Bewery took the empty cup and began to refill it.	true	472.31	475.69	23.211845
1018_133447_000015_000000	"I don't like him to be late," she remarked.	"I don't like him to be late," she remarked.	true	476.21	478.71	25
1018_133447_000015_000001	"It's the beginning of bad habits."	"It's the beginning of bad habits."	true	478.71	480.67	22.854626
1018_133447_000016_000000	"Oh, well!" said Ransford indulgently.	"Oh, well!" said Ransford indulgently.	true	481.67	484.21	18.594894
1018_133447_000016_000001	"He's pretty free from anything of that sort, you know.	"He's pretty free from anything of that sort, you know.	true	484.37	487.24	21.219679
1018_133447_000016_000002	I haven't even suspected him of smoking, yet."	I haven't even suspected him of smoking, yet."	true	487.34	490.27	31
1018_133447_000017_000000	"That's because he thinks smoking would stop his growth and interfere with his cricket," answered Mary.	"That's because he thinks smoking would stop his growth and interfere with his cricket," answered Mary.	true	491.06	496.3	25
1018_133447_000017_000001	"He would smoke if it weren't for that."	"He would smoke if it weren't for that."	true	496.49	498.64	28.76577
1018_133447_000018_000000	"That's giving him high praise, then," said Ransford.	"That's giving him high praise, then," said Ransford.	true	499.85	502.8	23.018112
1018_133447_000018_000001	"You couldn't give him higher!	"You couldn't give him higher!	true	502.8	504.42	20.887417
1018_133447_000018_000002	Know how to repress his inclinations.	Know how to repress his inclinations.	true	504.42	506.775	16
1018_133447_000018_000003	An excellent thing--and most unusual, I fancy.	An excellent thing-and most unusual, I fancy.	true	506.775	510.07	20.875597
1018_133447_000018_000004	Most people--don't!"	Most people-don't!"	true	510.29	512.17	30.350779
1018_133447_000019_000000	He took his refilled cup, rose from the table, and opened a box of cigarettes which stood on the mantelpiece.	He took his refilled cup, rose from the table, and opened a box of cigarettes which stood on the mantelpiece.	true	512.9	519.19	22.448296
1018_133447_000019_000001	And the girl, instead of picking up her letter again, glanced at him a little doubtfully.	And the girl, instead of picking up her letter again, glanced at him a little doubtfully.	true	519.47	524.68	20.493933
1018_133447_000020_000000	"That reminds me of--of something I wanted to say to you," she said. "You're quite right about people not repressing their inclinations.	"That reminds me of-of something I wanted to say to you," she said. "You're quite right about people not repressing their inclinations.	true	525.38	533.92	21.65448
1018_133447_000020_000001	I--I wish some people would!"	I-I wish some people would!"	true	534.17	536.95	23.93606
1018_133447_000021_000000	Ransford turned quickly from the hearth and gave her a sharp look, beneath which her colour heightened.	Ransford turned quickly from the hearth and gave her a sharp look, beneath which her colour heightened.	true	537.62	543.04	24.27354
1018_133447_000021_000001	Her eyes shifted their gaze away to her letter, and she picked it up and began to fold it nervously.	Her eyes shifted their gaze away to her letter, and she picked it up and began to fold it nervously.	true	543.14	548.83	21
1018_133447_000021_000002	And at that Ransford rapped out a name, putting a quick suggestion of meaning inquiry into his voice.	And at that Ransford rapped out a name, putting a quick suggestion of meaning inquiry into his voice.	false	549.02	555.07	22
1018_133447_000022_000000	"Bryce?" he asked.	"Bryce?" he asked.	true	555.44	557.62	31.174454
1018_133447_000023_000000	The girl nodded her face showing distinct annoyance and dislike.	The girl nodded her face showing distinct annoyance and dislike.	true	557.87	561.7	20.193068
1018_133447_000023_000001	Before saying more, Ransford lighted a cigarette.	Before saying more, Ransford lighted a cigarette.	true	561.71	564.79	21.466026
1018_133447_000024_000000	"Been at it again?" he said at last.	"Been at it again?" he said at last.	true	565.79	567.855	17.725306
1018_133447_000024_000001	"Since last time?"	"Since last time?"	true	567.855	569.17	20
1018_133447_000025_000000	"Twice," she answered.	"Twice," she answered.	true	569.66	571.36	27.986052
1018_133447_000025_000001	"I didn't like to tell you--I've hated to bother you about it.	"I didn't like to tell you-I've hated to bother you about it.	true	571.43	574.75	20.53896
1018_133447_000025_000002	But--what am I to do?	But-what am I to do?	true	574.91	576.64	27.85391
1018_133447_000025_000003	I dislike him intensely--I can't tell why, but it's there, and nothing could ever alter the feeling. And though I told him--before--that it was useless--he mentioned it again--yesterday--at Mrs. Folliot's garden-party."	I dislike him intensely-I can't tell why, but it's there, and nothing could ever alter the feeling. And though I told him-before-that it was useless-he mentioned it again-yesterday-at mrs Folliot's garden party."	true	576.8	590.47	22.736223
1018_133447_000026_000000	"Confound his impudence!" growled Ransford.	"Confound his impudence!" growled Ransford.	true	591.2	594.22	22.013338
1018_133447_000026_000001	"Oh, well!--I'll have to settle with him myself.	"Oh, well!--I'll have to settle with him myself.	true	594.35	597.22	19.990278
1018_133447_000026_000002	It's useless trifling with anything like that.	It's useless trifling with anything like that.	true	597.32	599.88	20.353731
1018_133447_000026_000003	I gave him a quiet hint before.	I gave him a quiet hint before.	true	599.88	602.115	22.894913
1018_133447_000026_000004	And since he won't take it--all right!"	And since he won't take it-all right!"	true	602.115	604.69	26.211962
1018_133447_000027_000000	"But--what shall you do?" she asked anxiously.	"But-what shall you do?" she asked anxiously.	true	605.33	608.29	20.578474
1018_133447_000027_000001	"Not--send him away?"	"Not-send him away?"	true	608.33	610.03	20.409555
1018_133447_000028_000000	"If he's any decency about him, he'll go--after what I say to him," answered Ransford.	"If he's any decency about him, he'll go-after what I say to him," answered Ransford.	true	610.37	616.065	19.517643
1018_133447_000028_000001	"Don't you trouble yourself about it--I'm not at all keen about him.	"Don't you trouble yourself about it-I'm not at all keen about him.	true	616.065	619.96	24.623295
1018_133447_000028_000002	He's a clever enough fellow, and a good assistant, but I don't like him, personally--never did."	He's a clever enough fellow, and a good assistant, but I don't like him, personally-never did."	true	620.03	625.51	23.910908
1018_133447_000029_000000	"I don't want to think that anything that I say should lose him his situation--or whatever you call it," she remarked slowly.	"I don't want to think that anything that I say should lose him his situation-or whatever you call it," she remarked slowly.	true	626.06	633.73	21
1018_133447_000029_000001	"That would seem--"	"That would seem-"	true	633.98	635.085	27.103073
1018_133447_000030_000000	"No need to bother," interrupted Ransford.	"No need to bother," interrupted Ransford.	true	635.085	637.69	20.935474
1018_133447_000030_000001	"He'll get another in two minutes--so to speak.	"He'll get another in two minutes-so to speak.	true	637.85	640.63	23.24691
1018_133447_000030_000002	Anyway, we can't have this going on.	Anyway, we can't have this going on.	true	640.88	643.125	18.093456
1018_133447_000030_000003	The fellow must be an ass!	The fellow must be an ass!	true	643.125	644.8	23
1018_133447_000030_000004	When I was young--"	When I was young-"	true	644.9	646.905	20.713175
1018_133447_000031_000000	He stopped short at that, and turning away, looked out across the garden as if some recollection had suddenly struck him.	He stopped short at that, and turning away, looked out across the garden as if some recollection had suddenly struck him.	true	646.905	653.53	20
1018_133447_000032_000000	"When you were young--which is, of course, such an awfully long time since!" said the girl, a little teasingly.	"When you were young-which is, of course, such an awfully long time since!" said the girl, a little teasingly.	true	654.95	661.69	23.956886
1018_133447_000032_000001	"What?"	"What?"	true	661.97	662.71	28.630768
1018_133447_000033_000000	"Only that if a woman said No--unmistakably--once, a man took it as final," replied Ransford.	"Only that if a woman said No-unmistakably-once, a man took it as final," replied Ransford.	true	663.65	671.32	22.61293
1018_133447_000033_000001	"At least--so I was always given to believe. Nowadays--"	"At least-so I was always given to believe. Nowadays-"	true	671.45	675.97	22.07401
1018_133447_000034_000000	"You forget that Mr. Pemberton Bryce is what most people would call a very pushing young man," said Mary.	"You forget that mr Pemberton Bryce is what most people would call a very pushing young man," said Mary.	true	675.98	682.45	20
1018_133447_000034_000001	"If he doesn't get what he wants in this world, it won't be for not asking for it.	"If he doesn't get what he wants in this world, it won't be for not asking for it.	true	682.7	687.31	19.823
1018_133447_000034_000002	But--if you must speak to him--and I really think you must!--will you tell him that he is not going to get--me?	But-if you must speak to him-and I really think you must!--will you tell him that he is not going to get-me?	true	687.77	695.11	25.468876
1018_133447_000034_000003	Perhaps he'll take it finally from you--as my guardian."	Perhaps he'll take it finally from you-as my guardian."	true	695.33	698.77	23.545376
1018_133447_000035_000000	"I don't know if parents and guardians count for much in these degenerate days," said Ransford.	"I don't know if parents and guardians count for much in these degenerate days," said Ransford.	true	699.74	704.95	20.828117
1018_133447_000035_000001	"But--I won't have him annoying you. And--I suppose it has come to annoyance?"	"But-I won't have him annoying you. And-I suppose it has come to annoyance?"	true	705.41	710.11	21.177217
1018_133447_000036_000000	"It's very annoying to be asked three times by a man whom you've told flatly, once for all, that you don't want him, at any time, ever!" she answered.	"It's very annoying to be asked three times by a man whom you've told flatly, once for all, that you don't want him, at any time, ever!" she answered.	false	710.78	720.25	23.209381
1018_133447_000036_000001	"It's--irritating!"	"It's-irritating!"	true	720.29	721.93	24.814768
1018_133447_000037_000000	"All right," said Ransford quietly.	"All right," said Ransford quietly.	true	722.18	724.78	26.448977
1018_133447_000037_000001	"I'll speak to him.	"I'll speak to him.	true	724.97	726.315	27.594097
1018_133447_000037_000002	There's going to be no annoyance for you under this roof."	There's going to be no annoyance for you under this roof."	true	726.315	729.64	25.582754
1018_133447_000038_000000	The girl gave him a quick glance, and Ransford turned away from her and picked up his letters.	The girl gave him a quick glance, and Ransford turned away from her and picked up his letters.	true	730.13	734.98	20.706703
1018_133447_000039_000000	"Thank you," she said.	"Thank you," she said.	true	735.77	737.53	24.965672
1018_133447_000039_000001	"But--there's no need to tell me that, because I know it already.	"But-there's no need to tell me that, because I know it already.	true	737.69	741.58	23.91635
1018_133447_000039_000002	Now I wonder if you'll tell me something more?"	Now I wonder if you'll tell me something more?"	true	741.77	744.22	20.6504
1018_133447_000040_000000	Ransford turned back with a sudden apprehension.	Ransford turned back with a sudden apprehension.	true	744.98	747.67	22.69306
1018_133447_000041_000000	"Well?" he asked brusquely.	"Well?" he asked brusquely.	true	748.34	750.585	30.01895
1018_133447_000041_000001	"What?"	"What?"	true	750.585	751.21	31.049217
1018_133447_000042_000000	"When are you going to tell me all about--Dick and myself?" she asked. "You promised that you would, you know, some day.	"When are you going to tell me all about-Dick and myself?" she asked. "You promised that you would, you know, some day.	true	752.18	760.3	23.473682
1018_133447_000042_000001	And--a whole year's gone by since then.	And-a whole year's gone by since then.	true	760.64	763.69	25.514664
1018_133447_000042_000002	And--Dick's seventeen!	And-Dick's seventeen!	true	764.09	765.94	22.43949
1018_133447_000042_000003	He won't be satisfied always--just to know no more than that our father and mother died when we were very little, and that you've been guardian--and all that you have been!--to us.	He won't be satisfied always-just to know no more than that our father and mother died when we were very little, and that you've been guardian-and all that you have been!--to us.	true	766.07	777.01	19
1018_133447_000042_000004	Will he, now?"	Will he, now?"	true	777.53	778.57	21.24487
1018_133447_000043_000000	Ransford laid down his letters again, and thrusting his hands in his pockets, squared his shoulders against the mantelpiece.	Ransford laid down his letters again, and thrusting his hands in his pockets, squared his shoulders against the mantelpiece.	true	779.33	786.1	20.770773
1018_133447_000043_000001	"Don't you think you might wait until you're twenty-one?" he asked.	"Don't you think you might wait until you're twenty one?" he asked.	false	787.13	790.83	20.808294
1018_133447_000044_000000	"Why?" she said, with a laugh.	"Why?" she said, with a laugh.	true	790.83	793.05	17.977444
1018_133447_000044_000001	"I'm just twenty--do you really think I shall be any wiser in twelve months?	"I'm just twenty-do you really think I shall be any wiser in twelve months?	true	793.05	797.265	20.393179
1018_133447_000044_000002	Of course I shan't!"	Of course I shan't!"	true	797.265	798.58	20.321857
1018_133447_000045_000000	"You don't know that," he replied.	"You don't know that," he replied.	true	799.19	801.195	24.638647
1018_133447_000045_000001	"You may be--a great deal wiser."	"You may be-a great deal wiser."	true	801.195	804.13	22.352476
1018_133447_000046_000000	"But what has that got to do with it?" she persisted.	"But what has that got to do with it?" she persisted.	true	804.95	807.63	23.134584
1018_133447_000046_000001	"Is there any reason why I shouldn't be told--everything?"	"Is there any reason why I shouldn't be told-everything?"	true	807.63	810.97	19
1018_133447_000047_000000	She was looking at him with a certain amount of demand--and Ransford, who had always known that some moment of this sort must inevitably come, felt that she was not going to be put off with ordinary excuses.	She was looking at him with a certain amount of demand-and Ransford, who had always known that some moment of this sort must inevitably come, felt that she was not going to be put off with ordinary excuses.	true	811.85	823.93	20.479143
1018_133447_000047_000001	He hesitated--and she went on speaking.	He hesitated-and she went on speaking.	true	824.24	827.11	31.094494
1018_133447_000048_000000	"You know," she continued, almost pleadingly.	"You know," she continued, almost pleadingly.	true	828.05	830.715	25.283895
1018_133447_000048_000001	"We don't know anything--at all.	"We don't know anything-at all.	true	830.715	833.26	21.958569
1018_133447_000048_000002	I never have known, and until lately Dick has been too young to care--"	I never have known, and until lately Dick has been too young to care-"	true	833.72	837.84	19.572248
1018_133447_000049_000000	"Has he begun asking questions?" demanded Ransford hastily.	"Has he begun asking questions?" demanded Ransford hastily.	false	837.84	841.21	21
1018_133447_000050_000000	"Once or twice, lately--yes," replied Mary.	"Once or twice, lately-yes," replied Mary.	true	841.85	844.99	23.596743
1018_133447_000050_000001	"It's only natural." She laughed a little--a forced laugh.	"It's only natural." She laughed a little-a forced laugh.	true	845.18	849.25	26.99061
1018_133447_000050_000002	"They say," she went on, "that it doesn't matter, nowadays, if you can't tell who your grandfather was--but, just think, we don't know who our father was--except that his name was John Bewery.	"They say," she went on, "that it doesn't matter, nowadays, if you can't tell who your grandfather was-but, just think, we don't know who our father was-except that his name was john Bewery.	true	849.38	861.31	23.044998
1018_133447_000050_000003	That doesn't convey much."	That doesn't convey much."	true	861.44	863.14	28.510202
1018_133447_000051_000000	"You know more," said Ransford.	"You know more," said Ransford.	true	863.93	865.845	18.588314
1018_133447_000051_000001	"I told you--always have told you--that he was an early friend of mine, a man of business, who, with your mother, died young, and I, as their friend, became guardian to you and Dick.	"I told you-always have told you-that he was an early friend of mine, a man of business, who, with your mother, died young, and I, as their friend, became guardian to you and Dick.	true	865.845	877.06	20.622572
1018_133447_000051_000002	Is--is there anything much more that I could tell?"	Is-is there anything much more that I could tell?"	true	877.16	880.45	26
1018_133447_000052_000000	"There's something I should very much like to know--personally," she answered, after a pause which lasted so long that Ransford began to feel uncomfortable under it.	"There's something I should very much like to know-personally," she answered, after a pause which lasted so long that Ransford began to feel uncomfortable under it.	true	882.14	890.95	20.316858
1018_133447_000052_000001	"Don't be angry--or hurt--if I tell you plainly what it is.	"Don't be angry-or hurt-if I tell you plainly what it is.	true	891.59	895.39	24.035181
1018_133447_000052_000002	I'm quite sure it's never even occurred to Dick--but I'm three years ahead of him.	I'm quite sure it's never even occurred to Dick-but I'm three years ahead of him.	false	895.7	900.82	24.795837
1018_133447_000052_000003	It's this--have we been dependent on you?"	It's this-have we been dependent on you?"	true	901.4	904.9	29.57761
1018_133447_000053_000000	Ransford's face flushed and he turned deliberately to the window, and for a moment stood staring out on his garden and the glimpses of the Cathedral.	Ransford's face flushed and he turned deliberately to the window, and for a moment stood staring out on his garden and the glimpses of the Cathedral.	true	905.63	914.38	22
1018_133447_000053_000001	And just as deliberately as he had turned away, he turned back.	And just as deliberately as he had turned away, he turned back.	true	914.63	918.12	21.625
1018_133447_000054_000000	"No!" he said.	"No!" he said.	true	918.12	919.93	20.326302
1018_133447_000054_000001	"Since you ask me, I'll tell you that.	"Since you ask me, I'll tell you that.	true	920	922.12	26.908834
1018_133447_000054_000002	You've both got money--due to you when you're of age.	You've both got money-due to you when you're of age.	true	922.25	925.42	22.957924
1018_133447_000054_000003	It--it's in my hands.	It-it's in my hands.	true	925.7	928.02	21.379452
1018_133447_000054_000004	Not a great lot--but sufficient to--to cover all your expenses. Education--everything.	Not a great lot-but sufficient to-to cover all your expenses. Education-everything.	true	928.02	934.42	22.92642
1018_133447_000054_000005	When you're twenty-one, I'll hand over yours--when Dick's twenty-one, his.	When you're twenty one, I'll hand over yours-when Dick's twenty one, his.	false	934.49	939.09	20.110205
1018_133447_000054_000006	Perhaps I ought to have told you all that before, but--I didn't think it necessary.	Perhaps I ought to have told you all that before, but-I didn't think it necessary.	true	939.09	943.75	22.475395
1018_133447_000054_000007	I--I dare say I've a tendency to let things slide."	I-I dare say I've a tendency to let things slide."	true	944.03	948.25	24.748005
1018_133447_000055_000000	"You've never let things slide about us," she replied quickly, with a sudden glance which made him turn away again.	"You've never let things slide about us," she replied quickly, with a sudden glance which made him turn away again.	true	948.95	954.88	21.957632
1018_133447_000055_000001	"And I only wanted to know--because I'd got an idea that--well, that we were owing everything to you."	"And I only wanted to know-because I'd got an idea that-well, that we were owing everything to you."	true	955.1	961.93	21.322058
1018_133447_000056_000000	"Not from me!" he exclaimed.	"Not from me!" he exclaimed.	true	962.39	964.51	22.735262
