359_133630_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	0.63	2.77	20.190527
359_133630_000007_000002	AWAY! XXII HOW UMSLOPOGAAS HELD THE STAIR XXIII I HAVE SPOKEN	AWAY! twenty two HOW u m s l o p o g a a s HELD THE STAIR twenty three I HAVE SPOKEN	false	63.42	63.63	-20
359_133630_000008_000000	INTRODUCTION	INTRODUCTION	false	63.63	63.645	-20
359_133630_000009_000000	December 23	december twenty third	true	63.645	65.29	25.352633
359_133630_000010_000000	'I have just buried my boy, my poor handsome boy of whom I was so proud, and my heart is broken.	'I have just buried my boy, my poor handsome boy of whom I was so proud, and my heart is broken.	true	67.07	76.48	20.246498
359_133630_000010_000001	It is very hard having only one son to lose him thus, but God's will be done.	It is very hard having only one son to lose him thus, but God's will be done.	true	77.87	84.28	16.87118
359_133630_000010_000002	Who am I that I should complain?	Who am I that I should complain?	true	85.13	87.46	25.926796
359_133630_000010_000003	The great wheel of Fate rolls on like a Juggernaut, and crushes us all in turn, some soon, some late--it does not matter when, in the end, it crushes us all.	The great wheel of Fate rolls on like a Juggernaut, and crushes us all in turn, some soon, some late-it does not matter when, in the end, it crushes us all.	true	88.76	103.36	20.611187
359_133630_000010_000004	We do not prostrate ourselves before it like the poor Indians; we fly hither and thither--we cry for mercy; but it is of no use, the black Fate thunders on and in its season reduces us to powder.	We do not prostrate ourselves before it like the poor Indians; we fly hither and thither-we cry for mercy; but it is of no use, the black Fate thunders on and in its season reduces us to powder.	true	104.27	120.7	21.070454
359_133630_000011_000000	'Poor Harry to go so soon! just when his life was opening to him.	'Poor Harry to go so soon! just when his life was opening to him.	true	122.06	127.84	19.79743
359_133630_000011_000001	He was doing so well at the hospital, he had passed his last examination with honours, and I was proud of them, much prouder than he was, I think.	He was doing so well at the hospital, he had passed his last examination with honours, and I was proud of them, much prouder than he was, I think.	true	129.05	138.61	23.680956
359_133630_000011_000002	And then he must needs go to that smallpox hospital.	And then he must needs go to that smallpox hospital.	true	139.85	143.35	22.536198
359_133630_000011_000003	He wrote to me that he was not afraid of smallpox and wanted to gain the experience; and now the disease has killed him, and I, old and grey and withered, am left to mourn over him, without a chick or child to comfort me.	He wrote to me that he was not afraid of smallpox and wanted to gain the experience; and now the disease has killed him, and I, old and grey and withered, am left to mourn over him, without a chick or child to comfort me.	true	144.35	161.92	22.729383
359_133630_000011_000004	I might have saved him, too--I have money enough for both of us, and much more than enough--King Solomon's Mines provided me with that; but I said, "No, let the boy earn his living, let him labour that he may enjoy rest." But the rest has come to him before the labour.	I might have saved him, too-I have money enough for both of us, and much more than enough-King Solomon's Mines provided me with that; but I said, "No, let the boy earn his living, let him labour that he may enjoy rest." But the rest has come to him before the labour.	true	162.89	183.04	21.579578
359_133630_000011_000005	Oh, my boy, my boy!	Oh, my boy, my boy!	true	184.16	186.61	15.669871
359_133630_000012_000000	'I am like the man in the Bible who laid up much goods and builded barns--goods for my boy and barns for him to store them in; and now his soul has been required of him, and I am left desolate.	'I am like the man in the Bible who laid up much goods and builded barns-goods for my boy and barns for him to store them in; and now his soul has been required of him, and I am left desolate.	true	188.3	204.61	20.020191
359_133630_000012_000001	I would that it had been my soul and not my boy's!	I would that it had been my soul and not my boy's!	true	205.79	210.58	17.549276
359_133630_000013_000000	'We buried him this afternoon under the shadow of the grey and ancient tower of the church of this village where my house is.	'We buried him this afternoon under the shadow of the grey and ancient tower of the church of this village where my house is.	true	212.87	220.33	20.754797
359_133630_000013_000001	It was a dreary December afternoon, and the sky was heavy with snow, but not much was falling.	It was a dreary December afternoon, and the sky was heavy with snow, but not much was falling.	true	221.93	229.96	19.800339
359_133630_000013_000002	The coffin was put down by the grave, and a few big flakes lit upon it.	The coffin was put down by the grave, and a few big flakes lit upon it.	true	231.14	236.02	24.136747
359_133630_000013_000003	They looked very white upon the black cloth!	They looked very white upon the black cloth!	true	237.17	240.01	23.736702
359_133630_000013_000004	There was a little hitch about getting the coffin down into the grave--the necessary ropes had been forgotten: so we drew back from it, and waited in silence watching the big flakes fall gently one by one like heavenly benedictions, and melt in tears on Harry's pall.	There was a little hitch about getting the coffin down into the grave-the necessary ropes had been forgotten: so we drew back from it, and waited in silence watching the big flakes fall gently one by one like heavenly benedictions, and melt in tears on Harry's pall.	true	241.07	262.33	21.658678
359_133630_000013_000005	But that was not all. A robin redbreast came as bold as could be and lit upon the coffin and began to sing.	But that was not all. A robin redbreast came as bold as could be and lit upon the coffin and began to sing.	true	263.96	272.11	20.743029
359_133630_000013_000006	And then I am afraid that I broke down, and so did Sir Henry Curtis, strong man though he is; and as for Captain Good, I saw him turn away too; even in my own distress I could not help noticing it.'	And then I am afraid that I broke down, and so did Sir Henry Curtis, strong man though he is; and as for Captain Good, I saw him turn away too; even in my own distress I could not help noticing it.'	true	273.32	289.51	19.673481
359_133630_000014_000000	The above, signed 'Allan Quatermain', is an extract from my diary written two years and more ago.	The above, signed 'Allan Quatermain', is an extract from my diary written two years and more ago.	true	291.44	300.55	21.410717
359_133630_000014_000001	I copy it down here because it seems to me that it is the fittest beginning to the history that I am about to write, if it please God to spare me to finish it.	I copy it down here because it seems to me that it is the fittest beginning to the history that I am about to write, if it please God to spare me to finish it.	true	301.43	311.68	24.818245
359_133630_000014_000002	If not, well it does not matter.	If not, well it does not matter.	true	313.16	315.46	19.2006
359_133630_000014_000003	That extract was penned seven thousand miles or so from the spot where I now lie painfully and slowly writing this, with a pretty girl standing by my side fanning the flies from my august countenance. Harry is there and I am here, and yet somehow I cannot help feeling that I am not far off Harry.	That extract was penned seven thousand miles or so from the spot where I now lie painfully and slowly writing this, with a pretty girl standing by my side fanning the flies from my august countenance. Harry is there and I am here, and yet somehow I cannot help feeling that I am not far off Harry.	true	315.95	340.09	20.8259
359_133630_000015_000000	When I was in England I used to live in a very fine house--at least I call it a fine house, speaking comparatively, and judging from the standard of the houses I have been accustomed to all my life in Africa--not five hundred yards from the old church where Harry is asleep, and thither I went after the funeral and ate some food; for it is no good starving even if one has just buried all one's earthly hopes.	When I was in England I used to live in a very fine house-at least I call it a fine house, speaking comparatively, and judging from the standard of the houses I have been accustomed to all my life in Africa-not five hundred yards from the old church where Harry is asleep, and thither I went after the funeral and ate some food; for it is no good starving even if one has just buried all one's earthly hopes.	true	342.44	373	21.387983
359_133630_000015_000001	But I could not eat much, and soon I took to walking, or rather limping--being permanently lame from the bite of a lion--up and down, up and down the oak-panelled vestibule; for there is a vestibule in my house in England.	But I could not eat much, and soon I took to walking, or rather limping-being permanently lame from the bite of a lion-up and down, up and down the oak panelled vestibule; for there is a vestibule in my house in England.	false	374.24	393.13	22.945824
359_133630_000015_000002	On all the four walls of this vestibule were placed pairs of horns--about a hundred pairs altogether, all of which I had shot myself.	On all the four walls of this vestibule were placed pairs of horns-about a hundred pairs altogether, all of which I had shot myself.	true	394.49	405.58	21.929598
359_133630_000015_000003	They are beautiful specimens, as I never keep any horns which are not in every way perfect, unless it may be now and again on account of the associations connected with them.	They are beautiful specimens, as I never keep any horns which are not in every way perfect, unless it may be now and again on account of the associations connected with them.	true	406.58	418.48	23.0119
359_133630_000015_000004	In the centre of the room, however, over the wide fireplace, there was a clear space left on which I had fixed up all my rifles.	In the centre of the room, however, over the wide fireplace, there was a clear space left on which I had fixed up all my rifles.	true	420.26	429.49	23.893589
359_133630_000015_000005	Some of them I have had for forty years, old muzzle-loaders that nobody would look at nowadays.	Some of them I have had for forty years, old muzzle loaders that nobody would look at nowadays.	true	430.85	437.86	21.092264
359_133630_000015_000006	One was an elephant gun with strips of rimpi, or green hide, lashed round the stock and locks, such as used to be owned by the Dutchmen--a 'roer' they call it.	One was an elephant gun with strips of rimpi, or green hide, lashed round the stock and locks, such as used to be owned by the Dutchmen-a 'roer' they call it.	false	439.52	451.96	23.471735
359_133630_000015_000007	That gun, the Boer I bought it from many years ago told me, had been used by his father at the battle of the Blood River, just after Dingaan swept into Natal and slaughtered six hundred men, women, and children, so that the Boers named the place where they died 'Weenen', or the 'Place of Weeping'; and so it is called to this day, and always will be called.	That gun, the Boer I bought it from many years ago told me, had been used by his father at the battle of the Blood River, just after Dingaan swept into Natal and slaughtered six hundred men, women, and children, so that the Boers named the place where they died 'Weenen', or the 'Place of Weeping'; and so it is called to this day, and always will be called.	false	453.02	480.34	22.403269
359_133630_000015_000008	And many an elephant have I shot with that old gun.	And many an elephant have I shot with that old gun.	true	481.82	484.57	20
359_133630_000015_000009	She always took a handful of black powder and a three-ounce ball, and kicked like the very deuce.	She always took a handful of black powder and a three ounce ball, and kicked like the very deuce.	false	485.27	491.35	24.810177
359_133630_000016_000000	Well, up and down I walked, staring at the guns and the horns which the guns had brought low; and as I did so there rose up in me a great craving:--I would go away from this place where I lived idly and at ease, back again to the wild land where I had spent my life, where I met my dear wife and poor Harry was born, and so many things, good, bad, and indifferent, had happened to me.	Well, up and down I walked, staring at the guns and the horns which the guns had brought low; and as I did so there rose up in me a great craving:--I would go away from this place where I lived idly and at ease, back again to the wild land where I had spent my life, where I met my dear wife and poor Harry was born, and so many things, good, bad, and indifferent, had happened to me.	true	493.04	523.57	21.367931
359_133630_000016_000001	The thirst for the wilderness was on me; I could tolerate this place no more; I would go and die as I had lived, among the wild game and the savages.	The thirst for the wilderness was on me; I could tolerate this place no more; I would go and die as I had lived, among the wild game and the savages.	false	524.72	536.59	22.143696
359_133630_000016_000002	Yes, as I walked, I began to long to see the moonlight gleaming silvery white over the wide veldt and mysterious sea of bush, and watch the lines of game travelling down the ridges to the water.	Yes, as I walked, I began to long to see the moonlight gleaming silvery white over the wide veldt and mysterious sea of bush, and watch the lines of game travelling down the ridges to the water.	true	537.98	550.93	20.032722
359_133630_000016_000003	The ruling passion is strong in death, they say, and my heart was dead that night.	The ruling passion is strong in death, they say, and my heart was dead that night.	true	552.44	558.61	20.878239
359_133630_000016_000004	But, independently of my trouble, no man who has for forty years lived the life I have, can with impunity go coop himself in this prim English country, with its trim hedgerows and cultivated fields, its stiff formal manners, and its well-dressed crowds.	But, independently of my trouble, no man who has for forty years lived the life I have, can with impunity go coop himself in this prim English country, with its trim hedgerows and cultivated fields, its stiff formal manners, and its well dressed crowds.	true	560	581.44	21.405596
359_133630_000016_000005	He begins to long--ah, how he longs!--for the keen breath of the desert air; he dreams of the sight of Zulu impis breaking on their foes like surf upon the rocks, and his heart rises up in rebellion against the strict limits of the civilized life.	He begins to long-ah, how he longs!--for the keen breath of the desert air; he dreams of the sight of Zulu impis breaking on their foes like surf upon the rocks, and his heart rises up in rebellion against the strict limits of the civilized life.	false	582.47	600.67	21.118055
359_133630_000017_000000	Ah! this civilization, what does it all come to?	Ah! this civilization, what does it all come to?	true	601.04	605.2	23.514309
359_133630_000017_000001	For forty years and more I lived among savages, and studied them and their ways; and now for several years I have lived here in England, and have in my own stupid manner done my best to learn the ways of the children of light; and what have I found?	For forty years and more I lived among savages, and studied them and their ways; and now for several years I have lived here in England, and have in my own stupid manner done my best to learn the ways of the children of light; and what have I found?	false	605.93	624.28	19.72084
359_133630_000017_000002	A great gulf fixed?	A great gulf fixed?	true	624.74	626.92	28.646734
359_133630_000017_000003	No, only a very little one, that a plain man's thought may spring across.	No, only a very little one, that a plain man's thought may spring across.	true	627.47	633.1	21.029015
359_133630_000017_000004	I say that as the savage is, so is the white man, only the latter is more inventive, and possesses the faculty of combination; save and except also that the savage, as I have known him, is to a large extent free from the greed of money, which eats like a cancer into the heart of the white man.	I say that as the savage is, so is the white man, only the latter is more inventive, and possesses the faculty of combination; save and except also that the savage, as I have known him, is to a large extent free from the greed of money, which eats like a cancer into the heart of the white man.	false	633.98	655.69	21.317282
359_133630_000017_000005	It is a depressing conclusion, but in all essentials the savage and the child of civilization are identical.	It is a depressing conclusion, but in all essentials the savage and the child of civilization are identical.	true	657.2	665.5	21.544695
359_133630_000017_000006	I dare say that the highly civilized lady reading this will smile at an old fool of a hunter's simplicity when she thinks of her black bead-bedecked sister; and so will the superfine cultured idler scientifically eating a dinner at his club, the cost of which would keep a starving family for a week.	I dare say that the highly civilized lady reading this will smile at an old fool of a hunter's simplicity when she thinks of her black bead bedecked sister; and so will the superfine cultured idler scientifically eating a dinner at his club, the cost of which would keep a starving family for a week.	true	666.71	687.67	21.541307
359_133630_000017_000007	And yet, my dear young lady, what are those pretty things round your own neck?--they have a strong family resemblance, especially when you wear that _very_ low dress, to the savage woman's beads.	And yet, my dear young lady, what are those pretty things round your own neck?--they have a strong family resemblance, especially when you wear that underscore very underscore low dress, to the savage woman's beads.	false	688.76	701.8	19.804197
359_133630_000017_000008	Your habit of turning round and round to the sound of horns and tom-toms, your fondness for pigments and powders, the way in which you love to subjugate yourself to the rich warrior who has captured you in marriage, and the quickness with which your taste in feathered head-dresses varies--all these things suggest touches of kinship; and you remember that in the fundamental principles of your nature you are quite identical.	Your habit of turning round and round to the sound of horns and tom toms, your fondness for pigments and powders, the way in which you love to subjugate yourself to the rich warrior who has captured you in marriage, and the quickness with which your taste in feathered head dresses varies-all these things suggest touches of kinship; and you remember that in the fundamental principles of your nature you are quite identical.	true	702.92	733.81	21.472672
359_133630_000017_000009	As for you, sir, who also laugh, let some man come and strike you in the face whilst you are enjoying that marvellous-looking dish, and we shall soon see how much of the savage there is in _you_.	As for you, sir, who also laugh, let some man come and strike you in the face whilst you are enjoying that marvellous looking dish, and we shall soon see how much of the savage there is in underscore you underscore.	false	734.78	751.8	18.681805
359_133630_000018_000000	There, I might go on for ever, but what is the good?	There, I might go on for ever, but what is the good?	true	751.8	754.96	21.71291
359_133630_000018_000001	Civilization is only savagery silver-gilt.	Civilization is only savagery silver gilt.	true	756.08	760.78	19.491146
359_133630_000018_000002	A vainglory is it, and like a northern light, comes but to fade and leave the sky more dark.	A vainglory is it, and like a northern light, comes but to fade and leave the sky more dark.	true	761.06	769.15	24.508942
359_133630_000018_000003	Out of the soil of barbarism it has grown like a tree, and, as I believe, into the soil like a tree it will once more, sooner or later, fall again, as the Egyptian civilization fell, as the Hellenic civilization fell, and as the Roman civilization and many others of which the world has now lost count, fell also.	Out of the soil of barbarism it has grown like a tree, and, as I believe, into the soil like a tree it will once more, sooner or later, fall again, as the Egyptian civilization fell, as the Hellenic civilization fell, and as the Roman civilization and many others of which the world has now lost count, fell also.	true	770.09	795.94	18.937042
359_133630_000018_000004	Do not let me, however, be understood as decrying our modern institutions, representing as they do the gathered experience of humanity applied for the good of all.	Do not let me, however, be understood as decrying our modern institutions, representing as they do the gathered experience of humanity applied for the good of all.	true	797.63	808.99	22.070526
359_133630_000018_000005	Of course they have great advantages--hospitals for instance; but then, remember, we breed the sickly people who fill them.	Of course they have great advantages-hospitals for instance; but then, remember, we breed the sickly people who fill them.	true	810.05	819.49	20.8363
359_133630_000018_000006	In a savage land they do not exist. Besides, the question will arise: How many of these blessings are due to Christianity as distinct from civilization?	In a savage land they do not exist. Besides, the question will arise: How many of these blessings are due to Christianity as distinct from civilization?	true	820.25	831.73	20.16009
359_133630_000018_000007	And so the balance sways and the story runs--here a gain, there a loss, and Nature's great average struck across the two, whereof the sum total forms one of the factors in that mighty equation in which the result will equal the unknown quantity of her purpose.	And so the balance sways and the story runs-here a gain, there a loss, and Nature's great average struck across the two, whereof the sum total forms one of the factors in that mighty equation in which the result will equal the unknown quantity of her purpose.	false	832.85	855.19	22.081661
359_133630_000019_000000	I make no apology for this digression, especially as this is an introduction which all young people and those who never like to think (and it is a bad habit) will naturally skip.	I make no apology for this digression, especially as this is an introduction which all young people and those who never like to think (and it is a bad habit) will naturally skip.	true	857.21	869.41	22.898462
359_133630_000019_000001	It seems to me very desirable that we should sometimes try to understand the limitations of our nature, so that we may not be carried away by the pride of knowledge.	It seems to me very desirable that we should sometimes try to understand the limitations of our nature, so that we may not be carried away by the pride of knowledge.	true	870.29	880.81	22.092375
359_133630_000019_000002	Man's cleverness is almost indefinite, and stretches like an elastic band, but human nature is like an iron ring.	Man's cleverness is almost indefinite, and stretches like an elastic band, but human nature is like an iron ring.	true	882.08	891.64	23.393211
359_133630_000019_000003	You can go round and round it, you can polish it highly, you can even flatten it a little on one side, whereby you will make it bulge out the other, but you will _never_, while the world endures and man is man, increase its total circumference.	You can go round and round it, you can polish it highly, you can even flatten it a little on one side, whereby you will make it bulge out the other, but you will underscore never underscore, while the world endures and man is man, increase its total circumference.	false	892.4	910.48	21.642515
359_133630_000019_000004	It is the one fixed unchangeable thing--fixed as the stars, more enduring than the mountains, as unalterable as the way of the Eternal.	It is the one fixed unchangeable thing-fixed as the stars, more enduring than the mountains, as unalterable as the way of the Eternal.	true	911.63	923.17	23.702145
359_133630_000019_000005	Human nature is God's kaleidoscope, and the little bits of coloured glass which represent our passions, hopes, fears, joys, aspirations towards good and evil and what not, are turned in His mighty hand as surely and as certainly as it turns the stars, and continually fall into new patterns and combinations.	Human nature is God's kaleidoscope, and the little bits of coloured glass which represent our passions, hopes, fears, joys, aspirations towards good and evil and what not, are turned in His mighty hand as surely and as certainly as it turns the stars, and continually fall into new patterns and combinations.	false	924.47	952.15	21.877367
359_133630_000019_000006	But the composing elements remain the same, nor will there be one more bit of coloured glass nor one less for ever and ever.	But the composing elements remain the same, nor will there be one more bit of coloured glass nor one less for ever and ever.	true	952.97	962.83	20.58988
359_133630_000020_000000	This being so, supposing for the sake of argument we divide ourselves into twenty parts, nineteen savage and one civilized, we must look to the nineteen savage portions of our nature, if we would really understand ourselves, and not to the twentieth, which, though so insignificant in reality, is spread all over the other nineteen, making them appear quite different from what they really are, as the blacking does a boot, or the veneer a table.	This being so, supposing for the sake of argument we divide ourselves into twenty parts, nineteen savage and one civilized, we must look to the nineteen savage portions of our nature, if we would really understand ourselves, and not to the twentieth, which, though so insignificant in reality, is spread all over the other nineteen, making them appear quite different from what they really are, as the blacking does a boot, or the veneer a table.	false	964.49	1000.03	22.701073
359_133630_000020_000001	It is on the nineteen rough serviceable savage portions that we fall back on emergencies, not on the polished but unsubstantial twentieth.	It is on the nineteen rough serviceable savage portions that we fall back on emergencies, not on the polished but unsubstantial twentieth.	true	1001.54	1012.87	24.546972
359_133630_000020_000002	Civilization should wipe away our tears, and yet we weep and cannot be comforted.	Civilization should wipe away our tears, and yet we weep and cannot be comforted.	true	1013.87	1020.07	20.177029
359_133630_000020_000003	Warfare is abhorrent to her, and yet we strike out for hearth and home, for honour and fair fame, and can glory in the blow.	Warfare is abhorrent to her, and yet we strike out for hearth and home, for honour and fair fame, and can glory in the blow.	false	1020.86	1030.99	19.847862
359_133630_000020_000004	And so on, through everything.	And so on, through everything.	true	1032.08	1035.04	19.540237
359_133630_000021_000000	So, when the heart is stricken, and the head is humbled in the dust, civilization fails us utterly.	So, when the heart is stricken, and the head is humbled in the dust, civilization fails us utterly.	true	1035.71	1043.53	21.052055
359_133630_000021_000001	Back, back, we creep, and lay us like little children on the great breast of Nature, she that perchance may soothe us and make us forget, or at least rid remembrance of its sting. Who has not in his great grief felt a longing to look upon the outward features of the universal Mother; to lie on the mountains and watch the clouds drive across the sky and hear the rollers break in thunder on the shore, to let his poor struggling life mingle for a while in her life; to feel the slow beat of her eternal heart, and to forget his woes, and let his identity be swallowed in the vast imperceptibly moving energy of her of whom we are, from whom we came, and with whom we shall again be mingled, who gave us birth, and will in a day to come give us our burial also.	Back, back, we creep, and lay us like little children on the great breast of Nature, she that perchance may soothe us and make us forget, or at least rid remembrance of its sting. Who has not in his great grief felt a longing to look upon the outward features of the universal Mother; to lie on the mountains and watch the clouds drive across the sky and hear the rollers break in thunder on the shore, to let his poor struggling life mingle for a while in her life; to feel the slow beat of her eternal heart, and to forget his woes, and let his identity be swallowed in the vast imperceptibly moving energy of her of whom we are, from whom we came, and with whom we shall again be mingled, who gave us birth, and will in a day to come give us our burial also.	false	1044.89	1106.92	21.228012
359_133630_000022_000000	And so in my trouble, as I walked up and down the oak-panelled vestibule of my house there in Yorkshire, I longed once more to throw myself into the arms of Nature.	And so in my trouble, as I walked up and down the oak panelled vestibule of my house there in Yorkshire, I longed once more to throw myself into the arms of Nature.	true	1108.76	1119.64	21.328869
359_133630_000022_000001	Not the Nature which you know, the Nature that waves in well-kept woods and smiles out in corn-fields, but Nature as she was in the age when creation was complete, undefiled as yet by any human sinks of sweltering humanity.	Not the Nature which you know, the Nature that waves in well kept woods and smiles out in corn fields, but Nature as she was in the age when creation was complete, undefiled as yet by any human sinks of sweltering humanity.	false	1120.25	1137.91	22.120686
359_133630_000022_000002	I would go again where the wild game was, back to the land whereof none know the history, back to the savages, whom I love, although some of them are almost as merciless as Political Economy.	I would go again where the wild game was, back to the land whereof none know the history, back to the savages, whom I love, although some of them are almost as merciless as Political Economy.	true	1139.18	1154.14	21.151114
359_133630_000022_000003	There, perhaps, I should be able to learn to think of poor Harry lying in the churchyard, without feeling as though my heart would break in two.	There, perhaps, I should be able to learn to think of poor Harry lying in the churchyard, without feeling as though my heart would break in two.	false	1155.23	1195.89	22.08162
