1806_143946_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	10.095	12.4	24.956709
1806_143946_000016_000000	In point of fact, the country which is the scene of the following tale has undergone as little change, since the historical events alluded to had place, as almost any other district of equal extent within the whole limits of the United States.	In point of fact, the country which is the scene of the following tale has undergone as little change, since the historical events alluded to had place, as almost any other district of equal extent within the whole limits of the United States.	true	472.7	489.04	25.953917
1806_143946_000016_000001	There are fashionable and well-attended watering-places at and near the spring where Hawkeye halted to drink, and roads traverse the forests where he and his friends were compelled to journey without even a path.	There are fashionable and well attended watering places at and near the spring where Hawkeye halted to drink, and roads traverse the forests where he and his friends were compelled to journey without even a path.	false	490.07	505.06	24.67957
1806_143946_000016_000002	Glen's has a large village; and while William Henry, and even a fortress of later date, are only to be traced as ruins, there is another village on the shores of the Horican.	Glen's has a large village; and while William Henry, and even a fortress of later date, are only to be traced as ruins, there is another village on the shores of the Horican.	true	505.79	517.48	22.699013
1806_143946_000016_000003	But, beyond this, the enterprise and energy of a people who have done so much in other places have done little here.	But, beyond this, the enterprise and energy of a people who have done so much in other places have done little here.	true	517.55	527.29	24.933393
1806_143946_000016_000004	The whole of that wilderness, in which the latter incidents of the legend occurred, is nearly a wilderness still, though the red man has entirely deserted this part of the state.	The whole of that wilderness, in which the latter incidents of the legend occurred, is nearly a wilderness still, though the red man has entirely deserted this part of the state.	false	528.23	539.92	22.697966
1806_143946_000016_000005	Of all the tribes named in these pages, there exist only a few half-civilized beings of the Oneidas, on the reservations of their people in New York.	Of all the tribes named in these pages, there exist only a few half civilized beings of the Oneidas, on the reservations of their people in New York.	false	541.37	551.35	22.881145
1806_143946_000016_000006	The rest have disappeared, either from the regions in which their fathers dwelt, or altogether from the earth.	The rest have disappeared, either from the regions in which their fathers dwelt, or altogether from the earth.	true	551.99	559.69	23.21811
1806_143946_000017_000000	There is one point on which we would wish to say a word before closing this preface.	There is one point on which we would wish to say a word before closing this preface.	true	561.44	566.53	25
1806_143946_000017_000001	Hawkeye calls the Lac du Saint Sacrement, the "Horican." As we believe this to be an appropriation of the name that has its origin with ourselves, the time has arrived, perhaps, when the fact should be frankly admitted.	Hawkeye calls the Lac du Saint Sacrement, the "Horican." As we believe this to be an appropriation of the name that has its origin with ourselves, the time has arrived, perhaps, when the fact should be frankly admitted.	true	567.5	585.04	24.415802
1806_143946_000017_000002	While writing this book, fully a quarter of a century since, it occurred to us that the French name of this lake was too complicated, the American too commonplace, and the Indian too unpronounceable, for either to be used familiarly in a work of fiction. Looking over an ancient map, it was ascertained that a tribe of Indians, called "Les Horicans" by the French, existed in the neighborhood of this beautiful sheet of water.	While writing this book, fully a quarter of a century since, it occurred to us that the French name of this lake was too complicated, the American too commonplace, and the Indian too unpronounceable, for either to be used familiarly in a work of fiction. Looking over an ancient map, it was ascertained that a tribe of Indians, called "Les Horicans" by the French, existed in the neighborhood of this beautiful sheet of water.	true	585.71	618.07	24.221077
1806_143946_000017_000003	As every word uttered by Natty Bumppo was not to be received as rigid truth, we took the liberty of putting the "Horican" into his mouth, as the substitute for "Lake George." The name has appeared to find favor, and all things considered, it may possibly be quite as well to let it stand, instead of going back to the House of Hanover for the appellation of our finest sheet of water.	As every word uttered by Natty Bumppo was not to be received as rigid truth, we took the liberty of putting the "Horican" into his mouth, as the substitute for "Lake George." The name has appeared to find favor, and all things considered, it may possibly be quite as well to let it stand, instead of going back to the House of Hanover for the appellation of our finest sheet of water.	true	619.91	648.94	24.061865
1806_143946_000017_000004	We relieve our conscience by the confession, at all events leaving it to exercise its authority as it may see fit.	We relieve our conscience by the confession, at all events leaving it to exercise its authority as it may see fit.	false	649.46	670.41	22.68065
