5776_46889_000000_000000	CHAPTER NINE.	CHAPTER NINE.	false	0.15	14.79	23.990913
5776_46889_000008_000000	"Ay, ay! you may say that," returned he, "and I the same; but we've both knocked about too many years at sea to make any mistake in our reading when Natur' opens so plain a page of her book for us as yon; so the sooner we turns to the better, say I, or we shall have the darkness upon us afore we're ready for it.	"Ay, ay! you may say that," returned he, "and I the same; but we've both knocked about too many years at sea to make any mistake in our reading when Natur' opens so plain a page of her book for us as yon; so the sooner we turns to the better, say I, or we shall have the darkness upon us afore we're ready for it.	false	133.2	155.98	23
5776_46889_000008_000001	Thank God, we've plenty of sea-room; so let's rouse up that floating-anchor contrivance of yourn, my lad, for, depend upon it, if ever the _Lily_ is likely to need the consarn, she will to-night."	Thank God, we've plenty of sea room; so let's rouse up that floating anchor contrivance of yourn, my lad, for, depend upon it, if ever the underscore Lily underscore is likely to need the consarn, she will to night."	false	156.17	166.69	22
5776_46889_000009_000000	This floating-anchor I will describe for the benefit of those who may not have seen such a thing, for it is a most useful affair, and no small craft should undertake a long cruise without one.	This floating anchor I will describe for the benefit of those who may not have seen such a thing, for it is a most useful affair, and no small craft should undertake a long cruise without one.	true	167.99	178.33	20
5776_46889_000009_000001	Ours was formed of two flat bars of iron, each ten feet in length, riveted together in the centre in such a way that they would either fold flat one upon the other (for convenience of stowage), or open out at right angles, forming a cross of four equal arms.	Ours was formed of two flat bars of iron, each ten feet in length, riveted together in the centre in such a way that they would either fold flat one upon the other (for convenience of stowage), or open out at right angles, forming a cross of four equal arms.	false	178.46	195.16	22.3586
5776_46889_000010_000000	In each end of each bar was a hole capable of taking a good stout rope swifter, which was set up taut when the bars were opened, so as to keep them spread at right angles.	In each end of each bar was a hole capable of taking a good stout rope swifter, which was set up taut when the bars were opened, so as to keep them spread at right angles.	false	195.89	206.97	23
5776_46889_000010_000001	Four other holes were punched, two in each bar, about midway between each end and the centre rivet; these were for the reception of a crowfoot.	Four other holes were punched, two in each bar, about midway between each end and the centre rivet; these were for the reception of a crowfoot.	false	206.97	216.82	21.356041
5776_46889_000011_000000	As soon as the bars were spread open, and the swifter passed and set up, a square sheet of the stoutest canvas, painted, was spread over them, the edges laced to the swifter with a stout lacing, and the crowfoot toggled through the intermediate holes in the bars and corresponding holes in the canvas.	As soon as the bars were spread open, and the swifter passed and set up, a square sheet of the stoutest canvas, painted, was spread over them, the edges laced to the swifter with a stout lacing, and the crowfoot toggled through the intermediate holes in the bars and corresponding holes in the canvas.	true	217.76	235.87	22.417484
5776_46889_000012_000000	A buoy was then attached to the end of one arm to float the anchor, with a sufficient amount of buoy-rope to allow it to sink to the requisite depth; the end of the cable was shackled into the thimble of the crowfoot, the buoy streamed overboard, and the anchor let go.	A buoy was then attached to the end of one arm to float the anchor, with a sufficient amount of buoy rope to allow it to sink to the requisite depth; the end of the cable was shackled into the thimble of the crowfoot, the buoy streamed overboard, and the anchor let go.	false	237.17	252.88	20.157248
5776_46889_000013_000000	I may as well state here, that for the economisation of space the buoy for floating out anchor was an india-rubber ball, made of the same materials as an ordinary air-cushion, and distended in the same way. This was enclosed in a strong net of three-strand sinnet, which net was attached to the buoy-rope.	I may as well state here, that for the economisation of space the buoy for floating out anchor was an india rubber ball, made of the same materials as an ordinary air cushion, and distended in the same way. This was enclosed in a strong net of three strand sinnet, which net was attached to the buoy rope.	true	253.16	272.32	22
5776_46889_000014_000000	We hove the craft to whilst we were preparing the anchor, and glad enough was I when it was ready; for by this time the sea was running so high and breaking so heavily, that I was afraid once or twice, when we were caught broadside-to, that we should be capsized.	We hove the craft to whilst we were preparing the anchor, and glad enough was I when it was ready; for by this time the sea was running so high and breaking so heavily, that I was afraid once or twice, when we were caught broadside to, that we should be capsized.	false	272.81	286.87	20
5776_46889_000015_000000	We let go the anchor with only two fathoms of buoy-rope, so as to sink it just deep enough to keep us head to sea without materially interfering with the craft's drift, as we thought we should ride all the easier for such an arrangement, and so it proved.	We let go the anchor with only two fathoms of buoy rope, so as to sink it just deep enough to keep us head to sea without materially interfering with the craft's drift, as we thought we should ride all the easier for such an arrangement, and so it proved.	false	287.3	303.67	22.7347
5776_46889_000016_000000	As soon as the anchor was let go, we got our head-sail in, ran in the bowsprit, and got our topmast on deck; the trysail was close-reefed, and the sheet trimmed amidships, the anchor-light hoisted well up on the fore-stay, and our preparations for the night were complete.	As soon as the anchor was let go, we got our head sail in, ran in the bowsprit, and got our topmast on deck; the trysail was close reefed, and the sheet trimmed amidships, the anchor light hoisted well up on the fore stay, and our preparations for the night were complete.	false	303.71	320.29	23.216307
5776_46889_000017_000000	By this time it was blowing tremendously heavy, and the howling of the gale overhead, the shriek of the wind through our scanty rigging, and the hiss of the foaming water around us, mingled into such a deafening sound that Bob and I had fairly to _shout_, even when close alongside of each other, to make ourselves heard.	By this time it was blowing tremendously heavy, and the howling of the gale overhead, the shriek of the wind through our scanty rigging, and the hiss of the foaming water around us, mingled into such a deafening sound that Bob and I had fairly to underscore shout underscore, even when close alongside of each other, to make ourselves heard.	false	320.54	340.06	22.853281
5776_46889_000017_000001	And then it began to thunder and lighten heavily, still further increasing the wild and impressive grandeur of the scene upon which we gazed in awe-struck admiration.	And then it began to thunder and lighten heavily, still further increasing the wild and impressive grandeur of the scene upon which we gazed in awe struck admiration.	false	340.28	350.05	17
5776_46889_000018_000000	At one moment all would be deep black pitchy night, lighted up only by the pale unearthly shimmer of some foaming wave-crest as it rolled menacingly down upon us, gleaming with phosphorescent light; anon the canopy above would be rent asunder by the vivid lightning-flash, and for an instant the vast whirling forms of the torn and shredded clouds would be revealed, with a momentary vision of the writhing, leaping, and storm-driven waters beneath them, illumined by the ghastly glare of the levin-brand, and stricken into sudden rigidity by the rapidity of the flash.	At one moment all would be deep black pitchy night, lighted up only by the pale unearthly shimmer of some foaming wave crest as it rolled menacingly down upon us, gleaming with phosphorescent light; anon the canopy above would be rent asunder by the vivid lightning flash, and for an instant the vast whirling forms of the torn and shredded clouds would be revealed, with a momentary vision of the writhing, leaping, and storm driven waters beneath them, illumined by the ghastly glare of the levin brand, and stricken into sudden rigidity by the rapidity of the flash.	false	351.65	390.6	22
5776_46889_000019_000000	We stayed on deck for about an hour after our anchor was let go, watching this grand manifestation of the power of the Deity, sublime as terrible, terrible as sublime; and then, finding that no improvement suggested itself in our arrangements, and that the _Lily_ rode like a cork over the mountain-billows--though occasionally the comb of a more than usually heavy sea would curl in over the bows and send a foaming cataract of water aft and out over her taffrail--we descended to the cabin to get our suppers, for which, by this time, we were quite ready.	We stayed on deck for about an hour after our anchor was let go, watching this grand manifestation of the power of the Deity, sublime as terrible, terrible as sublime; and then, finding that no improvement suggested itself in our arrangements, and that the underscore Lily underscore rode like a cork over the mountain billows-though occasionally the comb of a more than usually heavy sea would curl in over the bows and send a foaming cataract of water aft and out over her taffrail-we descended to the cabin to get our suppers, for which, by this time, we were quite ready.	false	390.6	427.69	22
5776_46889_000020_000000	So easy was the motion of the little craft, that when we got below we found no difficulty whatever in boiling the water, and making ourselves a cup of good strong tea.	So easy was the motion of the little craft, that when we got below we found no difficulty whatever in boiling the water, and making ourselves a cup of good strong tea.	false	430.07	439.27	19
5776_46889_000020_000001	While discussing this refreshing beverage and a few biscuits, we arrived at the conclusion that as we had done all it was possible to do for the safety of the boat, it was useless to keep a watch through the night, and that we would, therefore, take advantage of the opportunity to get a good undisturbed night's rest, leaving the "sweet little cherub that sits up aloft" to look out.	While discussing this refreshing beverage and a few biscuits, we arrived at the conclusion that as we had done all it was possible to do for the safety of the boat, it was useless to keep a watch through the night, and that we would, therefore, take advantage of the opportunity to get a good undisturbed night's rest, leaving the "sweet little cherub that sits up aloft" to look out.	false	439.76	461.05	22.939125
5776_46889_000021_000000	Accordingly, as soon as our meal was over, I left Bob to straighten up below, while I went on deck to take a last look round and see that everything was snug and as it should be, and our light burning brightly.	Accordingly, as soon as our meal was over, I left Bob to straighten up below, while I went on deck to take a last look round and see that everything was snug and as it should be, and our light burning brightly.	false	461.39	473.98	22.08399
5776_46889_000022_000000	I found everything satisfactory, except that it seemed to be blowing harder than ever; however, I could not help that, so I went below again, closing the companion after me, and we both turned in, chatted awhile, listened to the roaring of the gale and the occasional heavy wash of water along the deck, and finally dropped off to sleep.	I found everything satisfactory, except that it seemed to be blowing harder than ever; however, I could not help that, so I went below again, closing the companion after me, and we both turned in, chatted awhile, listened to the roaring of the gale and the occasional heavy wash of water along the deck, and finally dropped off to sleep.	false	475.28	494.95	22.629507
5776_46889_000023_000000	I awoke two or three times during the night, and once I turned out and pushed the slide of the companion far enough back to put my head outside; but the night was still as black as pitch, it was blowing harder if anything than before, and the air was full of spindrift and scud-water; so I pushed over the slide again, and tumbled once more into my comfortable hammock, very vividly impressed both with a sense of our helplessness in the midst of such a heavy gale, and also with the comparative degrees of comfort between the decks and the cabin.	I awoke two or three times during the night, and once I turned out and pushed the slide of the companion far enough back to put my head outside; but the night was still as black as pitch, it was blowing harder if anything than before, and the air was full of spindrift and scud water; so I pushed over the slide again, and tumbled once more into my comfortable hammock, very vividly impressed both with a sense of our helplessness in the midst of such a heavy gale, and also with the comparative degrees of comfort between the decks and the cabin.	false	495.11	527.44	24.60004
5776_46889_000024_000000	Bob was the first to make a muster in the morning; and his first act, like mine during the night, was to take a look out upon deck.	Bob was the first to make a muster in the morning; and his first act, like mine during the night, was to take a look out upon deck.	false	529.34	537.07	26.542349
5776_46889_000025_000000	"Blowing hard enough to blow the devil's horns off," I heard him exclaim, "and as thick as a hedge.	"Blowing hard enough to blow the devil's horns off," I heard him exclaim, "and as thick as a hedge.	false	537.29	542.56	22.423086
5776_46889_000025_000001	And, my precious eyes! what a sea! come up and take a look at it, Harry, boy; I never see'd nothing like it all the years I've been afloat.	And, my precious eyes! what a sea! come up and take a look at it, Harry, boy; I never see'd nothing like it all the years I've been afloat.	false	542.84	549.61	21.697037
5776_46889_000025_000002	Hurrah, young un!	Hurrah, young un!	false	550.01	550.8	45
5776_46889_000025_000003	_that's_ your sort," as the cutter rose fearfully near to the perpendicular in surmounting the crest of a sea, and then slid down, down, down into the trough, until it seemed as though she would sink to the very ocean's bed.	underscore that's underscore your sort," as the cutter rose fearfully near to the perpendicular in surmounting the crest of a sea, and then slid down, down, down into the trough, until it seemed as though she would sink to the very ocean's bed.	false	550.8	563.32	18
5776_46889_000025_000004	"And _don't_ the little hussy behave beautifully!	"And underscore don't underscore the little hussy behave beautifully!	false	563.66	565.93	22.743605
5776_46889_000025_000005	She's as floaty as a gull, Hal; and drier than e'er a seventy-four that ever was launched would be in a sea like this.	She's as floaty as a gull, Hal; and drier than e'er a seventy four that ever was launched would be in a sea like this.	false	566.27	573.79	25.00844
5776_46889_000025_000006	Now, what lubber comes here with his eyes sealed up instead of looking before him?	Now, what lubber comes here with his eyes sealed up instead of looking before him?	true	574.37	578.985	24.196547
5776_46889_000025_000007	Jump up, Harry; quick, boy! we are in a mess here, and no mistake.	Jump up, Harry; quick, boy! we are in a mess here, and no mistake.	true	578.985	582.91	22.895998
5776_46889_000025_000008	No, no; it's all right, he'll clear us a'ter all.	No, no; it's all right, he'll clear us a'ter all.	false	582.92	585.96	22.920935
5776_46889_000025_000009	No thanks to him though, for there's not a soul--ah! so you're beginning to wake up at last, eh!"	No thanks to him though, for there's not a soul-ah! so you're beginning to wake up at last, eh!"	false	585.96	592.38	23.761656
5776_46889_000026_000000	Here I put my head up through the companion, alongside of Bob's lovely phiz, and saw within forty fathoms of us, over the ridge of a sea, and broad on our port beam, the topmast-heads of a brig.	Here I put my head up through the companion, alongside of Bob's lovely phiz, and saw within forty fathoms of us, over the ridge of a sea, and broad on our port beam, the topmast heads of a brig.	false	592.38	604.695	23.51634
5776_46889_000026_000001	As we both rose together on the same sea, her sails first, and then her hull, came into view.	As we both rose together on the same sea, her sails first, and then her hull, came into view.	false	604.695	610.63	23.36555
5776_46889_000027_000000	She was not a large vessel; about two hundred tons or thereabouts, apparently; painted all black down to her copper, excepting a narrow red ribbon which marked the line of her sheer.	She was not a large vessel; about two hundred tons or thereabouts, apparently; painted all black down to her copper, excepting a narrow red ribbon which marked the line of her sheer.	true	611.45	622.03	23.605103
5776_46889_000028_000000	She was hove-to on the port tack under a storm-staysail, and her topgallant-masts were down on deck.	She was hove to on the port tack under a storm staysail, and her topgallant masts were down on deck.	true	622.52	629.94	25.882896
5776_46889_000028_000001	Everything was very trim and man- o'-warlike on board her; but no government dockyard ever turned out such a beautiful model as she was.	Everything was very trim and man o'-warlike on board her; but no government dockyard ever turned out such a beautiful model as she was.	false	629.94	638.41	24
5776_46889_000029_000000	When I first caught sight of her, she was heading directly for us; but as we watched her, her head paid off, and she swept slowly down across our stern, near enough for us to have hove a biscuit on board her.	When I first caught sight of her, she was heading directly for us; but as we watched her, her head paid off, and she swept slowly down across our stern, near enough for us to have hove a biscuit on board her.	false	638.69	651.91	22.785507
5776_46889_000030_000000	Some ten or a dozen heads peered curiously at us over her weather bulwarks as she drove slowly past us, and one man aft on the quarter- deck, the officer of the watch apparently, seized a trumpet to hail us; but whether he did so or not, or, if he did, what he said, we neither of us knew; for at that moment we both sank once more into the trough with a perfect mountain of water between us, until we lost sight of him altogether for a moment, even to his mast-heads.	Some ten or a dozen heads peered curiously at us over her weather bulwarks as she drove slowly past us, and one man aft on the quarter deck, the officer of the watch apparently, seized a trumpet to hail us; but whether he did so or not, or, if he did, what he said, we neither of us knew; for at that moment we both sank once more into the trough with a perfect mountain of water between us, until we lost sight of him altogether for a moment, even to his mast heads.	false	652.73	682.39	22.53949
5776_46889_000031_000000	I took the glass, which we always kept slung in beckets in the companion-way, open and adjusted ready for immediate use, and as she rose once more into view I applied it to my eye, and the first thing which caught my attention was her name, painted on her stern, which was now towards us.	I took the glass, which we always kept slung in beckets in the companion way, open and adjusted ready for immediate use, and as she rose once more into view I applied it to my eye, and the first thing which caught my attention was her name, painted on her stern, which was now towards us.	false	682.55	699.34	21
5776_46889_000032_000000	"The _Albatross_, by all that's unlucky!" exclaimed I.	"The underscore Albatross underscore, by all that's unlucky!" exclaimed i	false	699.68	703.51	25.6522
5776_46889_000033_000000	"Blest if we mightn't have guessed as much if we'd been in a guessin' humour," ejaculated Bob.	"Blest if we mightn't have guessed as much if we'd been in a guessin' humour," ejaculated Bob.	false	703.64	709.17	24
5776_46889_000033_000001	"Honest-going merchant ships ain't so plaguy careful of their spars as that chap--leastways, not such small fry as he is.	"Honest going merchant ships ain't so plaguy careful of their spars as that chap-leastways, not such small fry as he is.	true	709.17	717.43	22.656109
5776_46889_000033_000002	Pity but what they was, I often says; but where d'ye find a skipper who'll be bothered to send down his top hamper every time it pipes up a bit of a breeze?	Pity but what they was, I often says; but where d'ye find a skipper who'll be bothered to send down his top hamper every time it pipes up a bit of a breeze?	false	718.4	726.85	20
5776_46889_000033_000003	No; `Let it stand if 'twill,' is the word, `and if 'twon't, let it blow away.' But the chap is a real good seaman, Harry, no man'll deny that; look how snug he's got everything; and all hauled taut and coiled down neat and reg'lar man-o'-war fashion I'll be bound."	No; backquote Let it stand if 'twill,' is the word, backquote and if 'twon't, let it blow away.' But the chap is a real good seaman, Harry, no man'll deny that; look how snug he's got everything; and all hauled taut and coiled down neat and reg'lar man o'-war fashion I'll be bound."	false	726.98	742.75	24.37019
5776_46889_000034_000000	We got, I think, a clearer idea of the tremendous strength of the gale by watching the brig than we did even by the motions of our own little craft.	We got, I think, a clearer idea of the tremendous strength of the gale by watching the brig than we did even by the motions of our own little craft.	false	742.85	751.9	22
5776_46889_000034_000001	She was tossed about like the merest cockle-shell, and every time that she rose upon the crest of a sea, the wind took her rag of a staysail, distending it as though it would tear it clean out of the bolt-ropes, and heeling the vessel over until we could see the whole of her bottom nearly down to her keel; and then her sharp bows would cleave the wave-crest in a perfect cataract of foam and spray, and away she would settle down once more with a heavy weather-roll into the trough.	She was tossed about like the merest cockle shell, and every time that she rose upon the crest of a sea, the wind took her rag of a staysail, distending it as though it would tear it clean out of the bolt ropes, and heeling the vessel over until we could see the whole of her bottom nearly down to her keel; and then her sharp bows would cleave the wave crest in a perfect cataract of foam and spray, and away she would settle down once more with a heavy weather roll into the trough.	false	751.97	781.96	22.2672
5776_46889_000035_000000	"Well," exclaimed Bob, as we lost sight of her in the driving scud, "she's a pretty sea-boat, is yon brig; but I'm blest if the little _Lily_ don't beat her even at that game.	"Well," exclaimed Bob, as we lost sight of her in the driving scud, "she's a pretty sea boat, is yon brig; but I'm blest if the little underscore Lily underscore don't beat her even at that game.	false	782.6	793.63	24.214178
5776_46889_000035_000001	What say you, Harry; ain't she proving true the very words I spoke that night when we first began to talk about this here v'yage?"	What say you, Harry; ain't she proving true the very words I spoke that night when we first began to talk about this here v'yage?"	false	794	800.91	21
5776_46889_000036_000000	"Indeed she is, Bob," I answered; "I am as surprised as I am delighted at her behaviour; I could never have believed, without seeing it myself, that so small a craft would even live in such weather, much less be as comfortable as she is.	"Indeed she is, Bob," I answered; "I am as surprised as I am delighted at her behaviour; I could never have believed, without seeing it myself, that so small a craft would even live in such weather, much less be as comfortable as she is.	false	800.91	816.34	17
5776_46889_000036_000001	But I don't like _that_" continued I, as the comb of a tremendous sea came curling in over our bows, fairly smothering the little craft in foam for a moment, though she came up immediately afterwards, "shaking her feathers" like a duck.	But I don't like underscore that underscore" continued I, as the comb of a tremendous sea came curling in over our bows, fairly smothering the little craft in foam for a moment, though she came up immediately afterwards, "shaking her feathers" like a duck.	false	816.8	832.09	22.166407
5776_46889_000036_000002	"I'm afraid one of these gentlemen will be starting our skylight or companion for us; and that would be a very serious matter."	"I'm afraid one of these gentlemen will be starting our skylight or companion for us; and that would be a very serious matter."	false	832.1	839.2	19
5776_46889_000037_000000	"Never fear," returned Bob confidently.	"Never fear," returned Bob confidently.	true	839.24	841.42	20.636005
5776_46889_000037_000001	"Our bit of a windlass and the mast breaks the force of it before it reaches the skylight.	"Our bit of a windlass and the mast breaks the force of it before it reaches the skylight.	true	841.64	847.305	22.052982
5776_46889_000037_000002	And that idee of yours in having it rounded at the fore end is a capital one; it turns the water off each side almost like the stem of a ship, besides bein' stronger than a square-shaped consarn.	And that idee of yours in having it rounded at the fore end is a capital one; it turns the water off each side almost like the stem of a ship, besides bein' stronger than a square shaped consarn.	false	847.305	859.48	22.798866
5776_46889_000037_000003	At the same time, all this water coming in on deck don't do no _good_ if it don't do no _harm_; but how's it to be pervented?"	At the same time, all this water coming in on deck don't do no underscore good underscore if it don't do no underscore harm underscore; but how's it to be pervented?"	false	860.33	867.43	24.115519
5776_46889_000038_000000	"I have an idea," said I, "and it's worth a trial.	"I have an idea," said I, "and it's worth a trial.	false	867.62	871.98	20.033522
5776_46889_000038_000001	It can do no harm, and if it fails we are no worse off than we were before."	It can do no harm, and if it fails we are no worse off than we were before."	false	871.98	878.86	20.707623
5776_46889_000039_000000	So saying, I dived below and got out a bottle of oil, through the cork of which I bored three or four holes with a corkscrew, but left the cork in.	So saying, I dived below and got out a bottle of oil, through the cork of which I bored three or four holes with a corkscrew, but left the cork in.	false	879.29	890.26	21.36274
5776_46889_000039_000001	To the neck of the bottle I made fast the end of about a fathom of marline, and then, going forward, I made fast the other end of the marline to one of the links of the chain-cable by which we were riding to our floating-anchor.	To the neck of the bottle I made fast the end of about a fathom of marline, and then, going forward, I made fast the other end of the marline to one of the links of the chain cable by which we were riding to our floating anchor.	false	890.42	904.21	16
5776_46889_000040_000000	I then sung out to Bob to give her a few fathoms more chain, and as he did so I hove the bottle overboard.	I then sung out to Bob to give her a few fathoms more chain, and as he did so I hove the bottle overboard.	false	905.06	912.45	21.406784
5776_46889_000041_000000	In about five minutes the success of my experiment became manifest.	In about five minutes the success of my experiment became manifest.	true	912.45	916.03	17
5776_46889_000041_000001	The oil leaked slowly out through the holes I had bored in the cork, and, diffusing itself on the surface of the water, caused the seas to sweep by us either without breaking at all, or, if they _did_ break, it was with such diminished force that no more water came on board.	The oil leaked slowly out through the holes I had bored in the cork, and, diffusing itself on the surface of the water, caused the seas to sweep by us either without breaking at all, or, if they underscore did underscore break, it was with such diminished force that no more water came on board.	false	916.25	933.25	24
5776_46889_000042_000000	I had heard of "oil on troubled waters" before, but at the time that I did so I never expected to put its virtues to so thoroughly practical a test.	I had heard of "oil on troubled waters" before, but at the time that I did so I never expected to put its virtues to so thoroughly practical a test.	false	933.47	946.18	25.26302
5776_46889_000043_000000	We went below and got breakfast under weigh; and whilst discussing the meal, our conversation naturally turned upon the appearance of the _Albatross_.	We went below and got breakfast under weigh; and whilst discussing the meal, our conversation naturally turned upon the appearance of the underscore Albatross underscore.	false	947.3	958.08	22.023516
5776_46889_000044_000000	"There can be no question, I fear, as to its being that scoundrel Johnson and his gang of desperadoes," said I, half hoping to hear Bob dispute the probability.	"There can be no question, I fear, as to its being that scoundrel Johnson and his gang of desperadoes," said I, half hoping to hear Bob dispute the probability.	false	958.08	967.27	20
5776_46889_000045_000000	But he was quite of my opinion.	But he was quite of my opinion.	true	967.58	970.24	25.05617
5776_46889_000046_000000	"No, no," said he, "that's the scamp, never a doubt of it.	"No, no," said he, "that's the scamp, never a doubt of it.	false	970.61	974.34	21.313564
5776_46889_000046_000001	_I_ noticed the name on his starn; but there warn't no name of a port where he hails from, for the simple reason that he hails from nowhere in particular. Besides, a man with half an eye could tell by looking at that craft that she's strong-handed.	underscore I underscore noticed the name on his starn; but there warn't no name of a port where he hails from, for the simple reason that he hails from nowhere in particular. Besides, a man with half an eye could tell by looking at that craft that she's strong handed.	false	974.34	990.58	22.748377
5776_46889_000046_000002	Depend on't, Harry, there's too many hammocks in her fo'c'stle for an honest trader.	Depend on't, Harry, there's too many hammocks in her fo'c'stle for an honest trader.	false	990.62	995.41	22
5776_46889_000046_000003	And, worst luck, she's bound the same road as ourselves--at least, she's going round the Horn; but a'ter she gets round it's not so easy to say what course she may steer.	And, worst luck, she's bound the same road as ourselves-at least, she's going round the Horn; but a'ter she gets round it's not so easy to say what course she may steer.	false	995.45	1006.66	21
5776_46889_000046_000004	We must hope she's on the look-out for some stray Spaniard or other coming down the coast; for if we falls in with her ag'in, she'll have some'at to say to us, mark my words."	We must hope she's on the look out for some stray Spaniard or other coming down the coast; for if we falls in with her ag'in, she'll have some'at to say to us, mark my words."	false	1006.82	1018.87	23.412653
5776_46889_000047_000000	"You surely do not suppose the man will condescend to give such a pigmy as ourselves a thought, do you?"	"You surely do not suppose the man will condescend to give such a pigmy as ourselves a thought, do you?"	false	1019	1025.65	22.875526
5776_46889_000048_000000	"That's just what he's doing at this identical moment, it's my opinion," returned Bob.	"That's just what he's doing at this identical moment, it's my opinion," returned Bob.	false	1026.14	1031.73	20
5776_46889_000048_000001	"He is not fool enough to suppose we're down here somewheres off the Horn, in this cockle-shell, on a pleasure trip; and that we're not come down here to trade he also knows pretty well, or we should have a craft big enough to stow away something like a paying cargo; and if we're here for neither one nor t'other of them objects, he'll want to know what we _are_ here for; and, depend upon it, he won't be happy till he's found out.	"He is not fool enough to suppose we're down here somewheres off the Horn, in this cockle shell, on a pleasure trip; and that we're not come down here to trade he also knows pretty well, or we should have a craft big enough to stow away something like a paying cargo; and if we're here for neither one nor t'other of them objects, he'll want to know what we underscore are underscore here for; and, depend upon it, he won't be happy till he's found out.	false	1031.73	1060.65	23.217846
5776_46889_000048_000002	So take my advice, Harry, and, if we fall in with him again, let's give him a wide berth."	So take my advice, Harry, and, if we fall in with him again, let's give him a wide berth."	false	1060.65	1067.07	23.087864
5776_46889_000049_000000	"Decidedly; I shall do so if possible," returned I. "But that may prove no such easy matter with so smart a vessel as he has under his feet."	"Decidedly; I shall do so if possible," returned i "But that may prove no such easy matter with so smart a vessel as he has under his feet."	false	1067.07	1077.52	20.919918
5776_46889_000050_000000	"Not in heavy weather, certainly," said Bob; "but give us weather in which we can carry a topsail, even if it's no more nor a jib-header, and I'll say, `Catch who catch can!' Why, we can lay a good two pints closer to the wind than he can, and still keep a good clean full; and the square-rigged craft that can beat us in going to wind'ard must be an out-and-out flyer, and no mistake.	"Not in heavy weather, certainly," said Bob; "but give us weather in which we can carry a topsail, even if it's no more nor a jib header, and I'll say, backquote Catch who catch can!' Why, we can lay a good two pints closer to the wind than he can, and still keep a good clean full; and the square rigged craft that can beat us in going to wind'ard must be an out and out flyer, and no mistake.	false	1079.24	1106.47	22.415781
5776_46889_000050_000001	We must keep a bright look-out, and not be caught napping, that's all; and give _everything_ a good wide berth till we're pretty certain of what it is."	We must keep a bright look out, and not be caught napping, that's all; and give underscore everything underscore a good wide berth till we're pretty certain of what it is."	false	1106.96	1116.28	22.156675
