1987_144135_000000_000000	CHAPTER VIII	CHAPTER eight	false	3.81	28.125	15.416259
1987_144135_000005_000002	A millionaire suffers from the disadvantage of everywhere having to behold meanness, including the sort of meanness which, though not actually based upon calculations of self-interest, yet runs after the wealthy man with smiles, and doffs his hat, and begs for invitations to houses where the millionaire is known to be going to dine.	A millionaire suffers from the disadvantage of everywhere having to behold meanness, including the sort of meanness which, though not actually based upon calculations of self interest, yet runs after the wealthy man with smiles, and doffs his hat, and begs for invitations to houses where the millionaire is known to be going to dine.	true	569.15	589.12	14
1987_144135_000005_000003	That a similar inclination to meanness seized upon the ladies of N. goes without saying; with the result that many a drawing-room heard it whispered that, if Chichikov was not exactly a beauty, at least he was sufficiently good-looking to serve for a husband, though he could have borne to have been a little more rotund and stout.	That a similar inclination to meanness seized upon the ladies of n goes without saying; with the result that many a drawing room heard it whispered that, if Chichikov was not exactly a beauty, at least he was sufficiently good looking to serve for a husband, though he could have borne to have been a little more rotund and stout.	true	589.49	608.05	16
1987_144135_000005_000004	To that there would be added scornful references to lean husbands, and hints that they resembled tooth-brushes rather than men--with many other feminine additions.	To that there would be added scornful references to lean husbands, and hints that they resembled tooth brushes rather than men-with many other feminine additions.	false	608.3	617.64	15
1987_144135_000005_000005	Also, such crowds of feminine shoppers began to repair to the Bazaar as almost to constitute a crush, and something like a procession of carriages ensued, so long grew the rank of vehicles.	Also, such crowds of feminine shoppers began to repair to the Bazaar as almost to constitute a crush, and something like a procession of carriages ensued, so long grew the rank of vehicles.	true	617.64	629.98	15
1987_144135_000005_000006	For their part, the tradesmen had the joy of seeing highly priced dress materials which they had brought at fairs, and then been unable to dispose of, now suddenly become tradeable, and go off with a rush.	For their part, the tradesmen had the joy of seeing highly priced dress materials which they had brought at fairs, and then been unable to dispose of, now suddenly become tradeable, and go off with a rush.	true	630.23	641.35	17
1987_144135_000005_000007	For instance, on one occasion a lady appeared at Mass in a bustle which filled the church to an extent which led the verger on duty to bid the commoner folk withdraw to the porch, lest the lady's toilet should be soiled in the crush. Even Chichikov could not help privately remarking the attention which he aroused.	For instance, on one occasion a lady appeared at Mass in a bustle which filled the church to an extent which led the verger on duty to bid the commoner folk withdraw to the porch, lest the lady's toilet should be soiled in the crush. Even Chichikov could not help privately remarking the attention which he aroused.	true	641.48	658.99	17
1987_144135_000005_000008	On one occasion, when he returned to the inn, he found on his table a note addressed to himself.	On one occasion, when he returned to the inn, he found on his table a note addressed to himself.	true	659.09	664.42	15
1987_144135_000005_000009	Whence it had come, and who had delivered it, he failed to discover, for the waiter declared that the person who had brought it had omitted to leave the name of the writer. Beginning abruptly with the words "I MUST write to you," the letter went on to say that between a certain pair of souls there existed a bond of sympathy; and this verity the epistle further confirmed with rows of full stops to the extent of nearly half a page.	Whence it had come, and who had delivered it, he failed to discover, for the waiter declared that the person who had brought it had omitted to leave the name of the writer. Beginning abruptly with the words "I MUST write to you," the letter went on to say that between a certain pair of souls there existed a bond of sympathy; and this verity the epistle further confirmed with rows of full stops to the extent of nearly half a page.	true	664.55	688.06	18
1987_144135_000005_000010	Next there followed a few reflections of a correctitude so remarkable that I have no choice but to quote them.	Next there followed a few reflections of a correctitude so remarkable that I have no choice but to quote them.	true	688.52	694.51	20
1987_144135_000005_000011	"What, I would ask, is this life of ours?" inquired the writer.	"What, I would ask, is this life of ours?" inquired the writer.	true	695.36	699.28	19
1987_144135_000005_000012	"'Tis nought but a vale of woe.	"'tis nought but a vale of woe.	true	699.62	701.53	19.332865
1987_144135_000005_000013	And what, I would ask, is the world?	And what, I would ask, is the world?	true	701.66	703.99	19
1987_144135_000005_000014	'Tis nought but a mob of unthinking humanity." Thereafter, incidentally remarking that she had just dropped a tear to the memory of her dear mother, who had departed this life twenty-five years ago, the (presumably) lady writer invited Chichikov to come forth into the wilds, and to leave for ever the city where, penned in noisome haunts, folk could not even draw their breath.	'tis nought but a mob of unthinking humanity." Thereafter, incidentally remarking that she had just dropped a tear to the memory of her dear mother, who had departed this life twenty five years ago, the (presumably) lady writer invited Chichikov to come forth into the wilds, and to leave for ever the city where, penned in noisome haunts, folk could not even draw their breath.	true	704.09	726.61	19
1987_144135_000005_000015	In conclusion, the writer gave way to unconcealed despair, and wound up with the following verses:	In conclusion, the writer gave way to unconcealed despair, and wound up with the following verses:	true	726.83	733.6	20
1987_144135_000006_000000	"Two turtle doves to thee, one day, My dust will show, congealed in death; And, cooing wearily, they'll say: 'In grief and loneliness she drew her closing breath.'"	"Two turtle doves to thee, one day, My dust will show, congealed in death; And, cooing wearily, they'll say: 'In grief and loneliness she drew her closing breath.'"	false	734.36	745	18
1987_144135_000007_000000	True, the last line did not scan, but that was a trifle, since the quatrain at least conformed to the mode then prevalent.	True, the last line did not scan, but that was a trifle, since the quatrain at least conformed to the mode then prevalent.	true	745.7	752.44	20.689228
1987_144135_000007_000001	Neither signature nor date were appended to the document, but only a postscript expressing a conjecture that Chichikov's own heart would tell him who the writer was, and stating, in addition, that the said writer would be present at the Governor's ball on the following night.	Neither signature nor date were appended to the document, but only a postscript expressing a conjecture that Chichikov's own heart would tell him who the writer was, and stating, in addition, that the said writer would be present at the Governor's ball on the following night.	true	752.72	768.88	20
1987_144135_000008_000000	This greatly interested Chichikov.	This greatly interested Chichikov.	true	769.1	771.25	16.446928
1987_144135_000008_000001	Indeed, there was so much that was alluring and provocative of curiosity in the anonymous missive that he read it through a second time, and then a third, and finally said to himself: "I SHOULD like to know who sent it!"	Indeed, there was so much that was alluring and provocative of curiosity in the anonymous missive that he read it through a second time, and then a third, and finally said to himself: "I SHOULD like to know who sent it!"	true	771.47	783.64	14
1987_144135_000008_000002	In short, he took the thing seriously, and spent over an hour in considering the same.	In short, he took the thing seriously, and spent over an hour in considering the same.	true	783.92	789.34	17
1987_144135_000008_000003	At length, muttering a comment upon the epistle's efflorescent style, he refolded the document, and committed it to his dispatch-box in company with a play-bill and an invitation to a wedding--the latter of which had for the last seven years reposed in the self-same receptacle and in the self-same position.	At length, muttering a comment upon the epistle's efflorescent style, he refolded the document, and committed it to his dispatch box in company with a play bill and an invitation to a wedding-the latter of which had for the last seven years reposed in the self same receptacle and in the self same position.	false	789.65	807.49	15
1987_144135_000008_000004	Shortly afterwards there arrived a card of invitation to the Governor's ball already referred to.	Shortly afterwards there arrived a card of invitation to the Governor's ball already referred to.	true	807.74	813.64	17.881777
1987_144135_000008_000005	In passing, it may be said that such festivities are not infrequent phenomena in county towns, for the reason that where Governors exist there must take place balls if from the local gentry there is to be evoked that respectful affection which is every Governor's due.	In passing, it may be said that such festivities are not infrequent phenomena in county towns, for the reason that where Governors exist there must take place balls if from the local gentry there is to be evoked that respectful affection which is every Governor's due.	true	814.19	830.8	17
1987_144135_000009_000000	Thenceforth all extraneous thoughts and considerations were laid aside in favour of preparing for the coming function.	Thenceforth all extraneous thoughts and considerations were laid aside in favour of preparing for the coming function.	true	830.96	837.37	18
1987_144135_000009_000001	Indeed, this conjunction of exciting and provocative motives led to Chichikov devoting to his toilet an amount of time never witnessed since the creation of the world.	Indeed, this conjunction of exciting and provocative motives led to Chichikov devoting to his toilet an amount of time never witnessed since the creation of the world.	true	837.59	846.19	16
1987_144135_000009_000002	Merely in the contemplation of his features in the mirror, as he tried to communicate to them a succession of varying expressions, was an hour spent.	Merely in the contemplation of his features in the mirror, as he tried to communicate to them a succession of varying expressions, was an hour spent.	true	846.47	853.42	17
1987_144135_000009_000003	First of all he strove to make his features assume an air of dignity and importance, and then an air of humble, but faintly satirical, respect, and then an air of respect guiltless of any alloy whatsoever.	First of all he strove to make his features assume an air of dignity and importance, and then an air of humble, but faintly satirical, respect, and then an air of respect guiltless of any alloy whatsoever.	false	853.79	865.12	16
1987_144135_000009_000004	Next, he practised performing a series of bows to his reflection, accompanied with certain murmurs intended to bear a resemblance to a French phrase (though Chichikov knew not a single word of the Gallic tongue).	Next, he practised performing a series of bows to his reflection, accompanied with certain murmurs intended to bear a resemblance to a French phrase (though Chichikov knew not a single word of the Gallic tongue).	false	865.43	877.72	14
1987_144135_000009_000005	Lastly came the performing of a series of what I might call "agreeable surprises," in the shape of twitchings of the brow and lips and certain motions of the tongue.	Lastly came the performing of a series of what I might call "agreeable surprises," in the shape of twitchings of the brow and lips and certain motions of the tongue.	true	878.06	887.68	15
1987_144135_000009_000006	In short, he did all that a man is apt to do when he is not only alone, but also certain that he is handsome and that no one is regarding him through a chink.	In short, he did all that a man is apt to do when he is not only alone, but also certain that he is handsome and that no one is regarding him through a chink.	true	887.9	897.16	14
1987_144135_000009_000007	Finally he tapped himself lightly on the chin, and said, "Ah, good old face!" In the same way, when he started to dress himself for the ceremony, the level of his high spirits remained unimpaired throughout the process. That is to say, while adjusting his braces and tying his tie, he shuffled his feet in what was not exactly a dance, but might be called the entr'acte of a dance: which performance had the not very serious result of setting a wardrobe a-rattle, and causing a brush to slide from the table to the floor.	Finally he tapped himself lightly on the chin, and said, "Ah, good old face!" In the same way, when he started to dress himself for the ceremony, the level of his high spirits remained unimpaired throughout the process. That is to say, while adjusting his braces and tying his tie, he shuffled his feet in what was not exactly a dance, but might be called the entr'acte of a dance: which performance had the not very serious result of setting a wardrobe a rattle, and causing a brush to slide from the table to the floor.	true	897.68	928.15	18.164398
1987_144135_000010_000000	Later, his entry into the ballroom produced an extraordinary effect. Every one present came forward to meet him, some with cards in their hands, and one man even breaking off a conversation at the most interesting point--namely, the point that "the Inferior Land Court must be made responsible for everything." Yes, in spite of the responsibility of the Inferior Land Court, the speaker cast all thoughts of it to the winds as he hurried to greet our hero.	Later, his entry into the ballroom produced an extraordinary effect. Every one present came forward to meet him, some with cards in their hands, and one man even breaking off a conversation at the most interesting point-namely, the point that "the Inferior Land Court must be made responsible for everything." Yes, in spite of the responsibility of the Inferior Land Court, the speaker cast all thoughts of it to the winds as he hurried to greet our hero.	false	928.43	955.18	17
1987_144135_000010_000001	From every side resounded acclamations of welcome, and Chichikov felt himself engulfed in a sea of embraces.	From every side resounded acclamations of welcome, and Chichikov felt himself engulfed in a sea of embraces.	true	955.52	962.29	16
1987_144135_000010_000002	Thus, scarcely had he extricated himself from the arms of the President of the Local Council when he found himself just as firmly clasped in the arms of the Chief of Police, who, in turn, surrendered him to the Inspector of the Medical Department, who, in turn, handed him over to the Commissioner of Taxes, who, again, committed him to the charge of the Town Architect.	Thus, scarcely had he extricated himself from the arms of the President of the Local Council when he found himself just as firmly clasped in the arms of the Chief of Police, who, in turn, surrendered him to the Inspector of the Medical Department, who, in turn, handed him over to the Commissioner of Taxes, who, again, committed him to the charge of the Town Architect.	true	962.57	984.045	15
1987_144135_000010_000003	Even the Governor, who hitherto had been standing among his womenfolk with a box of sweets in one hand and a lap-dog in the other, now threw down both sweets and lap-dog (the lap-dog giving vent to a yelp as he did so) and added his greeting to those of the rest of the company.	Even the Governor, who hitherto had been standing among his womenfolk with a box of sweets in one hand and a lap dog in the other, now threw down both sweets and lap dog (the lap dog giving vent to a yelp as he did so) and added his greeting to those of the rest of the company.	false	984.045	998.71	15
1987_144135_000010_000004	Indeed, not a face was there to be seen on which ecstatic delight--or, at all events, the reflection of other people's ecstatic delight--was not painted.	Indeed, not a face was there to be seen on which ecstatic delight-or, at all events, the reflection of other people's ecstatic delight-was not painted.	true	998.93	1007.35	19
1987_144135_000010_000005	The same expression may be discerned on the faces of subordinate officials when, the newly arrived Director having made his inspection, the said officials are beginning to get over their first sense of awe on perceiving that he has found much to commend, and that he can even go so far as to jest and utter a few words of smiling approval.	The same expression may be discerned on the faces of subordinate officials when, the newly arrived Director having made his inspection, the said officials are beginning to get over their first sense of awe on perceiving that he has found much to commend, and that he can even go so far as to jest and utter a few words of smiling approval.	false	1007.72	1025.59	13
1987_144135_000010_000006	Thereupon every tchinovnik responds with a smile of double strength, and those who (it may be) have not heard a single word of the Director's speech smile out of sympathy with the rest, and even the gendarme who is posted at the distant door--a man, perhaps, who has never before compassed a smile, but is more accustomed to dealing out blows to the populace--summons up a kind of grin, even though the grin resembles the grimace of a man who is about to sneeze after inadvertently taking an over-large pinch of snuff.	Thereupon every tchinovnik responds with a smile of double strength, and those who (it may be) have not heard a single word of the Director's speech smile out of sympathy with the rest, and even the gendarme who is posted at the distant door-a man, perhaps, who has never before compassed a smile, but is more accustomed to dealing out blows to the populace-summons up a kind of grin, even though the grin resembles the grimace of a man who is about to sneeze after inadvertently taking an over large pinch of snuff.	true	1025.9	1054.42	16
1987_144135_000010_000007	To all and sundry Chichikov responded with a bow, and felt extraordinarily at his ease as he did so.	To all and sundry Chichikov responded with a bow, and felt extraordinarily at his ease as he did so.	false	1054.52	1061.08	15
1987_144135_000010_000008	To right and left did he incline his head in the sidelong, yet unconstrained, manner that was his wont and never failed to charm the beholder.	To right and left did he incline his head in the sidelong, yet unconstrained, manner that was his wont and never failed to charm the beholder.	true	1061.42	1069.69	15
1987_144135_000010_000009	As for the ladies, they clustered around him in a shining bevy that was redolent of every species of perfume--of roses, of spring violets, and of mignonette; so much so that instinctively Chichikov raised his nose to snuff the air. Likewise the ladies' dresses displayed an endless profusion of taste and variety; and though the majority of their wearers evinced a tendency to embonpoint, those wearers knew how to call upon art for the concealment of the fact.	As for the ladies, they clustered around him in a shining bevy that was redolent of every species of perfume-of roses, of spring violets, and of mignonette; so much so that instinctively Chichikov raised his nose to snuff the air. Likewise the ladies' dresses displayed an endless profusion of taste and variety; and though the majority of their wearers evinced a tendency to embonpoint, those wearers knew how to call upon art for the concealment of the fact.	false	1070.15	1100.11	13
1987_144135_000010_000010	Confronting them, Chichikov thought to himself: "Which of these beauties is the writer of the letter?" Then again he snuffed the air.	Confronting them, Chichikov thought to himself: "Which of these beauties is the writer of the letter?" Then again he snuffed the air.	true	1100.66	1108.54	16
1987_144135_000010_000011	When the ladies had, to a certain extent, returned to their seats, he resumed his attempts to discern (from glances and expressions) which of them could possibly be the unknown authoress.	When the ladies had, to a certain extent, returned to their seats, he resumed his attempts to discern (from glances and expressions) which of them could possibly be the unknown authoress.	true	1108.94	1120.03	15
1987_144135_000010_000012	Yet, though those glances and expressions were too subtle, too insufficiently open, the difficulty in no way diminished his high spirits.	Yet, though those glances and expressions were too subtle, too insufficiently open, the difficulty in no way diminished his high spirits.	true	1120.46	1129.9	14
1987_144135_000010_000013	Easily and gracefully did he exchange agreeable bandinage with one lady, and then approach another one with the short, mincing steps usually affected by young-old dandies who are fluttering around the fair.	Easily and gracefully did he exchange agreeable bandinage with one lady, and then approach another one with the short, mincing steps usually affected by young old dandies who are fluttering around the fair.	false	1130.27	1141.87	14
