1413_121799_000000_000000	II	two	false	9.33	9.87	4
1413_121799_000003_000014	This element in the dream becomes again the starting-point of two distinct series of reminiscences, and so on.	This element in the dream becomes again the starting point of two distinct series of reminiscences, and so on.	true	220.37	226.36	19
1413_121799_000004_000000	The stuff of the dream thoughts which has been accumulated for the formation of the dream scene must be naturally fit for this application. There must be one or more common factors.	The stuff of the dream thoughts which has been accumulated for the formation of the dream scene must be naturally fit for this application. There must be one or more common factors.	false	227.78	237.52	21.131851
1413_121799_000004_000001	The dream work proceeds like Francis Galton with his family photographs.	The dream work proceeds like Francis Galton with his family photographs.	true	237.92	242.4	20.29152
1413_121799_000004_000002	The different elements are put one on top of the other; what is common to the composite picture stands out clearly, the opposing details cancel each other.	The different elements are put one on top of the other; what is common to the composite picture stands out clearly, the opposing details cancel each other.	true	242.4	250.75	20.711382
1413_121799_000004_000003	This process of reproduction partly explains the wavering statements, of a peculiar vagueness, in so many elements of the dream.	This process of reproduction partly explains the wavering statements, of a peculiar vagueness, in so many elements of the dream.	true	251.09	257.95	17.481222
1413_121799_000004_000004	For the interpretation of dreams this rule holds good: When analysis discloses _uncertainty_, as to _either_--_or_ read _and_, _taking_ each section of the apparent alternatives as a separate outlet for a series of impressions.	For the interpretation of dreams this rule holds good: When analysis discloses underscore uncertainty underscore, as to underscore either underscore--underscore or underscore read underscore and underscore, underscore taking underscore each section of the apparent alternatives as a separate outlet for a series of impressions.	false	258.14	271.3	20.604855
1413_121799_000005_000000	When there is nothing in common between the dream thoughts, the dream work takes the trouble to create a something, in order to make a common presentation feasible in the dream.	When there is nothing in common between the dream thoughts, the dream work takes the trouble to create a something, in order to make a common presentation feasible in the dream.	true	272.69	281.35	21
1413_121799_000005_000001	The simplest way to approximate two dream thoughts, which have as yet nothing in common, consists in making such a change in the actual expression of one idea as will meet a slight responsive recasting in the form of the other idea.	The simplest way to approximate two dream thoughts, which have as yet nothing in common, consists in making such a change in the actual expression of one idea as will meet a slight responsive recasting in the form of the other idea.	false	281.57	294.07	18
1413_121799_000005_000002	The process is analogous to that of rhyme, when consonance supplies the desired common factor.	The process is analogous to that of rhyme, when consonance supplies the desired common factor.	false	294.41	299.77	19
1413_121799_000005_000003	A good deal of the dream work consists in the creation of those frequently very witty, but often exaggerated, digressions.	A good deal of the dream work consists in the creation of those frequently very witty, but often exaggerated, digressions.	true	299.96	307.03	18
1413_121799_000005_000004	These vary from the common presentation in the dream content to dream thoughts which are as varied as are the causes in form and essence which give rise to them.	These vary from the common presentation in the dream content to dream thoughts which are as varied as are the causes in form and essence which give rise to them.	true	307.52	316.6	19
1413_121799_000005_000005	In the analysis of our example of a dream, I find a like case of the transformation of a thought in order that it might agree with another essentially foreign one.	In the analysis of our example of a dream, I find a like case of the transformation of a thought in order that it might agree with another essentially foreign one.	false	317.27	325.54	16
1413_121799_000005_000006	In following out the analysis I struck upon the thought: _I should like to have something for nothing_. But this formula is not serviceable to the dream.	In following out the analysis I struck upon the thought: underscore I should like to have something for nothing underscore. But this formula is not serviceable to the dream.	false	327.47	335.89	19.309626
1413_121799_000005_000007	Hence it is replaced by another one: "I should like to enjoy something free of cost."[1] The word "kost" (taste), with its double meaning, is appropriate to a table d'hote; it, moreover, is in place through the special sense in the dream.	Hence it is replaced by another one: "I should like to enjoy something free of cost."[one] The word "kost" (taste), with its double meaning, is appropriate to a table d'hote; it, moreover, is in place through the special sense in the dream.	false	336.08	353.08	20.335888
1413_121799_000005_000008	At home if there is a dish which the children decline, their mother first tries gentle persuasion, with a "Just taste it." That the dream work should unhesitatingly use the double meaning of the word is certainly remarkable; ample experience has shown, however, that the occurrence is quite usual.	At home if there is a dish which the children decline, their mother first tries gentle persuasion, with a "Just taste it." That the dream work should unhesitatingly use the double meaning of the word is certainly remarkable; ample experience has shown, however, that the occurrence is quite usual.	true	353.33	370.6	18.925837
1413_121799_000006_000000	Through condensation of the dream certain constituent parts of its content are explicable which are peculiar to the dream life alone, and which are not found in the waking state.	Through condensation of the dream certain constituent parts of its content are explicable which are peculiar to the dream life alone, and which are not found in the waking state.	false	372.89	386.05	19.573963
1413_121799_000006_000001	Such are the composite and mixed persons, the extraordinary mixed figures, creations comparable with the fantastic animal compositions of Orientals; a moment's thought and these are reduced to unity, whilst the fancies of the dream are ever formed anew in an inexhaustible profusion.	Such are the composite and mixed persons, the extraordinary mixed figures, creations comparable with the fantastic animal compositions of Orientals; a moment's thought and these are reduced to unity, whilst the fancies of the dream are ever formed anew in an inexhaustible profusion.	false	386.39	401.02	18
1413_121799_000006_000002	Every one knows such images in his own dreams; manifold are their origins.	Every one knows such images in his own dreams; manifold are their origins.	true	402.44	407.62	16
1413_121799_000006_000003	I can build up a person by borrowing one feature from one person and one from another, or by giving to the form of one the name of another in my dream.	I can build up a person by borrowing one feature from one person and one from another, or by giving to the form of one the name of another in my dream.	true	408.02	416.8	19
1413_121799_000006_000004	I can also visualize one person, but place him in a position which has occurred to another.	I can also visualize one person, but place him in a position which has occurred to another.	false	417.56	422.32	18.752668
1413_121799_000006_000005	There is a meaning in all these cases when different persons are amalgamated into one substitute.	There is a meaning in all these cases when different persons are amalgamated into one substitute.	true	423.68	428.65	17.800428
1413_121799_000006_000006	Such cases denote an "and," a "just like," a comparison of the original person from a certain point of view, a comparison which can be also realized in the dream itself.	Such cases denote an "and," a "just like," a comparison of the original person from a certain point of view, a comparison which can be also realized in the dream itself.	false	428.78	438.97	20
1413_121799_000006_000007	As a rule, however, the identity of the blended persons is only discoverable by analysis, and is only indicated in the dream content by the formation of the "combined" person.	As a rule, however, the identity of the blended persons is only discoverable by analysis, and is only indicated in the dream content by the formation of the "combined" person.	true	439.34	449.5	19.232374
1413_121799_000007_000000	The same diversity in their ways of formation and the same rules for its solution hold good also for the innumerable medley of dream contents, examples of which I need scarcely adduce.	The same diversity in their ways of formation and the same rules for its solution hold good also for the innumerable medley of dream contents, examples of which I need scarcely adduce.	true	454.58	465.28	17
1413_121799_000007_000001	Their strangeness quite disappears when we resolve not to place them on a level with the objects of perception as known to us when awake, but to remember that they represent the art of dream condensation by an exclusion of unnecessary detail.	Their strangeness quite disappears when we resolve not to place them on a level with the objects of perception as known to us when awake, but to remember that they represent the art of dream condensation by an exclusion of unnecessary detail.	true	465.92	479.14	18
1413_121799_000007_000002	Prominence is given to the common character of the combination. Analysis must also generally supply the common features.	Prominence is given to the common character of the combination. Analysis must also generally supply the common features.	true	479.57	485.89	18.450493
1413_121799_000007_000003	The dream says simply: _All these things have an "x" in common_.	The dream says simply: underscore All these things have an "x" in common underscore.	false	487.04	491.79	18.529003
1413_121799_000007_000004	The decomposition of these mixed images by analysis is often the quickest way to an interpretation of the dream.	The decomposition of these mixed images by analysis is often the quickest way to an interpretation of the dream.	true	491.79	498.67	19.702913
1413_121799_000007_000005	Thus I once dreamt that I was sitting with one of my former university tutors on a bench, which was undergoing a rapid continuous movement amidst other benches.	Thus I once dreamt that I was sitting with one of my former university tutors on a bench, which was undergoing a rapid continuous movement amidst other benches.	true	499.37	508.96	18
1413_121799_000007_000006	This was a combination of lecture-room and moving staircase.	This was a combination of lecture room and moving staircase.	true	509.24	512.8	17
1413_121799_000007_000007	I will not pursue the further result of the thought.	I will not pursue the further result of the thought.	true	513.32	516.07	21.495728
1413_121799_000007_000008	Another time I was sitting in a carriage, and on my lap an object in shape like a top-hat, which, however, was made of transparent glass.	Another time I was sitting in a carriage, and on my lap an object in shape like a top hat, which, however, was made of transparent glass.	true	516.11	523.51	19
1413_121799_000007_000009	The scene at once brought to my mind the proverb: "He who keeps his hat in his hand will travel safely through the land." By a slight turn the _glass hat_ reminded me of _Auer's light_, and I knew that I was about to invent something which was to make me as rich and independent as his invention had made my countryman, Dr. Auer, of Welsbach; then I should be able to travel instead of remaining in Vienna.	The scene at once brought to my mind the proverb: "He who keeps his hat in his hand will travel safely through the land." By a slight turn the underscore glass hat underscore reminded me of underscore Auer's light underscore, and I knew that I was about to invent something which was to make me as rich and independent as his invention had made my countryman, dr Auer, of Welsbach; then I should be able to travel instead of remaining in Vienna.	false	524.36	551.2	18.77852
1413_121799_000007_000010	In the dream I was traveling with my invention, with the, it is true, rather awkward glass top-hat.	In the dream I was traveling with my invention, with the, it is true, rather awkward glass top hat.	false	551.3	557.26	18.552
1413_121799_000007_000011	The dream work is peculiarly adept at representing two contradictory conceptions by means of the same mixed image.	The dream work is peculiarly adept at representing two contradictory conceptions by means of the same mixed image.	true	558.02	564.67	21
1413_121799_000007_000012	Thus, for instance, a woman dreamt of herself carrying a tall flower-stalk, as in the picture of the Annunciation (Chastity-Mary is her own name), but the stalk was bedecked with thick white blossoms resembling camellias (contrast with chastity: La dame aux Camelias).	Thus, for instance, a woman dreamt of herself carrying a tall flower stalk, as in the picture of the Annunciation (Chastity Mary is her own name), but the stalk was bedecked with thick white blossoms resembling camellias (contrast with chastity: La dame aux Camelias).	false	565.46	584.67	18.79855
1413_121799_000008_000000	A great deal of what we have called "dream condensation" can be thus formulated.	A great deal of what we have called "dream condensation" can be thus formulated.	false	584.67	589.39	16
1413_121799_000008_000001	Each one of the elements of the dream content is _overdetermined_ by the matter of the dream thoughts; it is not derived from one element of these thoughts, but from a whole series.	Each one of the elements of the dream content is underscore overdetermined underscore by the matter of the dream thoughts; it is not derived from one element of these thoughts, but from a whole series.	false	589.88	599.35	19.262165
1413_121799_000008_000002	These are not necessarily interconnected in any way, but may belong to the most diverse spheres of thought.	These are not necessarily interconnected in any way, but may belong to the most diverse spheres of thought.	true	599.36	605.38	19.486902
1413_121799_000008_000003	The dream element truly represents all this disparate matter in the dream content.	The dream element truly represents all this disparate matter in the dream content.	true	605.6	610.24	19
1413_121799_000008_000004	Analysis, moreover, discloses another side of the relationship between dream content and dream thoughts.	Analysis, moreover, discloses another side of the relationship between dream content and dream thoughts.	true	611	616.48	17.385122
1413_121799_000008_000005	Just as one element of the dream leads to associations with several dream thoughts, so, as a rule, the _one dream thought represents more than one dream element_.	Just as one element of the dream leads to associations with several dream thoughts, so, as a rule, the underscore one dream thought represents more than one dream element underscore.	false	616.85	625.59	19.294094
1413_121799_000008_000006	The threads of the association do not simply converge from the dream thoughts to the dream content, but on the way they overlap and interweave in every way.	The threads of the association do not simply converge from the dream thoughts to the dream content, but on the way they overlap and interweave in every way.	true	625.59	633.43	17
1413_121799_000009_000000	Next to the transformation of one thought in the scene (its "dramatization"), condensation is the most important and most characteristic feature of the dream work.	Next to the transformation of one thought in the scene (its "dramatization"), condensation is the most important and most characteristic feature of the dream work.	true	635.15	644.26	19.140247
1413_121799_000009_000001	We have as yet no clue as to the motive calling for such compression of the content.	We have as yet no clue as to the motive calling for such compression of the content.	true	644.78	648.91	19.378073
1413_121799_000010_000000	In the complicated and intricate dreams with which we are now concerned, condensation and dramatization do not wholly account for the difference between dream contents and dream thoughts.	In the complicated and intricate dreams with which we are now concerned, condensation and dramatization do not wholly account for the difference between dream contents and dream thoughts.	true	649.46	658.99	17
1413_121799_000010_000001	There is evidence of a third factor, which deserves careful consideration.	There is evidence of a third factor, which deserves careful consideration.	true	659.42	663	20.120888
1413_121799_000011_000000	When I have arrived at an understanding of the dream thoughts by my analysis I notice, above all, that the matter of the manifest is very different from that of the latent dream content.	When I have arrived at an understanding of the dream thoughts by my analysis I notice, above all, that the matter of the manifest is very different from that of the latent dream content.	false	663	674.14	18.109142
1413_121799_000011_000001	That is, I admit, only an apparent difference which vanishes on closer investigation, for in the end I find the whole dream content carried out in the dream thoughts, nearly all the dream thoughts again represented in the dream content.	That is, I admit, only an apparent difference which vanishes on closer investigation, for in the end I find the whole dream content carried out in the dream thoughts, nearly all the dream thoughts again represented in the dream content.	true	674.6	688.15	19.396923
1413_121799_000011_000002	Nevertheless, there does remain a certain amount of difference.	Nevertheless, there does remain a certain amount of difference.	true	688.43	691.66	18.524733
1413_121799_000012_000000	The essential content which stood out clearly and broadly in the dream must, after analysis, rest satisfied with a very subordinate role among the dream thoughts.	The essential content which stood out clearly and broadly in the dream must, after analysis, rest satisfied with a very subordinate role among the dream thoughts.	true	692.51	701.71	18.869722
1413_121799_000012_000001	These very dream thoughts which, going by my feelings, have a claim to the greatest importance are either not present at all in the dream content, or are represented by some remote allusion in some obscure region of the dream.	These very dream thoughts which, going by my feelings, have a claim to the greatest importance are either not present at all in the dream content, or are represented by some remote allusion in some obscure region of the dream.	false	702.5	715.27	19
1413_121799_000012_000002	I can thus describe these phenomena: _During the dream work the psychical intensity of those thoughts and conceptions to which it properly pertains flows to others which, in my judgment, have no claim to such emphasis_.	I can thus describe these phenomena: underscore During the dream work the psychical intensity of those thoughts and conceptions to which it properly pertains flows to others which, in my judgment, have no claim to such emphasis underscore.	false	715.94	731.55	18.512321
1413_121799_000012_000003	There is no other process which contributes so much to concealment of the dream's meaning and to make the connection between the dream content and dream ideas irrecognizable.	There is no other process which contributes so much to concealment of the dream's meaning and to make the connection between the dream content and dream ideas irrecognizable.	false	731.55	740.62	19
1413_121799_000012_000004	During this process, which I will call _the dream displacement_, I notice also the psychical intensity, significance, or emotional nature of the thoughts become transposed in sensory vividness. What was clearest in the dream seems to me, without further consideration, the most important; but often in some obscure element of the dream I can recognize the most direct offspring of the principal dream thought.	During this process, which I will call underscore the dream displacement underscore, I notice also the psychical intensity, significance, or emotional nature of the thoughts become transposed in sensory vividness. What was clearest in the dream seems to me, without further consideration, the most important; but often in some obscure element of the dream I can recognize the most direct offspring of the principal dream thought.	false	742.64	764.74	20.031729
1413_121799_000013_000000	I could only designate this dream displacement as the _transvaluation of psychical values_.	I could only designate this dream displacement as the underscore transvaluation of psychical values underscore.	false	766.91	772.56	19.057178
1413_121799_000013_000001	The phenomena will not have been considered in all its bearings unless I add that this displacement or transvaluation is shared by different dreams in extremely varying degrees.	The phenomena will not have been considered in all its bearings unless I add that this displacement or transvaluation is shared by different dreams in extremely varying degrees.	true	772.56	782.71	17
1413_121799_000013_000002	There are dreams which take place almost without any displacement.	There are dreams which take place almost without any displacement.	true	783.08	786.22	18.540365
1413_121799_000013_000003	These have the same time, meaning, and intelligibility as we found in the dreams which recorded a desire.	These have the same time, meaning, and intelligibility as we found in the dreams which recorded a desire.	true	786.32	791.89	18
1413_121799_000013_000004	In other dreams not a bit of the dream idea has retained its own psychical value, or everything essential in these dream ideas has been replaced by unessentials, whilst every kind of transition between these conditions can be found.	In other dreams not a bit of the dream idea has retained its own psychical value, or everything essential in these dream ideas has been replaced by unessentials, whilst every kind of transition between these conditions can be found.	true	793.28	806.53	18.970253
1413_121799_000013_000005	The more obscure and intricate a dream is, the greater is the part to be ascribed to the impetus of displacement in its formation.	The more obscure and intricate a dream is, the greater is the part to be ascribed to the impetus of displacement in its formation.	false	807.32	815.38	19.478083
1413_121799_000014_000000	The example that we chose for analysis shows, at least, this much of displacement--that its content has a different center of interest from that of the dream ideas.	The example that we chose for analysis shows, at least, this much of displacement-that its content has a different center of interest from that of the dream ideas.	false	816.83	828.16	18.821999
1413_121799_000014_000001	In the forefront of the dream content the main scene appears as if a woman wished to make advances to me; in the dream idea the chief interest rests on the desire to enjoy disinterested love which shall "cost nothing"; this idea lies at the back of the talk about the beautiful eyes and the far-fetched allusion to "spinach."	In the forefront of the dream content the main scene appears as if a woman wished to make advances to me; in the dream idea the chief interest rests on the desire to enjoy disinterested love which shall "cost nothing"; this idea lies at the back of the talk about the beautiful eyes and the far fetched allusion to "spinach."	true	828.59	847.51	19.582514
1413_121799_000015_000000	If we abolish the dream displacement, we attain through analysis quite certain conclusions regarding two problems of the dream which are most disputed--as to what provokes a dream at all, and as to the connection of the dream with our waking life.	If we abolish the dream displacement, we attain through analysis quite certain conclusions regarding two problems of the dream which are most disputed-as to what provokes a dream at all, and as to the connection of the dream with our waking life.	false	848.3	861.88	19.341352
1413_121799_000015_000001	There are dreams which at once expose their links with the events of the day; in others no trace of such a connection can be found.	There are dreams which at once expose their links with the events of the day; in others no trace of such a connection can be found.	true	862.46	869.68	18.044338
1413_121799_000015_000002	By the aid of analysis it can be shown that every dream, without any exception, is linked up with our impression of the day, or perhaps it would be more correct to say of the day previous to the dream.	By the aid of analysis it can be shown that every dream, without any exception, is linked up with our impression of the day, or perhaps it would be more correct to say of the day previous to the dream.	false	870.2	881.08	19.804438
1413_121799_000015_000003	The impressions which have incited the dream may be so important that we are not surprised at our being occupied with them whilst awake; in this case we are right in saying that the dream carries on the chief interest of our waking life.	The impressions which have incited the dream may be so important that we are not surprised at our being occupied with them whilst awake; in this case we are right in saying that the dream carries on the chief interest of our waking life.	false	882.68	896.02	19.404469
1413_121799_000015_000004	More usually, however, when the dream contains anything relating to the impressions of the day, it is so trivial, unimportant, and so deserving of oblivion, that we can only recall it with an effort.	More usually, however, when the dream contains anything relating to the impressions of the day, it is so trivial, unimportant, and so deserving of oblivion, that we can only recall it with an effort.	false	896.36	908.68	18.944141
1413_121799_000015_000005	The dream content appears, then, even when coherent and intelligible, to be concerned with those indifferent trifles of thought undeserving of our waking interest.	The dream content appears, then, even when coherent and intelligible, to be concerned with those indifferent trifles of thought undeserving of our waking interest.	false	909.02	918.13	19.972422
1413_121799_000015_000006	The depreciation of dreams is largely due to the predominance of the indifferent and the worthless in their content.	The depreciation of dreams is largely due to the predominance of the indifferent and the worthless in their content.	true	918.89	925	18.00248
1413_121799_000016_000000	Analysis destroys the appearance upon which this derogatory judgment is based.	Analysis destroys the appearance upon which this derogatory judgment is based.	true	927.23	931.72	19.773914
1413_121799_000016_000001	When the dream content discloses nothing but some indifferent impression as instigating the dream, analysis ever indicates some significant event, which has been replaced by something indifferent with which it has entered into abundant associations.	When the dream content discloses nothing but some indifferent impression as instigating the dream, analysis ever indicates some significant event, which has been replaced by something indifferent with which it has entered into abundant associations.	true	932.39	945.73	18
1413_121799_000016_000002	Where the dream is concerned with uninteresting and unimportant conceptions, analysis reveals the numerous associative paths which connect the trivial with the momentous in the psychical estimation of the individual.	Where the dream is concerned with uninteresting and unimportant conceptions, analysis reveals the numerous associative paths which connect the trivial with the momentous in the psychical estimation of the individual.	true	946.79	958.86	19
1413_121799_000016_000003	_It is only the action of displacement if what is indifferent obtains recognition in the dream content instead of those impressions which are really the stimulus, or instead of the things of real interest_.	underscore It is only the action of displacement if what is indifferent obtains recognition in the dream content instead of those impressions which are really the stimulus, or instead of the things of real interest underscore.	false	958.86	972.63	19.914587
1413_121799_000016_000004	In answering the question as to what provokes the dream, as to the connection of the dream, in the daily troubles, we must say, in terms of the insight given us by replacing the manifest latent dream content: _The dream does never trouble itself about things which are not deserving of our concern during the day, and trivialities which do not trouble us during the day have no power to pursue us whilst asleep_.	In answering the question as to what provokes the dream, as to the connection of the dream, in the daily troubles, we must say, in terms of the insight given us by replacing the manifest latent dream content: underscore The dream does never trouble itself about things which are not deserving of our concern during the day, and trivialities which do not trouble us during the day have no power to pursue us whilst asleep underscore.	false	972.63	995.1	19.668312
1413_121799_000017_000000	What provoked the dream in the example which we have analyzed?	What provoked the dream in the example which we have analyzed?	true	995.1	998.26	19
1413_121799_000017_000001	The really unimportant event, that a friend invited me to a _free ride in his cab_.	The really unimportant event, that a friend invited me to a underscore free ride in his cab underscore.	false	998.45	1004.1	20.788042
1413_121799_000017_000002	The table d'hote scene in the dream contains an allusion to this indifferent motive, for in conversation I had brought the taxi parallel with the table d'hote.	The table d'hote scene in the dream contains an allusion to this indifferent motive, for in conversation I had brought the taxi parallel with the table d'hote.	false	1004.1	1015.98	18.96323
1413_121799_000017_000003	But I can indicate the important event which has as its substitute the trivial one.	But I can indicate the important event which has as its substitute the trivial one.	false	1015.98	1020.13	19
1413_121799_000017_000004	A few days before I had disbursed a large sum of money for a member of my family who is very dear to me.	A few days before I had disbursed a large sum of money for a member of my family who is very dear to me.	false	1020.35	1025.38	17
1413_121799_000017_000005	Small wonder, says the dream thought, if this person is grateful to me for this--this love is not cost-free.	Small wonder, says the dream thought, if this person is grateful to me for this-this love is not cost free.	true	1025.6	1031.32	21.787271
1413_121799_000017_000006	But love that shall cost nothing is one of the prime thoughts of the dream.	But love that shall cost nothing is one of the prime thoughts of the dream.	false	1031.72	1035.28	18.849884
1413_121799_000017_000007	The fact that shortly before this I had had several _drives_ with the relative in question puts the one drive with my friend in a position to recall the connection with the other person.	The fact that shortly before this I had had several underscore drives underscore with the relative in question puts the one drive with my friend in a position to recall the connection with the other person.	false	1035.56	1047.52	19.901648
1413_121799_000017_000008	The indifferent impression which, by such ramifications, provokes the dream is subservient to another condition which is not true of the real source of the dream--the impression must be a recent one, everything arising from the day of the dream.	The indifferent impression which, by such ramifications, provokes the dream is subservient to another condition which is not true of the real source of the dream-the impression must be a recent one, everything arising from the day of the dream.	true	1049.21	1061.86	18.954039
1413_121799_000018_000000	I cannot leave the question of dream displacement without the consideration of a remarkable process in the formation of dreams in which condensation and displacement work together towards one end.	I cannot leave the question of dream displacement without the consideration of a remarkable process in the formation of dreams in which condensation and displacement work together towards one end.	false	1062.44	1072.81	16
1413_121799_000018_000001	In condensation we have already considered the case where two conceptions in the dream having something in common, some point of contact, are replaced in the dream content by a mixed image, where the distinct germ corresponds to what is common, and the indistinct secondary modifications to what is distinctive.	In condensation we have already considered the case where two conceptions in the dream having something in common, some point of contact, are replaced in the dream content by a mixed image, where the distinct germ corresponds to what is common, and the indistinct secondary modifications to what is distinctive.	false	1073.24	1090.72	19.522266
1413_121799_000018_000002	If displacement is added to condensation, there is no formation of a mixed image, but a _common mean_ which bears the same relationship to the individual elements as does the resultant in the parallelogram of forces to its components.	If displacement is added to condensation, there is no formation of a mixed image, but a underscore common mean underscore which bears the same relationship to the individual elements as does the resultant in the parallelogram of forces to its components.	false	1092.77	1106.41	19.381355
1413_121799_000018_000003	In one of my dreams, for instance, there is talk of an injection with _propyl_.	In one of my dreams, for instance, there is talk of an injection with underscore propyl underscore.	false	1108.52	1114.2	20.601612
1413_121799_000018_000004	On first analysis I discovered an indifferent but true incident where _amyl_ played a part as the excitant of the dream.	On first analysis I discovered an indifferent but true incident where underscore amyl underscore played a part as the excitant of the dream.	false	1114.2	1123.39	20.432009
1413_121799_000018_000005	I cannot yet vindicate the exchange of amyl for propyl.	I cannot yet vindicate the exchange of amyl for propyl.	false	1123.79	1127.14	20.272076
1413_121799_000018_000006	To the round of ideas of the same dream, however, there belongs the recollection of my first visit to Munich, when the _Propyloea_ struck me.	To the round of ideas of the same dream, however, there belongs the recollection of my first visit to Munich, when the underscore Propyloea underscore struck me.	false	1128.23	1136.77	19.94829
