3379_132592_000000_000000	CHAPTER IV	CHAPTER four	false	21.27	23.4	17.910543
3379_132592_000010_000001	From his countenance an expression of terror was not entirely faded; he was often silent and thoughtful, and when he attempted to laugh at the eager enquiries of Mademoiselle Bearn, it was evidently only an attempt.	From his countenance an expression of terror was not entirely faded; he was often silent and thoughtful, and when he attempted to laugh at the eager enquiries of Mademoiselle Bearn, it was evidently only an attempt.	true	203.39	216.37	19
3379_132592_000011_000000	In the evening, the Count called, as he had promised, at the convent, and Emily was surprised to perceive a mixture of playful ridicule and of reserve in his mention of the north apartment.	In the evening, the Count called, as he had promised, at the convent, and Emily was surprised to perceive a mixture of playful ridicule and of reserve in his mention of the north apartment.	true	216.74	227.77	20
3379_132592_000011_000001	Of what had occurred there, however, he said nothing, and, when she ventured to remind him of his promise to tell her the result of his enquiries, and to ask if he had received any proof, that those chambers were haunted, his look became solemn, for a moment, then, seeming to recollect himself, he smiled, and said, 'My dear Emily, do not suffer my lady abbess to infect your good understanding with these fancies; she will teach you to expect a ghost in every dark room.	Of what had occurred there, however, he said nothing, and, when she ventured to remind him of his promise to tell her the result of his enquiries, and to ask if he had received any proof, that those chambers were haunted, his look became solemn, for a moment, then, seeming to recollect himself, he smiled, and said, 'My dear Emily, do not suffer my lady abbess to infect your good understanding with these fancies; she will teach you to expect a ghost in every dark room.	true	228.02	256.78	20
3379_132592_000011_000002	But believe me,' added he, with a profound sigh, 'the apparition of the dead comes not on light, or sportive errands, to terrify, or to surprise the timid.' He paused, and fell into a momentary thoughtfulness, and then added, 'We will say no more on this subject.'	But believe me,' added he, with a profound sigh, 'the apparition of the dead comes not on light, or sportive errands, to terrify, or to surprise the timid.' He paused, and fell into a momentary thoughtfulness, and then added, 'We will say no more on this subject.'	true	256.97	273.945	19.16861
3379_132592_000012_000000	Soon after, he took leave, and, when Emily joined some of the nuns, she was surprised to find them acquainted with a circumstance, which she had carefully avoided to mention, and expressing their admiration of his intrepidity in having dared to pass a night in the apartment, whence Ludovico had disappeared; for she had not considered with what rapidity a tale of wonder circulates.	Soon after, he took leave, and, when Emily joined some of the nuns, she was surprised to find them acquainted with a circumstance, which she had carefully avoided to mention, and expressing their admiration of his intrepidity in having dared to pass a night in the apartment, whence Ludovico had disappeared; for she had not considered with what rapidity a tale of wonder circulates.	true	273.945	298.09	20
3379_132592_000012_000001	The nuns had acquired their information from peasants, who brought fruit to the monastery, and whose whole attention had been fixed, since the disappearance of Ludovico, on what was passing in the castle.	The nuns had acquired their information from peasants, who brought fruit to the monastery, and whose whole attention had been fixed, since the disappearance of Ludovico, on what was passing in the castle.	true	298.34	310.54	19
3379_132592_000013_000000	Emily listened in silence to the various opinions of the nuns, concerning the conduct of the Count, most of whom condemned it as rash and presumptuous, affirming, that it was provoking the vengeance of an evil spirit, thus to intrude upon its haunts.	Emily listened in silence to the various opinions of the nuns, concerning the conduct of the Count, most of whom condemned it as rash and presumptuous, affirming, that it was provoking the vengeance of an evil spirit, thus to intrude upon its haunts.	false	311.21	327.25	18
3379_132592_000014_000000	Sister Frances contended, that the Count had acted with the bravery of a virtuous mind.	Sister Frances contended, that the Count had acted with the bravery of a virtuous mind.	true	327.95	333.34	17
3379_132592_000014_000001	He knew himself guiltless of aught, that should provoke a good spirit, and did not fear the spells of an evil one, since he could claim the protection of an higher Power, of Him, who can command the wicked, and will protect the innocent.	He knew himself guiltless of aught, that should provoke a good spirit, and did not fear the spells of an evil one, since he could claim the protection of an higher Power, of Him, who can command the wicked, and will protect the innocent.	false	333.77	347.95	19.779299
3379_132592_000015_000000	'The guilty cannot claim that protection!' said sister Agnes, 'let the Count look to his conduct, that he do not forfeit his claim!	'The guilty cannot claim that protection!' said sister Agnes, 'let the Count look to his conduct, that he do not forfeit his claim!	true	348.83	357.49	20
3379_132592_000015_000001	Yet who is he, that shall dare to call himself innocent!--all earthly innocence is but comparative.	Yet who is he, that shall dare to call himself innocent!--all earthly innocence is but comparative.	true	357.74	364.48	19.439514
3379_132592_000015_000002	Yet still how wide asunder are the extremes of guilt, and to what an horrible depth may we fall!	Yet still how wide asunder are the extremes of guilt, and to what an horrible depth may we fall!	false	364.73	371.68	20.773262
3379_132592_000015_000003	Oh!'--	Oh!'--	true	372.23	373.66	17.10904
3379_132592_000016_000000	The nun, as she concluded, uttered a shuddering sigh, that startled Emily, who, looking up, perceived the eyes of Agnes fixed on hers, after which the sister rose, took her hand, gazed earnestly upon her countenance, for some moments, in silence, and then said,	The nun, as she concluded, uttered a shuddering sigh, that startled Emily, who, looking up, perceived the eyes of Agnes fixed on hers, after which the sister rose, took her hand, gazed earnestly upon her countenance, for some moments, in silence, and then said,	true	373.79	391.57	19
3379_132592_000017_000000	'You are young--you are innocent!	'You are young-you are innocent!	true	392.03	394.39	18.059952
3379_132592_000017_000001	I mean you are yet innocent of any great crime!--But you have passions in your heart,--scorpions; they sleep now--beware how you awaken them!--they will sting you, even unto death!'	I mean you are yet innocent of any great crime!--But you have passions in your heart,--scorpions; they sleep now-beware how you awaken them!--they will sting you, even unto death!'	true	394.52	406.66	20.211535
3379_132592_000018_000000	Emily, affected by these words and by the solemnity, with which they were delivered, could not suppress her tears.	Emily, affected by these words and by the solemnity, with which they were delivered, could not suppress her tears.	true	407.15	414.07	19
3379_132592_000019_000000	'Ah! is it so?' exclaimed Agnes, her countenance softening from its sternness--'so young, and so unfortunate!	'Ah! is it so?' exclaimed Agnes, her countenance softening from its sternness-'so young, and so unfortunate!	true	414.47	422.35	19.74408
3379_132592_000019_000001	We are sisters, then indeed. Yet, there is no bond of kindness among the guilty,' she added, while her eyes resumed their wild expression, 'no gentleness,--no peace, no hope!	We are sisters, then indeed. Yet, there is no bond of kindness among the guilty,' she added, while her eyes resumed their wild expression, 'no gentleness,--no peace, no hope!	true	422.63	433.56	19.262121
3379_132592_000019_000002	I knew them all once--my eyes could weep--but now they burn, for now, my soul is fixed, and fearless!--I lament no more!'	I knew them all once-my eyes could weep-but now they burn, for now, my soul is fixed, and fearless!--I lament no more!'	true	433.56	442.3	19.411125
3379_132592_000020_000000	'Rather let us repent, and pray,' said another nun.	'Rather let us repent, and pray,' said another nun.	true	443.18	446.95	19.144953
3379_132592_000020_000001	'We are taught to hope, that prayer and penitence will work our salvation.	'We are taught to hope, that prayer and penitence will work our salvation.	true	447.17	451.78	20
3379_132592_000020_000002	There is hope for all who repent!'	There is hope for all who repent!'	true	452.12	454.45	21.406883
3379_132592_000021_000000	'Who repent and turn to the true faith,' observed sister Frances.	'Who repent and turn to the true faith,' observed sister Frances.	true	455	459.16	19
3379_132592_000022_000000	'For all but me!' replied Agnes solemnly, who paused, and then abruptly added, 'My head burns, I believe I am not well.	'For all but me!' replied Agnes solemnly, who paused, and then abruptly added, 'My head burns, I believe I am not well.	false	459.59	467.97	21.055086
3379_132592_000022_000001	O! could I strike from my memory all former scenes--the figures, that rise up, like furies, to torment me!--I see them, when I sleep, and, when I am awake, they are still before my eyes!	O! could I strike from my memory all former scenes-the figures, that rise up, like furies, to torment me!--I see them, when I sleep, and, when I am awake, they are still before my eyes!	false	467.97	481.455	17.632805
3379_132592_000022_000002	I see them now--now!'	I see them now-now!'	true	481.455	483.67	20
3379_132592_000023_000000	She stood in a fixed attitude of horror, her straining eyes moving slowly round the room, as if they followed something.	She stood in a fixed attitude of horror, her straining eyes moving slowly round the room, as if they followed something.	true	484.13	491.44	18
3379_132592_000023_000001	One of the nuns gently took her hand, to lead her from the parlour.	One of the nuns gently took her hand, to lead her from the parlour.	true	491.81	495.61	18
3379_132592_000023_000002	Agnes became calm, drew her other hand across her eyes, looked again, and, sighing deeply, said, 'They are gone--they are gone!	Agnes became calm, drew her other hand across her eyes, looked again, and, sighing deeply, said, 'They are gone-they are gone!	true	496.07	506.62	19.319353
3379_132592_000023_000003	I am feverish, I know not what I say.	I am feverish, I know not what I say.	true	506.93	509.56	14
3379_132592_000023_000004	I am thus, sometimes, but it will go off again, I shall soon be better.	I am thus, sometimes, but it will go off again, I shall soon be better.	true	509.72	514.39	19
3379_132592_000023_000005	Was not that the vesper-bell?'	Was not that the vesper bell?'	true	514.73	516.52	20
3379_132592_000024_000000	'No,' replied Frances, 'the evening service is passed.	'No,' replied Frances, 'the evening service is passed.	true	517.25	521.02	20
3379_132592_000024_000001	Let Margaret lead you to your cell.'	Let Margaret lead you to your cell.'	true	521.12	523.75	19.732199
3379_132592_000025_000000	'You are right,' replied sister Agnes, 'I shall be better there.	'You are right,' replied sister Agnes, 'I shall be better there.	true	523.91	527.65	20.115337
3379_132592_000025_000001	Good night, my sisters, remember me in your orisons.'	Good night, my sisters, remember me in your orisons.'	false	527.9	532.23	13.855822
3379_132592_000026_000000	When they had withdrawn, Frances, observing Emily's emotion, said, 'Do not be alarmed, our sister is often thus deranged, though I have not lately seen her so frantic; her usual mood is melancholy.	When they had withdrawn, Frances, observing Emily's emotion, said, 'Do not be alarmed, our sister is often thus deranged, though I have not lately seen her so frantic; her usual mood is melancholy.	true	532.23	545.74	19.182966
3379_132592_000026_000001	This fit has been coming on, for several days; seclusion and the customary treatment will restore her.'	This fit has been coming on, for several days; seclusion and the customary treatment will restore her.'	true	546.05	552.85	17
3379_132592_000027_000000	'But how rationally she conversed, at first!' observed Emily, 'her ideas followed each other in perfect order.'	'But how rationally she conversed, at first!' observed Emily, 'her ideas followed each other in perfect order.'	true	553.97	560.53	16
3379_132592_000028_000000	'Yes,' replied the nun, 'this is nothing new; nay, I have sometimes known her argue not only with method, but with acuteness, and then, in a moment, start off into madness.'	'Yes,' replied the nun, 'this is nothing new; nay, I have sometimes known her argue not only with method, but with acuteness, and then, in a moment, start off into madness.'	false	561.23	573.01	19
3379_132592_000029_000000	'Her conscience seems afflicted,' said Emily, 'did you ever hear what circumstance reduced her to this deplorable condition?'	'Her conscience seems afflicted,' said Emily, 'did you ever hear what circumstance reduced her to this deplorable condition?'	true	574.43	581.14	15
3379_132592_000030_000000	'I have,' replied the nun, who said no more till Emily repeated the question, when she added in a low voice, and looking significantly towards the other boarders, 'I cannot tell you now, but, if you think it worth your while, come to my cell, to-night, when our sisterhood are at rest, and you shall hear more; but remember we rise to midnight prayers, and come either before, or after midnight.'	'I have,' replied the nun, who said no more till Emily repeated the question, when she added in a low voice, and looking significantly towards the other boarders, 'I cannot tell you now, but, if you think it worth your while, come to my cell, to night, when our sisterhood are at rest, and you shall hear more; but remember we rise to midnight prayers, and come either before, or after midnight.'	true	581.81	607.36	19.526812
3379_132592_000031_000000	Emily promised to remember, and, the abbess soon after appearing, they spoke no more of the unhappy nun.	Emily promised to remember, and, the abbess soon after appearing, they spoke no more of the unhappy nun.	true	607.91	614.59	14
3379_132592_000032_000000	The Count meanwhile, on his return home, had found M. Du Pont in one of those fits of despondency, which his attachment to Emily frequently occasioned him, an attachment, that had subsisted too long to be easily subdued, and which had already outlived the opposition of his friends. M. Du Pont had first seen Emily in Gascony, during the lifetime of his parent, who, on discovering his son's partiality for Mademoiselle St. Aubert, his inferior in point of fortune, forbade him to declare it to her family, or to think of her more.	The Count meanwhile, on his return home, had found m Du Pont in one of those fits of despondency, which his attachment to Emily frequently occasioned him, an attachment, that had subsisted too long to be easily subdued, and which had already outlived the opposition of his friends. m Du Pont had first seen Emily in Gascony, during the lifetime of his parent, who, on discovering his son's partiality for Mademoiselle st Aubert, his inferior in point of fortune, forbade him to declare it to her family, or to think of her more.	false	615.32	650.83	19.425346
3379_132592_000032_000001	During the life of his father, he had observed the first command, but had found it impracticable to obey the second, and had, sometimes, soothed his passion by visiting her favourite haunts, among which was the fishing-house, where, once or twice, he addressed her in verse, concealing his name, in obedience to the promise he had given his father.	During the life of his father, he had observed the first command, but had found it impracticable to obey the second, and had, sometimes, soothed his passion by visiting her favourite haunts, among which was the fishing house, where, once or twice, he addressed her in verse, concealing his name, in obedience to the promise he had given his father.	true	651.26	673.54	19.7834
3379_132592_000032_000002	There too he played the pathetic air, to which she had listened with such surprise and admiration; and there he found the miniature, that had since cherished a passion fatal to his repose.	There too he played the pathetic air, to which she had listened with such surprise and admiration; and there he found the miniature, that had since cherished a passion fatal to his repose.	false	674.15	686.47	21
3379_132592_000032_000003	During his expedition into Italy, his father died; but he received his liberty at a moment, when he was the least enabled to profit by it, since the object, that rendered it most valuable, was no longer within the reach of his vows.	During his expedition into Italy, his father died; but he received his liberty at a moment, when he was the least enabled to profit by it, since the object, that rendered it most valuable, was no longer within the reach of his vows.	false	687.05	701.44	18.783176
3379_132592_000032_000004	By what accident he discovered Emily, and assisted to release her from a terrible imprisonment, has already appeared, and also the unavailing hope, with which he then encouraged his love, and the fruitless efforts, that he had since made to overcome it.	By what accident he discovered Emily, and assisted to release her from a terrible imprisonment, has already appeared, and also the unavailing hope, with which he then encouraged his love, and the fruitless efforts, that he had since made to overcome it.	false	701.84	717.67	18.877253
3379_132592_000033_000000	The Count still endeavoured, with friendly zeal, to sooth him with a belief, that patience, perseverance and prudence would finally obtain for him happiness and Emily: 'Time,' said he, 'will wear away the melancholy impression, which disappointment has left on her mind, and she will be sensible of your merit.	The Count still endeavoured, with friendly zeal, to sooth him with a belief, that patience, perseverance and prudence would finally obtain for him happiness and Emily: 'Time,' said he, 'will wear away the melancholy impression, which disappointment has left on her mind, and she will be sensible of your merit.	false	718.61	738.61	17
3379_132592_000033_000001	Your services have already awakened her gratitude, and your sufferings her pity; and trust me, my friend, in a heart so sensible as hers, gratitude and pity lead to love.	Your services have already awakened her gratitude, and your sufferings her pity; and trust me, my friend, in a heart so sensible as hers, gratitude and pity lead to love.	true	738.86	750.73	20
3379_132592_000033_000002	When her imagination is rescued from its present delusion, she will readily accept the homage of a mind like yours.'	When her imagination is rescued from its present delusion, she will readily accept the homage of a mind like yours.'	true	750.95	757.96	16
3379_132592_000034_000000	Du Pont sighed, while he listened to these words; and, endeavouring to hope what his friend believed, he willingly yielded to an invitation to prolong his visit at the chateau, which we now leave for the monastery of St. Claire.	Du Pont sighed, while he listened to these words; and, endeavouring to hope what his friend believed, he willingly yielded to an invitation to prolong his visit at the chateau, which we now leave for the monastery of st Claire.	false	758.66	772.3	16
3379_132592_000035_000000	When the nuns had retired to rest, Emily stole to her appointment with sister Frances, whom she found in her cell, engaged in prayer, before a little table, where appeared the image she was addressing, and, above, the dim lamp that gave light to the place.	When the nuns had retired to rest, Emily stole to her appointment with sister Frances, whom she found in her cell, engaged in prayer, before a little table, where appeared the image she was addressing, and, above, the dim lamp that gave light to the place.	true	773.09	790.27	19.904428
3379_132592_000035_000001	Turning her eyes, as the door opened, she beckoned to Emily to come in, who, having done so, seated herself in silence beside the nun's little mattress of straw, till her orisons should conclude.	Turning her eyes, as the door opened, she beckoned to Emily to come in, who, having done so, seated herself in silence beside the nun's little mattress of straw, till her orisons should conclude.	false	790.73	804.31	18.798271
3379_132592_000035_000002	The latter soon rose from her knees, and, taking down the lamp and placing it on the table, Emily perceived there a human scull and bones, lying beside an hour-glass; but the nun, without observing her emotion, sat down on the mattress by her, saying, 'Your curiosity, sister, has made you punctual, but you have nothing remarkable to hear in the history of poor Agnes, of whom I avoided to speak in the presence of my lay-sisters, only because I would not publish her crime to them.'	The latter soon rose from her knees, and, taking down the lamp and placing it on the table, Emily perceived there a human scull and bones, lying beside an hour glass; but the nun, without observing her emotion, sat down on the mattress by her, saying, 'Your curiosity, sister, has made you punctual, but you have nothing remarkable to hear in the history of poor Agnes, of whom I avoided to speak in the presence of my lay sisters, only because I would not publish her crime to them.'	true	804.38	837.22	17.980515
3379_132592_000036_000000	'I shall consider your confidence in me as a favour,' said Emily, 'and will not misuse it.'	'I shall consider your confidence in me as a favour,' said Emily, 'and will not misuse it.'	true	837.41	842.59	15
3379_132592_000037_000000	'Sister Agnes,' resumed the nun, 'is of a noble family, as the dignity of her air must already have informed you, but I will not dishonour their name so much as to reveal it.	'Sister Agnes,' resumed the nun, 'is of a noble family, as the dignity of her air must already have informed you, but I will not dishonour their name so much as to reveal it.	true	843.11	854.08	16
3379_132592_000037_000001	Love was the occasion of her crime and of her madness.	Love was the occasion of her crime and of her madness.	true	854.57	857.98	15
3379_132592_000037_000002	She was beloved by a gentleman of inferior fortune, and her father, as I have heard, bestowing her on a nobleman, whom she disliked, an ill-governed passion proved her destruction.--Every obligation of virtue and of duty was forgotten, and she prophaned her marriage vows; but her guilt was soon detected, and she would have fallen a sacrifice to the vengeance of her husband, had not her father contrived to convey her from his power.	She was beloved by a gentleman of inferior fortune, and her father, as I have heard, bestowing her on a nobleman, whom she disliked, an ill governed passion proved her destruction.--Every obligation of virtue and of duty was forgotten, and she prophaned her marriage vows; but her guilt was soon detected, and she would have fallen a sacrifice to the vengeance of her husband, had not her father contrived to convey her from his power.	true	858.29	886.81	20.040861
3379_132592_000037_000003	By what means he did this, I never could learn; but he secreted her in this convent, where he afterwards prevailed with her to take the veil, while a report was circulated in the world, that she was dead, and the father, to save his daughter, assisted the rumour, and employed such means as induced her husband to believe she had become a victim to his jealousy.	By what means he did this, I never could learn; but he secreted her in this convent, where he afterwards prevailed with her to take the veil, while a report was circulated in the world, that she was dead, and the father, to save his daughter, assisted the rumour, and employed such means as induced her husband to believe she had become a victim to his jealousy.	true	887.48	910	20.606167
3379_132592_000037_000004	You look surprised,' added the nun, observing Emily's countenance; 'I allow the story is uncommon, but not, I believe, without a parallel.'	You look surprised,' added the nun, observing Emily's countenance; 'I allow the story is uncommon, but not, I believe, without a parallel.'	false	910.82	920.1	19.893309
3379_132592_000038_000000	'Pray proceed,' said Emily, 'I am interested.'	'Pray proceed,' said Emily, 'I am interested.'	true	920.1	923.23	18
3379_132592_000039_000000	'The story is already told,' resumed the nun, 'I have only to mention, that the long struggle, which Agnes suffered, between love, remorse and a sense of the duties she had taken upon herself in becoming of our order, at length unsettled her reason.	'The story is already told,' resumed the nun, 'I have only to mention, that the long struggle, which Agnes suffered, between love, remorse and a sense of the duties she had taken upon herself in becoming of our order, at length unsettled her reason.	false	923.54	939.31	19
3379_132592_000039_000001	At first, she was frantic and melancholy by quick alternatives; then, she sunk into a deep and settled melancholy, which still, however, has, at times, been interrupted by fits of wildness, and, of late, these have again been frequent.'	At first, she was frantic and melancholy by quick alternatives; then, she sunk into a deep and settled melancholy, which still, however, has, at times, been interrupted by fits of wildness, and, of late, these have again been frequent.'	true	939.65	955.63	20.550106
3379_132592_000040_000000	Emily was affected by the history of the sister, some parts of whose story brought to her remembrance that of the Marchioness de Villeroi, who had also been compelled by her father to forsake the object of her affections, for a nobleman of his choice; but, from what Dorothee had related, there appeared no reason to suppose, that she had escaped the vengeance of a jealous husband, or to doubt for a moment the innocence of her conduct.	Emily was affected by the history of the sister, some parts of whose story brought to her remembrance that of the Marchioness de Villeroi, who had also been compelled by her father to forsake the object of her affections, for a nobleman of his choice; but, from what Dorothee had related, there appeared no reason to suppose, that she had escaped the vengeance of a jealous husband, or to doubt for a moment the innocence of her conduct.	true	956.27	986.14	20.284584
3379_132592_000040_000001	But Emily, while she sighed over the misery of the nun, could not forbear shedding a few tears to the misfortunes of the Marchioness; and, when she returned to the mention of sister Agnes, she asked Frances if she remembered her in her youth, and whether she was then beautiful.	But Emily, while she sighed over the misery of the nun, could not forbear shedding a few tears to the misfortunes of the Marchioness; and, when she returned to the mention of sister Agnes, she asked Frances if she remembered her in her youth, and whether she was then beautiful.	false	986.33	1003.81	17
3379_132592_000041_000000	'I was not here at the time, when she took the vows,' replied Frances, 'which is so long ago, that few of the present sisterhood, I believe, were witnesses of the ceremony; nay, ever our lady mother did not then preside over the convent: but I can remember, when sister Agnes was a very beautiful woman.	'I was not here at the time, when she took the vows,' replied Frances, 'which is so long ago, that few of the present sisterhood, I believe, were witnesses of the ceremony; nay, ever our lady mother did not then preside over the convent: but I can remember, when sister Agnes was a very beautiful woman.	false	1004.39	1024.06	19.635864
3379_132592_000041_000001	She retains that air of high rank, which always distinguished her, but her beauty, you must perceive, is fled; I can scarcely discover even a vestige of the loveliness, that once animated her features.'	She retains that air of high rank, which always distinguished her, but her beauty, you must perceive, is fled; I can scarcely discover even a vestige of the loveliness, that once animated her features.'	true	1024.34	1036.51	18
3379_132592_000042_000000	'It is strange,' said Emily, 'but there are moments, when her countenance has appeared familiar to my memory!	'It is strange,' said Emily, 'but there are moments, when her countenance has appeared familiar to my memory!	true	1037.33	1043.38	19.258327
3379_132592_000042_000001	You will think me fanciful, and I think myself so, for I certainly never saw sister Agnes, before I came to this convent, and I must, therefore, have seen some person, whom she strongly resembles, though of this I have no recollection.'	You will think me fanciful, and I think myself so, for I certainly never saw sister Agnes, before I came to this convent, and I must, therefore, have seen some person, whom she strongly resembles, though of this I have no recollection.'	true	1043.63	1058.05	18.583055
3379_132592_000043_000000	'You have been interested by the deep melancholy of her countenance,' said Frances, 'and its impression has probably deluded your imagination; for I might as reasonably think I perceive a likeness between you and Agnes, as you, that you have seen her any where but in this convent, since this has been her place of refuge, for nearly as many years as make your age.'	'You have been interested by the deep melancholy of her countenance,' said Frances, 'and its impression has probably deluded your imagination; for I might as reasonably think I perceive a likeness between you and Agnes, as you, that you have seen her any where but in this convent, since this has been her place of refuge, for nearly as many years as make your age.'	false	1058.75	1081.3	18
3379_132592_000044_000000	'Indeed!' said Emily.	'Indeed!' said Emily.	true	1082.27	1084.03	12
3379_132592_000045_000000	'Yes,' rejoined Frances, 'and why does that circumstance excite your surprise?'	'Yes,' rejoined Frances, 'and why does that circumstance excite your surprise?'	false	1084.31	1088.98	19
3379_132592_000046_000000	Emily did not appear to notice this question, but remained thoughtful, for a few moments, and then said, 'It was about that same period that the Marchioness de Villeroi expired.'	Emily did not appear to notice this question, but remained thoughtful, for a few moments, and then said, 'It was about that same period that the Marchioness de Villeroi expired.'	true	1089.32	1100.62	21.621809
3379_132592_000047_000000	'That is an odd remark,' said Frances.	'That is an odd remark,' said Frances.	true	1101.35	1103.65	21
3379_132592_000048_000000	Emily, recalled from her reverie, smiled, and gave the conversation another turn, but it soon came back to the subject of the unhappy nun, and Emily remained in the cell of sister Frances, till the mid-night bell aroused her; when, apologizing for having interrupted the sister's repose, till this late hour, they quitted the cell together.	Emily, recalled from her reverie, smiled, and gave the conversation another turn, but it soon came back to the subject of the unhappy nun, and Emily remained in the cell of sister Frances, till the mid night bell aroused her; when, apologizing for having interrupted the sister's repose, till this late hour, they quitted the cell together.	false	1104.2	1125.7	19
3379_132592_000048_000001	Emily returned to her chamber, and the nun, bearing a glimmering taper, went to her devotion in the chapel.	Emily returned to her chamber, and the nun, bearing a glimmering taper, went to her devotion in the chapel.	true	1126.07	1133.23	19
3379_132592_000049_000000	Several days followed, during which Emily saw neither the Count, or any of his family; and, when, at length, he appeared, she remarked, with concern, that his air was unusually disturbed.	Several days followed, during which Emily saw neither the Count, or any of his family; and, when, at length, he appeared, she remarked, with concern, that his air was unusually disturbed.	false	1133.99	1146.25	20.029003
3379_132592_000050_000000	'My spirits are harassed,' said he, in answer to her anxious enquiries, 'and I mean to change my residence, for a little while, an experiment, which, I hope, will restore my mind to its usual tranquillity.	'My spirits are harassed,' said he, in answer to her anxious enquiries, 'and I mean to change my residence, for a little while, an experiment, which, I hope, will restore my mind to its usual tranquillity.	true	1146.5	1158.73	18
3379_132592_000050_000001	My daughter and myself will accompany the Baron St. Foix to his chateau.	My daughter and myself will accompany the Baron st Foix to his chateau.	false	1159.13	1163.8	18
