3876_174960_000000_000000	"I won't part at all," he said, standing his ground with his back to the fire.	"I won't part at all," he said, standing his ground with his back to the fire.	false	0	3.39	21.047758
3876_174960_000011_000003	It was reported in some circles that the two aspirants for office had been within an ace of striking each other; in some, again, that a blow had passed,--and in others, further removed probably from the House of Commons and the Universe Club, that the Irishman had struck the Englishman, and that the Englishman had given the Irishman a thrashing.	It was reported in some circles that the two aspirants for office had been within an ace of striking each other; in some, again, that a blow had passed,--and in others, further removed probably from the House of Commons and the Universe Club, that the Irishman had struck the Englishman, and that the Englishman had given the Irishman a thrashing.	true	59.21	80.56	18
3876_174960_000011_000004	This was a phase that was very disagreeable to Phineas Finn.	This was a phase that was very disagreeable to Phineas Finn.	true	81.32	85.27	16.686438
3876_174960_000011_000005	And there was a third, --which may perhaps be called the general social phase, and which unfortunately dealt with the name of Lady Laura Kennedy.	And there was a third, --which may perhaps be called the general social phase, and which unfortunately dealt with the name of Lady Laura Kennedy.	true	85.34	94.57	20.20299
3876_174960_000011_000006	They all, of course, worked into each other, and were enlivened and made interesting with the names of a great many big persons.	They all, of course, worked into each other, and were enlivened and made interesting with the names of a great many big persons.	true	94.97	102.37	19
3876_174960_000011_000007	Mr. Gresham, the Prime Minister, was supposed to be very much concerned in this matter.	mr Gresham, the Prime Minister, was supposed to be very much concerned in this matter.	true	102.86	108.1	20
3876_174960_000011_000008	He, it was said, had found himself compelled to exclude Phineas Finn from the Government, because of the unfortunate alliance between him and the wife of one of his late colleagues, and had also thought it expedient to dismiss Mr. Bonteen from his Cabinet,--for it had amounted almost to dismissal,--because Mr. Bonteen had made indiscreet official allusion to that alliance.	He, it was said, had found himself compelled to exclude Phineas Finn from the Government, because of the unfortunate alliance between him and the wife of one of his late colleagues, and had also thought it expedient to dismiss mr Bonteen from his Cabinet,--for it had amounted almost to dismissal,--because mr Bonteen had made indiscreet official allusion to that alliance.	true	108.56	131.08	17
3876_174960_000011_000009	In consequence of this working in of the first and third phase, Mr. Gresham encountered hard usage from some friends and from many enemies.	In consequence of this working in of the first and third phase, mr Gresham encountered hard usage from some friends and from many enemies.	true	131.84	141.31	16
3876_174960_000011_000010	Then, of course, the scene at Macpherson's Hotel was commented on very generally.	Then, of course, the scene at Macpherson's Hotel was commented on very generally.	true	141.38	146.14	15
3876_174960_000011_000011	An idea prevailed that Mr. Kennedy, driven to madness by his wife's infidelity, which had become known to him through the quarrel between Phineas and Mr. Bonteen,--had endeavoured to murder his wife's lover, who had with the utmost effrontery invaded the injured husband's presence with a view of deterring him by threats from a publication of his wrongs.	An idea prevailed that mr Kennedy, driven to madness by his wife's infidelity, which had become known to him through the quarrel between Phineas and mr Bonteen,--had endeavoured to murder his wife's lover, who had with the utmost effrontery invaded the injured husband's presence with a view of deterring him by threats from a publication of his wrongs.	true	146.72	168.1	17
3876_174960_000011_000012	This murder had been nearly accomplished in the centre of the metropolis,--by daylight, as if that made it worse,--on a Sunday, which added infinitely to the delightful horror of the catastrophe; and yet no public notice had been taken of it!	This murder had been nearly accomplished in the centre of the metropolis,--by daylight, as if that made it worse,--on a Sunday, which added infinitely to the delightful horror of the catastrophe; and yet no public notice had been taken of it!	true	168.47	183.07	20.096699
3876_174960_000011_000013	The would-be murderer had been a Cabinet Minister, and the lover who was so nearly murdered had been an Under-Secretary of State, and was even now a member of Parliament.	The would be murderer had been a Cabinet Minister, and the lover who was so nearly murdered had been an under-secretary of State, and was even now a member of Parliament.	true	183.29	193.09	17.979963
3876_174960_000011_000014	And then it was positively known that the lady's father, who had always been held in the highest respect as a nobleman, favoured his daughter's lover, and not his daughter's husband.	And then it was positively known that the lady's father, who had always been held in the highest respect as a nobleman, favoured his daughter's lover, and not his daughter's husband.	true	193.31	203.16	15
3876_174960_000011_000015	All which things together filled the public with dismay, and caused a delightful excitement, giving quite a feature of its own to the season.	All which things together filled the public with dismay, and caused a delightful excitement, giving quite a feature of its own to the season.	false	203.16	212.08	23.121328
3876_174960_000012_000000	No doubt general opinion was adverse to poor Phineas Finn, but he was not without his party in the matter.	No doubt general opinion was adverse to poor Phineas Finn, but he was not without his party in the matter.	true	212.9	219.22	20
3876_174960_000012_000001	To oblige a friend by inflicting an injury on his enemy is often more easy than to confer a benefit on the friend himself.	To oblige a friend by inflicting an injury on his enemy is often more easy than to confer a benefit on the friend himself.	true	219.44	226.905	16
3876_174960_000012_000002	We have already seen how the young Duchess failed in her attempt to obtain an appointment for Phineas, and also how she succeeded in destroying the high hopes of Mr. Bonteen.	We have already seen how the young Duchess failed in her attempt to obtain an appointment for Phineas, and also how she succeeded in destroying the high hopes of mr Bonteen.	true	226.905	236.47	16
3876_174960_000012_000003	Having done so much, of course she clung heartily to the side which she had adopted;--and, equally of course, Madame Goesler did the same. Between these two ladies there was a slight difference of opinion as to the nature of the alliance between Lady Laura and their hero.	Having done so much, of course she clung heartily to the side which she had adopted;--and, equally of course, Madame Goesler did the same. Between these two ladies there was a slight difference of opinion as to the nature of the alliance between Lady Laura and their hero.	true	237.41	252.25	19
3876_174960_000012_000004	The Duchess was of opinion that young men are upon the whole averse to innocent alliances, and that, as Lady Laura and her husband certainly had long been separated, there was probably--something in it.	The Duchess was of opinion that young men are upon the whole averse to innocent alliances, and that, as Lady Laura and her husband certainly had long been separated, there was probably-something in it.	true	252.38	264.22	18
3876_174960_000012_000005	"Lord bless you, my dear," the Duchess said, "they were known to be lovers when they were at Loughlinter together before she married Mr. Kennedy.	"Lord bless you, my dear," the Duchess said, "they were known to be lovers when they were at Loughlinter together before she married mr Kennedy.	true	265.58	274.36	16
3876_174960_000012_000006	It has been the most romantic affair!	It has been the most romantic affair!	true	274.61	277.03	18
3876_174960_000012_000007	She made her father give him a seat for his borough."	She made her father give him a seat for his borough."	true	277.13	280.27	17.692173
3876_174960_000013_000000	"He saved Mr. Kennedy's life," said Madame Goesler.	"He saved mr Kennedy's life," said Madame Goesler.	true	281.81	286.815	19.427933
3876_174960_000014_000000	"That was one of the most singular things that ever happened. Laurence Fitzgibbon says that it was all planned,--that the garotters were hired, but unfortunately two policemen turned up at the moment, so the men were taken.	"That was one of the most singular things that ever happened. Laurence Fitzgibbon says that it was all planned,--that the garotters were hired, but unfortunately two policemen turned up at the moment, so the men were taken.	true	286.815	299.47	19
3876_174960_000014_000001	I believe there is no doubt they were pardoned by Sir Henry Coldfoot, who was at the Home Office, and was Lord Brentford's great friend.	I believe there is no doubt they were pardoned by Sir Henry Coldfoot, who was at the Home Office, and was Lord Brentford's great friend.	false	299.78	307.51	19
3876_174960_000014_000002	I don't quite believe it all,--it would be too delicious; but a great many do." Madame Goesler, however, was strong in her opinion that the report in reference to Lady Laura was scandalous.	I don't quite believe it all,--it would be too delicious; but a great many do." Madame Goesler, however, was strong in her opinion that the report in reference to Lady Laura was scandalous.	true	307.79	319.87	20.160358
3876_174960_000014_000003	She did not believe a word of it, and was almost angry with the Duchess for her credulity.	She did not believe a word of it, and was almost angry with the Duchess for her credulity.	true	320.39	325.54	16
3876_174960_000015_000000	It is probable that very many ladies shared the opinion of the Duchess; but not the less on that account did they take part with Phineas Finn.	It is probable that very many ladies shared the opinion of the Duchess; but not the less on that account did they take part with Phineas Finn.	true	326.36	334.39	19
3876_174960_000015_000001	They could not understand why he should be shut out of office because a lady had been in love with him, and by no means seemed to approve the stern virtue of the Prime Minister.	They could not understand why he should be shut out of office because a lady had been in love with him, and by no means seemed to approve the stern virtue of the Prime Minister.	true	334.67	343.99	16
3876_174960_000015_000002	It was an interference with things which did not belong to him.	It was an interference with things which did not belong to him.	true	344.45	347.92	16
3876_174960_000015_000003	And many asserted that Mr. Gresham was much given to such interference.	And many asserted that mr Gresham was much given to such interference.	true	348.02	352.66	17
3876_174960_000015_000004	Lady Cantrip, though her husband was Mr. Gresham's most intimate friend, was altogether of this party, as was also the Duchess of St. Bungay, who understood nothing at all about it, but who had once fancied herself to be rudely treated by Mrs. Bonteen.	Lady Cantrip, though her husband was mr Gresham's most intimate friend, was altogether of this party, as was also the Duchess of st Bungay, who understood nothing at all about it, but who had once fancied herself to be rudely treated by mrs Bonteen.	false	353.06	369.19	19.816095
3876_174960_000015_000005	The young Duchess was a woman very strong in getting up a party; and the old Duchess, with many other matrons of high rank, was made to believe that it was incumbent on her to be a Phineas Finnite.	The young Duchess was a woman very strong in getting up a party; and the old Duchess, with many other matrons of high rank, was made to believe that it was incumbent on her to be a Phineas Finnite.	true	369.62	381.1	18
3876_174960_000015_000006	One result of this was, that though Phineas was excluded from the Liberal Government, all Liberal drawing-rooms were open to him, and that he was a lion.	One result of this was, that though Phineas was excluded from the Liberal Government, all Liberal drawing rooms were open to him, and that he was a lion.	true	381.53	391.27	18.276287
3876_174960_000016_000000	Additional zest was given to all this by the very indiscreet conduct of Mr. Bonteen.	Additional zest was given to all this by the very indiscreet conduct of mr Bonteen.	true	392.18	397.69	18
3876_174960_000016_000001	He did accept the inferior office of President of the Board of Trade, an office inferior at least to that for which he had been designated, and agreed to fill it without a seat in the Cabinet.	He did accept the inferior office of President of the Board of Trade, an office inferior at least to that for which he had been designated, and agreed to fill it without a seat in the Cabinet.	true	398	408.79	19
3876_174960_000016_000002	But having done so he could not bring himself to bear his disappointment quietly.	But having done so he could not bring himself to bear his disappointment quietly.	true	409.16	413.65	19
3876_174960_000016_000003	He could not work and wait and make himself agreeable to those around him, holding his vexation within his own bosom.	He could not work and wait and make himself agreeable to those around him, holding his vexation within his own bosom.	true	413.93	420.52	17
3876_174960_000016_000004	He was dark and sullen to his chief, and almost insolent to the Duke of Omnium.	He was dark and sullen to his chief, and almost insolent to the Duke of Omnium.	true	420.77	425.8	16
3876_174960_000016_000005	Our old friend Plantagenet Palliser was a man who hardly knew insolence when he met it.	Our old friend Plantagenet Palliser was a man who hardly knew insolence when he met it.	true	426.2	431.5	17
3876_174960_000016_000006	There was such an absence about him of all self-consciousness, he was so little given to think of his own personal demeanour and outward trappings,--that he never brought himself to question the manners of others to him.	There was such an absence about him of all self consciousness, he was so little given to think of his own personal demeanour and outward trappings,--that he never brought himself to question the manners of others to him.	true	431.9	444.31	18
3876_174960_000016_000007	Contradiction he would take for simple argument.	Contradiction he would take for simple argument.	true	444.8	447.64	21
3876_174960_000016_000008	Strong difference of opinion even on the part of subordinates recommended itself to him.	Strong difference of opinion even on the part of subordinates recommended itself to him.	true	447.77	452.74	18
3876_174960_000016_000009	He could put up with apparent rudeness without seeing it, and always gave men credit for good intentions.	He could put up with apparent rudeness without seeing it, and always gave men credit for good intentions.	false	453.02	458.8	22
3876_174960_000016_000010	And with it all he had an assurance in his own position,--a knowledge of the strength derived from his intellect, his industry, his rank, and his wealth,--which made him altogether fearless of others.	And with it all he had an assurance in his own position,--a knowledge of the strength derived from his intellect, his industry, his rank, and his wealth,--which made him altogether fearless of others.	true	459.11	470.92	20
3876_174960_000016_000011	When the little dog snarls, the big dog does not connect the snarl with himself, simply fancying that the little dog must be uncomfortable.	When the little dog snarls, the big dog does not connect the snarl with himself, simply fancying that the little dog must be uncomfortable.	true	471.35	479.62	20.291899
3876_174960_000016_000012	Mr. Bonteen snarled a good deal, and the new Lord Privy Seal thought that the new President of the Board of Trade was not comfortable within himself.	mr Bonteen snarled a good deal, and the new Lord Privy Seal thought that the new President of the Board of Trade was not comfortable within himself.	true	480.05	488.95	20
3876_174960_000016_000013	But at last the little dog took the big dog by the ear, and then the big dog put out his paw and knocked the little dog over.	But at last the little dog took the big dog by the ear, and then the big dog put out his paw and knocked the little dog over.	true	489.2	496.33	21
3876_174960_000016_000014	Mr. Bonteen was told that he had--forgotten himself; and there arose new rumours.	mr Bonteen was told that he had-forgotten himself; and there arose new rumours.	true	496.7	502.33	18
3876_174960_000016_000015	It was soon reported that the Lord Privy Seal had refused to work out decimal coinage under the management, in the House of Commons, of the President of the Board of Trade.	It was soon reported that the Lord Privy Seal had refused to work out decimal coinage under the management, in the House of Commons, of the President of the Board of Trade.	true	502.61	512.02	19
3876_174960_000017_000000	Mr. Bonteen, in his troubled spirit, certainly did misbehave himself. Among his closer friends he declared very loudly that he didn't mean to stand it.	mr Bonteen, in his troubled spirit, certainly did misbehave himself. Among his closer friends he declared very loudly that he didn't mean to stand it.	true	513.02	522.7	17
3876_174960_000017_000001	He had not chosen to throw Mr. Gresham over at once, or to make difficulties at the moment;--but he would not continue to hold his present position or to support the Government without a seat in the Cabinet.	He had not chosen to throw mr Gresham over at once, or to make difficulties at the moment;--but he would not continue to hold his present position or to support the Government without a seat in the Cabinet.	true	523.01	535.12	22.936092
3876_174960_000017_000002	Palliser had become quite useless,--so Mr. Bonteen said,--since his accession to the dukedom, and was quite unfit to deal with decimal coinage.	Palliser had become quite useless,--so mr Bonteen said,--since his accession to the dukedom, and was quite unfit to deal with decimal coinage.	true	535.16	544.3	21
3876_174960_000017_000003	It was a burden to kill any man, and he was not going to kill himself,--at any rate without the reward for which he had been working all his life, and to which he was fully entitled, namely, a seat in the Cabinet.	It was a burden to kill any man, and he was not going to kill himself,--at any rate without the reward for which he had been working all his life, and to which he was fully entitled, namely, a seat in the Cabinet.	true	544.7	557.17	19
3876_174960_000017_000004	Now there were Bonteenites in those days as well as Phineas Finnites.	Now there were Bonteenites in those days as well as Phineas Finnites.	true	557.69	561.97	17
3876_174960_000017_000005	The latter tribe was for the most part feminine; but the former consisted of some half-dozen members of Parliament, who thought they saw their way in encouraging the forlorn hope of the unhappy financier.	The latter tribe was for the most part feminine; but the former consisted of some half dozen members of Parliament, who thought they saw their way in encouraging the forlorn hope of the unhappy financier.	true	562.37	573.97	19
3876_174960_000018_000000	A leader of a party is nothing without an organ, and an organ came forward to support Mr. Bonteen,--not very creditable to him as a Liberal, being a Conservative organ,--but not the less gratifying to his spirit, inasmuch as the organ not only supported him, but exerted its very loudest pipes in abusing the man whom of all men he hated the most.	A leader of a party is nothing without an organ, and an organ came forward to support mr Bonteen,--not very creditable to him as a Liberal, being a Conservative organ,--but not the less gratifying to his spirit, inasmuch as the organ not only supported him, but exerted its very loudest pipes in abusing the man whom of all men he hated the most.	true	575.75	597.52	19
3876_174960_000018_000001	The People's Banner was the organ, and Mr. Quintus Slide was, of course, the organist.	The People's Banner was the organ, and mr Quintus Slide was, of course, the organist.	true	597.77	604.27	20.998594
3876_174960_000018_000002	The following was one of the tunes he played, and was supposed by himself to be a second thunderbolt, and probably a conclusively crushing missile.	The following was one of the tunes he played, and was supposed by himself to be a second thunderbolt, and probably a conclusively crushing missile.	true	605.09	613.93	19
3876_174960_000018_000003	This thunderbolt fell on Monday, the 3rd of May:--	This thunderbolt fell on Monday, the third of May:--	false	614.15	619.68	16.731565
3876_174960_000019_000000	Early in last March we found it to be our duty to bring under public notice the conduct of the member for Tankerville in reference to a transaction which took place at a small hotel in Judd Street, and as to which we then ventured to call for the interference of the police.	Early in last March we found it to be our duty to bring under public notice the conduct of the member for Tankerville in reference to a transaction which took place at a small hotel in Judd Street, and as to which we then ventured to call for the interference of the police.	true	619.68	636.79	18
3876_174960_000019_000001	An attempt to murder the member for Tankerville had been made by a gentleman once well known in the political world, who,--as it is supposed,--had been driven to madness by wrongs inflicted on him in his dearest and nearest family relations.	An attempt to murder the member for Tankerville had been made by a gentleman once well known in the political world, who,--as it is supposed,--had been driven to madness by wrongs inflicted on him in his dearest and nearest family relations.	true	637.4	653.59	19.994854
3876_174960_000019_000002	That the unfortunate gentleman is now insane we believe we may state as a fact.	That the unfortunate gentleman is now insane we believe we may state as a fact.	false	653.99	660.09	19.03009
3876_174960_000019_000003	It had become our special duty to refer to this most discreditable transaction, from the fact that a paper, still in our hands, had been confided to us for publication by the wretched husband before his senses had become impaired,--which, however, we were debarred from giving to the public by an injunction served upon us in sudden haste by the Vice-Chancellor.	It had become our special duty to refer to this most discreditable transaction, from the fact that a paper, still in our hands, had been confided to us for publication by the wretched husband before his senses had become impaired,--which, however, we were debarred from giving to the public by an injunction served upon us in sudden haste by the Vice Chancellor.	true	660.09	684.28	19
3876_174960_000019_000004	We are far from imputing evil motives, or even indiscretion, to that functionary; but we are of opinion that the moral feeling of the country would have been served by the publication, and we are sure that undue steps were taken by the member for Tankerville to procure that injunction.	We are far from imputing evil motives, or even indiscretion, to that functionary; but we are of opinion that the moral feeling of the country would have been served by the publication, and we are sure that undue steps were taken by the member for Tankerville to procure that injunction.	true	684.65	703.69	21.651955
3876_174960_000020_000000	No inquiries whatever were made by the police in reference to that attempt at murder, and we do expect that some member will ask a question on the subject in the House. Would such culpable quiescence have been allowed had not the unfortunate lady whose name we are unwilling to mention been the daughter of one of the colleagues of our present Prime Minister, the gentleman who fired the pistol another of them, and the presumed lover, who was fired at, also another?	No inquiries whatever were made by the police in reference to that attempt at murder, and we do expect that some member will ask a question on the subject in the House. Would such culpable quiescence have been allowed had not the unfortunate lady whose name we are unwilling to mention been the daughter of one of the colleagues of our present Prime Minister, the gentleman who fired the pistol another of them, and the presumed lover, who was fired at, also another?	true	704.15	732.7	19
3876_174960_000020_000001	We think that we need hardly answer that question.	We think that we need hardly answer that question.	true	733.34	736.54	20
3876_174960_000021_000000	One piece of advice which we ventured to give Mr. Gresham in our former article he has been wise enough to follow. We took upon ourselves to tell him that if, after what has occurred, he ventured to place the member for Tankerville again in office, the country would not stand it;--and he has abstained.	One piece of advice which we ventured to give mr Gresham in our former article he has been wise enough to follow. We took upon ourselves to tell him that if, after what has occurred, he ventured to place the member for Tankerville again in office, the country would not stand it;--and he has abstained.	true	737.21	756.13	21.477165
3876_174960_000021_000001	The jaunty footsteps of Mr. Phineas Finn are not heard ascending the stairs of any office at about two in the afternoon, as used to be the case in one of those blessed Downing Street abodes about three years since.	The jaunty footsteps of mr Phineas Finn are not heard ascending the stairs of any office at about two in the afternoon, as used to be the case in one of those blessed Downing Street abodes about three years since.	true	756.35	768.7	15
3876_174960_000021_000002	That scandal is, we think, over,--and for ever.	That scandal is, we think, over,--and for ever.	true	769.25	772.99	20.16393
3876_174960_000021_000003	The good-looking Irish member of Parliament who had been put in possession of a handsome salary by feminine influences, will not, we think, after what we have already said, again become a burden on the public purse.	The good looking Irish member of Parliament who had been put in possession of a handsome salary by feminine influences, will not, we think, after what we have already said, again become a burden on the public purse.	true	773.18	785.8	17
3876_174960_000021_000004	But we cannot say that we are as yet satisfied in this matter, or that we believe that the public has got to the bottom of it,--as it has a right to do in reference to all matters affecting the public service.	But we cannot say that we are as yet satisfied in this matter, or that we believe that the public has got to the bottom of it,--as it has a right to do in reference to all matters affecting the public service.	true	786.8	798.16	20
3876_174960_000021_000005	We have never yet learned why it is that Mr. Bonteen, after having been nominated Chancellor of the Exchequer,--for the appointment to that office was declared in the House of Commons by the head of his party,--was afterwards excluded from the Cabinet, and placed in an office made peculiarly subordinate by the fact of that exclusion.	We have never yet learned why it is that mr Bonteen, after having been nominated Chancellor of the Exchequer,--for the appointment to that office was declared in the House of Commons by the head of his party,--was afterwards excluded from the Cabinet, and placed in an office made peculiarly subordinate by the fact of that exclusion.	true	799.16	819.46	20
3876_174960_000021_000006	We have never yet been told why this was done;--but we believe that we are justified in saying that it was managed through the influence of the member for Tankerville; and we are quite sure that the public service of the country has thereby been subjected to grievous injury.	We have never yet been told why this was done;--but we believe that we are justified in saying that it was managed through the influence of the member for Tankerville; and we are quite sure that the public service of the country has thereby been subjected to grievous injury.	true	819.77	835.33	19
3876_174960_000022_000000	It is hardly our duty to praise any of that very awkward team of horses which Mr. Gresham drives with an audacity which may atone for his incapacity if no fearful accident should be the consequence; but if there be one among them whom we could trust for steady work up hill, it is Mr. Bonteen.	It is hardly our duty to praise any of that very awkward team of horses which mr Gresham drives with an audacity which may atone for his incapacity if no fearful accident should be the consequence; but if there be one among them whom we could trust for steady work up hill, it is mr Bonteen.	true	836	855.49	19
3876_174960_000022_000001	We were astounded at Mr. Gresham's indiscretion in announcing the appointment of his new Chancellor of the Exchequer some weeks before he had succeeded in driving Mr. Daubeny from office;--but we were not the less glad to find that the finances of the country were to be entrusted to the hands of the most competent gentleman whom Mr. Gresham has induced to follow his fortunes.	We were astounded at mr Gresham's indiscretion in announcing the appointment of his new Chancellor of the Exchequer some weeks before he had succeeded in driving mr Daubeny from office;--but we were not the less glad to find that the finances of the country were to be entrusted to the hands of the most competent gentleman whom mr Gresham has induced to follow his fortunes.	false	856.55	878.98	19
3876_174960_000022_000002	But Mr. Phineas Finn, with his female forces, has again interfered, and Mr. Bonteen has been relegated to the Board of Trade, without a seat in the Cabinet.	But mr Phineas Finn, with his female forces, has again interfered, and mr Bonteen has been relegated to the Board of Trade, without a seat in the Cabinet.	true	879.17	889.39	19
3876_174960_000022_000003	We should not be at all surprised if, as the result of this disgraceful manoeuvring, Mr. Bonteen found himself at the head of the Liberal party before the Session be over. If so, evil would have worked to good.	We should not be at all surprised if, as the result of this disgraceful manoeuvring, mr Bonteen found himself at the head of the Liberal party before the Session be over. If so, evil would have worked to good.	true	890.3	903.46	20
3876_174960_000022_000004	But, be that as it may, we cannot but feel that it is a disgrace to the Government, a disgrace to Parliament, and a disgrace to the country that such results should come from the private scandals of two or three people among us by no means of the best class.	But, be that as it may, we cannot but feel that it is a disgrace to the Government, a disgrace to Parliament, and a disgrace to the country that such results should come from the private scandals of two or three people among us by no means of the best class.	false	903.74	926.37	20.485859
