1472_285314_000000_000000	CHAPTER VI	CHAPTER six	false	0.63	8.76	21.410795
1472_285314_000035_000003	Almost in the center of this group stood the extensive storehouse from which all necessary supplies were furnished the mill hands, the cost being deducted from their wages.	Almost in the center of this group stood the extensive storehouse from which all necessary supplies were furnished the mill hands, the cost being deducted from their wages.	true	434.96	444.4	19.792538
1472_285314_000035_000004	The electric power plant was a building at the edge of Royal Waterfall, the low and persistent roar of which was scarcely drowned by the rumble of machinery.	The electric power plant was a building at the edge of Royal Waterfall, the low and persistent roar of which was scarcely drowned by the rumble of machinery.	true	445.31	454.03	25
1472_285314_000035_000005	Finally, at the edge of the clearing nearest the mills, stood the business office, and to this place Mr. Merrick and Arthur at once proceeded.	Finally, at the edge of the clearing nearest the mills, stood the business office, and to this place mr Merrick and Arthur at once proceeded.	true	454.61	461.83	22.015564
1472_285314_000036_000000	They found the office a busy place.	They found the office a busy place.	true	462.65	464.61	22.430634
1472_285314_000036_000001	Three or four typewriters were clicking away, operated by sallow-faced girls, and behind a tall desk were two bookkeepers, in one of whom Uncle John recognized--with mild surprise--the tramp he had encountered at Chazy Junction on the morning of his arrival.	Three or four typewriters were clicking away, operated by sallow faced girls, and behind a tall desk were two bookkeepers, in one of whom Uncle john recognized-with mild surprise-the tramp he had encountered at Chazy Junction on the morning of his arrival.	false	464.61	480.1	23.548153
1472_285314_000036_000002	The young fellow had improved in appearance, having discarded his frayed gray suit for one of plain brown khaki, such as many of the workmen wore, a supply being carried by the company's store. He was clean-shaven and trim, and a gentlemanly bearing had replaced the careless, half defiant attitude of the former hobo.	The young fellow had improved in appearance, having discarded his frayed gray suit for one of plain brown khaki, such as many of the workmen wore, a supply being carried by the company's store. He was clean shaven and trim, and a gentlemanly bearing had replaced the careless, half defiant attitude of the former hobo.	true	480.5	498.34	22.128166
1472_285314_000036_000003	It was evident he remembered meeting Mr. Merrick, for he smiled and returned the "nabob's" nod.	It was evident he remembered meeting mr Merrick, for he smiled and returned the "nabob's" nod.	true	498.71	504.19	20.248522
1472_285314_000037_000000	Mr. Skeelty had a private enclosed office in a corner of the room.	mr Skeelty had a private enclosed office in a corner of the room.	true	504.86	508.39	23.480404
1472_285314_000037_000001	Being admitted to this sanctum, the visitors found the manager to be a small, puffy individual about forty-five years of age, with shrewd, beadlike black eyes and an insolent assumption of super-importance.	Being admitted to this sanctum, the visitors found the manager to be a small, puffy individual about forty five years of age, with shrewd, beadlike black eyes and an insolent assumption of super importance.	true	508.7	520.69	20
1472_285314_000037_000002	Skeelty interrupted his task of running up columns of impressive figures to ask his callers to be seated, and opened the interview with characteristic abruptness.	Skeelty interrupted his task of running up columns of impressive figures to ask his callers to be seated, and opened the interview with characteristic abruptness.	true	521.24	530.38	20.53736
1472_285314_000038_000000	"You're Merrick, eh?	"You're Merrick, eh?	true	530.93	532.15	28.944757
1472_285314_000038_000001	I remember.	I remember.	true	532.31	533.16	21.705868
1472_285314_000038_000002	You want to buy power, and we have it to sell.	You want to buy power, and we have it to sell.	true	533.16	535.69	26
1472_285314_000038_000003	How much will you contract to take?"	How much will you contract to take?"	true	536.03	538.06	26.967478
1472_285314_000039_000000	"I don't know just how much we need," answered Uncle John.	"I don't know just how much we need," answered Uncle john.	true	539.09	542.17	24.759766
1472_285314_000039_000001	"We want enough to run a newspaper plant at Millville, and will pay for whatever we use.	"We want enough to run a newspaper plant at Millville, and will pay for whatever we use.	true	542.27	547.09	22.953907
1472_285314_000039_000002	I've ordered a meter, as you asked me to do, and my men are now stringing the cables to make the connection."	I've ordered a meter, as you asked me to do, and my men are now stringing the cables to make the connection."	true	547.25	552.73	21.466452
1472_285314_000040_000000	"Pah! a newspaper.	"Pah! a newspaper.	true	553.37	555.16	21.68095
1472_285314_000040_000001	How absurd," said Mr. Skeelty with scornful emphasis. "Your name, Merrick, is not unknown to me.	How absurd," said mr Skeelty with scornful emphasis. "Your name, Merrick, is not unknown to me.	true	555.2	562.21	27.071053
1472_285314_000040_000002	It stands for financial success, I understand; but I'll bet you never made your money doing such fool things as establishing newspapers in graveyards."	It stands for financial success, I understand; but I'll bet you never made your money doing such fool things as establishing newspapers in graveyards."	true	562.28	570.73	20.61518
1472_285314_000041_000000	Uncle John looked at the man attentively.	Uncle john looked at the man attentively.	true	571.52	573.73	21.209906
1472_285314_000042_000000	"I shall refrain from criticising your conduct of this mill, Mr. Skeelty," he quietly observed, "nor shall I dictate what you may do with your money--provided you succeed in making any."	"I shall refrain from criticising your conduct of this mill, mr Skeelty," he quietly observed, "nor shall I dictate what you may do with your money-provided you succeed in making any."	true	574.76	586.18	22.125006
1472_285314_000043_000000	The manager smiled broadly, as if the retort pleased him.	The manager smiled broadly, as if the retort pleased him.	true	587.06	590.29	22.22168
1472_285314_000044_000000	"Give an' take, sir; that's my motto," he said.	"Give an' take, sir; that's my motto," he said.	true	590.48	593.26	24.118452
1472_285314_000045_000000	"But you prefer to take?"	"But you prefer to take?"	true	593.6	595.15	29.899672
1472_285314_000046_000000	"I do," was the cheerful reply.	"I do," was the cheerful reply.	true	595.52	597.67	26.330095
1472_285314_000046_000001	"I'll take your paper, for instance--if it isn't too high priced."	"I'll take your paper, for instance-if it isn't too high priced."	true	597.86	601.3	25.248478
1472_285314_000047_000000	"In case it is, we will present you with a subscription," said Uncle John.	"In case it is, we will present you with a subscription," said Uncle john.	false	602.15	605.98	23.490122
1472_285314_000047_000001	"But that reminds me: as a part of our bargain I want you to allow my nieces, or any representative of the _Millville Tribune_, to take subscriptions among your workmen."	"But that reminds me: as a part of our bargain I want you to allow my nieces, or any representative of the underscore Millville Tribune underscore, to take subscriptions among your workmen."	false	606.38	615.58	21
1472_285314_000048_000000	Mr. Skeelty stared at him a moment.	mr Skeelty stared at him a moment.	true	616.64	618.99	23
1472_285314_000048_000001	Then he laughed.	Then he laughed.	true	618.99	620.14	24.650427
1472_285314_000049_000000	"They're mostly foreigners, Mr. Merrick, who haven't yet fully mastered the English language.	"They're mostly foreigners, mr Merrick, who haven't yet fully mastered the English language.	true	620.21	624.88	20.594357
1472_285314_000049_000001	But," he added, thoughtfully, "a few among them might subscribe, if your country sheet contains any news of interest at all.	But," he added, thoughtfully, "a few among them might subscribe, if your country sheet contains any news of interest at all.	true	625.16	632.41	25.904516
1472_285314_000049_000002	This is rather a lonely place for my men and they get dissatisfied at times.	This is rather a lonely place for my men and they get dissatisfied at times.	false	632.66	636.9	20
1472_285314_000049_000003	All workmen seem chronically dissatisfied, and their women constantly urge them to rebellion.	All workmen seem chronically dissatisfied, and their women constantly urge them to rebellion.	false	636.9	642.46	24
1472_285314_000049_000004	Already there are grumblings, and they claim they're buried alive in this forlorn forest.	Already there are grumblings, and they claim they're buried alive in this forlorn forest.	true	642.62	647.41	18.522396
1472_285314_000049_000005	Don't appreciate the advantages of country life, you see, and I've an idea they'll begin to desert, pretty soon.	Don't appreciate the advantages of country life, you see, and I've an idea they'll begin to desert, pretty soon.	true	647.81	654.04	20.614866
1472_285314_000049_000006	Really, a live newspaper might do them good--especially if you print a little socialistic drivel now and then." Again he devoted a moment to thought, and then continued: "Tell you what I'll do, sir; I'll solicit the subscriptions myself, and deduct the price from the men's wages, as I do the cost of their other supplies. But the Company gets a commission for that, of course."	Really, a live newspaper might do them good-especially if you print a little socialistic drivel now and then." Again he devoted a moment to thought, and then continued: "Tell you what I'll do, sir; I'll solicit the subscriptions myself, and deduct the price from the men's wages, as I do the cost of their other supplies. But the Company gets a commission for that, of course."	false	654.2	674.59	21.457624
1472_285314_000050_000000	"It's a penny paper," said Uncle John.	"It's a penny paper," said Uncle john.	true	675.32	677.59	24.413176
1472_285314_000050_000001	"The subscription is only thirty cents a month."	"The subscription is only thirty cents a month."	true	677.78	680.56	24.266026
1472_285314_000051_000000	"Delivered?"	"Delivered?"	true	681.17	682.15	29.561037
1472_285314_000052_000000	"I suppose so."	"I suppose so."	true	682.58	683.86	24.173655
1472_285314_000053_000000	"Well, I'll pay you twenty cents, and keep the balance for commission. That's fair enough."	"Well, I'll pay you twenty cents, and keep the balance for commission. That's fair enough."	true	684.59	688.63	24.53716
1472_285314_000054_000000	"Very well, Mr. Skeelty.	"Very well, mr Skeelty.	true	689.51	691.26	20.913868
1472_285314_000054_000001	We're after subscriptions more than money, just now.	We're after subscriptions more than money, just now.	true	691.26	694.18	18
1472_285314_000054_000002	Get all you can, at that rate."	Get all you can, at that rate."	true	694.49	696.28	28.630793
1472_285314_000055_000000	After signing a contract for the supply of electrical power, whereby he was outrageously robbed but the supply was guaranteed, Mr. Merrick and Arthur returned to the farm.	After signing a contract for the supply of electrical power, whereby he was outrageously robbed but the supply was guaranteed, mr Merrick and Arthur returned to the farm.	true	697.94	708.01	21.199509
1472_285314_000056_000000	"That man," said Louise's young husband, referring to the manager of the paper mill, "is an unmitigated scoundrel, sir."	"That man," said Louise's young husband, referring to the manager of the paper mill, "is an unmitigated scoundrel, sir."	true	708.62	716.05	21.257652
1472_285314_000057_000000	"I won't deny it," replied Mr. Merrick.	"I won't deny it," replied mr Merrick.	true	716.75	719.295	24.375105
1472_285314_000057_000001	"It occurs to me he is hiring those poor workmen at low wages and making a profit on all their living necessities, which he reserves the right of supplying from his own store.	"It occurs to me he is hiring those poor workmen at low wages and making a profit on all their living necessities, which he reserves the right of supplying from his own store.	true	719.295	728.89	18
1472_285314_000057_000002	No wonder the poor fellows get dissatisfied."	No wonder the poor fellows get dissatisfied."	true	729.17	731.67	21.866287
1472_285314_000058_000000	CHAPTER VII	CHAPTER seven	false	731.67	731.79	-5
1472_285314_000059_000000	THE SKETCH ARTIST	THE SKETCH ARTIST	false	731.79	731.97	-20
1472_285314_000060_000000	During the next three days so many things happened at Millville that the natives were in a panic of excitement.	During the next three days so many things happened at Millville that the natives were in a panic of excitement.	false	731.97	733.29	11.596688
1472_285314_000060_000001	Not only was electricity brought from the paper mill, but a telegraph wire was run from Chazy Junction to Bob West's former storage shed and a telephone gang came along and placed a private wire, with long-distance connections, in the new newspaper office.	Not only was electricity brought from the paper mill, but a telegraph wire was run from Chazy Junction to Bob West's former storage shed and a telephone gang came along and placed a private wire, with long distance connections, in the new newspaper office.	false	733.29	735.42	23.10815
1472_285314_000060_000002	The office itself became transformed--"as full o' winders as a hothouse!" exclaimed Peggy McNutt, with bulging eyes--and neat partitions were placed for the offices.	The office itself became transformed-"as full o' winders as a hothouse!" exclaimed Peggy McNutt, with bulging eyes-and neat partitions were placed for the offices.	false	735.42	736.65	-7
1472_285314_000060_000003	There was no longer any secret as to the plans of the "nabobs"; it was generally understood that those terribly aggressive girls were going to inflict a daily paper on the community.	There was no longer any secret as to the plans of the "nabobs"; it was generally understood that those terribly aggressive girls were going to inflict a daily paper on the community.	false	736.65	738.21	-8
1472_285314_000060_000004	Some were glad, and some rebelled, but all were excited. A perpetual meeting was held at Cotting's store to discuss developments, for something startling occurred every few minutes.	Some were glad, and some rebelled, but all were excited. A perpetual meeting was held at Cotting's store to discuss developments, for something startling occurred every few minutes.	false	738.21	739.56	-20
