1923_155646_000001_000000	There was once a man who loved his wife dearly.	There was once a man who loved his wife dearly.
1923_155646_000025_000000	Before the man went away his father-in-law spoke to him and said, "When you get near home you must not go at once into the camp.	Before the man went away his father in law spoke to him and said, "When you get near home you must not go at once into the camp.
1923_155646_000025_000001	Let some of your relations know that you have come, and ask them to build a sweat-house for you.	Let some of your relations know that you have come, and ask them to build a sweat house for you.
1923_155646_000025_000002	Go into that sweat-house and wash your body thoroughly, leaving no part of it, however small, uncleansed. If you fail in this, you will die.	Go into that sweat house and wash your body thoroughly, leaving no part of it, however small, uncleansed. If you fail in this, you will die.
1923_155646_000025_000003	There is something about the ghosts that it is difficult to remove.	There is something about the ghosts that it is difficult to remove.
1923_155646_000025_000004	It can only be removed by a thorough sweat.	It can only be removed by a thorough sweat.
1923_155646_000025_000005	Take care now that you do what I tell you.	Take care now that you do what I tell you.
1923_155646_000025_000006	Do not whip your wife, nor strike her with a knife, nor hit her with fire. If you do, she will vanish before your eyes and return here."	Do not whip your wife, nor strike her with a knife, nor hit her with fire. If you do, she will vanish before your eyes and return here."
1923_155646_000026_000000	They left the ghost country to go home, and on the fourth day the wife said to her husband, "Open your eyes." He looked about him and saw that those who had been with them had disappeared, and he found that they were standing in front of the old woman's lodge by the butte.	They left the ghost country to go home, and on the fourth day the wife said to her husband, "Open your eyes." He looked about him and saw that those who had been with them had disappeared, and he found that they were standing in front of the old woman's lodge by the butte.
1923_155646_000026_000001	She came out of her lodge and said to them, "Stop; give me back those mysterious medicines of mine, whose power helped you to do what you wished." The man returned them to her, and then once more became really a living person.	She came out of her lodge and said to them, "Stop; give me back those mysterious medicines of mine, whose power helped you to do what you wished." The man returned them to her, and then once more became really a living person.
1923_155646_000027_000000	When they drew near to the camp the woman went on ahead and sat down on a butte.	When they drew near to the camp the woman went on ahead and sat down on a butte.
1923_155646_000027_000001	Then some curious persons came out to see who this might be.	Then some curious persons came out to see who this might be.
1923_155646_000027_000002	As they approached the woman called out to them, "Do not come any nearer.	As they approached the woman called out to them, "Do not come any nearer.
1923_155646_000027_000004	The man told them where he had been and how he had managed to get his wife back, and that the pipe hanging over the doorway was a medicine pipe--the Worm Pipe--presented to him by his ghost father-in-law.	The man told them where he had been and how he had managed to get his wife back, and that the pipe hanging over the doorway was a medicine pipe-the Worm Pipe-presented to him by his ghost father in law.
1923_155646_000028_000000	That is how the people came to possess the Worm Pipe.	That is how the people came to possess the Worm Pipe.
1923_155646_000028_000001	That pipe belongs to the band of Piegans known as the Worm People.	That pipe belongs to the band of Piegans known as the Worm People.
1923_155646_000029_000000	Not long after this, once in the night, this man told his wife to do something, and when she did not begin at once he picked up a brand from the fire and raised it--not that he intended to strike her with it, but he made as if he would--when all at once she vanished and was never seen again.	Not long after this, once in the night, this man told his wife to do something, and when she did not begin at once he picked up a brand from the fire and raised it-not that he intended to strike her with it, but he made as if he would-when all at once she vanished and was never seen again.
