4731_58193_000000_000000	CHAPTER II	CHAPTER two	false	0.33	18.46	21.227854
4731_58193_000003_000000	"No matter," he replied, "I am going to whip you, so take down your dress this instant."	"No matter," he replied, "I am going to whip you, so take down your dress this instant."	true	150.29	155.38	19.38639
4731_58193_000004_000000	Recollect, I was eighteen years of age, was a woman fully developed, and yet this man coolly bade me take down my dress.	Recollect, I was eighteen years of age, was a woman fully developed, and yet this man coolly bade me take down my dress.	false	155.75	164.35	19
4731_58193_000004_000001	I drew myself up proudly, firmly, and said: "No, Mr. Bingham, I shall not take down my dress before you.	I drew myself up proudly, firmly, and said: "No, mr Bingham, I shall not take down my dress before you.	true	164.81	172.42	21.764196
4731_58193_000004_000002	Moreover, you shall not whip me unless you prove the stronger.	Moreover, you shall not whip me unless you prove the stronger.	true	172.73	176.44	18.047255
4731_58193_000004_000003	Nobody has a right to whip me but my own master, and nobody shall do so if I can prevent it."	Nobody has a right to whip me but my own master, and nobody shall do so if I can prevent it."	true	176.66	182.38	17
4731_58193_000005_000000	My words seemed to exasperate him.	My words seemed to exasperate him.	true	182.42	184.62	22
4731_58193_000005_000001	He seized a rope, caught me roughly, and tried to tie me.	He seized a rope, caught me roughly, and tried to tie me.	true	184.62	188.2	21.890987
4731_58193_000005_000002	I resisted with all my strength, but he was the stronger of the two, and after a hard struggle succeeded in binding my hands and tearing my dress from my back.	I resisted with all my strength, but he was the stronger of the two, and after a hard struggle succeeded in binding my hands and tearing my dress from my back.	true	188.57	197.53	16
4731_58193_000005_000003	Then he picked up a rawhide, and began to ply it freely over my shoulders.	Then he picked up a rawhide, and began to ply it freely over my shoulders.	true	197.96	202.33	20
4731_58193_000005_000004	With steady hand and practised eye he would raise the instrument of torture, nerve himself for a blow, and with fearful force the rawhide descended upon the quivering flesh.	With steady hand and practised eye he would raise the instrument of torture, nerve himself for a blow, and with fearful force the rawhide descended upon the quivering flesh.	false	202.82	213.55	19
4731_58193_000005_000005	It cut the skin, raised great welts, and the warm blood trickled down my back.	It cut the skin, raised great welts, and the warm blood trickled down my back.	true	213.86	220.39	22.0468
4731_58193_000005_000006	Oh God!	Oh God!	true	220.46	221.59	20.21381
4731_58193_000005_000007	I can feel the torture now--the terrible, excruciating agony of those moments.	I can feel the torture now-the terrible, excruciating agony of those moments.	true	221.9	227.26	18
4731_58193_000005_000008	I did not scream; I was too proud to let my tormentor know what I was suffering.	I did not scream; I was too proud to let my tormentor know what I was suffering.	false	227.66	232.9	21.120272
4731_58193_000005_000009	I closed my lips firmly, that not even a groan might escape from them, and I stood like a statue while the keen lash cut deep into my flesh.	I closed my lips firmly, that not even a groan might escape from them, and I stood like a statue while the keen lash cut deep into my flesh.	false	233.57	242.41	19
4731_58193_000005_000010	As soon as I was released, stunned with pain, bruised and bleeding, I went home and rushed into the presence of the pastor and his wife, wildly exclaiming: "Master Robert, why did you let Mr. Bingham flog me?	As soon as I was released, stunned with pain, bruised and bleeding, I went home and rushed into the presence of the pastor and his wife, wildly exclaiming: "Master Robert, why did you let mr Bingham flog me?	true	242.78	256.02	19.489185
4731_58193_000005_000011	What have I done that I should be so punished?"	What have I done that I should be so punished?"	false	256.02	258.85	20.282024
4731_58193_000006_000000	"Go away," he gruffly answered, "do not bother me."	"Go away," he gruffly answered, "do not bother me."	true	259.37	262.72	22.21003
4731_58193_000007_000000	I would not be put off thus.	I would not be put off thus.	true	263.3	265.03	21
4731_58193_000007_000001	"What _have_ I done?	"What underscore have underscore I done?	false	265.34	266.62	17.680874
4731_58193_000007_000002	I _will_ know why I have been flogged."	I underscore will underscore know why I have been flogged."	false	266.66	268.74	18.294455
4731_58193_000008_000000	I saw his cheeks flush with anger, but I did not move.	I saw his cheeks flush with anger, but I did not move.	false	268.74	272.05	20.514126
4731_58193_000008_000001	He rose to his feet, and on my refusing to go without an explanation, seized a chair, struck me, and felled me to the floor.	He rose to his feet, and on my refusing to go without an explanation, seized a chair, struck me, and felled me to the floor.	false	272.27	279.22	17
4731_58193_000008_000002	I rose, bewildered, almost dead with pain, crept to my room, dressed my bruised arms and back as best I could, and then lay down, but not to sleep.	I rose, bewildered, almost dead with pain, crept to my room, dressed my bruised arms and back as best I could, and then lay down, but not to sleep.	false	279.68	290.29	20.356441
4731_58193_000008_000003	No, I could not sleep, for I was suffering mental as well as bodily torture.	No, I could not sleep, for I was suffering mental as well as bodily torture.	true	290.93	295.93	20.390606
4731_58193_000008_000004	My spirit rebelled against the unjustness that had been inflicted upon me, and though I tried to smother my anger and to forgive those who had been so cruel to me, it was impossible.	My spirit rebelled against the unjustness that had been inflicted upon me, and though I tried to smother my anger and to forgive those who had been so cruel to me, it was impossible.	true	296.36	306.12	16
4731_58193_000008_000005	The next morning I was more calm, and I believe that I could then have forgiven everything for the sake of one kind word.	The next morning I was more calm, and I believe that I could then have forgiven everything for the sake of one kind word.	false	306.12	313.63	19.330666
4731_58193_000008_000006	But the kind word was not proffered, and it may be possible that I grew somewhat wayward and sullen.	But the kind word was not proffered, and it may be possible that I grew somewhat wayward and sullen.	true	313.82	319.9	19.05444
4731_58193_000008_000007	Though I had faults, I know now, as I felt then, harshness was the poorest inducement for the correction of them.	Though I had faults, I know now, as I felt then, harshness was the poorest inducement for the correction of them.	false	320.99	328.65	21.18362
4731_58193_000008_000008	It seems that Mr. Bingham had pledged himself to Mrs. Burwell to subdue what he called my "stubborn pride." On Friday following the Saturday on which I was so savagely beaten, Mr. Bingham again directed me come to his study.	It seems that mr Bingham had pledged himself to mrs Burwell to subdue what he called my "stubborn pride." On Friday following the Saturday on which I was so savagely beaten, mr Bingham again directed me come to his study.	false	328.65	342.55	19
4731_58193_000008_000009	I went, but with the determination to offer resistance should he attempt to flog me again.	I went, but with the determination to offer resistance should he attempt to flog me again.	true	342.86	347.98	18
4731_58193_000008_000010	On entering the room I found him prepared with a new rope and a new cowhide.	On entering the room I found him prepared with a new rope and a new cowhide.	true	348.29	352.44	16
4731_58193_000008_000011	I told him that I was ready to die, but that he could not conquer me.	I told him that I was ready to die, but that he could not conquer me.	false	352.44	357.22	20.730772
4731_58193_000008_000012	In struggling with him I bit his finger severely, when he seized a heavy stick and beat me with it in a shameful manner.	In struggling with him I bit his finger severely, when he seized a heavy stick and beat me with it in a shameful manner.	false	357.68	365.08	21.261047
4731_58193_000008_000013	Again I went home sore and bleeding, but with pride as strong and defiant as ever.	Again I went home sore and bleeding, but with pride as strong and defiant as ever.	true	365.54	370.45	17
4731_58193_000008_000014	The following Thursday Mr. Bingham again tried to conquer me, but in vain.	The following Thursday mr Bingham again tried to conquer me, but in vain.	true	370.85	374.92	16
4731_58193_000008_000015	We struggled, and he struck me many savage blows.	We struggled, and he struck me many savage blows.	true	374.99	378.64	21.691296
4731_58193_000008_000016	As I stood bleeding before him, nearly exhausted with his efforts, he burst into tears, and declared that it would be a sin to beat me any more.	As I stood bleeding before him, nearly exhausted with his efforts, he burst into tears, and declared that it would be a sin to beat me any more.	false	378.92	387.58	18
4731_58193_000008_000017	My suffering at last subdued his hard heart; he asked my forgiveness, and afterwards was an altered man. He was never known to strike one of his servants from that day forward. Mr. Burwell, he who preached the love of Heaven, who glorified the precepts and examples of Christ, who expounded the Holy Scriptures Sabbath after Sabbath from the pulpit, when Mr. Bingham refused to whip me any more, was urged by his wife to punish me himself.	My suffering at last subdued his hard heart; he asked my forgiveness, and afterwards was an altered man. He was never known to strike one of his servants from that day forward. mr Burwell, he who preached the love of Heaven, who glorified the precepts and examples of Christ, who expounded the Holy Scriptures Sabbath after Sabbath from the pulpit, when mr Bingham refused to whip me any more, was urged by his wife to punish me himself.	false	388.16	415.18	21
4731_58193_000008_000018	One morning he went to the wood-pile, took an oak broom, cut the handle off, and with this heavy handle attempted to conquer me.	One morning he went to the wood pile, took an oak broom, cut the handle off, and with this heavy handle attempted to conquer me.	false	415.46	423.7	21.495106
4731_58193_000008_000019	I fought him, but he proved the strongest.	I fought him, but he proved the strongest.	true	424.46	426.88	17.422523
4731_58193_000008_000020	At the sight of my bleeding form, his wife fell upon her knees and begged him to desist.	At the sight of my bleeding form, his wife fell upon her knees and begged him to desist.	true	427.19	431.98	18
4731_58193_000008_000021	My distress even touched her cold, jealous heart.	My distress even touched her cold, jealous heart.	true	432.2	435.49	22.417828
4731_58193_000008_000022	I was so badly bruised that I was unable to leave my bed for five days.	I was so badly bruised that I was unable to leave my bed for five days.	true	436.22	440.44	19
4731_58193_000008_000023	I will not dwell upon the bitter anguish of these hours, for even the thought of them now makes me shudder.	I will not dwell upon the bitter anguish of these hours, for even the thought of them now makes me shudder.	true	441.26	447.64	19
4731_58193_000008_000024	The Rev.	The Rev.	true	448.49	449.07	14.989929
4731_58193_000008_000025	Mr. Burwell was not yet satisfied.	mr Burwell was not yet satisfied.	true	449.07	451.51	15
4731_58193_000008_000026	He resolved to make another attempt to subdue my proud, rebellious spirit--made the attempt and again failed, when he told me, with an air of penitence, that he should never strike me another blow; and faithfully he kept his word.	He resolved to make another attempt to subdue my proud, rebellious spirit-made the attempt and again failed, when he told me, with an air of penitence, that he should never strike me another blow; and faithfully he kept his word.	false	451.7	463.99	20
4731_58193_000008_000027	These revolting scenes created a great sensation at the time, were the talk of the town and neighborhood, and I flatter myself that the actions of those who had conspired against me were not viewed in a light to reflect much credit upon them.	These revolting scenes created a great sensation at the time, were the talk of the town and neighborhood, and I flatter myself that the actions of those who had conspired against me were not viewed in a light to reflect much credit upon them.	true	464.45	477.79	20
4731_58193_000009_000000	The savage efforts to subdue my pride were not the only things that brought me suffering and deep mortification during my residence at Hillsboro'.	The savage efforts to subdue my pride were not the only things that brought me suffering and deep mortification during my residence at Hillsboro'.	true	478.91	486.13	16
4731_58193_000009_000001	I was regarded as fair-looking for one of my race, and for four years a white man--I spare the world his name--had base designs upon me.	I was regarded as fair looking for one of my race, and for four years a white man-I spare the world his name-had base designs upon me.	true	486.89	496.63	19.141613
4731_58193_000009_000002	I do not care to dwell upon this subject, for it is one that is fraught with pain.	I do not care to dwell upon this subject, for it is one that is fraught with pain.	true	497.09	501.7	16
4731_58193_000009_000003	Suffice it to say, that he persecuted me for four years, and I--I--became a mother.	Suffice it to say, that he persecuted me for four years, and I-I-became a mother.	false	501.86	508.18	20.546024
4731_58193_000009_000004	The child of which he was the father was the only child that I ever brought into the world.	The child of which he was the father was the only child that I ever brought into the world.	true	508.4	512.92	20
4731_58193_000009_000005	If my poor boy ever suffered any humiliating pangs on account of birth, he could not blame his mother, for God knows that she did not wish to give him life; he must blame the edicts of that society which deemed it no crime to undermine the virtue of girls in my then position.	If my poor boy ever suffered any humiliating pangs on account of birth, he could not blame his mother, for God knows that she did not wish to give him life; he must blame the edicts of that society which deemed it no crime to undermine the virtue of girls in my then position.	true	513.26	529.78	18
4731_58193_000010_000000	Among the old letters preserved by my mother I find the following, written by myself while at Hillsboro'.	Among the old letters preserved by my mother I find the following, written by myself while at Hillsboro'.	false	530.93	536.62	21
4731_58193_000010_000001	In this connection I desire to state that Rev.	In this connection I desire to state that Rev.	true	536.99	539.67	23
4731_58193_000010_000002	Robert Burwell is now living[A] at Charlotte, North Carolina:--	Robert Burwell is now living[A] at charlotte north carolina:--	false	539.67	543.34	22.350506
4731_58193_000011_000000	"HILLSBORO', April 10, 1838.	"HILLSBORO', april tenth eighteen thirty eight.	true	544.43	547.96	20.833164
4731_58193_000012_000000	"MY DEAR MOTHER:--I have been intending to write to you for a long time, but numerous things have prevented, and for that reason you must excuse me.	"MY DEAR MOTHER:--I have been intending to write to you for a long time, but numerous things have prevented, and for that reason you must excuse me.	false	548.27	556.84	21.086464
4731_58193_000013_000000	"I thought very hard of you for not writing to me, but hope that you will answer this letter as soon as you receive it, and tell me how you like Marsfield, and if you have seen any of old acquaintances, or if you yet know any of the brick-house people who I think so much of.	"I thought very hard of you for not writing to me, but hope that you will answer this letter as soon as you receive it, and tell me how you like Marsfield, and if you have seen any of old acquaintances, or if you yet know any of the brick house people who I think so much of.	true	557	571.87	19.560755
4731_58193_000013_000001	I want to hear of the family at home very much, indeed.	I want to hear of the family at home very much, indeed.	true	572.51	575.65	18
4731_58193_000013_000002	I really believe you and all the family have forgotten me, if not I certainly should have heard from some of you since you left Boyton, if it was only a line; nevertheless I love you all very dearly, and shall, although I may never see you again, nor do I ever expect to.	I really believe you and all the family have forgotten me, if not I certainly should have heard from some of you since you left Boyton, if it was only a line; nevertheless I love you all very dearly, and shall, although I may never see you again, nor do I ever expect to.	true	576.38	594.43	20.254633
4731_58193_000013_000003	Miss Anna is going to Petersburgh next winter, but she says that she does not intend take me; what reason she has for leaving me I cannot tell.	Miss Anna is going to Petersburgh next winter, but she says that she does not intend take me; what reason she has for leaving me I cannot tell.	false	595.16	603.91	20
4731_58193_000013_000004	I have often wished that I lived where I knew I never could see you, for then I would not have my hopes raised, and to be disappointed in this manner; however, it is said that a bad beginning makes a good ending, but I hardly expect to see that happy day at this place.	I have often wished that I lived where I knew I never could see you, for then I would not have my hopes raised, and to be disappointed in this manner; however, it is said that a bad beginning makes a good ending, but I hardly expect to see that happy day at this place.	true	604.28	620.11	21.516998
4731_58193_000013_000005	Give my love to all the family, both white and black. I was very much obliged to you for the presents you sent me last summer, though it is quite late in the day to be thanking for them.	Give my love to all the family, both white and black. I was very much obliged to you for the presents you sent me last summer, though it is quite late in the day to be thanking for them.	true	620.48	630.43	20.632965
4731_58193_000013_000006	Tell Aunt Bella that I was very much obliged to her for her present; I have been so particular with it that I have only worn it once.	Tell Aunt Bella that I was very much obliged to her for her present; I have been so particular with it that I have only worn it once.	true	630.86	637.77	20
4731_58193_000014_000000	"There have been six weddings since October; the most respectable one was about a fortnight ago; I was asked to be the first attendant, but, as usual with all my expectations, I was disappointed, for on the wedding-day I felt more like being locked up in a three-cornered box than attending a wedding.	"There have been six weddings since October; the most respectable one was about a fortnight ago; I was asked to be the first attendant, but, as usual with all my expectations, I was disappointed, for on the wedding day I felt more like being locked up in a three cornered box than attending a wedding.	false	637.77	656.86	21.194736
4731_58193_000014_000001	About a week before Christmas I was bridesmaid for Ann Nash; when the night came I was in quite a trouble; I did not know whether my frock was clean or dirty; I only had a week's notice, and the body and sleeves to make, and only one hour every night to work on it, so you can see with these troubles to overcome my chance was rather slim.	About a week before Christmas I was bridesmaid for Ann Nash; when the night came I was in quite a trouble; I did not know whether my frock was clean or dirty; I only had a week's notice, and the body and sleeves to make, and only one hour every night to work on it, so you can see with these troubles to overcome my chance was rather slim.	false	657.26	676.92	20.756826
4731_58193_000014_000002	I must now close, although I could fill ten pages with my griefs and misfortunes; no tongue could express them as I feel; don't forget me though; and answer my letters soon.	I must now close, although I could fill ten pages with my griefs and misfortunes; no tongue could express them as I feel; don't forget me though; and answer my letters soon.	false	676.92	688.6	20.264797
4731_58193_000014_000003	I will write you again, and would write more now, but Miss Anna says it is time I had finished.	I will write you again, and would write more now, but Miss Anna says it is time I had finished.	true	688.61	694.09	18.769669
4731_58193_000014_000004	Tell Miss Elizabeth that I wish she would make haste and get married, for mistress says that I belong to her when she gets married.	Tell Miss Elizabeth that I wish she would make haste and get married, for mistress says that I belong to her when she gets married.	true	694.28	700.6	18
4731_58193_000015_000000	"I wish you would send me a pretty frock this summer; if you will send it to Mrs. Robertson's Miss Bet will send it to me.	"I wish you would send me a pretty frock this summer; if you will send it to mrs Robertson's Miss Bet will send it to me.	true	701.45	707.71	18
4731_58193_000016_000000	"Farewell, darling mother.	"Farewell, darling mother.	true	707.96	709.51	16.784336
4731_58193_000017_000000	"Your affectionate daughter, "ELIZABETH HOBBS."	"Your affectionate daughter, "ELIZABETH HOBBS."	true	709.58	712.35	19.904634
4731_58193_000018_000000	[Footnote A: March, 1868.]	[Footnote A: March, eighteen sixty eight.]	false	712.35	712.47	4
4731_58193_000019_000000	CHAPTER III	CHAPTER three	false	712.47	712.5	1
4731_58193_000020_000000	HOW I GAINED MY FREEDOM	HOW I GAINED MY FREEDOM	false	712.5	712.59	-20
4731_58193_000021_000000	The years passed and brought many changes to me, but on these I will not dwell, as I wish to hasten to the most interesting part of my story.	The years passed and brought many changes to me, but on these I will not dwell, as I wish to hasten to the most interesting part of my story.	false	712.59	713.19	-1
4731_58193_000021_000001	My troubles in North Carolina were brought to an end by my unexpected return to Virginia, where I lived with Mr. Garland, who had married Miss Ann[e] Burwell, one of my old master's daughters.	My troubles in North Carolina were brought to an end by my unexpected return to Virginia, where I lived with mr Garland, who had married Miss Ann[e] Burwell, one of my old master's daughters.	false	713.19	713.82	19.49953
4731_58193_000021_000002	His life was not a prosperous one, and after struggling with the world for several years he left his native State, a disappointed man.	His life was not a prosperous one, and after struggling with the world for several years he left his native State, a disappointed man.	false	713.82	713.85	-3
4731_58193_000021_000003	He moved to St. Louis, hoping to improve his fortune in the West; but ill luck followed him there, and he seemed to be unable to escape from the influence of the evil star of his destiny.	He moved to saint Louis, hoping to improve his fortune in the West; but ill luck followed him there, and he seemed to be unable to escape from the influence of the evil star of his destiny.	false	713.85	713.88	56
4731_58193_000021_000004	When his family, myself included, joined him in his new home on the banks of the Mississippi, we found him so poor that he was unable to pay the dues on a letter advertised as in the post-office for him.	When his family, myself included, joined him in his new home on the banks of the Mississippi, we found him so poor that he was unable to pay the dues on a letter advertised as in the post office for him.	false	713.88	713.94	9
4731_58193_000021_000005	The necessities of the family were so great, that it was proposed to place my mother out at service.	The necessities of the family were so great, that it was proposed to place my mother out at service.	false	713.94	713.94	
4731_58193_000021_000006	The idea was shocking to me.	The idea was shocking to me.	false	713.94	713.97	1
4731_58193_000021_000007	Every gray hair in her old head was dear to me, and I could not bear the thought of her going to work for strangers.	Every gray hair in her old head was dear to me, and I could not bear the thought of her going to work for strangers.	false	713.97	714	6
4731_58193_000021_000008	She had been raised in the family, had watched the growth of each child from infancy to maturity; they had been the objects of her kindest care, and she was wound round about them as the vine winds itself about the rugged oak.	She had been raised in the family, had watched the growth of each child from infancy to maturity; they had been the objects of her kindest care, and she was wound round about them as the vine winds itself about the rugged oak.	false	714	714.03	3
4731_58193_000021_000009	They had been the central figures in her dream of life--a dream beautiful to her, since she had basked in the sunshine of no other.	They had been the central figures in her dream of life-a dream beautiful to her, since she had basked in the sunshine of no other.	false	714.03	714.06	-20
4731_58193_000021_000010	And now they proposed to destroy each tendril of affection, to cloud the sunshine of her existence when the day was drawing to a close, when the shadows of solemn night were rapidly approaching.	And now they proposed to destroy each tendril of affection, to cloud the sunshine of her existence when the day was drawing to a close, when the shadows of solemn night were rapidly approaching.	false	714.06	714.12	-20
4731_58193_000021_000011	My mother, my poor aged mother, go among strangers to toil for a living!	My mother, my poor aged mother, go among strangers to toil for a living!	false	714.12	714.12	
4731_58193_000021_000012	No, a thousand times no! I would rather work my fingers to the bone, bend over my sewing till the film of blindness gathered in my eyes; nay, even beg from street to street.	No, a thousand times no! I would rather work my fingers to the bone, bend over my sewing till the film of blindness gathered in my eyes; nay, even beg from street to street.	false	714.12	714.15	19
4731_58193_000021_000013	I told Mr. Garland so, and he gave me permission to see what I could do.	I told mr Garland so, and he gave me permission to see what I could do.	false	714.15	714.18	-20
4731_58193_000021_000014	I was fortunate in obtaining work, and in a short time I had acquired something of a reputation as a seamstress and dress-maker.	I was fortunate in obtaining work, and in a short time I had acquired something of a reputation as a seamstress and dress maker.	false	714.18	714.21	-20
4731_58193_000021_000015	The best ladies in St. Louis were my patrons, and when my reputation was once established I never lacked for orders.	The best ladies in saint Louis were my patrons, and when my reputation was once established I never lacked for orders.	false	714.21	714.24	-8
4731_58193_000021_000016	With my needle I kept bread in the mouths of seventeen persons for two years and five months.	With my needle I kept bread in the mouths of seventeen persons for two years and five months.	false	714.24	717.96	13.800188
4731_58193_000021_000017	While I was working so hard that others might live in comparative comfort, and move in those circles of society to which their birth gave them entrance, the thought often occurred to me whether I was really worth my salt or not; and then perhaps the lips curled with a bitter sneer.	While I was working so hard that others might live in comparative comfort, and move in those circles of society to which their birth gave them entrance, the thought often occurred to me whether I was really worth my salt or not; and then perhaps the lips curled with a bitter sneer.	false	717.96	717.96	
4731_58193_000021_000018	It may seem strange that I should place so much emphasis upon words thoughtlessly, idly spoken; but then we do many strange things in life, and cannot always explain the motives that actuate us.	It may seem strange that I should place so much emphasis upon words thoughtlessly, idly spoken; but then we do many strange things in life, and cannot always explain the motives that actuate us.	false	717.96	717.96	
4731_58193_000021_000019	The heavy task was too much for me, and my health began to give way.	The heavy task was too much for me, and my health began to give way.	false	717.96	717.96	
4731_58193_000021_000020	About this time Mr. Keckley, whom I had met in Virginia, and learned to regard with more than friendship, came to St. Louis.	About this time mr Keckley, whom I had met in Virginia, and learned to regard with more than friendship, came to saint Louis.	false	717.96	717.96	
4731_58193_000021_000021	He sought my hand in marriage, and for a long time I refused to consider his proposal; for I could not bear the thought of bringing children into slavery--of adding one single recruit to the millions bound to hopeless servitude, fettered and shackled with chains stronger and heavier than manacles of iron.	He sought my hand in marriage, and for a long time I refused to consider his proposal; for I could not bear the thought of bringing children into slavery-of adding one single recruit to the millions bound to hopeless servitude, fettered and shackled with chains stronger and heavier than manacles of iron.	false	717.96	717.96	
4731_58193_000021_000022	I made a proposition to buy myself and son; the proposition was bluntly declined, and I was commanded never to broach the subject again.	I made a proposition to buy myself and son; the proposition was bluntly declined, and I was commanded never to broach the subject again.	false	717.96	717.96	
4731_58193_000021_000023	I would not be put off thus, for hope pointed to a freer, brighter life in the future.	I would not be put off thus, for hope pointed to a freer, brighter life in the future.	false	717.96	717.96	
4731_58193_000021_000024	Why should my son be held in slavery?	Why should my son be held in slavery?	false	717.96	717.96	
4731_58193_000021_000025	I often asked myself.	I often asked myself.	false	717.96	717.96	
4731_58193_000021_000026	He came into the world through no will of mine, and yet, God only knows how I loved him.	He came into the world through no will of mine, and yet, God only knows how I loved him.	false	717.96	717.96	
4731_58193_000021_000027	The Anglo-Saxon blood as well as the African flowed in his veins; the two currents commingled--one singing of freedom, the other silent and sullen with generations of despair.	The Anglo Saxon blood as well as the African flowed in his veins; the two currents commingled-one singing of freedom, the other silent and sullen with generations of despair.	false	717.96	717.96	
4731_58193_000021_000028	Why should not the Anglo-Saxon triumph--why should it be weighed down with the rich blood typical of the tropics?	Why should not the Anglo Saxon triumph-why should it be weighed down with the rich blood typical of the tropics?	false	717.96	717.96	
4731_58193_000021_000029	Must the life-current of one race bind the other race in chains as strong and enduring as if there had been no Anglo-Saxon taint?	Must the life current of one race bind the other race in chains as strong and enduring as if there had been no Anglo Saxon taint?	false	717.96	717.96	
4731_58193_000021_000030	By the laws of God and nature, as interpreted by man, one-half of my boy was free, and why should not this fair birthright of freedom remove the curse from the other half--raise it into the bright, joyous sunshine of liberty?	By the laws of God and nature, as interpreted by man, one half of my boy was free, and why should not this fair birthright of freedom remove the curse from the other half-raise it into the bright, joyous sunshine of liberty?	false	717.96	717.96	
4731_58193_000021_000031	I could not answer these questions of my heart that almost maddened me, and I learned to regard human philosophy with distrust.	I could not answer these questions of my heart that almost maddened me, and I learned to regard human philosophy with distrust.	false	717.96	717.96	
4731_58193_000021_000032	Much as I respected the authority of my master, I could not remain silent on a subject that so nearly concerned me.	Much as I respected the authority of my master, I could not remain silent on a subject that so nearly concerned me.	false	717.96	717.96	
4731_58193_000021_000033	One day, when I insisted on knowing whether he would permit me to purchase myself, and what price I must pay for myself, he turned to me in a petulant manner, thrust his hand into his pocket, drew forth a bright silver quarter of a dollar, and proffering it to me, said:	One day, when I insisted on knowing whether he would permit me to purchase myself, and what price I must pay for myself, he turned to me in a petulant manner, thrust his hand into his pocket, drew forth a bright silver quarter of a dollar, and proffering it to me, said:	false	717.96	717.96	
