4222_12898_000000_000000	CHAPTER IV.	CHAPTER four.	false	2.61	9.18	24.40426
4222_12898_000007_000005	The colonists pay nothing for their land; they pay nothing toward the expenses of the government of the mother country; and it appears to me to be perfectly just that people here, free as they are from all the burdens that bear so heavily on those at home, should at least bear the expense of the army stationed here.	The colonists pay nothing for their land; they pay nothing toward the expenses of the government of the mother country; and it appears to me to be perfectly just that people here, free as they are from all the burdens that bear so heavily on those at home, should at least bear the expense of the army stationed here.	true	184.61	203.95	20.692022
4222_12898_000007_000006	I grant that it would have been far better had the colonists taxed themselves to pay the extra amount, instead of the mother country taxing them; but this they would not do.	I grant that it would have been far better had the colonists taxed themselves to pay the extra amount, instead of the mother country taxing them; but this they would not do.	true	203.96	213.07	24.927666
4222_12898_000007_000007	Some of the colonists paid their quota, others refused to do so, and this being the case, it appears to me that England is perfectly justified in laying on a tax.	Some of the colonists paid their quota, others refused to do so, and this being the case, it appears to me that England is perfectly justified in laying on a tax.	true	213.5	223.93	21.801008
4222_12898_000007_000008	Nothing could have been fairer than the tax that she proposed.	Nothing could have been fairer than the tax that she proposed.	false	224.36	227.53	26.113504
4222_12898_000007_000009	The stamp-tax would in no way have affected the poorer classes in the colonies.	The stamp tax would in no way have affected the poorer classes in the colonies.	true	227.6	232.24	21.712854
4222_12898_000007_000010	It would have been borne only by the rich and by those engaged in such business transactions as required stamped documents.	It would have been borne only by the rich and by those engaged in such business transactions as required stamped documents.	true	232.7	240.04	19.550062
4222_12898_000007_000011	I regard the present rebellion as the work of a clique of ambitious men who have stirred up the people by incendiary addresses and writings.	I regard the present rebellion as the work of a clique of ambitious men who have stirred up the people by incendiary addresses and writings.	false	240.65	249.22	21.060225
4222_12898_000007_000012	There are, of course, among them a large number of men--among them, gentlemen, I place you--who conscientiously believe that they are justified in doing nothing whatever for the land which gave them or their ancestors birth; who would enjoy all the great natural wealth of this vast country without contributing toward the expense of the troops to whom it is due that they enjoy peace and tranquility.	There are, of course, among them a large number of men-among them, gentlemen, I place you-who conscientiously believe that they are justified in doing nothing whatever for the land which gave them or their ancestors birth; who would enjoy all the great natural wealth of this vast country without contributing toward the expense of the troops to whom it is due that they enjoy peace and tranquility.	true	249.59	272.98	21.740814
4222_12898_000007_000013	Such, gentlemen, are not my sentiments.	Such, gentlemen, are not my sentiments.	true	273.53	276.1	20.23005
4222_12898_000007_000014	You consider it a gross hardship that the colonists are compelled to trade only with the mother country.	You consider it a gross hardship that the colonists are compelled to trade only with the mother country.	false	276.56	282.22	21.151804
4222_12898_000007_000015	I grant that it would be more profitable and better for us had we an open trade with the whole world; but in this England only acts as do all other countries toward their colonies.	I grant that it would be more profitable and better for us had we an open trade with the whole world; but in this England only acts as do all other countries toward their colonies.	false	282.59	294.22	20.690344
4222_12898_000007_000016	France, Spain, Portugal, and the Netherlands all monopolize the trade of their colonies; all, far more than does England, regard their colonies as sources of revenue.	France, Spain, Portugal, and the Netherlands all monopolize the trade of their colonies; all, far more than does England, regard their colonies as sources of revenue.	true	294.53	305.56	20.107626
4222_12898_000007_000017	I repeat, I do not think that the course that England has pursued toward us has been always wise, but I am sure that nothing that she has done justifies the spirit of disaffection and rebellion which is ripe throughout these colonies."	I repeat, I do not think that the course that England has pursued toward us has been always wise, but I am sure that nothing that she has done justifies the spirit of disaffection and rebellion which is ripe throughout these colonies."	false	305.72	320.085	23.126223
4222_12898_000008_000000	"The time will come, sir," one of the gentlemen said, "when you will have reason to regret the line which you have now taken."	"The time will come, sir," one of the gentlemen said, "when you will have reason to regret the line which you have now taken."	true	320.085	326.925	21.647404
4222_12898_000009_000000	"No, sir," Captain Wilson said haughtily.	"No, sir," Captain Wilson said haughtily.	true	326.925	329.62	20.858225
4222_12898_000009_000001	"The time may come when the line that I have taken may cost me my fortune, and even my life, but it will never cause me one moment's regret that I have chosen the part of a loyal English gentleman."	"The time may come when the line that I have taken may cost me my fortune, and even my life, but it will never cause me one moment's regret that I have chosen the part of a loyal English gentleman."	true	329.84	343.27	19
4222_12898_000010_000000	When the deputation had departed Harold, who had been a wondering listener to the conversation, asked his father to explain to him the exact position in which matters stood.	When the deputation had departed Harold, who had been a wondering listener to the conversation, asked his father to explain to him the exact position in which matters stood.	true	343.31	353.41	21.523005
4222_12898_000011_000000	It was indeed a serious one.	It was indeed a serious one.	true	353.66	355.68	18.48303
4222_12898_000011_000001	The success of England, in her struggle with France for the supremacy of North America had cost her a great deal of money.	The success of England, in her struggle with France for the supremacy of North America had cost her a great deal of money.	true	355.68	363.19	21.32657
4222_12898_000011_000002	At home the burdens of the people were extremely heavy.	At home the burdens of the people were extremely heavy.	true	363.68	366.88	20.20813
4222_12898_000011_000003	The expense of the army and navy was great, and the ministry, in striving to lighten the burdens of the people, turned their eyes to the colonies.	The expense of the army and navy was great, and the ministry, in striving to lighten the burdens of the people, turned their eyes to the colonies.	true	367.34	375.91	21.387857
4222_12898_000011_000004	They saw in America a population of over two million people, subjects of the king, like themselves, living free from rent and taxes on their own land and paying nothing whatever to the expenses of the country.	They saw in America a population of over two million people, subjects of the king, like themselves, living free from rent and taxes on their own land and paying nothing whatever to the expenses of the country.	true	376.16	389.38	23.279743
4222_12898_000011_000005	They were, it is true, forced to trade with England, but this obligation was set wholly at naught.	They were, it is true, forced to trade with England, but this obligation was set wholly at naught.	true	389.96	396.16	21.565662
4222_12898_000011_000006	A gigantic system of smuggling was carried on.	A gigantic system of smuggling was carried on.	false	396.47	400.08	21.750889
4222_12898_000011_000007	The custom-house officials had no force at their disposal which would have enabled them to check these operations, and the law enforcing a trade with England was virtually a dead letter.	The custom house officials had no force at their disposal which would have enabled them to check these operations, and the law enforcing a trade with England was virtually a dead letter.	false	400.08	410.56	21.296635
4222_12898_000012_000000	Their first step was to strengthen the naval force on the American coast and by additional vigilance to put some sort of check on the wholesale smuggling which prevailed.	Their first step was to strengthen the naval force on the American coast and by additional vigilance to put some sort of check on the wholesale smuggling which prevailed.	true	410.75	420.01	23.752745
4222_12898_000012_000001	This step caused extreme discontent among the trading classes of America, and these set to work vigorously to stir up a strong feeling of disaffection against England.	This step caused extreme discontent among the trading classes of America, and these set to work vigorously to stir up a strong feeling of disaffection against England.	true	420.5	430.9	20.002949
4222_12898_000012_000002	The revenue officers were prevented, sometimes by force, from carrying out their duties.	The revenue officers were prevented, sometimes by force, from carrying out their duties.	true	431.48	436.69	20.628368
4222_12898_000013_000000	After great consideration the English government came to the conclusion that a revenue sufficient to pay a considerable proportion of the cost of the army in America might be raised by means of a stamp-tax imposed upon all legal documents, receipts, agreements, and licenses--a tax, in fact, resembling that on stamps now in use in England.	After great consideration the English government came to the conclusion that a revenue sufficient to pay a considerable proportion of the cost of the army in America might be raised by means of a stamp tax imposed upon all legal documents, receipts, agreements, and licenses-a tax, in fact, resembling that on stamps now in use in England.	false	436.85	459.61	20.43537
4222_12898_000013_000001	The colonists were furious at the imposition of this tax.	The colonists were furious at the imposition of this tax.	true	460.55	463.99	21.921812
4222_12898_000013_000002	A Congress, composed of deputies from each State, met, and it was unanimously resolved that the stamp-tax should not be paid.	A Congress, composed of deputies from each State, met, and it was unanimously resolved that the stamp tax should not be paid.	false	464.21	471.82	23.132442
4222_12898_000013_000003	Meetings were everywhere held, at which the strongest and most treasonable language was uttered, and such violent threats were used against the persons employed as stamp-collectors that these, in fear of their lives, resigned their posts.	Meetings were everywhere held, at which the strongest and most treasonable language was uttered, and such violent threats were used against the persons employed as stamp collectors that these, in fear of their lives, resigned their posts.	true	472.07	486.85	22.135803
4222_12898_000014_000000	The stamp-tax remained uncollected and was treated by the colonists as if it were not in existence.	The stamp tax remained uncollected and was treated by the colonists as if it were not in existence.	true	487.46	494.17	21.895287
4222_12898_000015_000000	The whole of the States now began to prepare for war.	The whole of the States now began to prepare for war.	true	494.18	497.26	24.092548
4222_12898_000015_000001	The Congress was made permanent, the militia drilled and prepared for fighting, and everywhere the position grew more and more strained. Massachusetts was the headquarters of disaffection, and here a total break with the mother country was openly spoken of.	The Congress was made permanent, the militia drilled and prepared for fighting, and everywhere the position grew more and more strained. Massachusetts was the headquarters of disaffection, and here a total break with the mother country was openly spoken of.	false	497.42	513.75	22.116089
4222_12898_000015_000002	At times the more moderate spirits attempted to bring about a reconciliation between the two parties.	At times the more moderate spirits attempted to bring about a reconciliation between the two parties.	false	513.75	519.46	21.371908
4222_12898_000015_000003	Petitions were sent to the Houses of Parliament, and even at this time had any spirit of wisdom prevailed in England the final consequences might have been prevented.	Petitions were sent to the Houses of Parliament, and even at this time had any spirit of wisdom prevailed in England the final consequences might have been prevented.	false	519.86	537.88	20.208473
4222_12898_000015_000004	Unfortunately the majority in Parliament were unable to recognize that the colonists had any rights upon their side.	Unfortunately the majority in Parliament were unable to recognize that the colonists had any rights upon their side.	false	538.43	549.82	19.302732
4222_12898_000015_000005	Taxation was so heavy at home that men felt indignant that they should be called upon to pay for the keeping up of the army in America, to which the untaxed colonists, with their free farms and houses, would contribute nothing.	Taxation was so heavy at home that men felt indignant that they should be called upon to pay for the keeping up of the army in America, to which the untaxed colonists, with their free farms and houses, would contribute nothing.	false	550.16	563.29	21.560797
4222_12898_000015_000006	The plea of the colonists that they were taxed by a chamber in which they were unrepresented was answered by the statement that such was also the case with Manchester, Leeds, and many other large towns which were unrepresented in Parliament.	The plea of the colonists that they were taxed by a chamber in which they were unrepresented was answered by the statement that such was also the case with Manchester, Leeds, and many other large towns which were unrepresented in Parliament.	false	563.93	576.645	22
4222_12898_000016_000000	In England neither the spirit nor the strength of the colonists was understood.	In England neither the spirit nor the strength of the colonists was understood.	true	576.645	581.08	20.501242
4222_12898_000016_000001	Men could not bring themselves to believe that these would fight rather than submit, still less that if they did fight it would be successfully.	Men could not bring themselves to believe that these would fight rather than submit, still less that if they did fight it would be successfully.	true	581.36	589.245	21.642914
4222_12898_000016_000002	They ignored the fact that the population of the States was one-fourth as large as that of England; that by far the greater proportion of that population were men trained, either in border warfare or in the chase, to the use of the rifle; that the enormous extent of country offered almost insuperable obstacles to the most able army composed of regular troops, and that the vast forests and thinly populated country were all in favor of a population fighting as guerrillas against trained troops.	They ignored the fact that the population of the States was one fourth as large as that of England; that by far the greater proportion of that population were men trained, either in border warfare or in the chase, to the use of the rifle; that the enormous extent of country offered almost insuperable obstacles to the most able army composed of regular troops, and that the vast forests and thinly populated country were all in favor of a population fighting as guerrillas against trained troops.	false	589.245	621.04	21.775787
4222_12898_000016_000003	Had they perceived these things the English people would have hesitated before embarking upon such a struggle, even if convinced, as assuredly the great majority were convinced, of the fairness of their demands.	Had they perceived these things the English people would have hesitated before embarking upon such a struggle, even if convinced, as assuredly the great majority were convinced, of the fairness of their demands.	false	621.05	633.375	21.234861
4222_12898_000016_000004	It is true that even had England at this point abandoned altogether her determination to raise taxes in America the result would probably have been the same.	It is true that even had England at this point abandoned altogether her determination to raise taxes in America the result would probably have been the same.	true	633.375	642.585	22
4222_12898_000016_000005	The spirit of disaffection in the colony had gone so far that a retreat would have been considered as a confession of weakness, and separation of the colonists from the mother country would have happened ere many years had elapsed.	The spirit of disaffection in the colony had gone so far that a retreat would have been considered as a confession of weakness, and separation of the colonists from the mother country would have happened ere many years had elapsed.	false	642.585	656.07	22.43659
4222_12898_000016_000006	As it was, Parliament agreed to let the stamp-tax drop, and in its place established some import duties on goods entering the American ports.	As it was, Parliament agreed to let the stamp tax drop, and in its place established some import duties on goods entering the American ports.	true	656.07	665.41	22.225973
4222_12898_000017_000000	The colonists, however, were determined that they would submit to no taxation whatever.	The colonists, however, were determined that they would submit to no taxation whatever.	true	665.6	670.54	20
4222_12898_000017_000001	The English government, in its desire for peace, abandoned all the duties with the exception of that on tea; but even this concession was not sufficient to satisfy the colonists.	The English government, in its desire for peace, abandoned all the duties with the exception of that on tea; but even this concession was not sufficient to satisfy the colonists.	true	670.85	681.67	21.2486
4222_12898_000017_000002	These entered into a bond to use no English goods.	These entered into a bond to use no English goods.	true	682.19	685.78	18
4222_12898_000017_000003	A riot took place at Boston, and the revenue officers were forced to withdraw from their posts.	A riot took place at Boston, and the revenue officers were forced to withdraw from their posts.	false	686.18	691.635	20.226616
4222_12898_000017_000004	Troops were dispatched from England and the House of Commons declared Massachusetts to be in a state of rebellion.	Troops were dispatched from England and the House of Commons declared Massachusetts to be in a state of rebellion.	false	691.635	697.98	19
4222_12898_000018_000000	It must not be supposed that the colonists were by any means unanimous in their resistance to England.	It must not be supposed that the colonists were by any means unanimous in their resistance to England.	true	697.98	703.51	18.618986
4222_12898_000018_000001	There were throughout the country a large number of gentlemen, like Captain Wilson, wholly opposed to the general feeling.	There were throughout the country a large number of gentlemen, like Captain Wilson, wholly opposed to the general feeling.	true	704.09	711.19	22.719595
4222_12898_000018_000002	New York refused to send members to the Congress, and in many other provinces the adhesion given to the disaffected movement was but lukewarm.	New York refused to send members to the Congress, and in many other provinces the adhesion given to the disaffected movement was but lukewarm.	true	711.53	719.98	23.198654
4222_12898_000018_000003	It was in the New England provinces that the spirit of rebellion was hottest.	It was in the New England provinces that the spirit of rebellion was hottest.	false	720.47	724.96	20.31211
4222_12898_000018_000004	These States had been peopled for the most part by Puritans--men who had left England voluntarily, exiling themselves rather than submit to the laws and religion of the country, and among them, as among a portion of the Irish population of America at the present time, the feeling of hatred against the government of England was, in a way, hereditary.	These States had been peopled for the most part by Puritans-men who had left England voluntarily, exiling themselves rather than submit to the laws and religion of the country, and among them, as among a portion of the Irish population of America at the present time, the feeling of hatred against the government of England was, in a way, hereditary.	false	725.51	746.88	20.549717
4222_12898_000019_000000	So far but few acts of violence had taken place.	So far but few acts of violence had taken place.	true	746.88	750.19	20.663025
4222_12898_000019_000001	Nothing could be more virulent than the language of the newspapers of both parties against their opponents, but beyond a few isolated tumults the peace had not been broken.	Nothing could be more virulent than the language of the newspapers of both parties against their opponents, but beyond a few isolated tumults the peace had not been broken.	true	750.29	761.29	19.61547
4222_12898_000019_000002	It was the lull before the storm.	It was the lull before the storm.	true	761.75	763.96	19.31296
4222_12898_000019_000003	The great majority of the New England colonists were bent upon obtaining nothing short of absolute independence; the loyalists and the English were as determined to put down any revolt by force.	The great majority of the New England colonists were bent upon obtaining nothing short of absolute independence; the loyalists and the English were as determined to put down any revolt by force.	false	764.51	775.29	19.540937
4222_12898_000020_000000	The Congress drilled, armed, and organized; the English brought over fresh troops and prepared for the struggle.	The Congress drilled, armed, and organized; the English brought over fresh troops and prepared for the struggle.	true	775.29	781.69	20.412165
4222_12898_000020_000001	It was December when Harold returned home to his parents, and for the next three months the lull before the storm continued.	It was December when Harold returned home to his parents, and for the next three months the lull before the storm continued.	true	781.73	789.28	21.23933
4222_12898_000021_000000	The disaffected of Massachusetts had collected a large quantity of military stores at Concord.	The disaffected of Massachusetts had collected a large quantity of military stores at Concord.	true	789.29	795.255	23.959309
4222_12898_000021_000001	These General Gage, who commanded the troops at Boston, determined to seize and destroy, seeing that they could be collected only for use against the Government, and on the night of April 19 the grenadier and light infantry companies of the various regiments, 800 strong, under command of Lieutenant Colonel Smith of the Tenth Regiment, and Major Pitcairne of the Marines, embarked in boats and were conveyed up Charles River as far as a place called Phipps' Farm.	These General Gage, who commanded the troops at Boston, determined to seize and destroy, seeing that they could be collected only for use against the Government, and on the night of april nineteenth the grenadier and light infantry companies of the various regiments, eight hundred strong, under command of Lieutenant Colonel Smith of the Tenth Regiment, and Major Pitcairne of the Marines, embarked in boats and were conveyed up Charles River as far as a place called Phipps' Farm.	false	795.255	822.37	20.617802
4222_12898_000021_000002	There they landed at midnight, having a day's provisions in their haversacks, and started on their march to Concord, twenty miles distant from Boston.	There they landed at midnight, having a day's provisions in their haversacks, and started on their march to Concord, twenty miles distant from Boston.	true	822.5	831.01	19.376644
4222_12898_000022_000000	The design had been discovered by some of the revolutionary party in the town, and two of their number were dispatched on horseback to rouse the whole country on the way to Concord, where the news arrived at two o'clock in the morning.	The design had been discovered by some of the revolutionary party in the town, and two of their number were dispatched on horseback to rouse the whole country on the way to Concord, where the news arrived at two o'clock in the morning.	false	831.23	844.45	20.051792
4222_12898_000023_000000	Captain Wilson and his household were startled from sleep by the sudden ringing of the alarm-bells, and a negro servant, Pompey, who had been for many years in their service, was sent down into the town, which lay a quarter of a mile from the house, to find out what was the news.	Captain Wilson and his household were startled from sleep by the sudden ringing of the alarm bells, and a negro servant, Pompey, who had been for many years in their service, was sent down into the town, which lay a quarter of a mile from the house, to find out what was the news.	true	844.52	860.29	21.478539
4222_12898_000023_000001	He returned in half an hour.	He returned in half an hour.	true	860.81	862.6	25.019825
4222_12898_000024_000000	"Me tink all de people gone mad, massa.	"Me tink all de people gone mad, massa.	false	862.61	865.23	26.057404
4222_12898_000024_000001	Dey swarming out of deir houses and filling de streets, all wid guns on deir shoulders, all de while shouting and halloing 'Down wid de English!	Dey swarming out of deir houses and filling de streets, all wid guns on deir shoulders, all de while shouting and halloing 'Down wid de English!	false	865.23	874.005	21.293541
4222_12898_000024_000002	Down wid de redcoats!	Down wid de redcoats!	true	874.005	875.31	21.478619
4222_12898_000024_000003	dey shan't have our guns; dey shan't take de cannon and de powder.' Dere were ole Massa Bill Emerson, the preacher, wid his gun in his hands, shouting to de people to stand firm and to fight till de last; dey all shout, 'We will!' Dey bery desperate; me fear great fight come on."	dey shan't have our guns; dey shan't take de cannon and de powder.' Dere were ole Massa Bill Emerson, the preacher, wid his gun in his hands, shouting to de people to stand firm and to fight till de last; dey all shout, 'We will!' Dey bery desperate; me fear great fight come on."	false	875.31	890.94	23.45584
4222_12898_000025_000000	"What are you going to do, father?" Harold asked.	"What are you going to do, father?" Harold asked.	false	890.94	894.09	20.678513
4222_12898_000026_000000	"Nothing, my boy.	"Nothing, my boy.	true	894.09	895.36	20.633017
4222_12898_000026_000001	If, as it is only too likely, this is the beginning of a civil war, I have determined to offer my services to the government.	If, as it is only too likely, this is the beginning of a civil war, I have determined to offer my services to the government.	false	895.37	901.81	21.081308
4222_12898_000026_000002	Great numbers of loyalists have sent in their names offering to serve if necessary, and from my knowledge of drill I shall, of course, be useful.	Great numbers of loyalists have sent in their names offering to serve if necessary, and from my knowledge of drill I shall, of course, be useful.	true	902.18	910.93	19.977306
4222_12898_000026_000003	To-day I can take no active part in the fight, but I shall take my horse and ride forward to meet the troops and warn the commanding officer that resistance will be attempted here."	To day I can take no active part in the fight, but I shall take my horse and ride forward to meet the troops and warn the commanding officer that resistance will be attempted here."	false	911.3	920.47	24.420542
4222_12898_000027_000000	"May I go with you, father?"	"May I go with you, father?"	true	921.59	923.2	24.951582
4222_12898_000028_000000	"Yes, if you like, my boy.	"Yes, if you like, my boy.	true	924.38	926.35	26.068886
4222_12898_000028_000001	Pompey, saddle two horses at once.	Pompey, saddle two horses at once.	true	926.39	928.9	20.556824
4222_12898_000028_000002	You are not afraid of being left alone, Mary?" he said, turning to his wife. "There is no chance of any disturbance here.	You are not afraid of being left alone, Mary?" he said, turning to his wife. "There is no chance of any disturbance here.	true	929.12	935.83	20.840816
4222_12898_000028_000003	Our house lies beyond the town, and whatever takes place will be in Concord.	Our house lies beyond the town, and whatever takes place will be in Concord.	true	935.87	940.03	20.493793
4222_12898_000028_000004	When the troops have captured the guns and stores they will return."	When the troops have captured the guns and stores they will return."	true	940.34	943.845	19
4222_12898_000029_000000	Mrs. Wilson said she was not frightened and had no fear whatever of being left alone.	mrs Wilson said she was not frightened and had no fear whatever of being left alone.	false	943.845	952.33	20
4222_12898_000029_000001	The horses were soon brought round, and Captain Wilson and his son mounted and rode off at full speed.	The horses were soon brought round, and Captain Wilson and his son mounted and rode off at full speed.	true	952.52	958.21	21
4222_12898_000029_000002	They made a _detour_ to avoid the town, and then, gaining the highroad, went forward at full speed.	They made a underscore detour underscore to avoid the town, and then, gaining the highroad, went forward at full speed.	false	958.52	964.12	22.798584
4222_12898_000029_000003	The alarm had evidently been given all along the line.	The alarm had evidently been given all along the line.	true	964.43	967.8	20.967854
4222_12898_000029_000004	At every village the bells were ringing, the people were assembling in the streets, all carrying arms, while numbers were flocking in from the farmhouses around.	At every village the bells were ringing, the people were assembling in the streets, all carrying arms, while numbers were flocking in from the farmhouses around.	true	967.8	976.87	20.0859
4222_12898_000029_000005	Once or twice Captain Wilson was stopped and asked where he was going.	Once or twice Captain Wilson was stopped and asked where he was going.	true	977.21	980.865	21.00224
4222_12898_000030_000000	"I am going to tell the commander of the British force, now marching hither, that if he advances there will be bloodshed--that it will be the beginning of civil war.	"I am going to tell the commander of the British force, now marching hither, that if he advances there will be bloodshed-that it will be the beginning of civil war.	false	980.865	989.35	21.586267
4222_12898_000030_000001	If he has orders to come at all hazards, my words will not stop him; if it is left to his discretion, possibly he may pause before he brings on so dire a calamity."	If he has orders to come at all hazards, my words will not stop him; if it is left to his discretion, possibly he may pause before he brings on so dire a calamity."	true	989.66	1000.74	21.277475
4222_12898_000031_000000	It was just dawn when Captain Wilson and Harold rode into Lexington, where the militia, 130 strong, had assembled.	It was just dawn when Captain Wilson and Harold rode into Lexington, where the militia, one hundred thirty strong, had assembled.	true	1000.74	1007.8	18
4222_12898_000031_000001	Their guns were loaded and they were ready to defend the place, which numbered about 700 inhabitants.	Their guns were loaded and they were ready to defend the place, which numbered about seven hundred inhabitants.	true	1008.17	1013.95	19.415264
4222_12898_000032_000000	Just as Captain Wilson rode in a messenger ran up with the news that the head of the British column was close at hand.	Just as Captain Wilson rode in a messenger ran up with the news that the head of the British column was close at hand.	true	1014.89	1021.45	20.34375
4222_12898_000032_000001	Some of the militia had dispersed to lie down until the English arrived.	Some of the militia had dispersed to lie down until the English arrived.	true	1021.94	1026.04	19.058836
4222_12898_000032_000002	John Parker, who commanded them, ordered the drums to beat and the alarm-guns to be fired, and his men drew up in two ranks across the road.	john Parker, who commanded them, ordered the drums to beat and the alarm guns to be fired, and his men drew up in two ranks across the road.	true	1026.2	1034.46	22.71306
4222_12898_000033_000000	"It is too late now, Harold," Captain Wilson said.	"It is too late now, Harold," Captain Wilson said.	false	1034.46	1037.71	22.376032
4222_12898_000033_000001	"Let us get out of the line of fire."	"Let us get out of the line of fire."	true	1037.78	1039.93	21.578594
4222_12898_000034_000000	The British, hearing the drums and the alarm-guns, loaded, and the advance company came on at the double.	The British, hearing the drums and the alarm guns, loaded, and the advance company came on at the double.	true	1040.06	1047.1	21.845352
4222_12898_000034_000001	Major Pitcairne was at their head and shouted to the militia to lay down their arms.	Major Pitcairne was at their head and shouted to the militia to lay down their arms.	true	1047.17	1051.96	20.978718
4222_12898_000035_000000	It is a matter of dispute, and will always remain one, as to who fired the first shot.	It is a matter of dispute, and will always remain one, as to who fired the first shot.	false	1052	1057.38	21.083761
4222_12898_000035_000001	The Americans assert that it was the English; the English say that as they advanced several shots were fired at them from behind a stone wall and from some of the adjoining houses, which wounded one man and hit Major Pitcairne's horse in two places.	The Americans assert that it was the English; the English say that as they advanced several shots were fired at them from behind a stone wall and from some of the adjoining houses, which wounded one man and hit Major Pitcairne's horse in two places.	true	1057.38	1071.11	20.690508
4222_12898_000036_000000	The militia disregarded Major Pitcairne's orders to lay down their arms.	The militia disregarded Major Pitcairne's orders to lay down their arms.	true	1071.11	1075.28	19.03534
