4945_29091_000000_000000	CHAPTER X.	CHAPTER ten	false	0.69	8.49	20.466452
4945_29091_000010_000000	Still another said:	Still another said:	false	313.34	314.65	22.186213
4945_29091_000011_000000	"He seems entirely alone in the world, and his heart is so wrapped up in this thing that I believe that if it proved a false hope, it would kill him; I have persuaded him to wait a little while and go west when I go." Another letter had this paragraph in it:	"He seems entirely alone in the world, and his heart is so wrapped up in this thing that I believe that if it proved a false hope, it would kill him; I have persuaded him to wait a little while and go west when I go." Another letter had this paragraph in it:	false	314.72	333.55	22.102201
4945_29091_000012_000000	"He is better one day and worse the next, and is out of his mind a good deal of the time.	"He is better one day and worse the next, and is out of his mind a good deal of the time.	true	335.6	341.53	19.987585
4945_29091_000012_000001	Lately his case has developed a something which is a wonder to the hired nurses, but which will not be much of a marvel to you if you have read medical philosophy much.	Lately his case has developed a something which is a wonder to the hired nurses, but which will not be much of a marvel to you if you have read medical philosophy much.	false	342.74	352.63	22.296381
4945_29091_000012_000002	It is this: his lost memory returns to him when he is delirious, and goes away again when he is himself-just as old Canada Joe used to talk the French patois of his boyhood in the delirium of typhus fever, though he could not do it when his mind was clear.	It is this: his lost memory returns to him when he is delirious, and goes away again when he is himself just as old Canada Joe used to talk the French patois of his boyhood in the delirium of typhus fever, though he could not do it when his mind was clear.	true	353.93	370.42	22.765854
4945_29091_000012_000003	Now this poor gentleman's memory has always broken down before he reached the explosion of the steamer; he could only remember starting up the river with his wife and child, and he had an idea that there was a race, but he was not certain; he could not name the boat he was on; there was a dead blank of a month or more that supplied not an item to his recollection.	Now this poor gentleman's memory has always broken down before he reached the explosion of the steamer; he could only remember starting up the river with his wife and child, and he had an idea that there was a race, but he was not certain; he could not name the boat he was on; there was a dead blank of a month or more that supplied not an item to his recollection.	true	373.1	394.57	22.825953
4945_29091_000012_000004	It was not for me to assist him, of course.	It was not for me to assist him, of course.	true	396.23	398.65	22.545454
4945_29091_000012_000005	But now in his delirium it all comes out: the names of the boats, every incident of the explosion, and likewise the details of his astonishing escape--that is, up to where, just as a yawl-boat was approaching him (he was clinging to the starboard wheel of the burning wreck at the time), a falling timber struck him on the head.	But now in his delirium it all comes out: the names of the boats, every incident of the explosion, and likewise the details of his astonishing escape-that is, up to where, just as a yawl boat was approaching him (he was clinging to the starboard wheel of the burning wreck at the time), a falling timber struck him on the head.	true	398.87	418.6	22.63473
4945_29091_000012_000006	But I will write out his wonderful escape in full to-morrow or next day.	But I will write out his wonderful escape in full to morrow or next day.	true	420.68	425.14	21.790148
4945_29091_000012_000007	Of course the physicians will not let me tell him now that our Laura is indeed his child--that must come later, when his health is thoroughly restored.	Of course the physicians will not let me tell him now that our Laura is indeed his child-that must come later, when his health is thoroughly restored.	true	425.72	434.95	22.282206
4945_29091_000012_000008	His case is not considered dangerous at all; he will recover presently, the doctors say.	His case is not considered dangerous at all; he will recover presently, the doctors say.	true	435.53	440.26	21.681414
4945_29091_000012_000009	But they insist that he must travel a little when he gets well--they recommend a short sea voyage, and they say he can be persuaded to try it if we continue to keep him in ignorance and promise to let him see L. as soon as he returns." The letter that bore the latest date of all, contained this clause:	But they insist that he must travel a little when he gets well-they recommend a short sea voyage, and they say he can be persuaded to try it if we continue to keep him in ignorance and promise to let him see l as soon as he returns." The letter that bore the latest date of all, contained this clause:	true	441.05	462.1	22.973158
4945_29091_000013_000000	"It is the most unaccountable thing in the world; the mystery remains as impenetrable as ever; I have hunted high and low for him, and inquired of everybody, but in vain; all trace of him ends at that hotel in New York; I never have seen or heard of him since, up to this day; he could hardly have sailed, for his name does not appear upon the books of any shipping office in New York or Boston or Baltimore.	"It is the most unaccountable thing in the world; the mystery remains as impenetrable as ever; I have hunted high and low for him, and inquired of everybody, but in vain; all trace of him ends at that hotel in New York; I never have seen or heard of him since, up to this day; he could hardly have sailed, for his name does not appear upon the books of any shipping office in New York or Boston or Baltimore.	true	463.55	488.77	20.417305
4945_29091_000013_000001	How fortunate it seems, now, that we kept this thing to ourselves; Laura still has a father in you, and it is better for her that we drop this subject here forever." That was all.	How fortunate it seems, now, that we kept this thing to ourselves; Laura still has a father in you, and it is better for her that we drop this subject here forever." That was all.	false	490.37	504.37	21.788773
4945_29091_000013_000002	Random remarks here and there, being pieced together gave Laura a vague impression of a man of fine presence, about forty-three or forty-five years of age, with dark hair and eyes, and a slight limp in his walk--it was not stated which leg was defective.	Random remarks here and there, being pieced together gave Laura a vague impression of a man of fine presence, about forty three or forty five years of age, with dark hair and eyes, and a slight limp in his walk-it was not stated which leg was defective.	true	505.13	522.61	22.764345
4945_29091_000013_000003	And this indistinct shadow represented her father.	And this indistinct shadow represented her father.	true	523.61	527.41	22.706354
4945_29091_000013_000004	She made an exhaustive search for the missing letters, but found none.	She made an exhaustive search for the missing letters, but found none.	false	528.05	531.76	19.16745
4945_29091_000013_000005	They had probably been burned; and she doubted not that the ones she had ferreted out would have shared the same fate if Mr. Hawkins had not been a dreamer, void of method, whose mind was perhaps in a state of conflagration over some bright new speculation when he received them.	They had probably been burned; and she doubted not that the ones she had ferreted out would have shared the same fate if mr Hawkins had not been a dreamer, void of method, whose mind was perhaps in a state of conflagration over some bright new speculation when he received them.	true	532.07	547.96	21.93792
4945_29091_000014_000000	She sat long, with the letters in her lap, thinking--and unconsciously freezing.	She sat long, with the letters in her lap, thinking-and unconsciously freezing.	true	551.6	556.09	23.13132
4945_29091_000014_000001	She felt like a lost person who has traveled down a long lane in good hope of escape, and, just as the night descends finds his progress barred by a bridge-less river whose further shore, if it has one, is lost in the darkness.	She felt like a lost person who has traveled down a long lane in good hope of escape, and, just as the night descends finds his progress barred by a bridge less river whose further shore, if it has one, is lost in the darkness.	false	557.09	569.59	22.401129
4945_29091_000014_000002	If she could only have found these letters a month sooner!	If she could only have found these letters a month sooner!	true	571.19	574.11	21.445099
4945_29091_000014_000003	That was her thought.	That was her thought.	true	574.11	575.29	22.30767
4945_29091_000014_000004	But now the dead had carried their secrets with them.	But now the dead had carried their secrets with them.	true	575.96	578.86	23.418526
4945_29091_000014_000005	A dreary, melancholy settled down upon her.	A dreary, melancholy settled down upon her.	true	579.62	582.31	20.149595
4945_29091_000014_000006	An undefined sense of injury crept into her heart.	An undefined sense of injury crept into her heart.	true	582.89	585.97	21.402021
4945_29091_000014_000007	She grew very miserable.	She grew very miserable.	true	586.52	588.85	20.142923
4945_29091_000015_000000	She had just reached the romantic age--the age when there is a sad sweetness, a dismal comfort to a girl to find out that there is a mystery connected with her birth, which no other piece of good luck can afford.	She had just reached the romantic age-the age when there is a sad sweetness, a dismal comfort to a girl to find out that there is a mystery connected with her birth, which no other piece of good luck can afford.	true	590.84	605.47	22.719156
4945_29091_000015_000001	She had more than her rightful share of practical good sense, but still she was human; and to be human is to have one's little modicum of romance secreted away in one's composition.	She had more than her rightful share of practical good sense, but still she was human; and to be human is to have one's little modicum of romance secreted away in one's composition.	false	606.92	619.15	21.061037
4945_29091_000015_000002	One never ceases to make a hero of one's self, (in private,) during life, but only alters the style of his heroism from time to time as the drifting years belittle certain gods of his admiration and raise up others in their stead that seem greater.	One never ceases to make a hero of one's self, (in private,) during life, but only alters the style of his heroism from time to time as the drifting years belittle certain gods of his admiration and raise up others in their stead that seem greater.	true	619.97	634.66	20.535366
4945_29091_000016_000000	The recent wearing days and nights of watching, and the wasting grief that had possessed her, combined with the profound depression that naturally came with the reaction of idleness, made Laura peculiarly susceptible at this time to romantic impressions.	The recent wearing days and nights of watching, and the wasting grief that had possessed her, combined with the profound depression that naturally came with the reaction of idleness, made Laura peculiarly susceptible at this time to romantic impressions.	true	635.87	652.6	23.755463
4945_29091_000016_000001	She was a heroine, now, with a mysterious father somewhere.	She was a heroine, now, with a mysterious father somewhere.	true	653.78	657.61	19.716059
4945_29091_000016_000002	She could not really tell whether she wanted to find him and spoil it all or not; but still all the traditions of romance pointed to the making the attempt as the usual and necessary course to follow; therefore she would some day begin the search when opportunity should offer.	She could not really tell whether she wanted to find him and spoil it all or not; but still all the traditions of romance pointed to the making the attempt as the usual and necessary course to follow; therefore she would some day begin the search when opportunity should offer.	false	659.27	676.84	22.299295
4945_29091_000017_000000	Now a former thought struck her--she would speak to Mrs. Hawkins.	Now a former thought struck her-she would speak to mrs Hawkins.	true	678.17	682.15	23.593336
4945_29091_000017_000001	And naturally enough Mrs. Hawkins appeared on the stage at that moment.	And naturally enough mrs Hawkins appeared on the stage at that moment.	true	682.46	687.61	21.696173
4945_29091_000018_000000	She said she knew all--she knew that Laura had discovered the secret that Mr. Hawkins, the elder children, Col.	She said she knew all-she knew that Laura had discovered the secret that mr Hawkins, the elder children, col	false	688.52	694.5	21
4945_29091_000018_000001	Sellers and herself had kept so long and so faithfully; and she cried and said that now that troubles had begun they would never end; her daughter's love would wean itself away from her and her heart would break.	Sellers and herself had kept so long and so faithfully; and she cried and said that now that troubles had begun they would never end; her daughter's love would wean itself away from her and her heart would break.	false	694.5	706.3	22.157108
4945_29091_000018_000002	Her grief so wrought upon Laura that the girl almost forgot her own troubles for the moment in her compassion for her mother's distress.	Her grief so wrought upon Laura that the girl almost forgot her own troubles for the moment in her compassion for her mother's distress.	true	707.72	714.46	19
4945_29091_000018_000003	Finally Mrs. Hawkins said:	Finally mrs Hawkins said:	true	715.49	717.52	21.326027
4945_29091_000019_000000	"Speak to me, child--do not forsake me.	"Speak to me, child-do not forsake me.	true	718.16	720.55	24.00919
4945_29091_000019_000001	Forget all this miserable talk. Say I am your mother!--I have loved you so long, and there is no other. I am your mother, in the sight of God, and nothing shall ever take you from me!"	Forget all this miserable talk. Say I am your mother!--I have loved you so long, and there is no other. I am your mother, in the sight of God, and nothing shall ever take you from me!"	true	720.77	730.84	20.623884
4945_29091_000020_000000	All barriers fell, before this appeal.	All barriers fell, before this appeal.	true	733.55	736.03	21.852053
4945_29091_000020_000001	Laura put her arms about her mother's neck and said:	Laura put her arms about her mother's neck and said:	true	737.03	739.75	24.794533
4945_29091_000021_000000	"You are my mother, and always shall be.	"You are my mother, and always shall be.	true	740.33	742.63	22.311815
4945_29091_000021_000001	We will be as we have always been; and neither this foolish talk nor any other thing shall part us or make us less to each other than we are this hour."	We will be as we have always been; and neither this foolish talk nor any other thing shall part us or make us less to each other than we are this hour."	false	743.12	751.42	21.68157
4945_29091_000022_000000	There was no longer any sense of separation or estrangement between them.	There was no longer any sense of separation or estrangement between them.	true	753.32	758.02	23.10618
4945_29091_000022_000001	Indeed their love seemed more perfect now than it had ever been before.	Indeed their love seemed more perfect now than it had ever been before.	true	758.66	765.495	21.39346
4945_29091_000022_000002	By and by they went down stairs and sat by the fire and talked long and earnestly about Laura's history and the letters.	By and by they went down stairs and sat by the fire and talked long and earnestly about Laura's history and the letters.	false	765.495	773.29	21.814407
4945_29091_000022_000003	But it transpired that Mrs. Hawkins had never known of this correspondence between her husband and Major Lackland.	But it transpired that mrs Hawkins had never known of this correspondence between her husband and Major Lackland.	true	774.68	780.97	20
4945_29091_000022_000004	With his usual consideration for his wife, Mr. Hawkins had shielded her from the worry the matter would have caused her.	With his usual consideration for his wife, mr Hawkins had shielded her from the worry the matter would have caused her.	true	782.21	788.44	21
4945_29091_000023_000000	Laura went to bed at last with a mind that had gained largely in tranquility and had lost correspondingly in morbid romantic exaltation. She was pensive, the next day, and subdued; but that was not matter for remark, for she did not differ from the mournful friends about her in that respect.	Laura went to bed at last with a mind that had gained largely in tranquility and had lost correspondingly in morbid romantic exaltation. She was pensive, the next day, and subdued; but that was not matter for remark, for she did not differ from the mournful friends about her in that respect.	true	790.28	809.41	21.73762
4945_29091_000023_000001	Clay and Washington were the same loving and admiring brothers now that they had always been.	Clay and Washington were the same loving and admiring brothers now that they had always been.	true	810.68	815.59	16
4945_29091_000023_000002	The great secret was new to some of the younger children, but their love suffered no change under the wonderful revelation.	The great secret was new to some of the younger children, but their love suffered no change under the wonderful revelation.	true	817.1	823.75	20.450413
4945_29091_000024_000000	It is barely possible that things might have presently settled down into their old rut and the mystery have lost the bulk of its romantic sublimity in Laura's eyes, if the village gossips could have quieted down.	It is barely possible that things might have presently settled down into their old rut and the mystery have lost the bulk of its romantic sublimity in Laura's eyes, if the village gossips could have quieted down.	true	825.35	838.69	21.470726
4945_29091_000024_000001	But they could not quiet down and they did not.	But they could not quiet down and they did not.	true	839.54	843.01	27.200768
4945_29091_000024_000002	Day after day they called at the house, ostensibly upon visits of condolence, and they pumped away at the mother and the children without seeming to know that their questionings were in bad taste.	Day after day they called at the house, ostensibly upon visits of condolence, and they pumped away at the mother and the children without seeming to know that their questionings were in bad taste.	true	843.65	854.95	24.72271
4945_29091_000024_000003	They meant no harm they only wanted to know.	They meant no harm they only wanted to know.	true	855.14	859.33	21.408926
4945_29091_000024_000004	Villagers always want to know.	Villagers always want to know.	true	859.88	862.63	21.679525
4945_29091_000025_000000	The family fought shy of the questionings, and of course that was high testimony "if the Duchess was respectably born, why didn't they come out and prove it?--why did they, stick to that poor thin story about picking her up out of a steamboat explosion?"	The family fought shy of the questionings, and of course that was high testimony "if the Duchess was respectably born, why didn't they come out and prove it?--why did they, stick to that poor thin story about picking her up out of a steamboat explosion?"	true	864.17	877.9	23.970997
4945_29091_000026_000000	Under this ceaseless persecution, Laura's morbid self-communing was renewed.	Under this ceaseless persecution, Laura's morbid self communing was renewed.	true	879.35	884.44	21.142412
4945_29091_000026_000001	At night the day's contribution of detraction, innuendo and malicious conjecture would be canvassed in her mind, and then she would drift into a course of thinking.	At night the day's contribution of detraction, innuendo and malicious conjecture would be canvassed in her mind, and then she would drift into a course of thinking.	true	885.26	894.82	21
4945_29091_000026_000002	As her thoughts ran on, the indignant tears would spring to her eyes, and she would spit out fierce little ejaculations at intervals.	As her thoughts ran on, the indignant tears would spring to her eyes, and she would spit out fierce little ejaculations at intervals.	true	895.79	903.61	22.285414
4945_29091_000026_000003	But finally she would grow calmer and say some comforting disdainful thing--something like this:	But finally she would grow calmer and say some comforting disdainful thing-something like this:	true	904.25	910.24	23.718462
4945_29091_000027_000000	"But who are they?--Animals!	"But who are they?--Animals!	true	911.21	913.93	22.430649
4945_29091_000027_000001	What are their opinions to me?	What are their opinions to me?	false	914.21	915.97	21.557356
4945_29091_000027_000002	Let them talk--I will not stoop to be affected by it.	Let them talk-I will not stoop to be affected by it.	true	916.64	920.2	25.002178
4945_29091_000027_000003	I could hate----. Nonsense--nobody I care for or in any way respect is changed toward me, I fancy."	I could hate----. Nonsense-nobody I care for or in any way respect is changed toward me, I fancy."	true	920.84	928.39	23.565708
4945_29091_000028_000000	She may have supposed she was thinking of many individuals, but it was not so--she was thinking of only one.	She may have supposed she was thinking of many individuals, but it was not so-she was thinking of only one.	true	929.63	938.98	22.533539
4945_29091_000028_000001	And her heart warmed somewhat, too, the while.	And her heart warmed somewhat, too, the while.	true	939.74	942.88	25.920006
4945_29091_000028_000002	One day a friend overheard a conversation like this:--and naturally came and told her all about it:	One day a friend overheard a conversation like this:--and naturally came and told her all about it:	true	943.55	950.02	22.037167
4945_29091_000029_000000	"Ned, they say you don't go there any more.	"Ned, they say you don't go there any more.	true	951.41	954.13	22.23459
4945_29091_000029_000001	How is that?"	How is that?"	true	954.38	955.72	25.392395
4945_29091_000030_000000	"Well, I don't; but I tell you it's not because I don't want to and it's not because I think it is any matter who her father was or who he wasn't, either; it's only on account of this talk, talk, talk.	"Well, I don't; but I tell you it's not because I don't want to and it's not because I think it is any matter who her father was or who he wasn't, either; it's only on account of this talk, talk, talk.	false	956.93	968.23	24.11513
4945_29091_000030_000001	I think she is a fine girl every way, and so would you if you knew her as well as I do; but you know how it is when a girl once gets talked about--it's all up with her--the world won't ever let her alone, after that."	I think she is a fine girl every way, and so would you if you knew her as well as I do; but you know how it is when a girl once gets talked about-it's all up with her-the world won't ever let her alone, after that."	true	968.51	982.24	20.639256
4945_29091_000031_000000	The only comment Laura made upon this revelation, was:	The only comment Laura made upon this revelation, was:	true	983.54	986.85	16
4945_29091_000032_000000	"Then it appears that if this trouble had not occurred I could have had the happiness of Mr. Ned Thurston's serious attentions.	"Then it appears that if this trouble had not occurred I could have had the happiness of mr Ned Thurston's serious attentions.	false	986.85	994.33	25.464195
4945_29091_000032_000001	He is well favored in person, and well liked, too, I believe, and comes of one of the first families of the village.	He is well favored in person, and well liked, too, I believe, and comes of one of the first families of the village.	true	995.12	1001.04	21
4945_29091_000032_000002	He is prosperous, too, I hear; has been a doctor a year, now, and has had two patients--no, three, I think; yes, it was three.	He is prosperous, too, I hear; has been a doctor a year, now, and has had two patients-no, three, I think; yes, it was three.	false	1001.04	1010.95	24.544476
4945_29091_000032_000003	I attended their funerals.	I attended their funerals.	true	1011.59	1013.35	21.468487
4945_29091_000032_000004	Well, other people have hoped and been disappointed; I am not alone in that.	Well, other people have hoped and been disappointed; I am not alone in that.	true	1014.08	1019.02	22.285181
4945_29091_000032_000005	I wish you could stay to dinner, Maria--we are going to have sausages; and besides, I wanted to talk to you about Hawkeye and make you promise to come and see us when we are settled there."	I wish you could stay to dinner, Maria-we are going to have sausages; and besides, I wanted to talk to you about Hawkeye and make you promise to come and see us when we are settled there."	false	1019.99	1029.76	23.660395
4945_29091_000033_000000	But Maria could not stay.	But Maria could not stay.	true	1031.45	1033.78	23.455627
4945_29091_000033_000001	She had come to mingle romantic tears with Laura's over the lover's defection and had found herself dealing with a heart that could not rise to an appreciation of affliction because its interest was all centred in sausages.	She had come to mingle romantic tears with Laura's over the lover's defection and had found herself dealing with a heart that could not rise to an appreciation of affliction because its interest was all centred in sausages.	true	1034.66	1048.54	23.118132
4945_29091_000034_000000	But as soon as Maria was gone, Laura stamped her expressive foot and said:	But as soon as Maria was gone, Laura stamped her expressive foot and said:	true	1050.2	1056.52	21.918842
4945_29091_000035_000000	"The coward!	"The coward!	true	1057.07	1058.19	22.720108
4945_29091_000035_000001	Are all books lies?	Are all books lies?	true	1058.19	1059.64	23.988434
4945_29091_000035_000002	I thought he would fly to the front, and be brave and noble, and stand up for me against all the world, and defy my enemies, and wither these gossips with his scorn!	I thought he would fly to the front, and be brave and noble, and stand up for me against all the world, and defy my enemies, and wither these gossips with his scorn!	true	1059.89	1069.72	22.902367
4945_29091_000035_000003	Poor crawling thing, let him go.	Poor crawling thing, let him go.	false	1070	1072.33	20.395245
4945_29091_000035_000004	I do begin to despise this world!"	I do begin to despise this world!"	true	1073.12	1075.84	26.36712
4945_29091_000036_000000	She lapsed into thought.	She lapsed into thought.	true	1077.05	1078.69	26.62193
4945_29091_000036_000001	Presently she said:	Presently she said:	true	1080.23	1082.59	21.797722
4945_29091_000037_000000	"If the time ever comes, and I get a chance, Oh, I'll----"	"If the time ever comes, and I get a chance, Oh, I'll----"	false	1083.71	1088.97	25.64508
4945_29091_000038_000000	She could not find a word that was strong enough, perhaps.	She could not find a word that was strong enough, perhaps.	true	1088.97	1092.16	21.68201
4945_29091_000038_000001	By and by she said:	By and by she said:	true	1093.4	1095.01	19.9312
4945_29091_000039_000000	"Well, I am glad of it--I'm glad of it.	"Well, I am glad of it-I'm glad of it.	true	1096.04	1099.45	25.146215
4945_29091_000039_000001	I never cared anything for him anyway!"	I never cared anything for him anyway!"	true	1100.18	1102.69	27.069103
4945_29091_000040_000000	And then, with small consistency, she cried a little, and patted her foot more indignantly than ever.	And then, with small consistency, she cried a little, and patted her foot more indignantly than ever.	false	1104.95	1115.31	23.998697
4945_29091_000041_000000	CHAPTER XI.	CHAPTER eleven.	false	1115.31	1115.79	17
4945_29091_000042_000000	Two months had gone by and the Hawkins family were domiciled in Hawkeye. Washington was at work in the real estate office again, and was alternately in paradise or the other place just as it happened that Louise was gracious to him or seemingly indifferent--because indifference or preoccupation could mean nothing else than that she was thinking of some other young person.	Two months had gone by and the Hawkins family were domiciled in Hawkeye. Washington was at work in the real estate office again, and was alternately in paradise or the other place just as it happened that Louise was gracious to him or seemingly indifferent-because indifference or preoccupation could mean nothing else than that she was thinking of some other young person.	false	1115.79	1121.16	25.576017
4945_29091_000042_000001	Col. Sellers had asked him several times, to dine with him, when he first returned to Hawkeye, but Washington, for no particular reason, had not accepted.	col Sellers had asked him several times, to dine with him, when he first returned to Hawkeye, but Washington, for no particular reason, had not accepted.	false	1121.16	1123.11	26.673046
4945_29091_000042_000002	No particular reason except one which he preferred to keep to himself--viz. that he could not bear to be away from Louise.	No particular reason except one which he preferred to keep to himself-viz. that he could not bear to be away from Louise.	false	1123.11	1124.82	-20
4945_29091_000042_000003	It occurred to him, now, that the Colonel had not invited him lately--could he be offended?	It occurred to him, now, that the Colonel had not invited him lately-could he be offended?	false	1124.82	1126.11	-20
4945_29091_000042_000004	He resolved to go that very day, and give the Colonel a pleasant surprise.	He resolved to go that very day, and give the Colonel a pleasant surprise.	false	1126.11	1127.16	-20
4945_29091_000042_000005	It was a good idea; especially as Louise had absented herself from breakfast that morning, and torn his heart; he would tear hers, now, and let her see how it felt.	It was a good idea; especially as Louise had absented herself from breakfast that morning, and torn his heart; he would tear hers, now, and let her see how it felt.	false	1127.16	1129.5	-20
