5386_4145_000000_000000	CHAPTER X	CHAPTER ten	false	0.39	6.63	20.365623
5386_4145_000003_000008	And for this reason Georgiana took peculiar interest in the young man, for Carlton was but little above thirty and unmarried.	And for this reason Georgiana took peculiar interest in the young man, for Carlton was but little above thirty and unmarried.	false	106.7	113.56	21.75763
5386_4145_000003_000009	The young Christian felt that she would not be living up to that faith that she professed and believed in, if she did not exert herself to the utmost to save the thoughtless man from his downward career; and in this she succeeded to her most sanguine expectations.	The young Christian felt that she would not be living up to that faith that she professed and believed in, if she did not exert herself to the utmost to save the thoughtless man from his downward career; and in this she succeeded to her most sanguine expectations.	true	114.02	127.51	21.558874
5386_4145_000003_000010	She not only converted him, but in placing the Scriptures before him in their true light, she redeemed those sacred writings from the charge of supporting the system of slavery, which her father had cast upon them in the discussion some days before.	She not only converted him, but in placing the Scriptures before him in their true light, she redeemed those sacred writings from the charge of supporting the system of slavery, which her father had cast upon them in the discussion some days before.	true	128.21	140.65	22.757217
5386_4145_000004_000000	Georgiana's first object, however, was to awaken in Carlton's breast a love for the Lord Jesus Christ.	Georgiana's first object, however, was to awaken in Carlton's breast a love for the Lord Jesus Christ.	true	141.47	147.16	19.48294
5386_4145_000004_000001	The young man had often sat under the sound of the gospel with perfect indifference.	The young man had often sat under the sound of the gospel with perfect indifference.	true	147.74	151.6	19
5386_4145_000004_000002	He had heard men talk who had grown grey bending over the Scriptures, and their conversation had passed by him unheeded; but when a young girl, much younger than himself, reasoned with him in that innocent and persuasive manner that woman is wont to use when she has entered with her whole soul upon an object, it was too much for his stout heart, and he yielded.	He had heard men talk who had grown grey bending over the Scriptures, and their conversation had passed by him unheeded; but when a young girl, much younger than himself, reasoned with him in that innocent and persuasive manner that woman is wont to use when she has entered with her whole soul upon an object, it was too much for his stout heart, and he yielded.	false	152.21	169.99	18.645199
5386_4145_000004_000003	Her next aim was to vindicate the Bible from sustaining the monstrous institution of slavery. She said, "God has created of one blood all the nations of men, to dwell on all the face of the earth.	Her next aim was to vindicate the Bible from sustaining the monstrous institution of slavery. She said, "God has created of one blood all the nations of men, to dwell on all the face of the earth.	true	170.66	181.69	19.540207
5386_4145_000004_000004	To claim, hold, and treat a human being as property is felony against God and man.	To claim, hold, and treat a human being as property is felony against God and man.	true	181.85	186.52	19
5386_4145_000004_000005	The Christian religion is opposed to slaveholding in its spirit and its principles; it classes menstealers among murderers; and it is the duty of all who wish to meet God in peace, to discharge that duty in spreading these principles.	The Christian religion is opposed to slaveholding in its spirit and its principles; it classes menstealers among murderers; and it is the duty of all who wish to meet God in peace, to discharge that duty in spreading these principles.	true	187.28	199.81	22.04451
5386_4145_000004_000006	Let us not deceive ourselves into the idea that slavery is right, because it is profitable to us.	Let us not deceive ourselves into the idea that slavery is right, because it is profitable to us.	true	200.48	205.3	19
5386_4145_000004_000007	Slaveholding is the highest possible violation of the eighth commandment.	Slaveholding is the highest possible violation of the eighth commandment.	true	205.88	209.47	21.425129
5386_4145_000004_000008	To take from a man his earnings, is theft; but to take the earner is a compound, life-long theft; and we who profess to follow in the footsteps of our Redeemer, should do our utmost to extirpate slavery from the land.	To take from a man his earnings, is theft; but to take the earner is a compound, life-long theft; and we who profess to follow in the footsteps of our Redeemer, should do our utmost to extirpate slavery from the land.	false	209.99	221.95	20.408134
5386_4145_000004_000009	For my own part, I shall do all I can.	For my own part, I shall do all I can.	true	223.19	225.34	30.518377
5386_4145_000004_000010	When the Redeemer was about to ascend to the bosom of the Father, and resume the glory which he had with him before the world was, he promised his disciples that the power of the Holy Ghost should come upon them, and that they should be witnesses for him to the uttermost parts of the earth.	When the Redeemer was about to ascend to the bosom of the Father, and resume the glory which he had with him before the world was, he promised his disciples that the power of the Holy Ghost should come upon them, and that they should be witnesses for him to the uttermost parts of the earth.	false	225.56	238.84	20
5386_4145_000004_000011	What was the effect upon their minds?	What was the effect upon their minds?	true	239.42	241.39	23.041365
5386_4145_000004_000012	'They all continued with one accord in prayer and supplication with the women.' Stimulated by the confident expectation that Jesus would fulfil his gracious promise, they poured out their hearts in fervent supplications, probably for strength to do the work which he had appointed them unto, for they felt that without him they could do nothing, and they consecrated themselves on the altar of God, to the great and glorious enterprise of preaching the unsearchable riches of Christ to a lost and perishing world.	'They all continued with one accord in prayer and supplication with the women.' Stimulated by the confident expectation that Jesus would fulfil his gracious promise, they poured out their hearts in fervent supplications, probably for strength to do the work which he had appointed them unto, for they felt that without him they could do nothing, and they consecrated themselves on the altar of God, to the great and glorious enterprise of preaching the unsearchable riches of Christ to a lost and perishing world.	true	242	268.6	21.77285
5386_4145_000004_000013	Have we less precious promises in the Scriptures of truth?	Have we less precious promises in the Scriptures of truth?	true	269.09	272.23	23.458174
5386_4145_000004_000014	May we not claim of our God the blessing promised unto those who consider the poor: the Lord will preserve them and keep them alive, and they shall be blessed upon the earth?	May we not claim of our God the blessing promised unto those who consider the poor: the Lord will preserve them and keep them alive, and they shall be blessed upon the earth?	false	272.48	280.39	21.53138
5386_4145_000004_000015	Does not the language, 'Inasmuch as ye did it unto one of the least of these my brethren, ye did it unto me,' belong to all who are rightly engaged in endeavouring to unloose the bondman's fetters?	Does not the language, 'Inasmuch as ye did it unto one of the least of these my brethren, ye did it unto me,' belong to all who are rightly engaged in endeavouring to unloose the bondman's fetters?	true	280.64	290.53	17
5386_4145_000004_000016	Shall we not then do as the apostles did?	Shall we not then do as the apostles did?	true	291.14	293.44	21.69029
5386_4145_000004_000017	Shall we not, in view of the two millions of heathen in our very midst, in view of the souls that are going down in an almost unbroken phalanx to utter perdition, continue in prayer and supplication, that God will grant us the supplies of his Spirit to prepare us for that work which he has given us to do?	Shall we not, in view of the two millions of heathen in our very midst, in view of the souls that are going down in an almost unbroken phalanx to utter perdition, continue in prayer and supplication, that God will grant us the supplies of his Spirit to prepare us for that work which he has given us to do?	false	293.54	308.95	18
5386_4145_000004_000018	Shall not the wail of the mother as she surrenders her only child to the grasp of the ruthless kidnapper, or the trader in human blood, animate our devotions?	Shall not the wail of the mother as she surrenders her only child to the grasp of the ruthless kidnapper, or the trader in human blood, animate our devotions?	true	309.5	317.35	19.953972
5386_4145_000004_000019	Shall not the manifold crimes and horrors of slavery excite more ardent outpourings at the throne of grace to grant repentance to our guilty country, and permit us to aid in preparing the way for the glorious second advent of the Messiah, by preaching deliverance to the captives, and the opening of the prison doors to those who are bound?"	Shall not the manifold crimes and horrors of slavery excite more ardent outpourings at the throne of grace to grant repentance to our guilty country, and permit us to aid in preparing the way for the glorious second advent of the Messiah, by preaching deliverance to the captives, and the opening of the prison doors to those who are bound?"	true	318.08	334.96	20
5386_4145_000005_000000	Georgiana had succeeded in riveting the attention of Carlton during her conversation, and as she was finishing her last sentence, she observed the silent tear stealing down the cheek of the newly born child of God.	Georgiana had succeeded in riveting the attention of Carlton during her conversation, and as she was finishing her last sentence, she observed the silent tear stealing down the cheek of the newly born child of God.	true	336.08	346.24	20.818552
5386_4145_000005_000001	At this juncture her father entered, and Carlton left the room.	At this juncture her father entered, and Carlton left the room.	true	346.58	349.66	20.022728
5386_4145_000005_000002	"Dear papa," said Georgiana, "will you grant me one favour; or, rather, make me a promise?"	"Dear papa," said Georgiana, "will you grant me one favour; or, rather, make me a promise?"	true	350.24	355.81	23.354362
5386_4145_000005_000003	"I can't tell, my dear, till I know what it is," replied Mr. Peck.	"I can't tell, my dear, till I know what it is," replied mr Peck.	true	356.39	359.92	21.839348
5386_4145_000005_000004	"If it is a reasonable request, I will comply with your wish," continued he.	"If it is a reasonable request, I will comply with your wish," continued he.	true	360.29	363.97	19.975895
5386_4145_000005_000005	"I hope, my dear," answered she, "that papa would not think me capable of making an unreasonable request." "Well, well," returned he; "tell me what it is."	"I hope, my dear," answered she, "that papa would not think me capable of making an unreasonable request." "Well, well," returned he; "tell me what it is."	true	364.97	374.5	20.70363
5386_4145_000005_000006	"I hope," said she, "that in your future conversation with Mr. Carlton, on the subject of slavery, you will not speak of the Bible as sustaining it." "Why, Georgiana, my dear, you are mad, ain't you?" exclaimed he, in an excited tone.	"I hope," said she, "that in your future conversation with mr Carlton, on the subject of slavery, you will not speak of the Bible as sustaining it." "Why, Georgiana, my dear, you are mad, ain't you?" exclaimed he, in an excited tone.	true	374.9	388.18	22.008453
5386_4145_000005_000007	The poor girl remained silent; the father saw in a moment that he had spoken too sharply; and taking her hand in his he said, "Now, my child, why do you make that request?" "Because," returned she, "I think he is on the stool of repentance, if he has not already been received among the elect. He, you know, was bordering upon infidelity, and if the Bible sanctions slavery, then he will naturally enough say that it is not from God; for the argument from internal evidence is not only refuted, but actually turned against the Bible.	The poor girl remained silent; the father saw in a moment that he had spoken too sharply; and taking her hand in his he said, "Now, my child, why do you make that request?" "Because," returned she, "I think he is on the stool of repentance, if he has not already been received among the elect. He, you know, was bordering upon infidelity, and if the Bible sanctions slavery, then he will naturally enough say that it is not from God; for the argument from internal evidence is not only refuted, but actually turned against the Bible.	false	388.58	417.97	20.544275
5386_4145_000005_000008	If the Bible sanctions slavery, then it misrepresents the character of God.	If the Bible sanctions slavery, then it misrepresents the character of God.	true	418.52	422.68	21.13752
5386_4145_000005_000009	Nothing would be more dangerous to the soul of a young convert than to satisfy him that the Scriptures favoured such a system of sin." "Don't you suppose that I understand the Scriptures better than you?	Nothing would be more dangerous to the soul of a young convert than to satisfy him that the Scriptures favoured such a system of sin." "Don't you suppose that I understand the Scriptures better than you?	true	423.02	433.17	20.373295
5386_4145_000005_000010	I have been in the world longer." "Yes," said she, "you have been in the world longer, and amongst slaveholders so long that you do not regard it in the same light that those do who have not become so familiar with its every-day scenes as you.	I have been in the world longer." "Yes," said she, "you have been in the world longer, and amongst slaveholders so long that you do not regard it in the same light that those do who have not become so familiar with its every day scenes as you.	false	433.17	445.99	22.484184
5386_4145_000005_000011	I once heard you say, that you were opposed to the institution, when you first came to the South." "Yes," answered he, "I did not know so much about it then." "With great deference to you, papa," replied Georgiana, "I don't think that the Bible sanctions slavery.	I once heard you say, that you were opposed to the institution, when you first came to the South." "Yes," answered he, "I did not know so much about it then." "With great deference to you, papa," replied Georgiana, "I don't think that the Bible sanctions slavery.	true	446.51	461.62	20.577198
5386_4145_000005_000012	The Old Testament contains this explicit condemnation of it, 'He that stealeth a man, and selleth him, or if he be found in his band, he shall surely be put to death'; and 'Woe unto him that buildeth his house by unrighteousness, and his chambers by wrong; that useth his neighbour's service without wages, and giveth him not for his work'; when also the New Testament exhibits such words of rebuke as these, 'Behold the hire of the labourers who have reaped down your fields, which is of you kept back by fraud, crieth; and the cries of them who have reaped are entered into the ears of the Lord of Sabaoth.' 'The law is not made for a righteous man, but for the lawless and disobedient, for the ungodly and for sinners, for unholy and profane, for murderers of fathers and murderers of mothers, for manslayers, for whoremongers, for them that defile themselves with mankind, for menstealers, for liars, for perjured persons.' A more scathing denunciation of the sin in question is surely to be found on record in no other book.	The Old Testament contains this explicit condemnation of it, 'He that stealeth a man, and selleth him, or if he be found in his band, he shall surely be put to death'; and 'Woe unto him that buildeth his house by unrighteousness, and his chambers by wrong; that useth his neighbour's service without wages, and giveth him not for his work'; when also the New Testament exhibits such words of rebuke as these, 'Behold the hire of the labourers who have reaped down your fields, which is of you kept back by fraud, crieth; and the cries of them who have reaped are entered into the ears of the Lord of Sabaoth.' 'The law is not made for a righteous man, but for the lawless and disobedient, for the ungodly and for sinners, for unholy and profane, for murderers of fathers and murderers of mothers, for manslayers, for whoremongers, for them that defile themselves with mankind, for menstealers, for liars, for perjured persons.' A more scathing denunciation of the sin in question is surely to be found on record in no other book.	false	461.78	519.79	20.704477
5386_4145_000005_000013	I am afraid," continued the daughter, "that the acts of the professed friends of Christianity in the South do more to spread infidelity than the writings of all the atheists which have ever been published.	I am afraid," continued the daughter, "that the acts of the professed friends of Christianity in the South do more to spread infidelity than the writings of all the atheists which have ever been published.	true	520.13	531.255	22.116825
5386_4145_000005_000014	The infidel watches the religious world.	The infidel watches the religious world.	true	531.255	533.53	22.514278
5386_4145_000005_000015	He surveys the church, and, lo! thousands and tens of thousands of her accredited members actually hold slaves.	He surveys the church, and, lo! thousands and tens of thousands of her accredited members actually hold slaves.	true	533.54	539.89	22.315825
5386_4145_000005_000016	Members 'in good and regular standing,' fellowshipped throughout Christendom except by a few anti-slavery churches generally despised as ultra and radical, reduce their fellow men to the condition of chattels, and by force keep them in that state of degradation.	Members 'in good and regular standing,' fellowshipped throughout Christendom except by a few anti slavery churches generally despised as ultra and radical, reduce their fellow men to the condition of chattels, and by force keep them in that state of degradation.	true	540.35	555.76	21.49559
5386_4145_000005_000017	Bishops, ministers, elders, and deacons are engaged in this awful business, and do not consider their conduct as at all inconsistent with the precepts of either the Old or New Testaments.	Bishops, ministers, elders, and deacons are engaged in this awful business, and do not consider their conduct as at all inconsistent with the precepts of either the Old or New Testaments.	true	556.1	565.96	19
5386_4145_000005_000018	Moreover, those ministers and churches who do not themselves hold slaves, very generally defend the conduct of those who do, and accord to them a fair Christian character, and in the way of business frequently take mortgages and levy executions on the bodies of their fellow men, and in some cases of their fellow Christians.	Moreover, those ministers and churches who do not themselves hold slaves, very generally defend the conduct of those who do, and accord to them a fair Christian character, and in the way of business frequently take mortgages and levy executions on the bodies of their fellow men, and in some cases of their fellow Christians.	true	566.75	583.75	20.34765
5386_4145_000005_000019	"Now is it a wonder that infidels, beholding the practice and listening to the theory of professing Christians, should conclude that the Bible inculcates a morality not inconsistent with chattelising human beings?	"Now is it a wonder that infidels, beholding the practice and listening to the theory of professing Christians, should conclude that the Bible inculcates a morality not inconsistent with chattelising human beings?	false	584.57	595.18	16
5386_4145_000005_000020	And must not this conclusion be strengthened, when they hear ministers of talent and learning declare that the Bible does sanction slaveholding, and that it ought not to be made a disciplinable offence in churches?	And must not this conclusion be strengthened, when they hear ministers of talent and learning declare that the Bible does sanction slaveholding, and that it ought not to be made a disciplinable offence in churches?	true	595.85	606.07	20.18445
5386_4145_000005_000021	And must not all doubt be dissipated, when one of the most learned professors in our theological seminaries asserts that the Bible recognises that the relation may still exist, salva fide et salva ecclesia' (without injury to the Christian faith or church) and that only 'the abuse of it is the essential and fundamental wrong?' Are not infidels bound to believe that these professors, ministers, and churches understand their own Bible, and that, consequently, notwithstanding solitary passages which appear to condemn slaveholding, the Bible sanctions it?	And must not all doubt be dissipated, when one of the most learned professors in our theological seminaries asserts that the Bible recognises that the relation may still exist, salva fide et salva ecclesia' (without injury to the Christian faith or church) and that only 'the abuse of it is the essential and fundamental wrong?' Are not infidels bound to believe that these professors, ministers, and churches understand their own Bible, and that, consequently, notwithstanding solitary passages which appear to condemn slaveholding, the Bible sanctions it?	false	606.77	636.97	19.926949
5386_4145_000005_000022	When nothing can be further from the truth.	When nothing can be further from the truth.	true	637.61	639.76	21.488785
5386_4145_000005_000023	And as for Christ, his whole life was a living testimony against slavery and all that it inculcates.	And as for Christ, his whole life was a living testimony against slavery and all that it inculcates.	true	640.07	645.1	15
5386_4145_000005_000024	When he designed to do us good, he took upon himself the form of a servant.	When he designed to do us good, he took upon himself the form of a servant.	true	645.47	649.21	20.05916
5386_4145_000005_000025	He took his station at the bottom of society.	He took his station at the bottom of society.	false	649.46	651.85	20.912857
5386_4145_000005_000026	He voluntarily identified himself with the poor and the despised.	He voluntarily identified himself with the poor and the despised.	false	652.1	655.87	19.061396
5386_4145_000005_000027	The warning voices of Jeremiah and Ezekiel were raised in olden time, against sin.	The warning voices of Jeremiah and ezekiel were raised in olden time, against sin.	true	656.15	661.03	19.557693
5386_4145_000005_000028	Let us not forget what followed.	Let us not forget what followed.	true	661.67	663.55	28.340767
5386_4145_000005_000029	'Therefore, thus saith the Lord--ye have not harkened unto me in proclaiming liberty every one to his brother, and every one to his neighbour--behold I proclaim a liberty for you, saith the Lord, to the sword, to the pestilence, and to the famine.' Are we not virtually as a nation adopting the same impious language, and are we not exposed to the same tremendous judgments?	'Therefore, thus saith the Lord-ye have not harkened unto me in proclaiming liberty every one to his brother, and every one to his neighbour-behold I proclaim a liberty for you, saith the Lord, to the sword, to the pestilence, and to the famine.' Are we not virtually as a nation adopting the same impious language, and are we not exposed to the same tremendous judgments?	false	663.68	684.76	21.59615
5386_4145_000005_000030	Shall we not, in view of those things, use every laudable means to awaken our beloved country from the slumbers of death, and baptize all our efforts with tears and with prayers, that God may bless them?	Shall we not, in view of those things, use every laudable means to awaken our beloved country from the slumbers of death, and baptize all our efforts with tears and with prayers, that God may bless them?	true	685.16	695.11	19
5386_4145_000005_000031	Then, should our labour fail to accomplish the end for which we pray, we shall stand acquitted at the bar of Jehovah, and although we may share in the national calamities which await unrepented sins, yet that blessed approval will be ours--'Well done, good and faithful servants, enter ye into the joy of your Lord.'"	Then, should our labour fail to accomplish the end for which we pray, we shall stand acquitted at the bar of Jehovah, and although we may share in the national calamities which await unrepented sins, yet that blessed approval will be ours-'Well done, good and faithful servants, enter ye into the joy of your Lord.'"	true	695.69	712.66	20.630743
5386_4145_000006_000000	"My dear Georgiana," said Mr. Peck, "I must be permitted to entertain my own views on this subject, and to exercise my own judgment."	"My dear Georgiana," said mr Peck, "I must be permitted to entertain my own views on this subject, and to exercise my own judgment."	false	713.69	720.85	16
5386_4145_000007_000000	"Believe me, dear papa," she replied, "I would not be understood as wishing to teach you, or to dictate to you in the least; but only grant my request, not to allude to the Bible as sanctioning slavery, when speaking with Mr. Carlton."	"Believe me, dear papa," she replied, "I would not be understood as wishing to teach you, or to dictate to you in the least; but only grant my request, not to allude to the Bible as sanctioning slavery, when speaking with mr Carlton."	true	721.31	733.36	21.492788
5386_4145_000008_000000	"Well," returned he, "I will comply with your wish."	"Well," returned he, "I will comply with your wish."	true	733.82	737.41	23.169338
5386_4145_000009_000000	The young Christian had indeed accomplished a noble work; and whether it was admitted by the father, or not, she was his superior and his teacher.	The young Christian had indeed accomplished a noble work; and whether it was admitted by the father, or not, she was his superior and his teacher.	true	738.05	745.48	21.124697
5386_4145_000009_000001	Georgiana had viewed the right to enjoy perfect liberty as one of those inherent and inalienable rights which pertain to the whole human race, and of which they can never be divested, except by an act of gross injustice.	Georgiana had viewed the right to enjoy perfect liberty as one of those inherent and inalienable rights which pertain to the whole human race, and of which they can never be divested, except by an act of gross injustice.	true	745.64	757.93	20.255604
5386_4145_000009_000002	And no one was more able than herself to impress those views upon the hearts of all with whom she came in contact.	And no one was more able than herself to impress those views upon the hearts of all with whom she came in contact.	true	758.69	764.02	14
5386_4145_000009_000003	Modest and self-possessed, with a voice of great sweetness, and a most winning manner, she could, with the greatest ease to herself, engage their attention.	Modest and self possessed, with a voice of great sweetness, and a most winning manner, she could, with the greatest ease to herself, engage their attention.	true	764.27	772.26	21
5386_4145_000010_000000	CHAPTER XI	CHAPTER eleven	false	772.26	772.59	7
5386_4145_000011_000000	THE PARSON POET	THE PARSON POET	false	772.59	773.07	-20
5386_4145_000012_000000	"Unbind, unbind my galling chain, And set, oh! set me free: No longer say that I'll disdain The gift of liberty."	"Unbind, unbind my galling chain, And set, oh! set me free: No longer say that I'll disdain The gift of liberty."	false	773.07	774.39	19.375345
5386_4145_000013_000000	THROUGH the persuasion of Mr. Peck, and fascinated with the charms of Georgiana, Carlton had prolonged his stay two months with his old school-fellow.	THROUGH the persuasion of mr Peck, and fascinated with the charms of Georgiana, Carlton had prolonged his stay two months with his old school fellow.	false	774.39	774.84	15
5386_4145_000013_000001	During the latter part of the time he had been almost as one of the family.	During the latter part of the time he had been almost as one of the family.	false	774.84	775.14	10
5386_4145_000013_000002	If Miss Peck was invited out, Mr. Carlton was, as a matter of course.	If Miss Peck was invited out, mr Carlton was, as a matter of course.	false	775.14	775.41	21.238058
5386_4145_000013_000003	She seldom rode out, unless with him.	She seldom rode out, unless with him.	false	775.41	775.53	-20
5386_4145_000013_000004	If Mr. Peck was absent, he took the head of the table; and, to the delight of the young lady, he had on several occasions taken part in the family worship.	If mr Peck was absent, he took the head of the table; and, to the delight of the young lady, he had on several occasions taken part in the family worship.	false	775.53	776.1	-20
5386_4145_000013_000005	"I am glad," said Mr. Peck, one evening while at the tea table, "I am glad, Mr. Carlton, that my neighbour Jones has invited you to visit him at his farm.	"I am glad," said mr Peck, one evening while at the tea table, "I am glad, mr Carlton, that my neighbour Jones has invited you to visit him at his farm.	false	776.1	776.67	-20
5386_4145_000013_000006	He is a good neighbour, but a very ungodly man; I want that you should see his people, and then, when you return to the North, you can tell how much better a Christian's slaves are situated than one who does nothing for the cause of Christ." "I hope, Mr. Carlton," said Georgiana, "that you will spend the Sabbath with him, and have a religious interview with the Negroes." "Yes," replied the parson, "that's well thought of, Georgy." "Well, I think I will go up on Thursday next, and stay till Monday," said Carlton; "and I shall act upon your suggestion, Miss Peck," continued he; "and try to get a religious interview with the blacks.	He is a good neighbour, but a very ungodly man; I want that you should see his people, and then, when you return to the North, you can tell how much better a Christian's slaves are situated than one who does nothing for the cause of Christ." "I hope, mr Carlton," said Georgiana, "that you will spend the Sabbath with him, and have a religious interview with the Negroes." "Yes," replied the parson, "that's well thought of, Georgy." "Well, I think I will go up on Thursday next, and stay till Monday," said Carlton; "and I shall act upon your suggestion, Miss Peck," continued he; "and try to get a religious interview with the blacks.	false	776.67	778.8	-20
5386_4145_000013_000007	By-the-by," remarked Carlton, "I saw an advertisement in the Free Trader to-day that rather puzzled me.	By the by," remarked Carlton, "I saw an advertisement in the Free Trader to day that rather puzzled me.	false	778.8	779.16	-20
5386_4145_000013_000008	Ah, here it is now; and, drawing the paper from his pocket, "I will read it, and then you can tell me what it means:	Ah, here it is now; and, drawing the paper from his pocket, "I will read it, and then you can tell me what it means:	false	779.16	779.61	-20
