3927_6556_000000_000006	Our old tracks are drifted up, deep in places, and toothed sastrugi have formed over them.	Our old tracks are drifted up, deep in places, and toothed sastrugi have formed over them.
3927_6556_000014_000013	Came on the cairn quite suddenly, marched past it, and camped for lunch at 7 miles.	Came on the cairn quite suddenly, marched past it, and camped for lunch at seven miles.
3927_6556_000015_000003	If we get to the next depot in a few marches (it is now less than 60 miles and we have a full week's food) we ought to be able to open out a little, but we can't look for a real feed till we get to the pony food depot.	If we get to the next depot in a few marches (it is now less than sixty miles and we have a full week's food) we ought to be able to open out a little, but we can't look for a real feed till we get to the pony food depot.
3927_6556_000016_000007	It is very difficult to say if we are going up or down hill; the barometer is quite different from outward readings.	It is very difficult to say if we are going up or down hill; the barometer is quite different from outward readings.
3927_6556_000016_000009	We are camped opposite our lunch cairn of the 4th, only half a day's march from the point at which the last supporting party left us.	We are camped opposite our lunch cairn of the fourth, only half a day's march from the point at which the last supporting party left us.
3927_6556_000017_000001	We picked up the boots and mits on the track, and to-night we found the pipe lying placidly in sight on the snow.	We picked up the boots and mits on the track, and to night we found the pipe lying placidly in sight on the snow.
3927_6556_000017_000007	We are pretty thin, especially Evans, but none of us are feeling worked out.	We are pretty thin, especially Evans, but none of us are feeling worked out.
3927_6556_000018_000005	Excellent march of 19 1/2 miles, 10.5 before lunch.	Excellent march of nineteen and a half miles, ten point five before lunch.
3927_6556_000018_000006	Wind helping greatly, considerable drift; tracks for the most part very plain.	Wind helping greatly, considerable drift; tracks for the most part very plain.
3927_6556_000018_000007	Some time before lunch we picked up the return track of the supporting party, so that there are now three distinct sledge impressions.	Some time before lunch we picked up the return track of the supporting party, so that there are now three distinct sledge impressions.
3927_6556_000018_000009	Given a fine day to-morrow we ought to get it without difficulty.	Given a fine day to morrow we ought to get it without difficulty.
3927_6556_000019_000005	We have passed the last cairn before the depot, the track is clear ahead, the weather fair, the wind helpful, the gradient down--with any luck we should pick up our depot in the middle of the morning march.	We have passed the last cairn before the depot, the track is clear ahead, the weather fair, the wind helpful, the gradient down-with any luck we should pick up our depot in the middle of the morning march.
3927_6556_000019_000006	This is the bright side; the reverse of the medal is serious.	This is the bright side; the reverse of the medal is serious.
3927_6556_000019_000008	Of course, he is full of pluck over it, but I don't like the idea of such an accident here.	Of course, he is full of pluck over it, but I don't like the idea of such an accident here.
3927_6556_000020_000005	In the afternoon the surface became fearfully bad, the wind dropped to light southerly air.	In the afternoon the surface became fearfully bad, the wind dropped to light southerly air.
3927_6556_000020_000006	Ill luck that this should happen just when we have only four men to pull.	Ill luck that this should happen just when we have only four men to pull.
3927_6556_000020_000007	Wilson rested his leg as much as possible by walking quietly beside the sledge; the result has been good, and to-night there is much less inflammation.	Wilson rested his leg as much as possible by walking quietly beside the sledge; the result has been good, and to night there is much less inflammation.
3927_6556_000021_000006	Wind light.	Wind light.
3927_6556_000021_000008	Started well in the afternoon and came down a steep slope in quick time; then the surface turned real bad--sandy drifts--very heavy pulling.	Started well in the afternoon and came down a steep slope in quick time; then the surface turned real bad-sandy drifts-very heavy pulling.
3927_6556_000021_000011	We have opened out on the 1/7th increase and it makes a lot of difference.	We have opened out on the one seventh increase and it makes a lot of difference.
3927_6556_000021_000012	Wilson's leg much better.	Wilson's leg much better.
3927_6556_000022_000001	R. 16.	R. sixteen.
3927_6556_000022_000004	Soon got to a steep grade, when the sledge overran and upset us one after another.	Soon got to a steep grade, when the sledge overran and upset us one after another.
3927_6556_000022_000006	Started in the afternoon on foot, going very strong.	Started in the afternoon on foot, going very strong.
3927_6556_000022_000007	We noticed a curious circumstance towards the end of the forenoon.	We noticed a curious circumstance towards the end of the forenoon.
3927_6556_000022_000009	In the afternoon we soon came to a steep slope--the same on which we exchanged sledges on December 28.	In the afternoon we soon came to a steep slope-the same on which we exchanged sledges on december twenty eighth.
3927_6556_000022_000010	All went well till, in trying to keep the track at the same time as my feet, on a very slippery surface, I came an awful 'purler' on my shoulder.	All went well till, in trying to keep the track at the same time as my feet, on a very slippery surface, I came an awful 'purler' on my shoulder.
3927_6556_000022_000012	We shall be lucky if we get through without serious injury.	We shall be lucky if we get through without serious injury.
3927_6556_000023_000001	We lost the track.	We lost the track.
3927_6556_000023_000002	Later, on soft snow, we picked up E. Evans' return track, which we are now following.	Later, on soft snow, we picked up e Evans' return track, which we are now following.
3927_6556_000023_000004	The extra food is certainly helping us, but we are getting pretty hungry.	The extra food is certainly helping us, but we are getting pretty hungry.
3927_6556_000023_000006	It is time we were off the summit--Pray God another four days will see us pretty well clear of it.	It is time we were off the summit-Pray God another four days will see us pretty well clear of it.
