373_130974_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	2.97	5.23	17
373_130974_000011_000003	The plan offered to our deliberations affects too many particular interests, innovates upon too many local institutions, not to involve in its discussion a variety of objects foreign to its merits, and of views, passions and prejudices little favorable to the discovery of truth.	The plan offered to our deliberations affects too many particular interests, innovates upon too many local institutions, not to involve in its discussion a variety of objects foreign to its merits, and of views, passions and prejudices little favorable to the discovery of truth.	true	142.82	162.22	21.428322
373_130974_000012_000000	Among the most formidable of the obstacles which the new Constitution will have to encounter may readily be distinguished the obvious interest of a certain class of men in every State to resist all changes which may hazard a diminution of the power, emolument, and consequence of the offices they hold under the State establishments; and the perverted ambition of another class of men, who will either hope to aggrandize themselves by the confusions of their country, or will flatter themselves with fairer prospects of elevation from the subdivision of the empire into several partial confederacies than from its union under one government.	Among the most formidable of the obstacles which the new Constitution will have to encounter may readily be distinguished the obvious interest of a certain class of men in every State to resist all changes which may hazard a diminution of the power, emolument, and consequence of the offices they hold under the State establishments; and the perverted ambition of another class of men, who will either hope to aggrandize themselves by the confusions of their country, or will flatter themselves with fairer prospects of elevation from the subdivision of the empire into several partial confederacies than from its union under one government.	true	163.25	202.42	18
373_130974_000013_000000	It is not, however, my design to dwell upon observations of this nature.	It is not, however, my design to dwell upon observations of this nature.	true	203.24	207.73	17
373_130974_000013_000001	I am well aware that it would be disingenuous to resolve indiscriminately the opposition of any set of men (merely because their situations might subject them to suspicion) into interested or ambitious views.	I am well aware that it would be disingenuous to resolve indiscriminately the opposition of any set of men (merely because their situations might subject them to suspicion) into interested or ambitious views.	true	208.1	220.33	17.540133
373_130974_000013_000002	Candor will oblige us to admit that even such men may be actuated by upright intentions; and it cannot be doubted that much of the opposition which has made its appearance, or may hereafter make its appearance, will spring from sources, blameless at least, if not respectable--the honest errors of minds led astray by preconceived jealousies and fears.	Candor will oblige us to admit that even such men may be actuated by upright intentions; and it cannot be doubted that much of the opposition which has made its appearance, or may hereafter make its appearance, will spring from sources, blameless at least, if not respectable-the honest errors of minds led astray by preconceived jealousies and fears.	true	220.97	243.85	20
373_130974_000013_000003	So numerous indeed and so powerful are the causes which serve to give a false bias to the judgment, that we, upon many occasions, see wise and good men on the wrong as well as on the right side of questions of the first magnitude to society.	So numerous indeed and so powerful are the causes which serve to give a false bias to the judgment, that we, upon many occasions, see wise and good men on the wrong as well as on the right side of questions of the first magnitude to society.	true	244.79	260.53	20
373_130974_000013_000004	This circumstance, if duly attended to, would furnish a lesson of moderation to those who are ever so much persuaded of their being in the right in any controversy.	This circumstance, if duly attended to, would furnish a lesson of moderation to those who are ever so much persuaded of their being in the right in any controversy.	false	261.5	271.75	20.011244
373_130974_000013_000005	And a further reason for caution, in this respect, might be drawn from the reflection that we are not always sure that those who advocate the truth are influenced by purer principles than their antagonists.	And a further reason for caution, in this respect, might be drawn from the reflection that we are not always sure that those who advocate the truth are influenced by purer principles than their antagonists.	true	272.57	285.55	20.420616
373_130974_000013_000006	Ambition, avarice, personal animosity, party opposition, and many other motives not more laudable than these, are apt to operate as well upon those who support as those who oppose the right side of a question.	Ambition, avarice, personal animosity, party opposition, and many other motives not more laudable than these, are apt to operate as well upon those who support as those who oppose the right side of a question.	true	286.1	300.52	21.895803
373_130974_000013_000007	Were there not even these inducements to moderation, nothing could be more ill-judged than that intolerant spirit which has, at all times, characterized political parties.	Were there not even these inducements to moderation, nothing could be more ill judged than that intolerant spirit which has, at all times, characterized political parties.	true	301.79	312.76	22
373_130974_000013_000008	For in politics, as in religion, it is equally absurd to aim at making proselytes by fire and sword. Heresies in either can rarely be cured by persecution.	For in politics, as in religion, it is equally absurd to aim at making proselytes by fire and sword. Heresies in either can rarely be cured by persecution.	false	313.31	324.46	21.28443
373_130974_000014_000000	And yet, however just these sentiments will be allowed to be, we have already sufficient indications that it will happen in this as in all former cases of great national discussion.	And yet, however just these sentiments will be allowed to be, we have already sufficient indications that it will happen in this as in all former cases of great national discussion.	true	325.97	336.61	21
373_130974_000014_000001	A torrent of angry and malignant passions will be let loose.	A torrent of angry and malignant passions will be let loose.	true	337.1	340.81	14
373_130974_000014_000002	To judge from the conduct of the opposite parties, we shall be led to conclude that they will mutually hope to evince the justness of their opinions, and to increase the number of their converts by the loudness of their declamations and the bitterness of their invectives.	To judge from the conduct of the opposite parties, we shall be led to conclude that they will mutually hope to evince the justness of their opinions, and to increase the number of their converts by the loudness of their declamations and the bitterness of their invectives.	true	341.24	355.98	5
373_130974_000014_000003	An enlightened zeal for the energy and efficiency of government will be stigmatized as the offspring of a temper fond of despotic power and hostile to the principles of liberty. An over-scrupulous jealousy of danger to the rights of the people, which is more commonly the fault of the head than of the heart, will be represented as mere pretense and artifice, the stale bait for popularity at the expense of the public good.	An enlightened zeal for the energy and efficiency of government will be stigmatized as the offspring of a temper fond of despotic power and hostile to the principles of liberty. An over scrupulous jealousy of danger to the rights of the people, which is more commonly the fault of the head than of the heart, will be represented as mere pretense and artifice, the stale bait for popularity at the expense of the public good.	false	355.98	381.88	20.837969
373_130974_000014_000004	It will be forgotten, on the one hand, that jealousy is the usual concomitant of love, and that the noble enthusiasm of liberty is apt to be infected with a spirit of narrow and illiberal distrust.	It will be forgotten, on the one hand, that jealousy is the usual concomitant of love, and that the noble enthusiasm of liberty is apt to be infected with a spirit of narrow and illiberal distrust.	true	382.49	395.5	21.832575
373_130974_000014_000005	On the other hand, it will be equally forgotten that the vigor of government is essential to the security of liberty; that, in the contemplation of a sound and well-informed judgment, their interest can never be separated; and that a dangerous ambition more often lurks behind the specious mask of zeal for the rights of the people than under the forbidden appearance of zeal for the firmness and efficiency of government.	On the other hand, it will be equally forgotten that the vigor of government is essential to the security of liberty; that, in the contemplation of a sound and well informed judgment, their interest can never be separated; and that a dangerous ambition more often lurks behind the specious mask of zeal for the rights of the people than under the forbidden appearance of zeal for the firmness and efficiency of government.	true	396.11	420.64	20.913101
373_130974_000014_000006	History will teach us that the former has been found a much more certain road to the introduction of despotism than the latter, and that of those men who have overturned the liberties of republics, the greatest number have begun their career by paying an obsequious court to the people; commencing demagogues, and ending tyrants.	History will teach us that the former has been found a much more certain road to the introduction of despotism than the latter, and that of those men who have overturned the liberties of republics, the greatest number have begun their career by paying an obsequious court to the people; commencing demagogues, and ending tyrants.	true	421.49	442.48	18
373_130974_000015_000000	In the course of the preceding observations, I have had an eye, my fellow-citizens, to putting you upon your guard against all attempts, from whatever quarter, to influence your decision in a matter of the utmost moment to your welfare, by any impressions other than those which may result from the evidence of truth.	In the course of the preceding observations, I have had an eye, my fellow citizens, to putting you upon your guard against all attempts, from whatever quarter, to influence your decision in a matter of the utmost moment to your welfare, by any impressions other than those which may result from the evidence of truth.	true	443.9	462.22	20.718603
373_130974_000015_000001	You will, no doubt, at the same time, have collected from the general scope of them, that they proceed from a source not unfriendly to the new Constitution.	You will, no doubt, at the same time, have collected from the general scope of them, that they proceed from a source not unfriendly to the new Constitution.	true	462.86	472	21.362312
373_130974_000015_000002	Yes, my countrymen, I own to you that, after having given it an attentive consideration, I am clearly of opinion it is your interest to adopt it. I am convinced that this is the safest course for your liberty, your dignity, and your happiness.	Yes, my countrymen, I own to you that, after having given it an attentive consideration, I am clearly of opinion it is your interest to adopt it. I am convinced that this is the safest course for your liberty, your dignity, and your happiness.	true	472.43	489.22	21.00742
373_130974_000015_000003	I affect not reserves which I do not feel. I will not amuse you with an appearance of deliberation when I have decided.	I affect not reserves which I do not feel. I will not amuse you with an appearance of deliberation when I have decided.	true	489.83	497.23	18.852846
373_130974_000015_000004	I frankly acknowledge to you my convictions, and I will freely lay before you the reasons on which they are founded.	I frankly acknowledge to you my convictions, and I will freely lay before you the reasons on which they are founded.	true	497.69	504.37	20.236547
373_130974_000015_000005	The consciousness of good intentions disdains ambiguity.	The consciousness of good intentions disdains ambiguity.	true	504.86	508.27	17
373_130974_000015_000006	I shall not, however, multiply professions on this head.	I shall not, however, multiply professions on this head.	true	508.91	512.2	21.988962
373_130974_000015_000007	My motives must remain in the depository of my own breast.	My motives must remain in the depository of my own breast.	true	512.6	516.22	18.056065
373_130974_000015_000008	My arguments will be open to all, and may be judged of by all.	My arguments will be open to all, and may be judged of by all.	true	516.71	520.6	19
373_130974_000015_000009	They shall at least be offered in a spirit which will not disgrace the cause of truth.	They shall at least be offered in a spirit which will not disgrace the cause of truth.	true	521.09	525.64	24.778261
373_130974_000016_000000	I propose, in a series of papers, to discuss the following interesting particulars:	I propose, in a series of papers, to discuss the following interesting particulars:	true	527	532.48	22.977991
373_130974_000017_000000	THE UTILITY OF THE UNION TO YOUR POLITICAL PROSPERITY THE INSUFFICIENCY OF THE PRESENT CONFEDERATION TO PRESERVE THAT UNION THE NECESSITY OF A GOVERNMENT AT LEAST EQUALLY ENERGETIC WITH THE ONE PROPOSED, TO THE ATTAINMENT OF THIS OBJECT THE CONFORMITY OF THE PROPOSED CONSTITUTION TO THE TRUE PRINCIPLES OF REPUBLICAN GOVERNMENT ITS ANALOGY TO YOUR OWN STATE CONSTITUTION and lastly, THE ADDITIONAL SECURITY WHICH ITS ADOPTION WILL AFFORD TO THE PRESERVATION OF THAT SPECIES OF GOVERNMENT, TO LIBERTY, AND TO PROPERTY.	THE UTILITY OF THE UNION TO YOUR POLITICAL PROSPERITY THE INSUFFICIENCY OF THE PRESENT CONFEDERATION TO PRESERVE THAT UNION THE NECESSITY OF A GOVERNMENT AT LEAST EQUALLY ENERGETIC WITH THE ONE PROPOSED, TO THE ATTAINMENT OF THIS OBJECT THE CONFORMITY OF THE PROPOSED CONSTITUTION TO THE TRUE PRINCIPLES OF REPUBLICAN GOVERNMENT ITS ANALOGY TO YOUR OWN STATE CONSTITUTION and lastly, THE ADDITIONAL SECURITY WHICH ITS ADOPTION WILL AFFORD TO THE PRESERVATION OF THAT SPECIES OF GOVERNMENT, TO LIBERTY, AND TO PROPERTY.	true	533.57	572.47	20.979502
373_130974_000018_000000	In the progress of this discussion I shall endeavor to give a satisfactory answer to all the objections which shall have made their appearance, that may seem to have any claim to your attention.	In the progress of this discussion I shall endeavor to give a satisfactory answer to all the objections which shall have made their appearance, that may seem to have any claim to your attention.	true	574.19	584.65	20
373_130974_000019_000000	It may perhaps be thought superfluous to offer arguments to prove the utility of the UNION, a point, no doubt, deeply engraved on the hearts of the great body of the people in every State, and one, which it may be imagined, has no adversaries.	It may perhaps be thought superfluous to offer arguments to prove the utility of the UNION, a point, no doubt, deeply engraved on the hearts of the great body of the people in every State, and one, which it may be imagined, has no adversaries.	true	585.8	601.51	22.135332
373_130974_000019_000001	But the fact is, that we already hear it whispered in the private circles of those who oppose the new Constitution, that the thirteen States are of too great extent for any general system, and that we must of necessity resort to separate confederacies of distinct portions of the whole.(1) This doctrine will, in all probability, be gradually propagated, till it has votaries enough to countenance an open avowal of it.	But the fact is, that we already hear it whispered in the private circles of those who oppose the new Constitution, that the thirteen States are of too great extent for any general system, and that we must of necessity resort to separate confederacies of distinct portions of the whole.(one) This doctrine will, in all probability, be gradually propagated, till it has votaries enough to countenance an open avowal of it.	false	602.18	640.66	21.748558
373_130974_000019_000002	For nothing can be more evident, to those who are able to take an enlarged view of the subject, than the alternative of an adoption of the new Constitution or a dismemberment of the Union.	For nothing can be more evident, to those who are able to take an enlarged view of the subject, than the alternative of an adoption of the new Constitution or a dismemberment of the Union.	true	641.21	652.21	22.983595
373_130974_000019_000003	It will therefore be of use to begin by examining the advantages of that Union, the certain evils, and the probable dangers, to which every State will be exposed from its dissolution.	It will therefore be of use to begin by examining the advantages of that Union, the certain evils, and the probable dangers, to which every State will be exposed from its dissolution.	true	652.88	663.76	19.813248
373_130974_000019_000004	This shall accordingly constitute the subject of my next address.	This shall accordingly constitute the subject of my next address.	true	664.4	668.95	24.053854
373_130974_000020_000000	PUBLIUS	PUBLIUS	true	670.19	671.1	19.317219
373_130974_000021_000000	1.	one.	false	671.1	671.28	-20
373_130974_000021_000001	The same idea, tracing the arguments to their consequences, is held out in several of the late publications against the new Constitution.	The same idea, tracing the arguments to their consequences, is held out in several of the late publications against the new Constitution.	false	671.28	676.98	10
