7833_102239_000000_000000	CHAPTER IX	CHAPTER nine	false	0	25.8	23.353811
7833_102239_000006_000000	There had been very little of what might be called pioneer life in Springfield.	There had been very little of what might be called pioneer life in Springfield.	true	150.62	154.96	20.120892
7833_102239_000006_000001	Civilization came in with a reasonably full equipment at the beginning.	Civilization came in with a reasonably full equipment at the beginning.	true	155.09	158.86	21.903826
7833_102239_000006_000002	The Edwardses, in fair-top boots and ruffled shirts; the Ridgelys brought their banking business from Maryland; the Logans and Conklings were good lawyers before they arrived; another family came from Kentucky, with a cotton manufactory which proved its aristocratic character by never doing any work.	The Edwardses, in fair top boots and ruffled shirts; the Ridgelys brought their banking business from Maryland; the Logans and Conklings were good lawyers before they arrived; another family came from Kentucky, with a cotton manufactory which proved its aristocratic character by never doing any work.	false	159.17	176.2	24.477922
7833_102239_000006_000003	With a population like this, the town had, from the beginning, a more settled and orderly type than was usual in the South and West.	With a population like this, the town had, from the beginning, a more settled and orderly type than was usual in the South and West.	true	176.48	183.94	22.013391
7833_102239_000006_000004	A glance at the advertising columns of the newspaper will show how much attention to dress was paid in the new capital.	A glance at the advertising columns of the newspaper will show how much attention to dress was paid in the new capital.	false	184.31	190.57	22.842625
7833_102239_000006_000005	"Cloths, cassinetts, cassimeres, velvet, silk, satin, and Marseilles vestings, fine calf boots, seal and morocco pumps, for gentlemen," and for the sex which in barbarism dresses less and in civilization dresses more than the male, "silks, bareges, crepe lisse, lace veils, thread lace, Thibet shawls, lace handkerchiefs, fine prunella shoes, etc." It is evident that the young politician was confronting a social world more formidably correct than anything he had as yet seen.	"Cloths, cassinetts, cassimeres, velvet, silk, satin, and Marseilles vestings, fine calf boots, seal and morocco pumps, for gentlemen," and for the sex which in barbarism dresses less and in civilization dresses more than the male, "silks, bareges, crepe lisse, lace veils, thread lace, Thibet shawls, lace handkerchiefs, fine prunella shoes, etc" It is evident that the young politician was confronting a social world more formidably correct than anything he had as yet seen.	false	190.85	224.49	24.078154
7833_102239_000007_000000	[Sidenote: Ford's "History," p. 94.]	[Sidenote: Ford's "History," p. ninety four.]	false	224.49	226.47	-20
7833_102239_000008_000000	Governor Ford began some years before this to remark with pleasure the change in the dress of the people of Illinois: the gradual disappearance of leather and, linsey-woolsey, the hunting-knife and tomahawk, from the garb of men; the deerskin moccasin supplanted by the leather boot and shoe; the leather breeches tied around the ankle replaced by the modern pantaloons; and the still greater improvement in the adornment of women, the former bare feet decently shod, and homespun frocks giving way to gowns of calico and silk, and the heads tied up in red cotton turbans disappearing in favor of those surmounted by pretty bonnets of silk or straw.	Governor Ford began some years before this to remark with pleasure the change in the dress of the people of Illinois: the gradual disappearance of leather and, linsey woolsey, the hunting knife and tomahawk, from the garb of men; the deerskin moccasin supplanted by the leather boot and shoe; the leather breeches tied around the ankle replaced by the modern pantaloons; and the still greater improvement in the adornment of women, the former bare feet decently shod, and homespun frocks giving way to gowns of calico and silk, and the heads tied up in red cotton turbans disappearing in favor of those surmounted by pretty bonnets of silk or straw.	false	226.47	262.87	21.49249
7833_102239_000008_000001	We admit that these changes were not unattended with the grumbling ill-will of the pioneer patriarchs; they predicted nothing but ruin to a country that thus forsook the old ways "which were good enough for their fathers." But with the change in dress came other alterations which were all for the better--a growing self-respect among the young; an industry and thrift by which they could buy good clothes; a habit of attending religious service, where they could show them; a progress in sociability, civility, trade, and morals.	We admit that these changes were not unattended with the grumbling ill will of the pioneer patriarchs; they predicted nothing but ruin to a country that thus forsook the old ways "which were good enough for their fathers." But with the change in dress came other alterations which were all for the better-a growing self respect among the young; an industry and thrift by which they could buy good clothes; a habit of attending religious service, where they could show them; a progress in sociability, civility, trade, and morals.	true	263.48	292.96	22.627247
7833_102239_000009_000000	The taste for civilization had sometimes a whimsical manifestation. Mr. Stuart said the members of the Legislature bitterly complained of the amount of game--venison and grouse of the most delicious quality-- which was served them at the taverns in Vandalia; they clamored for bacon--they were starving, they said, "for something civilized." There was plenty of civilized nourishment in Springfield.	The taste for civilization had sometimes a whimsical manifestation. mr Stuart said the members of the Legislature bitterly complained of the amount of game-venison and grouse of the most delicious quality- which was served them at the taverns in Vandalia; they clamored for bacon-they were starving, they said, "for something civilized." There was plenty of civilized nourishment in Springfield.	true	293.99	318.04	21.078249
7833_102239_000009_000001	Wheat was fifty cents a bushel, rye thirty-three; corn and oats were twenty-five, potatoes twenty-five; butter was eight cents a pound, and eggs were eight cents a dozen; pork was two and a half cents a pound.	Wheat was fifty cents a bushel, rye thirty three; corn and oats were twenty five, potatoes twenty five; butter was eight cents a pound, and eggs were eight cents a dozen; pork was two and a half cents a pound.	true	318.23	331.39	23.85585
7833_102239_000010_000000	The town was built on the edge of the woods, the north side touching the timber, the south encroaching on the prairie.	The town was built on the edge of the woods, the north side touching the timber, the south encroaching on the prairie.	true	332.57	338.26	25.728004
7833_102239_000010_000001	The richness of the soil was seen in the mud of the streets, black as ink, and of an unfathomable depth in time of thaw.	The richness of the soil was seen in the mud of the streets, black as ink, and of an unfathomable depth in time of thaw.	true	338.51	346.59	22.042185
7833_102239_000010_000002	There were, of course, no pavements or sidewalks; an attempt at crossings was made by laying down large chunks of wood.	There were, of course, no pavements or sidewalks; an attempt at crossings was made by laying down large chunks of wood.	false	346.59	353.58	23.171919
7833_102239_000010_000003	The houses were almost all wooden, and were disposed in rectangular blocks.	The houses were almost all wooden, and were disposed in rectangular blocks.	false	353.58	358.33	24.449924
7833_102239_000010_000004	A large square had been left in the middle of the town, in anticipation of future greatness, and there, when Lincoln began his residence, the work of clearing the ground for the new State-house was already going forward.	A large square had been left in the middle of the town, in anticipation of future greatness, and there, when Lincoln began his residence, the work of clearing the ground for the new State house was already going forward.	false	358.94	369.51	20
7833_102239_000010_000005	In one of the largest houses looking on the square, at the north-west corner, the county court had its offices, and other rooms in the building were let to lawyers.	In one of the largest houses looking on the square, at the north-west corner, the county court had its offices, and other rooms in the building were let to lawyers.	false	369.51	379.03	24.313076
7833_102239_000010_000006	One of these was occupied by Stuart and Lincoln, for the friendship formed in the Black Hawk war and strengthened at Vandalia induced "Major" Stuart to offer a partnership to "Captain" Lincoln. [Footnote: It is not unworthy of notice that in a country where military titles were conferred with ludicrous profusion, and borne with absurd complacency, Abraham Lincoln, who had actually been commissioned, and had served as captain, never used the designation after he laid down his command.]	One of these was occupied by Stuart and Lincoln, for the friendship formed in the Black Hawk war and strengthened at Vandalia induced "Major" Stuart to offer a partnership to "Captain" Lincoln. [Footnote: It is not unworthy of notice that in a country where military titles were conferred with ludicrous profusion, and borne with absurd complacency, Abraham Lincoln, who had actually been commissioned, and had served as captain, never used the designation after he laid down his command.]	true	379.4	408.55	23.341545
7833_102239_000011_000000	Lincoln did not gain any immediate eminence at the bar.	Lincoln did not gain any immediate eminence at the bar.	true	410.18	413.08	23.701296
7833_102239_000011_000001	His preliminary studies had been cursory and slight, and Stuart was then too much engrossed in politics to pay the unremitting attention to the law which that jealous mistress requires.	His preliminary studies had been cursory and slight, and Stuart was then too much engrossed in politics to pay the unremitting attention to the law which that jealous mistress requires.	true	413.12	423.1	24.31343
7833_102239_000011_000002	He had been a candidate for Congress the year before, and had been defeated by W. L. May.	He had been a candidate for Congress the year before, and had been defeated by w l May.	true	423.74	428.89	23.03665
7833_102239_000011_000003	He was a candidate again in 1838, and was elected over so agile an adversary as Stephen Arnold Douglas.	He was a candidate again in eighteen thirty eight, and was elected over so agile an adversary as Stephen Arnold Douglas.	true	429.26	435.97	20
7833_102239_000011_000004	His paramount interest in these canvasses necessarily prevented him from setting to his junior partner the example which Lincoln so greatly needed, of close and steady devotion to their profession.	His paramount interest in these canvasses necessarily prevented him from setting to his junior partner the example which Lincoln so greatly needed, of close and steady devotion to their profession.	true	436.67	446.89	22
7833_102239_000011_000005	It was several years later that Lincoln found with Judge Logan the companionship and inspiration which he required, and began to be really a lawyer.	It was several years later that Lincoln found with Judge Logan the companionship and inspiration which he required, and began to be really a lawyer.	true	447.47	455.89	21.21108
7833_102239_000011_000006	During the first year or two he is principally remembered in Springfield as an excellent talker, the life and soul of the little gatherings about the county offices, a story- teller of the first rank, a good-natured, friendly fellow whom everybody liked and trusted.	During the first year or two he is principally remembered in Springfield as an excellent talker, the life and soul of the little gatherings about the county offices, a story teller of the first rank, a good-natured, friendly fellow whom everybody liked and trusted.	true	456.23	470.47	23.014982
7833_102239_000011_000007	He relied more upon his influence with a jury than upon his knowledge of law in the few cases he conducted in court, his acquaintance with human nature being far more extensive than his legal lore.	He relied more upon his influence with a jury than upon his knowledge of law in the few cases he conducted in court, his acquaintance with human nature being far more extensive than his legal lore.	false	470.6	482.7	24.199095
7833_102239_000012_000000	Lincoln was not yet done with Vandalia, its dinners of game, and its political intrigue.	Lincoln was not yet done with Vandalia, its dinners of game, and its political intrigue.	true	482.7	487.54	23
7833_102239_000012_000001	The archives of the State were not removed to Springfield until 1839, and Lincoln remained a member of the Legislature by successive reelections from 1834 to 1842.	The archives of the State were not removed to Springfield until eighteen thirty nine, and Lincoln remained a member of the Legislature by successive reelections from eighteen thirty four to eighteen forty two.	true	487.58	498.73	22.125294
7833_102239_000012_000002	His campaigns were carried on almost entirely without expense.	His campaigns were carried on almost entirely without expense.	true	499.22	502.45	20.99089
7833_102239_000012_000003	Joshua Speed told the writers that on one occasion some of the Whigs contributed a purse of two hundred dollars which Speed handed to Lincoln to pay his personal expenses in the canvass.	joshua Speed told the writers that on one occasion some of the Whigs contributed a purse of two hundred dollars which Speed handed to Lincoln to pay his personal expenses in the canvass.	true	502.67	512.865	21.68543
7833_102239_000012_000004	After the election was over, the successful candidate handed Speed $199.25, with the request that he return it to the subscribers.	After the election was over, the successful candidate handed Speed one hundred ninety nine dollars and twenty five cents, with the request that he return it to the subscribers.	true	512.865	521.95	20
7833_102239_000012_000005	"I did not need the money," he said.	"I did not need the money," he said.	true	522.41	524.2	21.33511
7833_102239_000012_000006	"I made the canvass on my own horse; my entertainment, being at the houses of friends, cost me nothing; and my only outlay was seventy-five cents for a barrel of cider, which some farm-hands insisted I should treat them to." He was called down to Vandalia in the summer of 1837, by a special session of the Legislature.	"I made the canvass on my own horse; my entertainment, being at the houses of friends, cost me nothing; and my only outlay was seventy five cents for a barrel of cider, which some farm hands insisted I should treat them to." He was called down to Vandalia in the summer of eighteen thirty seven, by a special session of the Legislature.	true	524.27	542.38	22.674503
7833_102239_000012_000007	The magnificent schemes of the foregoing winter required some repairing.	The magnificent schemes of the foregoing winter required some repairing.	true	543.05	547.15	25.118227
7833_102239_000012_000008	The banks throughout the United States had suspended specie payments in the spring, and as the State banks in Illinois were the fiscal agents of the railroads and canals, the Governor called upon the law-makers to revise their own work, to legalize the suspension, and bring their improvement system within possible bounds.	The banks throughout the United States had suspended specie payments in the spring, and as the State banks in Illinois were the fiscal agents of the railroads and canals, the Governor called upon the law makers to revise their own work, to legalize the suspension, and bring their improvement system within possible bounds.	true	547.49	564.46	25.384897
7833_102239_000012_000009	They acted as might have been expected: complied with the former suggestion, but flatly refused to touch their masterpiece.	They acted as might have been expected: complied with the former suggestion, but flatly refused to touch their masterpiece.	true	565.28	571.87	23.352108
7833_102239_000012_000010	They had been glorifying their work too energetically to destroy it in its infancy.	They had been glorifying their work too energetically to destroy it in its infancy.	true	572.09	576.61	26.425331
7833_102239_000012_000011	It was said you could recognize a legislator that year in any crowd by his automatic repetition of the phrase, "Thirteen hundred--fellow-citiztens!--and fifty miles of railroad!" There was nothing to be done but to go on with the stupendous folly.	It was said you could recognize a legislator that year in any crowd by his automatic repetition of the phrase, "Thirteen hundred-fellow citiztens!--and fifty miles of railroad!" There was nothing to be done but to go on with the stupendous folly.	false	577.04	591.4	22.171618
7833_102239_000012_000012	Loans were effected with surprising and fatal facility, and, "before the end of the year, work had begun at many points on the railroads.	Loans were effected with surprising and fatal facility, and, "before the end of the year, work had begun at many points on the railroads.	false	591.65	600	21.765663
7833_102239_000012_000013	The whole State was excited to the highest pitch of frenzy and expectation.	The whole State was excited to the highest pitch of frenzy and expectation.	true	600	603.79	25.389132
7833_102239_000012_000014	Money was as plenty as dirt. Industry, instead of being stimulated, actually languished.	Money was as plenty as dirt. Industry, instead of being stimulated, actually languished.	true	604.19	610.78	22.143147
7833_102239_000012_000015	We exported nothing," says Governor Ford, "and everything from abroad was paid for by the borrowed money expended among us." Not only upon the railroads, but on the canal as well, the work was begun on a magnificent scale.	We exported nothing," says Governor Ford, "and everything from abroad was paid for by the borrowed money expended among us." Not only upon the railroads, but on the canal as well, the work was begun on a magnificent scale.	true	611.06	623.98	24.470526
7833_102239_000012_000016	Nine millions of dollars were thought to be a mere trifle in view of the colossal sum expected to be realized from the sale of canal lands, three hundred thousand acres of which had been given by the general Government.	Nine millions of dollars were thought to be a mere trifle in view of the colossal sum expected to be realized from the sale of canal lands, three hundred thousand acres of which had been given by the general Government.	true	624.26	635.89	20.04017
7833_102239_000012_000017	There were rumors of coming trouble, and of an unhealthy condition of the banks; but it was considered disloyal to look too curiously into such matters.	There were rumors of coming trouble, and of an unhealthy condition of the banks; but it was considered disloyal to look too curiously into such matters.	true	636.38	644.41	23.521994
7833_102239_000012_000018	One frank patriot, who had been sent as one of a committee to examine the bank at Shawneetown, when asked what he found there, replied with winning candor, "Plenty of good whisky and sugar to sweeten it."	One frank patriot, who had been sent as one of a committee to examine the bank at Shawneetown, when asked what he found there, replied with winning candor, "Plenty of good whisky and sugar to sweeten it."	false	644.93	655.98	21.120361
7833_102239_000013_000000	[Sidenote: Ford, "History," p. 197.]	[Sidenote: Ford, "History," p. one hundred ninety seven.]	false	655.98	657.24	-20
7833_102239_000014_000000	But a year of baleful experience destroyed a great many illusions, and in the election of 1838 the subject of internal improvements was treated with much more reserve by candidates.	But a year of baleful experience destroyed a great many illusions, and in the election of eighteen thirty eight the subject of internal improvements was treated with much more reserve by candidates.	true	657.24	666.94	23
7833_102239_000014_000001	The debt of the State, issued at a continually increasing discount, had already attained enormous proportions; the delirium of the last few years was ending, and sensible people began to be greatly disquieted.	The debt of the State, issued at a continually increasing discount, had already attained enormous proportions; the delirium of the last few years was ending, and sensible people began to be greatly disquieted.	true	667.37	679.51	22.867907
7833_102239_000014_000002	Nevertheless, Mr. Cyrus Edwards boldly made his canvass for Governor as a supporter of the system of internal improvements, and his opponent, Thomas Carlin, was careful not to commit himself strongly on the other side.	Nevertheless, mr Cyrus Edwards boldly made his canvass for Governor as a supporter of the system of internal improvements, and his opponent, Thomas Carlin, was careful not to commit himself strongly on the other side.	true	680.48	693.04	21.325485
7833_102239_000014_000003	Carlin was elected, and finding that a majority of the Legislature was still opposed to any steps backward, he made no demonstration against the system at the first session.	Carlin was elected, and finding that a majority of the Legislature was still opposed to any steps backward, he made no demonstration against the system at the first session.	true	693.56	703.06	18
7833_102239_000014_000004	Lincoln was a member of this body, and, being by that time the unquestioned leader of the Whig minority, was nominated for Speaker, and came within one vote of an election.	Lincoln was a member of this body, and, being by that time the unquestioned leader of the Whig minority, was nominated for Speaker, and came within one vote of an election.	true	703.55	712.96	20
7833_102239_000014_000005	The Legislature was still stiff-necked and perverse in regard to the system.	The Legislature was still stiff necked and perverse in regard to the system.	true	713.36	717.37	22.401367
7833_102239_000014_000006	It refused to modify it in the least, and voted, as if in bravado, another eight hundred thousand dollars to extend it.	It refused to modify it in the least, and voted, as if in bravado, another eight hundred thousand dollars to extend it.	true	717.47	724.72	21.927547
7833_102239_000015_000000	But this was the last paroxysm of a fever that was burnt out.	But this was the last paroxysm of a fever that was burnt out.	true	725.87	729.34	22.435295
7833_102239_000015_000001	The market was glutted with Illinois bonds; one banker and one broker after another, to whose hands they had been recklessly confided in New York and London, failed, or made away with the proceeds of sales.	The market was glutted with Illinois bonds; one banker and one broker after another, to whose hands they had been recklessly confided in New York and London, failed, or made away with the proceeds of sales.	true	729.56	741.04	20
7833_102239_000015_000002	The system had utterly failed; there was nothing to do but repeal it, stop work upon the visionary roads, and endeavor to invent some means of paying the enormous debt.	The system had utterly failed; there was nothing to do but repeal it, stop work upon the visionary roads, and endeavor to invent some means of paying the enormous debt.	false	742.04	751.39	25.006386
7833_102239_000015_000003	This work taxed the energies of the Legislature in 1839, and for some years after.	This work taxed the energies of the Legislature in eighteen thirty nine, and for some years after.	true	752.03	757.51	25.646341
7833_102239_000015_000004	It was a dismal and disheartening task.	It was a dismal and disheartening task.	true	757.82	760.27	21.786385
7833_102239_000015_000005	Blue Monday had come after these years of intoxication, and a crushing debt rested upon a people who had been deceiving themselves with the fallacy that it would somehow pay itself by acts of the Legislature.	Blue Monday had come after these years of intoxication, and a crushing debt rested upon a people who had been deceiving themselves with the fallacy that it would somehow pay itself by acts of the Legislature.	true	760.37	772.14	19.891356
7833_102239_000016_000000	[Illustration: "COLONEL E. D. BAKER."]	[Illustration: "COLONEL e d BAKER."]	false	772.14	773.16	11
7833_102239_000017_000000	Many were the schemes devised for meeting these oppressive obligations without unduly taxing the voters; one of them, not especially wiser than the rest, was contributed by Mr. Lincoln.	Many were the schemes devised for meeting these oppressive obligations without unduly taxing the voters; one of them, not especially wiser than the rest, was contributed by mr Lincoln.	true	773.16	783.79	21.381693
7833_102239_000017_000001	It provided for the issue of bonds for the payment of the interest due by the State, and for the appropriation of a special portion of State taxes to meet the obligations thus incurred.	It provided for the issue of bonds for the payment of the interest due by the State, and for the appropriation of a special portion of State taxes to meet the obligations thus incurred.	true	784.07	794.53	22.539923
7833_102239_000017_000002	He supported his bill in a perfectly characteristic speech, making no effort to evade his share of the responsibility for the crisis, and submitting his views with diffidence to the approval of the Assembly.	He supported his bill in a perfectly characteristic speech, making no effort to evade his share of the responsibility for the crisis, and submitting his views with diffidence to the approval of the Assembly.	true	795.08	805.9	22.94904
7833_102239_000017_000003	His plan was not adopted; it was too simple and straightforward, even if it had any other merits, to meet the approval of an assembly intent only upon getting out of immediate embarrassment by means which might save them future trouble on the stump.	His plan was not adopted; it was too simple and straightforward, even if it had any other merits, to meet the approval of an assembly intent only upon getting out of immediate embarrassment by means which might save them future trouble on the stump.	false	806.78	821.32	25.187494
7833_102239_000017_000004	There was even an undercurrent of sentiment in favor of repudiation.	There was even an undercurrent of sentiment in favor of repudiation.	true	821.84	825.46	23
7833_102239_000017_000005	But the payment of the interest for that year was provided for by an ingenious expedient which shifted upon the Fund Commissioners the responsibility of deciding what portion of the debt was legal, and how much interest was therefore to be paid.	But the payment of the interest for that year was provided for by an ingenious expedient which shifted upon the Fund Commissioners the responsibility of deciding what portion of the debt was legal, and how much interest was therefore to be paid.	true	825.95	838.66	19
7833_102239_000017_000006	Bonds were sold for this purpose at a heavy loss.	Bonds were sold for this purpose at a heavy loss.	true	839	841.9	22.607046
7833_102239_000018_000000	This session of the Legislature was enlivened by a singular contest between the Whigs and Democrats in relation to the State banks.	This session of the Legislature was enlivened by a singular contest between the Whigs and Democrats in relation to the State banks.	true	842.9	850.42	22.448023
7833_102239_000018_000001	Their suspension of specie payments had been legalized up to "the adjournment of the next session of the Legislature." They were not now able to resume, and it was held by the Democrats that if the special session adjourned _sine die_ the charter of the banks would be forfeited, a purpose the party was eager to accomplish.	Their suspension of specie payments had been legalized up to "the adjournment of the next session of the Legislature." They were not now able to resume, and it was held by the Democrats that if the special session adjourned underscore sine die underscore the charter of the banks would be forfeited, a purpose the party was eager to accomplish.	false	850.88	870.13	22.117579
7833_102239_000018_000002	The Whigs, who were defending the banks, wished to prevent the adjournment of the special session until the regular session should begin, during the course of which they expected to renew the lease of life now held under sufferance by the banks--in which, it may be here said, they were finally successful.	The Whigs, who were defending the banks, wished to prevent the adjournment of the special session until the regular session should begin, during the course of which they expected to renew the lease of life now held under sufferance by the banks-in which, it may be here said, they were finally successful.	true	870.41	886.87	22.283638
7833_102239_000018_000003	But on one occasion, being in the minority, and having exhausted every other parliamentary means of opposition and delay, and seeing the vote they dreaded imminent, they tried to defeat it by leaving the house in a body, and, the doors being locked, a number of them, among whom Mr. Lincoln's tall figure was prominent, jumped from the windows of the church where the Legislature was then holding its sessions.	But on one occasion, being in the minority, and having exhausted every other parliamentary means of opposition and delay, and seeing the vote they dreaded imminent, they tried to defeat it by leaving the house in a body, and, the doors being locked, a number of them, among whom mr Lincoln's tall figure was prominent, jumped from the windows of the church where the Legislature was then holding its sessions.	false	887.78	910.39	22.707516
7833_102239_000018_000004	"I think," says Mr. Joseph Gillespie, who was one of those who performed this feat of acrobatic politics, "Mr. Lincoln always regretted it, as he deprecated everything that savored of the revolutionary."	"I think," says mr Joseph Gillespie, who was one of those who performed this feat of acrobatic politics, "mr Lincoln always regretted it, as he deprecated everything that savored of the revolutionary."	true	910.4	923.34	23.19364
7833_102239_000019_000000	Two years later the persecuted banks, harried by the demagogues and swindled by the State, fell with a great ruin, and the financial misery of the State was complete.	Two years later the persecuted banks, harried by the demagogues and swindled by the State, fell with a great ruin, and the financial misery of the State was complete.	false	923.34	935.49	20.61876
7833_102239_000019_000001	Nothing was left of the brilliant schemes of the historic Legislature of 1836 but a load of debt which crippled for many years the energies of the people, a few miles of embankments which the grass hastened to cover, and a few abutments which stood for years by the sides of leafy rivers, waiting for their long delaying bridges and trains.	Nothing was left of the brilliant schemes of the historic Legislature of eighteen thirty six but a load of debt which crippled for many years the energies of the people, a few miles of embankments which the grass hastened to cover, and a few abutments which stood for years by the sides of leafy rivers, waiting for their long delaying bridges and trains.	true	935.49	954.82	23.280144
7833_102239_000020_000000	During the winter of 1840-1 occurred the first clash of opinion and principle between Mr. Lincoln and his life-long adversary, Mr. Douglas.	During the winter of eighteen forty to one occurred the first clash of opinion and principle between mr Lincoln and his life-long adversary, mr Douglas.	false	956.24	965.71	23.117405
7833_102239_000020_000001	There are those who can see only envy and jealousy in that strong dislike and disapproval with which Mr. Lincoln always regarded his famous rival.	There are those who can see only envy and jealousy in that strong dislike and disapproval with which mr Lincoln always regarded his famous rival.	true	966.14	974.32	20.101295
7833_102239_000020_000002	But we think that few men have ever lived who were more free from those degrading passions than Abraham Lincoln, and the personal reprobation with which he always visited the public acts of Douglas arose from his sincere conviction that, able as Douglas was, and in many respects admirable in character, he was essentially without fixed political morals.	But we think that few men have ever lived who were more free from those degrading passions than Abraham Lincoln, and the personal reprobation with which he always visited the public acts of Douglas arose from his sincere conviction that, able as Douglas was, and in many respects admirable in character, he was essentially without fixed political morals.	false	974.63	995.56	23.03064
7833_102239_000020_000003	They had met for the first time in 1834 at Vandalia, where Douglas was busy in getting the circuit attorneyship away from John J. Hardin.	They had met for the first time in eighteen thirty four at Vandalia, where Douglas was busy in getting the circuit attorneyship away from john j Hardin.	false	996.08	1004.74	22.236609
7833_102239_000020_000004	He held it only long enough to secure a nomination to the Legislature in 1836.	He held it only long enough to secure a nomination to the Legislature in eighteen thirty six.	true	1005.11	1009.81	20
7833_102239_000020_000005	He went there to endeavor to have the capital moved to Jacksonville, where he lived, but he gave up the fight for the purpose of having himself appointed Register of the Land Office at Springfield.	He went there to endeavor to have the capital moved to Jacksonville, where he lived, but he gave up the fight for the purpose of having himself appointed Register of the Land Office at Springfield.	false	1010.18	1020.37	24.106253
7833_102239_000020_000006	He held this place as a means of being nominated for Congress the next year; he was nominated and defeated.	He held this place as a means of being nominated for Congress the next year; he was nominated and defeated.	true	1020.59	1026.85	21.595661
7833_102239_000020_000007	In 1840 he was engaged in another scheme to which we will give a moment's attention, as it resulted in giving him a seat on the Supreme Bench of the State, which he used merely as a perch from which to get into Congress.	In eighteen forty he was engaged in another scheme to which we will give a moment's attention, as it resulted in giving him a seat on the Supreme Bench of the State, which he used merely as a perch from which to get into Congress.	true	1027.13	1040.77	26.131365
7833_102239_000021_000000	There had been a difference of opinion in Illinois for some years as to whether the Constitution, which made voters of all white male inhabitants of six months' residence, meant to include aliens in that category.	There had been a difference of opinion in Illinois for some years as to whether the Constitution, which made voters of all white male inhabitants of six months' residence, meant to include aliens in that category.	false	1042.7	1053.94	21.752941
7833_102239_000021_000001	As the aliens were nearly all Democrats, that party insisted on their voting, and the Whigs objected.	As the aliens were nearly all Democrats, that party insisted on their voting, and the Whigs objected.	true	1054.4	1060.51	22.349861
