205_159056_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	false	4.53	6.52	23.926737
205_159056_000020_000005	Oliver Goldsmith himself was always very proud of being a cousin of the man who took Quebec.	Oliver Goldsmith himself was always very proud of being a cousin of the man who took Quebec.	true	151.25	157.18	23.338053
205_159056_000021_000000	Wolfe's mother, to whom he owed a great deal of his genius; was a descendant of two good families in Yorkshire.	Wolfe's mother, to whom he owed a great deal of his genius; was a descendant of two good families in Yorkshire.	true	158.06	164.53	19
205_159056_000021_000001	She was eighteen years younger than his father, and was very tall and handsome.	She was eighteen years younger than his father, and was very tall and handsome.	true	165.05	169.54	21
205_159056_000021_000002	Wolfe thought there was no one like her.	Wolfe thought there was no one like her.	true	169.79	172.42	23.454107
205_159056_000021_000003	When he was a colonel, and had been through the wars and at court, he still believed she was 'a match for all the beauties.' He was not lucky enough to take after her in looks, except in her one weak feature, a cutaway chin.	When he was a colonel, and had been through the wars and at court, he still believed she was 'a match for all the beauties.' He was not lucky enough to take after her in looks, except in her one weak feature, a cutaway chin.	true	172.73	186.82	23.109457
205_159056_000021_000004	His body, indeed, seems to have been made up of the bad points of both parents: he had his rheumatism from his father.	His body, indeed, seems to have been made up of the bad points of both parents: he had his rheumatism from his father.	true	187.28	194.74	23.277884
205_159056_000021_000005	But his spirit was made up of all their good points; and no braver ever lived in any healthy body than in his own sickly, lanky six foot three.	But his spirit was made up of all their good points; and no braver ever lived in any healthy body than in his own sickly, lanky six foot three.	true	194.99	204.94	25.575464
205_159056_000022_000000	Wolfe's parents went to live at Westerham in Kent shortly after they were married; and there, on January 2, 1727, in the vicarage--where Mrs Wolfe was staying while her husband was away on duty with his regiment--the victor of Quebec was born.	Wolfe's parents went to live at Westerham in Kent shortly after they were married; and there, on january second seventeen twenty seven, in the vicarage-where Mrs Wolfe was staying while her husband was away on duty with his regiment-the victor of Quebec was born.	false	205.91	221.2	21.657269
205_159056_000022_000001	Two other houses in the little country town of Westerham are full of memories of Wolfe.	Two other houses in the little country town of Westerham are full of memories of Wolfe.	true	221.66	226.9	21.584694
205_159056_000022_000002	One of these was his father's, a house more than two hundred years old when he was born.	One of these was his father's, a house more than two hundred years old when he was born.	true	227.09	232.45	20.730003
205_159056_000022_000003	It was built in the reign of Henry VII, and the loyal subject who built it had the king's coat of arms carved over the big stone fireplace.	It was built in the reign of Henry the seventh, and the loyal subject who built it had the king's coat of arms carved over the big stone fireplace.	true	232.7	241.18	23.182419
205_159056_000022_000004	Here Wolfe and his younger brother Edward used to sit in the winter evenings with their mother, while their veteran father told them the story of his long campaigns.	Here Wolfe and his younger brother Edward used to sit in the winter evenings with their mother, while their veteran father told them the story of his long campaigns.	true	241.58	250.36	20
205_159056_000022_000005	So, curiously enough, it appears that Wolfe, the soldier who won Canada for England in 1759, sat under the arms of the king in whose service the sailor Cabot hoisted the flag of England over Canadian soil in 1497.	So, curiously enough, it appears that Wolfe, the soldier who won Canada for England in seventeen fifty nine, sat under the arms of the king in whose service the sailor Cabot hoisted the flag of England over Canadian soil in fourteen ninety seven.	true	250.79	266.5	21.222033
205_159056_000022_000006	This house has been called Quebec House ever since the victory in 1759.	This house has been called Quebec House ever since the victory in seventeen fifty nine.	false	266.87	272.44	22.09726
205_159056_000022_000007	The other house is Squerryes Court, belonging then and now to the Warde family, the Wolfes' closest friends.	The other house is Squerryes Court, belonging then and now to the Warde family, the Wolfes' closest friends.	true	272.78	280.36	20.515558
205_159056_000022_000008	Wolfe and George Warde were chums from the first day they met. Both wished to go into the Army; and both, of course, 'played soldiers,' like other virile boys.	Wolfe and George Warde were chums from the first day they met. Both wished to go into the Army; and both, of course, 'played soldiers,' like other virile boys.	true	280.61	291.19	21.125116
205_159056_000022_000009	Warde lived to be an old man and actually did become a famous cavalry leader.	Warde lived to be an old man and actually did become a famous cavalry leader.	true	291.44	296.95	20.545313
205_159056_000022_000010	Perhaps when he charged a real enemy, sword in hand, at the head of thundering squadrons, it may have flashed through his mind how he and Wolfe had waved their whips and cheered like mad when they galloped their ponies down the common with nothing but their barking dogs behind them.	Perhaps when he charged a real enemy, sword in hand, at the head of thundering squadrons, it may have flashed through his mind how he and Wolfe had waved their whips and cheered like mad when they galloped their ponies down the common with nothing but their barking dogs behind them.	false	297.26	313.02	21.885386
205_159056_000023_000000	Wolfe's parents presently moved to Greenwich, where he was sent to school at Swinden's.	Wolfe's parents presently moved to Greenwich, where he was sent to school at Swinden's.	false	313.02	319.9	20.855501
205_159056_000023_000001	Here he worked quietly enough till just before he entered on his 'teens.	Here he worked quietly enough till just before he entered on his 'teens.	true	319.94	324.34	23
205_159056_000023_000002	Then the long-pent rage of England suddenly burst in war with Spain.	Then the long pent rage of England suddenly burst in war with Spain.	true	324.59	329.29	20.214659
205_159056_000023_000003	The people went wild when the British fleet took Porto Bello, a Spanish port in Central America.	The people went wild when the British fleet took Porto Bello, a Spanish port in Central America.	true	329.51	335.44	24.526804
205_159056_000023_000004	The news was cried through the streets all night.	The news was cried through the streets all night.	true	335.72	338.65	22.716276
205_159056_000023_000005	The noise of battle seemed to be sounding all round Swinden's school, where most of the boys belonged to naval and military families.	The noise of battle seemed to be sounding all round Swinden's school, where most of the boys belonged to naval and military families.	true	338.81	346.57	19
205_159056_000023_000006	Ships were fitting out in English harbours.	Ships were fitting out in English harbours.	true	347.15	349.72	23
205_159056_000023_000007	Soldiers were marching into every English camp.	Soldiers were marching into every English camp.	true	349.88	352.72	23.397629
205_159056_000023_000008	Crowds were singing and cheering. First one boy's father and then another's was under orders for the front.	Crowds were singing and cheering. First one boy's father and then another's was under orders for the front.	true	352.76	359.35	21.284418
205_159056_000023_000009	Among them was Wolfe's father, who was made adjutant-general to the forces assembling in the Isle of Wight.	Among them was Wolfe's father, who was made adjutant general to the forces assembling in the Isle of Wight.	true	359.36	366.67	22.709316
205_159056_000023_000010	What were history and geography and mathematics now, when a whole nation was afoot to fight! And who would not fight the Spaniards when they cut off British sailors' ears?	What were history and geography and mathematics now, when a whole nation was afoot to fight! And who would not fight the Spaniards when they cut off British sailors' ears?	false	366.98	378.01	20.866499
205_159056_000023_000011	That was an old tale by this time; but the flames of anger threw it into lurid relief once more.	That was an old tale by this time; but the flames of anger threw it into lurid relief once more.	true	378.47	384.37	20.948744
205_159056_000024_000000	Wolfe was determined to go and fight.	Wolfe was determined to go and fight.	true	385.1	387.43	24.573843
205_159056_000024_000001	Nothing could stop him.	Nothing could stop him.	true	387.5	388.93	24.956228
205_159056_000024_000002	There was no commission for him as an officer.	There was no commission for him as an officer.	true	389.03	391.57	18.778105
205_159056_000024_000003	Never mind!	Never mind!	true	392.15	392.955	19.165392
205_159056_000024_000004	He would go as a volunteer and win his commission in the field.	He would go as a volunteer and win his commission in the field.	false	392.955	396.76	21
205_159056_000024_000005	So, one hot day in July 1740, the lanky, red-haired boy of thirteen-and-a-half took his seat on the Portsmouth coach beside his father, the veteran soldier of fifty-five.	So, one hot day in july seventeen forty, the lanky, red haired boy of thirteen and a half took his seat on the Portsmouth coach beside his father, the veteran soldier of fifty five.	true	396.89	408.94	22.2093
205_159056_000024_000006	His mother was a woman of much too fine a spirit to grudge anything for the service of her country; but she could not help being exceptionally anxious about the dangers of disease for a sickly boy in a far-off land of pestilence and fever.	His mother was a woman of much too fine a spirit to grudge anything for the service of her country; but she could not help being exceptionally anxious about the dangers of disease for a sickly boy in a far off land of pestilence and fever.	true	409.28	423.94	22
205_159056_000024_000007	She had written to him the very day he left.	She had written to him the very day he left.	true	424.43	426.87	24.152317
205_159056_000024_000008	But he, full of the stir and excitement of a big camp, had carried the letter in his pocket for two or three days before answering it.	But he, full of the stir and excitement of a big camp, had carried the letter in his pocket for two or three days before answering it.	true	426.87	434.47	23.628624
205_159056_000024_000009	Then he wrote her the first of many letters from different seats of war, the last one of all being written just before he won the victory that made him famous round the world.	Then he wrote her the first of many letters from different seats of war, the last one of all being written just before he won the victory that made him famous round the world.	false	434.81	445.36	21.212824
205_159056_000025_000000	Newport, Isle of Wight, August 6th, 1740.	Newport, Isle of Wight, august sixth seventeen forty.	true	446.03	450.01	24.678394
205_159056_000026_000000	I received my dearest Mamma's letter on Monday last, but could not answer it then, by reason I was at camp to see the regiments off to go on board, and was too late for the post; but am very sorry, dear Mamma, that you doubt my love, which I'm sure is as sincere as ever any son's was to his mother.	I received my dearest Mamma's letter on Monday last, but could not answer it then, by reason I was at camp to see the regiments off to go on board, and was too late for the post; but am very sorry, dear Mamma, that you doubt my love, which I'm sure is as sincere as ever any son's was to his mother.	true	451.28	469.42	22.60522
205_159056_000027_000000	Papa and I are just going on board, but I believe shall not sail this fortnight; in which time, if I can get ashore at Portsmouth or any other town, I will certainly write to you, and, when we are gone, by every ship we meet, because I know it is my duty. Besides, if it is not, I would do it out of love, with pleasure.	Papa and I are just going on board, but I believe shall not sail this fortnight; in which time, if I can get ashore at Portsmouth or any other town, I will certainly write to you, and, when we are gone, by every ship we meet, because I know it is my duty. Besides, if it is not, I would do it out of love, with pleasure.	true	469.88	488.26	22.621603
205_159056_000028_000000	I am sorry to hear that your head is so bad, which I fear is caused by your being so melancholy; but pray, dear Mamma, if you love me, don't give yourself up to fears for us.	I am sorry to hear that your head is so bad, which I fear is caused by your being so melancholy; but pray, dear Mamma, if you love me, don't give yourself up to fears for us.	true	488.72	499.21	21.750032
205_159056_000028_000001	I hope, if it please God, we shall soon see one another, which will be the happiest day that ever I shall see.	I hope, if it please God, we shall soon see one another, which will be the happiest day that ever I shall see.	false	499.43	506.38	23.580822
205_159056_000028_000002	I will, as sure as I live, if it is possible for me, let you know everything that has happened, by every ship; therefore pray, dearest Mamma, don't doubt about it.	I will, as sure as I live, if it is possible for me, let you know everything that has happened, by every ship; therefore pray, dearest Mamma, don't doubt about it.	true	506.96	516.9	21.434893
205_159056_000028_000003	I am in a very good state of health, and am likely to continue so.	I am in a very good state of health, and am likely to continue so.	true	516.9	520.99	24.725515
205_159056_000028_000004	Pray my love to my brother.	Pray my love to my brother.	true	521.24	522.855	22.809973
205_159056_000028_000005	Pray my service to Mr Streton and his family, to Mr and Mrs Weston, and to George Warde when you see him; and pray believe me to be, my dearest Mamma, your most dutiful, loving and affectionate son,	Pray my service to Mr Streton and his family, to Mr and Mrs Weston, and to George Warde when you see him; and pray believe me to be, my dearest Mamma, your most dutiful, loving and affectionate son,	true	522.855	536.17	20.364372
205_159056_000029_000000	J. Wolfe.	J. Wolfe.	true	536.45	537.67	24.348713
205_159056_000030_000000	To Mrs. Wolfe, at her house in Greenwich, Kent.	To mrs Wolfe, at her house in Greenwich, Kent.	true	538.43	541.26	21.784943
205_159056_000031_000000	Wolfe's 'very good state of health' was not 'likely to continue so,' either in camp or on board ship.	Wolfe's 'very good state of health' was not 'likely to continue so,' either in camp or on board ship.	false	541.26	549.7	23.83711
205_159056_000031_000001	A long peace had made the country indifferent to the welfare of the Army and Navy.	A long peace had made the country indifferent to the welfare of the Army and Navy.	true	549.77	554.5	21
205_159056_000031_000002	Now men were suddenly being massed together in camps and fleets as if on Purpose to breed disease.	Now men were suddenly being massed together in camps and fleets as if on Purpose to breed disease.	true	554.78	560.68	21.277275
205_159056_000031_000003	Sanitation on a large scale, never having been practised in peace, could not be improvised in this hurried, though disastrously slow, preparation for a war.	Sanitation on a large scale, never having been practised in peace, could not be improvised in this hurried, though disastrously slow, preparation for a war.	false	560.93	570.28	21
205_159056_000031_000004	The ship in which Wolfe was to sail had been lying idle for years; and her pestilential bilge-water soon began to make the sailors and soldiers sicken and die.	The ship in which Wolfe was to sail had been lying idle for years; and her pestilential bilge water soon began to make the sailors and soldiers sicken and die.	true	570.68	580.51	20
205_159056_000031_000005	Most fortunately, Wolfe was among the first to take ill; and so he was sent home in time to save him from the fevers of Spanish America.	Most fortunately, Wolfe was among the first to take ill; and so he was sent home in time to save him from the fevers of Spanish America.	true	580.91	589.21	22.155928
205_159056_000032_000000	Wolfe was happy to see his mother again, to have his pony to ride and his dogs to play with.	Wolfe was happy to see his mother again, to have his pony to ride and his dogs to play with.	true	589.85	595.03	23.682283
205_159056_000032_000001	But, though he tried his best to stick to his lessons, his heart was wild for the war.	But, though he tried his best to stick to his lessons, his heart was wild for the war.	true	595.22	600.19	23.224207
205_159056_000032_000002	He and George Warde used to go every day during the Christmas holidays behind the pigeon-house at Squerryes Court and practise with their swords and pistols.	He and George Warde used to go every day during the Christmas holidays behind the pigeon house at Squerryes Court and practise with their swords and pistols.	true	600.53	609.25	21.844175
205_159056_000032_000003	One day they stopped when they heard the post-horn blowing at the gate; and both of them became very much excited when George's father came out himself with a big official envelope marked 'On His Majesty's Service' and addressed to 'James Wolfe, Esquire.' Inside was a commission as second lieutenant in the Marines, signed by George II and dated at St James's Palace, November 3, 1741.	One day they stopped when they heard the post horn blowing at the gate; and both of them became very much excited when George's father came out himself with a big official envelope marked 'On His Majesty's Service' and addressed to 'james Wolfe, Esquire.' Inside was a commission as second lieutenant in the Marines, signed by George the second and dated at saint James's Palace, november third seventeen forty one.	true	609.5	636.49	21.57009
205_159056_000032_000004	Eighteen years later, when the fame of the conquest of Canada was the talk of the kingdom, the Wardes had a stone monument built to mark the spot where Wolfe was standing when the squire handed him his first commission.	Eighteen years later, when the fame of the conquest of Canada was the talk of the kingdom, the Wardes had a stone monument built to mark the spot where Wolfe was standing when the squire handed him his first commission.	true	637.13	649.33	21
205_159056_000032_000005	And there it is to-day; and on it are the verses ending,	And there it is to day; and on it are the verses ending,	true	649.85	653.29	24
205_159056_000033_000000	This spot so sacred will forever claim A proud alliance with its hero's name.	This spot so sacred will forever claim A proud alliance with its hero's name.	true	653.45	659.29	23.31812
205_159056_000034_000000	Wolfe was at last an officer.	Wolfe was at last an officer.	true	660.26	662.26	22.381746
205_159056_000034_000001	But the Marines were not the corps for him.	But the Marines were not the corps for him.	true	662.42	664.66	21.31927
205_159056_000034_000002	Their service companies were five thousand miles away, while war with France was breaking out much nearer home.	Their service companies were five thousand miles away, while war with France was breaking out much nearer home.	true	664.79	671.38	22.46198
205_159056_000034_000003	So what was his delight at receiving another commission, on March 25, 1742, as an ensign in the 12th Regiment of Foot!	So what was his delight at receiving another commission, on march twenty fifth seventeen forty two, as an ensign in the twelfth Regiment of Foot!	true	671.63	680.37	22.102743
205_159056_000034_000004	He was now fifteen, an officer, a soldier born and bred, eager to serve his country, and just appointed to a regiment ordered to the front!	He was now fifteen, an officer, a soldier born and bred, eager to serve his country, and just appointed to a regiment ordered to the front!	true	680.37	689.98	22.165545
205_159056_000034_000005	Within a month an army such as no one had seen since the days of Marlborough had been assembled at Blackheath. Infantry, cavalry, artillery, and engineers, they were all there when King George II, the Prince of Wales, and the Duke of Cumberland came down to review them.	Within a month an army such as no one had seen since the days of Marlborough had been assembled at Blackheath. Infantry, cavalry, artillery, and engineers, they were all there when King George the second, the Prince of Wales, and the Duke of Cumberland came down to review them.	true	690.23	706.78	20.669376
205_159056_000034_000006	Little did anybody think that the tall, eager ensign carrying the colours of the 12th past His Majesty was the man who was to play the foremost part in winning Canada for the British crown.	Little did anybody think that the tall, eager ensign carrying the colours of the twelfth past His Majesty was the man who was to play the foremost part in winning Canada for the British crown.	false	707.12	726.06	20.010614
