4331_57180_000004_000000	"Jack is here," said Lord Rufford, as soon as the fuss of his late arrival had worn itself away.	"Jack is here," said Lord Rufford, as soon as the fuss of his late arrival had worn itself away.
4331_57180_000035_000000	And even then she had been watched.	And even then she had been watched.
4331_57180_000035_000003	The Duchess, though she was at some distance down the table, had seen that her niece and Lord Rufford were intimate, and remembered immediately what had been said up-stairs.	The Duchess, though she was at some distance down the table, had seen that her niece and Lord Rufford were intimate, and remembered immediately what had been said up stairs.
4331_57180_000035_000004	They could not have talked as they were then talking,--sometimes whispering as the Duchess could perceive very well,--unless there had been considerable former intimacy.	They could not have talked as they were then talking,--sometimes whispering as the Duchess could perceive very well,--unless there had been considerable former intimacy.
4331_57180_000035_000005	She began gradually to understand various things;--why Arabella Trefoil had been so anxious to come to Mistletoe just at this time, why she had behaved so unlike her usual self before Lord Rufford's arrival, and why she had been so unwilling to have Mr. Morton invited.	She began gradually to understand various things;--why Arabella Trefoil had been so anxious to come to Mistletoe just at this time, why she had behaved so unlike her usual self before Lord Rufford's arrival, and why she had been so unwilling to have mr Morton invited.
4331_57180_000035_000006	The Duchess was in her way a clever woman and could see many things.	The Duchess was in her way a clever woman and could see many things.
4331_57180_000035_000007	She could see that though her niece might be very anxious to marry Lord Rufford, Lord Rufford might indulge himself in a close intimacy with the girl without any such intention on his part.	She could see that though her niece might be very anxious to marry Lord Rufford, Lord Rufford might indulge himself in a close intimacy with the girl without any such intention on his part.
4331_57180_000035_000008	And, as far as the family was concerned, she would have been quite contented with the Morton alliance.	And, as far as the family was concerned, she would have been quite contented with the Morton alliance.
4331_57180_000035_000009	She would have asked Morton now only that it would be impossible that he should come in time to be of service.	She would have asked Morton now only that it would be impossible that he should come in time to be of service.
4331_57180_000035_000011	The Duchess of Omnium had since declared that she also would go, and there were to be two carriages.	The Duchess of Omnium had since declared that she also would go, and there were to be two carriages.
4331_57180_000035_000012	But still it never occurred to the Duchess that Arabella intended to hunt.	But still it never occurred to the Duchess that Arabella intended to hunt.
4331_57180_000035_000013	Nor did Arabella intend that she should know it till the morning came.	Nor did Arabella intend that she should know it till the morning came.
4331_57180_000036_000000	The Friday was very dull.	The Friday was very dull.
4331_57180_000036_000004	She did not see Lord Rufford before dinner, and at dinner sat between Sir Jeffrey and an old gentleman out of Stamford who dined at Mistletoe that evening.	She did not see Lord Rufford before dinner, and at dinner sat between Sir Jeffrey and an old gentleman out of Stamford who dined at Mistletoe that evening.
4331_57180_000036_000005	"We've had no such luck to-night," Lord Rufford said to her in the drawing-room.	"We've had no such luck to night," Lord Rufford said to her in the drawing room.
4331_57180_000037_000000	"The old dragon took care of that," replied Arabella.	"The old dragon took care of that," replied Arabella.
4331_57180_000039_000000	"Because--; I can't very well tell you why, but I dare say you know."	"Because-; I can't very well tell you why, but I dare say you know."
4331_57180_000041_000001	"Of course there is a little danger, but who is going to be stopped by that?"	"Of course there is a little danger, but who is going to be stopped by that?"
4331_57180_000042_000000	He could make no reply to this because the Duchess called him away to give some account to Lady Chiltern about Goarly and the U. R. U., Lady Chiltern's husband being a master of hounds and a great authority on all matters relating to hunting.	He could make no reply to this because the Duchess called him away to give some account to Lady Chiltern about Goarly and the u r u, Lady Chiltern's husband being a master of hounds and a great authority on all matters relating to hunting.
4331_57180_000042_000001	"Nasty old dragon!" Arabella said to herself when she was thus left alone.	"Nasty old dragon!" Arabella said to herself when she was thus left alone.
4331_57180_000043_000000	The Saturday was the day of the great shooting and at two o'clock the ladies went out to lunch with the gentlemen by the side of the wood.	The Saturday was the day of the great shooting and at two o'clock the ladies went out to lunch with the gentlemen by the side of the wood.
4331_57180_000043_000001	Lord Rufford had at last consented to be one of the party.	Lord Rufford had at last consented to be one of the party.
4331_57180_000043_000002	With logs of trees, a few hurdles, and other field appliances, a rustic banqueting hall was prepared and everything was very nice.	With logs of trees, a few hurdles, and other field appliances, a rustic banqueting hall was prepared and everything was very nice.
4331_57180_000043_000003	Tons of game had been killed, and tons more were to be killed after luncheon. The Duchess was not there and Arabella contrived so to place herself that she could be waited upon by Lord Rufford, or could wait upon him.	Tons of game had been killed, and tons more were to be killed after luncheon. The Duchess was not there and Arabella contrived so to place herself that she could be waited upon by Lord Rufford, or could wait upon him.
4331_57180_000043_000005	Nobody was present who could dare to interfere with her.	Nobody was present who could dare to interfere with her.
4331_57180_000043_000007	She had come to feel that the time was slipping between her fingers and that she must say something effective.	She had come to feel that the time was slipping between her fingers and that she must say something effective.
4331_57180_000043_000009	"Do we hunt or shoot to-morrow?" she said.	"Do we hunt or shoot to morrow?" she said.
4331_57180_000044_000000	"To-morrow is Sunday."	"To morrow is Sunday."
4331_57180_000045_000000	"I am quite aware of that, but I didn't know whether you could live a day without sport."	"I am quite aware of that, but I didn't know whether you could live a day without sport."
4331_57180_000046_000000	"The country is so full of prejudice that I am driven to Sabbatical quiescence."	"The country is so full of prejudice that I am driven to Sabbatical quiescence."
4331_57180_000047_000000	"Take a walk with me to-morrow," said Arabella.	"Take a walk with me to morrow," said Arabella.
4331_57180_000048_000000	"But the Duchess?" exclaimed Lord Rufford in a stage whisper.	"But the Duchess?" exclaimed Lord Rufford in a stage whisper.
4331_57180_000048_000001	One of the beaters was so near that he could not but have heard;--but what does a beater signify?	One of the beaters was so near that he could not but have heard;--but what does a beater signify?
