3551_7894_000000_000000	CHAPTER XVII	CHAPTER seventeen	true	9.285	10.395	20
3551_7894_000064_000000	"Forgive me," said Anne Mie through her tears.	"Forgive me," said Anne Mie through her tears.	false	412.43	415.42	20.233137
3551_7894_000065_000000	Then the men pushed her roughly aside.	Then the men pushed her roughly aside.	true	415.55	417.7	22
3551_7894_000065_000001	But at the door Juliette turned to her once more, and said:	But at the door Juliette turned to her once more, and said:	true	417.71	420.76	20
3551_7894_000066_000000	"Petronelle--take care of her ..."	"Petronelle-take care of her ..."	true	420.77	422.65	18
3551_7894_000067_000000	And with a firm step she followed the soldiers out of the room.	And with a firm step she followed the soldiers out of the room.	true	422.72	425.95	22
3551_7894_000068_000000	Presently the front door was heard to open, then to shut with a loud bang, and the house in the Rue Ecole de Medecine was left in silence.	Presently the front door was heard to open, then to shut with a loud bang, and the house in the Rue Ecole de Medecine was left in silence.	false	425.99	433.3	16
3551_7894_000069_000000	CHAPTER XVIII	CHAPTER eighteen	true	434.09	435.375	23.496191
3551_7894_000070_000000	In the Luxembourg prison.	In the Luxembourg prison.	true	435.375	436.84	16
3551_7894_000071_000000	Juliette was alone at last--that is to say, comparatively alone, for there were too many aristocrats, too many criminels and traitors, in the prisons of Paris now, to allow of any seclusion of those who were about to be tried, condemned, and guillotined.	Juliette was alone at last-that is to say, comparatively alone, for there were too many aristocrats, too many criminels and traitors, in the prisons of Paris now, to allow of any seclusion of those who were about to be tried, condemned, and guillotined.	true	437.63	450.88	18
3551_7894_000072_000000	The young girl had been marched through the crowded streets of Paris, followed by a jeering mob, who readily recognised in the gentle, high-bred girl the obvious prey, which the Committee of Public Safety was wont, from time to time to throw to the hungry hydra-headed dog of the Revolution.	The young girl had been marched through the crowded streets of Paris, followed by a jeering mob, who readily recognised in the gentle, high bred girl the obvious prey, which the Committee of Public Safety was wont, from time to time to throw to the hungry hydra headed dog of the Revolution.	true	451.28	465.73	17
3551_7894_000073_000000	Lately the squalid spectators of the noisome spectacle on the Place de la Guillotine had had few of these very welcome sights: an aristocrat --a real, elegant, refined woman, with white hands and proud, pale face--mounting the steps of the same scaffold on which perished the vilest criminals and most degraded brutes.	Lately the squalid spectators of the noisome spectacle on the Place de la Guillotine had had few of these very welcome sights: an aristocrat --a real, elegant, refined woman, with white hands and proud, pale face-mounting the steps of the same scaffold on which perished the vilest criminals and most degraded brutes.	false	466.04	484.09	20
3551_7894_000074_000000	Madame Guillotine was, above all, catholic in her tastes, her gaunt arms, painted blood red, were open alike to the murderer and the thief, the aristocrats of ancient lineage, and the proletariat from the gutter.	Madame Guillotine was, above all, catholic in her tastes, her gaunt arms, painted blood red, were open alike to the murderer and the thief, the aristocrats of ancient lineage, and the proletariat from the gutter.	true	484.28	496.51	20
3551_7894_000075_000000	But lately the executions had been almost exclusively of a political character.	But lately the executions had been almost exclusively of a political character.	true	496.52	501.34	21
3551_7894_000075_000001	The Girondins were fighting their last upon the bloody arena of the Revolution.	The Girondins were fighting their last upon the bloody arena of the Revolution.	true	501.47	505.63	15
3551_7894_000075_000002	One by one they fell still fighting, still preaching moderation, still foretelling disaster and appealing to that people, whom they had roused from one slavery, in order to throw it headlong under a tyrannical yoke more brutish, more absolute than before.	One by one they fell still fighting, still preaching moderation, still foretelling disaster and appealing to that people, whom they had roused from one slavery, in order to throw it headlong under a tyrannical yoke more brutish, more absolute than before.	false	505.79	520.24	20
3551_7894_000076_000000	There were twelve prisons in Paris then, and forty thousand in France, and they were all full.	There were twelve prisons in Paris then, and forty thousand in France, and they were all full.	true	520.76	526	22.901508
3551_7894_000076_000001	An entire army went round the country recruiting prisoners.	An entire army went round the country recruiting prisoners.	true	526.25	529.54	17.045689
3551_7894_000076_000002	There was no room for separate cells, no room for privacy, no cause or desire for the most elementary sense of delicacy.	There was no room for separate cells, no room for privacy, no cause or desire for the most elementary sense of delicacy.	true	529.79	536.98	23
3551_7894_000077_000000	Women, men, children--all were herded together, for one day, perhaps two, and a night or so, and then death would obliterate the petty annoyances, the womanly blushes caused by this sordid propinquity.	Women, men, children-all were herded together, for one day, perhaps two, and a night or so, and then death would obliterate the petty annoyances, the womanly blushes caused by this sordid propinquity.	true	537.38	549.64	23.703447
3551_7894_000078_000000	Death levelled all, erased everything.	Death levelled all, erased everything.	true	550.61	553	25.483881
3551_7894_000079_000000	When Marie Antoinette mounted the guillotine she had forgotten that for six weeks she practically lived day and night in the immediate companionship of a set of degraded soldiery.	When Marie Antoinette mounted the guillotine she had forgotten that for six weeks she practically lived day and night in the immediate companionship of a set of degraded soldiery.	true	553.01	562.21	20.118488
3551_7894_000080_000000	Juliette, as she marched through the streets between two men of the National Guard, and followed by Merlin, was hooted and jeered at, insulted, pelted with mud.	Juliette, as she marched through the streets between two men of the National Guard, and followed by Merlin, was hooted and jeered at, insulted, pelted with mud.	true	562.25	571.57	23.121828
3551_7894_000080_000001	One woman tried to push past the soldiers, and to strike her in the face--a woman! not thirty!--and who was dragging a pale, squalid little boy by the hand.	One woman tried to push past the soldiers, and to strike her in the face-a woman! not thirty!--and who was dragging a pale, squalid little boy by the hand.	true	571.61	580.41	22
3551_7894_000081_000000	"_Crache donc sur l'aristo, voyons!_" the woman said to this poor, miserable little scrap of humanity as the soldiers pushed her roughly aside.	"underscore Crache donc sur l'aristo, voyons!underscore" the woman said to this poor, miserable little scrap of humanity as the soldiers pushed her roughly aside.	false	580.41	588.66	23
3551_7894_000081_000001	"Spit on the aristocrat!" And the child tortured its own small, parched mouth so that, in obedience to its mother, it might defile and bespatter a beautiful, innocent girl.	"Spit on the aristocrat!" And the child tortured its own small, parched mouth so that, in obedience to its mother, it might defile and bespatter a beautiful, innocent girl.	true	588.66	598.69	24.876358
3551_7894_000082_000000	The soldiers laughed, and improved the occasion with another insulting jest.	The soldiers laughed, and improved the occasion with another insulting jest.	false	599.06	602.88	22.083256
3551_7894_000082_000001	Even Merlin forgot his vexation, delighted at the incident.	Even Merlin forgot his vexation, delighted at the incident.	true	602.88	606.34	19.989439
3551_7894_000083_000000	But Juliette had seen nothing of it all.	But Juliette had seen nothing of it all.	true	606.41	608.41	23.508469
3551_7894_000084_000000	She was walking as in a dream.	She was walking as in a dream.	true	608.6	610.575	20
3551_7894_000084_000001	The mob did not exist for her; she heard neither insult nor vituperation.	The mob did not exist for her; she heard neither insult nor vituperation.	true	610.575	615.1	20
3551_7894_000084_000002	She did not see the evil, dirty faces pushed now and then quite close to her; she did not feel the rough hands of the soldiers jostling her through the crowd: she had gone back to her own world of romance, where she dwelt alone now with the man she loved. Instead of the squalid houses of Paris, with their eternal device of Fraternity and Equality, there were beautiful trees and shrubs of laurel and of roses around her, making the air fragrant with their soft, intoxicating perfumes; sweet voices from the land of dreams filled the atmosphere with their tender murmur, whilst overhead a cloudless sky illumined this earthly paradise.	She did not see the evil, dirty faces pushed now and then quite close to her; she did not feel the rough hands of the soldiers jostling her through the crowd: she had gone back to her own world of romance, where she dwelt alone now with the man she loved. Instead of the squalid houses of Paris, with their eternal device of Fraternity and Equality, there were beautiful trees and shrubs of laurel and of roses around her, making the air fragrant with their soft, intoxicating perfumes; sweet voices from the land of dreams filled the atmosphere with their tender murmur, whilst overhead a cloudless sky illumined this earthly paradise.	true	615.26	649.93	20
3551_7894_000085_000000	She was happy--supremely, completely happy.	She was happy-supremely, completely happy.	true	650.54	653.625	25.716074
3551_7894_000085_000001	She had saved him from the consequences of her own iniquitous crime, and she was about to give her life for him, so that his safety might be more completely assured.	She had saved him from the consequences of her own iniquitous crime, and she was about to give her life for him, so that his safety might be more completely assured.	true	653.625	662.14	22.894209
3551_7894_000086_000000	Her love for him he would never know; now he knew only her crime, but presently, when she would be convicted and condemned, confronted with a few scraps of burned paper and a torn letter-case, then he would know that she had stood her trial, self-accused, and meant to die for him.	Her love for him he would never know; now he knew only her crime, but presently, when she would be convicted and condemned, confronted with a few scraps of burned paper and a torn letter case, then he would know that she had stood her trial, self accused, and meant to die for him.	true	662.36	677.52	21.931078
3551_7894_000087_000000	Therfore the past few moments were now wholly hers.	Therfore the past few moments were now wholly hers.	false	677.52	680.68	20
3551_7894_000087_000001	She had the rights to dwell on those few happy seconds when she listened to the avowal of his love.	She had the rights to dwell on those few happy seconds when she listened to the avowal of his love.	false	680.78	685.75	19
3551_7894_000087_000002	It was ethereal, and perhaps not altogether human, but it was hers.	It was ethereal, and perhaps not altogether human, but it was hers.	true	685.94	690.16	21.97822
3551_7894_000087_000003	She had been his divinity, his madonna; he had loved in her that, which was her truer, her better self.	She had been his divinity, his madonna; he had loved in her that, which was her truer, her better self.	true	690.41	696.76	22.430874
3551_7894_000088_000000	What was base in her was not truly her.	What was base in her was not truly her.	true	696.83	699.165	19.187887
3551_7894_000088_000001	That awful oath, sworn so solemnly, had been her relentless tyrant; and her religion--a religion of superstition and of false ideals--had blinded her, and dragged her into crime.	That awful oath, sworn so solemnly, had been her relentless tyrant; and her religion-a religion of superstition and of false ideals-had blinded her, and dragged her into crime.	true	699.165	710.025	22.57253
3551_7894_000089_000000	She had arrogated to herself that which was God's alone--"Vengeance!" which is not for man.	She had arrogated to herself that which was God's alone-"Vengeance!" which is not for man.	true	710.025	714.85	22.209642
3551_7894_000090_000000	That through it all she should have known love, and learned its tender secrets, was more than she deserved.	That through it all she should have known love, and learned its tender secrets, was more than she deserved.	true	715.25	720.28	20.544376
3551_7894_000090_000001	That she should have felt his burning kisses on her hand was heavenly compensation for all she would have to suffer.	That she should have felt his burning kisses on her hand was heavenly compensation for all she would have to suffer.	true	720.41	725.68	16
3551_7894_000091_000000	And so she allowed them to drag her through the sansculotte mob of Paris, who would have torn her to pieces then and there, so as not to delay the pleasure of seeing her die.	And so she allowed them to drag her through the sansculotte mob of Paris, who would have torn her to pieces then and there, so as not to delay the pleasure of seeing her die.	false	725.81	734.11	16
3551_7894_000092_000000	They took her to the Luxembourg, once the palace of the Medici, the home of proud "Monsieur" in the days of the Great Monarch, now a loathsome, overfilled prison.	They took her to the Luxembourg, once the palace of the Medici, the home of proud "Monsieur" in the days of the Great Monarch, now a loathsome, overfilled prison.	false	734.54	742.75	23
3551_7894_000093_000000	It was then six o'clock in the afternoon, drawing towards the close of this memorable day.	It was then six o'clock in the afternoon, drawing towards the close of this memorable day.	false	743.06	747.61	21
3551_7894_000093_000001	She was handed over to the governor of the prison, a short, thick-set man in black trousers and black-shag woollen shirt, and wearing a dirty red cap, with tricolour rosette on the side of his unkempt head.	She was handed over to the governor of the prison, a short, thick set man in black trousers and black shag woollen shirt, and wearing a dirty red cap, with tricolour rosette on the side of his unkempt head.	true	747.62	758.47	20
3551_7894_000094_000000	He eyed her up and down as she passed under the narrow doorway, then murmured one swift query to Merlin:	He eyed her up and down as she passed under the narrow doorway, then murmured one swift query to Merlin:	true	758.51	763.69	19
3551_7894_000095_000000	"Dangerous?"	"Dangerous?"	true	763.85	764.95	17
3551_7894_000096_000000	"Yes," replied Merlin laconically.	"Yes," replied Merlin laconically.	true	765.02	767.53	20.448841
3551_7894_000097_000000	"You understand," added the governor; "we are so crowded.	"You understand," added the governor; "we are so crowded.	true	767.69	771.78	22.26441
3551_7894_000097_000001	We ought to know if individual attention is required."	We ought to know if individual attention is required."	true	771.78	774.6	16
3551_7894_000098_000000	"Certainly," said Merlin, "you will be personally responsible for this prisoner to the Committee of Public Safety."	"Certainly," said Merlin, "you will be personally responsible for this prisoner to the Committee of Public Safety."	true	774.6	780.4	21
3551_7894_000099_000000	"Any visitors allowed?"	"Any visitors allowed?"	true	780.77	782.38	18.039637
3551_7894_000100_000000	"Certainly not, without the special permission of the Public Prosecutor."	"Certainly not, without the special permission of the Public Prosecutor."	true	782.39	785.98	21
3551_7894_000101_000000	Juliette heard this brief exchange of words over her future fate.	Juliette heard this brief exchange of words over her future fate.	true	786.53	790.06	19.262316
3551_7894_000102_000000	No visitor would be allowed to see her.	No visitor would be allowed to see her.	true	790.13	792.09	17
3551_7894_000102_000001	Well, perhaps that would be best.	Well, perhaps that would be best.	true	792.09	793.8	24.506716
3551_7894_000102_000002	She would have been afraid to meet Deroulede again, afraid to read in his eyes that story of his dead love, which alone might have destroyed her present happiness.	She would have been afraid to meet Deroulede again, afraid to read in his eyes that story of his dead love, which alone might have destroyed her present happiness.	true	793.8	801.87	22
3551_7894_000103_000000	And she wished to see no one.	And she wished to see no one.	true	801.87	803.385	16
3551_7894_000103_000001	She had a memory to dwell on--a short, heavenly memory.	She had a memory to dwell on-a short, heavenly memory.	true	803.385	806.38	15
3551_7894_000103_000002	It consisted of a few words, a kiss--the last one--on her hand, and that passionate murmur which had escaped from his lips when he knelt at her feet:	It consisted of a few words, a kiss-the last one-on her hand, and that passionate murmur which had escaped from his lips when he knelt at her feet:	true	806.51	814.81	20.859375
3551_7894_000104_000000	"Juliette!"	"Juliette!"	true	814.85	815.67	20.139898
3551_7894_000105_000000	CHAPTER XIX	CHAPTER nineteen	false	815.67	815.7	-20
3551_7894_000106_000000	Complexities.	Complexities.	false	815.7	815.7	
3551_7894_000107_000000	Citizen-Deputy Deroulede had been privately interviewed by the Committee of Public Safety, and temporarily allowed to go free.	Citizen Deputy Deroulede had been privately interviewed by the Committee of Public Safety, and temporarily allowed to go free.	false	815.7	816.03	0
