1806_143948_000000_000000	CHAPTER 2	CHAPTER two	false	0.66	26.97	24.478342
1806_143948_000016_000000	In a few moments a colt was seen gliding, like a fallow deer, among the straight trunks of the pines; and, in another instant, the person of the ungainly man, described in the preceding chapter, came into view, with as much rapidity as he could excite his meager beast to endure without coming to an open rupture.	In a few moments a colt was seen gliding, like a fallow deer, among the straight trunks of the pines; and, in another instant, the person of the ungainly man, described in the preceding chapter, came into view, with as much rapidity as he could excite his meager beast to endure without coming to an open rupture.	false	419.88	437.68	25.294876
1806_143948_000016_000001	Until now this personage had escaped the observation of the travelers.	Until now this personage had escaped the observation of the travelers.	false	438.2	442.75	24.44687
1806_143948_000016_000002	If he possessed the power to arrest any wandering eye when exhibiting the glories of his altitude on foot, his equestrian graces were still more likely to attract attention.	If he possessed the power to arrest any wandering eye when exhibiting the glories of his altitude on foot, his equestrian graces were still more likely to attract attention.	true	442.94	453.85	28.550522
1806_143948_000017_000000	Notwithstanding a constant application of his one armed heel to the flanks of the mare, the most confirmed gait that he could establish was a Canterbury gallop with the hind legs, in which those more forward assisted for doubtful moments, though generally content to maintain a loping trot.	Notwithstanding a constant application of his one armed heel to the flanks of the mare, the most confirmed gait that he could establish was a Canterbury gallop with the hind legs, in which those more forward assisted for doubtful moments, though generally content to maintain a loping trot.	false	454.37	471.76	27.619051
1806_143948_000017_000001	Perhaps the rapidity of the changes from one of these paces to the other created an optical illusion, which might thus magnify the powers of the beast; for it is certain that Heyward, who possessed a true eye for the merits of a horse, was unable, with his utmost ingenuity, to decide by what sort of movement his pursuer worked his sinuous way on his footsteps with such persevering hardihood.	Perhaps the rapidity of the changes from one of these paces to the other created an optical illusion, which might thus magnify the powers of the beast; for it is certain that Heyward, who possessed a true eye for the merits of a horse, was unable, with his utmost ingenuity, to decide by what sort of movement his pursuer worked his sinuous way on his footsteps with such persevering hardihood.	false	472.4	498.01	25.125116
1806_143948_000018_000000	The industry and movements of the rider were not less remarkable than those of the ridden.	The industry and movements of the rider were not less remarkable than those of the ridden.	false	498.41	503.71	23.574726
1806_143948_000018_000001	At each change in the evolutions of the latter, the former raised his tall person in the stirrups; producing, in this manner, by the undue elongation of his legs, such sudden growths and diminishings of the stature, as baffled every conjecture that might be made as to his dimensions.	At each change in the evolutions of the latter, the former raised his tall person in the stirrups; producing, in this manner, by the undue elongation of his legs, such sudden growths and diminishings of the stature, as baffled every conjecture that might be made as to his dimensions.	false	504.08	521.83	23.735226
1806_143948_000018_000002	If to this be added the fact that, in consequence of the ex parte application of the spur, one side of the mare appeared to journey faster than the other; and that the aggrieved flank was resolutely indicated by unremitted flourishes of a bushy tail, we finish the picture of both horse and man.	If to this be added the fact that, in consequence of the ex parte application of the spur, one side of the mare appeared to journey faster than the other; and that the aggrieved flank was resolutely indicated by unremitted flourishes of a bushy tail, we finish the picture of both horse and man.	false	522.44	542.77	24.730288
1806_143948_000019_000000	The frown which had gathered around the handsome, open, and manly brow of Heyward, gradually relaxed, and his lips curled into a slight smile, as he regarded the stranger.	The frown which had gathered around the handsome, open, and manly brow of Heyward, gradually relaxed, and his lips curled into a slight smile, as he regarded the stranger.	true	543.65	553.84	25.022726
1806_143948_000019_000001	Alice made no very powerful effort to control her merriment; and even the dark, thoughtful eye of Cora lighted with a humor that it would seem, the habit, rather than the nature, of its mistress repressed.	Alice made no very powerful effort to control her merriment; and even the dark, thoughtful eye of Cora lighted with a humor that it would seem, the habit, rather than the nature, of its mistress repressed.	false	554.87	566.8	24.62173
1806_143948_000020_000000	"Seek you any here?" demanded Heyward, when the other had arrived sufficiently nigh to abate his speed; "I trust you are no messenger of evil tidings?"	"Seek you any here?" demanded Heyward, when the other had arrived sufficiently nigh to abate his speed; "I trust you are no messenger of evil tidings?"	true	567.23	576.76	25.916662
1806_143948_000021_000000	"Even so," replied the stranger, making diligent use of his triangular castor, to produce a circulation in the close air of the woods, and leaving his hearers in doubt to which of the young man's questions he responded; when, however, he had cooled his face, and recovered his breath, he continued, "I hear you are riding to William Henry; as I am journeying thitherward myself, I concluded good company would seem consistent to the wishes of both parties."	"Even so," replied the stranger, making diligent use of his triangular castor, to produce a circulation in the close air of the woods, and leaving his hearers in doubt to which of the young man's questions he responded; when, however, he had cooled his face, and recovered his breath, he continued, "I hear you are riding to William Henry; as I am journeying thitherward myself, I concluded good company would seem consistent to the wishes of both parties."	false	577.73	606.25	22.950014
1806_143948_000022_000000	"You appear to possess the privilege of a casting vote," returned Heyward; "we are three, while you have consulted no one but yourself."	"You appear to possess the privilege of a casting vote," returned Heyward; "we are three, while you have consulted no one but yourself."	true	606.95	615.16	24.708736
1806_143948_000023_000000	"Even so.	"Even so.	true	615.59	616.63	22.636915
1806_143948_000023_000001	The first point to be obtained is to know one's own mind.	The first point to be obtained is to know one's own mind.	true	616.82	620.49	21.606024
1806_143948_000023_000002	Once sure of that, and where women are concerned it is not easy, the next is, to act up to the decision.	Once sure of that, and where women are concerned it is not easy, the next is, to act up to the decision.	false	620.49	629.77	22.436892
1806_143948_000023_000003	I have endeavored to do both, and here I am."	I have endeavored to do both, and here I am."	true	630.56	634.24	24.872486
1806_143948_000024_000000	"If you journey to the lake, you have mistaken your route," said Heyward, haughtily; "the highway thither is at least half a mile behind you."	"If you journey to the lake, you have mistaken your route," said Heyward, haughtily; "the highway thither is at least half a mile behind you."	false	634.4	641.8	25.009476
1806_143948_000025_000000	"Even so," returned the stranger, nothing daunted by this cold reception; "I have tarried at 'Edward' a week, and I should be dumb not to have inquired the road I was to journey; and if dumb there would be an end to my calling." After simpering in a small way, like one whose modesty prohibited a more open expression of his admiration of a witticism that was perfectly unintelligible to his hearers, he continued, "It is not prudent for any one of my profession to be too familiar with those he has to instruct; for which reason I follow not the line of the army; besides which, I conclude that a gentleman of your character has the best judgment in matters of wayfaring; I have, therefore, decided to join company, in order that the ride may be made agreeable, and partake of social communion."	"Even so," returned the stranger, nothing daunted by this cold reception; "I have tarried at 'Edward' a week, and I should be dumb not to have inquired the road I was to journey; and if dumb there would be an end to my calling." After simpering in a small way, like one whose modesty prohibited a more open expression of his admiration of a witticism that was perfectly unintelligible to his hearers, he continued, "It is not prudent for any one of my profession to be too familiar with those he has to instruct; for which reason I follow not the line of the army; besides which, I conclude that a gentleman of your character has the best judgment in matters of wayfaring; I have, therefore, decided to join company, in order that the ride may be made agreeable, and partake of social communion."	false	642.56	695.38	23.062002
1806_143948_000026_000000	"A most arbitrary, if not a hasty decision!" exclaimed Heyward, undecided whether to give vent to his growing anger, or to laugh in the other's face.	"A most arbitrary, if not a hasty decision!" exclaimed Heyward, undecided whether to give vent to his growing anger, or to laugh in the other's face.	true	695.51	704.65	25.08162
1806_143948_000026_000001	"But you speak of instruction, and of a profession; are you an adjunct to the provincial corps, as a master of the noble science of defense and offense; or, perhaps, you are one who draws lines and angles, under the pretense of expounding the mathematics?"	"But you speak of instruction, and of a profession; are you an adjunct to the provincial corps, as a master of the noble science of defense and offense; or, perhaps, you are one who draws lines and angles, under the pretense of expounding the mathematics?"	false	705.17	720.73	25.651852
1806_143948_000027_000000	The stranger regarded his interrogator a moment in wonder; and then, losing every mark of self-satisfaction in an expression of solemn humility, he answered:	The stranger regarded his interrogator a moment in wonder; and then, losing every mark of self satisfaction in an expression of solemn humility, he answered:	false	721.55	731.47	21.214054
1806_143948_000028_000000	"Of offense, I hope there is none, to either party: of defense, I make none--by God's good mercy, having committed no palpable sin since last entreating his pardoning grace.	"Of offense, I hope there is none, to either party: of defense, I make none-by God's good mercy, having committed no palpable sin since last entreating his pardoning grace.	true	731.93	743.86	23.412182
1806_143948_000028_000001	I understand not your allusions about lines and angles; and I leave expounding to those who have been called and set apart for that holy office.	I understand not your allusions about lines and angles; and I leave expounding to those who have been called and set apart for that holy office.	true	744.53	752.37	25
1806_143948_000028_000002	I lay claim to no higher gift than a small insight into the glorious art of petitioning and thanksgiving, as practiced in psalmody."	I lay claim to no higher gift than a small insight into the glorious art of petitioning and thanksgiving, as practiced in psalmody."	false	752.37	761.46	30.867626
1806_143948_000029_000000	"The man is, most manifestly, a disciple of Apollo," cried the amused Alice, "and I take him under my own especial protection.	"The man is, most manifestly, a disciple of Apollo," cried the amused Alice, "and I take him under my own especial protection.	false	761.46	770.26	23.175108
1806_143948_000029_000001	Nay, throw aside that frown, Heyward, and in pity to my longing ears, suffer him to journey in our train.	Nay, throw aside that frown, Heyward, and in pity to my longing ears, suffer him to journey in our train.	true	770.48	776.985	25.882387
1806_143948_000029_000002	Besides," she added, in a low and hurried voice, casting a glance at the distant Cora, who slowly followed the footsteps of their silent, but sullen guide, "it may be a friend added to our strength, in time of need."	Besides," she added, in a low and hurried voice, casting a glance at the distant Cora, who slowly followed the footsteps of their silent, but sullen guide, "it may be a friend added to our strength, in time of need."	false	776.985	790.45	25.007318
1806_143948_000030_000000	"Think you, Alice, that I would trust those I love by this secret path, did I imagine such need could happen?"	"Think you, Alice, that I would trust those I love by this secret path, did I imagine such need could happen?"	false	790.79	798.04	25.448465
1806_143948_000031_000000	"Nay, nay, I think not of it now; but this strange man amuses me; and if he 'hath music in his soul', let us not churlishly reject his company." She pointed persuasively along the path with her riding whip, while their eyes met in a look which the young man lingered a moment to prolong; then, yielding to her gentle influence, he clapped his spurs into his charger, and in a few bounds was again at the side of Cora.	"Nay, nay, I think not of it now; but this strange man amuses me; and if he 'hath music in his soul', let us not churlishly reject his company." She pointed persuasively along the path with her riding whip, while their eyes met in a look which the young man lingered a moment to prolong; then, yielding to her gentle influence, he clapped his spurs into his charger, and in a few bounds was again at the side of Cora.	false	799.28	826	23.222647
1806_143948_000032_000000	"I am glad to encounter thee, friend," continued the maiden, waving her hand to the stranger to proceed, as she urged her Narragansett to renew its amble.	"I am glad to encounter thee, friend," continued the maiden, waving her hand to the stranger to proceed, as she urged her Narragansett to renew its amble.	true	826.79	836.5	22.322752
1806_143948_000032_000001	"Partial relatives have almost persuaded me that I am not entirely worthless in a duet myself; and we may enliven our wayfaring by indulging in our favorite pursuit.	"Partial relatives have almost persuaded me that I am not entirely worthless in a duet myself; and we may enliven our wayfaring by indulging in our favorite pursuit.	true	837.05	848.2	22.34407
1806_143948_000032_000002	It might be of signal advantage to one, ignorant as I, to hear the opinions and experience of a master in the art."	It might be of signal advantage to one, ignorant as I, to hear the opinions and experience of a master in the art."	false	848.36	855.55	23.972147
1806_143948_000033_000000	"It is refreshing both to the spirits and to the body to indulge in psalmody, in befitting seasons," returned the master of song, unhesitatingly complying with her intimation to follow; "and nothing would relieve the mind more than such a consoling communion.	"It is refreshing both to the spirits and to the body to indulge in psalmody, in befitting seasons," returned the master of song, unhesitatingly complying with her intimation to follow; "and nothing would relieve the mind more than such a consoling communion.	false	855.86	871.48	21.943533
1806_143948_000033_000001	But four parts are altogether necessary to the perfection of melody.	But four parts are altogether necessary to the perfection of melody.	false	872.15	876.19	24.377983
1806_143948_000033_000002	You have all the manifestations of a soft and rich treble; I can, by especial aid, carry a full tenor to the highest letter; but we lack counter and bass! Yon officer of the king, who hesitated to admit me to his company, might fill the latter, if one may judge from the intonations of his voice in common dialogue."	You have all the manifestations of a soft and rich treble; I can, by especial aid, carry a full tenor to the highest letter; but we lack counter and bass! Yon officer of the king, who hesitated to admit me to his company, might fill the latter, if one may judge from the intonations of his voice in common dialogue."	false	876.68	897.67	22.59128
1806_143948_000034_000000	"Judge not too rashly from hasty and deceptive appearances," said the lady, smiling; "though Major Heyward can assume such deep notes on occasion, believe me, his natural tones are better fitted for a mellow tenor than the bass you heard."	"Judge not too rashly from hasty and deceptive appearances," said the lady, smiling; "though Major Heyward can assume such deep notes on occasion, believe me, his natural tones are better fitted for a mellow tenor than the bass you heard."	false	897.71	913.15	22.81725
1806_143948_000035_000000	"Is he, then, much practiced in the art of psalmody?" demanded her simple companion.	"Is he, then, much practiced in the art of psalmody?" demanded her simple companion.	true	913.43	918.25	22.354744
1806_143948_000036_000000	Alice felt disposed to laugh, though she succeeded in suppressing her merriment, ere she answered:	Alice felt disposed to laugh, though she succeeded in suppressing her merriment, ere she answered:	true	919.04	924.55	22.062265
1806_143948_000037_000000	"I apprehend that he is rather addicted to profane song.	"I apprehend that he is rather addicted to profane song.	true	925.43	929.23	25
1806_143948_000037_000001	The chances of a soldier's life are but little fitted for the encouragement of more sober inclinations."	The chances of a soldier's life are but little fitted for the encouragement of more sober inclinations."	false	929.45	935.41	21.440294
1806_143948_000038_000000	"Man's voice is given to him, like his other talents, to be used, and not to be abused.	"Man's voice is given to him, like his other talents, to be used, and not to be abused.	false	936.14	942.84	27.060934
1806_143948_000038_000001	None can say they have ever known me to neglect my gifts!	None can say they have ever known me to neglect my gifts!	false	942.84	946.66	25.1656
1806_143948_000038_000002	I am thankful that, though my boyhood may be said to have been set apart, like the youth of the royal David, for the purposes of music, no syllable of rude verse has ever profaned my lips."	I am thankful that, though my boyhood may be said to have been set apart, like the youth of the royal David, for the purposes of music, no syllable of rude verse has ever profaned my lips."	false	947.09	960.37	20.78864
1806_143948_000039_000000	"You have, then, limited your efforts to sacred song?"	"You have, then, limited your efforts to sacred song?"	true	961.25	964.69	21.898397
1806_143948_000040_000000	"Even so.	"Even so.	true	965.39	966.43	20.951586
1806_143948_000040_000001	As the psalms of David exceed all other language, so does the psalmody that has been fitted to them by the divines and sages of the land, surpass all vain poetry.	As the psalms of David exceed all other language, so does the psalmody that has been fitted to them by the divines and sages of the land, surpass all vain poetry.	true	966.89	976.9	21.895956
1806_143948_000040_000002	Happily, I may say that I utter nothing but the thoughts and the wishes of the King of Israel himself; for though the times may call for some slight changes, yet does this version which we use in the colonies of New England so much exceed all other versions, that, by its richness, its exactness, and its spiritual simplicity, it approacheth, as near as may be, to the great work of the inspired writer.	Happily, I may say that I utter nothing but the thoughts and the wishes of the King of Israel himself; for though the times may call for some slight changes, yet does this version which we use in the colonies of New England so much exceed all other versions, that, by its richness, its exactness, and its spiritual simplicity, it approacheth, as near as may be, to the great work of the inspired writer.	false	977.48	1003.27	24.07976
1806_143948_000040_000003	I never abide in any place, sleeping or waking, without an example of this gifted work.	I never abide in any place, sleeping or waking, without an example of this gifted work.	true	1003.94	1010.53	24.877197
1806_143948_000040_000004	'Tis the six-and-twentieth edition, promulgated at Boston, Anno Domini 1744; and is entitled, 'The Psalms, Hymns, and Spiritual Songs of the Old and New Testaments; faithfully translated into English Metre, for the Use, Edification, and Comfort of the Saints, in Public and Private, especially in New England'."	'tis the six and twentieth edition, promulgated at Boston, Anno Domini seventeen forty four; and is entitled, 'The Psalms, Hymns, and Spiritual Songs of the Old and New Testaments; faithfully translated into English Metre, for the Use, Edification, and Comfort of the Saints, in Public and Private, especially in New England'."	false	1011.44	1036.99	21.612352
1806_143948_000041_000000	During this eulogium on the rare production of his native poets, the stranger had drawn the book from his pocket, and fitting a pair of iron-rimmed spectacles to his nose, opened the volume with a care and veneration suited to its sacred purposes.	During this eulogium on the rare production of his native poets, the stranger had drawn the book from his pocket, and fitting a pair of iron rimmed spectacles to his nose, opened the volume with a care and veneration suited to its sacred purposes.	false	1037.6	1052.11	25.415491
1806_143948_000041_000001	Then, without circumlocution or apology, first pronounced the word "Standish," and placing the unknown engine, already described, to his mouth, from which he drew a high, shrill sound, that was followed by an octave below, from his own voice, he commenced singing the following words, in full, sweet, and melodious tones, that set the music, the poetry, and even the uneasy motion of his ill-trained beast at defiance; "How good it is, O see, And how it pleaseth well, Together e'en in unity, For brethren so to dwell. It's like the choice ointment, From the head to the beard did go; Down Aaron's head, that downward went His garment's skirts unto."	Then, without circumlocution or apology, first pronounced the word "Standish," and placing the unknown engine, already described, to his mouth, from which he drew a high, shrill sound, that was followed by an octave below, from his own voice, he commenced singing the following words, in full, sweet, and melodious tones, that set the music, the poetry, and even the uneasy motion of his ill trained beast at defiance; "How good it is, O see, And how it pleaseth well, Together e'en in unity, For brethren so to dwell. It's like the choice ointment, From the head to the beard did go; Down Aaron's head, that downward went His garment's skirts unto."	false	1052.6	1096.65	25.09076
1806_143948_000042_000000	The delivery of these skillful rhymes was accompanied, on the part of the stranger, by a regular rise and fall of his right hand, which terminated at the descent, by suffering the fingers to dwell a moment on the leaves of the little volume; and on the ascent, by such a flourish of the member as none but the initiated may ever hope to imitate. It would seem long practice had rendered this manual accompaniment necessary; for it did not cease until the preposition which the poet had selected for the close of his verse had been duly delivered like a word of two syllables.	The delivery of these skillful rhymes was accompanied, on the part of the stranger, by a regular rise and fall of his right hand, which terminated at the descent, by suffering the fingers to dwell a moment on the leaves of the little volume; and on the ascent, by such a flourish of the member as none but the initiated may ever hope to imitate. It would seem long practice had rendered this manual accompaniment necessary; for it did not cease until the preposition which the poet had selected for the close of his verse had been duly delivered like a word of two syllables.	false	1096.65	1130.86	22.5223
1806_143948_000043_000000	Such an innovation on the silence and retirement of the forest could not fail to enlist the ears of those who journeyed at so short a distance in advance.	Such an innovation on the silence and retirement of the forest could not fail to enlist the ears of those who journeyed at so short a distance in advance.	true	1131.5	1139.65	17
1806_143948_000043_000001	The Indian muttered a few words in broken English to Heyward, who, in his turn, spoke to the stranger; at once interrupting, and, for the time, closing his musical efforts.	The Indian muttered a few words in broken English to Heyward, who, in his turn, spoke to the stranger; at once interrupting, and, for the time, closing his musical efforts.	true	1139.81	1149.76	23.747593
1806_143948_000044_000000	"Though we are not in danger, common prudence would teach us to journey through this wilderness in as quiet a manner as possible.	"Though we are not in danger, common prudence would teach us to journey through this wilderness in as quiet a manner as possible.	false	1150.04	1157.26	21.550081
1806_143948_000044_000001	You will then, pardon me, Alice, should I diminish your enjoyments, by requesting this gentleman to postpone his chant until a safer opportunity."	You will then, pardon me, Alice, should I diminish your enjoyments, by requesting this gentleman to postpone his chant until a safer opportunity."	true	1157.42	1166.14	21.597998
1806_143948_000045_000000	"You will diminish them, indeed," returned the arch girl; "for never did I hear a more unworthy conjunction of execution and language than that to which I have been listening; and I was far gone in a learned inquiry into the causes of such an unfitness between sound and sense, when you broke the charm of my musings by that bass of yours, Duncan!"	"You will diminish them, indeed," returned the arch girl; "for never did I hear a more unworthy conjunction of execution and language than that to which I have been listening; and I was far gone in a learned inquiry into the causes of such an unfitness between sound and sense, when you broke the charm of my musings by that bass of yours, Duncan!"	true	1166.9	1188.88	22.007416
