6060_58090_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	3.03	4.78	19.058199
6060_58090_000011_000001	They have also been accepted and unanimously confessed by our side, and it has been resolved that, in case the Pope with his adherents should ever be so bold as seriously and in good faith, without lying and cheating, to hold a truly free [legitimate] Christian Council (as, indeed, he would be in duty bound to do), they be publicly delivered in order to set forth the Confession of our Faith.	They have also been accepted and unanimously confessed by our side, and it has been resolved that, in case the Pope with his adherents should ever be so bold as seriously and in good faith, without lying and cheating, to hold a truly free [legitimate] Christian Council (as, indeed, he would be in duty bound to do), they be publicly delivered in order to set forth the Confession of our Faith.	true	69.8	97.27	19.923176
6060_58090_000012_000000	But though the Romish court is so dreadfully afraid of a free Christian Council, and shuns the light so shamefully, that it has [entirely] removed, even from those who are on its side, the hope that it will ever permit a free Council, much less that it will itself hold one, whereat, as is just, they [many Papists] are greatly offended and have no little trouble on that account [are disgusted with this negligence of the Pope], since they notice thereby that the Pope would rather see all Christendom perish and all souls damned than suffer either himself or his adherents to be reformed even a little, and his [their] tyranny to be limited, nevertheless I have determined meanwhile to publish these articles in plain print, so that, should I die before there would be a Council (as I fully expect and hope, because the knaves who flee the light and shun the day take such wretched pains to delay and hinder the Council), those who live and remain after me may have my testimony and confession to produce, in addition to the Confession which I have issued previously, whereby up to this time I have abided, and, by God's grace, will abide.	But though the Romish court is so dreadfully afraid of a free Christian Council, and shuns the light so shamefully, that it has [entirely] removed, even from those who are on its side, the hope that it will ever permit a free Council, much less that it will itself hold one, whereat, as is just, they [many Papists] are greatly offended and have no little trouble on that account [are disgusted with this negligence of the Pope], since they notice thereby that the Pope would rather see all Christendom perish and all souls damned than suffer either himself or his adherents to be reformed even a little, and his [their] tyranny to be limited, nevertheless I have determined meanwhile to publish these articles in plain print, so that, should I die before there would be a Council (as I fully expect and hope, because the knaves who flee the light and shun the day take such wretched pains to delay and hinder the Council), those who live and remain after me may have my testimony and confession to produce, in addition to the Confession which I have issued previously, whereby up to this time I have abided, and, by God's grace, will abide.	false	98.57	175.36	20.138584
6060_58090_000013_000000	For what shall I say?	For what shall I say?	true	176.03	177.34	21.279545
6060_58090_000013_000001	How shall I complain?	How shall I complain?	true	177.71	179.17	22.354057
6060_58090_000013_000002	I am still living, writing, preaching, and lecturing daily; [and] yet there are found such spiteful men, not only among the adversaries, but also false brethren that profess to be on our side, as dare to cite my writings and doctrine directly against myself, and let me look on and listen, although they know well that I teach otherwise, and as wish to adorn their venom with my labor, and under my name to [deceive and] mislead the poor people.	I am still living, writing, preaching, and lecturing daily; [and] yet there are found such spiteful men, not only among the adversaries, but also false brethren that profess to be on our side, as dare to cite my writings and doctrine directly against myself, and let me look on and listen, although they know well that I teach otherwise, and as wish to adorn their venom with my labor, and under my name to [deceive and] mislead the poor people.	true	179.51	210.55	20.068197
6060_58090_000013_000003	[Good God!] Alas! what first will happen when I am dead?	[Good God!] Alas! what first will happen when I am dead?	true	210.56	215.11	20.283485
6060_58090_000014_000000	Indeed, I ought to reply to everything while I am still living.	Indeed, I ought to reply to everything while I am still living.	true	216.32	220.3	21.175253
6060_58090_000014_000001	But, again, how can I alone stop all the mouths of the devil?	But, again, how can I alone stop all the mouths of the devil?	true	220.55	224.71	22.0001
6060_58090_000014_000002	especially of those (as they all are poisoned) who will not hear or notice what we write, but solely exercise themselves with all diligence how they may most shamefully pervert and corrupt our word in every letter.	especially of those (as they all are poisoned) who will not hear or notice what we write, but solely exercise themselves with all diligence how they may most shamefully pervert and corrupt our word in every letter.	false	224.75	238.99	20.241022
6060_58090_000014_000003	These I let the devil answer, or at last Gods wrath, as they deserve.	These I let the devil answer, or at last Gods wrath, as they deserve.	true	239.9	245.17	19.95301
6060_58090_000014_000004	I often think of the good Gerson who doubts whether anything good should be [written and] published.	I often think of the good Gerson who doubts whether anything good should be [written and] published.	true	245.84	252.37	20.91702
6060_58090_000014_000005	If it is not done, many souls are neglected who could be delivered: but if it is done, the devil is there with malignant, villainous tongues without number which envenom and pervert everything, so that nevertheless the fruit [the usefulness of the writings] is prevented.	If it is not done, many souls are neglected who could be delivered: but if it is done, the devil is there with malignant, villainous tongues without number which envenom and pervert everything, so that nevertheless the fruit [the usefulness of the writings] is prevented.	true	252.89	270.67	19.853249
6060_58090_000014_000006	Yet what they gain thereby is manifest.	Yet what they gain thereby is manifest.	true	271.76	274.66	19.110603
6060_58090_000014_000007	For while they have lied so shamefully against us and by means of lies wished to retain the people, God has constantly advanced His work, and been making their following ever smaller and ours greater, and by their lies has caused and still causes them to be brought to shame.	For while they have lied so shamefully against us and by means of lies wished to retain the people, God has constantly advanced His work, and been making their following ever smaller and ours greater, and by their lies has caused and still causes them to be brought to shame.	true	275	293.86	20.773659
6060_58090_000015_000000	I must tell a story.	I must tell a story.	true	294.86	296.32	24.07761
6060_58090_000015_000001	There was a doctor sent here to Wittenberg from France, who said publicly before us that his king was sure and more than sure, that among us there is no church, no magistrate, no married life, but all live promiscuously as cattle, and each one does as he pleases. Imagine now, how will those who by their writings have instilled such gross lies into the king and other countries as the pure truth, look at us on that day before the judgment-seat of Christ?	There was a doctor sent here to Wittenberg from France, who said publicly before us that his king was sure and more than sure, that among us there is no church, no magistrate, no married life, but all live promiscuously as cattle, and each one does as he pleases. Imagine now, how will those who by their writings have instilled such gross lies into the king and other countries as the pure truth, look at us on that day before the judgment seat of Christ?	false	297.05	330.82	20.42082
6060_58090_000015_000002	Christ, the Lord and Judge of us all, knows well that they lie and have [always] lied, His sentence they in turn, must hear; that I know certainly.	Christ, the Lord and Judge of us all, knows well that they lie and have [always] lied, His sentence they in turn, must hear; that I know certainly.	false	331.7	344.71	20.64454
6060_58090_000015_000003	God convert to repentance those who can be converted!	God convert to repentance those who can be converted!	true	344.99	348.55	20.000206
6060_58090_000015_000004	Regarding the rest it will be said, Woe, and, alas!	Regarding the rest it will be said, Woe, and, alas!	true	349.01	352.68	20.727324
6060_58090_000015_000005	eternally.	eternally.	true	352.68	353.53	22.030075
6060_58090_000016_000000	But to return to the subject.	But to return to the subject.	true	354.2	356.62	19.707867
6060_58090_000016_000001	I verily desire to see a truly Christian Council [assembled some time], in order that many matters and persons might be helped.	I verily desire to see a truly Christian Council [assembled some time], in order that many matters and persons might be helped.	true	356.93	364.78	19.961912
6060_58090_000016_000002	Not that we need It, for our churches are now, through God's grace, so enlightened and equipped with the pure Word and right use of the Sacraments, with knowledge of the various callings and of right works, that we on our part ask for no Council, and on such points have nothing better to hope or expect from a Council.	Not that we need It, for our churches are now, through God's grace, so enlightened and equipped with the pure Word and right use of the Sacraments, with knowledge of the various callings and of right works, that we on our part ask for no Council, and on such points have nothing better to hope or expect from a Council.	true	365.15	385.75	20.545885
6060_58090_000016_000003	But we see in the bishoprics everywhere so many parishes vacant and desolate that one's heart would break, and yet neither the bishops nor canons care how the poor people live or die, for whom nevertheless Christ has died, and who are not permitted to hear Him speak with them as the true Shepherd with His sheep.	But we see in the bishoprics everywhere so many parishes vacant and desolate that one's heart would break, and yet neither the bishops nor canons care how the poor people live or die, for whom nevertheless Christ has died, and who are not permitted to hear Him speak with them as the true Shepherd with His sheep.	true	386.36	407.86	20.119894
6060_58090_000016_000004	This causes me to shudder and fear that at some time He may send a council of angels upon Germany utterly destroying us, like Sodom and Gomorrah, because we so wantonly mock Him with the Council.	This causes me to shudder and fear that at some time He may send a council of angels upon Germany utterly destroying us, like Sodom and Gomorrah, because we so wantonly mock Him with the Council.	true	408.77	423.58	20.636915
6060_58090_000017_000000	Besides such necessary ecclesiastical affairs, there would be also in the political estate innumerable matters of great importance to improve.	Besides such necessary ecclesiastical affairs, there would be also in the political estate innumerable matters of great importance to improve.	true	424.7	433.42	19
6060_58090_000017_000001	There is the disagreement between the princes and the states; usury and avarice have burst in like a flood, and have become lawful [are defended with a show of right]; wantonness, lewdness, extravagance in dress, gluttony, gambling, idle display, with all kinds of bad habits and wickedness, insubordination of subjects, of domestics and laborers of every trade, also the exactions [and most exorbitant selling prices] of the peasants (and who can enumerate all?) have so increased that they cannot be rectified by ten Councils and twenty Diets.	There is the disagreement between the princes and the states; usury and avarice have burst in like a flood, and have become lawful [are defended with a show of right]; wantonness, lewdness, extravagance in dress, gluttony, gambling, idle display, with all kinds of bad habits and wickedness, insubordination of subjects, of domestics and laborers of every trade, also the exactions [and most exorbitant selling prices] of the peasants (and who can enumerate all?) have so increased that they cannot be rectified by ten Councils and twenty Diets.	false	433.79	474.7	19.939375
6060_58090_000017_000002	If such chief matters of the spiritual and worldly estates as are contrary to God would be considered in the Council, they would have all hands so full that the child's play and absurdity of long gowns [official insignia], large tonsures, broad cinctures [or sashes], bishops' or cardinals' hats or maces, and like jugglery would in the mean time be forgotten.	If such chief matters of the spiritual and worldly estates as are contrary to God would be considered in the Council, they would have all hands so full that the child's play and absurdity of long gowns [official insignia], large tonsures, broad cinctures [or sashes], bishops' or cardinals' hats or maces, and like jugglery would in the mean time be forgotten.	true	475.85	501.58	20.377613
6060_58090_000017_000003	If we first had performed God's command and order in the spiritual and secular estate we would find time enough to reform food, clothing, tonsures, and surplices.	If we first had performed God's command and order in the spiritual and secular estate we would find time enough to reform food, clothing, tonsures, and surplices.	true	502.67	514.57	21.156172
6060_58090_000017_000004	But if we want to swallow such camels, and, instead, strain at gnats, let the beams stand and judge the motes, we also might indeed be satisfied with the Council.	But if we want to swallow such camels, and, instead, strain at gnats, let the beams stand and judge the motes, we also might indeed be satisfied with the Council.	true	515.66	527.65	20.011465
6060_58090_000018_000000	Therefore I have presented few articles; for we have without this so many commands of God to observe in the Church, the state and the family that we can never fulfil them.	Therefore I have presented few articles; for we have without this so many commands of God to observe in the Church, the state and the family that we can never fulfil them.	true	528.59	540.19	21.606829
6060_58090_000018_000001	What, then, is the use, or what does it profit that many decrees and statutes thereon are made in the Council, especially when these chief matters commanded of God are neither regarded nor observed?	What, then, is the use, or what does it profit that many decrees and statutes thereon are made in the Council, especially when these chief matters commanded of God are neither regarded nor observed?	true	540.56	554.02	20.64922
6060_58090_000018_000002	Just as though He were bound to honor our jugglery as a reward of our treading His solemn commandments under foot.	Just as though He were bound to honor our jugglery as a reward of our treading His solemn commandments under foot.	true	554.42	562.03	20.678938
6060_58090_000018_000003	But our sins weigh upon us and cause God not to be gracious to us; for we do not repent, and, besides, wish to defend every abomination.	But our sins weigh upon us and cause God not to be gracious to us; for we do not repent, and, besides, wish to defend every abomination.	true	562.28	572.98	21.126749
6060_58090_000019_000000	O Lord Jesus Christ, do Thou Thyself convoke a Council, and deliver Thy servants by Thy glorious advent!	O Lord Jesus Christ, do Thou Thyself convoke a Council, and deliver Thy servants by Thy glorious advent!	true	574.91	583.69	19.602804
6060_58090_000019_000001	The Pope and his adherents are done for; they will have none of Thee.	The Pope and his adherents are done for; they will have none of Thee.	false	584.27	589.65	19.77895
6060_58090_000019_000002	Do Thou, then, help us, who are poor and needy, who sigh to Thee, and beseech Thee earnestly, according to the grace which Thou hast given us, through Thy Holy Ghost who liveth and reigneth with Thee and the Father, blessed forever.	Do Thou, then, help us, who are poor and needy, who sigh to Thee, and beseech Thee earnestly, according to the grace which Thou hast given us, through Thy Holy Ghost who liveth and reigneth with Thee and the Father, blessed forever.	false	589.65	612.93	20.888523
6060_58090_000019_000003	Amen.	Amen.	false	612.93	613.56	23.357042
