783_126739_000000_000000	CHAPTER X	CHAPTER ten	true	5.295	6.28	8
783_126739_000030_000001	There was absolutely nothing else on the large flat surface except a little bronze statuette draped in a toga, mysteriously watchful in its shadowy immobility.	There was absolutely nothing else on the large flat surface except a little bronze statuette draped in a toga, mysteriously watchful in its shadowy immobility.	true	387.38	397.48	9
783_126739_000030_000002	The Assistant Commissioner, invited to take a chair, sat down.	The Assistant Commissioner, invited to take a chair, sat down.	true	397.88	401.74	7
783_126739_000030_000003	In the dim light, the salient points of his personality, the long face, the black hair, his lankness, made him look more foreign than ever.	In the dim light, the salient points of his personality, the long face, the black hair, his lankness, made him look more foreign than ever.	true	402.47	411.43	10
783_126739_000031_000000	The great man manifested no surprise, no eagerness, no sentiment whatever.	The great man manifested no surprise, no eagerness, no sentiment whatever.	false	412.7	418.86	9
783_126739_000031_000001	The attitude in which he rested his menaced eyes was profoundly meditative.	The attitude in which he rested his menaced eyes was profoundly meditative.	true	418.86	423.1	8
783_126739_000031_000002	He did not alter it the least bit.	He did not alter it the least bit.	true	423.74	425.86	13
783_126739_000031_000003	But his tone was not dreamy.	But his tone was not dreamy.	true	426.05	427.87	10
783_126739_000032_000000	"Well!	"Well!	true	428.39	429.13	9
783_126739_000032_000001	What is it that you've found out already?	What is it that you've found out already?	true	429.17	431.2	8
783_126739_000032_000002	You came upon something unexpected on the first step."	You came upon something unexpected on the first step."	true	431.48	434.71	8
783_126739_000033_000000	"Not exactly unexpected, Sir Ethelred.	"Not exactly unexpected, Sir Ethelred.	true	435.44	437.86	9
783_126739_000033_000001	What I mainly came upon was a psychological state."	What I mainly came upon was a psychological state."	true	437.99	441.04	9
783_126739_000034_000000	The Great Presence made a slight movement.	The Great Presence made a slight movement.	true	442.1	444.37	9
783_126739_000034_000001	"You must be lucid, please."	"You must be lucid, please."	true	444.86	446.53	9
783_126739_000035_000000	"Yes, Sir Ethelred.	"Yes, Sir Ethelred.	true	448.16	449.53	9
783_126739_000035_000001	You know no doubt that most criminals at some time or other feel an irresistible need of confessing--of making a clean breast of it to somebody--to anybody.	You know no doubt that most criminals at some time or other feel an irresistible need of confessing-of making a clean breast of it to somebody-to anybody.	false	449.66	459.4	10
783_126739_000035_000002	And they do it often to the police.	And they do it often to the police.	true	459.68	461.8	13
783_126739_000035_000003	In that Verloc whom Heat wished so much to screen I've found a man in that particular psychological state.	In that Verloc whom Heat wished so much to screen I've found a man in that particular psychological state.	true	462.44	469.18	12
783_126739_000035_000004	The man, figuratively speaking, flung himself on my breast.	The man, figuratively speaking, flung himself on my breast.	true	469.58	474.31	11
783_126739_000035_000005	It was enough on my part to whisper to him who I was and to add 'I know that you are at the bottom of this affair.' It must have seemed miraculous to him that we should know already, but he took it all in the stride.	It was enough on my part to whisper to him who I was and to add 'I know that you are at the bottom of this affair.' It must have seemed miraculous to him that we should know already, but he took it all in the stride.	false	474.8	486.67	11
783_126739_000035_000006	The wonderfulness of it never checked him for a moment.	The wonderfulness of it never checked him for a moment.	true	487.16	490	9
783_126739_000035_000007	There remained for me only to put to him the two questions: Who put you up to it? and Who was the man who did it?	There remained for me only to put to him the two questions: Who put you up to it? and Who was the man who did it?	false	490.58	498.1	11
783_126739_000035_000008	He answered the first with remarkable emphasis.	He answered the first with remarkable emphasis.	true	498.89	501.52	10
783_126739_000035_000009	As to the second question, I gather that the fellow with the bomb was his brother-in-law--quite a lad--a weak-minded creature. . . .	As to the second question, I gather that the fellow with the bomb was his brother in law-quite a lad-a weak minded creature. . . .	false	501.89	509.17	10
783_126739_000035_000010	It is rather a curious affair--too long perhaps to state fully just now."	It is rather a curious affair-too long perhaps to state fully just now."	true	509.54	513.85	10
783_126739_000036_000000	"What then have you learned?" asked the great man.	"What then have you learned?" asked the great man.	true	515.12	518.02	4
783_126739_000037_000000	"First, I've learned that the ex-convict Michaelis had nothing to do with it, though indeed the lad had been living with him temporarily in the country up to eight o'clock this morning.	"First, I've learned that the ex convict Michaelis had nothing to do with it, though indeed the lad had been living with him temporarily in the country up to eight o'clock this morning.	true	518.75	528.16	12
783_126739_000037_000001	It is more than likely that Michaelis knows nothing of it to this moment."	It is more than likely that Michaelis knows nothing of it to this moment."	true	528.62	532.14	8
783_126739_000038_000000	"You are positive as to that?" asked the great man.	"You are positive as to that?" asked the great man.	false	532.14	536.05	6
783_126739_000039_000000	"Quite certain, Sir Ethelred.	"Quite certain, Sir Ethelred.	true	536.75	538.57	9
783_126739_000039_000001	This fellow Verloc went there this morning, and took away the lad on the pretence of going out for a walk in the lanes.	This fellow Verloc went there this morning, and took away the lad on the pretence of going out for a walk in the lanes.	false	538.73	545.26	8
783_126739_000039_000002	As it was not the first time that he did this, Michaelis could not have the slightest suspicion of anything unusual.	As it was not the first time that he did this, Michaelis could not have the slightest suspicion of anything unusual.	true	545.6	551.68	11
783_126739_000039_000003	For the rest, Sir Ethelred, the indignation of this man Verloc had left nothing in doubt--nothing whatever.	For the rest, Sir Ethelred, the indignation of this man Verloc had left nothing in doubt-nothing whatever.	true	552.11	558.55	11
783_126739_000039_000004	He had been driven out of his mind almost by an extraordinary performance, which for you or me it would be difficult to take as seriously meant, but which produced a great impression obviously on him."	He had been driven out of his mind almost by an extraordinary performance, which for you or me it would be difficult to take as seriously meant, but which produced a great impression obviously on him."	false	559.1	571.06	11
783_126739_000040_000000	The Assistant Commissioner then imparted briefly to the great man, who sat still, resting his eyes under the screen of his hand, Mr Verloc's appreciation of Mr Vladimir's proceedings and character.	The Assistant Commissioner then imparted briefly to the great man, who sat still, resting his eyes under the screen of his hand, Mr Verloc's appreciation of Mr Vladimir's proceedings and character.	true	572.15	584.44	10
783_126739_000040_000001	The Assistant Commissioner did not seem to refuse it a certain amount of competency. But the great personage remarked:	The Assistant Commissioner did not seem to refuse it a certain amount of competency. But the great personage remarked:	true	584.96	591.61	10
783_126739_000041_000000	"All this seems very fantastic."	"All this seems very fantastic."	true	591.98	595.06	7
783_126739_000042_000000	"Doesn't it?	"Doesn't it?	true	595.13	596.08	12
783_126739_000042_000001	One would think a ferocious joke.	One would think a ferocious joke.	true	596.42	598.78	11
783_126739_000042_000002	But our man took it seriously, it appears.	But our man took it seriously, it appears.	true	598.97	601.51	8
783_126739_000042_000003	He felt himself threatened.	He felt himself threatened.	true	601.55	603.15	12
783_126739_000042_000004	In the time, you know, he was in direct communication with old Stott-Wartenheim himself, and had come to regard his services as indispensable.	In the time, you know, he was in direct communication with old Stott Wartenheim himself, and had come to regard his services as indispensable.	false	603.15	612.58	11
783_126739_000042_000005	It was an extremely rude awakening.	It was an extremely rude awakening.	true	613.22	615.43	11
783_126739_000042_000006	I imagine that he lost his head.	I imagine that he lost his head.	false	615.89	617.95	11
783_126739_000042_000007	He became angry and frightened.	He became angry and frightened.	true	618.11	620.05	11
783_126739_000042_000008	Upon my word, my impression is that he thought these Embassy people quite capable not only to throw him out but, to give him away too in some manner or other--"	Upon my word, my impression is that he thought these Embassy people quite capable not only to throw him out but, to give him away too in some manner or other-"	false	620.09	629.71	10
783_126739_000043_000000	"How long were you with him," interrupted the Presence from behind his big hand.	"How long were you with him," interrupted the Presence from behind his big hand.	true	630.38	634.48	10
783_126739_000044_000000	"Some forty minutes, Sir Ethelred, in a house of bad repute called Continental Hotel, closeted in a room which by-the-by I took for the night.	"Some forty minutes, Sir Ethelred, in a house of bad repute called Continental Hotel, closeted in a room which by the by I took for the night.	false	635.24	644.26	10
783_126739_000044_000001	I found him under the influence of that reaction which follows the effort of crime.	I found him under the influence of that reaction which follows the effort of crime.	true	644.69	649.36	11
783_126739_000044_000002	The man cannot be defined as a hardened criminal. It is obvious that he did not plan the death of that wretched lad--his brother-in-law.	The man cannot be defined as a hardened criminal. It is obvious that he did not plan the death of that wretched lad-his brother in law.	true	649.85	657.85	9
783_126739_000044_000003	That was a shock to him--I could see that.	That was a shock to him-I could see that.	true	658.13	660.94	10
783_126739_000044_000004	Perhaps he is a man of strong sensibilities.	Perhaps he is a man of strong sensibilities.	false	661.55	664.24	7
783_126739_000044_000005	Perhaps he was even fond of the lad--who knows?	Perhaps he was even fond of the lad-who knows?	true	664.49	667.3	8
783_126739_000044_000006	He might have hoped that the fellow would get clear away; in which case it would have been almost impossible to bring this thing home to anyone.	He might have hoped that the fellow would get clear away; in which case it would have been almost impossible to bring this thing home to anyone.	true	667.85	675.04	9
783_126739_000044_000007	At any rate he risked consciously nothing more but arrest for him."	At any rate he risked consciously nothing more but arrest for him."	false	675.53	679.93	10
783_126739_000045_000000	The Assistant Commissioner paused in his speculations to reflect for a moment.	The Assistant Commissioner paused in his speculations to reflect for a moment.	true	680.6	684.79	5
783_126739_000046_000000	"Though how, in that last case, he could hope to have his own share in the business concealed is more than I can tell," he continued, in his ignorance of poor Stevie's devotion to Mr Verloc (who was _good_), and of his truly peculiar dumbness, which in the old affair of fireworks on the stairs had for many years resisted entreaties, coaxing, anger, and other means of investigation used by his beloved sister.	"Though how, in that last case, he could hope to have his own share in the business concealed is more than I can tell," he continued, in his ignorance of poor Stevie's devotion to Mr Verloc (who was underscore good underscore), and of his truly peculiar dumbness, which in the old affair of fireworks on the stairs had for many years resisted entreaties, coaxing, anger, and other means of investigation used by his beloved sister.	false	685.82	711.705	10
783_126739_000046_000001	For Stevie was loyal. . . .	For Stevie was loyal. . . .	true	711.705	713.29	10
783_126739_000046_000002	"No, I can't imagine.	"No, I can't imagine.	true	714.11	715.81	11
783_126739_000046_000003	It's possible that he never thought of that at all.	It's possible that he never thought of that at all.	true	715.91	718.48	9
783_126739_000046_000004	It sounds an extravagant way of putting it, Sir Ethelred, but his state of dismay suggested to me an impulsive man who, after committing suicide with the notion that it would end all his troubles, had discovered that it did nothing of the kind."	It sounds an extravagant way of putting it, Sir Ethelred, but his state of dismay suggested to me an impulsive man who, after committing suicide with the notion that it would end all his troubles, had discovered that it did nothing of the kind."	false	718.76	732.4	8
783_126739_000047_000000	The Assistant Commissioner gave this definition in an apologetic voice. But in truth there is a sort of lucidity proper to extravagant language, and the great man was not offended.	The Assistant Commissioner gave this definition in an apologetic voice. But in truth there is a sort of lucidity proper to extravagant language, and the great man was not offended.	false	734.12	745.81	9
783_126739_000047_000001	A slight jerky movement of the big body half lost in the gloom of the green silk shades, of the big head leaning on the big hand, accompanied an intermittent stifled but powerful sound.	A slight jerky movement of the big body half lost in the gloom of the green silk shades, of the big head leaning on the big hand, accompanied an intermittent stifled but powerful sound.	false	746.48	758.62	7
783_126739_000047_000002	The great man had laughed.	The great man had laughed.	true	758.99	760.69	8
783_126739_000048_000000	"What have you done with him?"	"What have you done with him?"	true	761.33	763	7
783_126739_000049_000000	The Assistant Commissioner answered very readily:	The Assistant Commissioner answered very readily:	true	763.82	766.42	7
783_126739_000050_000000	"As he seemed very anxious to get back to his wife in the shop I let him go, Sir Ethelred."	"As he seemed very anxious to get back to his wife in the shop I let him go, Sir Ethelred."	true	766.76	771.64	9
783_126739_000051_000000	"You did?	"You did?	true	772.37	773.37	3
783_126739_000051_000001	But the fellow will disappear."	But the fellow will disappear."	true	773.37	775.15	4
783_126739_000052_000000	"Pardon me.	"Pardon me.	true	776.42	777.21	10
783_126739_000052_000001	I don't think so.	I don't think so.	true	777.21	778.32	9
783_126739_000052_000002	Where could he go to?	Where could he go to?	true	778.32	779.62	12
783_126739_000052_000003	Moreover, you must remember that he has got to think of the danger from his comrades too. He's there at his post.	Moreover, you must remember that he has got to think of the danger from his comrades too. He's there at his post.	true	779.9	786.85	20.83391
783_126739_000052_000004	How could he explain leaving it?	How could he explain leaving it?	true	787.07	788.86	20.470303
783_126739_000052_000005	But even if there were no obstacles to his freedom of action he would do nothing.	But even if there were no obstacles to his freedom of action he would do nothing.	true	789.11	793.6	22.815765
783_126739_000052_000006	At present he hasn't enough moral energy to take a resolution of any sort. Permit me also to point out that if I had detained him we would have been committed to a course of action on which I wished to know your precise intentions first."	At present he hasn't enough moral energy to take a resolution of any sort. Permit me also to point out that if I had detained him we would have been committed to a course of action on which I wished to know your precise intentions first."	true	794.09	808.45	22.017334
783_126739_000053_000000	The great personage rose heavily, an imposing shadowy form in the greenish gloom of the room.	The great personage rose heavily, an imposing shadowy form in the greenish gloom of the room.	true	809.18	815.59	22.206163
783_126739_000054_000000	"I'll see the Attorney-General to-night, and will send for you to-morrow morning.	"I'll see the Attorney General to night, and will send for you to morrow morning.	true	815.72	819.88	20.89469
783_126739_000054_000001	Is there anything more you'd wish to tell me now?"	Is there anything more you'd wish to tell me now?"	true	820.22	822.76	23.83907
783_126739_000055_000000	The Assistant Commissioner had stood up also, slender and flexible.	The Assistant Commissioner had stood up also, slender and flexible.	true	823.79	828.24	21.533798
783_126739_000056_000000	"I think not, Sir Ethelred, unless I were to enter into details which--"	"I think not, Sir Ethelred, unless I were to enter into details which-"	true	828.24	831.87	21.976929
783_126739_000057_000000	"No.	"no	false	831.87	832.8	22.951979
783_126739_000057_000001	No details, please."	No details, please."	true	832.8	834.13	24.175455
783_126739_000058_000000	The great shadowy form seemed to shrink away as if in physical dread of details; then came forward, expanded, enormous, and weighty, offering a large hand.	The great shadowy form seemed to shrink away as if in physical dread of details; then came forward, expanded, enormous, and weighty, offering a large hand.	true	834.86	845.02	21.572609
783_126739_000058_000001	"And you say that this man has got a wife?"	"And you say that this man has got a wife?"	true	845.75	848.11	23.030144
783_126739_000059_000000	"Yes, Sir Ethelred," said the Assistant Commissioner, pressing deferentially the extended hand.	"Yes, Sir Ethelred," said the Assistant Commissioner, pressing deferentially the extended hand.	true	848.63	854.59	20.746084
783_126739_000059_000001	"A genuine wife and a genuinely, respectably, marital relation.	"A genuine wife and a genuinely, respectably, marital relation.	true	854.93	858.88	19.786646
783_126739_000059_000002	He told me that after his interview at the Embassy he would have thrown everything up, would have tried to sell his shop, and leave the country, only he felt certain that his wife would not even hear of going abroad.	He told me that after his interview at the Embassy he would have thrown everything up, would have tried to sell his shop, and leave the country, only he felt certain that his wife would not even hear of going abroad.	false	859.16	870.43	22.106325
783_126739_000059_000003	Nothing could be more characteristic of the respectable bond than that," went on, with a touch of grimness, the Assistant Commissioner, whose own wife too had refused to hear of going abroad.	Nothing could be more characteristic of the respectable bond than that," went on, with a touch of grimness, the Assistant Commissioner, whose own wife too had refused to hear of going abroad.	true	870.8	881.89	23.804966
783_126739_000059_000004	"Yes, a genuine wife.	"Yes, a genuine wife.	true	882.68	884.56	21.034508
783_126739_000059_000005	And the victim was a genuine brother-in-law.	And the victim was a genuine brother in law.	true	884.57	887.08	24.100046
783_126739_000059_000006	From a certain point of view we are here in the presence of a domestic drama."	From a certain point of view we are here in the presence of a domestic drama."	true	887.24	891.7	23.548338
783_126739_000060_000000	The Assistant Commissioner laughed a little; but the great man's thoughts seemed to have wandered far away, perhaps to the questions of his country's domestic policy, the battle-ground of his crusading valour against the paynim Cheeseman.	The Assistant Commissioner laughed a little; but the great man's thoughts seemed to have wandered far away, perhaps to the questions of his country's domestic policy, the battle ground of his crusading valour against the paynim Cheeseman.	true	892.1	904.84	21.184923
783_126739_000060_000001	The Assistant Commissioner withdrew quietly, unnoticed, as if already forgotten.	The Assistant Commissioner withdrew quietly, unnoticed, as if already forgotten.	true	905.69	910.57	22.165726
783_126739_000061_000000	He had his own crusading instincts.	He had his own crusading instincts.	true	911.54	913.78	19.68594
783_126739_000061_000001	This affair, which, in one way or another, disgusted Chief Inspector Heat, seemed to him a providentially given starting-point for a crusade.	This affair, which, in one way or another, disgusted Chief Inspector Heat, seemed to him a providentially given starting point for a crusade.	true	914.15	922.78	22.90685
783_126739_000061_000002	He had it much at heart to begin. He walked slowly home, meditating that enterprise on the way, and thinking over Mr Verloc's psychology in a composite mood of repugnance and satisfaction.	He had it much at heart to begin. He walked slowly home, meditating that enterprise on the way, and thinking over Mr Verloc's psychology in a composite mood of repugnance and satisfaction.	true	923.3	935.56	20.829325
783_126739_000061_000003	He walked all the way home.	He walked all the way home.	true	936.08	937.87	20.30429
783_126739_000061_000004	Finding the drawing-room dark, he went upstairs, and spent some time between the bedroom and the dressing-room, changing his clothes, going to and fro with the air of a thoughtful somnambulist.	Finding the drawing room dark, he went upstairs, and spent some time between the bedroom and the dressing room, changing his clothes, going to and fro with the air of a thoughtful somnambulist.	true	938.24	949.72	21.97973
783_126739_000061_000005	But he shook it off before going out again to join his wife at the house of the great lady patroness of Michaelis.	But he shook it off before going out again to join his wife at the house of the great lady patroness of Michaelis.	true	950.36	957.1	22.791525
783_126739_000062_000000	He knew he would be welcomed there.	He knew he would be welcomed there.	true	957.68	959.62	20.78967
