1061_146197_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	3.99	6.07	19
1061_146197_000010_000005	THE BIRDLING FLIES AWAY	THE b i r d l i n g FLIES AWAY	false	26.73	27	-9
1061_146197_000011_000000	The Birds' Christmas Carol.	The Birds' Christmas Carol.	false	27	27.09	-20
1061_146197_000012_000000	I.	I.	false	27.09	27.12	-20
1061_146197_000013_000000	A LITTLE SNOW BIRD.	A LITTLE SNOW BIRD.	false	27.12	27.24	-12
1061_146197_000014_000000	It was very early Christmas morning, and in the stillness of the dawn, with the soft snow falling on the housetops, a little child was born in the Bird household.	It was very early Christmas morning, and in the stillness of the dawn, with the soft snow falling on the housetops, a little child was born in the Bird household.	true	27.24	37.93	22.020273
1061_146197_000015_000000	They had intended to name the baby Lucy, if it were a girl; but they hadn't expected her on Christmas morning, and a real Christmas baby was not to be lightly named--the whole family agreed in that.	They had intended to name the baby Lucy, if it were a girl; but they hadn't expected her on Christmas morning, and a real Christmas baby was not to be lightly named-the whole family agreed in that.	true	38.66	50.05	20
1061_146197_000016_000000	They were consulting about it in the nursery.	They were consulting about it in the nursery.	true	50.57	52.96	23.086218
1061_146197_000016_000001	Mr. Bird said that he had assisted in naming the three boys, and that he should leave this matter entirely to Mrs. Bird; Donald wanted the child called "Maud," after a pretty little curly-haired girl who sat next him in school; Paul chose "Luella," for Luella was the nurse who had been with him during his whole babyhood, up to the time of his first trousers, and the name suggested all sorts of comfortable things.	mr Bird said that he had assisted in naming the three boys, and that he should leave this matter entirely to mrs Bird; Donald wanted the child called "Maud," after a pretty little curly haired girl who sat next him in school; Paul chose "Luella," for Luella was the nurse who had been with him during his whole babyhood, up to the time of his first trousers, and the name suggested all sorts of comfortable things.	false	53.27	76.78	20.320902
1061_146197_000016_000002	Uncle Jack said that the first girl should always be named for her mother, no matter how hideous the name happened to be.	Uncle Jack said that the first girl should always be named for her mother, no matter how hideous the name happened to be.	true	77.33	82.87	16
1061_146197_000017_000000	Grandma said that she would prefer not to take any part in the discussion, and everybody suddenly remembered that Mrs. Bird had thought of naming the baby Lucy, for Grandma herself; and, while it would be indelicate for her to favor that name, it would be against human nature for her to suggest any other, under the circumstances.	Grandma said that she would prefer not to take any part in the discussion, and everybody suddenly remembered that mrs Bird had thought of naming the baby Lucy, for Grandma herself; and, while it would be indelicate for her to favor that name, it would be against human nature for her to suggest any other, under the circumstances.	false	83.63	99.43	18
1061_146197_000018_000000	Hugh, the "hitherto baby," if that is a possible term, sat in one corner and said nothing, but felt, in some mysterious way, that his nose was out of joint; for there was a newer baby now, a possibility he had never taken into consideration; and the "first girl," too, a still higher development of treason, which made him actually green with jealousy.	Hugh, the "hitherto baby," if that is a possible term, sat in one corner and said nothing, but felt, in some mysterious way, that his nose was out of joint; for there was a newer baby now, a possibility he had never taken into consideration; and the "first girl," too, a still higher development of treason, which made him actually green with jealousy.	true	100.16	121.6	20
1061_146197_000019_000000	But it was too profound a subject to be settled then and there, on the spot; besides, Mama had not been asked, and everybody felt it rather absurd, after all, to forestall a decree that was certain to be absolutely wise, just and perfect.	But it was too profound a subject to be settled then and there, on the spot; besides, Mama had not been asked, and everybody felt it rather absurd, after all, to forestall a decree that was certain to be absolutely wise, just and perfect.	false	122.36	136.84	21
1061_146197_000020_000000	The reason that the subject had been brought up at all so early in the day lay in the fact that Mrs. Bird never allowed her babies to go over night unnamed.	The reason that the subject had been brought up at all so early in the day lay in the fact that mrs Bird never allowed her babies to go over night unnamed.	true	137.48	145.84	13
1061_146197_000020_000001	She was a person of so great decision of character that she would have blushed at such a thing; she said that to let blessed babies go dangling and dawdling about without names, for months and months, was enough to ruin them for life.	She was a person of so great decision of character that she would have blushed at such a thing; she said that to let blessed babies go dangling and dawdling about without names, for months and months, was enough to ruin them for life.	true	146	158.47	21
1061_146197_000020_000002	She also said that if one could not make up one's mind in twenty-four hours it was a sign that--but I will not repeat the rest, as it might prejudice you against the most charming woman in the world.	She also said that if one could not make up one's mind in twenty four hours it was a sign that-but I will not repeat the rest, as it might prejudice you against the most charming woman in the world.	true	158.72	169.03	21.181252
1061_146197_000021_000000	So Donald took his new velocipede and went out to ride up and down the stone pavement and notch the shins of innocent people as they passed by, while Paul spun his musical top on the front steps.	So Donald took his new velocipede and went out to ride up and down the stone pavement and notch the shins of innocent people as they passed by, while Paul spun his musical top on the front steps.	true	169.58	179.32	19
1061_146197_000022_000000	But Hugh refused to leave the scene of action.	But Hugh refused to leave the scene of action.	true	179.93	182.29	16
1061_146197_000022_000001	He seated himself on the top stair in the hall, banged his head against the railing a few times, just by way of uncorking the vials of his wrath, and then subsided into gloomy silence, waiting to declare war if more "first girl babies" were thrust upon a family already surfeited with that unnecessary article.	He seated himself on the top stair in the hall, banged his head against the railing a few times, just by way of uncorking the vials of his wrath, and then subsided into gloomy silence, waiting to declare war if more "first girl babies" were thrust upon a family already surfeited with that unnecessary article.	true	182.54	200.05	17
1061_146197_000023_000000	Meanwhile dear Mrs. Bird lay in her room, weak, but safe and happy with her sweet girl baby by her side and the heaven of motherhood opening before her.	Meanwhile dear mrs Bird lay in her room, weak, but safe and happy with her sweet girl baby by her side and the heaven of motherhood opening before her.	true	200.78	209.86	20
1061_146197_000023_000001	Nurse was making gruel in the kitchen, and the room was dim and quiet.	Nurse was making gruel in the kitchen, and the room was dim and quiet.	true	210.17	214.03	20.603691
1061_146197_000023_000002	There was a cheerful open fire in the grate, but though the shutters were closed, the side windows that looked out on the Church of our Saviour, next door, were wide open.	There was a cheerful open fire in the grate, but though the shutters were closed, the side windows that looked out on the Church of our Saviour, next door, were wide open.	true	214.85	223.18	17
1061_146197_000024_000000	Suddenly a sound of music poured out into the bright air and drifted into the chamber.	Suddenly a sound of music poured out into the bright air and drifted into the chamber.	true	225.05	229.99	19
1061_146197_000024_000001	It was the boy-choir singing Christmas anthems. Higher and higher rose the clear, fresh voices, full of hope and cheer, as children's voices always are.	It was the boy choir singing Christmas anthems. Higher and higher rose the clear, fresh voices, full of hope and cheer, as children's voices always are.	true	230.18	239.35	20
1061_146197_000024_000002	Fuller and fuller grew the burst of melody as one glad strain fell upon another in joyful harmony:	Fuller and fuller grew the burst of melody as one glad strain fell upon another in joyful harmony:	true	239.51	246.91	21.792278
1061_146197_000025_000000	"Carol, brothers, carol, Carol joyfully, Carol the good tidings, Carol merrily! And pray a gladsome Christmas For all your fellow-men; Carol, brothers, carol, Christmas Day again."	"Carol, brothers, carol, Carol joyfully, Carol the good tidings, Carol merrily! And pray a gladsome Christmas For all your fellow men; Carol, brothers, carol, Christmas Day again."	false	247.4	273.19	15
1061_146197_000026_000000	One verse followed another always with the same glad refrain:	One verse followed another always with the same glad refrain:	true	275.24	279.16	17
1061_146197_000027_000000	"And pray a gladsome Christmas For all your fellow-men: Carol, brothers, carol, Christmas Day again."	"And pray a gladsome Christmas For all your fellow men: Carol, brothers, carol, Christmas Day again."	false	279.5	292.21	15
1061_146197_000028_000000	Mrs. Bird thought, as the music floated in upon her gentle sleep, that she had slipped into heaven with her new baby, and that the angels were bidding them welcome.	mrs Bird thought, as the music floated in upon her gentle sleep, that she had slipped into heaven with her new baby, and that the angels were bidding them welcome.	true	293.69	302.74	22
1061_146197_000028_000001	But the tiny bundle by her side stirred a little, and though it was scarcely more than the ruffling of a feather, she awoke; for the mother-ear is so close to the heart that it can hear the faintest whisper of a child.	But the tiny bundle by her side stirred a little, and though it was scarcely more than the ruffling of a feather, she awoke; for the mother ear is so close to the heart that it can hear the faintest whisper of a child.	true	303.02	314.53	19.732063
1061_146197_000029_000000	She opened her eyes and drew the baby closer.	She opened her eyes and drew the baby closer.	true	314.96	317.74	20
1061_146197_000029_000001	It looked like a rose dipped in milk, she thought, this pink and white blossom of girlhood, or like a pink cherub, with its halo of pale yellow hair, finer than floss silk.	It looked like a rose dipped in milk, she thought, this pink and white blossom of girlhood, or like a pink cherub, with its halo of pale yellow hair, finer than floss silk.	true	317.99	328.78	22.4028
1061_146197_000030_000000	"Carol, brothers, carol, Carol joyfully, Carol the good tidings, Carol merrily!"	"Carol, brothers, carol, Carol joyfully, Carol the good tidings, Carol merrily!"	false	329.42	341.82	17
1061_146197_000031_000000	The voices were brimming over with joy.	The voices were brimming over with joy.	true	341.82	344.62	16
1061_146197_000032_000000	"Why, my baby," whispered Mrs. Bird in soft surprise, "I had forgotten what day it was.	"Why, my baby," whispered mrs Bird in soft surprise, "I had forgotten what day it was.	true	345.11	350.8	23.61211
1061_146197_000032_000001	You are a little Christmas child, and we will name you 'Carol'--mother's little Christmas Carol!"	You are a little Christmas child, and we will name you 'Carol'--mother's little Christmas Carol!"	true	351.29	357.13	20
1061_146197_000033_000000	"What!" said Mr. Bird, coming in softly and closing the door behind him.	"What!" said mr Bird, coming in softly and closing the door behind him.	true	358.37	362.86	20
1061_146197_000034_000000	"Why, Donald, don't you think 'Carol' is a sweet name for a Christmas baby?	"Why, Donald, don't you think 'Carol' is a sweet name for a Christmas baby?	true	363.23	367	15
1061_146197_000034_000001	It came to me just a moment ago in the singing as I was lying here half asleep and half awake."	It came to me just a moment ago in the singing as I was lying here half asleep and half awake."	true	367.37	372.76	19.188946
1061_146197_000035_000000	"I think it is a charming name, dear heart, and that it sounds just like you, and I hope that, being a girl, this baby has some chance of being as lovely as her mother," at which speech from the baby's papa, Mrs. Bird, though she was as weak and tired as she could be, blushed with happiness.	"I think it is a charming name, dear heart, and that it sounds just like you, and I hope that, being a girl, this baby has some chance of being as lovely as her mother," at which speech from the baby's papa, mrs Bird, though she was as weak and tired as she could be, blushed with happiness.	true	373.73	390.82	22.016506
1061_146197_000036_000000	And so Carol came by her name.	And so Carol came by her name.	true	391.25	393.31	19
1061_146197_000037_000000	Of course, it was thought foolish by many people, though Uncle Jack declared laughingly that it was very strange if a whole family of Birds could not be indulged in a single Carol; and Grandma, who adored the child, thought the name much more appropriate than Lucy, but was glad that people would probably think it short for Caroline.	Of course, it was thought foolish by many people, though Uncle Jack declared laughingly that it was very strange if a whole family of Birds could not be indulged in a single Carol; and Grandma, who adored the child, thought the name much more appropriate than Lucy, but was glad that people would probably think it short for Caroline.	true	393.86	410.53	17
1061_146197_000038_000000	Perhaps because she was born in holiday time, Carol was a very happy baby.	Perhaps because she was born in holiday time, Carol was a very happy baby.	true	411.05	415.57	18
1061_146197_000038_000001	Of course, she was too tiny to understand the joy of Christmas-tide, but people say there is everything in a good beginning, and she may have breathed-in unconsciously the fragrance of evergreens and holiday dinners; while the peals of sleigh-bells and the laughter of happy children may have fallen upon her baby ears and wakened in them a glad surprise at the merry world she had come to live in.	Of course, she was too tiny to understand the joy of Christmas tide, but people say there is everything in a good beginning, and she may have breathed in unconsciously the fragrance of evergreens and holiday dinners; while the peals of sleigh bells and the laughter of happy children may have fallen upon her baby ears and wakened in them a glad surprise at the merry world she had come to live in.	true	417.14	438.4	16
1061_146197_000039_000000	Her cheeks and lips were as red as holly berries; her hair was for all the world the color of a Christmas candle-flame; her eyes were bright as stars; her laugh like a chime of Christmas bells, and her tiny hands forever outstretched in giving.	Her cheeks and lips were as red as holly berries; her hair was for all the world the color of a Christmas candle flame; her eyes were bright as stars; her laugh like a chime of Christmas bells, and her tiny hands forever outstretched in giving.	true	439.07	452.83	18
1061_146197_000040_000000	Such a generous little creature you never saw!	Such a generous little creature you never saw!	true	453.26	455.74	17
1061_146197_000040_000001	A spoonful of bread and milk had always to be taken by Mama or nurse before Carol could enjoy her supper; and whatever bit of cake or sweetmeat found its way into her pretty fingers, it was straightway broken in half and shared with Donald, Paul or Hugh; and, when they made believe nibble the morsel with affected enjoyment, she would clap her hands and crow with delight.	A spoonful of bread and milk had always to be taken by Mama or nurse before Carol could enjoy her supper; and whatever bit of cake or sweetmeat found its way into her pretty fingers, it was straightway broken in half and shared with Donald, Paul or Hugh; and, when they made believe nibble the morsel with affected enjoyment, she would clap her hands and crow with delight.	true	455.84	474.88	17
1061_146197_000040_000002	"Why does she do it?" asked Donald, thoughtfully; "None of us boys ever did." "I hardly know," said Mama, catching her darling to her heart, "except that she is a little Christmas child, and so she has a tiny share of the blessedest birthday the world ever saw!"	"Why does she do it?" asked Donald, thoughtfully; "None of us boys ever did." "I hardly know," said Mama, catching her darling to her heart, "except that she is a little Christmas child, and so she has a tiny share of the blessedest birthday the world ever saw!"	false	475.52	499.71	19.22515
