2256_137627_000000_000000	CHAPTER XXXVI.	CHAPTER thirty six.	false	2.25	3.21	23.874681
2256_137627_000001_000011	So leave we them a little while in the old castle with the old knight Sir Darras.	So leave we them a little while in the old castle with the old knight Sir Darras.	true	153.95	158.86	16
2256_137627_000002_000000	Now shall we speak of King Arthur, that said to Sir Launcelot: Had not ye been we had not lost Sir Tristram, for he was here daily unto the time ye met with him, and in an evil time, said Arthur, ye encountered with him.	Now shall we speak of King Arthur, that said to Sir Launcelot: Had not ye been we had not lost Sir Tristram, for he was here daily unto the time ye met with him, and in an evil time, said Arthur, ye encountered with him.	false	159.44	175.15	21.82046
2256_137627_000002_000001	My lord Arthur, said Launcelot, ye put upon me that I should be cause of his departition; God knoweth it was against my will.	My lord Arthur, said Launcelot, ye put upon me that I should be cause of his departition; God knoweth it was against my will.	true	175.46	185.38	22.4651
2256_137627_000002_000002	But when men be hot in deeds of arms oft they hurt their friends as well as their foes.	But when men be hot in deeds of arms oft they hurt their friends as well as their foes.	true	185.87	192.1	22
2256_137627_000002_000003	And my lord, said Sir Launcelot, ye shall understand that Sir Tristram is a man that I am loath to offend, for he hath done for me more than ever I did for him as yet.	And my lord, said Sir Launcelot, ye shall understand that Sir Tristram is a man that I am loath to offend, for he hath done for me more than ever I did for him as yet.	false	192.77	204.31	23.196999
2256_137627_000002_000004	But then Sir Launcelot made bring forth a book: and then Sir Launcelot said: Here we are ten knights that will swear upon a book never to rest one night where we rest another this twelvemonth until that we find Sir Tristram.	But then Sir Launcelot made bring forth a book: and then Sir Launcelot said: Here we are ten knights that will swear upon a book never to rest one night where we rest another this twelvemonth until that we find Sir Tristram.	false	204.56	218.5	23.969921
2256_137627_000002_000005	And as for me, said Sir Launcelot, I promise you upon this book that an I may meet with him, either with fairness or foulness I shall bring him to this court, or else I shall die therefore.	And as for me, said Sir Launcelot, I promise you upon this book that an I may meet with him, either with fairness or foulness I shall bring him to this court, or else I shall die therefore.	true	218.93	233.41	22.47895
2256_137627_000002_000006	And the names of these ten knights that had undertaken this quest were these following: First was Sir Launcelot, Sir Ector de Maris, Sir Bors de Ganis, and Bleoberis, and Sir Blamore de Ganis, and Lucan the Butler, Sir Uwaine, Sir Galihud Lionel, and Galiodin.	And the names of these ten knights that had undertaken this quest were these following: First was Sir Launcelot, Sir Ector de Maris, Sir Bors de Ganis, and Bleoberis, and Sir Blamore de Ganis, and Lucan the Butler, Sir Uwaine, Sir Galihud Lionel, and Galiodin.	false	233.9	255.64	20.190601
2256_137627_000002_000007	So these ten noble knights departed from the court of King Arthur, and so they rode upon their quest together until they came to a cross where departed four ways, and there departed the fellowship in four to seek Sir Tristram.	So these ten noble knights departed from the court of King Arthur, and so they rode upon their quest together until they came to a cross where departed four ways, and there departed the fellowship in four to seek Sir Tristram.	false	256.61	271.42	23.763384
2256_137627_000003_000000	And as Sir Launcelot rode by adventure he met with Dame Bragwaine that was sent into that country to seek Sir Tristram, and she fled as fast as her palfrey might go.	And as Sir Launcelot rode by adventure he met with Dame Bragwaine that was sent into that country to seek Sir Tristram, and she fled as fast as her palfrey might go.	false	272.21	282.76	23.235939
2256_137627_000003_000001	So Sir Launcelot met with her and asked her why she fled.	So Sir Launcelot met with her and asked her why she fled.	true	283.13	286.57	20
2256_137627_000003_000002	Ah, fair knight, said Dame Bragwaine, I flee for dread of my life, for here followeth me Sir Breuse Saunce Pite to slay me.	Ah, fair knight, said Dame Bragwaine, I flee for dread of my life, for here followeth me Sir Breuse Saunce Pite to slay me.	false	287.36	296.83	21.28684
2256_137627_000003_000003	Hold you nigh me, said Sir Launcelot.	Hold you nigh me, said Sir Launcelot.	true	297.29	299.86	14.596443
2256_137627_000003_000004	Then when Sir Launcelot saw Sir Breuse Saunce Pite, Sir Launcelot cried unto him, and said: False knight destroyer of ladies and damosels, now thy last days be come.	Then when Sir Launcelot saw Sir Breuse Saunce Pite, Sir Launcelot cried unto him, and said: False knight destroyer of ladies and damosels, now thy last days be come.	false	300.29	310.69	20.72096
2256_137627_000003_000005	When Sir Breuse Saunce Pite saw Sir Launcelot's shield he knew it well, for at that time he bare not the arms of Cornwall, but he bare his own shield. And then Sir Breuse fled, and Sir Launcelot followed after him.	When Sir Breuse Saunce Pite saw Sir Launcelot's shield he knew it well, for at that time he bare not the arms of Cornwall, but he bare his own shield. And then Sir Breuse fled, and Sir Launcelot followed after him.	false	311.03	326.205	22.299269
2256_137627_000003_000006	But Sir Breuse was so well horsed that when him list to flee he might well flee, and also abide when him list.	But Sir Breuse was so well horsed that when him list to flee he might well flee, and also abide when him list.	false	326.205	333.67	21.86103
2256_137627_000003_000007	And then Sir Launcelot returned unto Dame Bragwaine, and she thanked him of his great labour.	And then Sir Launcelot returned unto Dame Bragwaine, and she thanked him of his great labour.	true	333.77	339.79	22.347431
2256_137627_000004_000000	CHAPTER XXXVII.	CHAPTER thirty seven.	true	340.04	341.76	16
2256_137627_000004_000001	How Sir Tristram, Sir Palomides, and Sir Dinadan were taken and put in prison.	How Sir Tristram, Sir Palomides, and Sir Dinadan were taken and put in prison.	false	341.76	342.855	-20
2256_137627_000005_000000	NOW will we speak of Sir Lucan the butler, that by fortune he came riding to the same place thereas was Sir Tristram, and in he came in none other intent but to ask harbour.	NOW will we speak of Sir Lucan the butler, that by fortune he came riding to the same place thereas was Sir Tristram, and in he came in none other intent but to ask harbour.	true	342.855	353.23	20
2256_137627_000005_000001	Then the porter asked what was his name.	Then the porter asked what was his name.	true	353.78	356.08	26.149601
2256_137627_000005_000002	Tell your lord that my name is Sir Lucan, the butler, a Knight of the Round Table.	Tell your lord that my name is Sir Lucan, the butler, a Knight of the Round Table.	true	356.12	360.88	23.768234
2256_137627_000005_000003	So the porter went unto Sir Darras, lord of the place, and told him who was there to ask harbour.	So the porter went unto Sir Darras, lord of the place, and told him who was there to ask harbour.	true	361.1	366.52	23
2256_137627_000005_000004	Nay, nay, said Sir Daname, that was nephew to Sir Darras, say him that he shall not be lodged here, but let him wit that I, Sir Daname, will meet with him anon, and bid him make him ready.	Nay, nay, said Sir Daname, that was nephew to Sir Darras, say him that he shall not be lodged here, but let him wit that I, Sir Daname, will meet with him anon, and bid him make him ready.	false	366.59	378.49	23.480907
2256_137627_000005_000005	So Sir Daname came forth on horseback, and there they met together with spears, and Sir Lucan smote down Sir Daname over his horse's croup, and then he fled into that place, and Sir Lucan rode after him, and asked after him many times.	So Sir Daname came forth on horseback, and there they met together with spears, and Sir Lucan smote down Sir Daname over his horse's croup, and then he fled into that place, and Sir Lucan rode after him, and asked after him many times.	true	378.92	394.51	22.792826
2256_137627_000006_000000	Then Sir Dinadan said to Sir Tristram: It is shame to see the lord's cousin of this place defoiled.	Then Sir Dinadan said to Sir Tristram: It is shame to see the lord's cousin of this place defoiled.	true	395	401.44	21.864397
2256_137627_000006_000001	Abide, said Sir Tristram, and I shall redress it.	Abide, said Sir Tristram, and I shall redress it.	true	401.45	405.55	24.380512
2256_137627_000006_000002	And in the meanwhile Sir Dinadan was on horseback, and he jousted with Lucan the butler, and there Sir Lucan smote Dinadan through the thick of the thigh, and so he rode his way; and Sir Tristram was wroth that Sir Dinadan was hurt, and followed after, and thought to avenge him; and within a while he overtook Sir Lucan, and bade him turn; and so they met together so that Sir Tristram hurt Sir Lucan passing sore and gave him a fall.	And in the meanwhile Sir Dinadan was on horseback, and he jousted with Lucan the butler, and there Sir Lucan smote Dinadan through the thick of the thigh, and so he rode his way; and Sir Tristram was wroth that Sir Dinadan was hurt, and followed after, and thought to avenge him; and within a while he overtook Sir Lucan, and bade him turn; and so they met together so that Sir Tristram hurt Sir Lucan passing sore and gave him a fall.	true	406.01	436.39	22.061619
2256_137627_000006_000003	With that came Sir Uwaine, a gentle knight, and when he saw Sir Lucan so hurt he called Sir Tristram to joust with him.	With that came Sir Uwaine, a gentle knight, and when he saw Sir Lucan so hurt he called Sir Tristram to joust with him.	false	437.15	444.67	25.221827
2256_137627_000006_000004	Fair knight, said Sir Tristram, tell me your name I require you. Sir knight, wit ye well my name is Sir Uwaine le Fise de Roy Ureine.	Fair knight, said Sir Tristram, tell me your name I require you. Sir knight, wit ye well my name is Sir Uwaine le Fise de Roy Ureine.	false	445.04	456.48	22.404242
2256_137627_000006_000005	Ah, said Sir Tristram, by my will I would not have ado with you at no time. Ye shall not so, said Sir Uwaine, but ye shall have ado with me. And then Sir Tristram saw none other bote, but rode against him, and overthrew Sir Uwaine and hurt him in the side, and so he departed unto his lodging again.	Ah, said Sir Tristram, by my will I would not have ado with you at no time. Ye shall not so, said Sir Uwaine, but ye shall have ado with me. And then Sir Tristram saw none other bote, but rode against him, and overthrew Sir Uwaine and hurt him in the side, and so he departed unto his lodging again.	false	456.48	479.14	19.91528
2256_137627_000006_000006	And when Sir Dinadan understood that Sir Tristram had hurt Sir Lucan he would have ridden after Sir Lucan for to have slain him, but Sir Tristram would not suffer him.	And when Sir Dinadan understood that Sir Tristram had hurt Sir Lucan he would have ridden after Sir Lucan for to have slain him, but Sir Tristram would not suffer him.	true	479.78	489.22	22.075659
2256_137627_000006_000007	Then Sir Uwaine let ordain an horse litter, and brought Sir Lucan to the abbey of Ganis, and the castle thereby hight the Castle of Ganis, of the which Sir Bleoberis was lord.	Then Sir Uwaine let ordain an horse litter, and brought Sir Lucan to the abbey of Ganis, and the castle thereby hight the Castle of Ganis, of the which Sir Bleoberis was lord.	false	489.65	501.88	23.947014
2256_137627_000006_000008	And at that castle Sir Launcelot promised all his fellows to meet in the quest of Sir Tristram.	And at that castle Sir Launcelot promised all his fellows to meet in the quest of Sir Tristram.	true	502.4	508.39	25.82426
2256_137627_000007_000000	So when Sir Tristram was come to his lodging there came a damosel that told Sir Darras that three of his sons were slain at that tournament, and two grievously wounded that they were never like to help themself. And all this was done by a noble knight that bare the black shield, and that was he that bare the prize.	So when Sir Tristram was come to his lodging there came a damosel that told Sir Darras that three of his sons were slain at that tournament, and two grievously wounded that they were never like to help themself. And all this was done by a noble knight that bare the black shield, and that was he that bare the prize.	true	508.64	528.49	22.536253
2256_137627_000007_000001	Then came there one and told Sir Darras that the same knight was within, him that bare the black shield.	Then came there one and told Sir Darras that the same knight was within, him that bare the black shield.	true	529.25	535.6	27
2256_137627_000007_000002	Then Sir Darras yede unto Sir Tristram's chamber, and there he found his shield and showed it to the damosel.	Then Sir Darras yede unto Sir Tristram's chamber, and there he found his shield and showed it to the damosel.	true	535.97	543.19	21.400387
2256_137627_000007_000003	Ah sir, said the damosel, that same is he that slew your three sons.	Ah sir, said the damosel, that same is he that slew your three sons.	true	544.1	549.82	23.35901
2256_137627_000007_000004	Then without any tarrying Sir Darras put Sir Tristram, and Sir Palomides, and Sir Dinadan, within a strong prison, and there Sir Tristram was like to have died of great sickness; and every day Sir Palomides would reprove Sir Tristram of old hate betwixt them.	Then without any tarrying Sir Darras put Sir Tristram, and Sir Palomides, and Sir Dinadan, within a strong prison, and there Sir Tristram was like to have died of great sickness; and every day Sir Palomides would reprove Sir Tristram of old hate betwixt them.	false	550.07	566.8	23.175676
2256_137627_000007_000005	And ever Sir Tristram spake fair and said little.	And ever Sir Tristram spake fair and said little.	false	566.87	570.22	19.931639
2256_137627_000007_000006	But when Sir Palomides saw the falling of sickness of Sir Tristram, then was he heavy for him, and comforted him in all the best wise he could.	But when Sir Palomides saw the falling of sickness of Sir Tristram, then was he heavy for him, and comforted him in all the best wise he could.	true	570.26	579.19	20.918274
2256_137627_000007_000007	And as the French book saith, there came forty knights to Sir Darras that were of his own kin, and they would have slain Sir Tristram and his two fellows, but Sir Darras would not suffer that, but kept them in prison, and meat and drink they had.	And as the French book saith, there came forty knights to Sir Darras that were of his own kin, and they would have slain Sir Tristram and his two fellows, but Sir Darras would not suffer that, but kept them in prison, and meat and drink they had.	true	579.53	595.15	23.764448
2256_137627_000007_000008	So Sir Tristram endured there great pain, for sickness had undertaken him, and that is the greatest pain a prisoner may have.	So Sir Tristram endured there great pain, for sickness had undertaken him, and that is the greatest pain a prisoner may have.	true	595.31	603.1	24.237417
2256_137627_000007_000009	For all the while a prisoner may have his health of body he may endure under the mercy of God and in hope of good deliverance; but when sickness toucheth a prisoner's body, then may a prisoner say all wealth is him bereft, and then he hath cause to wail and to weep.	For all the while a prisoner may have his health of body he may endure under the mercy of God and in hope of good deliverance; but when sickness toucheth a prisoner's body, then may a prisoner say all wealth is him bereft, and then he hath cause to wail and to weep.	false	603.26	620.355	22.048712
2256_137627_000007_000010	Right so did Sir Tristram when sickness had undertaken him, for then he took such sorrow that he had almost slain himself.	Right so did Sir Tristram when sickness had undertaken him, for then he took such sorrow that he had almost slain himself.	true	620.355	628.93	22.536028
2256_137627_000008_000000	CHAPTER XXXVIII.	CHAPTER thirty eight.	true	629.6	631.32	29.177458
2256_137627_000008_000001	How King Mark was sorry for the good renown of Sir Tristram.	How King Mark was sorry for the good renown of Sir Tristram.	false	631.32	631.92	-20
2256_137627_000008_000002	Some of King Arthur's knights jousted with knights of Cornwall.	Some of King Arthur's knights jousted with knights of Cornwall.	false	631.92	632.415	-20
2256_137627_000009_000000	NOW will we speak, and leave Sir Tristram, Sir Palomides, and Sir Dinadan in prison, and speak we of other knights that sought after Sir Tristram many divers parts of this land.	NOW will we speak, and leave Sir Tristram, Sir Palomides, and Sir Dinadan in prison, and speak we of other knights that sought after Sir Tristram many divers parts of this land.	false	632.415	643.14	22
2256_137627_000009_000001	And some yede into Cornwall; and by adventure Sir Gaheris, nephew unto King Arthur, came unto King Mark, and there he was well received and sat at King Mark's own table and ate of his own mess.	And some yede into Cornwall; and by adventure Sir Gaheris, nephew unto King Arthur, came unto King Mark, and there he was well received and sat at King Mark's own table and ate of his own mess.	false	643.14	655.36	21.4439
2256_137627_000009_000002	Then King Mark asked Sir Gaheris what tidings there were in the realm of Logris.	Then King Mark asked Sir Gaheris what tidings there were in the realm of Logris.	false	655.82	660.88	22.847916
2256_137627_000009_000003	Sir, said Sir Gaheris, the king reigneth as a noble knight; and now but late there was a great jousts and tournament as ever I saw any in the realm of Logris, and the most noble knights were at that jousts.	Sir, said Sir Gaheris, the king reigneth as a noble knight; and now but late there was a great jousts and tournament as ever I saw any in the realm of Logris, and the most noble knights were at that jousts.	false	661.46	675.4	23.016552
2256_137627_000009_000004	But there was one knight that did marvellously three days, and he bare a black shield, and of all knights that ever I saw he proved the best knight.	But there was one knight that did marvellously three days, and he bare a black shield, and of all knights that ever I saw he proved the best knight.	true	675.53	684.69	23
2256_137627_000009_000005	Then, said King Mark, that was Sir Launcelot, or Sir Palomides the paynim.	Then, said King Mark, that was Sir Launcelot, or Sir Palomides the paynim.	false	684.69	691.24	21.852404
2256_137627_000009_000006	Not so, said Sir Gheris, for both Sir Launcelot and Sir Palomides were on the contrary party against the Knight with the Black Shield.	Not so, said Sir Gheris, for both Sir Launcelot and Sir Palomides were on the contrary party against the Knight with the Black Shield.	false	691.97	700.3	22.706234
2256_137627_000009_000007	Then was it Sir Tristram, said the king.	Then was it Sir Tristram, said the king.	false	701.33	704.52	25
2256_137627_000009_000008	Yea, said Sir Gaheris.	Yea, said Sir Gaheris.	false	704.52	708	21.259907
2256_137627_000009_000009	And therewithal the king smote down his head, and in his heart he feared sore that Sir Tristram should get him such worship in the realm of Logris wherethrough that he himself should not be able to withstand him.	And therewithal the king smote down his head, and in his heart he feared sore that Sir Tristram should get him such worship in the realm of Logris wherethrough that he himself should not be able to withstand him.	true	708	720.31	23
2256_137627_000009_000010	Thus Sir Gaheris had great cheer with King Mark, and with Queen La Beale Isoud, the which was glad of Sir Gaheris' words; for well she wist by his deeds and manners that it was Sir Tristram.	Thus Sir Gaheris had great cheer with King Mark, and with Queen La Beale Isoud, the which was glad of Sir Gaheris' words; for well she wist by his deeds and manners that it was Sir Tristram.	false	720.8	733.42	21.55048
2256_137627_000009_000011	And then the king made a feast royal, and to that feast came Sir Uwaine le Fise de Roy Ureine, and some called him Uwaine le Blanchemains.	And then the king made a feast royal, and to that feast came Sir Uwaine le Fise de Roy Ureine, and some called him Uwaine le Blanchemains.	false	733.58	743.88	24.366838
2256_137627_000009_000012	And this Sir Uwaine challenged all the knights of Cornwall.	And this Sir Uwaine challenged all the knights of Cornwall.	false	743.88	747.31	18
2256_137627_000009_000013	Then was the king wood wroth that he had no knights to answer him.	Then was the king wood wroth that he had no knights to answer him.	true	747.56	751.93	23
2256_137627_000009_000014	Then Sir Andred, nephew unto King Mark, leapt up and said: I will encounter with Sir Uwaine.	Then Sir Andred, nephew unto King Mark, leapt up and said: I will encounter with Sir Uwaine.	false	751.97	758.37	25.806105
2256_137627_000009_000015	Then he yede and armed him and horsed him in the best manner.	Then he yede and armed him and horsed him in the best manner.	false	758.37	761.91	20
2256_137627_000009_000016	And there Sir Uwaine met with Sir Andred, and smote him down that he swooned on the earth.	And there Sir Uwaine met with Sir Andred, and smote him down that he swooned on the earth.	false	761.91	767.26	22.196663
2256_137627_000009_000017	Then was King Mark sorry and wroth out of measure that he had no knight to revenge his nephew, Sir Andred.	Then was King Mark sorry and wroth out of measure that he had no knight to revenge his nephew, Sir Andred.	true	767.9	775.15	23.398825
2256_137627_000010_000000	So the king called unto him Sir Dinas, the Seneschal, and prayed him for his sake to take upon him to joust with Sir Uwaine.	So the king called unto him Sir Dinas, the Seneschal, and prayed him for his sake to take upon him to joust with Sir Uwaine.	false	775.16	783.15	24.40356
2256_137627_000010_000001	Sir, said Sir Dinas, I am full loath to have ado with any knight of the Round Table.	Sir, said Sir Dinas, I am full loath to have ado with any knight of the Round Table.	true	783.15	789.4	22.755377
2256_137627_000010_000002	Yet, said the king, for my love take upon thee to joust.	Yet, said the king, for my love take upon thee to joust.	true	789.41	794.41	23.395615
2256_137627_000010_000003	So Sir Dinas made him ready, and anon they encountered together with great spears, but Sir Dinas was overthrown, horse and man, a great fall.	So Sir Dinas made him ready, and anon they encountered together with great spears, but Sir Dinas was overthrown, horse and man, a great fall.	false	794.78	803.92	22
2256_137627_000010_000004	Who was wroth but King Mark!	Who was wroth but King Mark!	true	803.96	806.56	19.127447
2256_137627_000010_000005	Alas, he said, have I no knight that will encounter with yonder knight?	Alas, he said, have I no knight that will encounter with yonder knight?	true	806.87	813.22	20.982922
2256_137627_000010_000006	Sir, said Sir Gaheris, for your sake I will joust.	Sir, said Sir Gaheris, for your sake I will joust.	false	813.47	818.28	22.052885
2256_137627_000010_000007	So Sir Gaheris made him ready, and when he was armed he rode into the field. And when Sir Uwaine saw Sir Gaheris' shield he rode to him and said: Sir, ye do not your part.	So Sir Gaheris made him ready, and when he was armed he rode into the field. And when Sir Uwaine saw Sir Gaheris' shield he rode to him and said: Sir, ye do not your part.	false	818.28	831.75	20.773102
2256_137627_000010_000008	For, sir, the first time ye were made Knight of the Round Table ye sware that ye should not have ado with your fellowship wittingly.	For, sir, the first time ye were made Knight of the Round Table ye sware that ye should not have ado with your fellowship wittingly.	false	831.75	840.88	22
2256_137627_000010_000009	And pardie, Sir Gaheris, ye knew me well enough by my shield, and so do I know you by your shield, and though ye would break your oath I would not break mine; for there is not one here, nor ye, that shall think I am afeard of you, but I durst right well have ado with you, and yet we be sisters' sons.	And pardie, Sir Gaheris, ye knew me well enough by my shield, and so do I know you by your shield, and though ye would break your oath I would not break mine; for there is not one here, nor ye, that shall think I am afeard of you, but I durst right well have ado with you, and yet we be sisters' sons.	false	841.28	863.86	21.069403
2256_137627_000010_000010	Then was Sir Gaheris ashamed, and so therewithal every knight went their way, and Sir Uwaine rode into the country.	Then was Sir Gaheris ashamed, and so therewithal every knight went their way, and Sir Uwaine rode into the country.	false	864.29	872.62	24.102768
2256_137627_000011_000000	Then King Mark armed him, and took his horse and his spear, with a squire with him.	Then King Mark armed him, and took his horse and his spear, with a squire with him.	true	872.93	877.9	22
2256_137627_000011_000001	And then he rode afore Sir Uwaine, and suddenly at a gap he ran upon him as he that was not ware of him, and there he smote him almost through the body, and there left him.	And then he rode afore Sir Uwaine, and suddenly at a gap he ran upon him as he that was not ware of him, and there he smote him almost through the body, and there left him.	false	878.06	890.02	23.82049
2256_137627_000011_000002	So within a while there came Sir Kay and found Sir Uwaine, and asked him how he was hurt.	So within a while there came Sir Kay and found Sir Uwaine, and asked him how he was hurt.	false	890.09	895.87	23.046894
2256_137627_000011_000003	I wot not, said Sir Uwaine, why nor wherefore, but by treason I am sure I gat this hurt; for here came a knight suddenly upon me or that I was ware, and suddenly hurt me.	I wot not, said Sir Uwaine, why nor wherefore, but by treason I am sure I gat this hurt; for here came a knight suddenly upon me or that I was ware, and suddenly hurt me.	false	896.18	912.28	23.878607
2256_137627_000011_000004	Then there was come Sir Andred to seek King Mark. Thou traitor knight, said Sir Kay, an I wist it were thou that thus traitorly hast hurt this noble knight thou shouldst never pass my hands. Sir, said Sir Andred, I did never hurt him, and that I will report me to himself.	Then there was come Sir Andred to seek King Mark. Thou traitor knight, said Sir Kay, an I wist it were thou that thus traitorly hast hurt this noble knight thou shouldst never pass my hands. Sir, said Sir Andred, I did never hurt him, and that I will report me to himself.	false	912.86	934.23	22.462494
2256_137627_000011_000005	Fie on you false knight, said Sir Kay, for ye of Cornwall are nought worth.	Fie on you false knight, said Sir Kay, for ye of Cornwall are nought worth.	true	934.23	940.84	23.628147
2256_137627_000011_000006	So Sir Kay made carry Sir Uwaine to the Abbey of the Black Cross, and there he was healed.	So Sir Kay made carry Sir Uwaine to the Abbey of the Black Cross, and there he was healed.	false	941.24	946.66	21.125906
2256_137627_000011_000007	And then Sir Gaheris took his leave of King Mark, but or he departed he said: Sir king, ye did a foul shame unto you and your court, when ye banished Sir Tristram out of this country, for ye needed not to have doubted no knight an he had been here.	And then Sir Gaheris took his leave of King Mark, but or he departed he said: Sir king, ye did a foul shame unto you and your court, when ye banished Sir Tristram out of this country, for ye needed not to have doubted no knight an he had been here.	false	946.94	964.57	23.099522
2256_137627_000011_000008	And so he departed.	And so he departed.	true	964.91	966.91	24.23817
2256_137627_000012_000000	CHAPTER XXXIX.	CHAPTER thirty nine.	true	967.67	969.27	20.026978
2256_137627_000012_000001	Of the treason of King Mark, and how Sir Gaheris smote him down and Andred his cousin.	Of the treason of King Mark, and how Sir Gaheris smote him down and Andred his cousin.	false	969.27	970.545	-20
2256_137627_000013_000000	THEN there came Sir Kay, the Seneschal, unto King Mark, and there he had good cheer showing outward.	THEN there came Sir Kay, the Seneschal, unto King Mark, and there he had good cheer showing outward.	true	970.545	976.6	20.77426
2256_137627_000013_000001	Now, fair lords, said he, will ye prove any adventure in the forest of Morris, in the which I know well is as hard an adventure as I know any.	Now, fair lords, said he, will ye prove any adventure in the forest of Morris, in the which I know well is as hard an adventure as I know any.	true	977.06	986.2	19.464365
2256_137627_000013_000002	Sir, said Sir Kay, I will prove it.	Sir, said Sir Kay, I will prove it.	true	986.42	989.71	20.304646
2256_137627_000013_000003	And Sir Gaheris said he would be avised for King Mark was ever full of treason: and therewithal Sir Gaheris departed and rode his way.	And Sir Gaheris said he would be avised for King Mark was ever full of treason: and therewithal Sir Gaheris departed and rode his way.	true	990.5	998.98	23
2256_137627_000013_000004	And by the same way that Sir Kay should ride he laid him down to rest, charging his squire to wait upon Sir Kay; And warn me when he cometh.	And by the same way that Sir Kay should ride he laid him down to rest, charging his squire to wait upon Sir Kay; And warn me when he cometh.	true	999.11	1007.89	20.57228
2256_137627_000013_000005	So within a while Sir Kay came riding that way, and then Sir Gaheris took his horse and met him, and said: Sir Kay, ye are not wise to ride at the request of King Mark, for he dealeth all with treason.	So within a while Sir Kay came riding that way, and then Sir Gaheris took his horse and met him, and said: Sir Kay, ye are not wise to ride at the request of King Mark, for he dealeth all with treason.	true	1008.14	1021.06	24.918497
2256_137627_000013_000006	Then said Sir Kay: I require you let us prove this adventure.	Then said Sir Kay: I require you let us prove this adventure.	true	1021.94	1026.22	23.27488
2256_137627_000013_000007	I shall not fail you, said Sir Gaheris.	I shall not fail you, said Sir Gaheris.	false	1026.38	1029.66	21.429344
2256_137627_000013_000008	And so they rode that time till a lake that was that time called the Perilous Lake, and there they abode under the shaw of the wood.	And so they rode that time till a lake that was that time called the Perilous Lake, and there they abode under the shaw of the wood.	true	1029.66	1037.5	19.212011
