7828_105179_000000_000000	Chapter XXIV	Chapter twenty four	false	0.39	2.76	24.109766
7828_105179_000004_000002	"I can go no farther.	"I can go no farther.	true	110.18	111.67	25.846994
7828_105179_000004_000003	Miss Kircher is rapidly weakening.	Miss Kircher is rapidly weakening.	false	111.98	114.13	29.588026
7828_105179_000004_000004	You will have to go on without me."	You will have to go on without me."	true	114.17	115.96	28.911098
7828_105179_000005_000000	"No," said the girl, "we cannot do that.	"No," said the girl, "we cannot do that.	true	116.15	119.53	28.509636
7828_105179_000005_000001	We have all been through so much together and the chances of our escape are still so remote that whatever comes, let us remain together, unless," and she looked up at Tarzan, "you, who have done so much for us to whom you are under no obligations, will go on without us.	We have all been through so much together and the chances of our escape are still so remote that whatever comes, let us remain together, unless," and she looked up at Tarzan, "you, who have done so much for us to whom you are under no obligations, will go on without us.	true	119.69	136	22.385609
7828_105179_000005_000002	I for one wish that you would.	I for one wish that you would.	false	136.52	138.64	24.861431
7828_105179_000005_000003	It must be as evident to you as it is to me that you cannot save us, for though you succeeded in dragging us from the path of our pursuers, even your great strength and endurance could never take one of us across the desert waste which lies between here and the nearest fertile country."	It must be as evident to you as it is to me that you cannot save us, for though you succeeded in dragging us from the path of our pursuers, even your great strength and endurance could never take one of us across the desert waste which lies between here and the nearest fertile country."	true	138.92	155.38	23.32167
7828_105179_000006_000000	The ape-man returned her serious look with a smile.	The ape man returned her serious look with a smile.	true	156.11	159.07	23
7828_105179_000006_000001	"You are not dead," he said to her, "nor is the lieutenant, nor Otobu, nor myself.	"You are not dead," he said to her, "nor is the lieutenant, nor Otobu, nor myself.	true	159.44	165.28	24.01481
7828_105179_000006_000002	One is either dead or alive, and until we are dead we should plan only upon continuing to live.	One is either dead or alive, and until we are dead we should plan only upon continuing to live.	false	165.47	172.06	19.69681
7828_105179_000006_000003	Because we remain here and rest is no indication that we shall die here.	Because we remain here and rest is no indication that we shall die here.	true	172.25	176.26	23.986393
7828_105179_000006_000004	I cannot carry you both to the country of the Wamabos, which is the nearest spot at which we may expect to find game and water, but we shall not give up on that account.	I cannot carry you both to the country of the Wamabos, which is the nearest spot at which we may expect to find game and water, but we shall not give up on that account.	false	176.54	185.2	23.822908
7828_105179_000006_000005	So far we have found a way.	So far we have found a way.	true	185.48	187.27	24.757233
7828_105179_000006_000006	Let us take things as they come.	Let us take things as they come.	true	187.43	189.22	33.03648
7828_105179_000006_000007	Let us rest now because you and Lieutenant Smith-Oldwick need the rest, and when you are stronger we will go on again."	Let us rest now because you and Lieutenant Smith Oldwick need the rest, and when you are stronger we will go on again."	true	189.29	196.36	23.901667
7828_105179_000007_000000	"But the Xujans--?" she asked, "may they not follow us here?"	"But the Xujans-?" she asked, "may they not follow us here?"	false	196.7	200.68	23.538723
7828_105179_000008_000000	"Yes," he said, "they probably will.	"Yes," he said, "they probably will.	true	201.17	203.77	23.51515
7828_105179_000008_000001	But we need not be concerned with them until they come."	But we need not be concerned with them until they come."	true	203.93	206.92	22.55389
7828_105179_000009_000000	"I wish," said the girl, "that I possessed your philosophy but I am afraid it is beyond me."	"I wish," said the girl, "that I possessed your philosophy but I am afraid it is beyond me."	true	207.08	213.01	26.06756
7828_105179_000010_000000	"You were not born and reared in the jungle by wild beasts and among wild beasts, or you would possess, as I do, the fatalism of the jungle."	"You were not born and reared in the jungle by wild beasts and among wild beasts, or you would possess, as I do, the fatalism of the jungle."	true	213.11	222.25	21.207329
7828_105179_000011_000000	And so they moved to the side of the gorge beneath the shade of an overhanging rock and lay down in the hot sand to rest.	And so they moved to the side of the gorge beneath the shade of an overhanging rock and lay down in the hot sand to rest.	true	222.8	229.57	20.488789
7828_105179_000011_000001	Numa wandered restlessly to and fro and finally, after sprawling for a moment close beside the ape-man, rose and moved off up the gorge to be lost to view a moment later beyond the nearest turn.	Numa wandered restlessly to and fro and finally, after sprawling for a moment close beside the ape man, rose and moved off up the gorge to be lost to view a moment later beyond the nearest turn.	true	229.82	242.11	24.297348
7828_105179_000012_000000	For an hour the little party rested and then Tarzan suddenly rose and, motioning the others to silence, listened.	For an hour the little party rested and then Tarzan suddenly rose and, motioning the others to silence, listened.	true	242.45	250	21.810677
7828_105179_000012_000001	For a minute he stood motionless, his keen ears acutely receptive to sounds so faint and distant that none of the other three could detect the slightest break in the utter and deathlike quiet of the gorge. Finally the ape-man relaxed and turned toward them.	For a minute he stood motionless, his keen ears acutely receptive to sounds so faint and distant that none of the other three could detect the slightest break in the utter and deathlike quiet of the gorge. Finally the ape man relaxed and turned toward them.	false	250.49	265.99	25.582842
7828_105179_000012_000002	"What is it?" asked the girl.	"What is it?" asked the girl.	true	266.3	268.21	32.144073
7828_105179_000013_000000	"They are coming," he replied.	"They are coming," he replied.	true	268.85	270.97	23.939945
7828_105179_000013_000001	"They are yet some distance away, though not far, for the sandaled feet of the men and the pads of the lions make little noise upon the soft sands."	"They are yet some distance away, though not far, for the sandaled feet of the men and the pads of the lions make little noise upon the soft sands."	true	271.04	279.67	22.027828
7828_105179_000014_000000	"What shall we do--try to go on?" asked Smith-Oldwick.	"What shall we do-try to go on?" asked Smith Oldwick.	true	279.98	283.42	23.036165
7828_105179_000014_000001	"I believe I could make a go of it now for a short way.	"I believe I could make a go of it now for a short way.	true	283.52	286.63	21.116829
7828_105179_000014_000002	I am much rested.	I am much rested.	true	286.91	288.315	26.250168
7828_105179_000014_000003	How about you Miss Kircher?"	How about you Miss Kircher?"	true	288.315	289.84	30.27261
7828_105179_000015_000000	"Oh, yes," she said, "I am much stronger.	"Oh, yes," she said, "I am much stronger.	true	290.33	293.79	24.402435
7828_105179_000015_000001	Yes, surely I can go on."	Yes, surely I can go on."	true	293.79	295.72	28.72644
7828_105179_000016_000000	Tarzan knew that neither of them quite spoke the truth, that people do not recover so quickly from utter exhaustion, but he saw no other way and there was always the hope that just beyond the next turn would be a way out of the gorge.	Tarzan knew that neither of them quite spoke the truth, that people do not recover so quickly from utter exhaustion, but he saw no other way and there was always the hope that just beyond the next turn would be a way out of the gorge.	true	296.33	309.37	21.85952
7828_105179_000017_000000	"You help the lieutenant, Otobu," he said, turning to the black, "and I will carry Miss Kircher," and though the girl objected, saying that he must not waste his strength, he lifted her lightly in his arms and moved off up the canyon, followed by Otobu and the Englishman.	"You help the lieutenant, Otobu," he said, turning to the black, "and I will carry Miss Kircher," and though the girl objected, saying that he must not waste his strength, he lifted her lightly in his arms and moved off up the canyon, followed by Otobu and the Englishman.	false	309.86	324.54	23.561752
7828_105179_000017_000001	They had gone no great distance when the others of the party became aware of the sounds of pursuit, for now the lions were whining as though the fresh scent spoor of their quarry had reached their nostrils.	They had gone no great distance when the others of the party became aware of the sounds of pursuit, for now the lions were whining as though the fresh scent spoor of their quarry had reached their nostrils.	true	324.54	335.14	20.535446
7828_105179_000018_000000	"I wish that your Numa would return," said the girl.	"I wish that your Numa would return," said the girl.	true	335.39	338.32	22.007654
7828_105179_000019_000000	"Yes," said Tarzan, "but we shall have to do the best we can without him.	"Yes," said Tarzan, "but we shall have to do the best we can without him.	true	338.63	342.61	23.76544
7828_105179_000019_000001	I should like to find some place where we can barricade ourselves against attack from all sides.	I should like to find some place where we can barricade ourselves against attack from all sides.	true	343.01	348.01	21
7828_105179_000019_000002	Possibly then we might hold them off.	Possibly then we might hold them off.	true	348.29	351.01	21.289236
7828_105179_000019_000003	Smith-Oldwick is a good shot and if there are not too many men he might be able to dispose of them provided they can only come at him one at a time.	Smith Oldwick is a good shot and if there are not too many men he might be able to dispose of them provided they can only come at him one at a time.	true	351.17	359.17	22.823944
7828_105179_000019_000004	The lions don't bother me so much. Sometimes they are stupid animals, and I am sure that these that pursue us, and who are so dependent upon the masters that have raised and trained them, will be easily handled after the warriors are disposed of."	The lions don't bother me so much. Sometimes they are stupid animals, and I am sure that these that pursue us, and who are so dependent upon the masters that have raised and trained them, will be easily handled after the warriors are disposed of."	true	359.57	373.03	24.105255
7828_105179_000020_000000	"You think there is some hope, then?" she asked.	"You think there is some hope, then?" she asked.	false	373.79	376.75	30.753345
7828_105179_000021_000000	"We are still alive," was his only answer.	"We are still alive," was his only answer.	true	376.94	379.59	26.713371
7828_105179_000022_000000	"There," he said presently, "I thought I recalled this very spot." He pointed toward a fragment that had evidently fallen from the summit of the cliff and which now lay imbedded in the sand a few feet from the base.	"There," he said presently, "I thought I recalled this very spot." He pointed toward a fragment that had evidently fallen from the summit of the cliff and which now lay imbedded in the sand a few feet from the base.	false	379.59	392.71	23.116138
7828_105179_000022_000001	It was a jagged fragment of rock which rose some ten feet above the surface of the sand, leaving a narrow aperture between it and the cliff behind.	It was a jagged fragment of rock which rose some ten feet above the surface of the sand, leaving a narrow aperture between it and the cliff behind.	true	393.11	401.38	22.506115
7828_105179_000022_000002	Toward this they directed their steps and when finally they reached their goal they found a space about two feet wide and ten feet long between the rock and the cliff.	Toward this they directed their steps and when finally they reached their goal they found a space about two feet wide and ten feet long between the rock and the cliff.	true	401.66	411.01	23.266323
7828_105179_000022_000003	To be sure it was open at both ends but at least they could not be attacked upon all sides at once.	To be sure it was open at both ends but at least they could not be attacked upon all sides at once.	true	411.2	417.25	27
7828_105179_000023_000000	They had scarcely concealed themselves before Tarzan's quick ears caught a sound upon the face of the cliff above them, and looking up he saw a diminutive monkey perched upon a slight projection--an ugly-faced little monkey who looked down upon them for a moment and then scampered away toward the south in the direction from which their pursuers were coming.	They had scarcely concealed themselves before Tarzan's quick ears caught a sound upon the face of the cliff above them, and looking up he saw a diminutive monkey perched upon a slight projection-an ugly faced little monkey who looked down upon them for a moment and then scampered away toward the south in the direction from which their pursuers were coming.	false	417.62	436	25.511118
7828_105179_000023_000001	Otobu had seen the monkey too.	Otobu had seen the monkey too.	true	436.31	438.22	24.68442
7828_105179_000023_000002	"He will tell the parrots," said the black, "and the parrots will tell the madmen."	"He will tell the parrots," said the black, "and the parrots will tell the madmen."	true	438.38	442.9	24.52558
7828_105179_000024_000000	"It is all the same," replied Tarzan; "the lions would have found us here.	"It is all the same," replied Tarzan; "the lions would have found us here.	true	443.51	447.31	21.15374
7828_105179_000024_000001	We could not hope to hide from them."	We could not hope to hide from them."	true	447.44	449.35	23.108435
7828_105179_000025_000000	He placed Smith-Oldwick, with his pistol, at the north opening of their haven and told Otobu to stand with his spear at the Englishman's shoulder, while he himself prepared to guard the southern approach. Between them he had the girl lie down in the sand.	He placed Smith Oldwick, with his pistol, at the north opening of their haven and told Otobu to stand with his spear at the Englishman's shoulder, while he himself prepared to guard the southern approach. Between them he had the girl lie down in the sand.	false	449.84	463.06	23.193605
7828_105179_000025_000001	"You will be safe there in the event that they use their spears," he said.	"You will be safe there in the event that they use their spears," he said.	false	463.37	467.29	23.68847
7828_105179_000026_000000	The minutes that dragged by seemed veritable eternities to Bertha Kircher and then at last, and almost with relief, she knew that the pursuers were upon them.	The minutes that dragged by seemed veritable eternities to Bertha Kircher and then at last, and almost with relief, she knew that the pursuers were upon them.	true	467.78	478.005	23.234423
7828_105179_000026_000001	She heard the angry roaring of the lions and the cries of the madmen.	She heard the angry roaring of the lions and the cries of the madmen.	true	478.005	481.69	19.217464
7828_105179_000026_000002	For several minutes the men seemed to be investigating the stronghold which their quarry had discovered. She could hear them both to the north and south and then from where she lay she saw a lion charging for the ape-man before her. She saw the giant arm swing back with the curved saber and she saw it fall with terrific velocity and meet the lion as he rose to grapple with the man, cleaving his skull as cleanly as a butcher opens up a sheep.	For several minutes the men seemed to be investigating the stronghold which their quarry had discovered. She could hear them both to the north and south and then from where she lay she saw a lion charging for the ape man before her. She saw the giant arm swing back with the curved saber and she saw it fall with terrific velocity and meet the lion as he rose to grapple with the man, cleaving his skull as cleanly as a butcher opens up a sheep.	false	482.06	507.88	22.440392
7828_105179_000027_000000	Then she heard footsteps running rapidly toward Smith-Oldwick and, as his pistol spoke, there was a scream and the sound of a falling body.	Then she heard footsteps running rapidly toward Smith Oldwick and, as his pistol spoke, there was a scream and the sound of a falling body.	true	508.04	516.34	25.384764
7828_105179_000027_000001	Evidently disheartened by the failure of their first attempt the assaulters drew off, but only for a short time.	Evidently disheartened by the failure of their first attempt the assaulters drew off, but only for a short time.	true	516.68	523.63	24.376589
7828_105179_000027_000002	Again they came, this time a man opposing Tarzan and a lion seeking to overcome Smith-Oldwick.	Again they came, this time a man opposing Tarzan and a lion seeking to overcome Smith Oldwick.	true	524	529.75	29
7828_105179_000027_000003	Tarzan had cautioned the young Englishman not to waste his cartridges upon the lions and it was Otobu with the Xujan spear who met the beast, which was not subdued until both he and Smith-Oldwick had been mauled, and the latter had succeeded in running the point of the saber the girl had carried, into the beast's heart.	Tarzan had cautioned the young Englishman not to waste his cartridges upon the lions and it was Otobu with the Xujan spear who met the beast, which was not subdued until both he and Smith Oldwick had been mauled, and the latter had succeeded in running the point of the saber the girl had carried, into the beast's heart.	false	530.06	549.04	23.795485
7828_105179_000027_000004	The man who opposed Tarzan inadvertently came too close in an attempt to cut at the ape-man's head, with the result that an instant later his corpse lay with the neck broken upon the body of the lion.	The man who opposed Tarzan inadvertently came too close in an attempt to cut at the ape man's head, with the result that an instant later his corpse lay with the neck broken upon the body of the lion.	false	549.35	560.59	24.22228
7828_105179_000028_000000	Once again the enemy withdrew, but again only for a short time, and now they came in full force, the lions and the men, possibly a half dozen of each, the men casting their spears and the lions waiting just behind, evidently for the signal to charge.	Once again the enemy withdrew, but again only for a short time, and now they came in full force, the lions and the men, possibly a half dozen of each, the men casting their spears and the lions waiting just behind, evidently for the signal to charge.	false	560.81	577.66	22.536825
7828_105179_000029_000000	"Is this the end?" asked the girl.	"Is this the end?" asked the girl.	true	577.85	580.21	25.157412
7828_105179_000030_000000	"No," cried the ape-man, "for we still live!"	"No," cried the ape man, "for we still live!"	false	580.31	583.8	21.603607
7828_105179_000031_000000	The words had scarcely passed his lips when the remaining warriors, rushing in, cast their spears simultaneously from both sides.	The words had scarcely passed his lips when the remaining warriors, rushing in, cast their spears simultaneously from both sides.	true	583.8	591.22	18
7828_105179_000031_000001	In attempting to shield the girl, Tarzan received one of the shafts in the shoulder, and so heavily had the weapon been hurled that it bore him backward to the ground.	In attempting to shield the girl, Tarzan received one of the shafts in the shoulder, and so heavily had the weapon been hurled that it bore him backward to the ground.	true	591.53	600.43	21.630709
7828_105179_000031_000002	Smith-Oldwick fired his pistol twice when he too was struck down, the weapon entering his right leg midway between hip and knee.	Smith Oldwick fired his pistol twice when he too was struck down, the weapon entering his right leg midway between hip and knee.	true	600.77	608.29	24.863169
7828_105179_000031_000003	Only Otobu remained to face the enemy, for the Englishman, already weak from his wounds and from the latest mauling he had received at the claws of the lion, had lost consciousness as he sank to the ground with this new hurt.	Only Otobu remained to face the enemy, for the Englishman, already weak from his wounds and from the latest mauling he had received at the claws of the lion, had lost consciousness as he sank to the ground with this new hurt.	false	608.63	621.73	23.54773
7828_105179_000032_000000	As he fell his pistol dropped from his fingers, and the girl, seeing, snatched it up.	As he fell his pistol dropped from his fingers, and the girl, seeing, snatched it up.	true	622.1	628	23.36252
7828_105179_000032_000001	As Tarzan struggled to rise, one of the warriors leaped full upon his breast and bore him back as, with fiendish shrieks, he raised the point of his saber above the other's heart. Before he could drive it home the girl leveled Smith-Oldwick's pistol and fired point-blank at the fiend's face.	As Tarzan struggled to rise, one of the warriors leaped full upon his breast and bore him back as, with fiendish shrieks, he raised the point of his saber above the other's heart. Before he could drive it home the girl leveled Smith Oldwick's pistol and fired point blank at the fiend's face.	false	628.25	645.16	23.784418
7828_105179_000033_000000	Simultaneously there broke upon the astonished ears of both attackers and attacked a volley of shots from the gorge.	Simultaneously there broke upon the astonished ears of both attackers and attacked a volley of shots from the gorge.	true	645.56	652.75	24.278341
7828_105179_000033_000001	With the sweetness of the voice of an angel from heaven the Europeans heard the sharp-barked commands of an English noncom.	With the sweetness of the voice of an angel from heaven the Europeans heard the sharp barked commands of an English noncom.	true	653.09	660.31	21.853357
7828_105179_000033_000002	Even above the roars of the lions and the screams of the maniacs, those beloved tones reached the ears of Tarzan and the girl at the very moment that even the ape-man had given up the last vestige of hope.	Even above the roars of the lions and the screams of the maniacs, those beloved tones reached the ears of Tarzan and the girl at the very moment that even the ape man had given up the last vestige of hope.	false	660.8	672.165	23.603058
7828_105179_000034_000000	Rolling the body of the warrior to one side Tarzan struggled to his feet, the spear still protruding from his shoulder.	Rolling the body of the warrior to one side Tarzan struggled to his feet, the spear still protruding from his shoulder.	true	672.165	679.03	23.90716
7828_105179_000034_000001	The girl rose too, and as Tarzan wrenched the weapon from his flesh and stepped out from behind the concealment of their refuge, she followed at his side.	The girl rose too, and as Tarzan wrenched the weapon from his flesh and stepped out from behind the concealment of their refuge, she followed at his side.	false	679.31	687.73	23.270857
7828_105179_000034_000002	The skirmish that had resulted in their rescue was soon over.	The skirmish that had resulted in their rescue was soon over.	false	688.07	691.57	22.648195
7828_105179_000034_000003	Most of the lions escaped but all of the pursuing Xujans had been slain.	Most of the lions escaped but all of the pursuing Xujans had been slain.	false	691.73	695.89	22.04956
7828_105179_000034_000004	As Tarzan and the girl came into full view of the group, a British Tommy leveled his rifle at the ape-man.	As Tarzan and the girl came into full view of the group, a British Tommy leveled his rifle at the ape man.	false	696.32	702.61	26.849518
7828_105179_000034_000005	Seeing the fellow's actions and realizing instantly the natural error that Tarzan's yellow tunic had occasioned the girl sprang between him and the soldier.	Seeing the fellow's actions and realizing instantly the natural error that Tarzan's yellow tunic had occasioned the girl sprang between him and the soldier.	false	702.83	711.16	23.313236
7828_105179_000034_000006	"Don't shoot," she cried to the latter, "we are both friends."	"Don't shoot," she cried to the latter, "we are both friends."	true	711.35	714.91	22.909193
7828_105179_000035_000000	"Hold up your hands, you, then," he commanded Tarzan.	"Hold up your hands, you, then," he commanded Tarzan.	true	715.22	718.51	22.113989
7828_105179_000035_000001	"I ain't taking no chances with any duffer with a yellow shirt."	"I ain't taking no chances with any duffer with a yellow shirt."	false	718.7	722.11	22.15209
7828_105179_000036_000000	At this juncture the British sergeant who had been in command of the advance guard approached and when Tarzan and the girl spoke to him in English, explaining their disguises, he accepted their word, since they were evidently not of the same race as the creatures which lay dead about them.	At this juncture the British sergeant who had been in command of the advance guard approached and when Tarzan and the girl spoke to him in English, explaining their disguises, he accepted their word, since they were evidently not of the same race as the creatures which lay dead about them.	true	722.3	737.44	21.349195
7828_105179_000036_000001	Ten minutes later the main body of the expedition came into view.	Ten minutes later the main body of the expedition came into view.	false	737.72	741.13	18.045265
7828_105179_000036_000002	Smith-Oldwick's wounds were dressed, as well as were those of the ape-man, and in half an hour they were on their way to the camp of their rescuers.	Smith Oldwick's wounds were dressed, as well as were those of the ape man, and in half an hour they were on their way to the camp of their rescuers.	true	741.23	749.14	24.106823
7828_105179_000037_000000	That night it was arranged that the following day Smith-Oldwick and Bertha Kircher should be transported to British headquarters near the coast by aeroplane, the two planes attached to the expeditionary force being requisitioned for the purpose.	That night it was arranged that the following day Smith Oldwick and Bertha Kircher should be transported to British headquarters near the coast by aeroplane, the two planes attached to the expeditionary force being requisitioned for the purpose.	true	749.48	763.15	25.529682
7828_105179_000037_000001	Tarzan and Otobu declined the offers of the British captain to accompany his force overland on the return march as Tarzan explained that his country lay to the west, as did Otobu's, and that they would travel together as far as the country of the Wamabos.	Tarzan and Otobu declined the offers of the British captain to accompany his force overland on the return march as Tarzan explained that his country lay to the west, as did Otobu's, and that they would travel together as far as the country of the Wamabos.	true	763.52	778.12	25.575516
7828_105179_000038_000000	"You are not going back with us, then?" asked the girl.	"You are not going back with us, then?" asked the girl.	true	778.61	781.57	32.25581
7828_105179_000039_000000	"No," replied the ape-man.	"No," replied the ape man.	true	781.58	783.43	24.078793
7828_105179_000039_000001	"My home is upon the west coast.	"My home is upon the west coast.	false	783.71	785.65	28.796627
7828_105179_000039_000002	I will continue my journey in that direction."	I will continue my journey in that direction."	true	785.81	788.44	28.040102
7828_105179_000040_000000	She cast appealing eyes toward him.	She cast appealing eyes toward him.	true	788.69	791.17	31.34432
7828_105179_000040_000001	"You will go back into that terrible jungle?" she asked.	"You will go back into that terrible jungle?" she asked.	true	791.84	795.07	22.518007
7828_105179_000040_000002	"We shall never see you again?"	"We shall never see you again?"	true	795.44	797.23	22.021389
7828_105179_000041_000000	He looked at her a moment in silence.	He looked at her a moment in silence.	true	797.99	800.08	22.010464
7828_105179_000041_000001	"Never," he said, and without another word turned and walked away.	"Never," he said, and without another word turned and walked away.	true	800.45	804.61	20.582777
7828_105179_000042_000000	In the morning Colonel Capell came from the base camp in one of the planes that was to carry Smith-Oldwick and the girl to the east. Tarzan was standing some distance away as the ship landed and the officer descended to the ground.	In the morning Colonel Capell came from the base camp in one of the planes that was to carry Smith Oldwick and the girl to the east. Tarzan was standing some distance away as the ship landed and the officer descended to the ground.	true	804.89	817.3	24.858574
7828_105179_000042_000001	He saw the colonel greet his junior in command of the advance detachment, and then he saw him turn toward Bertha Kircher who was standing a few paces behind the captain.	He saw the colonel greet his junior in command of the advance detachment, and then he saw him turn toward Bertha Kircher who was standing a few paces behind the captain.	true	817.61	826.62	24.76676
7828_105179_000042_000002	Tarzan wondered how the German spy felt in this situation, especially when she must know that there was one there who knew her real status.	Tarzan wondered how the German spy felt in this situation, especially when she must know that there was one there who knew her real status.	true	826.62	834.01	19
7828_105179_000042_000003	He saw Colonel Capell walk toward her with outstretched hands and smiling face and, although he could not hear the words of his greeting, he saw that it was friendly and cordial to a degree.	He saw Colonel Capell walk toward her with outstretched hands and smiling face and, although he could not hear the words of his greeting, he saw that it was friendly and cordial to a degree.	true	834.47	844.24	23
7828_105179_000043_000000	Tarzan turned away scowling, and if any had been close by they might have heard a low growl rumble from his chest.	Tarzan turned away scowling, and if any had been close by they might have heard a low growl rumble from his chest.	true	844.58	851.38	22.043358
7828_105179_000043_000001	He knew that his country was at war with Germany and that not only his duty to the land of his fathers, but also his personal grievance against the enemy people and his hatred of them, demanded that he expose the girl's perfidy, and yet he hesitated, and because he hesitated he growled--not at the German spy but at himself for his weakness.	He knew that his country was at war with Germany and that not only his duty to the land of his fathers, but also his personal grievance against the enemy people and his hatred of them, demanded that he expose the girl's perfidy, and yet he hesitated, and because he hesitated he growled-not at the German spy but at himself for his weakness.	true	851.78	873.28	25.819794
7828_105179_000044_000000	He did not see her again before she entered a plane and was borne away toward the east.	He did not see her again before she entered a plane and was borne away toward the east.	false	873.71	878.23	22
7828_105179_000044_000001	He bid farewell to Smith-Oldwick and received again the oft-repeated thanks of the young Englishman.	He bid farewell to Smith Oldwick and received again the oft repeated thanks of the young Englishman.	false	878.6	884.52	22.653273
7828_105179_000044_000002	And then he saw him too borne aloft in the high circling plane and watched until the ship became a speck far above the eastern horizon to disappear at last high in air.	And then he saw him too borne aloft in the high circling plane and watched until the ship became a speck far above the eastern horizon to disappear at last high in air.	false	884.52	894.79	21
7828_105179_000045_000000	The Tommies, their packs and accouterments slung, were waiting the summons to continue their return march.	The Tommies, their packs and accouterments slung, were waiting the summons to continue their return march.	true	895.19	901.66	25.776154
7828_105179_000045_000001	Colonel Capell had, through a desire to personally observe the stretch of country between the camp of the advance detachment and the base, decided to march back his troops.	Colonel Capell had, through a desire to personally observe the stretch of country between the camp of the advance detachment and the base, decided to march back his troops.	false	902.06	912.1	24.548965
7828_105179_000045_000002	Now that all was in readiness for departure he turned to Tarzan.	Now that all was in readiness for departure he turned to Tarzan.	true	912.38	916.54	19.873037
7828_105179_000045_000003	"I wish you would come back with us, Greystoke," he said, "and if my appeal carries no inducement possibly that of Smith-Oldwick and the young lady who just left us may.	"I wish you would come back with us, Greystoke," he said, "and if my appeal carries no inducement possibly that of Smith Oldwick and the young lady who just left us may.	true	916.82	926.14	25.597443
7828_105179_000045_000004	They asked me to urge you to return to civilization."	They asked me to urge you to return to civilization."	true	926.36	929.41	23.636047
7828_105179_000046_000000	"No;" said Tarzan, "I shall go my own way.	"No;" said Tarzan, "I shall go my own way.	true	929.45	932.38	21.643904
7828_105179_000046_000001	Miss Kircher and Lieutenant Smith-Oldwick were only prompted by a sense of gratitude in considering my welfare."	Miss Kircher and Lieutenant Smith Oldwick were only prompted by a sense of gratitude in considering my welfare."	true	932.75	939.16	26.394514
7828_105179_000047_000000	"Miss Kircher?" exclaimed Capell and then he laughed, "You know her then as Bertha Kircher, the German spy?"	"Miss Kircher?" exclaimed Capell and then he laughed, "You know her then as Bertha Kircher, the German spy?"	false	939.53	946.69	27.289257
7828_105179_000048_000000	Tarzan looked at the other a moment in silence.	Tarzan looked at the other a moment in silence.	false	946.88	949.33	21.160046
7828_105179_000048_000001	It was beyond him to conceive that a British officer should thus laconically speak of an enemy spy whom he had had within his power and permitted to escape.	It was beyond him to conceive that a British officer should thus laconically speak of an enemy spy whom he had had within his power and permitted to escape.	true	949.61	958.785	21.73217
7828_105179_000048_000002	"Yes," he replied, "I knew that she was Bertha Kircher, the German spy?"	"Yes," he replied, "I knew that she was Bertha Kircher, the German spy?"	true	958.785	963.4	26.664295
7828_105179_000049_000000	"Is that all you knew?" asked Capell.	"Is that all you knew?" asked Capell.	false	963.92	966.81	32.25019
7828_105179_000050_000000	"That is all," said the ape-man.	"That is all," said the ape man.	true	966.81	968.65	18
