948_132710_000001_000001	I wept in deliverance and in pity for all mankind.	I wept in deliverance and in pity for all mankind.
948_132710_000019_000001	Those men who survived those eager to obey, eager to live for one another, since they had nothing else to vindicate them--those men could neither carry on, nor preserve what they had received.	Those men who survived those eager to obey, eager to live for one another, since they had nothing else to vindicate them-those men could neither carry on, nor preserve what they had received.
948_132710_000019_000002	Thus did all thought, all science, all wisdom perish on earth.	Thus did all thought, all science, all wisdom perish on earth.
948_132710_000020_000000	But I still wonder how it was possible, in those graceless years of transition, long ago, that men did not see whither they were going, and went on, in blindness and cowardice, to their fate.	But I still wonder how it was possible, in those graceless years of transition, long ago, that men did not see whither they were going, and went on, in blindness and cowardice, to their fate.
948_132710_000021_000000	Perhaps, in those days, there were a few among men, a few of clear sight and clean soul, who refused to surrender that word.	Perhaps, in those days, there were a few among men, a few of clear sight and clean soul, who refused to surrender that word.
948_132710_000021_000001	What agony must have been theirs before that which they saw coming and could not stop! Perhaps they cried out in protest and in warning.	What agony must have been theirs before that which they saw coming and could not stop! Perhaps they cried out in protest and in warning.
948_132710_000021_000004	And they chose to perish, for they knew.	And they chose to perish, for they knew.
948_132710_000021_000005	To them, I send my salute across the centuries, and my pity.	To them, I send my salute across the centuries, and my pity.
948_132710_000022_000001	And I wish I had the power to tell them that the despair of their hearts was not to be final, and their night was not without hope.	And I wish I had the power to tell them that the despair of their hearts was not to be final, and their night was not without hope.
948_132710_000022_000003	For that which they died to save can never perish.	For that which they died to save can never perish.
948_132710_000022_000004	Through all the darkness, through all the shame of which men are capable, the spirit of man will remain alive on this earth.	Through all the darkness, through all the shame of which men are capable, the spirit of man will remain alive on this earth.
948_132710_000022_000005	It may sleep, but it will awaken.	It may sleep, but it will awaken.
948_132710_000022_000006	It may wear chains, but it will break through.	It may wear chains, but it will break through.
948_132710_000022_000008	Man, not men.	Man, not men.
948_132710_000023_000001	And it will become as the heart of the earth, lost and hidden at first, but beating, beating louder each day.	And it will become as the heart of the earth, lost and hidden at first, but beating, beating louder each day.
948_132710_000023_000004	And all my brothers, and the Councils of my brothers, will hear of it, but they will be impotent against me.	And all my brothers, and the Councils of my brothers, will hear of it, but they will be impotent against me.
948_132710_000024_000001	For the freedom of Man.	For the freedom of Man.
948_132710_000024_000002	For his rights.	For his rights.
948_132710_000024_000003	For his life.	For his life.
948_132710_000024_000004	For his honor.	For his honor.
948_132710_000025_000000	And here, over the portals of my fort, I shall cut in the stone the word which is to be my beacon and my banner.	And here, over the portals of my fort, I shall cut in the stone the word which is to be my beacon and my banner.
948_132710_000025_000001	The word which will not die, should we all perish in battle.	The word which will not die, should we all perish in battle.
948_132710_000026_000000	The sacred word:	The sacred word:
