56_1730_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	4.65	6.49	25.842974
56_1730_000010_000000	Three days after the quarrel, Prince Stepan Arkadyevitch Oblonsky--Stiva, as he was called in the fashionable world--woke up at his usual hour, that is, at eight o'clock in the morning, not in his wife's bedroom, but on the leather-covered sofa in his study.	Three days after the quarrel, Prince Stepan Arkadyevitch Oblonsky-Stiva, as he was called in the fashionable world-woke up at his usual hour, that is, at eight o'clock in the morning, not in his wife's bedroom, but on the leather covered sofa in his study.	true	93.74	108.7	22.099434
56_1730_000010_000001	He turned over his stout, well-cared-for person on the springy sofa, as though he would sink into a long sleep again; he vigorously embraced the pillow on the other side and buried his face in it; but all at once he jumped up, sat up on the sofa, and opened his eyes.	He turned over his stout, well cared for person on the springy sofa, as though he would sink into a long sleep again; he vigorously embraced the pillow on the other side and buried his face in it; but all at once he jumped up, sat up on the sofa, and opened his eyes.	false	109.13	123.64	22.137804
56_1730_000011_000000	"Yes, yes, how was it now?" he thought, going over his dream.	"Yes, yes, how was it now?" he thought, going over his dream.	true	123.77	127.38	22
56_1730_000011_000001	"Now, how was it?	"Now, how was it?	true	127.38	128.43	19.827007
56_1730_000011_000002	To be sure!	To be sure!	true	128.43	129.165	24.986254
56_1730_000011_000003	Alabin was giving a dinner at Darmstadt; no, not Darmstadt, but something American.	Alabin was giving a dinner at Darmstadt; no, not Darmstadt, but something American.	true	129.165	134.17	23.767801
56_1730_000011_000004	Yes, but then, Darmstadt was in America.	Yes, but then, Darmstadt was in America.	true	134.27	136.725	21.985579
56_1730_000011_000005	Yes, Alabin was giving a dinner on glass tables, and the tables sang, _Il mio tesoro_--not _Il mio tesoro_ though, but something better, and there were some sort of little decanters on the table, and they were women, too," he remembered.	Yes, Alabin was giving a dinner on glass tables, and the tables sang, underscore Il mio tesoro underscore--not underscore Il mio tesoro underscore though, but something better, and there were some sort of little decanters on the table, and they were women, too," he remembered.	false	136.725	149.83	21
56_1730_000012_000000	Stepan Arkadyevitch's eyes twinkled gaily, and he pondered with a smile. "Yes, it was nice, very nice.	Stepan Arkadyevitch's eyes twinkled gaily, and he pondered with a smile. "Yes, it was nice, very nice.	true	150.2	157.39	24.524263
56_1730_000012_000001	There was a great deal more that was delightful, only there's no putting it into words, or even expressing it in one's thoughts awake." And noticing a gleam of light peeping in beside one of the serge curtains, he cheerfully dropped his feet over the edge of the sofa, and felt about with them for his slippers, a present on his last birthday, worked for him by his wife on gold-colored morocco.	There was a great deal more that was delightful, only there's no putting it into words, or even expressing it in one's thoughts awake." And noticing a gleam of light peeping in beside one of the serge curtains, he cheerfully dropped his feet over the edge of the sofa, and felt about with them for his slippers, a present on his last birthday, worked for him by his wife on gold colored morocco.	true	157.49	178.63	21.677292
56_1730_000012_000002	And, as he had done every day for the last nine years, he stretched out his hand, without getting up, towards the place where his dressing-gown always hung in his bedroom.	And, as he had done every day for the last nine years, he stretched out his hand, without getting up, towards the place where his dressing gown always hung in his bedroom.	true	179.21	187.72	20.663094
56_1730_000012_000003	And thereupon he suddenly remembered that he was not sleeping in his wife's room, but in his study, and why: the smile vanished from his face, he knitted his brows.	And thereupon he suddenly remembered that he was not sleeping in his wife's room, but in his study, and why: the smile vanished from his face, he knitted his brows.	true	188.03	198.58	23.156462
56_1730_000013_000000	"Ah, ah, ah!	"Ah, ah, ah!	false	198.59	200.22	15.606367
56_1730_000013_000001	Oo!..." he muttered, recalling everything that had happened.	Oo!..." he muttered, recalling everything that had happened.	false	200.22	203.92	16.558876
56_1730_000013_000002	And again every detail of his quarrel with his wife was present to his imagination, all the hopelessness of his position, and worst of all, his own fault.	And again every detail of his quarrel with his wife was present to his imagination, all the hopelessness of his position, and worst of all, his own fault.	true	203.99	212.65	21.583296
56_1730_000014_000000	"Yes, she won't forgive me, and she can't forgive me.	"Yes, she won't forgive me, and she can't forgive me.	true	212.93	215.92	20.358446
56_1730_000014_000001	And the most awful thing about it is that it's all my fault--all my fault, though I'm not to blame.	And the most awful thing about it is that it's all my fault-all my fault, though I'm not to blame.	true	215.96	221.2	20.063295
56_1730_000014_000002	That's the point of the whole situation," he reflected.	That's the point of the whole situation," he reflected.	false	221.21	223.87	23.326889
56_1730_000014_000003	"Oh, oh, oh!" he kept repeating in despair, as he remembered the acutely painful sensations caused him by this quarrel.	"Oh, oh, oh!" he kept repeating in despair, as he remembered the acutely painful sensations caused him by this quarrel.	false	223.91	231.01	19.478548
56_1730_000015_000000	Most unpleasant of all was the first minute when, on coming, happy and good-humored, from the theater, with a huge pear in his hand for his wife, he had not found his wife in the drawing-room, to his surprise had not found her in the study either, and saw her at last in her bedroom with the unlucky letter that revealed everything in her hand.	Most unpleasant of all was the first minute when, on coming, happy and good humored, from the theater, with a huge pear in his hand for his wife, he had not found his wife in the drawing room, to his surprise had not found her in the study either, and saw her at last in her bedroom with the unlucky letter that revealed everything in her hand.	false	231.62	250.15	20.07564
56_1730_000016_000000	She, his Dolly, forever fussing and worrying over household details, and limited in her ideas, as he considered, was sitting perfectly still with the letter in her hand, looking at him with an expression of horror, despair, and indignation.	She, his Dolly, forever fussing and worrying over household details, and limited in her ideas, as he considered, was sitting perfectly still with the letter in her hand, looking at him with an expression of horror, despair, and indignation.	false	250.79	266.05	20.763838
56_1730_000017_000000	"What's this?	"What's this?	true	266.27	267.165	22.520283
56_1730_000017_000001	this?" she asked, pointing to the letter.	this?" she asked, pointing to the letter.	true	267.165	269.2	20.07242
56_1730_000018_000000	And at this recollection, Stepan Arkadyevitch, as is so often the case, was not so much annoyed at the fact itself as at the way in which he had met his wife's words.	And at this recollection, Stepan Arkadyevitch, as is so often the case, was not so much annoyed at the fact itself as at the way in which he had met his wife's words.	true	269.54	279.55	22.642859
56_1730_000019_000000	There happened to him at that instant what does happen to people when they are unexpectedly caught in something very disgraceful.	There happened to him at that instant what does happen to people when they are unexpectedly caught in something very disgraceful.	true	280.04	286.42	22.855309
56_1730_000019_000001	He did not succeed in adapting his face to the position in which he was placed towards his wife by the discovery of his fault.	He did not succeed in adapting his face to the position in which he was placed towards his wife by the discovery of his fault.	true	286.79	293.02	19
56_1730_000019_000002	Instead of being hurt, denying, defending himself, begging forgiveness, instead of remaining indifferent even--anything would have been better than what he did do--his face utterly involuntarily (reflex spinal action, reflected Stepan Arkadyevitch, who was fond of physiology)--utterly involuntarily assumed its habitual, good-humored, and therefore idiotic smile.	Instead of being hurt, denying, defending himself, begging forgiveness, instead of remaining indifferent even-anything would have been better than what he did do-his face utterly involuntarily (reflex spinal action, reflected Stepan Arkadyevitch, who was fond of physiology)--utterly involuntarily assumed its habitual, good humored, and therefore idiotic smile.	false	293.24	316.39	21.419027
56_1730_000020_000000	This idiotic smile he could not forgive himself.	This idiotic smile he could not forgive himself.	true	317.18	320.47	24.970545
56_1730_000020_000001	Catching sight of that smile, Dolly shuddered as though at physical pain, broke out with her characteristic heat into a flood of cruel words, and rushed out of the room.	Catching sight of that smile, Dolly shuddered as though at physical pain, broke out with her characteristic heat into a flood of cruel words, and rushed out of the room.	true	320.72	329.95	20
56_1730_000020_000002	Since then she had refused to see her husband.	Since then she had refused to see her husband.	true	330.23	333.7	22.963116
56_1730_000021_000000	"It's that idiotic smile that's to blame for it all," thought Stepan Arkadyevitch.	"It's that idiotic smile that's to blame for it all," thought Stepan Arkadyevitch.	true	334.28	338.65	23.315666
56_1730_000022_000000	"But what's to be done?	"But what's to be done?	true	338.81	340.12	25.419628
56_1730_000022_000001	What's to be done?" he said to himself in despair, and found no answer.	What's to be done?" he said to himself in despair, and found no answer.	true	340.13	344.88	20.773363
56_1730_000023_000000	Chapter 2	Chapter two	false	344.88	345.03	9
56_1730_000024_000000	Stepan Arkadyevitch was a truthful man in his relations with himself.	Stepan Arkadyevitch was a truthful man in his relations with himself.	false	345.03	345.9	8
56_1730_000024_000001	He was incapable of deceiving himself and persuading himself that he repented of his conduct.	He was incapable of deceiving himself and persuading himself that he repented of his conduct.	false	345.9	346.8	19.285362
56_1730_000024_000002	He could not at this date repent of the fact that he, a handsome, susceptible man of thirty-four, was not in love with his wife, the mother of five living and two dead children, and only a year younger than himself.	He could not at this date repent of the fact that he, a handsome, susceptible man of thirty four, was not in love with his wife, the mother of five living and two dead children, and only a year younger than himself.	false	346.8	347.79	18.164925
56_1730_000024_000003	All he repented of was that he had not succeeded better in hiding it from his wife.	All he repented of was that he had not succeeded better in hiding it from his wife.	false	347.79	348.21	12
56_1730_000024_000004	But he felt all the difficulty of his position and was sorry for his wife, his children, and himself.	But he felt all the difficulty of his position and was sorry for his wife, his children, and himself.	false	348.21	348.66	8
56_1730_000024_000005	Possibly he might have managed to conceal his sins better from his wife if he had anticipated that the knowledge of them would have had such an effect on her.	Possibly he might have managed to conceal his sins better from his wife if he had anticipated that the knowledge of them would have had such an effect on her.	false	348.66	349.38	7
56_1730_000024_000006	He had never clearly thought out the subject, but he had vaguely conceived that his wife must long ago have suspected him of being unfaithful to her, and shut her eyes to the fact.	He had never clearly thought out the subject, but he had vaguely conceived that his wife must long ago have suspected him of being unfaithful to her, and shut her eyes to the fact.	false	349.38	350.19	8
56_1730_000024_000007	He had even supposed that she, a worn-out woman no longer young or good-looking, and in no way remarkable or interesting, merely a good mother, ought from a sense of fairness to take an indulgent view.	He had even supposed that she, a worn out woman no longer young or good looking, and in no way remarkable or interesting, merely a good mother, ought from a sense of fairness to take an indulgent view.	false	350.19	351.09	8
56_1730_000024_000008	It had turned out quite the other way.	It had turned out quite the other way.	false	351.09	351.3	7
