4290_14526_000000_000000	WHAT THE WAR OF 1812 DEMONSTRATED	WHAT THE WAR OF eighteen twelve DEMONSTRATED	true	30.645	33.72	22.284678
4290_14526_000003_000007	The English complained as a grievance that the Americans adopted new and unwarranted devices in naval warfare; that their vessels were heavier and better constructed, and their missiles of unusual shape and improper use.	The English complained as a grievance that the Americans adopted new and unwarranted devices in naval warfare; that their vessels were heavier and better constructed, and their missiles of unusual shape and improper use.	false	177.975	192.22	12
4290_14526_000003_000008	The Americans resorted to expedients that had not been tried before, and excited a mixture of irritation and respect in the English service, until "Yankee smartness" became a national misdemeanor.	The Americans resorted to expedients that had not been tried before, and excited a mixture of irritation and respect in the English service, until "Yankee smartness" became a national misdemeanor.	false	192.35	206.38	17
4290_14526_000004_000000	The English admitted themselves to be slow to change their habits, but the French were both quick and scientific; yet Americans did on the ocean what the French, under stronger inducements, failed to do.	The English admitted themselves to be slow to change their habits, but the French were both quick and scientific; yet Americans did on the ocean what the French, under stronger inducements, failed to do.	true	208.7	220.99	18
4290_14526_000004_000001	The French privateer preyed upon British commerce for twenty years without seriously injuring it; but no sooner did the American privateer sail from French ports than the rates of insurance doubled in London, and an outcry for protection arose among English shippers which the Admiralty could not calm.	The French privateer preyed upon British commerce for twenty years without seriously injuring it; but no sooner did the American privateer sail from French ports than the rates of insurance doubled in London, and an outcry for protection arose among English shippers which the Admiralty could not calm.	false	221.15	240.64	15
4290_14526_000004_000002	The British newspapers were filled with assertions that the American cruiser was the superior of any vessel of its class, and threatened to overthrow England's supremacy on the ocean.	The British newspapers were filled with assertions that the American cruiser was the superior of any vessel of its class, and threatened to overthrow England's supremacy on the ocean.	true	240.77	252.4	14
4290_14526_000005_000000	Another test of relative intelligence was furnished by the battles at sea.	Another test of relative intelligence was furnished by the battles at sea.	false	252.44	257.76	22
4290_14526_000005_000001	Instantly after the loss of the Guerriere the English discovered and complained that American gunnery was superior to their own.	Instantly after the loss of the Guerriere the English discovered and complained that American gunnery was superior to their own.	false	257.76	265.39	12
4290_14526_000005_000002	They explained their inferiority by the length of time that had elapsed since their navy had found on the ocean an enemy to fight.	They explained their inferiority by the length of time that had elapsed since their navy had found on the ocean an enemy to fight.	true	265.46	273.22	13
4290_14526_000005_000003	Every vestige of hostile fleets had been swept away, until, after the battle of Trafalgar, British frigates ceased practice with their guns.	Every vestige of hostile fleets had been swept away, until, after the battle of Trafalgar, British frigates ceased practice with their guns.	true	273.5	282.64	23
4290_14526_000005_000004	Doubtless the British navy had become somewhat careless in the absence of a dangerous enemy, but Englishmen were themselves aware that some other cause must have affected their losses.	Doubtless the British navy had become somewhat careless in the absence of a dangerous enemy, but Englishmen were themselves aware that some other cause must have affected their losses.	false	282.83	293.23	14
4290_14526_000005_000005	Nothing showed that Nelson's line-of-battle ships, frigates, or sloops were, as a rule, better fought than the Macedonian and Java, the Avon and Reindeer.	Nothing showed that Nelson's line of battle ships, frigates, or sloops were, as a rule, better fought than the Macedonian and Java, the Avon and Reindeer.	true	293.66	305.44	21.31027
4290_14526_000005_000006	Sir Howard Douglas, the chief authority on the subject, attempted in vain to explain British reverses by the deterioration of British gunnery.	Sir Howard Douglas, the chief authority on the subject, attempted in vain to explain British reverses by the deterioration of British gunnery.	true	305.96	314.86	15
4290_14526_000005_000007	His analysis showed only that American gunnery was extraordinarily good.	His analysis showed only that American gunnery was extraordinarily good.	true	315.05	320.17	16
4290_14526_000005_000008	Of all vessels, the sloop-of-war--on account of its smallness, its quick motion, and its more accurate armament of thirty-two-pound carronades--offered the best test of relative gunnery, and Sir Howard Douglas in commenting upon the destruction of the Peacock and Avon could only say:--"In these two actions it is clear that the fire of the British vessels was thrown too high, and that the ordnance of their opponents were expressly and carefully aimed at and took effect chiefly in the hull."	Of all vessels, the sloop of war-on account of its smallness, its quick motion, and its more accurate armament of thirty two pound carronades-offered the best test of relative gunnery, and Sir Howard Douglas in commenting upon the destruction of the Peacock and Avon could only say:--"In these two actions it is clear that the fire of the British vessels was thrown too high, and that the ordnance of their opponents were expressly and carefully aimed at and took effect chiefly in the hull."	false	320.48	354.12	21
4290_14526_000006_000000	The battle of the Hornet and Penguin, as well as those of the Reindeer and Avon, showed that the excellence of American gunnery continued till the close of the war.	The battle of the Hornet and Penguin, as well as those of the Reindeer and Avon, showed that the excellence of American gunnery continued till the close of the war.	false	354.12	362.53	15
4290_14526_000006_000001	Whether at point-blank range or at long-distance practice, the Americans used guns as they had never been used at sea before.	Whether at point blank range or at long distance practice, the Americans used guns as they had never been used at sea before.	true	362.63	370.54	18
4290_14526_000007_000000	None of the reports of former British victories showed that the British fire had been more destructive at any previous time than in 1812, and no report of any commander since the British navy existed showed so much damage inflicted on an opponent in so short a time as was proved to have been inflicted on themselves by the reports of British commanders in the American war.	None of the reports of former British victories showed that the British fire had been more destructive at any previous time than in eighteen twelve, and no report of any commander since the British navy existed showed so much damage inflicted on an opponent in so short a time as was proved to have been inflicted on themselves by the reports of British commanders in the American war.	false	370.7	394.33	14
4290_14526_000007_000001	The strongest proof of American superiority was given by the best British officers, like Broke, who strained every nerve to maintain an equality with American gunnery.	The strongest proof of American superiority was given by the best British officers, like Broke, who strained every nerve to maintain an equality with American gunnery.	true	394.67	405.31	17
4290_14526_000007_000002	So instantaneous and energetic was the effort that according to the British historian of the war, "A British forty-six-gun frigate of 1813 was half as effective again as a British forty-six-gun frigate of 1812;" and as he justly said, "the slaughtered crews and the shattered hulks" of the captured British ships proved that no want of their old fighting qualities accounted for their repeated and almost habitual mortifications.	So instantaneous and energetic was the effort that according to the British historian of the war, "A British forty six gun frigate of eighteen thirteen was half as effective again as a British forty six gun frigate of eighteen twelve;" and as he justly said, "the slaughtered crews and the shattered hulks" of the captured British ships proved that no want of their old fighting qualities accounted for their repeated and almost habitual mortifications.	false	405.74	436.84	19
4290_14526_000008_000000	Unwilling as the English were to admit the superior skill of Americans on the ocean, they did not hesitate to admit it, in certain respects, on land.	Unwilling as the English were to admit the superior skill of Americans on the ocean, they did not hesitate to admit it, in certain respects, on land.	true	437.87	446.53	17
4290_14526_000008_000001	The American rifle in American hands was affirmed to have no equal in the world.	The American rifle in American hands was affirmed to have no equal in the world.	true	446.57	451.3	16
4290_14526_000008_000002	This admission could scarcely be withheld after the lists of killed and wounded which followed almost every battle; but the admission served to check a wider inquiry.	This admission could scarcely be withheld after the lists of killed and wounded which followed almost every battle; but the admission served to check a wider inquiry.	true	451.31	460.81	13
4290_14526_000008_000003	In truth, the rifle played but a small part in the war.	In truth, the rifle played but a small part in the war.	true	460.97	464.56	18
4290_14526_000008_000004	Winchester's men at the river Raisin may have owed their over-confidence, as the British Forty-first owed its losses, to that weapon, and at New Orleans five or six hundred of Coffee's men, who were out of range, were armed with the rifle; but the surprising losses of the British were commonly due to artillery and musketry fire.	Winchester's men at the river Raisin may have owed their over confidence, as the British Forty first owed its losses, to that weapon, and at New Orleans five or six hundred of Coffee's men, who were out of range, were armed with the rifle; but the surprising losses of the British were commonly due to artillery and musketry fire.	true	464.57	484.935	17
4290_14526_000008_000005	At New Orleans the artillery was chiefly engaged.	At New Orleans the artillery was chiefly engaged.	true	484.935	488.295	18
4290_14526_000008_000006	The artillery battle of January 1st, according to British accounts, amply proved the superiority of American gunnery on that occasion, which was probably the fairest test during the war.	The artillery battle of january first, according to British accounts, amply proved the superiority of American gunnery on that occasion, which was probably the fairest test during the war.	true	488.295	499.24	16
4290_14526_000008_000007	The battle of January 8th was also chiefly an artillery battle: the main British column never arrived within fair musket range; Pakenham was killed by a grape-shot, and the main column of his troops halted more than one hundred yards from the parapet.	The battle of january eighth was also chiefly an artillery battle: the main British column never arrived within fair musket range; Pakenham was killed by a grape shot, and the main column of his troops halted more than one hundred yards from the parapet.	true	499.37	513.57	18
4290_14526_000009_000000	The best test of British and American military qualities, both for men and weapons, was Scott's battle of Chippawa.	The best test of British and American military qualities, both for men and weapons, was Scott's battle of Chippawa.	true	513.57	520.005	15
4290_14526_000009_000001	Nothing intervened to throw a doubt over the fairness of the trial.	Nothing intervened to throw a doubt over the fairness of the trial.	true	520.005	523.51	12
4290_14526_000009_000002	Two parallel lines of regular soldiers, practically equal in numbers, armed with similar weapons, moved in close order toward each other across a wide, open plain, without cover or advantage of position, stopping at intervals to load and fire, until one line broke and retired.	Two parallel lines of regular soldiers, practically equal in numbers, armed with similar weapons, moved in close order toward each other across a wide, open plain, without cover or advantage of position, stopping at intervals to load and fire, until one line broke and retired.	false	523.7	540.7	16
4290_14526_000009_000003	At the same time two three-gun batteries, the British being the heavier, maintained a steady fire from positions opposite each other.	At the same time two three gun batteries, the British being the heavier, maintained a steady fire from positions opposite each other.	true	540.83	548.71	19
4290_14526_000009_000004	According to the reports, the two infantry lines in the centre never came nearer than eighty yards. Major-General Riall reported that then, owing to severe losses, his troops broke and could not be rallied.	According to the reports, the two infantry lines in the centre never came nearer than eighty yards. Major General Riall reported that then, owing to severe losses, his troops broke and could not be rallied.	true	548.96	562.81	22
4290_14526_000009_000005	Comparison of official reports showed that the British lost in killed and wounded four hundred and sixty-nine men; the Americans, two hundred and ninety-six.	Comparison of official reports showed that the British lost in killed and wounded four hundred and sixty nine men; the Americans, two hundred and ninety six.	false	563.15	573.225	18
4290_14526_000009_000006	Some doubts always affect the returns of wounded, because the severity of the wound cannot be known; but dead men tell their own tale.	Some doubts always affect the returns of wounded, because the severity of the wound cannot be known; but dead men tell their own tale.	true	573.225	581.19	17
4290_14526_000009_000007	Riall reported one hundred and forty-eight killed; Scott reported sixty-one.	Riall reported one hundred and forty eight killed; Scott reported sixty one.	true	581.19	586.48	21
4290_14526_000009_000008	The severity of the losses showed that the battle was sharply contested, and proved the personal bravery of both armies.	The severity of the losses showed that the battle was sharply contested, and proved the personal bravery of both armies.	true	586.91	594.01	17
4290_14526_000009_000009	Marksmanship decided the result, and the returns proved that the American fire was superior to that of the British in the proportion of more than fifty per cent, if estimated by the entire loss, and of two hundred and forty-two to one hundred if estimated by the deaths alone.	Marksmanship decided the result, and the returns proved that the American fire was superior to that of the British in the proportion of more than fifty per cent, if estimated by the entire loss, and of two hundred and forty two to one hundred if estimated by the deaths alone.	true	594.08	610.51	17
4290_14526_000010_000000	The conclusion seemed incredible, but it was supported by the results of the naval battles.	The conclusion seemed incredible, but it was supported by the results of the naval battles.	true	611.24	616.26	20
4290_14526_000010_000001	The Americans showed superiority amounting in some cases to twice the efficiency of their enemies in the use of weapons. The best French critic of the naval war, Jurien de la Graviere, said:--"An enormous superiority in the rapidity and precision of their fire can alone explain the difference in the losses sustained by the combatants." So far from denying this conclusion, the British press constantly alleged it, and the British officers complained of it.	The Americans showed superiority amounting in some cases to twice the efficiency of their enemies in the use of weapons. The best French critic of the naval war, Jurien de la Graviere, said:--"An enormous superiority in the rapidity and precision of their fire can alone explain the difference in the losses sustained by the combatants." So far from denying this conclusion, the British press constantly alleged it, and the British officers complained of it.	false	616.26	643.84	16
4290_14526_000010_000002	The discovery caused great surprise, and in both British services much attention was at once directed to improvement in artillery and musketry. Nothing could exceed the frankness with which Englishmen avowed their inferiority.	The discovery caused great surprise, and in both British services much attention was at once directed to improvement in artillery and musketry. Nothing could exceed the frankness with which Englishmen avowed their inferiority.	true	644.03	656.92	15
4290_14526_000010_000003	According to Sir Francis Head, "gunnery was in naval warfare in the extraordinary state of ignorance we have just described, when our lean children, the American people, taught us, rod in hand, our first lesson in the art." The English text-book on Naval Gunnery, written by Major-General Sir Howard Douglas immediately after the peace, devoted more attention to the short American war than to all the battles of Napoleon, and began by admitting that Great Britain had "entered with too great confidence on war with a marine much more expert than that of any of our European enemies." The admission appeared "objectionable" even to the author; but he did not add, what was equally true, that it applied as well to the land as to the sea service.	According to Sir Francis Head, "gunnery was in naval warfare in the extraordinary state of ignorance we have just described, when our lean children, the American people, taught us, rod in hand, our first lesson in the art." The English text book on Naval Gunnery, written by Major General Sir Howard Douglas immediately after the peace, devoted more attention to the short American war than to all the battles of Napoleon, and began by admitting that Great Britain had "entered with too great confidence on war with a marine much more expert than that of any of our European enemies." The admission appeared "objectionable" even to the author; but he did not add, what was equally true, that it applied as well to the land as to the sea service.	false	657.41	707.02	19
4290_14526_000011_000000	No one questioned the bravery of the British forces, or the ease with which they often routed larger bodies of militia; but the losses they inflicted were rarely as great as those they suffered.	No one questioned the bravery of the British forces, or the ease with which they often routed larger bodies of militia; but the losses they inflicted were rarely as great as those they suffered.	true	707.03	718.185	17
4290_14526_000011_000001	Even at Bladensburg, where they met little resistance, their loss was several times greater than that of the Americans.	Even at Bladensburg, where they met little resistance, their loss was several times greater than that of the Americans.	true	718.185	724.84	16
4290_14526_000011_000002	At Plattsburg, where the intelligence and quickness of Macdonough and his men alone won the victory, his ships were in effect stationary batteries, and enjoyed the same superiority in gunnery.	At Plattsburg, where the intelligence and quickness of Macdonough and his men alone won the victory, his ships were in effect stationary batteries, and enjoyed the same superiority in gunnery.	false	724.88	737.46	17
4290_14526_000011_000003	"The Saratoga," said his official report, "had fifty-five round-shot in her hull; the Confiance, one hundred and five.	"The Saratoga," said his official report, "had fifty five round shot in her hull; the Confiance, one hundred and five.	false	737.46	746.47	22.83643
4290_14526_000011_000004	The enemy's shot passed principally just over our heads, as there were not twenty whole hammocks in the nettings at the close of the action."	The enemy's shot passed principally just over our heads, as there were not twenty whole hammocks in the nettings at the close of the action."	false	746.51	755.4	22.99537
4290_14526_000012_000000	The greater skill of the Americans was not due to special training; for the British service was better trained in gunnery, as in everything else, than the motley armies and fleets that fought at New Orleans and on the Lakes.	The greater skill of the Americans was not due to special training; for the British service was better trained in gunnery, as in everything else, than the motley armies and fleets that fought at New Orleans and on the Lakes.	true	755.4	766.99	15
4290_14526_000012_000001	Critics constantly said that every American had learned from his childhood the use of the rifle; but he certainly had not learned to use cannon in shooting birds or hunting deer, and he knew less than the Englishman about the handling of artillery and muskets. The same intelligence that selected the rifle and the long pivot-gun for favorite weapons was shown in handling the carronade, and every other instrument however clumsy.	Critics constantly said that every American had learned from his childhood the use of the rifle; but he certainly had not learned to use cannon in shooting birds or hunting deer, and he knew less than the Englishman about the handling of artillery and muskets. The same intelligence that selected the rifle and the long pivot gun for favorite weapons was shown in handling the carronade, and every other instrument however clumsy.	true	767	790.63	15
4290_14526_000013_000000	Another significant result of the war was the sudden development of scientific engineering in the United States.	Another significant result of the war was the sudden development of scientific engineering in the United States.	true	791.06	796.69	12
4290_14526_000013_000001	This branch of the military service owed its efficiency and almost its existence to the military school at West Point, established in 1802.	This branch of the military service owed its efficiency and almost its existence to the military school at West Point, established in eighteen o two.	true	796.85	804.34	15
4290_14526_000013_000002	The school was at first much neglected by government.	The school was at first much neglected by government.	false	804.56	807.55	23.537912
4290_14526_000013_000003	The number of graduates before the year 1812 was very small; but at the outbreak of the war the corps of engineers was already efficient.	The number of graduates before the year eighteen twelve was very small; but at the outbreak of the war the corps of engineers was already efficient.	true	807.56	815.715	20.663063
4290_14526_000013_000004	Its chief was Colonel Joseph Gardner Swift, of Massachusetts, the first graduate of the academy: Colonel Swift planned the defenses of New York Harbor.	Its chief was Colonel Joseph Gardner Swift, of Massachusetts, the first graduate of the academy: Colonel Swift planned the defenses of New York Harbor.	true	815.715	823.65	19
4290_14526_000013_000005	The lieutenant-colonel in 1812 was Walker Keith Armistead, of Virginia,--the third graduate, who planned the defenses of Norfolk.	The lieutenant colonel in eighteen twelve was Walker Keith Armistead, of Virginia,--the third graduate, who planned the defenses of Norfolk.	true	823.65	831.52	20
4290_14526_000013_000006	Major William McRee, of North Carolina, became chief engineer to General Brown and constructed the fortifications at Fort Erie, which cost the British General Gordon Drummond the loss of half his army, besides the mortification of defeat.	Major William McRee, of North Carolina, became chief engineer to General Brown and constructed the fortifications at Fort Erie, which cost the British General Gordon Drummond the loss of half his army, besides the mortification of defeat.	true	831.62	845.8	20
4290_14526_000013_000007	Captain Eleazer Derby Wood, of New York, constructed Fort Meigs, which enabled Harrison to defeat the attack of Proctor in May, 1813.	Captain Eleazer Derby Wood, of New York, constructed Fort Meigs, which enabled Harrison to defeat the attack of Proctor in May, eighteen thirteen.	false	845.99	855.07	20
4290_14526_000013_000008	Captain Joseph Gilbert Totten, of New York, was chief engineer to General Izard at Plattsburg, where he directed the fortifications that stopped the advance of Prevost's great army.	Captain Joseph Gilbert Totten, of New York, was chief engineer to General Izard at Plattsburg, where he directed the fortifications that stopped the advance of Prevost's great army.	true	855.14	865.95	21
4290_14526_000013_000009	None of the works constructed by a graduate of West Point was captured by the enemy; and had an engineer been employed at Washington by Armstrong and Winder, the city would have been easily saved.	None of the works constructed by a graduate of West Point was captured by the enemy; and had an engineer been employed at Washington by Armstrong and Winder, the city would have been easily saved.	true	865.95	877.56	17
4290_14526_000014_000000	Perhaps without exaggeration the West Point Academy might be said to have decided, next to the navy, the result of the war.	Perhaps without exaggeration the West Point Academy might be said to have decided, next to the navy, the result of the war.	true	877.56	884.8	15
4290_14526_000014_000001	The works at New Orleans were simple in character, and as far as they were due to engineering skill were directed by Major Latour, a Frenchman; but the war was already ended when the battle of New Orleans was fought.	The works at New Orleans were simple in character, and as far as they were due to engineering skill were directed by Major Latour, a Frenchman; but the war was already ended when the battle of New Orleans was fought.	true	885.08	897.7	18
4290_14526_000014_000002	During the critical campaign of 1814, the West Point engineers doubled the capacity of the little American army for resistance, and introduced a new and scientific character into American life.	During the critical campaign of eighteen fourteen, the West Point engineers doubled the capacity of the little American army for resistance, and introduced a new and scientific character into American life.	false	897.71	909.49	17
4290_14526_000015_000000	THE BATTLE BETWEEN THE CONSTITUTION AND THE GUERRIERE	THE BATTLE BETWEEN THE CONSTITUTION AND THE GUERRIERE	false	910.67	914.31	19.79157
4290_14526_000016_000000	From 'History of the United States': copyright 1890, by Charles Scribner's Sons.	From 'History of the United States': copyright eighteen ninety, by Charles Scribner's Sons.	false	914.31	917.97	19.875126
4290_14526_000017_000000	As Broke's squadron swept along the coast it seized whatever it met, and on July 16th caught one of President Jefferson's sixteen-gun brigs, the Nautilus.	As Broke's squadron swept along the coast it seized whatever it met, and on july sixteenth caught one of President Jefferson's sixteen gun brigs, the Nautilus.	false	917.97	928.21	20
4290_14526_000017_000001	The next day it came on a richer prize.	The next day it came on a richer prize.	true	928.46	931	23.922028
4290_14526_000017_000002	The American navy seemed ready to outstrip the army in the race for disaster.	The American navy seemed ready to outstrip the army in the race for disaster.	true	931.04	935.59	15
4290_14526_000017_000003	The Constitution, the best frigate in the United States service, sailed into the midst of Broke's five ships.	The Constitution, the best frigate in the United States service, sailed into the midst of Broke's five ships.	true	935.81	942.4	20
4290_14526_000017_000004	Captain Isaac Hull, in command of the Constitution, had been detained at Annapolis shipping a new crew until July 5th, the day when Broke's squadron left Halifax; then the ship got under way and stood down Chesapeake Bay on her voyage to New York.	Captain Isaac Hull, in command of the Constitution, had been detained at Annapolis shipping a new crew until july fifth, the day when Broke's squadron left Halifax; then the ship got under way and stood down Chesapeake Bay on her voyage to New York.	false	942.53	958.54	20
4290_14526_000017_000005	The wind was ahead and very light.	The wind was ahead and very light.	true	958.76	961.12	18
4290_14526_000017_000006	Not until July 10th did the ship anchor off Cape Henry lighthouse, and not till sunrise of July 12th did she stand to the eastward and northward.	Not until july tenth did the ship anchor off Cape Henry lighthouse, and not till sunrise of july twelfth did she stand to the eastward and northward.	true	961.43	971.29	17
4290_14526_000017_000007	Light head winds and a strong current delayed her progress till July 17th, when at two o'clock in the afternoon, off Barnegat on the New Jersey coast, the lookout at the masthead discovered four sails to the northward, and two hours later a fifth sail to the northeast.	Light head winds and a strong current delayed her progress till july seventeenth, when at two o'clock in the afternoon, off Barnegat on the New Jersey coast, the lookout at the masthead discovered four sails to the northward, and two hours later a fifth sail to the northeast.	false	971.99	988.29	20.913969
4290_14526_000017_000008	Hull took them for Rodgers's squadron.	Hull took them for Rodgers's squadron.	false	988.29	990.85	21.494495
4290_14526_000017_000009	The wind was light, and Hull being to windward determined to speak the nearest vessel, the last to come in sight.	The wind was light, and Hull being to windward determined to speak the nearest vessel, the last to come in sight.	true	990.95	997.81	17
4290_14526_000017_000010	The afternoon passed without bringing the ships together, and at ten o'clock in the evening, finding that the nearest ship could not answer the night signal, Hull decided to lose no time in escaping.	The afternoon passed without bringing the ships together, and at ten o'clock in the evening, finding that the nearest ship could not answer the night signal, Hull decided to lose no time in escaping.	false	998.21	1008.73	19
4290_14526_000018_000000	Then followed one of the most exciting and sustained chases recorded in naval history.	Then followed one of the most exciting and sustained chases recorded in naval history.	true	1009.46	1014.46	15
4290_14526_000018_000001	At daybreak the next morning one British frigate was astern within five or six miles, two more were to leeward, and the rest of the fleet some ten miles astern, all making chase.	At daybreak the next morning one British frigate was astern within five or six miles, two more were to leeward, and the rest of the fleet some ten miles astern, all making chase.	false	1014.68	1025.17	17
4290_14526_000018_000002	Hull put out his boats to tow the Constitution; Broke summoned the boats of the squadron to tow the Shannon.	Hull put out his boats to tow the Constitution; Broke summoned the boats of the squadron to tow the Shannon.	true	1025.48	1031.77	22.826605
4290_14526_000018_000003	Hull then bent all his spare rope to the cables, dropped a small anchor half a mile ahead, in twenty-six fathoms of water, and warped his ship along.	Hull then bent all his spare rope to the cables, dropped a small anchor half a mile ahead, in twenty six fathoms of water, and warped his ship along.	true	1031.84	1041.31	19
4290_14526_000018_000004	Broke quickly imitated the device, and slowly gained on the chase.	Broke quickly imitated the device, and slowly gained on the chase.	true	1041.44	1045.72	18.323025
4290_14526_000018_000005	The Guerriere crept so near Hull's lee beam as to open fire, but her shot fell short.	The Guerriere crept so near Hull's lee beam as to open fire, but her shot fell short.	false	1046.15	1051.95	18
4290_14526_000018_000006	Fortunately the wind, though slight, favored Hull.	Fortunately the wind, though slight, favored Hull.	true	1051.95	1055.44	18.721539
4290_14526_000018_000007	All night the British and American crews toiled on, and when morning came the Belvidera, proving to be the best sailer, got in advance of her consorts, working two kedge anchors, until at two o'clock in the afternoon she tried in her turn to reach the Constitution with her bow guns, but in vain.	All night the British and American crews toiled on, and when morning came the Belvidera, proving to be the best sailer, got in advance of her consorts, working two kedge anchors, until at two o'clock in the afternoon she tried in her turn to reach the Constitution with her bow guns, but in vain.	true	1055.54	1074.13	22.648495
4290_14526_000018_000008	Hull expected capture, but the Belvidera could not approach nearer without bringing her boats under the Constitution's stern guns; and the wearied crews toiled on, towing and kedging, the ships barely out of gunshot, till another morning came.	Hull expected capture, but the Belvidera could not approach nearer without bringing her boats under the Constitution's stern guns; and the wearied crews toiled on, towing and kedging, the ships barely out of gunshot, till another morning came.	true	1074.23	1088.2	20
4290_14526_000018_000009	The breeze, though still light, then allowed Hull to take in his boats, the Belvidera being two and a half miles in his wake, the Shannon three and a half miles on his lee, and the three other frigates well to leeward. The wind freshened, and the Constitution drew ahead, until, toward seven o'clock in the evening of July 19th, a heavy rain squall struck the ship, and by taking skillful advantage of it Hull left the Belvidera and Shannon far astern; yet until eight o'clock the next morning they were still in sight, keeping up the chase.	The breeze, though still light, then allowed Hull to take in his boats, the Belvidera being two and a half miles in his wake, the Shannon three and a half miles on his lee, and the three other frigates well to leeward. The wind freshened, and the Constitution drew ahead, until, toward seven o'clock in the evening of july nineteenth, a heavy rain squall struck the ship, and by taking skillful advantage of it Hull left the Belvidera and Shannon far astern; yet until eight o'clock the next morning they were still in sight, keeping up the chase.	false	1088.39	1120.39	20
4290_14526_000019_000000	Perhaps nothing during the war tested American seamanship more thoroughly than these three days of combined skill and endurance in the face of the irresistible enemy.	Perhaps nothing during the war tested American seamanship more thoroughly than these three days of combined skill and endurance in the face of the irresistible enemy.	true	1120.94	1130.44	13
4290_14526_000019_000001	The result showed that Hull and the Constitution had nothing to fear in these respects.	The result showed that Hull and the Constitution had nothing to fear in these respects.	false	1130.93	1135.96	19
4290_14526_000019_000002	There remained the question whether the superiority extended to his guns; and such was the contempt of the British naval officers for American ships, that with this expedience before their eyes they still believed one of their thirty-eight-gun frigates to be more than a match for an American forty-four, although the American, besides the heavier armament, had proved his capacity to outsail and out-manoeuvre the Englishman.	There remained the question whether the superiority extended to his guns; and such was the contempt of the British naval officers for American ships, that with this expedience before their eyes they still believed one of their thirty eight gun frigates to be more than a match for an American forty four, although the American, besides the heavier armament, had proved his capacity to outsail and out manoeuvre the Englishman.	false	1136.51	1161.9	18
