5656_44577_000000_000000	QUESTIONS AND EXERCISES.	QUESTIONS AND EXERCISES.	false	0	0.84	14.17503
5656_44577_000029_000000	The words _THOUGHT_ and _DID_ immediately catch the reader's attention because they are different from the others, not especially because they are larger.	The words underscore THOUGHT underscore and underscore DID underscore immediately catch the reader's attention because they are different from the others, not especially because they are larger.	false	383.85	392.47	26.417383
5656_44577_000029_000001	If all the rest of the words in this sentence were made ten times as large as they are, and _DID_ and _THOUGHT_ were kept at their present size, they would still be emphatic, because different.	If all the rest of the words in this sentence were made ten times as large as they are, and underscore DID underscore and underscore THOUGHT underscore were kept at their present size, they would still be emphatic, because different.	false	393.02	404.89	22.823519
5656_44577_000030_000000	Take the following from Robert Chambers' novel, "The Business of Life." The words _you_, _had_, _would_, are all emphatic, because they have been made different.	Take the following from Robert Chambers' novel, "The Business of Life." The words underscore you underscore, underscore had underscore, underscore would underscore, are all emphatic, because they have been made different.	false	405.83	416.86	24.923746
5656_44577_000031_000000	He looked at her in angry astonishment.	He looked at her in angry astonishment.	true	417.74	419.95	22.668404
5656_44577_000032_000000	"Well, what do _you_ call it if it isn't cowardice--to slink off and marry a defenseless girl like that!"	"Well, what do underscore you underscore call it if it isn't cowardice-to slink off and marry a defenseless girl like that!"	false	420.35	425.59	26.450066
5656_44577_000033_000000	"Did you expect me to give you a chance to destroy me and poison Jacqueline's mind?	"Did you expect me to give you a chance to destroy me and poison Jacqueline's mind?	true	426.2	431.23	27.95061
5656_44577_000033_000001	If I _had_ been guilty of the thing with which you charge me, what I have done _would_ have been cowardly.	If I underscore had underscore been guilty of the thing with which you charge me, what I have done underscore would underscore have been cowardly.	false	431.51	437.44	22.3669
5656_44577_000033_000002	Otherwise, it is justified."	Otherwise, it is justified."	true	437.48	439.6	23.4048
5656_44577_000034_000000	A Fifth Avenue bus would attract attention up at Minisink Ford, New York, while one of the ox teams that frequently pass there would attract attention on Fifth Avenue.	A Fifth Avenue bus would attract attention up at Minisink Ford, New York, while one of the ox teams that frequently pass there would attract attention on Fifth Avenue.	true	440.96	450.61	22.614428
5656_44577_000034_000001	To make a word emphatic, deliver it differently from the manner in which the words surrounding it are delivered.	To make a word emphatic, deliver it differently from the manner in which the words surrounding it are delivered.	true	450.95	456.94	28.170319
5656_44577_000034_000002	If you have been talking loudly, utter the emphatic word in a concentrated whisper--and you have intense emphasis.	If you have been talking loudly, utter the emphatic word in a concentrated whisper-and you have intense emphasis.	false	457.43	465.19	24.720863
5656_44577_000034_000003	If you have been going fast, go very slow on the emphatic word.	If you have been going fast, go very slow on the emphatic word.	true	465.83	470.5	22.764044
5656_44577_000034_000004	If you have been talking on a low pitch, jump to a high one on the emphatic word.	If you have been talking on a low pitch, jump to a high one on the emphatic word.	true	471.05	475.84	21.675
5656_44577_000034_000005	If you have been talking on a high pitch, take a low one on your emphatic ideas. Read the chapters on "Inflection," "Feeling," "Pause," "Change of Pitch," "Change of Tempo." Each of these will explain in detail how to get emphasis through the use of a certain principle.	If you have been talking on a high pitch, take a low one on your emphatic ideas. Read the chapters on "Inflection," "Feeling," "Pause," "Change of Pitch," "Change of Tempo." Each of these will explain in detail how to get emphasis through the use of a certain principle.	true	476.18	494.32	23.650131
5656_44577_000035_000000	In this chapter, however, we are considering only one form of emphasis: that of applying force to the important word and subordinating the unimportant words.	In this chapter, however, we are considering only one form of emphasis: that of applying force to the important word and subordinating the unimportant words.	true	495.5	504.91	26
5656_44577_000035_000001	Do not forget: this is one of the main methods that you must continually employ in getting your effects.	Do not forget: this is one of the main methods that you must continually employ in getting your effects.	true	505.7	511.84	23.009422
5656_44577_000036_000000	Let us not confound loudness with emphasis.	Let us not confound loudness with emphasis.	true	512.78	515.77	26.122778
5656_44577_000036_000001	To yell is not a sign of earnestness, intelligence, or feeling.	To yell is not a sign of earnestness, intelligence, or feeling.	true	516.23	520.6	23.299677
5656_44577_000036_000002	The kind of force that we want applied to the emphatic word is not entirely physical.	The kind of force that we want applied to the emphatic word is not entirely physical.	true	521.12	526.42	27.232414
5656_44577_000036_000003	True, the emphatic word may be spoken more loudly, or it may be spoken more softly, but the _real_ quality desired is intensity, earnestness.	True, the emphatic word may be spoken more loudly, or it may be spoken more softly, but the underscore real underscore quality desired is intensity, earnestness.	false	527.27	536.65	25.053627
5656_44577_000036_000004	It must come from within, outward.	It must come from within, outward.	true	537.05	539.77	23.08954
5656_44577_000037_000000	Last night a speaker said: "The curse of this country is not a lack of education.	Last night a speaker said: "The curse of this country is not a lack of education.	true	540.5	545.46	25.320187
5656_44577_000037_000001	It's politics." He emphasized _curse, lack, education, politics_.	It's politics." He emphasized underscore curse, lack, education, politics underscore.	false	545.46	552.57	28.688303
5656_44577_000037_000002	The other words were hurried over and thus given no comparative importance at all.	The other words were hurried over and thus given no comparative importance at all.	true	552.57	557.02	22.619926
5656_44577_000037_000003	The word _politics_ was flamed out with great feeling as he slapped his hands together indignantly.	The word underscore politics underscore was flamed out with great feeling as he slapped his hands together indignantly.	false	557.69	563.35	28.951935
5656_44577_000037_000004	His emphasis was both correct and powerful.	His emphasis was both correct and powerful.	true	563.9	567.01	25.515598
5656_44577_000037_000005	He concentrated all our attention on the words that meant something, instead of holding it up on such words as _of this_, _a_, _of_, _It's_.	He concentrated all our attention on the words that meant something, instead of holding it up on such words as underscore of this underscore, underscore a underscore, underscore of underscore, underscore It's underscore.	false	567.44	579.84	23.70063
5656_44577_000038_000000	What would you think of a guide who agreed to show New York to a stranger and then took up his time by visiting Chinese laundries and boot-blacking "parlors" on the side streets?	What would you think of a guide who agreed to show New York to a stranger and then took up his time by visiting Chinese laundries and boot blacking "parlors" on the side streets?	true	579.84	589.75	22
5656_44577_000038_000001	There is only one excuse for a speaker's asking the attention of his audience: He must have either truth or entertainment for them.	There is only one excuse for a speaker's asking the attention of his audience: He must have either truth or entertainment for them.	false	590.15	597.7	26.969763
5656_44577_000038_000002	If he wearies their attention with trifles they will have neither vivacity nor desire left when he reaches words of Wall-Street and skyscraper importance.	If he wearies their attention with trifles they will have neither vivacity nor desire left when he reaches words of Wall Street and skyscraper importance.	true	598.22	608.56	23.097996
5656_44577_000038_000003	You do not dwell on these small words in your everyday conversation, because you are not a conversational bore.	You do not dwell on these small words in your everyday conversation, because you are not a conversational bore.	true	609.2	615.73	21.786554
5656_44577_000038_000004	Apply the correct method of everyday speech to the platform.	Apply the correct method of everyday speech to the platform.	true	616.13	619.54	25.073715
5656_44577_000038_000005	As we have noted elsewhere, public speaking is very much like conversation enlarged.	As we have noted elsewhere, public speaking is very much like conversation enlarged.	true	619.76	625.99	24.626465
5656_44577_000039_000000	Sometimes, for big emphasis, it is advisable to lay stress on every single syllable in a word, as _absolutely_ in the following sentence:	Sometimes, for big emphasis, it is advisable to lay stress on every single syllable in a word, as underscore absolutely underscore in the following sentence:	false	626.66	634.78	22.651846
5656_44577_000040_000000	I ab-so-lute-ly refuse to grant your demand.	I ab so lute ly refuse to grant your demand.	true	635.15	639.64	25.654732
5656_44577_000041_000000	Now and then this principle should be applied to an emphatic sentence by stressing each word.	Now and then this principle should be applied to an emphatic sentence by stressing each word.	true	640.64	646.18	23.618889
5656_44577_000041_000001	It is a good device for exciting special attention, and it furnishes a pleasing variety.	It is a good device for exciting special attention, and it furnishes a pleasing variety.	true	646.46	651.94	21.592136
5656_44577_000041_000002	Patrick Henry's notable climax could be delivered in that manner very effectively: "Give--me--liberty--or--give--me--death." The italicized part of the following might also be delivered with this every-word emphasis.	Patrick Henry's notable climax could be delivered in that manner very effectively: "Give-me-liberty-or-give-me-death." The italicized part of the following might also be delivered with this every word emphasis.	true	652.46	668.35	23.606474
5656_44577_000041_000003	Of course, there are many ways of delivering it; this is only one of several good interpretations that might be chosen.	Of course, there are many ways of delivering it; this is only one of several good interpretations that might be chosen.	true	668.6	675.43	21.863651
5656_44577_000042_000000	Knowing the price we must pay, the sacrifice we must make, the burdens we must carry, the assaults we must endure--knowing full well the cost--yet we enlist, and we enlist for the war.	Knowing the price we must pay, the sacrifice we must make, the burdens we must carry, the assaults we must endure-knowing full well the cost-yet we enlist, and we enlist for the war.	true	676.1	687.76	24.812979
5656_44577_000042_000001	For we know the justice of our cause, and _we know, too, its certain triumph._	For we know the justice of our cause, and underscore we know, too, its certain triumph.underscore	false	687.89	694.92	23.60964
5656_44577_000043_000000	--_From "Pass Prosperity Around,"_ by ALBERT J. BEVERIDGE, _before the Chicago National Convention of the Progressive Party_.	--underscore From "Pass Prosperity Around,"underscore by ALBERT j BEVERIDGE, underscore before the Chicago National Convention of the Progressive Party underscore.	false	694.92	705.18	22.390808
5656_44577_000044_000000	Strongly emphasizing a single word has a tendency to suggest its antithesis.	Strongly emphasizing a single word has a tendency to suggest its antithesis.	true	705.18	710.32	22.32852
5656_44577_000044_000001	Notice how the meaning changes by merely putting the emphasis on different words in the following sentence.	Notice how the meaning changes by merely putting the emphasis on different words in the following sentence.	true	710.81	716.74	23.905094
5656_44577_000044_000002	The parenthetical expressions would really not be needed to supplement the emphatic words.	The parenthetical expressions would really not be needed to supplement the emphatic words.	true	717.32	722.34	29.457819
5656_44577_000045_000000	_I_ intended to buy a house this Spring (even if you did not).	underscore I underscore intended to buy a house this Spring (even if you did not).	false	722.34	727.42	24.00291
5656_44577_000046_000000	I _INTENDED_ to buy a house this Spring (but something prevented).	I underscore INTENDED underscore to buy a house this Spring (but something prevented).	false	728.36	732.82	25.440767
5656_44577_000047_000000	I intended to _BUY_ a house this Spring (instead of renting as heretofore).	I intended to underscore BUY underscore a house this Spring (instead of renting as heretofore).	false	733.55	738.64	23.5373
5656_44577_000048_000000	I intended to buy a _HOUSE_ this Spring (and not an automobile).	I intended to buy a underscore HOUSE underscore this Spring (and not an automobile).	false	739.88	744.55	22.120588
5656_44577_000049_000000	I intended to buy a house _THIS_ Spring (instead of next Spring).	I intended to buy a house underscore THIS underscore Spring (instead of next Spring).	false	745.25	750.58	23.929758
5656_44577_000050_000000	I intended to buy a house this _SPRING_ (instead of in the Autumn).	I intended to buy a house this underscore SPRING underscore (instead of in the Autumn).	false	751.34	756.01	23.650503
5656_44577_000051_000000	When a great battle is reported in the papers, they do not keep emphasizing the same facts over and over again.	When a great battle is reported in the papers, they do not keep emphasizing the same facts over and over again.	true	757.16	763.45	28.722145
5656_44577_000051_000001	They try to get new information, or a "new slant." The news that takes an important place in the morning edition will be relegated to a small space in the late afternoon edition.	They try to get new information, or a "new slant." The news that takes an important place in the morning edition will be relegated to a small space in the late afternoon edition.	true	763.76	774.07	23.907513
5656_44577_000051_000002	We are interested in new ideas and new facts.	We are interested in new ideas and new facts.	true	774.89	777.91	24.0867
5656_44577_000051_000003	This principle has a very important bearing in determining your emphasis.	This principle has a very important bearing in determining your emphasis.	true	778.49	782.44	26.549746
5656_44577_000051_000004	Do not emphasize the same idea over and over again unless you desire to lay extra stress on it; Senator Thurston desired to put the maximum amount of emphasis on "force" in his speech on page 50.	Do not emphasize the same idea over and over again unless you desire to lay extra stress on it; Senator Thurston desired to put the maximum amount of emphasis on "force" in his speech on page fifty.	true	782.9	795.85	25.566534
5656_44577_000051_000005	Note how force is emphasized repeatedly.	Note how force is emphasized repeatedly.	true	796.55	799.24	23.398602
5656_44577_000051_000006	As a general rule, however, the new idea, the "new slant," whether in a newspaper report of a battle or a speaker's enunciation of his ideas, is emphatic.	As a general rule, however, the new idea, the "new slant," whether in a newspaper report of a battle or a speaker's enunciation of his ideas, is emphatic.	false	799.67	810.58	22.730293
5656_44577_000052_000000	In the following selection, "larger" is emphatic, for it is the new idea.	In the following selection, "larger" is emphatic, for it is the new idea.	true	811.82	816.76	26.11053
5656_44577_000052_000001	All men have eyes, but this man asks for a _LARGER_ eye.	All men have eyes, but this man asks for a underscore LARGER underscore eye.	false	817.37	821.68	20.189617
5656_44577_000053_000000	This man with the larger eye says he will discover, not rivers or safety appliances for aeroplanes, but _NEW STARS_ and _SUNS_.	This man with the larger eye says he will discover, not rivers or safety appliances for aeroplanes, but underscore NEW STARS underscore and underscore SUNS underscore.	false	822.8	832.92	20.940222
5656_44577_000053_000001	"New stars and suns" are hardly as emphatic as the word "larger." Why?	"New stars and suns" are hardly as emphatic as the word "larger." Why?	true	832.92	838.48	22.310997
5656_44577_000053_000002	Because we expect an astronomer to discover heavenly bodies rather than cooking recipes.	Because we expect an astronomer to discover heavenly bodies rather than cooking recipes.	true	838.85	844	22.674835
5656_44577_000053_000003	The words, "Republic needs" in the next sentence, are emphatic; they introduce a new and important idea.	The words, "Republic needs" in the next sentence, are emphatic; they introduce a new and important idea.	true	844.52	851.08	23.396322
5656_44577_000053_000004	Republics have always needed men, but the author says they need _NEW_ men.	Republics have always needed men, but the author says they need underscore NEW underscore men.	false	851.69	856.78	22.954369
5656_44577_000053_000005	"New" is emphatic because it introduces a new idea.	"New" is emphatic because it introduces a new idea.	true	857.48	861.28	23.85433
5656_44577_000053_000006	In like manner, "soil," "grain," "tools," are also emphatic.	In like manner, "soil," "grain," "tools," are also emphatic.	true	861.62	868.26	21.553186
5656_44577_000054_000000	The most emphatic words are italicized in this selection.	The most emphatic words are italicized in this selection.	false	868.26	871.69	26.538225
5656_44577_000054_000001	Are there any others you would emphasize?	Are there any others you would emphasize?	true	871.97	874.39	23.092943
5656_44577_000054_000002	Why?	Why?	true	874.49	875.35	23.18913
5656_44577_000055_000000	The old astronomer said, "Give me a _larger_ eye, and I will discover _new stars_ and _suns_." That is what the _republic needs_ today--_new men_--men who are _wise_ toward the _soil_, toward the _grains_, toward the _tools_.	The old astronomer said, "Give me a underscore larger underscore eye, and I will discover underscore new stars underscore and underscore suns underscore." That is what the underscore republic needs underscore today-underscore new men underscore--men who are underscore wise underscore toward the underscore soil underscore, toward the underscore grains underscore, toward the underscore tools underscore.	false	876.98	894.06	21.942675
5656_44577_000055_000001	If God would only raise up for the people two or three men like _Watt_, _Fulton_ and _McCormick_, they would be _worth more_ to the _State_ than that _treasure box_ named _California_ or _Mexico_.	If God would only raise up for the people two or three men like underscore Watt underscore, underscore Fulton underscore and underscore McCormick underscore, they would be underscore worth more underscore to the underscore State underscore than that underscore treasure box underscore named underscore California underscore or underscore Mexico underscore.	false	894.06	907.44	26.911114
5656_44577_000055_000002	And the _real supremacy_ of man is based upon his _capacity_ for _education_. Man is _unique_ in the _length_ of his _childhood_, which means the _period_ of _plasticity_ and _education_.	And the underscore real supremacy underscore of man is based upon his underscore capacity underscore for underscore education underscore. Man is underscore unique underscore in the underscore length underscore of his underscore childhood underscore, which means the underscore period underscore of underscore plasticity underscore and underscore education underscore.	false	907.44	920.49	23.013311
5656_44577_000055_000003	The childhood of a _moth_, the distance that stands between the hatching of the _robin_ and its _maturity_, represent a _few hours_ or a _few weeks_, but _twenty years_ for growth stands between _man's_ cradle and his citizenship.	The childhood of a underscore moth underscore, the distance that stands between the hatching of the underscore robin underscore and its underscore maturity underscore, represent a underscore few hours underscore or a underscore few weeks underscore, but underscore twenty years underscore for growth stands between underscore man's underscore cradle and his citizenship.	false	920.49	935.89	22.904726
5656_44577_000055_000004	This protracted childhood makes it possible to hand over to the boy all the _accumulated stores achieved_ by _races_ and _civilizations_ through _thousands_ of _years_.	This protracted childhood makes it possible to hand over to the boy all the underscore accumulated stores achieved underscore by underscore races underscore and underscore civilizations underscore through underscore thousands underscore of underscore years underscore.	false	936.29	948.18	22.360413
5656_44577_000056_000000	--_Anonymous_.	--underscore Anonymous underscore.	false	948.18	950.61	20.51484
5656_44577_000057_000000	You must understand that there are no steel-riveted rules of emphasis. It is not always possible to designate which word must, and which must not be emphasized.	You must understand that there are no steel riveted rules of emphasis. It is not always possible to designate which word must, and which must not be emphasized.	false	950.61	961.18	23.792595
5656_44577_000057_000001	One speaker will put one interpretation on a speech, another speaker will use different emphasis to bring out a different interpretation.	One speaker will put one interpretation on a speech, another speaker will use different emphasis to bring out a different interpretation.	true	961.43	968.77	25.07914
5656_44577_000057_000002	No one can say that one interpretation is right and the other wrong.	No one can say that one interpretation is right and the other wrong.	true	969.26	973.3	25.174112
5656_44577_000057_000003	This principle must be borne in mind in all our marked exercises.	This principle must be borne in mind in all our marked exercises.	true	973.82	978.16	25.374382
5656_44577_000057_000004	Here your own intelligence must guide--and greatly to your profit.	Here your own intelligence must guide-and greatly to your profit.	true	978.62	983.14	22.801584
