3923_181420_000000_000000	[Illustration: (signed) Wilfred Grenfell]	[Illustration: (signed) Wilfred Grenfell]	false	0	1.89	22.512999
3923_181420_000030_000000	Dr. Grenfell's father, after a brilliant career at Rugby School and at Balliol College, Oxford, became assistant master at Repton, and later, when he married, head master of Mostyn House School, a position which he resigned in 1882 to become Chaplain of the London Hospital.	dr Grenfell's father, after a brilliant career at Rugby School and at Balliol College, Oxford, became assistant master at Repton, and later, when he married, head master of Mostyn House School, a position which he resigned in eighteen eighty two to become Chaplain of the London Hospital.	true	257.51	274.24	26.447214
3923_181420_000030_000001	"He was a man of much learning, with a keen interest in science, a remarkable eloquence, and a fervent evangelistic faith."	"He was a man of much learning, with a keen interest in science, a remarkable eloquence, and a fervent evangelistic faith."	true	275.12	282.25	22.25783
3923_181420_000031_000000	Mostyn House School still stands, enlarged and modernized, in the charge of Dr. Grenfell's elder brother, and in it his mother is still the real head and controlling genius.	Mostyn House School still stands, enlarged and modernized, in the charge of dr Grenfell's elder brother, and in it his mother is still the real head and controlling genius.	true	283.19	293.29	24.882635
3923_181420_000032_000000	Parkgate, at one time a seaport of renown, when Liverpool was still unimportant, and later a seaside health resort to which came the fashion and beauty of England, had fallen, through the silting of the estuary and the broadening of the "Sands of Dee," to the level of a hamlet in the time of Dr. Grenfell's boyhood.	Parkgate, at one time a seaport of renown, when Liverpool was still unimportant, and later a seaside health resort to which came the fashion and beauty of England, had fallen, through the silting of the estuary and the broadening of the "Sands of Dee," to the level of a hamlet in the time of dr Grenfell's boyhood.	true	293.99	311.53	23.48206
3923_181420_000032_000001	The broad stretch of seaward trending sand, with its interlacing rivulets of fresh and brackish water, made a tempting though treacherous playground, alluring alike in the varied forms of life it harbored and in the adventure which whetted exploration.	The broad stretch of seaward trending sand, with its interlacing rivulets of fresh and brackish water, made a tempting though treacherous playground, alluring alike in the varied forms of life it harbored and in the adventure which whetted exploration.	true	311.93	326.65	23.561943
3923_181420_000032_000002	Thither came Charles Kingsley, Canon of Chester, who married a Grenfell, and who coupled his verse with scientific study and made geological excursions to the river's mouth with the then Master of Mostyn House School.	Thither came Charles Kingsley, Canon of Chester, who married a Grenfell, and who coupled his verse with scientific study and made geological excursions to the river's mouth with the then Master of Mostyn House School.	true	326.69	338.98	25.397083
3923_181420_000032_000003	In these excursions the youthful Wilfred was a participant, and therein he learned some of his first lessons in that accuracy of observation essential to his later life work.	In these excursions the youthful Wilfred was a participant, and therein he learned some of his first lessons in that accuracy of observation essential to his later life work.	true	339.2	349.12	24.3799
3923_181420_000033_000000	Here in this trained, but untrammeled, boyhood, with an inherited incentive to labor and an educated thirst for knowledge, away from the thrall of crowded communities, close to the wild places of nature, with the sea always beckoning and a rocking boat as familiar as the land, it is small wonder that there grew the fashioning of the purpose of a man, dimly at first, conceived in a home in which all, both of tradition and of teaching, bred faith, reverence, and the sense of thanksgiving in usefulness.	Here in this trained, but untrammeled, boyhood, with an inherited incentive to labor and an educated thirst for knowledge, away from the thrall of crowded communities, close to the wild places of nature, with the sea always beckoning and a rocking boat as familiar as the land, it is small wonder that there grew the fashioning of the purpose of a man, dimly at first, conceived in a home in which all, both of tradition and of teaching, bred faith, reverence, and the sense of thanksgiving in usefulness.	true	349.73	379.45	24.331861
3923_181420_000034_000000	From the school-days at Parkgate came the step to Marlborough College, where three years were marked by earnest study, both in books and in play, for the one gained a scholarship and the other an enduring interest in Rugby football.	From the school days at Parkgate came the step to Marlborough College, where three years were marked by earnest study, both in books and in play, for the one gained a scholarship and the other an enduring interest in Rugby football.	true	380.48	393.31	24.858427
3923_181420_000034_000001	Matriculating later at the University of London, Grenfell entered the London Hospital, and there laid not only the foundation of his medical education, but that of his friendship with Sir Frederick Treves, renowned surgeon and daring sailor and master mariner as well.	Matriculating later at the University of London, Grenfell entered the London Hospital, and there laid not only the foundation of his medical education, but that of his friendship with Sir Frederick Treves, renowned surgeon and daring sailor and master mariner as well.	true	393.56	407.26	21.478842
3923_181420_000034_000002	With plenty of work to the fore, as a hospital interne, the ruling spirit still asserted itself, and the young doctor became an inspiration among the waifs of the teeming city; he was one of the founders of the great Lads' Brigades which have done much good, and fostered more, in the example that they have set for allied activities.	With plenty of work to the fore, as a hospital interne, the ruling spirit still asserted itself, and the young doctor became an inspiration among the waifs of the teeming city; he was one of the founders of the great Lads' Brigades which have done much good, and fostered more, in the example that they have set for allied activities.	true	407.96	425.86	24.922966
3923_181420_000034_000003	Nor were the needs of his own bodily machine neglected; football, rowing, and the tennis court kept him in condition, and his athletics served to strengthen his appeals to the London boys whom he enrolled in the brigades.	Nor were the needs of his own bodily machine neglected; football, rowing, and the tennis court kept him in condition, and his athletics served to strengthen his appeals to the London boys whom he enrolled in the brigades.	true	426.11	437.86	23.29357
3923_181420_000034_000004	He founded the inter-hospital rowing club at Putney and rowed in the first inter-hospital race; he played on the Varsity football team, and won the "throwing the hammer" at the sports.	He founded the inter hospital rowing club at Putney and rowed in the first inter hospital race; he played on the Varsity football team, and won the "throwing the hammer" at the sports.	true	438.08	448.36	24.245241
3923_181420_000035_000000	A couple of terms at Queen's College, Oxford, followed the London experience, but here the conditions were too easy and luxurious for one who, by both inheritance and training, had within him the incentive to the strenuous life.	A couple of terms at Queen's College, Oxford, followed the London experience, but here the conditions were too easy and luxurious for one who, by both inheritance and training, had within him the incentive to the strenuous life.	true	448.91	461.26	23.981064
3923_181420_000035_000001	Need called, misery appealed, the message of life, of hope, and of salvation awaited, and the young doctor turned from Oxford to the medical mission work in which his record stands among the foremost for its effectiveness and for the spirituality of its purpose.	Need called, misery appealed, the message of life, of hope, and of salvation awaited, and the young doctor turned from Oxford to the medical mission work in which his record stands among the foremost for its effectiveness and for the spirituality of its purpose.	true	461.75	477.25	24.804407
3923_181420_000036_000000	Seeking some way in which he could satisfy his medical aspirations, as well as his desire for adventure and for definite Christian work, he appealed to Sir Frederick Treves, a member of the Council of the Royal National Mission to Deep Sea Fishermen, who suggested his joining the staff of the mission and establishing a medical mission to the fishermen of the North Sea.	Seeking some way in which he could satisfy his medical aspirations, as well as his desire for adventure and for definite Christian work, he appealed to Sir Frederick Treves, a member of the Council of the Royal National Mission to Deep Sea Fishermen, who suggested his joining the staff of the mission and establishing a medical mission to the fishermen of the North Sea.	true	478.1	497.89	23.55463
3923_181420_000036_000001	The conditions of the life were onerous, the existing traffic in spirituous liquors and in all other demoralizing influences had to be fought step by step, prejudice and evil habit had to be overcome and to be replaced by better knowledge and better desire, there was room for both fighting and teaching, and the medical mission won its way.	The conditions of the life were onerous, the existing traffic in spirituous liquors and in all other demoralizing influences had to be fought step by step, prejudice and evil habit had to be overcome and to be replaced by better knowledge and better desire, there was room for both fighting and teaching, and the medical mission won its way.	true	498.32	518.8	24.862804
3923_181420_000036_000002	"When you set out to commend your gospel to men who don't want it, there's only one way to go about it,--to do something for them that they'll be sure to understand.	"When you set out to commend your gospel to men who don't want it, there's only one way to go about it,--to do something for them that they'll be sure to understand.	true	518.99	527.05	24.452452
3923_181420_000036_000003	The message of love that was 'made flesh and dwelt amongst men' must be reincarnate in our lives if it is to be received to-day." Thus came about the outfitting of the Albert hospital-ship to carry the message and the help, by cruising among the fleets on the fishing-grounds, and the organization of the Deep Sea Mission; when this work was done, "when the fight had gone out of it," Dr. Grenfell looked for another field, for yet another need, and found it on that barren and inhospitable coast the Labrador, whose only harvest field is the sea.	The message of love that was 'made flesh and dwelt amongst men' must be reincarnate in our lives if it is to be received to day." Thus came about the outfitting of the Albert hospital ship to carry the message and the help, by cruising among the fleets on the fishing grounds, and the organization of the Deep Sea Mission; when this work was done, "when the fight had gone out of it," dr Grenfell looked for another field, for yet another need, and found it on that barren and inhospitable coast the Labrador, whose only harvest field is the sea.	true	527.42	559.6	24.462318
3923_181420_000037_000000	Six hundred miles of almost barren rock with outlying uncharted ledges,--worn smooth by ice, else still more vessels would have found wreckage there; a scant, constant population of hardy fishermen and their families, pious and God-fearing, most of them, but largely at the mercy of the local traders, who took their pay in fish for the bare necessities of living, with a large account always on the trader's side; with such medical aid and ministration as came only occasionally, by the infrequent mail boat, and not at all in the long winter months when the coast was firm beset with ice,--to such a place came Dr. Grenfell in 1892 to cast in his lot with its inhabitants, to live there so long as he should, to die there were it God's will.	Six hundred miles of almost barren rock with outlying uncharted ledges,--worn smooth by ice, else still more vessels would have found wreckage there; a scant, constant population of hardy fishermen and their families, pious and God fearing, most of them, but largely at the mercy of the local traders, who took their pay in fish for the bare necessities of living, with a large account always on the trader's side; with such medical aid and ministration as came only occasionally, by the infrequent mail boat, and not at all in the long winter months when the coast was firm beset with ice,--to such a place came dr Grenfell in eighteen ninety two to cast in his lot with its inhabitants, to live there so long as he should, to die there were it God's will.	true	560	604.21	24.538645
3923_181420_000038_000000	As it stands to-day the Mission to Deep Sea Fishermen, which Dr. Grenfell represents, administers, and animates on the Labrador coast, not only brings hope, new courage, and spiritual comfort to an isolated people in a desolate land, but cares for the sick and injured, in its four hospitals and dispensary, provides house visitation by means of dog-sledge journeys covering hundreds of miles in a year, teaches wholesome and righteous living, conducts cooeperative stores, provides for orphans and for families bereft of the bread-winners by accidents of the sea, encourages thrift, and administers justice, and adds to the wage-earning capacity and therefore food-obtaining power by operating a sawmill, a schooner-building yard, and other productive industries.	As it stands to day the Mission to Deep Sea Fishermen, which dr Grenfell represents, administers, and animates on the Labrador coast, not only brings hope, new courage, and spiritual comfort to an isolated people in a desolate land, but cares for the sick and injured, in its four hospitals and dispensary, provides house visitation by means of dog sledge journeys covering hundreds of miles in a year, teaches wholesome and righteous living, conducts cooeperative stores, provides for orphans and for families bereft of the bread winners by accidents of the sea, encourages thrift, and administers justice, and adds to the wage earning capacity and therefore food obtaining power by operating a sawmill, a schooner building yard, and other productive industries.	false	605.39	648.73	23.638088
3923_181420_000039_000000	To accomplish this, to make of the scattered settlements a united and independent people, to safeguard their future by such measures as the establishment of a Seamen's Institute at St. John's, Newfoundland, and the insurance of communication with the outside world, and to raise, by personal solicitation, the money needed for these enterprises, requires an unusual personality.	To accomplish this, to make of the scattered settlements a united and independent people, to safeguard their future by such measures as the establishment of a Seamen's Institute at saint John's, Newfoundland, and the insurance of communication with the outside world, and to raise, by personal solicitation, the money needed for these enterprises, requires an unusual personality.	true	649.61	671.53	23.629156
3923_181420_000039_000001	Faith, courage, insight, foresight, the power to win, and the ability to command,--all of these and more of like qualities are embodied and portrayed in Dr. Grenfell.	Faith, courage, insight, foresight, the power to win, and the ability to command,--all of these and more of like qualities are embodied and portrayed in dr Grenfell.	false	672.05	695.76	24.790089
