1777_142750_000000_000000	CHAPTER XII.	CHAPTER twelve.	false	0.21	16.47	22.004782
1777_142750_000008_000000	In philosophy, again, it seems not uncommon for two rival hypotheses to be both able to account for all the facts.	In philosophy, again, it seems not uncommon for two rival hypotheses to be both able to account for all the facts.	true	327.38	332.68	23
1777_142750_000008_000001	Thus, for example, it is possible that life is one long dream, and that the outer world has only that degree of reality that the objects of dreams have; but although such a view does not seem inconsistent with known facts, there is no reason to prefer it to the common-sense view, according to which other people and things do really exist.	Thus, for example, it is possible that life is one long dream, and that the outer world has only that degree of reality that the objects of dreams have; but although such a view does not seem inconsistent with known facts, there is no reason to prefer it to the common sense view, according to which other people and things do really exist.	true	333.2	350.22	21.318943
1777_142750_000008_000002	Thus coherence as the definition of truth fails because there is no proof that there can be only one coherent system.	Thus coherence as the definition of truth fails because there is no proof that there can be only one coherent system.	false	350.22	357.01	23.188156
1777_142750_000009_000000	The other objection to this definition of truth is that it assumes the meaning of 'coherence' known, whereas, in fact, 'coherence' presupposes the truth of the laws of logic.	The other objection to this definition of truth is that it assumes the meaning of 'coherence' known, whereas, in fact, 'coherence' presupposes the truth of the laws of logic.	true	357.26	366.16	24.207878
1777_142750_000009_000001	Two propositions are coherent when both may be true, and are incoherent when one at least must be false.	Two propositions are coherent when both may be true, and are incoherent when one at least must be false.	true	366.56	372.43	23.189354
1777_142750_000009_000002	Now in order to know whether two propositions can both be true, we must know such truths as the law of contradiction.	Now in order to know whether two propositions can both be true, we must know such truths as the law of contradiction.	true	372.59	378.55	25.29985
1777_142750_000009_000003	For example, the two propositions, 'this tree is a beech' and 'this tree is not a beech', are not coherent, because of the law of contradiction.	For example, the two propositions, 'this tree is a beech' and 'this tree is not a beech', are not coherent, because of the law of contradiction.	true	378.89	385.87	22.5213
1777_142750_000009_000004	But if the law of contradiction itself were subjected to the test of coherence, we should find that, if we choose to suppose it false, nothing will any longer be incoherent with anything else.	But if the law of contradiction itself were subjected to the test of coherence, we should find that, if we choose to suppose it false, nothing will any longer be incoherent with anything else.	true	386.24	396.16	23.685259
1777_142750_000009_000005	Thus the laws of logic supply the skeleton or framework within which the test of coherence applies, and they themselves cannot be established by this test.	Thus the laws of logic supply the skeleton or framework within which the test of coherence applies, and they themselves cannot be established by this test.	true	396.53	405.91	21.963428
1777_142750_000010_000000	For the above two reasons, coherence cannot be accepted as giving the _meaning_ of truth, though it is often a most important _test_ of truth after a certain amount of truth has become known.	For the above two reasons, coherence cannot be accepted as giving the underscore meaning underscore of truth, though it is often a most important underscore test underscore of truth after a certain amount of truth has become known.	false	406.61	416.74	22.555605
1777_142750_000011_000000	Hence we are driven back to _correspondence with fact_ as constituting the nature of truth.	Hence we are driven back to underscore correspondence with fact underscore as constituting the nature of truth.	false	417.32	422.68	22.88518
1777_142750_000011_000001	It remains to define precisely what we mean by 'fact', and what is the nature of the correspondence which must subsist between belief and fact, in order that belief may be true.	It remains to define precisely what we mean by 'fact', and what is the nature of the correspondence which must subsist between belief and fact, in order that belief may be true.	true	422.84	432.55	22.891775
1777_142750_000012_000000	In accordance with our three requisites, we have to seek a theory of truth which (1) allows truth to have an opposite, namely falsehood, (2) makes truth a property of beliefs, but (3) makes it a property wholly dependent upon the relation of the beliefs to outside things.	In accordance with our three requisites, we have to seek a theory of truth which (one) allows truth to have an opposite, namely falsehood, (two) makes truth a property of beliefs, but (three) makes it a property wholly dependent upon the relation of the beliefs to outside things.	true	434.06	449.08	23.34952
1777_142750_000013_000000	The necessity of allowing for falsehood makes it impossible to regard belief as a relation of the mind to a single object, which could be said to be what is believed.	The necessity of allowing for falsehood makes it impossible to regard belief as a relation of the mind to a single object, which could be said to be what is believed.	true	449.96	459.55	22.135387
1777_142750_000013_000001	If belief were so regarded, we should find that, like acquaintance, it would not admit of the opposition of truth and falsehood, but would have to be always true.	If belief were so regarded, we should find that, like acquaintance, it would not admit of the opposition of truth and falsehood, but would have to be always true.	true	459.71	468.58	23.964169
1777_142750_000013_000002	This may be made clear by examples.	This may be made clear by examples.	true	468.95	471.07	25.60115
1777_142750_000013_000003	Othello believes falsely that Desdemona loves Cassio.	Othello believes falsely that Desdemona loves Cassio.	true	471.26	474.52	20.235523
1777_142750_000013_000004	We cannot say that this belief consists in a relation to a single object, 'Desdemona's love for Cassio', for if there were such an object, the belief would be true.	We cannot say that this belief consists in a relation to a single object, 'Desdemona's love for Cassio', for if there were such an object, the belief would be true.	true	474.92	483.01	23.96998
1777_142750_000013_000005	There is in fact no such object, and therefore Othello cannot have any relation to such an object.	There is in fact no such object, and therefore Othello cannot have any relation to such an object.	true	483.32	488.59	21.960596
1777_142750_000013_000006	Hence his belief cannot possibly consist in a relation to this object.	Hence his belief cannot possibly consist in a relation to this object.	true	488.69	493.03	23.061258
1777_142750_000014_000000	It might be said that his belief is a relation to a different object, namely 'that Desdemona loves Cassio'; but it is almost as difficult to suppose that there is such an object as this, when Desdemona does not love Cassio, as it was to suppose that there is 'Desdemona's love for Cassio'.	It might be said that his belief is a relation to a different object, namely 'that Desdemona loves Cassio'; but it is almost as difficult to suppose that there is such an object as this, when Desdemona does not love Cassio, as it was to suppose that there is 'Desdemona's love for Cassio'.	true	493.61	509.62	23.288815
1777_142750_000014_000001	Hence it will be better to seek for a theory of belief which does not make it consist in a relation of the mind to a single object.	Hence it will be better to seek for a theory of belief which does not make it consist in a relation of the mind to a single object.	true	509.87	516.34	20.590788
1777_142750_000015_000000	It is common to think of relations as though they always held between two terms, but in fact this is not always the case.	It is common to think of relations as though they always held between two terms, but in fact this is not always the case.	true	517.16	523.09	21.412088
1777_142750_000015_000001	Some relations demand three terms, some four, and so on.	Some relations demand three terms, some four, and so on.	true	523.19	526.6	21.662342
1777_142750_000015_000002	Take, for instance, the relation 'between'.	Take, for instance, the relation 'between'.	true	526.82	529.3	24.047474
1777_142750_000015_000003	So long as only two terms come in, the relation 'between' is impossible: three terms are the smallest number that render it possible.	So long as only two terms come in, the relation 'between' is impossible: three terms are the smallest number that render it possible.	true	529.52	536.2	20.112494
1777_142750_000015_000004	York is between London and Edinburgh; but if London and Edinburgh were the only places in the world, there could be nothing which was between one place and another.	York is between London and Edinburgh; but if London and Edinburgh were the only places in the world, there could be nothing which was between one place and another.	true	536.45	544.45	22
1777_142750_000015_000005	Similarly _jealousy_ requires three people: there can be no such relation that does not involve three at least.	Similarly underscore jealousy underscore requires three people: there can be no such relation that does not involve three at least.	false	544.79	550.48	19.59192
1777_142750_000015_000006	Such a proposition as 'A wishes B to promote C's marriage with D' involves a relation of four terms; that is to say, A and B and C and D all come in, and the relation involved cannot be expressed otherwise than in a form involving all four.	Such a proposition as 'A wishes B to promote C's marriage with D' involves a relation of four terms; that is to say, A and B and C and D all come in, and the relation involved cannot be expressed otherwise than in a form involving all four.	false	550.85	565.87	22.278625
1777_142750_000015_000007	Instances might be multiplied indefinitely, but enough has been said to show that there are relations which require more than two terms before they can occur.	Instances might be multiplied indefinitely, but enough has been said to show that there are relations which require more than two terms before they can occur.	true	566.27	573.94	21.887726
1777_142750_000016_000000	The relation involved in _judging_ or _believing_ must, if falsehood is to be duly allowed for, be taken to be a relation between several terms, not between two.	The relation involved in underscore judging underscore or underscore believing underscore must, if falsehood is to be duly allowed for, be taken to be a relation between several terms, not between two.	false	575.24	583.93	21.11461
1777_142750_000016_000001	When Othello believes that Desdemona loves Cassio, he must not have before his mind a single object, 'Desdemona's love for Cassio', or 'that Desdemona loves Cassio ', for that would require that there should be objective falsehoods, which subsist independently of any minds; and this, though not logically refutable, is a theory to be avoided if possible.	When Othello believes that Desdemona loves Cassio, he must not have before his mind a single object, 'Desdemona's love for Cassio', or 'that Desdemona loves Cassio ', for that would require that there should be objective falsehoods, which subsist independently of any minds; and this, though not logically refutable, is a theory to be avoided if possible.	true	584.36	603.61	22.5451
1777_142750_000016_000002	Thus it is easier to account for falsehood if we take judgement to be a relation in which the mind and the various objects concerned all occur severally; that is to say, Desdemona and loving and Cassio must all be terms in the relation which subsists when Othello believes that Desdemona loves Cassio.	Thus it is easier to account for falsehood if we take judgement to be a relation in which the mind and the various objects concerned all occur severally; that is to say, Desdemona and loving and Cassio must all be terms in the relation which subsists when Othello believes that Desdemona loves Cassio.	true	603.86	620.53	21.770702
1777_142750_000016_000003	This relation, therefore, is a relation of four terms, since Othello also is one of the terms of the relation.	This relation, therefore, is a relation of four terms, since Othello also is one of the terms of the relation.	true	620.9	626.65	21.625624
1777_142750_000016_000004	When we say that it is a relation of four terms, we do not mean that Othello has a certain relation to Desdemona, and has the same relation to loving and also to Cassio.	When we say that it is a relation of four terms, we do not mean that Othello has a certain relation to Desdemona, and has the same relation to loving and also to Cassio.	true	627.26	636.16	20.44607
1777_142750_000016_000005	This may be true of some other relation than believing; but believing, plainly, is not a relation which Othello has to _each_ of the three terms concerned, but to _all_ of them together: there is only one example of the relation of believing involved, but this one example knits together four terms.	This may be true of some other relation than believing; but believing, plainly, is not a relation which Othello has to underscore each underscore of the three terms concerned, but to underscore all underscore of them together: there is only one example of the relation of believing involved, but this one example knits together four terms.	false	636.26	652.33	21.920084
1777_142750_000016_000006	Thus the actual occurrence, at the moment when Othello is entertaining his belief, is that the relation called 'believing' is knitting together into one complex whole the four terms Othello, Desdemona, loving, and Cassio.	Thus the actual occurrence, at the moment when Othello is entertaining his belief, is that the relation called 'believing' is knitting together into one complex whole the four terms Othello, Desdemona, loving, and Cassio.	true	652.85	665.74	22.697916
1777_142750_000016_000007	What is called belief or judgement is nothing but this relation of believing or judging, which relates a mind to several things other than itself.	What is called belief or judgement is nothing but this relation of believing or judging, which relates a mind to several things other than itself.	true	666.17	674.16	23.177574
1777_142750_000016_000008	An _act_ of belief or of judgement is the occurrence between certain terms at some particular time, of the relation of believing or judging.	An underscore act underscore of belief or of judgement is the occurrence between certain terms at some particular time, of the relation of believing or judging.	false	674.16	682.99	22.237465
1777_142750_000017_000000	We are now in a position to understand what it is that distinguishes a true judgement from a false one.	We are now in a position to understand what it is that distinguishes a true judgement from a false one.	true	684.56	690.19	22.957062
1777_142750_000017_000001	For this purpose we will adopt certain definitions.	For this purpose we will adopt certain definitions.	true	690.56	693.19	26.080801
1777_142750_000017_000002	In every act of judgement there is a mind which judges, and there are terms concerning which it judges.	In every act of judgement there is a mind which judges, and there are terms concerning which it judges.	true	693.26	698.38	21
1777_142750_000017_000003	We will call the mind the _subject_ in the judgement, and the remaining terms the _objects_.	We will call the mind the underscore subject underscore in the judgement, and the remaining terms the underscore objects underscore.	false	698.66	703.35	22.641363
1777_142750_000017_000004	Thus, when Othello judges that Desdemona loves Cassio, Othello is the subject, while the objects are Desdemona and loving and Cassio.	Thus, when Othello judges that Desdemona loves Cassio, Othello is the subject, while the objects are Desdemona and loving and Cassio.	true	703.35	710.68	23.574728
1777_142750_000017_000005	The subject and the objects together are called the _constituents_ of the judgement. It will be observed that the relation of judging has what is called a 'sense' or 'direction'.	The subject and the objects together are called the underscore constituents underscore of the judgement. It will be observed that the relation of judging has what is called a 'sense' or 'direction'.	false	711.08	720.37	22.117788
1777_142750_000017_000006	We may say, metaphorically, that it puts its objects in a certain _order_, which we may indicate by means of the order of the words in the sentence. (In an inflected language, the same thing will be indicated by inflections, e.g. by the difference between nominative and accusative.) Othello's judgement that Cassio loves Desdemona differs from his judgement that Desdemona loves Cassio, in spite of the fact that it consists of the same constituents, because the relation of judging places the constituents in a different order in the two cases.	We may say, metaphorically, that it puts its objects in a certain underscore order underscore, which we may indicate by means of the order of the words in the sentence. (In an inflected language, the same thing will be indicated by inflections, e g by the difference between nominative and accusative.) Othello's judgement that Cassio loves Desdemona differs from his judgement that Desdemona loves Cassio, in spite of the fact that it consists of the same constituents, because the relation of judging places the constituents in a different order in the two cases.	false	720.41	749.29	23.152655
1777_142750_000017_000007	Similarly, if Cassio judges that Desdemona loves Othello, the constituents of the judgement are still the same, but their order is different.	Similarly, if Cassio judges that Desdemona loves Othello, the constituents of the judgement are still the same, but their order is different.	true	749.66	756.93	22.60025
1777_142750_000017_000008	This property of having a 'sense' or 'direction' is one which the relation of judging shares with all other relations.	This property of having a 'sense' or 'direction' is one which the relation of judging shares with all other relations.	true	756.93	763.06	20.219267
1777_142750_000017_000009	The 'sense' of relations is the ultimate source of order and series and a host of mathematical concepts; but we need not concern ourselves further with this aspect.	The 'sense' of relations is the ultimate source of order and series and a host of mathematical concepts; but we need not concern ourselves further with this aspect.	true	763.25	772.78	22.101551
1777_142750_000018_000000	We spoke of the relation called 'judging' or 'believing' as knitting together into one complex whole the subject and the objects.	We spoke of the relation called 'judging' or 'believing' as knitting together into one complex whole the subject and the objects.	true	773.54	780.91	19
1777_142750_000018_000001	In this respect, judging is exactly like every other relation.	In this respect, judging is exactly like every other relation.	true	781.43	784.45	21
1777_142750_000018_000002	Whenever a relation holds between two or more terms, it unites the terms into a complex whole.	Whenever a relation holds between two or more terms, it unites the terms into a complex whole.	true	784.73	789.79	20.178421
1777_142750_000018_000003	If Othello loves Desdemona, there is such a complex whole as 'Othello's love for Desdemona'.	If Othello loves Desdemona, there is such a complex whole as 'Othello's love for Desdemona'.	true	789.92	795.49	20.463863
1777_142750_000018_000004	The terms united by the relation may be themselves complex, or may be simple, but the whole which results from their being united must be complex.	The terms united by the relation may be themselves complex, or may be simple, but the whole which results from their being united must be complex.	true	795.68	802.99	17.975534
1777_142750_000018_000005	Wherever there is a relation which relates certain terms, there is a complex object formed of the union of those terms; and conversely, wherever there is a complex object, there is a relation which relates its constituents.	Wherever there is a relation which relates certain terms, there is a complex object formed of the union of those terms; and conversely, wherever there is a complex object, there is a relation which relates its constituents.	true	803.3	814.9	21.085838
1777_142750_000018_000006	When an act of believing occurs, there is a complex, in which 'believing' is the uniting relation, and subject and objects are arranged in a certain order by the 'sense' of the relation of believing.	When an act of believing occurs, there is a complex, in which 'believing' is the uniting relation, and subject and objects are arranged in a certain order by the 'sense' of the relation of believing.	true	815.42	826.27	22.866756
1777_142750_000018_000007	Among the objects, as we saw in considering 'Othello believes that Desdemona loves Cassio', one must be a relation--in this instance, the relation 'loving'.	Among the objects, as we saw in considering 'Othello believes that Desdemona loves Cassio', one must be a relation-in this instance, the relation 'loving'.	false	826.7	835.33	22.599598
1777_142750_000018_000008	But this relation, as it occurs in the act of believing, is not the relation which creates the unity of the complex whole consisting of the subject and the objects.	But this relation, as it occurs in the act of believing, is not the relation which creates the unity of the complex whole consisting of the subject and the objects.	true	835.64	844.15	23
1777_142750_000018_000009	The relation 'loving', as it occurs in the act of believing, is one of the objects--it is a brick in the structure, not the cement.	The relation 'loving', as it occurs in the act of believing, is one of the objects-it is a brick in the structure, not the cement.	true	844.4	851.62	25.541895
1777_142750_000018_000010	The cement is the relation 'believing'.	The cement is the relation 'believing'.	true	851.75	854.14	23.14391
1777_142750_000018_000011	When the belief is _true_, there is another complex unity, in which the relation which was one of the objects of the belief relates the other objects.	When the belief is underscore true underscore, there is another complex unity, in which the relation which was one of the objects of the belief relates the other objects.	false	854.27	862.27	22.315002
1777_142750_000018_000012	Thus, e.g., if Othello believes _truly_ that Desdemona loves Cassio, then there is a complex unity, 'Desdemona's love for Cassio', which is composed exclusively of the _objects_ of the belief, in the same order as they had in the belief, with the relation which was one of the objects occurring now as the cement that binds together the other objects of the belief.	Thus, e g, if Othello believes underscore truly underscore that Desdemona loves Cassio, then there is a complex unity, 'Desdemona's love for Cassio', which is composed exclusively of the underscore objects underscore of the belief, in the same order as they had in the belief, with the relation which was one of the objects occurring now as the cement that binds together the other objects of the belief.	false	862.58	884.5	22.992155
1777_142750_000018_000013	On the other hand, when a belief is _false_, there is no such complex unity composed only of the objects of the belief.	On the other hand, when a belief is underscore false underscore, there is no such complex unity composed only of the objects of the belief.	false	885.2	891.76	20.191769
1777_142750_000018_000014	If Othello believes _falsely_ that Desdemona loves Cassio, then there is no such complex unity as 'Desdemona's love for Cassio'.	If Othello believes underscore falsely underscore that Desdemona loves Cassio, then there is no such complex unity as 'Desdemona's love for Cassio'.	false	891.86	899.35	20.983643
1777_142750_000019_000000	Thus a belief is _true_ when it _corresponds_ to a certain associated complex, and _false_ when it does not.	Thus a belief is underscore true underscore when it underscore corresponds underscore to a certain associated complex, and underscore false underscore when it does not.	false	899.99	906.61	23.232685
1777_142750_000019_000001	Assuming, for the sake of definiteness, that the objects of the belief are two terms and a relation, the terms being put in a certain order by the 'sense' of the believing, then if the two terms in that order are united by the relation into a complex, the belief is true; if not, it is false.	Assuming, for the sake of definiteness, that the objects of the belief are two terms and a relation, the terms being put in a certain order by the 'sense' of the believing, then if the two terms in that order are united by the relation into a complex, the belief is true; if not, it is false.	false	907.25	923.38	22.26955
1777_142750_000019_000002	This constitutes the definition of truth and falsehood that we were in search of.	This constitutes the definition of truth and falsehood that we were in search of.	true	923.63	928.06	22.106703
1777_142750_000019_000003	Judging or believing is a certain complex unity of which a mind is a constituent; if the remaining constituents, taken in the order which they have in the belief, form a complex unity, then the belief is true; if not, it is false.	Judging or believing is a certain complex unity of which a mind is a constituent; if the remaining constituents, taken in the order which they have in the belief, form a complex unity, then the belief is true; if not, it is false.	false	928.28	941.47	22.082449
1777_142750_000020_000000	Thus although truth and falsehood are properties of beliefs, yet they are in a sense extrinsic properties, for the condition of the truth of a belief is something not involving beliefs, or (in general) any mind at all, but only the _objects_ of the belief.	Thus although truth and falsehood are properties of beliefs, yet they are in a sense extrinsic properties, for the condition of the truth of a belief is something not involving beliefs, or (in general) any mind at all, but only the underscore objects underscore of the belief.	false	941.99	956.41	21.749218
1777_142750_000020_000001	A mind, which believes, believes truly when there is a _corresponding_ complex not involving the mind, but only its objects.	A mind, which believes, believes truly when there is a underscore corresponding underscore complex not involving the mind, but only its objects.	false	957.05	964.36	19
1777_142750_000020_000002	This correspondence ensures truth, and its absence entails falsehood.	This correspondence ensures truth, and its absence entails falsehood.	true	964.67	969.04	22.9908
1777_142750_000020_000003	Hence we account simultaneously for the two facts that beliefs (a) depend on minds for their _existence_, (b) do not depend on minds for their _truth_.	Hence we account simultaneously for the two facts that beliefs (a) depend on minds for their underscore existence underscore, (b) do not depend on minds for their underscore truth underscore.	false	969.32	979.77	22.987288
1777_142750_000021_000000	We may restate our theory as follows: If we take such a belief as 'Othello believes that Desdemona loves Cassio', we will call Desdemona and Cassio the _object-terms_, and loving the _object-relation_.	We may restate our theory as follows: If we take such a belief as 'Othello believes that Desdemona loves Cassio', we will call Desdemona and Cassio the underscore object terms underscore, and loving the underscore object relation underscore.	false	979.77	992.31	22.581308
1777_142750_000021_000001	If there is a complex unity 'Desdemona's love for Cassio', consisting of the object-terms related by the object-relation in the same order as they have in the belief, then this complex unity is called the _fact corresponding to the belief_.	If there is a complex unity 'Desdemona's love for Cassio', consisting of the object terms related by the object relation in the same order as they have in the belief, then this complex unity is called the underscore fact corresponding to the belief underscore.	false	992.31	1006.02	24.33244
