2960_155152_000000_000000	The disinterestedness of these would-be philosophers looked, at first sight, extremely imposing.	The disinterestedness of these would be philosophers looked, at first sight, extremely imposing.	false	0	1.29	29.074076
2960_155152_000003_000006	At last, in 1706, it was given out that he was the possessor of the philosopher's stone; and people from far and near came flocking to his residence, at the Chateau de la Palu, at Sylanez, near Barjaumont, to witness the wealth he could make out of pumps and fire-shovels.	At last, in seventeen o six, it was given out that he was the possessor of the philosopher's stone; and people from far and near came flocking to his residence, at the Chateau de la Palu, at Sylanez, near Barjaumont, to witness the wealth he could make out of pumps and fire shovels.	false	136.965	158.835	22.692713
2960_155152_000003_000007	The following account of his operations is given in a letter addressed by M. de Cerisy, the Prior of Chateauneuf, in the Diocese of Riez, in Provence, to the Vicar of St. Jacques du Hautpas, at Paris, and dated the 18th of November, 1706:	The following account of his operations is given in a letter addressed by m de Cerisy, the Prior of Chateauneuf, in the Diocese of Riez, in Provence, to the Vicar of st Jacques du Hautpas, at Paris, and dated the eighteenth of November, seventeen o six:	false	158.835	181.63	21.908209
2960_155152_000004_000000	"I have something to relate to you, my dear cousin, which will be interesting to you and your friends.	"I have something to relate to you, my dear cousin, which will be interesting to you and your friends.	true	182.12	189.04	21.054867
2960_155152_000004_000001	The philosopher's stone, which so many persons have looked upon as a chimera, is at last found.	The philosopher's stone, which so many persons have looked upon as a chimera, is at last found.	true	189.11	196.87	19.43883
2960_155152_000004_000002	It is a man named Delisle, of the parish of Sylanez, and residing within a quarter of a league of me, that has discovered this great secret.	It is a man named Delisle, of the parish of Sylanez, and residing within a quarter of a league of me, that has discovered this great secret.	false	197.18	207.67	22.591713
2960_155152_000004_000003	He turns lead into gold, and iron into silver, by merely heating these metals red hot, and pouring upon them in that state some oil and powder he is possessed of; so that it would not be impossible for any man to make a million a day, if he had sufficient of this wondrous mixture.	He turns lead into gold, and iron into silver, by merely heating these metals red hot, and pouring upon them in that state some oil and powder he is possessed of; so that it would not be impossible for any man to make a million a day, if he had sufficient of this wondrous mixture.	true	207.8	228.555	20.977137
2960_155152_000004_000004	Some of the pale gold which he had made in this manner, he sent to the jewellers of Lyons, to have their opinion on its quality.	Some of the pale gold which he had made in this manner, he sent to the jewellers of Lyons, to have their opinion on its quality.	false	228.555	238.515	19.487677
2960_155152_000004_000005	He also sold twenty pounds weight of it to a merchant of Digne, named Taxis.	He also sold twenty pounds weight of it to a merchant of Digne, named Taxis.	true	238.515	244.84	20.704664
2960_155152_000004_000006	All the jewellers say they never saw such fine gold in their lives.	All the jewellers say they never saw such fine gold in their lives.	true	245.15	250.215	15
2960_155152_000004_000007	He makes nails, part gold, part iron, and part silver.	He makes nails, part gold, part iron, and part silver.	false	250.215	254.445	21.835135
2960_155152_000004_000008	He promised to give me one of them, in a long conversation which I had with him the other day, by order of the Bishop of Senes, who saw his operations with his own eyes, and detailed all the circumstances to me.	He promised to give me one of them, in a long conversation which I had with him the other day, by order of the Bishop of Senes, who saw his operations with his own eyes, and detailed all the circumstances to me.	true	254.445	268.875	21
2960_155152_000005_000000	"The Baron and Baroness de Rheinwald shewed me a lingot of gold made out of pewter before their eyes by M. Delisle.	"The Baron and Baroness de Rheinwald shewed me a lingot of gold made out of pewter before their eyes by m Delisle.	false	268.875	279.33	19.67952
2960_155152_000005_000001	My brother-in-law Sauveur, who has wasted fifty years of his life in this great study, brought me the other day a nail which he had seen changed into gold by Delisle, and fully convinced me that all his previous experiments were founded on an erroneous principle.	My brother in law Sauveur, who has wasted fifty years of his life in this great study, brought me the other day a nail which he had seen changed into gold by Delisle, and fully convinced me that all his previous experiments were founded on an erroneous principle.	true	279.33	300.9	19.0078
2960_155152_000005_000002	This excellent workman received, a short time ago, a very kind letter from the superintendent of the royal household, which I read.	This excellent workman received, a short time ago, a very kind letter from the superintendent of the royal household, which I read.	true	300.9	310.42	20
2960_155152_000005_000003	He offered to use all his influence with the ministers to prevent any attempts upon his liberty, which has twice been attacked by the agents of government.	He offered to use all his influence with the ministers to prevent any attempts upon his liberty, which has twice been attacked by the agents of government.	true	310.7	322.605	22.142447
2960_155152_000005_000004	It is believed that the oil he makes use of, is gold or silver reduced to that state.	It is believed that the oil he makes use of, is gold or silver reduced to that state.	true	322.605	329.71	18
2960_155152_000005_000005	He leaves it for a long time exposed to the rays of the sun.	He leaves it for a long time exposed to the rays of the sun	true	329.87	334.33	19
2960_155152_000005_000006	He told me that it generally took him six months to make all his preparations.	He told me that it generally took him six months to make all his preparations.	true	334.73	340.45	22
2960_155152_000005_000007	I told him that, apparently, the king wanted to see him.	I told him that, apparently, the king wanted to see him.	true	340.82	345.615	21.207703
2960_155152_000005_000008	He replied that he could not exercise his art in every place, as a certain climate and temperature were absolutely necessary to his success. The truth is, that this man appears to have no ambition.	He replied that he could not exercise his art in every place, as a certain climate and temperature were absolutely necessary to his success. The truth is, that this man appears to have no ambition.	true	345.615	360.63	21.755438
2960_155152_000005_000009	He only keeps two horses and two men-servants.	He only keeps two horses and two men servants.	true	360.63	364.87	21
2960_155152_000005_000010	Besides, he loves his liberty, has no politeness, and speaks very bad French; but his judgment seems to be solid.	Besides, he loves his liberty, has no politeness, and speaks very bad French; but his judgment seems to be solid.	true	364.88	375.24	21.295721
2960_155152_000005_000011	He was formerly no more than a blacksmith, but excelled in that trade without having been taught it.	He was formerly no more than a blacksmith, but excelled in that trade without having been taught it.	true	375.24	382.56	19.357529
2960_155152_000005_000012	All the great lords and seigneurs from far and near come to visit him, and pay such court to him, that it seems more like idolatry than any thing else.	All the great lords and seigneurs from far and near come to visit him, and pay such court to him, that it seems more like idolatry than any thing else.	false	382.56	394.12	21.948895
2960_155152_000005_000013	Happy would France be if this man would discover his secret to the king, to whom the superintendent has already sent some lingots!	Happy would France be if this man would discover his secret to the king, to whom the superintendent has already sent some lingots!	false	394.43	402.94	21
2960_155152_000005_000014	But the happiness is too great to be hoped for; for I fear that the workman and his secret will expire together. There is no doubt that this discovery will make a great noise in the kingdom, unless the character of the man, which I have just depicted to you, prevent it.	But the happiness is too great to be hoped for; for I fear that the workman and his secret will expire together. There is no doubt that this discovery will make a great noise in the kingdom, unless the character of the man, which I have just depicted to you, prevent it.	false	402.98	422.13	23.418041
2960_155152_000005_000015	At all events, posterity will hear of him."	At all events, posterity will hear of him."	true	422.13	425.235	20.703598
2960_155152_000006_000000	In another letter to the same person, dated the 27th of January 1707, M. de Cerisy says, "My dear cousin, I spoke to you in my last letter of the famous alchymist of Provence, M. Delisle.	In another letter to the same person, dated the twenty seventh of january seventeen o seven, m de Cerisy says, "My dear cousin, I spoke to you in my last letter of the famous alchymist of Provence, m Delisle.	false	425.235	441.315	22.564146
2960_155152_000006_000001	A good deal of that was only hearsay, but now I am enabled to speak from my own experience.	A good deal of that was only hearsay, but now I am enabled to speak from my own experience.	true	441.315	448.54	22.11082
2960_155152_000006_000002	I have in my possession a nail, half iron and half silver, which I made myself.	I have in my possession a nail, half iron and half silver, which I made myself.	true	448.64	455.38	20.011124
2960_155152_000006_000003	That great and admirable workman also bestowed a still greater privilege upon me--he allowed me turn a piece of lead which I had brought with me into pure gold, by means of his wonderful oil and powder.	That great and admirable workman also bestowed a still greater privilege upon me-he allowed me turn a piece of lead which I had brought with me into pure gold, by means of his wonderful oil and powder.	false	455.57	470.025	22.504543
2960_155152_000006_000004	All the country have their eyes upon this gentleman; some deny loudly, others are incredulous; but those who have seen acknowledge the truth.	All the country have their eyes upon this gentleman; some deny loudly, others are incredulous; but those who have seen acknowledge the truth.	true	470.025	481.21	21.381756
2960_155152_000006_000005	I have read the passport that has been sent to him from court, with orders that he should present himself at Paris early in the spring.	I have read the passport that has been sent to him from court, with orders that he should present himself at Paris early in the spring.	true	481.37	490.9	23.006718
2960_155152_000006_000006	He told me that he would go willingly, and that it was himself who fixed the spring for his departure; as he wanted to collect his materials, in order that, immediately on his introduction to the king, he might make an experiment worthy of his majesty, by converting a large quantity of lead into the finest gold.	He told me that he would go willingly, and that it was himself who fixed the spring for his departure; as he wanted to collect his materials, in order that, immediately on his introduction to the king, he might make an experiment worthy of his majesty, by converting a large quantity of lead into the finest gold.	true	490.97	512.58	23.252972
2960_155152_000006_000007	I sincerely hope that he will not allow his secret to die with him, but that he will communicate it to the king.	I sincerely hope that he will not allow his secret to die with him, but that he will communicate it to the king.	false	512.58	520.84	22.614443
2960_155152_000006_000008	As I had the honour to dine with him on Thursday last, the 20th of this month, being seated at his side, I told him in a whisper that he could, if he liked, humble all the enemies of France.	As I had the honour to dine with him on Thursday last, the twentieth of this month, being seated at his side, I told him in a whisper that he could, if he liked, humble all the enemies of France.	true	521	534.855	21.276344
2960_155152_000006_000009	He did not deny it, but began to smile.	He did not deny it, but began to smile.	true	534.855	537.82	24.202465
2960_155152_000006_000010	In fact, this man is the miracle of art.	In fact, this man is the miracle of art.	true	538.04	541.93	24.978062
2960_155152_000006_000011	Sometimes he employs the oil and powder mixed, sometimes the powder only; but in so small a quantity that, when the lingot which I made was rubbed all over with it, it did not shew at all."	Sometimes he employs the oil and powder mixed, sometimes the powder only; but in so small a quantity that, when the lingot which I made was rubbed all over with it, it did not shew at all."	false	542.06	555.09	20.425406
2960_155152_000007_000000	This soft-headed priest was by no means the only person in the neighbourhood who lost his wits in hopes of the boundless wealth held out by this clever impostor.	This soft headed priest was by no means the only person in the neighbourhood who lost his wits in hopes of the boundless wealth held out by this clever impostor.	false	555.09	567.13	22.500599
2960_155152_000007_000001	Another priest, named De Lions, a chanter in the cathedral of Grenoble, writing on the 30th January 1707, says: "M. Mesnard, the curate of Montier, has written to me, stating that there is a man, about thirty-five years of age, named Delisle, who turns lead and iron into gold and silver; and that this transmutation is so veritable and so true, that the goldsmiths affirm that his gold and silver are the purest and finest they ever saw.	Another priest, named De Lions, a chanter in the cathedral of Grenoble, writing on the thirtieth of january seventeen o seven, says: "M. Mesnard, the curate of Montier, has written to me, stating that there is a man, about thirty five years of age, named Delisle, who turns lead and iron into gold and silver; and that this transmutation is so veritable and so true, that the goldsmiths affirm that his gold and silver are the purest and finest they ever saw.	false	567.44	605.56	20.474031
2960_155152_000007_000002	For five years this man was looked upon as a madman or a cheat; but the public mind is now disabused with respect to him.	For five years this man was looked upon as a madman or a cheat; but the public mind is now disabused with respect to him.	true	605.84	614.835	21.406158
2960_155152_000007_000003	He now resides with M. de la Palu, at the chateau of the same name.	He now resides with m de la Palu, at the chateau of the same name.	false	614.835	620.55	18.2436
2960_155152_000007_000004	M. de la Palu is not very easy in his circumstances, and wants money to portion his daughters, who have remained single till middle age, no man being willing to take them without a dowry.	M. de la Palu is not very easy in his circumstances, and wants money to portion his daughters, who have remained single till middle age, no man being willing to take them without a dowry.	false	620.55	634.56	20.63105
2960_155152_000007_000005	M. Delisle has promised to make them the richest girls in the province before he goes to court, having been sent for by the king.	M. Delisle has promised to make them the richest girls in the province before he goes to court, having been sent for by the king.	false	634.56	644.83	22.282997
2960_155152_000007_000006	He has asked for a little time before his departure, in order that he may collect powder enough to make several quintals of gold before the eyes of his majesty, to whom he intends to present them.	He has asked for a little time before his departure, in order that he may collect powder enough to make several quintals of gold before the eyes of his majesty, to whom he intends to present them.	false	644.84	658.635	20.626093
2960_155152_000007_000007	The principal matter of his wonderful powder is composed of simples, principally the herbs _Lunaria major_ and _minor_.	The principal matter of his wonderful powder is composed of simples, principally the herbs underscore Lunaria major underscore and underscore minor underscore.	false	658.635	667.59	21
2960_155152_000007_000008	There is a good deal of the first planted by him in the gardens of La Palu; and he gets the other from the mountains that stretch about two leagues from Montier.	There is a good deal of the first planted by him in the gardens of La Palu; and he gets the other from the mountains that stretch about two leagues from Montier.	false	667.59	677.475	17
2960_155152_000007_000009	What I tell you now is not a mere story invented for your diversion: M. Mesnard can bring forward many witnesses to its truth; among others, the Bishop of Senes, who saw these surprising operations performed; and M. de Cerisy, whom you know well.	What I tell you now is not a mere story invented for your diversion: m Mesnard can bring forward many witnesses to its truth; among others, the Bishop of Senes, who saw these surprising operations performed; and m de Cerisy, whom you know well.	false	677.475	698.14	21.148329
2960_155152_000007_000010	Delisle transmutes his metals in public.	Delisle transmutes his metals in public.	true	698.24	701.88	20.479662
2960_155152_000007_000011	He rubs the lead or iron with his powder, and puts it over burning charcoal.	He rubs the lead or iron with his powder, and puts it over burning charcoal.	true	701.88	707.865	20
2960_155152_000007_000012	In a short time it changes colour; the lead becomes yellow, and is found to be converted into excellent gold; the iron becomes white, and is found to be pure silver.	In a short time it changes colour; the lead becomes yellow, and is found to be converted into excellent gold; the iron becomes white, and is found to be pure silver.	true	707.865	719.865	19
2960_155152_000007_000013	Delisle is altogether an illiterate person.	Delisle is altogether an illiterate person.	true	719.865	723.9	21.562368
2960_155152_000007_000014	M. de St. Auban endeavoured to teach him to read and write, but he profited very little by his lessons.	M. de st Auban endeavoured to teach him to read and write, but he profited very little by his lessons.	false	723.9	732.25	23.369957
2960_155152_000007_000015	He is unpolite, fantastic, and a dreamer, and acts by fits and starts."	He is unpolite, fantastic, and a dreamer, and acts by fits and starts."	true	732.53	739.06	25.300587
2960_155152_000008_000000	Delisle, it would appear, was afraid of venturing to Paris.	Delisle, it would appear, was afraid of venturing to Paris.	true	739.16	743.385	21.452759
2960_155152_000008_000001	He knew that his sleight of hand would be too narrowly watched in the royal presence; and upon some pretence or other he delayed the journey for more than two years.	He knew that his sleight of hand would be too narrowly watched in the royal presence; and upon some pretence or other he delayed the journey for more than two years.	true	743.385	754.72	20
2960_155152_000008_000002	Desmarets, the Minister of Finance to Louis XIV., thinking the "philosopher" dreaded foul play, twice sent him a safe conduct under the king's seal; but Delisle still refused.	Desmarets, the Minister of Finance to Louis the fourteenth., thinking the "philosopher" dreaded foul play, twice sent him a safe conduct under the king's seal; but Delisle still refused.	false	754.76	770.655	21.984573
2960_155152_000008_000003	Upon this, Desmarets wrote to the Bishop of Senes for his real opinion as to these famous transmutations. The following was the answer of that prelate:	Upon this, Desmarets wrote to the Bishop of Senes for his real opinion as to these famous transmutations. The following was the answer of that prelate:	false	770.655	784.12	23.343655
2960_155152_000009_000000	"Copy of a report addressed to M. Desmarets, Comptroller-General of the Finances to His Majesty Louis XIV., by the Bishop of Senes, dated March 1709.	"Copy of a report addressed to m Desmarets, Comptroller General of the Finances to His Majesty Louis the fourteenth., by the Bishop of Senes, dated march seventeen o nine.	false	784.19	799.69	22.700554
2960_155152_000010_000000	"SIR,--A twelvemonth ago, or a little more, I expressed to you my joy at hearing of your elevation to the ministry; I have now the honour to write you my opinion of the Sieur Delisle, who has been working at the transmutation of metals in my diocese.	"SIR,--A twelvemonth ago, or a little more, I expressed to you my joy at hearing of your elevation to the ministry; I have now the honour to write you my opinion of the Sieur Delisle, who has been working at the transmutation of metals in my diocese.	false	799.94	819.85	20.847992
2960_155152_000010_000001	I have, during the last two years, spoken of him several times to the Count de Pontchartrain, because he asked me; but I have not written to you, sir, or to M. de Chamillart, because you neither of you requested my opinion upon the subject.	I have, during the last two years, spoken of him several times to the Count de Pontchartrain, because he asked me; but I have not written to you, sir, or to m de Chamillart, because you neither of you requested my opinion upon the subject.	false	820.07	841.3	22.662107
2960_155152_000010_000002	Now, however, that you have given me to understand that you wish to know my sentiments on the matter, I will unfold myself to you in all sincerity, for the interests of the king and the glory of your ministry.	Now, however, that you have given me to understand that you wish to know my sentiments on the matter, I will unfold myself to you in all sincerity, for the interests of the king and the glory of your ministry.	false	841.49	855.46	19.52631
2960_155152_000011_000000	"There are two things about the Sieur Delisle which, in my opinion, should be examined without prejudice: the one relates to his secret; the other, to his person; that is to say, whether his transmutations are real, and whether his conduct has been regular.	"There are two things about the Sieur Delisle which, in my opinion, should be examined without prejudice: the one relates to his secret; the other, to his person; that is to say, whether his transmutations are real, and whether his conduct has been regular.	false	855.65	873.72	20.925953
2960_155152_000011_000001	As regards the secret of the philosopher's stone, I deemed it impossible, for a long time; and for more than three years I was more mistrustful of the pretensions of this Sieur Delisle than of any other person.	As regards the secret of the philosopher's stone, I deemed it impossible, for a long time; and for more than three years I was more mistrustful of the pretensions of this Sieur Delisle than of any other person.	false	873.72	887.17	21
2960_155152_000011_000002	During this period I afforded him no countenance; I even aided a person, who was highly recommended to me by an influential family of this province, to prosecute Delisle for some offence or other which it was alleged he had committed.	During this period I afforded him no countenance; I even aided a person, who was highly recommended to me by an influential family of this province, to prosecute Delisle for some offence or other which it was alleged he had committed.	false	887.42	902.49	21
2960_155152_000011_000003	But this person, in his anger against him, having told me that he had himself been several times the bearer of gold and silver to the goldsmiths of Nice, Aix, and Avignon, which had been transmuted by Delisle from lead and iron, I began to waver a little in my opinions respecting him.	But this person, in his anger against him, having told me that he had himself been several times the bearer of gold and silver to the goldsmiths of Nice, Aix, and Avignon, which had been transmuted by Delisle from lead and iron, I began to waver a little in my opinions respecting him.	false	902.49	923.085	20.803284
2960_155152_000011_000004	I afterwards met Delisle at the house of one of my friends.	I afterwards met Delisle at the house of one of my friends.	false	923.085	927.105	19
2960_155152_000011_000005	To please me, the family asked Delisle to operate before me, to which he immediately consented.	To please me, the family asked Delisle to operate before me, to which he immediately consented.	false	927.105	934	22.067577
2960_155152_000011_000006	I offered him some iron nails, which he changed into silver in the chimney-place before six or seven credible witnesses.	I offered him some iron nails, which he changed into silver in the chimney place before six or seven credible witnesses.	true	934.01	942.61	22.490404
2960_155152_000011_000007	I took the nails thus transmuted, and sent them by my almoner to Imbert, the jeweller of Aix, who, having subjected them to the necessary trial, returned them to me, saying they were very good silver.	I took the nails thus transmuted, and sent them by my almoner to Imbert, the jeweller of Aix, who, having subjected them to the necessary trial, returned them to me, saying they were very good silver.	false	942.83	956.805	21.711912
2960_155152_000011_000008	Still, however, I was not quite satisfied.	Still, however, I was not quite satisfied.	true	956.805	960.03	21.734608
2960_155152_000011_000009	M. de Pontchartrain having hinted to me, two years previously, that I should do a thing agreeable to his majesty if I examined into this business of Delisle, I resolved to do so now.	M. de Pontchartrain having hinted to me, two years previously, that I should do a thing agreeable to his majesty if I examined into this business of Delisle, I resolved to do so now.	false	960.03	974.14	21.484823
2960_155152_000011_000010	I therefore summoned the alchymist to come to me at Castellane.	I therefore summoned the alchymist to come to me at Castellane.	true	974.45	979.54	22.257309
2960_155152_000011_000011	He came; and I had him escorted by eight or ten vigilant men, to whom I had given notice to watch his hands strictly. Before all of us he changed two pieces of lead into gold and silver.	He came; and I had him escorted by eight or ten vigilant men, to whom I had given notice to watch his hands strictly. Before all of us he changed two pieces of lead into gold and silver.	true	979.58	994.48	21.352547
2960_155152_000011_000012	I sent them both to M. de Pontchartrain; and he afterwards informed me by a letter, now lying before me, that he had shewn them to the most experienced goldsmiths of Paris, who unanimously pronounced them to be gold and silver of the very purest quality, and without alloy.	I sent them both to m de Pontchartrain; and he afterwards informed me by a letter, now lying before me, that he had shewn them to the most experienced goldsmiths of Paris, who unanimously pronounced them to be gold and silver of the very purest quality, and without alloy.	false	994.79	1016.17	21.978539
2960_155152_000011_000013	My former bad opinion of Delisle was now indeed shaken.	My former bad opinion of Delisle was now indeed shaken.	true	1016.18	1021.22	22.520466
2960_155152_000011_000014	It was much more so when he performed transmutation five or six times before me at Senes, and made me perform it myself before him without his putting his hand to any thing. You have seen, sir, the letter of my nephew, the Pere Berard, of the Oratoire at Paris, on the experiment that he performed at Castellane, and the truth of which I hereby attest.	It was much more so when he performed transmutation five or six times before me at Senes, and made me perform it myself before him without his putting his hand to any thing. You have seen, sir, the letter of my nephew, the Pere Berard, of the Oratoire at Paris, on the experiment that he performed at Castellane, and the truth of which I hereby attest.	false	1021.22	1047.7	21.679216
2960_155152_000011_000015	Another nephew of mine, the Sieur Bourget, who was here three weeks ago, performed the same experiment in my presence, and will detail all the circumstances to you personally at Paris.	Another nephew of mine, the Sieur Bourget, who was here three weeks ago, performed the same experiment in my presence, and will detail all the circumstances to you personally at Paris.	false	1047.7	1060.17	21
2960_155152_000011_000016	A hundred persons in my diocese have been witnesses of these things.	A hundred persons in my diocese have been witnesses of these things.	true	1060.17	1065.87	22.046595
2960_155152_000011_000017	I confess to you, sir, that, after the testimony of so many spectators and so many goldsmiths, and after the repeatedly successful experiments that I saw performed, all my prejudices vanished.	I confess to you, sir, that, after the testimony of so many spectators and so many goldsmiths, and after the repeatedly successful experiments that I saw performed, all my prejudices vanished.	false	1065.87	1080.05	23.259611
2960_155152_000011_000018	My reason was convinced by my eyes; and the phantoms of impossibility which I had conjured up were dissipated by the work of my own hands.	My reason was convinced by my eyes; and the phantoms of impossibility which I had conjured up were dissipated by the work of my own hands.	true	1080.05	1090.36	22.168606
2960_155152_000012_000000	"It now only remains for me to speak to you on the subject of his person and conduct.	"It now only remains for me to speak to you on the subject of his person and conduct.	false	1090.73	1097.22	21.547512
2960_155152_000012_000001	Three suspicions have been excited against him: the first, that he was implicated in some criminal proceeding at Cisteron, and that he falsified the coin of the realm; the second, that the king sent him two safe-conducts without effect; and the third, that he still delays going to court to operate before the king.	Three suspicions have been excited against him: the first, that he was implicated in some criminal proceeding at Cisteron, and that he falsified the coin of the realm; the second, that the king sent him two safe conducts without effect; and the third, that he still delays going to court to operate before the king.	false	1097.22	1119.4	22.883894
2960_155152_000012_000002	You may see, sir, that I do not hide or avoid any thing.	You may see, sir, that I do not hide or avoid any thing.	true	1119.4	1124.04	19.852465
2960_155152_000012_000003	As regards the business at Cisteron, the Sieur Delisle has repeatedly assured me that there was nothing against him which could reasonably draw him within the pale of justice, and that he had never carried on any calling injurious to the king's service.	As regards the business at Cisteron, the Sieur Delisle has repeatedly assured me that there was nothing against him which could reasonably draw him within the pale of justice, and that he had never carried on any calling injurious to the king's service.	false	1124.04	1144	21.634413
2960_155152_000012_000004	It was true that, six or seven years ago, he had been to Cisteron to gather herbs necessary for his powder, and that he had lodged at the house of one Pelouse, whom he thought an honest man.	It was true that, six or seven years ago, he had been to Cisteron to gather herbs necessary for his powder, and that he had lodged at the house of one Pelouse, whom he thought an honest man.	false	1144.19	1159.45	22.560755
2960_155152_000012_000005	Pelouse was accused of clipping Louis-d'ors; and as he had lodged with him, he was suspected of being his accomplice.	Pelouse was accused of clipping Louis d'ors; and as he had lodged with him, he was suspected of being his accomplice.	false	1159.79	1170.88	22.718414
2960_155152_000012_000006	This mere suspicion, without any proof whatever, had caused him to be condemned for contumacy; a common case enough with judges, who always proceed with much rigour against those who are absent.	This mere suspicion, without any proof whatever, had caused him to be condemned for contumacy; a common case enough with judges, who always proceed with much rigour against those who are absent.	true	1171.01	1185.22	24.149693
2960_155152_000012_000007	During my own sojourn at Aix, it was well known that a man, named Andre Aluys, had spread about reports injurious to the character of Delisle, because he hoped thereby to avoid paying him a sum of forty _Louis_ that he owed him.	During my own sojourn at Aix, it was well known that a man, named Andre Aluys, had spread about reports injurious to the character of Delisle, because he hoped thereby to avoid paying him a sum of forty underscore Louis underscore that he owed him.	false	1185.32	1206.05	21.1663
2960_155152_000012_000008	But permit me, sir, to go further, and to add that, even if there were well-founded suspicions against Delisle, we should look with some little indulgence on the faults of a man who possesses a secret so useful to the state.	But permit me, sir, to go further, and to add that, even if there were well founded suspicions against Delisle, we should look with some little indulgence on the faults of a man who possesses a secret so useful to the state.	false	1206.05	1221.61	21.655514
2960_155152_000012_000009	As regards the two safe-conducts sent him by the king, I think I can answer certainly that it was through no fault of his that he paid so little attention to them.	As regards the two safe conducts sent him by the king, I think I can answer certainly that it was through no fault of his that he paid so little attention to them.	false	1221.74	1232.57	21.127241
2960_155152_000012_000010	His year, strictly speaking, consists only of the four summer months; and when by any means he is prevented from making the proper use of them, he loses a whole year.	His year, strictly speaking, consists only of the four summer months; and when by any means he is prevented from making the proper use of them, he loses a whole year.	true	1232.57	1245.39	21
2960_155152_000012_000011	Thus the first safe-conduct became useless by the irruption of the Duke of Savoy in 1707 and the second had hardly been obtained, at the end of June 1708, when the said Delisle was insulted by a party of armed men, pretending to act under the authority of the Count de Grignan, to whom he wrote several letters of complaint, without receiving any answer, or promise that his safety would be attended to.	Thus the first safe conduct became useless by the irruption of the Duke of Savoy in seventeen o seven and the second had hardly been obtained, at the end of june seventeen o eight, when the said Delisle was insulted by a party of armed men, pretending to act under the authority of the Count de Grignan, to whom he wrote several letters of complaint, without receiving any answer, or promise that his safety would be attended to.	false	1245.39	1276.93	21.657333
