4806_26894_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	3.48	5.08	22.545807
4806_26894_000019_000002	Interminably he discoursed on finance and Russian politics, and though, at times, the General made feints to contradict him, he did so humbly, and as though wishing not wholly to lose sight of his own dignity.	Interminably he discoursed on finance and Russian politics, and though, at times, the General made feints to contradict him, he did so humbly, and as though wishing not wholly to lose sight of his own dignity.	true	325.61	336.13	20.11944
4806_26894_000020_000000	For myself, I was in a curious frame of mind.	For myself, I was in a curious frame of mind.	false	336.53	338.74	20.885662
4806_26894_000020_000001	Even before luncheon was half finished I had asked myself the old, eternal question: "WHY do I continue to dance attendance upon the General, instead of having left him and his family long ago?" Every now and then I would glance at Polina Alexandrovna, but she paid me no attention; until eventually I became so irritated that I decided to play the boor.	Even before luncheon was half finished I had asked myself the old, eternal question: "WHY do I continue to dance attendance upon the General, instead of having left him and his family long ago?" Every now and then I would glance at Polina Alexandrovna, but she paid me no attention; until eventually I became so irritated that I decided to play the boor.	false	338.81	355.125	21.052929
4806_26894_000021_000000	First of all I suddenly, and for no reason whatever, plunged loudly and gratuitously into the general conversation.	First of all I suddenly, and for no reason whatever, plunged loudly and gratuitously into the general conversation.	true	355.125	360.79	12
4806_26894_000021_000001	Above everything I wanted to pick a quarrel with the Frenchman; and, with that end in view I turned to the General, and exclaimed in an overbearing sort of way--indeed, I think that I actually interrupted him--that that summer it had been almost impossible for a Russian to dine anywhere at tables d'hote.	Above everything I wanted to pick a quarrel with the Frenchman; and, with that end in view I turned to the General, and exclaimed in an overbearing sort of way-indeed, I think that I actually interrupted him-that that summer it had been almost impossible for a Russian to dine anywhere at tables d'hote.	false	360.86	374.71	17
4806_26894_000021_000002	The General bent upon me a glance of astonishment.	The General bent upon me a glance of astonishment.	true	374.87	377.47	17.689667
4806_26894_000022_000000	"If one is a man of self-respect," I went on, "one risks abuse by so doing, and is forced to put up with insults of every kind.	"If one is a man of self respect," I went on, "one risks abuse by so doing, and is forced to put up with insults of every kind.	true	377.63	384.52	19.3049
4806_26894_000022_000001	Both at Paris and on the Rhine, and even in Switzerland--there are so many Poles, with their sympathisers, the French, at these tables d'hote that one cannot get a word in edgeways if one happens only to be a Russian."	Both at Paris and on the Rhine, and even in Switzerland-there are so many Poles, with their sympathisers, the French, at these tables d'hote that one cannot get a word in edgeways if one happens only to be a Russian."	true	384.59	394.9	17
4806_26894_000023_000000	This I said in French.	This I said in French.	true	395.21	396.58	20.569485
4806_26894_000023_000001	The General eyed me doubtfully, for he did not know whether to be angry or merely to feel surprised that I should so far forget myself.	The General eyed me doubtfully, for he did not know whether to be angry or merely to feel surprised that I should so far forget myself.	true	396.74	403.33	16
4806_26894_000024_000000	"Of course, one always learns SOMETHING EVERYWHERE," said the Frenchman in a careless, contemptuous sort of tone.	"Of course, one always learns SOMETHING EVERYWHERE," said the Frenchman in a careless, contemptuous sort of tone.	true	403.67	409.69	18.992516
4806_26894_000025_000000	"In Paris, too, I had a dispute with a Pole," I continued, "and then with a French officer who supported him.	"In Paris, too, I had a dispute with a Pole," I continued, "and then with a French officer who supported him.	false	409.94	415.8	20.299809
4806_26894_000025_000001	After that a section of the Frenchmen present took my part.	After that a section of the Frenchmen present took my part.	true	415.8	418.84	18.668764
4806_26894_000025_000002	They did so as soon as I told them the story of how once I threatened to spit into Monsignor's coffee."	They did so as soon as I told them the story of how once I threatened to spit into Monsignor's coffee."	false	418.85	423.94	18.470324
4806_26894_000026_000000	"To spit into it?" the General inquired with grave disapproval in his tone, and a stare, of astonishment, while the Frenchman looked at me unbelievingly.	"To spit into it?" the General inquired with grave disapproval in his tone, and a stare, of astonishment, while the Frenchman looked at me unbelievingly.	true	424.01	431.68	20.893614
4806_26894_000027_000000	"Just so," I replied.	"Just so," I replied.	true	431.69	433.42	22.651258
4806_26894_000027_000001	"You must know that, on one occasion, when, for two days, I had felt certain that at any moment I might have to depart for Rome on business, I repaired to the Embassy of the Holy See in Paris, to have my passport visaed.	"You must know that, on one occasion, when, for two days, I had felt certain that at any moment I might have to depart for Rome on business, I repaired to the Embassy of the Holy See in Paris, to have my passport visaed.	false	433.49	444.24	21.588797
4806_26894_000027_000002	There I encountered a sacristan of about fifty, and a man dry and cold of mien.	There I encountered a sacristan of about fifty, and a man dry and cold of mien.	false	444.24	449.16	26.688177
4806_26894_000027_000003	After listening politely, but with great reserve, to my account of myself, this sacristan asked me to wait a little.	After listening politely, but with great reserve, to my account of myself, this sacristan asked me to wait a little.	true	449.16	454.9	26.486578
4806_26894_000027_000004	I was in a great hurry to depart, but of course I sat down, pulled out a copy of L'Opinion Nationale, and fell to reading an extraordinary piece of invective against Russia which it happened to contain.	I was in a great hurry to depart, but of course I sat down, pulled out a copy of L'Opinion Nationale, and fell to reading an extraordinary piece of invective against Russia which it happened to contain.	false	454.91	464.17	22.977583
4806_26894_000027_000005	As I was thus engaged I heard some one enter an adjoining room and ask for Monsignor; after which I saw the sacristan make a low bow to the visitor, and then another bow as the visitor took his leave.	As I was thus engaged I heard some one enter an adjoining room and ask for Monsignor; after which I saw the sacristan make a low bow to the visitor, and then another bow as the visitor took his leave.	false	464.36	474.19	21.099987
4806_26894_000027_000006	I ventured to remind the good man of my own business also; whereupon, with an expression of, if anything, increased dryness, he again asked me to wait.	I ventured to remind the good man of my own business also; whereupon, with an expression of, if anything, increased dryness, he again asked me to wait.	true	474.35	481.75	21.1604
4806_26894_000027_000007	Soon a third visitor arrived who, like myself, had come on business (he was an Austrian of some sort); and as soon as ever he had stated his errand he was conducted upstairs!	Soon a third visitor arrived who, like myself, had come on business (he was an Austrian of some sort); and as soon as ever he had stated his errand he was conducted upstairs!	false	481.94	490.57	21.928268
4806_26894_000027_000008	This made me very angry.	This made me very angry.	true	490.58	492.075	21.541235
4806_26894_000027_000009	I rose, approached the sacristan, and told him that, since Monsignor was receiving callers, his lordship might just as well finish off my affair as well.	I rose, approached the sacristan, and told him that, since Monsignor was receiving callers, his lordship might just as well finish off my affair as well.	false	492.075	499.09	15
4806_26894_000027_000010	Upon this the sacristan shrunk back in astonishment.	Upon this the sacristan shrunk back in astonishment.	true	499.19	502.03	23.91099
4806_26894_000027_000011	It simply passed his understanding that any insignificant Russian should dare to compare himself with other visitors of Monsignor's!	It simply passed his understanding that any insignificant Russian should dare to compare himself with other visitors of Monsignor's!	false	502.07	509.13	23.299795
4806_26894_000027_000012	In a tone of the utmost effrontery, as though he were delighted to have a chance of insulting me, he looked me up and down, and then said: "Do you suppose that Monsignor is going to put aside his coffee for YOU?" But I only cried the louder: "Let me tell you that I am going to SPIT into that coffee!	In a tone of the utmost effrontery, as though he were delighted to have a chance of insulting me, he looked me up and down, and then said: "Do you suppose that Monsignor is going to put aside his coffee for YOU?" But I only cried the louder: "Let me tell you that I am going to SPIT into that coffee!	false	509.13	525.645	24.09438
4806_26894_000027_000013	Yes, and if you do not get me my passport visaed this very minute, I shall take it to Monsignor myself."	Yes, and if you do not get me my passport visaed this very minute, I shall take it to Monsignor myself."	false	525.645	531.42	22
4806_26894_000028_000000	"What?	"What?	true	531.42	531.97	27.805933
4806_26894_000028_000001	While he is engaged with a Cardinal?" screeched the sacristan, again shrinking back in horror.	While he is engaged with a Cardinal?" screeched the sacristan, again shrinking back in horror.	true	531.98	536.44	22.98804
4806_26894_000028_000002	Then, rushing to the door, he spread out his arms as though he would rather die than let me enter.	Then, rushing to the door, he spread out his arms as though he would rather die than let me enter.	true	536.63	540.79	19
4806_26894_000029_000000	Thereupon I declared that I was a heretic and a barbarian--"Je suis heretique et barbare," I said, "and that these archbishops and cardinals and monsignors, and the rest of them, meant nothing at all to me.	Thereupon I declared that I was a heretic and a barbarian-"Je suis heretique et barbare," I said, "and that these archbishops and cardinals and monsignors, and the rest of them, meant nothing at all to me.	false	541.16	550.9	22.039034
4806_26894_000029_000001	In a word, I showed him that I was not going to give way.	In a word, I showed him that I was not going to give way.	true	551.09	553.87	19.457396
4806_26894_000029_000002	He looked at me with an air of infinite resentment.	He looked at me with an air of infinite resentment.	true	553.94	556.245	22.277636
4806_26894_000029_000003	Then he snatched up my passport, and departed with it upstairs.	Then he snatched up my passport, and departed with it upstairs.	false	556.245	559.29	23
4806_26894_000029_000004	A minute later the passport had been visaed!	A minute later the passport had been visaed!	false	559.29	561.93	25.730555
4806_26894_000029_000005	Here it is now, if you care to see it,"--and I pulled out the document, and exhibited the Roman visa.	Here it is now, if you care to see it,"--and I pulled out the document, and exhibited the Roman visa.	true	561.93	566.745	23.394367
4806_26894_000030_000000	"But--" the General began.	"But-" the General began.	false	566.745	568.32	25.381592
4806_26894_000031_000000	"What really saved you was the fact that you proclaimed yourself a heretic and a barbarian," remarked the Frenchman with a smile.	"What really saved you was the fact that you proclaimed yourself a heretic and a barbarian," remarked the Frenchman with a smile.	true	568.32	573.46	20
4806_26894_000031_000001	"Cela n'etait pas si bete."	"Cela n'etait pas si bete."	false	573.68	576.45	25.007767
4806_26894_000032_000000	"But is that how Russian subjects ought to be treated?	"But is that how Russian subjects ought to be treated?	true	576.45	578.715	19
4806_26894_000032_000001	Why, when they settle here they dare not utter even a word--they are ready even to deny the fact that they are Russians!	Why, when they settle here they dare not utter even a word-they are ready even to deny the fact that they are Russians!	true	578.715	584.41	20.080849
4806_26894_000032_000002	At all events, at my hotel in Paris I received far more attention from the company after I had told them about the fracas with the sacristan.	At all events, at my hotel in Paris I received far more attention from the company after I had told them about the fracas with the sacristan.	true	584.45	591.1	19
4806_26894_000032_000003	A fat Polish nobleman, who had been the most offensive of all who were present at the table d'hote, at once went upstairs, while some of the Frenchmen were simply disgusted when I told them that two years ago I had encountered a man at whom, in 1812, a French 'hero' fired for the mere fun of discharging his musket.	A fat Polish nobleman, who had been the most offensive of all who were present at the table d'hote, at once went upstairs, while some of the Frenchmen were simply disgusted when I told them that two years ago I had encountered a man at whom, in eighteen twelve, a French 'hero' fired for the mere fun of discharging his musket.	false	591.26	606.67	21.741909
4806_26894_000032_000004	That man was then a boy of ten and his family are still residing in Moscow."	That man was then a boy of ten and his family are still residing in Moscow."	true	606.8	611.055	21.812885
4806_26894_000033_000000	"Impossible!" the Frenchman spluttered.	"Impossible!" the Frenchman spluttered.	false	611.055	613.11	22.48377
4806_26894_000033_000001	"No French soldier would fire at a child!"	"No French soldier would fire at a child!"	true	613.11	615.52	19.613857
4806_26894_000034_000000	"Nevertheless the incident was as I say," I replied.	"Nevertheless the incident was as I say," I replied.	true	615.62	618.855	21.268822
4806_26894_000034_000001	"A very respected ex-captain told me the story, and I myself could see the scar left on his cheek."	"A very respected ex captain told me the story, and I myself could see the scar left on his cheek."	true	618.855	624.105	25.04167
4806_26894_000035_000000	The Frenchman then began chattering volubly, and the General supported him; but I recommended the former to read, for example, extracts from the memoirs of General Perovski, who, in 1812, was a prisoner in the hands of the French.	The Frenchman then began chattering volubly, and the General supported him; but I recommended the former to read, for example, extracts from the memoirs of General Perovski, who, in eighteen twelve, was a prisoner in the hands of the French.	true	624.105	634.695	17
4806_26894_000035_000001	Finally Maria Philipovna said something to interrupt the conversation.	Finally Maria Philipovna said something to interrupt the conversation.	false	634.695	638.2	19
4806_26894_000035_000002	The General was furious with me for having started the altercation with the Frenchman.	The General was furious with me for having started the altercation with the Frenchman.	false	638.33	641.89	18.393997
4806_26894_000035_000003	On the other hand, Mr. Astley seemed to take great pleasure in my brush with Monsieur, and, rising from the table, proposed that we should go and have a drink together.	On the other hand, mr Astley seemed to take great pleasure in my brush with Monsieur, and, rising from the table, proposed that we should go and have a drink together.	true	641.99	648.99	17
4806_26894_000035_000004	The same afternoon, at four o'clock, I went to have my customary talk with Polina Alexandrovna; and, the talk soon extended to a stroll.	The same afternoon, at four o'clock, I went to have my customary talk with Polina Alexandrovna; and, the talk soon extended to a stroll.	false	648.99	655.2	19
4806_26894_000035_000005	We entered the Park, and approached the Casino, where Polina seated herself upon a bench near the fountain, and sent Nadia away to a little distance to play with some other children.	We entered the Park, and approached the Casino, where Polina seated herself upon a bench near the fountain, and sent Nadia away to a little distance to play with some other children.	false	655.2	663.28	16
4806_26894_000035_000006	Mischa also I dispatched to play by the fountain, and in this fashion we--that is to say, Polina and myself--contrived to find ourselves alone.	Mischa also I dispatched to play by the fountain, and in this fashion we-that is to say, Polina and myself-contrived to find ourselves alone.	false	663.53	670.5	19
4806_26894_000036_000000	Of course, we began by talking on business matters.	Of course, we began by talking on business matters.	true	670.5	673	23.60266
4806_26894_000036_000001	Polina seemed furious when I handed her only 700 gulden, for she had thought to receive from Paris, as the proceeds of the pledging of her diamonds, at least 2000 gulden, or even more.	Polina seemed furious when I handed her only seven hundred gulden, for she had thought to receive from Paris, as the proceeds of the pledging of her diamonds, at least two thousand gulden, or even more.	true	673.1	682.36	21.496464
4806_26894_000037_000000	"Come what may, I MUST have money," she said.	"Come what may, I MUST have money," she said.	true	682.73	685.245	20.016418
4806_26894_000037_000001	"And get it somehow I will--otherwise I shall be ruined."	"And get it somehow I will-otherwise I shall be ruined."	false	685.245	688.09	18.777088
4806_26894_000038_000000	I asked her what had happened during my absence.	I asked her what had happened during my absence.	false	688.16	690.13	18.850367
4806_26894_000039_000000	"Nothing; except that two pieces of news have reached us from St. Petersburg.	"Nothing; except that two pieces of news have reached us from st Petersburg.	false	690.2	694.035	23.534475
4806_26894_000039_000001	In the first place, my grandmother is very ill, and unlikely to last another couple of days.	In the first place, my grandmother is very ill, and unlikely to last another couple of days.	true	694.035	698.62	24
4806_26894_000039_000002	We had this from Timothy Petrovitch himself, and he is a reliable person.	We had this from Timothy Petrovitch himself, and he is a reliable person.	true	698.78	702.85	22.762283
4806_26894_000039_000003	Every moment we are expecting to receive news of the end."	Every moment we are expecting to receive news of the end."	true	703.13	705.79	25.134123
4806_26894_000040_000000	"All of you are on the tiptoe of expectation?" I queried.	"All of you are on the tiptoe of expectation?" I queried.	false	706.07	708.57	22.80867
4806_26894_000041_000000	"Of course--all of us, and every minute of the day.	"Of course-all of us, and every minute of the day.	false	708.57	711.31	21.25577
4806_26894_000041_000001	For a year-and-a-half now we have been looking for this."	For a year and a half now we have been looking for this."	true	711.41	713.77	17.517416
4806_26894_000042_000000	"Looking for it?"	"Looking for it?"	true	713.9	714.94	23.263468
4806_26894_000043_000000	"Yes, looking for it.	"Yes, looking for it.	true	714.95	716.115	25.979683
4806_26894_000043_000001	I am not her blood relation, you know--I am merely the General's step-daughter.	I am not her blood relation, you know-I am merely the General's step daughter.	false	716.115	719.67	23.503551
4806_26894_000043_000002	Yet I am certain that the old lady has remembered me in her will."	Yet I am certain that the old lady has remembered me in her will."	false	719.67	722.67	19.776478
4806_26894_000044_000000	"Yes, I believe that you WILL come in for a good deal," I said with some assurance.	"Yes, I believe that you WILL come in for a good deal," I said with some assurance.	true	722.67	726.55	20.49762
4806_26894_000045_000000	"Yes, for she is fond of me.	"Yes, for she is fond of me.	false	726.68	728.25	20.415037
4806_26894_000045_000001	But how come you to think so?"	But how come you to think so?"	false	728.25	729.97	24.032787
4806_26894_000046_000000	I answered this question with another one.	I answered this question with another one.	true	730.19	732.07	24.039583
4806_26894_000046_000001	"That Marquis of yours," I said, "--is HE also familiar with your family secrets?"	"That Marquis of yours," I said, "--is HE also familiar with your family secrets?"	true	732.2	736.75	22.975615
4806_26894_000047_000000	"And why are you yourself so interested in them?" was her retort as she eyed me with dry grimness.	"And why are you yourself so interested in them?" was her retort as she eyed me with dry grimness.	true	737.06	741.37	20
4806_26894_000048_000000	"Never mind.	"Never mind.	true	741.59	742.335	26.565718
4806_26894_000048_000001	If I am not mistaken, the General has succeeded in borrowing money of the Marquis."	If I am not mistaken, the General has succeeded in borrowing money of the Marquis."	true	742.335	745.87	15
4806_26894_000049_000000	"It may be so."	"It may be so."	true	745.97	747.04	24.063437
4806_26894_000050_000000	"Is it likely that the Marquis would have lent the money if he had not known something or other about your grandmother?	"Is it likely that the Marquis would have lent the money if he had not known something or other about your grandmother?	false	747.26	752.05	20
