1649_68762_000000_000000	But on this route he saw even more.	But on this route he saw even more.	false	0.81	4.89	21.500937
1649_68762_000044_000000	The invitation was promptly accepted by the rural population; not so much because they were interested in the novel ideas of the young artist as because they expected to be amused by hearing the boyish master of Elmhurst "lecture at 'em." So they filled the little room to overflowing, and to add to the dignity of the proceedings the Hon. Erastus Hopkins, State Representative for the district, lent his presence to the assemblage.	The invitation was promptly accepted by the rural population; not so much because they were interested in the novel ideas of the young artist as because they expected to be amused by hearing the boyish master of Elmhurst "lecture at 'em." So they filled the little room to overflowing, and to add to the dignity of the proceedings the honorable Erastus Hopkins, State Representative for the district, lent his presence to the assemblage.	false	398.09	420.49	21.661335
1649_68762_000045_000000	Not that the Honorable Erastus cared a fig about this foolish talk of exterminating advertising signs.	Not that the Honorable Erastus cared a fig about this foolish talk of exterminating advertising signs.	true	421.49	427.12	22
1649_68762_000045_000001	He was himself a large stockholder in a breakfast-food factory, which painted signs wherever it could secure space.	He was himself a large stockholder in a breakfast food factory, which painted signs wherever it could secure space.	false	427.34	433.42	22.340242
1649_68762_000045_000002	These signs were not works of art, but they were distinctly helpful to business, and only a fool, in the opinion of the Honorable Erastus, would protest against the inevitable.	These signs were not works of art, but they were distinctly helpful to business, and only a fool, in the opinion of the Honorable Erastus, would protest against the inevitable.	true	434.09	443.29	21.579063
1649_68762_000046_000000	What brought the legislator to the meeting was the fact that he was coming forward for re-election in November, and believed that this afforded a good chance to meet some of his constituents and make a favorable impression.	What brought the legislator to the meeting was the fact that he was coming forward for re-election in November, and believed that this afforded a good chance to meet some of his constituents and make a favorable impression.	true	444.62	454.33	20
1649_68762_000046_000001	So he came early and shook hands with everyone that arrived, and afterward took as prominent a seat as possible.	So he came early and shook hands with everyone that arrived, and afterward took as prominent a seat as possible.	true	455.03	460.87	18.969732
1649_68762_000047_000000	Indeed, the gathering had at first the appearance of being a political one, so entirely did the Representative dominate it.	Indeed, the gathering had at first the appearance of being a political one, so entirely did the Representative dominate it.	true	461.87	468.4	22.915886
1649_68762_000047_000001	But Mr. Watson took the platform and shyly introduced the speaker of the evening.	But mr Watson took the platform and shyly introduced the speaker of the evening.	true	468.86	473.2	21
1649_68762_000048_000000	The farmers all knew Mr. Watson, and liked him; so when Kenneth rose they prepared to listen in respectful silence.	The farmers all knew mr Watson, and liked him; so when Kenneth rose they prepared to listen in respectful silence.	true	474.11	480.22	23.1134
1649_68762_000049_000000	Usually a young man making his maiden speech is somewhat diffident; but young Forbes was so thoroughly in earnest and so indignant at the opposition that his plans had encountered that he forgot that it was his first public speech and thought only of impressing his hearers with his views, exulting in the fact that on this occasion they could not "talk back," as they usually did in private when he tried to argue with them. So he exhorted them earnestly to keep their homes beautiful and free from the degradation of advertising, and never to permit glaring commercialism to mar the scenery around them.	Usually a young man making his maiden speech is somewhat diffident; but young Forbes was so thoroughly in earnest and so indignant at the opposition that his plans had encountered that he forgot that it was his first public speech and thought only of impressing his hearers with his views, exulting in the fact that on this occasion they could not "talk back," as they usually did in private when he tried to argue with them. So he exhorted them earnestly to keep their homes beautiful and free from the degradation of advertising, and never to permit glaring commercialism to mar the scenery around them.	true	481.88	513.67	21.780209
1649_68762_000049_000001	He told them what he had been able to accomplish by himself, in a short time; how he had redeemed the glen from its disgraceful condition and restored it to its former beauty.	He told them what he had been able to accomplish by himself, in a short time; how he had redeemed the glen from its disgraceful condition and restored it to its former beauty.	true	513.95	522.79	24
1649_68762_000049_000002	He asked them to observe Webb's pretty homestead, no longer marred by the unsightly sign upon the barn.	He asked them to observe Webb's pretty homestead, no longer marred by the unsightly sign upon the barn.	true	523.22	528.97	20.79226
1649_68762_000049_000003	And then he appealed to them to help him in driving all the advertising signs out of the community.	And then he appealed to them to help him in driving all the advertising signs out of the community.	true	529.25	534.67	21.311195
1649_68762_000050_000000	When he ended they applauded his speech mildly; but it was chiefly for the reason that he had spoken so forcibly and well.	When he ended they applauded his speech mildly; but it was chiefly for the reason that he had spoken so forcibly and well.	true	536	542.53	21.365917
1649_68762_000051_000000	Then the Honorable Erastus Hopkins, quick to catch the lack of sympathy in the audience, stood up and begged leave to reply to young Forbes.	Then the Honorable Erastus Hopkins, quick to catch the lack of sympathy in the audience, stood up and begged leave to reply to young Forbes.	true	543.41	551.35	23.710289
1649_68762_000052_000000	He said the objection to advertising signs was only a rich man's aristocratic hobby, and that it could not be indulged in a democratic community of honest people.	He said the objection to advertising signs was only a rich man's aristocratic hobby, and that it could not be indulged in a democratic community of honest people.	true	552.38	560.95	23.4143
1649_68762_000052_000001	His own firm, he said, bought thousands of bushels of oats from the farmers and converted them into the celebrated Eagle-Eye Breakfast Food, three packages for a quarter.	His own firm, he said, bought thousands of bushels of oats from the farmers and converted them into the celebrated Eagle Eye Breakfast Food, three packages for a quarter.	true	561.17	570.13	22.355167
1649_68762_000052_000002	They sold this breakfast food to thousands of farmers, to give them health and strength to harvest another crop of oats.	They sold this breakfast food to thousands of farmers, to give them health and strength to harvest another crop of oats.	true	570.47	575.95	22
1649_68762_000052_000003	Thus he "benefited the community going and coming." What!	Thus he "benefited the community going and coming." What!	true	576.26	580.23	26.106045
1649_68762_000052_000004	Should he not advertise this mutual-benefit commodity wherever he pleased, and especially among the farmers?	Should he not advertise this mutual benefit commodity wherever he pleased, and especially among the farmers?	true	580.23	585.76	18
1649_68762_000052_000005	What aristocratic notion could prevent him?	What aristocratic notion could prevent him?	true	586.22	588.58	24.28497
1649_68762_000052_000006	It was a mighty good thing for the farmers to be reminded, by means of the signs on their barns and fences, of the things they needed in daily life.	It was a mighty good thing for the farmers to be reminded, by means of the signs on their barns and fences, of the things they needed in daily life.	true	588.68	596.53	22
1649_68762_000053_000000	If the young man at Elmhurst would like to be of public service he might find some better way to do so than by advancing such crazy ideas.	If the young man at Elmhurst would like to be of public service he might find some better way to do so than by advancing such crazy ideas.	true	597.44	605.11	23.051477
1649_68762_000053_000001	But this, continued the Representative, was a subject of small importance. What he wished especially to call their attention to was the fact that he had served the district faithfully as Representative, and deserved their suffrages for renomination.	But this, continued the Representative, was a subject of small importance. What he wished especially to call their attention to was the fact that he had served the district faithfully as Representative, and deserved their suffrages for renomination.	true	605.57	618.61	22.953327
1649_68762_000053_000002	And then he began to discuss political questions in general and his own merits in particular, so that Kenneth and Mr. Watson, disgusted at the way in which the Honorable Erastus had captured the meeting, left the school-house and indignantly returned to Elmhurst.	And then he began to discuss political questions in general and his own merits in particular, so that Kenneth and mr Watson, disgusted at the way in which the Honorable Erastus had captured the meeting, left the school house and indignantly returned to Elmhurst.	true	618.98	632.86	22.213991
1649_68762_000054_000000	"This man Hopkins," said Mr. Watson, angrily, "is not a gentleman.	"This man Hopkins," said mr Watson, angrily, "is not a gentleman.	true	633.47	637.75	23.873152
1649_68762_000054_000001	He's an impertinent meddler."	He's an impertinent meddler."	true	637.76	639.55	25.285534
1649_68762_000055_000000	"He ruined any good effect my speech might have created," said Kenneth, gloomily.	"He ruined any good effect my speech might have created," said Kenneth, gloomily.	true	640.1	644.08	26.010063
1649_68762_000056_000000	"Give it up, my boy," advised the elder man, laying a kindly hand on the youth's shoulder.	"Give it up, my boy," advised the elder man, laying a kindly hand on the youth's shoulder.	true	644.72	649.3	21
1649_68762_000056_000001	"It really isn't worth the struggle."	"It really isn't worth the struggle."	true	649.43	651.37	23.981646
1649_68762_000057_000000	"But I can't give it up and acknowledge myself beaten," protested Kenneth, almost ready to weep with disappointment.	"But I can't give it up and acknowledge myself beaten," protested Kenneth, almost ready to weep with disappointment.	true	652.01	657.76	22.188953
1649_68762_000058_000000	"Well, well, let's think it over, Ken, and see what can be done.	"Well, well, let's think it over, Ken, and see what can be done.	false	658.52	662.76	23.977312
1649_68762_000058_000001	Perhaps that rascally Hopkins was right when he advised you to find some other way to serve the community."	Perhaps that rascally Hopkins was right when he advised you to find some other way to serve the community."	false	662.76	667.18	21
1649_68762_000059_000000	"I can't do better than to make it clean--to do away with these disreputable signs," said the boy, stubbornly.	"I can't do better than to make it clean-to do away with these disreputable signs," said the boy, stubbornly.	true	667.76	673.42	22
1649_68762_000060_000000	"You made a fine speech," declared Mr. Watson, gravely puffing his pipe. "I am very proud of you, my lad."	"You made a fine speech," declared mr Watson, gravely puffing his pipe. "I am very proud of you, my lad."	true	673.94	680.17	22.79776
1649_68762_000061_000000	Kenneth flushed red.	Kenneth flushed red.	true	680.99	682.42	25.18472
1649_68762_000061_000001	He was by nature shy and retiring to a degree.	He was by nature shy and retiring to a degree.	true	682.79	685.75	21
1649_68762_000061_000002	Only his pent-up enthusiasm had carried him through the ordeal, and now that it was over he was chagrined to think that the speech had been so ineffective.	Only his pent up enthusiasm had carried him through the ordeal, and now that it was over he was chagrined to think that the speech had been so ineffective.	true	686.09	693.76	22.885921
1649_68762_000061_000003	He was modest enough to believe that another speaker might have done better.	He was modest enough to believe that another speaker might have done better.	false	694.1	706.08	18.505726
