2060_150843_000000_000000	"Anything--if you remember that the greatest thing is over."	"Anything-if you remember that the greatest thing is over."	false	0	3.15	19.990942
2060_150843_000021_000000	They waited for the other tram by the Roman Catholic Church, whose florid bulk was already receding into twilight.	They waited for the other tram by the Roman Catholic Church, whose florid bulk was already receding into twilight.	true	334.13	339.94	20
2060_150843_000021_000001	It is the first big building that the incoming visitor sees.	It is the first big building that the incoming visitor sees.	true	340.19	343.39	19.97178
2060_150843_000021_000002	"Oh, here come the colleges!" cries the Protestant parent, and then learns that it was built by a Papist who made a fortune out of movable eyes for dolls.	"Oh, here come the colleges!" cries the Protestant parent, and then learns that it was built by a Papist who made a fortune out of movable eyes for dolls.	false	343.61	352.06	21.822088
2060_150843_000021_000003	"Built out of doll's eyes to contain idols"--that, at all events, is the legend and the joke.	"Built out of doll's eyes to contain idols"--that, at all events, is the legend and the joke.	true	352.46	358.42	22.541803
2060_150843_000021_000004	It watches over the apostate city, taller by many a yard than anything within, and asserting, however wildly, that here is eternity, stability, and bubbles unbreakable upon a windless sea.	It watches over the apostate city, taller by many a yard than anything within, and asserting, however wildly, that here is eternity, stability, and bubbles unbreakable upon a windless sea.	true	358.64	371.02	20
2060_150843_000022_000000	A costly hymn tune announced five o'clock, and in the distance the more lovable note of St. Mary's could be heard, speaking from the heart of the town.	A costly hymn tune announced five o'clock, and in the distance the more lovable note of saint Mary's could be heard, speaking from the heart of the town.	true	372.02	380.59	20
2060_150843_000022_000001	Then the tram arrived--the slow stuffy tram that plies every twenty minutes between the unknown and the marketplace--and took them past the desecrated grounds of Downing, past Addenbrookes Hospital, girt like a Venetian palace with a mantling canal, past the Fitz William, towering upon immense substructions like any Roman temple, right up to the gates of one's own college, which looked like nothing else in the world.	Then the tram arrived-the slow stuffy tram that plies every twenty minutes between the unknown and the marketplace-and took them past the desecrated grounds of Downing, past Addenbrookes Hospital, girt like a Venetian palace with a mantling canal, past the Fitz William, towering upon immense substructions like any Roman temple, right up to the gates of one's own college, which looked like nothing else in the world.	true	380.84	405.34	22.166166
2060_150843_000022_000002	The porters were glad to see them, but wished it had been a hansom.	The porters were glad to see them, but wished it had been a hansom.	false	405.53	408.94	19.644178
2060_150843_000022_000003	"Our luggage," explained Rickie, "comes in the hotel omnibus, if you would kindly pay a shilling for mine." Ansell turned aside to some large lighted windows, the abode of a hospitable don, and from other windows there floated familiar voices and the familiar mistakes in a Beethoven sonata.	"Our luggage," explained Rickie, "comes in the hotel omnibus, if you would kindly pay a shilling for mine." Ansell turned aside to some large lighted windows, the abode of a hospitable don, and from other windows there floated familiar voices and the familiar mistakes in a Beethoven sonata.	true	409.61	426.28	20
2060_150843_000022_000004	The college, though small, was civilized, and proud of its civilization.	The college, though small, was civilized, and proud of its civilization.	false	426.98	431.14	21
2060_150843_000022_000005	It was not sufficient glory to be a Blue there, nor an additional glory to get drunk.	It was not sufficient glory to be a Blue there, nor an additional glory to get drunk.	true	431.93	437.17	21
2060_150843_000022_000006	Many a maiden lady who had read that Cambridge men were sad dogs, was surprised and perhaps a little disappointed at the reasonable life which greeted her.	Many a maiden lady who had read that Cambridge men were sad dogs, was surprised and perhaps a little disappointed at the reasonable life which greeted her.	true	437.3	446.41	20
2060_150843_000022_000007	Miss Appleblossom in particular had had a tremendous shock.	Miss Appleblossom in particular had had a tremendous shock.	true	446.84	450.58	20
2060_150843_000022_000008	The sight of young fellows making tea and drinking water had made her wonder whether this was Cambridge College at all.	The sight of young fellows making tea and drinking water had made her wonder whether this was Cambridge College at all.	true	450.62	456.73	18
2060_150843_000022_000009	"It is so," she exclaimed afterwards.	"It is so," she exclaimed afterwards.	true	457.13	459.18	18.4555
2060_150843_000022_000010	"It is just as I say; and what's more, I wouldn't have it otherwise; Stewart says it's as easy as easy to get into the swim, and not at all expensive." The direction of the swim was determined a little by the genius of the place--for places have a genius, though the less we talk about it the better--and a good deal by the tutors and resident fellows, who treated with rare dexterity the products that came up yearly from the public schools.	"It is just as I say; and what's more, I wouldn't have it otherwise; Stewart says it's as easy as easy to get into the swim, and not at all expensive." The direction of the swim was determined a little by the genius of the place-for places have a genius, though the less we talk about it the better-and a good deal by the tutors and resident fellows, who treated with rare dexterity the products that came up yearly from the public schools.	true	459.18	485.26	21.902874
2060_150843_000022_000011	They taught the perky boy that he was not everything, and the limp boy that he might be something.	They taught the perky boy that he was not everything, and the limp boy that he might be something.	true	486.14	491.08	21.751602
2060_150843_000022_000012	They even welcomed those boys who were neither limp nor perky, but odd--those boys who had never been at a public school at all, and such do not find a welcome everywhere.	They even welcomed those boys who were neither limp nor perky, but odd-those boys who had never been at a public school at all, and such do not find a welcome everywhere.	true	491.24	500.65	21.818764
2060_150843_000022_000013	And they did everything with ease--one might almost say with nonchalance, so that the boys noticed nothing, and received education, often for the first time in their lives.	And they did everything with ease-one might almost say with nonchalance, so that the boys noticed nothing, and received education, often for the first time in their lives.	true	501.02	510.82	20.29932
2060_150843_000023_000000	But Rickie turned to none of these friends, for just then he loved his rooms better than any person.	But Rickie turned to none of these friends, for just then he loved his rooms better than any person.	true	511.58	516.4	18
2060_150843_000023_000001	They were all he really possessed in the world, the only place he could call his own.	They were all he really possessed in the world, the only place he could call his own.	true	516.74	521.2	20.67052
2060_150843_000023_000002	Over the door was his name, and through the paint, like a grey ghost, he could still read the name of his predecessor.	Over the door was his name, and through the paint, like a grey ghost, he could still read the name of his predecessor.	true	521.75	527.76	21.260805
2060_150843_000023_000003	With a sigh of joy he entered the perishable home that was his for a couple of years.	With a sigh of joy he entered the perishable home that was his for a couple of years.	false	527.76	533.05	19.953367
2060_150843_000023_000004	There was a beautiful fire, and the kettle boiled at once.	There was a beautiful fire, and the kettle boiled at once.	true	533.36	536.86	21.33384
2060_150843_000023_000005	He made tea on the hearth-rug and ate the biscuits which Mrs. Aberdeen had brought for him up from Anderson's. "Gentlemen," she said, "must learn to give and take." He sighed again and again, like one who had escaped from danger.	He made tea on the hearth rug and ate the biscuits which mrs Aberdeen had brought for him up from Anderson's. "Gentlemen," she said, "must learn to give and take." He sighed again and again, like one who had escaped from danger.	true	537.17	550.66	20.061167
2060_150843_000023_000006	With his head on the fender and all his limbs relaxed, he felt almost as safe as he felt once when his mother killed a ghost in the passage by carrying him through it in her arms.	With his head on the fender and all his limbs relaxed, he felt almost as safe as he felt once when his mother killed a ghost in the passage by carrying him through it in her arms.	false	551.21	560.74	20.838366
2060_150843_000023_000007	There was no ghost now; he was frightened at reality; he was frightened at the splendours and horrors of the world.	There was no ghost now; he was frightened at reality; he was frightened at the splendours and horrors of the world.	true	561.05	567.85	20.444096
2060_150843_000024_000000	A letter from Miss Pembroke was on the table.	A letter from Miss Pembroke was on the table.	true	568.94	571.3	21.72607
2060_150843_000024_000001	He did not hurry to open it, for she, and all that she did, was overwhelming.	He did not hurry to open it, for she, and all that she did, was overwhelming.	true	571.7	576.1	18
2060_150843_000024_000002	She wrote like the Sibyl; her sorrowful face moved over the stars and shattered their harmonies; last night he saw her with the eyes of Blake, a virgin widow, tall, veiled, consecrated, with her hands stretched out against an everlasting wind.	She wrote like the Sibyl; her sorrowful face moved over the stars and shattered their harmonies; last night he saw her with the eyes of Blake, a virgin widow, tall, veiled, consecrated, with her hands stretched out against an everlasting wind.	true	576.35	590.38	21
2060_150843_000024_000003	Why should she write?	Why should she write?	true	590.81	592.125	27.010513
2060_150843_000024_000004	Her letters were not for the likes of him, nor to be read in rooms like his.	Her letters were not for the likes of him, nor to be read in rooms like his.	true	592.125	596.38	20
2060_150843_000025_000000	"We are not leaving Sawston," she wrote.	"We are not leaving Sawston," she wrote.	true	597.29	599.62	20.860949
2060_150843_000025_000001	"I saw how selfish it was of me to risk spoiling Herbert's career.	"I saw how selfish it was of me to risk spoiling Herbert's career.	false	599.81	603.88	19.887646
2060_150843_000025_000002	I shall get used to any place. Now that he is gone, nothing of that sort can matter.	I shall get used to any place. Now that he is gone, nothing of that sort can matter.	true	604.46	609.43	19.715761
2060_150843_000025_000003	Every one has been most kind, but you have comforted me most, though you did not mean to.	Every one has been most kind, but you have comforted me most, though you did not mean to.	false	609.74	615.13	18
2060_150843_000025_000004	I cannot think how you did it, or understood so much.	I cannot think how you did it, or understood so much.	true	615.65	618.7	19
2060_150843_000025_000005	I still think of you as a little boy with a lame leg,--I know you will let me say this,--and yet when it came to the point you knew more than people who have been all their lives with sorrow and death."	I still think of you as a little boy with a lame leg,--I know you will let me say this,--and yet when it came to the point you knew more than people who have been all their lives with sorrow and death."	true	618.92	629.02	18
2060_150843_000026_000000	Rickie burnt this letter, which he ought not to have done, for it was one of the few tributes Miss Pembroke ever paid to imagination.	Rickie burnt this letter, which he ought not to have done, for it was one of the few tributes Miss Pembroke ever paid to imagination.	true	629.87	636.37	20.69731
2060_150843_000026_000001	But he felt that it did not belong to him: words so sincere should be for Gerald alone.	But he felt that it did not belong to him: words so sincere should be for Gerald alone.	true	636.59	641.68	23
2060_150843_000026_000002	The smoke rushed up the chimney, and he indulged in a vision.	The smoke rushed up the chimney, and he indulged in a vision.	true	642.2	645.55	19
2060_150843_000026_000003	He saw it reach the outer air and beat against the low ceiling of clouds.	He saw it reach the outer air and beat against the low ceiling of clouds.	true	645.86	649.9	20.915737
2060_150843_000026_000004	The clouds were too strong for it; but in them was one chink, revealing one star, and through this the smoke escaped into the light of stars innumerable.	The clouds were too strong for it; but in them was one chink, revealing one star, and through this the smoke escaped into the light of stars innumerable.	true	650.15	658.99	21.030794
2060_150843_000026_000005	Then--but then the vision failed, and the voice of science whispered that all smoke remains on earth in the form of smuts, and is troublesome to Mrs. Aberdeen.	Then-but then the vision failed, and the voice of science whispered that all smoke remains on earth in the form of smuts, and is troublesome to mrs Aberdeen.	true	659.39	668.92	19.158428
2060_150843_000027_000000	"I am jolly unpractical," he mused.	"I am jolly unpractical," he mused.	true	669.62	672.075	20
2060_150843_000027_000001	"And what is the point of it when real things are so wonderful?	"And what is the point of it when real things are so wonderful?	true	672.075	675.07	19
2060_150843_000027_000002	Who wants visions in a world that has Agnes and Gerald?" He turned on the electric light and pulled open the table-drawer.	Who wants visions in a world that has Agnes and Gerald?" He turned on the electric light and pulled open the table drawer.	true	675.41	682.27	20
2060_150843_000027_000003	There, among spoons and corks and string, he found a fragment of a little story that he had tried to write last term.	There, among spoons and corks and string, he found a fragment of a little story that he had tried to write last term.	false	683	688.93	16
2060_150843_000027_000004	It was called "The Bay of the Fifteen Islets," and the action took place on St. John's Eve off the coast of Sicily.	It was called "The Bay of the Fifteen Islets," and the action took place on saint John's Eve off the coast of Sicily.	true	689.33	696.82	21.451769
2060_150843_000027_000005	A party of tourists land on one of the islands.	A party of tourists land on one of the islands.	true	697.37	699.885	19
2060_150843_000027_000006	Suddenly the boatmen become uneasy, and say that the island is not generally there.	Suddenly the boatmen become uneasy, and say that the island is not generally there.	true	699.885	704.53	17
2060_150843_000027_000007	It is an extra one, and they had better have tea on one of the ordinaries.	It is an extra one, and they had better have tea on one of the ordinaries.	false	704.75	708.46	17
2060_150843_000027_000008	"Pooh, volcanic!" says the leading tourist, and the ladies say how interesting.	"Pooh, volcanic!" says the leading tourist, and the ladies say how interesting.	true	709.01	714.88	22.801756
2060_150843_000027_000009	The island begins to rock, and so do the minds of its visitors.	The island begins to rock, and so do the minds of its visitors.	false	715.37	718.99	22
2060_150843_000027_000010	They start and quarrel and jabber.	They start and quarrel and jabber.	true	719.18	721.39	20.978083
2060_150843_000027_000011	Fingers burst up through the sand-black fingers of sea devils.	Fingers burst up through the sand black fingers of sea devils.	true	721.64	724.84	20.527952
2060_150843_000027_000012	The island tilts. The tourists go mad.	The island tilts. The tourists go mad.	true	725	727.6	19.123158
2060_150843_000027_000013	But just before the catastrophe one man, integer vitae scelerisque purus, sees the truth.	But just before the catastrophe one man, integer vitae scelerisque purus, sees the truth.	true	727.76	734.145	21.38979
2060_150843_000027_000014	Here are no devils.	Here are no devils.	true	734.145	735.4	20
2060_150843_000027_000015	Other muscles, other minds, are pulling the island to its subterranean home. Through the advancing wall of waters he sees no grisly faces, no ghastly medieval limbs, but--But what nonsense!	Other muscles, other minds, are pulling the island to its subterranean home. Through the advancing wall of waters he sees no grisly faces, no ghastly medieval limbs, but-But what nonsense!	true	735.62	748.08	19.388792
2060_150843_000027_000016	When real things are so wonderful, what is the point of pretending?	When real things are so wonderful, what is the point of pretending?	true	748.08	751.21	14
2060_150843_000028_000000	And so Rickie deflected his enthusiasms.	And so Rickie deflected his enthusiasms.	true	752.12	754.965	20
2060_150843_000028_000001	Hitherto they had played on gods and heroes, on the infinite and the impossible, on virtue and beauty and strength.	Hitherto they had played on gods and heroes, on the infinite and the impossible, on virtue and beauty and strength.	true	754.965	762.04	21
2060_150843_000028_000002	Now, with a steadier radiance, they transfigured a man who was dead and a woman who was still alive.	Now, with a steadier radiance, they transfigured a man who was dead and a woman who was still alive.	false	762.5	776.01	19.39537
