6696_73295_000001_000000	A WELL-MATCHED SISTER AND BROTHER	A WELL MATCHED SISTER AND BROTHER
6696_73295_000026_000001	'tis James!" was uttered at the same moment by Catherine; and on catching the young men's eyes, the horse was immediately checked with a violence which almost threw him on his haunches; and the servant having now scampered up, the gentlemen jumped out, and the equipage was delivered to his care.	'tis james!" was uttered at the same moment by Catherine; and on catching the young men's eyes, the horse was immediately checked with a violence which almost threw him on his haunches; and the servant having now scampered up, the gentlemen jumped out, and the equipage was delivered to his care.
6696_73295_000028_000000	John Thorpe, who in the mean time had been giving orders about the horse, soon joined them, and from him she directly received the amends which were her due; for while he slightly and carelessly touched the hand of Isabella, on her he bestowed a whole scrape and half a short bow.	john Thorpe, who in the mean time had been giving orders about the horse, soon joined them, and from him she directly received the amends which were her due; for while he slightly and carelessly touched the hand of Isabella, on her he bestowed a whole scrape and half a short bow.
6696_73295_000028_000001	He was a stout young man, of middling height, who, with a plain face and ungraceful form, seemed fearful of being too handsome unless he wore the dress of a groom, and too much like a gentleman unless he were easy where he ought to be civil, and impudent where he might be allowed to be easy.	He was a stout young man, of middling height, who, with a plain face and ungraceful form, seemed fearful of being too handsome unless he wore the dress of a groom, and too much like a gentleman unless he were easy where he ought to be civil, and impudent where he might be allowed to be easy.
6696_73295_000030_000001	"I know it must be five-and-twenty," said he, "by the time we have been doing it." "It is now half after one; we drove out of the inn-yard at Tetbury as the town-clock struck eleven; and I defy any man in England to make my horse go less than ten miles an hour in harness; that makes it exactly twenty-five."	"I know it must be five and twenty," said he, "by the time we have been doing it." "It is now half after one; we drove out of the inn yard at Tetbury as the town clock struck eleven; and I defy any man in England to make my horse go less than ten miles an hour in harness; that makes it exactly twenty five."
6696_73295_000031_000000	"You have lost an hour," said Morland: "it was only ten o'clock when we came from Tetbury."	"You have lost an hour," said Morland: "it was only ten o'clock when we came from Tetbury."
6696_73295_000032_000000	"Ten o'clock! it was eleven, upon my soul!	"Ten o'clock! it was eleven, upon my soul!
6696_73295_000032_000001	I counted every stroke.	I counted every stroke.
6696_73295_000032_000003	Do but look at my horse: did you ever see an animal so made for speed in your life?" (The servant had just mounted the carriage and was driving off.) "Such true blood!	Do but look at my horse: did you ever see an animal so made for speed in your life?" (The servant had just mounted the carriage and was driving off.) "Such true blood!
6696_73295_000032_000005	Look at that creature, and suppose it possible, if you can!"	Look at that creature, and suppose it possible, if you can!"
6696_73295_000034_000001	What do you think of my gig, Miss Morland?	What do you think of my gig, Miss Morland?
6696_73295_000036_000000	"Curricle-hung, you see; seat, trunk, sword-case, splashing-board, lamps, silver molding, all, you see, complete; the ironwork as good as new, or better.	"Curricle hung, you see; seat, trunk, sword case, splashing board, lamps, silver molding, all, you see, complete; the ironwork as good as new, or better.
6696_73295_000036_000001	He asked fifty guineas: I closed with him directly, threw down the money, and the carriage was mine."	He asked fifty guineas: I closed with him directly, threw down the money, and the carriage was mine."
6696_73295_000039_000000	"That was very good-natured of you," said Catherine, quite pleased.	"That was very good-natured of you," said Catherine, quite pleased.
6696_73295_000044_000002	I would not sell my horse for a hundred.	I would not sell my horse for a hundred.
6696_73295_000044_000003	Are you fond of an open carriage, Miss Morland?"	Are you fond of an open carriage, Miss Morland?"
6696_73295_000045_000000	"Yes, very: I have hardly ever an opportunity of being in one; but I am particularly fond of it."	"Yes, very: I have hardly ever an opportunity of being in one; but I am particularly fond of it."
6696_73295_000046_000000	"I am glad of it: I will drive you out in mine every day."	"I am glad of it: I will drive you out in mine every day."
6696_73295_000047_000000	"Thank you," said Catherine, in some distress, from a doubt of the propriety of accepting such an offer.	"Thank you," said Catherine, in some distress, from a doubt of the propriety of accepting such an offer.
6696_73295_000048_000000	"I will drive you up Lansdown Hill to-morrow."	"I will drive you up Lansdown Hill to morrow."
6696_73295_000049_000000	"Thank you; but will not your horse want rest?"	"Thank you; but will not your horse want rest?"
6696_73295_000051_000000	"Shall you, indeed!" said Catherine, very seriously: "that will be forty miles a day."	"Shall you, indeed!" said Catherine, very seriously: "that will be forty miles a day."
6696_73295_000053_000000	"How delightful that will be!" cried Isabella, turning round; "my dearest Catherine, I quite envy you; but I am afraid, brother, you will not have room for a third."	"How delightful that will be!" cried Isabella, turning round; "my dearest Catherine, I quite envy you; but I am afraid, brother, you will not have room for a third."
6696_73295_000054_000000	"A third, indeed!	"A third, indeed!
6696_73295_000054_000001	no, no; I did not come to Bath to drive my sisters about: that would be a good joke, faith!	no, no; I did not come to Bath to drive my sisters about: that would be a good joke, faith!
6696_73295_000054_000002	Morland must take care of you."	Morland must take care of you."
6696_73295_000055_000000	This brought on a dialogue of civilities between the other two; but Catherine heard neither the particulars nor the result.	This brought on a dialogue of civilities between the other two; but Catherine heard neither the particulars nor the result.
6696_73295_000055_000002	It was, "Have you ever read 'Udolpho,' Mr. Thorpe?"	It was, "Have you ever read 'Udolpho,' mr Thorpe?"
6696_73295_000059_000000	"Not I, faith!	"Not I, faith!
6696_73295_000060_000000	"'Udolpho' was written by Mrs. Radcliffe," said Catherine, with some hesitation, from the fear of mortifying him.	"'Udolpho' was written by mrs Radcliffe," said Catherine, with some hesitation, from the fear of mortifying him.
6696_73295_000061_000000	"No, sure; was it?	"No, sure; was it?
6696_73295_000063_000000	"Yes, that's the book: such unnatural stuff!	"Yes, that's the book: such unnatural stuff!
6696_73295_000063_000001	An old man playing at see-saw: I took up the first volume once, and looked it over, but I soon found it would not do; indeed, I guessed what sort of stuff it must be before I saw it; as soon as I heard she had married an emigrant, I was sure I should never be able to get through it."	An old man playing at see saw: I took up the first volume once, and looked it over, but I soon found it would not do; indeed, I guessed what sort of stuff it must be before I saw it; as soon as I heard she had married an emigrant, I was sure I should never be able to get through it."
6696_73295_000064_000000	"I have never read it."	"I have never read it."
6696_73295_000065_000000	"You have no loss, I assure you; it is the horridest nonsense you can imagine: there is nothing in the world in it but an old man's playing at see-saw and learning Latin; upon my soul, there is not."	"You have no loss, I assure you; it is the horridest nonsense you can imagine: there is nothing in the world in it but an old man's playing at see saw and learning Latin; upon my soul, there is not."
6696_73295_000066_000000	This critique, the justness of which was unfortunately lost on poor Catherine, brought them to the door of Mrs. Thorpe's lodgings, and the feelings of the discerning and unprejudiced reader of 'Camilla' gave way to the feelings of the dutiful and affectionate son, as they met Mrs. Thorpe, who had descried them from above, in the passage.	This critique, the justness of which was unfortunately lost on poor Catherine, brought them to the door of mrs Thorpe's lodgings, and the feelings of the discerning and unprejudiced reader of 'Camilla' gave way to the feelings of the dutiful and affectionate son, as they met mrs Thorpe, who had descried them from above, in the passage.
