30_4445_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	8.31	10.3	18
30_4445_000009_000002	Even before Miss Taylor had ceased to hold the nominal office of governess, the mildness of her temper had hardly allowed her to impose any restraint; and the shadow of authority being now long passed away, they had been living together as friend and friend very mutually attached, and Emma doing just what she liked; highly esteeming Miss Taylor's judgment, but directed chiefly by her own.	Even before Miss Taylor had ceased to hold the nominal office of governess, the mildness of her temper had hardly allowed her to impose any restraint; and the shadow of authority being now long passed away, they had been living together as friend and friend very mutually attached, and Emma doing just what she liked; highly esteeming Miss Taylor's judgment, but directed chiefly by her own.	true	86.96	112.12	19
30_4445_000010_000000	The real evils, indeed, of Emma's situation were the power of having rather too much her own way, and a disposition to think a little too well of herself; these were the disadvantages which threatened alloy to her many enjoyments.	The real evils, indeed, of Emma's situation were the power of having rather too much her own way, and a disposition to think a little too well of herself; these were the disadvantages which threatened alloy to her many enjoyments.	true	113.63	127.63	17
30_4445_000010_000001	The danger, however, was at present so unperceived, that they did not by any means rank as misfortunes with her.	The danger, however, was at present so unperceived, that they did not by any means rank as misfortunes with her.	true	127.88	134.86	19
30_4445_000011_000000	Sorrow came--a gentle sorrow--but not at all in the shape of any disagreeable consciousness.--Miss Taylor married.	Sorrow came-a gentle sorrow-but not at all in the shape of any disagreeable consciousness.--Miss Taylor married.	true	135.53	143.65	21.831152
30_4445_000011_000001	It was Miss Taylor's loss which first brought grief.	It was Miss Taylor's loss which first brought grief.	true	144.38	147.79	24.007055
30_4445_000011_000002	It was on the wedding-day of this beloved friend that Emma first sat in mournful thought of any continuance.	It was on the wedding day of this beloved friend that Emma first sat in mournful thought of any continuance.	true	147.86	154.15	16
30_4445_000011_000003	The wedding over, and the bride-people gone, her father and herself were left to dine together, with no prospect of a third to cheer a long evening.	The wedding over, and the bride people gone, her father and herself were left to dine together, with no prospect of a third to cheer a long evening.	true	154.58	164.65	21.744501
30_4445_000011_000004	Her father composed himself to sleep after dinner, as usual, and she had then only to sit and think of what she had lost.	Her father composed himself to sleep after dinner, as usual, and she had then only to sit and think of what she had lost.	true	165.32	173.47	21
30_4445_000012_000000	The event had every promise of happiness for her friend.	The event had every promise of happiness for her friend.	true	174.26	177.43	21.723375
30_4445_000012_000001	Mr. Weston was a man of unexceptionable character, easy fortune, suitable age, and pleasant manners; and there was some satisfaction in considering with what self-denying, generous friendship she had always wished and promoted the match; but it was a black morning's work for her.	mr Weston was a man of unexceptionable character, easy fortune, suitable age, and pleasant manners; and there was some satisfaction in considering with what self denying, generous friendship she had always wished and promoted the match; but it was a black morning's work for her.	true	178.13	196.57	22
30_4445_000012_000002	The want of Miss Taylor would be felt every hour of every day.	The want of Miss Taylor would be felt every hour of every day.	true	196.82	200.41	18
30_4445_000012_000003	She recalled her past kindness--the kindness, the affection of sixteen years--how she had taught and how she had played with her from five years old--how she had devoted all her powers to attach and amuse her in health--and how nursed her through the various illnesses of childhood.	She recalled her past kindness-the kindness, the affection of sixteen years-how she had taught and how she had played with her from five years old-how she had devoted all her powers to attach and amuse her in health-and how nursed her through the various illnesses of childhood.	true	200.93	219.58	20
30_4445_000012_000004	A large debt of gratitude was owing here; but the intercourse of the last seven years, the equal footing and perfect unreserve which had soon followed Isabella's marriage, on their being left to each other, was yet a dearer, tenderer recollection.	A large debt of gratitude was owing here; but the intercourse of the last seven years, the equal footing and perfect unreserve which had soon followed Isabella's marriage, on their being left to each other, was yet a dearer, tenderer recollection.	true	220.1	235.66	20
30_4445_000012_000005	She had been a friend and companion such as few possessed: intelligent, well-informed, useful, gentle, knowing all the ways of the family, interested in all its concerns, and peculiarly interested in herself, in every pleasure, every scheme of hers--one to whom she could speak every thought as it arose, and who had such an affection for her as could never find fault.	She had been a friend and companion such as few possessed: intelligent, well informed, useful, gentle, knowing all the ways of the family, interested in all its concerns, and peculiarly interested in herself, in every pleasure, every scheme of hers-one to whom she could speak every thought as it arose, and who had such an affection for her as could never find fault.	false	236.24	262.36	21.278404
30_4445_000013_000000	How was she to bear the change?--It was true that her friend was going only half a mile from them; but Emma was aware that great must be the difference between a Mrs. Weston, only half a mile from them, and a Miss Taylor in the house; and with all her advantages, natural and domestic, she was now in great danger of suffering from intellectual solitude.	How was she to bear the change?--It was true that her friend was going only half a mile from them; but Emma was aware that great must be the difference between a mrs Weston, only half a mile from them, and a Miss Taylor in the house; and with all her advantages, natural and domestic, she was now in great danger of suffering from intellectual solitude.	true	262.67	284.56	20
30_4445_000013_000001	She dearly loved her father, but he was no companion for her.	She dearly loved her father, but he was no companion for her.	true	284.78	288.64	21
30_4445_000013_000002	He could not meet her in conversation, rational or playful.	He could not meet her in conversation, rational or playful.	true	288.89	292.96	23.61682
30_4445_000014_000000	The evil of the actual disparity in their ages (and Mr. Woodhouse had not married early) was much increased by his constitution and habits; for having been a valetudinarian all his life, without activity of mind or body, he was a much older man in ways than in years; and though everywhere beloved for the friendliness of his heart and his amiable temper, his talents could not have recommended him at any time.	The evil of the actual disparity in their ages (and mr Woodhouse had not married early) was much increased by his constitution and habits; for having been a valetudinarian all his life, without activity of mind or body, he was a much older man in ways than in years; and though everywhere beloved for the friendliness of his heart and his amiable temper, his talents could not have recommended him at any time.	true	294.17	320.11	20
30_4445_000015_000000	Her sister, though comparatively but little removed by matrimony, being settled in London, only sixteen miles off, was much beyond her daily reach; and many a long October and November evening must be struggled through at Hartfield, before Christmas brought the next visit from Isabella and her husband, and their little children, to fill the house, and give her pleasant society again.	Her sister, though comparatively but little removed by matrimony, being settled in London, only sixteen miles off, was much beyond her daily reach; and many a long October and November evening must be struggled through at Hartfield, before Christmas brought the next visit from Isabella and her husband, and their little children, to fill the house, and give her pleasant society again.	true	321.17	344.08	18
30_4445_000016_000000	Highbury, the large and populous village, almost amounting to a town, to which Hartfield, in spite of its separate lawn, and shrubberies, and name, did really belong, afforded her no equals.	Highbury, the large and populous village, almost amounting to a town, to which Hartfield, in spite of its separate lawn, and shrubberies, and name, did really belong, afforded her no equals.	true	344.99	357.04	20
30_4445_000016_000001	The Woodhouses were first in consequence there.	The Woodhouses were first in consequence there.	false	357.29	359.95	21.977982
30_4445_000016_000002	All looked up to them.	All looked up to them.	true	360.23	361.99	28.316286
30_4445_000016_000003	She had many acquaintance in the place, for her father was universally civil, but not one among them who could be accepted in lieu of Miss Taylor for even half a day.	She had many acquaintance in the place, for her father was universally civil, but not one among them who could be accepted in lieu of Miss Taylor for even half a day.	true	362.18	370.78	16
30_4445_000016_000004	It was a melancholy change; and Emma could not but sigh over it, and wish for impossible things, till her father awoke, and made it necessary to be cheerful.	It was a melancholy change; and Emma could not but sigh over it, and wish for impossible things, till her father awoke, and made it necessary to be cheerful.	true	371.21	380.92	20
30_4445_000016_000005	His spirits required support.	His spirits required support.	true	381.59	384.04	29.02252
30_4445_000016_000006	He was a nervous man, easily depressed; fond of every body that he was used to, and hating to part with them; hating change of every kind.	He was a nervous man, easily depressed; fond of every body that he was used to, and hating to part with them; hating change of every kind.	true	384.17	394.305	22.250118
30_4445_000016_000007	Matrimony, as the origin of change, was always disagreeable; and he was by no means yet reconciled to his own daughter's marrying, nor could ever speak of her but with compassion, though it had been entirely a match of affection, when he was now obliged to part with Miss Taylor too; and from his habits of gentle selfishness, and of being never able to suppose that other people could feel differently from himself, he was very much disposed to think Miss Taylor had done as sad a thing for herself as for them, and would have been a great deal happier if she had spent all the rest of her life at Hartfield.	Matrimony, as the origin of change, was always disagreeable; and he was by no means yet reconciled to his own daughter's marrying, nor could ever speak of her but with compassion, though it had been entirely a match of affection, when he was now obliged to part with Miss Taylor too; and from his habits of gentle selfishness, and of being never able to suppose that other people could feel differently from himself, he was very much disposed to think Miss Taylor had done as sad a thing for herself as for them, and would have been a great deal happier if she had spent all the rest of her life at Hartfield.	false	394.305	429.67	21
30_4445_000016_000008	Emma smiled and chatted as cheerfully as she could, to keep him from such thoughts; but when tea came, it was impossible for him not to say exactly as he had said at dinner,	Emma smiled and chatted as cheerfully as she could, to keep him from such thoughts; but when tea came, it was impossible for him not to say exactly as he had said at dinner,	true	430.31	440.14	17
30_4445_000017_000000	"Poor Miss Taylor!--I wish she were here again.	"Poor Miss Taylor!--I wish she were here again.	true	440.45	443.74	20.8864
30_4445_000017_000001	What a pity it is that Mr. Weston ever thought of her!"	What a pity it is that mr Weston ever thought of her!"	true	444.02	447.34	20
30_4445_000018_000000	"I cannot agree with you, papa; you know I cannot.	"I cannot agree with you, papa; you know I cannot.	true	448.31	451.66	25.264933
30_4445_000018_000001	Mr. Weston is such a good-humoured, pleasant, excellent man, that he thoroughly deserves a good wife;--and you would not have had Miss Taylor live with us for ever, and bear all my odd humours, when she might have a house of her own?"	mr Weston is such a good humoured, pleasant, excellent man, that he thoroughly deserves a good wife;--and you would not have had Miss Taylor live with us for ever, and bear all my odd humours, when she might have a house of her own?"	true	451.73	464.19	18
30_4445_000019_000000	"A house of her own!--But where is the advantage of a house of her own? This is three times as large.--And you have never any odd humours, my dear."	"A house of her own!--But where is the advantage of a house of her own? This is three times as large.--And you have never any odd humours, my dear."	false	464.19	474.4	18.696556
30_4445_000020_000000	"How often we shall be going to see them, and they coming to see us!--We shall be always meeting!	"How often we shall be going to see them, and they coming to see us!--We shall be always meeting!	true	475.34	480.93	18
30_4445_000020_000001	_We_ must begin; we must go and pay wedding visit very soon."	underscore We underscore must begin; we must go and pay wedding visit very soon."	false	480.93	485.74	22.741644
30_4445_000021_000000	"My dear, how am I to get so far?	"My dear, how am I to get so far?	true	485.96	488.47	20.536163
30_4445_000021_000001	Randalls is such a distance.	Randalls is such a distance.	true	488.48	490.24	24
30_4445_000021_000002	I could not walk half so far."	I could not walk half so far."	true	490.28	492.34	22.09711
30_4445_000022_000000	"No, papa, nobody thought of your walking.	"No, papa, nobody thought of your walking.	true	493.19	495.85	24
30_4445_000022_000001	We must go in the carriage, to be sure."	We must go in the carriage, to be sure."	true	495.92	498.22	24.895834
30_4445_000023_000000	"The carriage!	"The carriage!	true	498.95	500.02	17.908527
30_4445_000023_000001	But James will not like to put the horses to for such a little way;--and where are the poor horses to be while we are paying our visit?"	But james will not like to put the horses to for such a little way;--and where are the poor horses to be while we are paying our visit?"	true	500.15	507.31	21
30_4445_000024_000000	"They are to be put into Mr. Weston's stable, papa.	"They are to be put into mr Weston's stable, papa.	true	508.01	511.12	22
30_4445_000024_000001	You know we have settled all that already.	You know we have settled all that already.	true	511.22	513.46	19.581102
30_4445_000024_000002	We talked it all over with Mr. Weston last night.	We talked it all over with mr Weston last night.	true	513.65	516.67	22
30_4445_000024_000003	And as for James, you may be very sure he will always like going to Randalls, because of his daughter's being housemaid there.	And as for james, you may be very sure he will always like going to Randalls, because of his daughter's being housemaid there.	true	516.8	523.54	16
30_4445_000024_000004	I only doubt whether he will ever take us anywhere else.	I only doubt whether he will ever take us anywhere else.	true	523.91	526.93	14
30_4445_000024_000005	That was your doing, papa.	That was your doing, papa.	true	527.3	529.12	19.221369
30_4445_000024_000006	You got Hannah that good place.	You got Hannah that good place.	true	529.19	531.19	22.908009
30_4445_000024_000007	Nobody thought of Hannah till you mentioned her--James is so obliged to you!"	Nobody thought of Hannah till you mentioned her-james is so obliged to you!"	true	531.35	535.81	24.275663
30_4445_000025_000000	"I am very glad I did think of her.	"I am very glad I did think of her.	true	536.45	538.66	21.186342
30_4445_000025_000001	It was very lucky, for I would not have had poor James think himself slighted upon any account; and I am sure she will make a very good servant: she is a civil, pretty-spoken girl; I have a great opinion of her.	It was very lucky, for I would not have had poor james think himself slighted upon any account; and I am sure she will make a very good servant: she is a civil, pretty spoken girl; I have a great opinion of her.	true	538.79	550.9	23
30_4445_000025_000002	Whenever I see her, she always curtseys and asks me how I do, in a very pretty manner; and when you have had her here to do needlework, I observe she always turns the lock of the door the right way and never bangs it.	Whenever I see her, she always curtseys and asks me how I do, in a very pretty manner; and when you have had her here to do needlework, I observe she always turns the lock of the door the right way and never bangs it.	true	551.15	562.3	18
30_4445_000025_000003	I am sure she will be an excellent servant; and it will be a great comfort to poor Miss Taylor to have somebody about her that she is used to see.	I am sure she will be an excellent servant; and it will be a great comfort to poor Miss Taylor to have somebody about her that she is used to see.	true	562.61	569.56	17
30_4445_000025_000004	Whenever James goes over to see his daughter, you know, she will be hearing of us.	Whenever james goes over to see his daughter, you know, she will be hearing of us.	true	570.08	573.91	13
30_4445_000025_000005	He will be able to tell her how we all are."	He will be able to tell her how we all are."	true	574.1	576.64	15
30_4445_000026_000000	Emma spared no exertions to maintain this happier flow of ideas, and hoped, by the help of backgammon, to get her father tolerably through the evening, and be attacked by no regrets but her own.	Emma spared no exertions to maintain this happier flow of ideas, and hoped, by the help of backgammon, to get her father tolerably through the evening, and be attacked by no regrets but her own.	true	577.49	589.48	22
30_4445_000026_000001	The backgammon-table was placed; but a visitor immediately afterwards walked in and made it unnecessary.	The backgammon table was placed; but a visitor immediately afterwards walked in and made it unnecessary.	true	589.88	595.93	21
30_4445_000027_000000	Mr. Knightley, a sensible man about seven or eight-and-thirty, was not only a very old and intimate friend of the family, but particularly connected with it, as the elder brother of Isabella's husband.	mr Knightley, a sensible man about seven or eight and thirty, was not only a very old and intimate friend of the family, but particularly connected with it, as the elder brother of Isabella's husband.	true	596.72	609.67	22.866037
30_4445_000027_000001	He lived about a mile from Highbury, was a frequent visitor, and always welcome, and at this time more welcome than usual, as coming directly from their mutual connexions in London.	He lived about a mile from Highbury, was a frequent visitor, and always welcome, and at this time more welcome than usual, as coming directly from their mutual connexions in London.	false	609.92	620.35	18
30_4445_000027_000002	He had returned to a late dinner, after some days' absence, and now walked up to Hartfield to say that all were well in Brunswick Square.	He had returned to a late dinner, after some days' absence, and now walked up to Hartfield to say that all were well in Brunswick Square.	true	620.93	628.99	19
30_4445_000027_000003	It was a happy circumstance, and animated Mr. Woodhouse for some time.	It was a happy circumstance, and animated mr Woodhouse for some time.	true	629.45	633.76	20.931711
30_4445_000027_000004	Mr. Knightley had a cheerful manner, which always did him good; and his many inquiries after "poor Isabella" and her children were answered most satisfactorily.	mr Knightley had a cheerful manner, which always did him good; and his many inquiries after "poor Isabella" and her children were answered most satisfactorily.	true	634.28	643.87	20
30_4445_000027_000005	When this was over, Mr. Woodhouse gratefully observed, "It is very kind of you, Mr. Knightley, to come out at this late hour to call upon us.	When this was over, mr Woodhouse gratefully observed, "It is very kind of you, mr Knightley, to come out at this late hour to call upon us.	true	644.3	651.58	20
30_4445_000027_000006	I am afraid you must have had a shocking walk."	I am afraid you must have had a shocking walk."	true	651.62	654.22	20.95335
30_4445_000028_000000	"Not at all, sir.	"Not at all, sir.	true	654.86	656.02	21.137493
30_4445_000028_000001	It is a beautiful moonlight night; and so mild that I must draw back from your great fire."	It is a beautiful moonlight night; and so mild that I must draw back from your great fire."	false	656.06	661.68	18.549488
30_4445_000029_000000	"But you must have found it very damp and dirty.	"But you must have found it very damp and dirty.	true	661.68	663.97	15
30_4445_000029_000001	I wish you may not catch cold."	I wish you may not catch cold."	true	664.1	666.13	26.442028
30_4445_000030_000000	"Dirty, sir!	"Dirty, sir!	true	666.95	667.905	21.862179
30_4445_000030_000001	Look at my shoes.	Look at my shoes.	true	667.905	669.075	13
30_4445_000030_000002	Not a speck on them."	Not a speck on them."	true	669.075	670.45	22.90821
30_4445_000031_000000	"Well! that is quite surprising, for we have had a vast deal of rain here.	"Well! that is quite surprising, for we have had a vast deal of rain here.	true	671.33	675.82	20.443844
30_4445_000031_000001	It rained dreadfully hard for half an hour while we were at breakfast.	It rained dreadfully hard for half an hour while we were at breakfast.	true	676.01	679.84	21
30_4445_000031_000002	I wanted them to put off the wedding."	I wanted them to put off the wedding."	true	679.88	681.85	22.384808
30_4445_000032_000000	"By the bye--I have not wished you joy.	"By the bye-I have not wished you joy.	false	683.18	685.605	21
30_4445_000032_000001	Being pretty well aware of what sort of joy you must both be feeling, I have been in no hurry with my congratulations; but I hope it all went off tolerably well.	Being pretty well aware of what sort of joy you must both be feeling, I have been in no hurry with my congratulations; but I hope it all went off tolerably well.	true	685.605	694.48	20.182648
30_4445_000032_000002	How did you all behave?	How did you all behave?	true	694.73	696.045	21
30_4445_000032_000003	Who cried most?"	Who cried most?"	true	696.045	697.3	25.54317
30_4445_000033_000000	"Ah! poor Miss Taylor!	"Ah! poor Miss Taylor!	true	698.09	700.24	22.49479
30_4445_000033_000001	'Tis a sad business."	'tis a sad business."	true	700.31	701.8	17.014185
30_4445_000034_000000	"Poor Mr. and Miss Woodhouse, if you please; but I cannot possibly say 'poor Miss Taylor.' I have a great regard for you and Emma; but when it comes to the question of dependence or independence!--At any rate, it must be better to have only one to please than two."	"Poor mr and Miss Woodhouse, if you please; but I cannot possibly say 'poor Miss Taylor.' I have a great regard for you and Emma; but when it comes to the question of dependence or independence!--At any rate, it must be better to have only one to please than two."	false	702.92	718.86	21.390429
30_4445_000035_000000	"Especially when _one_ of those two is such a fanciful, troublesome creature!" said Emma playfully.	"Especially when underscore one underscore of those two is such a fanciful, troublesome creature!" said Emma playfully.	false	718.86	724.68	19.919998
30_4445_000035_000001	"That is what you have in your head, I know--and what you would certainly say if my father were not by."	"That is what you have in your head, I know-and what you would certainly say if my father were not by."	false	724.68	730.06	20.66702
30_4445_000036_000000	"I believe it is very true, my dear, indeed," said Mr. Woodhouse, with a sigh.	"I believe it is very true, my dear, indeed," said mr Woodhouse, with a sigh.	true	731.51	736.18	15
30_4445_000036_000001	"I am afraid I am sometimes very fanciful and troublesome."	"I am afraid I am sometimes very fanciful and troublesome."	true	736.43	740.35	15
30_4445_000037_000000	"My dearest papa!	"My dearest papa!	true	741.38	742.905	25.744427
30_4445_000037_000001	You do not think I could mean _you_, or suppose Mr. Knightley to mean _you_.	You do not think I could mean underscore you underscore, or suppose mr Knightley to mean underscore you underscore.	false	742.905	746.97	21
30_4445_000037_000002	What a horrible idea!	What a horrible idea!	true	746.97	748.51	20.264082
30_4445_000037_000003	Oh no! I meant only myself.	Oh no! I meant only myself.	true	748.52	750.87	19.203121
30_4445_000037_000004	Mr. Knightley loves to find fault with me, you know--in a joke--it is all a joke.	mr Knightley loves to find fault with me, you know-in a joke-it is all a joke.	true	750.87	755.235	21.649403
30_4445_000037_000005	We always say what we like to one another."	We always say what we like to one another."	true	755.235	757.3	21
30_4445_000038_000000	Mr. Knightley, in fact, was one of the few people who could see faults in Emma Woodhouse, and the only one who ever told her of them: and though this was not particularly agreeable to Emma herself, she knew it would be so much less so to her father, that she would not have him really suspect such a circumstance as her not being thought perfect by every body.	mr Knightley, in fact, was one of the few people who could see faults in Emma Woodhouse, and the only one who ever told her of them: and though this was not particularly agreeable to Emma herself, she knew it would be so much less so to her father, that she would not have him really suspect such a circumstance as her not being thought perfect by every body.	false	758.75	778	20
30_4445_000039_000000	"Emma knows I never flatter her," said Mr. Knightley, "but I meant no reflection on any body.	"Emma knows I never flatter her," said mr Knightley, "but I meant no reflection on any body.	true	779.48	785.17	20.63534
30_4445_000039_000001	Miss Taylor has been used to have two persons to please; she will now have but one.	Miss Taylor has been used to have two persons to please; she will now have but one.	true	785.27	790	24
30_4445_000039_000002	The chances are that she must be a gainer."	The chances are that she must be a gainer."	true	790.19	793.57	21.222132
30_4445_000040_000000	"Well," said Emma, willing to let it pass--"you want to hear about the wedding; and I shall be happy to tell you, for we all behaved charmingly.	"Well," said Emma, willing to let it pass-"you want to hear about the wedding; and I shall be happy to tell you, for we all behaved charmingly.	true	793.94	802.09	22
30_4445_000040_000001	Every body was punctual, every body in their best looks: not a tear, and hardly a long face to be seen.	Every body was punctual, every body in their best looks: not a tear, and hardly a long face to be seen.	true	802.55	809.32	23
30_4445_000040_000002	Oh no; we all felt that we were going to be only half a mile apart, and were sure of meeting every day."	Oh no; we all felt that we were going to be only half a mile apart, and were sure of meeting every day."	false	809.87	816.22	19
30_4445_000041_000000	"Dear Emma bears every thing so well," said her father.	"Dear Emma bears every thing so well," said her father.	true	816.77	820.69	18.445496
30_4445_000041_000001	"But, Mr. Knightley, she is really very sorry to lose poor Miss Taylor, and I am sure she _will_ miss her more than she thinks for."	"But, mr Knightley, she is really very sorry to lose poor Miss Taylor, and I am sure she underscore will underscore miss her more than she thinks for."	false	820.79	828.4	18
30_4445_000042_000000	Emma turned away her head, divided between tears and smiles.	Emma turned away her head, divided between tears and smiles.	true	829.73	834.46	19
30_4445_000042_000001	"It is impossible that Emma should not miss such a companion," said Mr. Knightley.	"It is impossible that Emma should not miss such a companion," said mr Knightley.	true	835.19	839.92	19
30_4445_000042_000002	"We should not like her so well as we do, sir, if we could suppose it; but she knows how much the marriage is to Miss Taylor's advantage; she knows how very acceptable it must be, at Miss Taylor's time of life, to be settled in a home of her own, and how important to her to be secure of a comfortable provision, and therefore cannot allow herself to feel so much pain as pleasure.	"We should not like her so well as we do, sir, if we could suppose it; but she knows how much the marriage is to Miss Taylor's advantage; she knows how very acceptable it must be, at Miss Taylor's time of life, to be settled in a home of her own, and how important to her to be secure of a comfortable provision, and therefore cannot allow herself to feel so much pain as pleasure.	true	840.2	861.31	19
30_4445_000042_000003	Every friend of Miss Taylor must be glad to have her so happily married."	Every friend of Miss Taylor must be glad to have her so happily married."	true	861.59	865.6	19
30_4445_000043_000000	"And you have forgotten one matter of joy to me," said Emma, "and a very considerable one--that I made the match myself.	"And you have forgotten one matter of joy to me," said Emma, "and a very considerable one-that I made the match myself.	true	866	873.28	19.891537
30_4445_000043_000001	I made the match, you know, four years ago; and to have it take place, and be proved in the right, when so many people said Mr. Weston would never marry again, may comfort me for any thing."	I made the match, you know, four years ago; and to have it take place, and be proved in the right, when so many people said mr Weston would never marry again, may comfort me for any thing."	true	873.38	883.42	21
30_4445_000044_000000	Mr. Knightley shook his head at her.	mr Knightley shook his head at her.	true	885.02	887.11	22.595976
30_4445_000044_000001	Her father fondly replied, "Ah! my dear, I wish you would not make matches and foretell things, for whatever you say always comes to pass.	Her father fondly replied, "Ah! my dear, I wish you would not make matches and foretell things, for whatever you say always comes to pass.	true	887.39	896.29	21.502361
30_4445_000044_000002	Pray do not make any more matches."	Pray do not make any more matches."	true	896.63	899.2	19
30_4445_000045_000000	"I promise you to make none for myself, papa; but I must, indeed, for other people.	"I promise you to make none for myself, papa; but I must, indeed, for other people.	true	899.45	904.72	23
30_4445_000045_000001	It is the greatest amusement in the world!	It is the greatest amusement in the world!	true	904.76	907.03	21.440725
30_4445_000045_000002	And after such success, you know!--Every body said that Mr. Weston would never marry again.	And after such success, you know!--Every body said that mr Weston would never marry again.	true	907.13	912.4	24.128845
30_4445_000045_000003	Oh dear, no! Mr. Weston, who had been a widower so long, and who seemed so perfectly comfortable without a wife, so constantly occupied either in his business in town or among his friends here, always acceptable wherever he went, always cheerful--Mr.	Oh dear, no! mr Weston, who had been a widower so long, and who seemed so perfectly comfortable without a wife, so constantly occupied either in his business in town or among his friends here, always acceptable wherever he went, always cheerful-mr	true	912.59	928.41	21.404423
30_4445_000045_000004	Weston need not spend a single evening in the year alone if he did not like it.	Weston need not spend a single evening in the year alone if he did not like it.	true	928.41	932.2	11
30_4445_000045_000005	Oh no! Mr. Weston certainly would never marry again.	Oh no! mr Weston certainly would never marry again.	true	932.36	935.86	16
30_4445_000045_000006	Some people even talked of a promise to his wife on her deathbed, and others of the son and the uncle not letting him.	Some people even talked of a promise to his wife on her deathbed, and others of the son and the uncle not letting him.	true	936.08	942.46	20
30_4445_000045_000007	All manner of solemn nonsense was talked on the subject, but I believed none of it.	All manner of solemn nonsense was talked on the subject, but I believed none of it.	true	942.77	947.83	21.59469
30_4445_000046_000000	"Ever since the day--about four years ago--that Miss Taylor and I met with him in Broadway Lane, when, because it began to drizzle, he darted away with so much gallantry, and borrowed two umbrellas for us from Farmer Mitchell's, I made up my mind on the subject.	"Ever since the day-about four years ago-that Miss Taylor and I met with him in Broadway Lane, when, because it began to drizzle, he darted away with so much gallantry, and borrowed two umbrellas for us from Farmer Mitchell's, I made up my mind on the subject.	true	948.35	962.44	17
30_4445_000046_000001	I planned the match from that hour; and when such success has blessed me in this instance, dear papa, you cannot think that I shall leave off match-making."	I planned the match from that hour; and when such success has blessed me in this instance, dear papa, you cannot think that I shall leave off match making."	true	962.45	971.11	24.298042
30_4445_000047_000000	"I do not understand what you mean by 'success,'" said Mr. Knightley. "Success supposes endeavour.	"I do not understand what you mean by 'success,'" said mr Knightley. "Success supposes endeavour.	true	972.89	979.36	21.39764
30_4445_000047_000001	Your time has been properly and delicately spent, if you have been endeavouring for the last four years to bring about this marriage.	Your time has been properly and delicately spent, if you have been endeavouring for the last four years to bring about this marriage.	true	979.58	986.74	16
30_4445_000047_000002	A worthy employment for a young lady's mind!	A worthy employment for a young lady's mind!	true	987.05	989.8	20
30_4445_000047_000003	But if, which I rather imagine, your making the match, as you call it, means only your planning it, your saying to yourself one idle day, 'I think it would be a very good thing for Miss Taylor if Mr. Weston were to marry her,' and saying it again to yourself every now and then afterwards, why do you talk of success?	But if, which I rather imagine, your making the match, as you call it, means only your planning it, your saying to yourself one idle day, 'I think it would be a very good thing for Miss Taylor if mr Weston were to marry her,' and saying it again to yourself every now and then afterwards, why do you talk of success?	true	990.17	1007.77	22
30_4445_000047_000004	Where is your merit?	Where is your merit?	true	1007.99	1009.42	19.399223
30_4445_000047_000005	What are you proud of?	What are you proud of?	true	1009.42	1010.62	24.718796
30_4445_000047_000006	You made a lucky guess; and _that_ is all that can be said."	You made a lucky guess; and underscore that underscore is all that can be said."	false	1010.9	1014.07	20
