7783_107486_000000_000000	THE ADVENTURE OF MRS.	THE ADVENTURE OF mrs	false	0	5.82	22.841621
7783_107486_000004_000003	You remember, Bunny, how completely Mrs. Shadd wrested the leadership from Mrs. Gaster two seasons ago with her orang outang dinner, don't you?"	You remember, Bunny, how completely mrs Shadd wrested the leadership from mrs Gaster two seasons ago with her orang outang dinner, don't you?"	false	145.49	152.35	18
7783_107486_000005_000000	I confessed to having read something about such an incident in high society.	I confessed to having read something about such an incident in high society.	true	152.99	156.85	21.16088
7783_107486_000006_000000	"Well," said Henriette, "_this_ would have thrown that little episode wholly in the shade.	"Well," said Henriette, "underscore this underscore would have thrown that little episode wholly in the shade.	false	157.58	162.16	21.00507
7783_107486_000006_000001	Of course Mrs. Shadd is doing this to retain her grip, but it irritates me more than I can say to have her get it just the same.	Of course mrs Shadd is doing this to retain her grip, but it irritates me more than I can say to have her get it just the same.	true	162.29	168.7	22.698107
7783_107486_000006_000002	Heaven knows I was willing to pay for it if I had to abscond with a national bank to get the money."	Heaven knows I was willing to pay for it if I had to abscond with a national bank to get the money."	true	169.01	173.5	22
7783_107486_000007_000000	"It isn't too late, is it?" I queried.	"It isn't too late, is it?" I queried.	true	174.23	176.83	25.91345
7783_107486_000008_000000	"Not too late?" echoed Henriette.	"Not too late?" echoed Henriette.	true	177.05	179.62	22.738512
7783_107486_000008_000001	"Not too late with Mrs. Shadd's cards out and the whole thing published in the papers?"	"Not too late with mrs Shadd's cards out and the whole thing published in the papers?"	true	179.66	183.7	21
7783_107486_000009_000000	"It's never too late for a woman of your resources to do anything she has a mind to do," said I. "It seems to me that a person who could swipe a Carnegie library the way you did should have little difficulty in lifting a musicale.	"It's never too late for a woman of your resources to do anything she has a mind to do," said i "It seems to me that a person who could swipe a Carnegie library the way you did should have little difficulty in lifting a musicale.	true	185	196.69	21.110052
7783_107486_000009_000001	Of course I don't know how you could do it, but with _your_ mind--well, I should be surprised and disappointed if you couldn't devise some plan to accomplish your desires."	Of course I don't know how you could do it, but with underscore your underscore mind-well, I should be surprised and disappointed if you couldn't devise some plan to accomplish your desires."	false	197.06	205.03	22.75416
7783_107486_000010_000000	Henriette was silent for a moment, and then her face lit up with one of her most charming smiles.	Henriette was silent for a moment, and then her face lit up with one of her most charming smiles.	true	205.64	210.16	21.947775
7783_107486_000011_000000	"Bunny, do you know that at times, in spite of your supreme stupidity, you are a source of positive inspiration to me?" she said, looking at me, fondly, I ventured to think.	"Bunny, do you know that at times, in spite of your supreme stupidity, you are a source of positive inspiration to me?" she said, looking at me, fondly, I ventured to think.	true	211.28	219.9	21.237516
7783_107486_000012_000000	"I am glad if it is so," said I. "Sometimes, dear Henriette, you will find the most beautiful flowers growing out of the blackest mud.	"I am glad if it is so," said i "Sometimes, dear Henriette, you will find the most beautiful flowers growing out of the blackest mud.	false	219.9	227.32	21.803118
7783_107486_000012_000001	Perhaps hid in the dull residuum of my poor but honest gray matter lies the seed of real genius that will sprout the loveliest blossoms of achievement."	Perhaps hid in the dull residuum of my poor but honest gray matter lies the seed of real genius that will sprout the loveliest blossoms of achievement."	true	227.33	234.67	22
7783_107486_000013_000000	"Well, anyhow, dear, you have started me thinking, and maybe we'll have Jockobinski at Bolivar Lodge yet," she murmured.	"Well, anyhow, dear, you have started me thinking, and maybe we'll have Jockobinski at Bolivar Lodge yet," she murmured.	true	234.98	241.27	21.256216
7783_107486_000013_000001	"I want to have him first, of course, or not at all.	"I want to have him first, of course, or not at all.	true	241.61	244	21.124596
7783_107486_000013_000002	To be second in doing a thing of that kind is worse than never doing it at all."	To be second in doing a thing of that kind is worse than never doing it at all."	true	244.16	247.75	21.048437
7783_107486_000014_000000	Days went by and not another word was spoken on the subject of Jockobinski and the musicale, and I began to feel that at last Henriette had reached the end of her ingenuity--though for my own part I could not blame her if she failed to find some plausible way out of her disappointment.	Days went by and not another word was spoken on the subject of Jockobinski and the musicale, and I began to feel that at last Henriette had reached the end of her ingenuity-though for my own part one could not blame her if she failed to find some plausible way out of her disappointment.	false	248.63	262.12	20.786749
7783_107486_000014_000001	Wednesday night came, and, consumed by curiosity to learn just how the matter stood, I attempted to sound Henriette on the subject.	Wednesday night came, and, consumed by curiosity to learn just how the matter stood, I attempted to sound Henriette on the subject.	true	262.7	270.16	22.008423
7783_107486_000015_000000	"I should like Friday evening off, Mrs. Van Raffles," said I. "If you are going to Mrs. Shadd's musicale you will have no use for me."	"I should like Friday evening off, mrs Van Raffles," said i "If you are going to mrs Shadd's musicale you will have no use for me."	false	270.62	278.14	21.838844
7783_107486_000016_000000	"Shut up, Bunny," she returned, abruptly.	"Shut up, Bunny," she returned, abruptly.	true	278.54	280.44	21.25507
7783_107486_000016_000001	"I shall need you Friday night more than ever before.	"I shall need you Friday night more than ever before.	true	280.44	282.97	19.473635
7783_107486_000016_000002	Just take this note over to Mrs. Shadd this evening and leave it--mind you, don't wait for an answer but just leave it, that's all."	Just take this note over to mrs Shadd this evening and leave it-mind you, don't wait for an answer but just leave it, that's all."	true	283.07	289.81	21.293066
7783_107486_000017_000000	She arose from the table and handed me a daintily scented missive addressed to Mrs. Shadd, and I faithfully executed her errand.	She arose from the table and handed me a daintily scented missive addressed to mrs Shadd, and I faithfully executed her errand.	true	289.97	297.01	20.102512
7783_107486_000017_000001	Bunderby, the Shadd's butler, endeavored to persuade me to wait for an answer, but assuring him that I wasn't aware that an answer was expected I returned to Bolivar Lodge.	Bunderby, the Shadd's butler, endeavored to persuade me to wait for an answer, but assuring him that I wasn't aware that an answer was expected I returned to Bolivar Lodge.	false	297.35	306.91	21.521435
7783_107486_000017_000002	An hour later Bunderby appeared at the back door and handed me a note addressed to my mistress, which I immediately delivered.	An hour later Bunderby appeared at the back door and handed me a note addressed to my mistress, which I immediately delivered.	true	307.13	313.69	22.011377
7783_107486_000018_000000	"Is Bunderby waiting?" asked Henriette as she read the note.	"Is Bunderby waiting?" asked Henriette as she read the note.	true	314.03	316.96	22.646591
7783_107486_000019_000000	"Yes," I answered.	"Yes," I answered.	true	317.03	318.34	19.326849
7783_107486_000020_000000	"Tell him to hand this to Mrs. Shadd the very first thing upon her return to-morrow evening," she said, hastily scribbling off a note and putting it in an envelope, which by chance she left unsealed, so that on my way back below-stairs I was able to read it.	"Tell him to hand this to mrs Shadd the very first thing upon her return to morrow evening," she said, hastily scribbling off a note and putting it in an envelope, which by chance she left unsealed, so that on my way back below stairs I was able to read it.	false	318.38	331.09	21.125586
7783_107486_000020_000001	What it said was that she would be only too happy to oblige Mrs. Shadd, and was very sorry indeed to hear that her son had been injured in an automobile accident while running into Boston from Bar Harbor.	What it said was that she would be only too happy to oblige mrs Shadd, and was very sorry indeed to hear that her son had been injured in an automobile accident while running into Boston from Bar Harbor.	true	331.55	342.4	21.41385
7783_107486_000020_000002	It closed with the line, "you must know, my dear Pauline, that there isn't anything I wouldn't do for you, come weal or come woe."	It closed with the line, "you must know, my dear Pauline, that there isn't anything I wouldn't do for you, come weal or come woe."	true	342.83	349.81	22.593678
7783_107486_000021_000000	This I handed to Bunderby and he made off.	This I handed to Bunderby and he made off.	true	350.57	353.08	21.845665
7783_107486_000021_000001	On my return Henriette was dressed for travel.	On my return Henriette was dressed for travel.	true	353.09	355.54	21.951988
7783_107486_000022_000000	"I must take the first train for New York," she said, excitedly.	"I must take the first train for New York," she said, excitedly.	false	356.03	359.14	21.121517
7783_107486_000022_000001	"You will have the music-room prepared at once, Bunny.	"You will have the music room prepared at once, Bunny.	true	359.39	361.78	22.226933
7783_107486_000022_000002	Mrs. Shadd's musicale will be given here.	mrs Shadd's musicale will be given here.	true	361.97	364.33	21.658901
7783_107486_000022_000003	I am going myself to make all the necessary arrangements at the New York end.	I am going myself to make all the necessary arrangements at the New York end.	true	364.34	367.92	18.26116
7783_107486_000022_000004	All you have to do is to get things ready and rely on your ignorance for everything else.	All you have to do is to get things ready and rely on your ignorance for everything else.	false	367.92	371.805	16
7783_107486_000022_000005	See?"	See?"	true	371.805	372.22	26.088108
7783_107486_000023_000000	I could only reflect that if a successful issue were dependent upon my ignorance I had a plentiful supply of it to fall back on.	I could only reflect that if a successful issue were dependent upon my ignorance I had a plentiful supply of it to fall back on.	false	373.13	380.14	21.114609
7783_107486_000023_000001	Henriette made off at once for Providence by motor-car, and got the midnight train out of Boston for the city where, from what I learned afterwards, she must have put in a strenuous day on Thursday.	Henriette made off at once for Providence by motor car, and got the midnight train out of Boston for the city where, from what I learned afterwards, she must have put in a strenuous day on Thursday.	true	380.69	390.76	21.653305
7783_107486_000023_000002	At any rate, a great sensation was sprung on Newport on Friday morning.	At any rate, a great sensation was sprung on Newport on Friday morning.	true	391.13	394.96	22.005785
7783_107486_000023_000003	Every member of the smart set in the ten-o'clock mail received a little engraved card stating that owing to sudden illness in the Shadd family the Shadd musicale for that evening would be held at Bolivar Lodge instead of in the Onyx House ballroom.	Every member of the smart set in the ten o'clock mail received a little engraved card stating that owing to sudden illness in the Shadd family the Shadd musicale for that evening would be held at Bolivar Lodge instead of in the Onyx House ballroom.	true	395.21	408.07	21.55195
7783_107486_000023_000004	Friday afternoon Jockobinski's private and particular piano arrived at the Lodge and was set up promptly in the music-room, and later when the caterers arrived with the supper for the four hundred odd guests bidden to the feast all was in readiness for them.	Friday afternoon Jockobinski's private and particular piano arrived at the Lodge and was set up promptly in the music room, and later when the caterers arrived with the supper for the four hundred odd guests bidden to the feast all was in readiness for them.	true	408.5	421.185	22.370363
7783_107486_000023_000005	Everything was running smoothly, and, although Henriette had not yet arrived, I felt easy and secure of mind until nearing five-thirty o'clock when Mrs. Shadd herself drove up to the front-door.	Everything was running smoothly, and, although Henriette had not yet arrived, I felt easy and secure of mind until nearing five thirty o'clock when mrs Shadd herself drove up to the front door.	true	421.185	431.71	21.092527
7783_107486_000023_000006	Her color was unusually high, and had she been any but a lady of the _grande monde_ I should have said that she was flustered.	Her color was unusually high, and had she been any but a lady of the underscore grande monde underscore I should have said that she was flustered.	false	432.02	438.88	20.646065
7783_107486_000024_000000	She demanded rather than asked to see my mistress, with a hauteur born of the arctic snow.	She demanded rather than asked to see my mistress, with a hauteur born of the arctic snow.	true	439.34	444.49	22.29495
7783_107486_000025_000000	"Mrs. Van Raffles went to New York Wednesday evening," said I, "and has not yet returned.	"mrs Van Raffles went to New York Wednesday evening," said I, "and has not yet returned.	true	444.86	449.74	23.580313
7783_107486_000025_000001	I am expecting her every minute, madame.	I am expecting her every minute, madame.	true	449.84	452.05	20.216602
7783_107486_000025_000002	She must be here for the musicale.	She must be here for the musicale.	false	452.06	453.99	22.976349
7783_107486_000025_000003	Won't you wait?"	Won't you wait?"	true	453.99	455.02	26.445524
7783_107486_000026_000000	"Indeed I will," said she, abruptly.	"Indeed I will," said she, abruptly.	false	455.42	457.45	23.201107
7783_107486_000026_000001	"The musicale, indeed!	"The musicale, indeed!	true	457.46	458.7	20.05216
7783_107486_000026_000002	Humph!" And she plumped herself down in one of the drawing-room chairs so hard that it was as much as I could do to keep from showing some very unbutlerian concern for the safety of the furniture.	Humph!" And she plumped herself down in one of the drawing room chairs so hard that it was as much as I could do to keep from showing some very unbutlerian concern for the safety of the furniture.	false	458.7	468.85	20.952969
7783_107486_000027_000000	I must say I did not envy Henriette the meeting that was in prospect, for it was quite evident that Mrs. Shadd was mad all through.	I must say I did not envy Henriette the meeting that was in prospect, for it was quite evident that mrs Shadd was mad all through.	true	469.52	476.14	23.640398
7783_107486_000027_000001	In spite of my stupidity I rather thought I could divine the cause too.	In spite of my stupidity I rather thought I could divine the cause too.	true	476.18	479.98	22.04604
7783_107486_000027_000002	She was not kept long in waiting, for ten minutes later the automobile, with Henriette in it, came thundering up the drive.	She was not kept long in waiting, for ten minutes later the automobile, with Henriette in it, came thundering up the drive.	true	480.38	486.82	20.553017
7783_107486_000027_000003	I tried as I let her in to give her a hint of what awaited her, but Mrs. Shadd forestalled me, only however to be forestalled herself.	I tried as I let her in to give her a hint of what awaited her, but mrs Shadd forestalled me, only however to be forestalled herself.	true	486.89	495.07	21.333984
7783_107486_000028_000000	"Oh, my dear Pauline!" Henriette cried, as she espied her waiting visitor.	"Oh, my dear Pauline!" Henriette cried, as she espied her waiting visitor.	false	495.53	499.78	22.193375
7783_107486_000028_000001	"It is _so_ good of you to come over.	"It is underscore so underscore good of you to come over.	false	499.88	501.54	19.381563
7783_107486_000028_000002	I'm pretty well fagged out with all the arrangements for the night and I _do_ hope your son is better."	I'm pretty well fagged out with all the arrangements for the night and I underscore do underscore hope your son is better."	false	501.54	505.96	21
7783_107486_000029_000000	"My son is not ill, Mrs. Van Raffles," said Mrs. Shadd, coldly.	"My son is not ill, mrs Van Raffles," said mrs Shadd, coldly.	true	506.51	510.79	22.807896
7783_107486_000029_000001	"I have come to ask you what--"	"I have come to ask you what-"	true	510.8	512.56	23.134655
7783_107486_000030_000000	"Not ill?" cried Henriette, interrupting her.	"Not ill?" cried Henriette, interrupting her.	true	512.6	515.56	22.563877
7783_107486_000030_000001	"Not ill, Pauline? Why,"--breathlessly--"that's the most extraordinary thing I ever heard of.	"Not ill, Pauline? Why,"--breathlessly-"that's the most extraordinary thing I ever heard of.	false	515.63	520.21	22.165155
7783_107486_000030_000002	Why am _I_ giving the musicale to-night then, instead of you?"	Why am underscore I underscore giving the musicale to night then, instead of you?"	false	520.4	523.84	23.420057
7783_107486_000031_000000	"That is precisely what I have come to find out," said Mrs. Shadd.	"That is precisely what I have come to find out," said mrs Shadd.	true	524.57	528.46	24.43162
7783_107486_000032_000000	"Why--well, of all queer things," said Henriette, flopping down in a chair.	"Why-well, of all queer things," said Henriette, flopping down in a chair.	false	528.77	533.08	19.792665
7783_107486_000032_000001	"Surely, you got my note saying that I would let Jockobinski play here to-night instead of--"	"Surely, you got my note saying that I would let Jockobinski play here to night instead of-"	true	533.3	537.61	21
7783_107486_000033_000000	"I did receive a very peculiar note from you saying that you would gladly do as I wished," said Mrs. Shadd, beginning herself to look less angry and more puzzled.	"I did receive a very peculiar note from you saying that you would gladly do as I wished," said mrs Shadd, beginning herself to look less angry and more puzzled.	true	537.68	546.97	22.052801
7783_107486_000034_000000	"In reply to your note of Wednesday evening," said Henriette.	"In reply to your note of Wednesday evening," said Henriette.	true	547.34	550.63	23.026506
7783_107486_000034_000001	"Certainly you wrote to me Wednesday evening?	"Certainly you wrote to me Wednesday evening?	false	550.82	553	23.651173
7783_107486_000034_000002	It was delivered by your own man, Blunderby I think his name is?	It was delivered by your own man, Blunderby I think his name is?	true	553.01	556.57	18.174429
7783_107486_000034_000003	About half-past seven o'clock it was--Wednesday."	About half past seven o'clock it was-Wednesday."	true	556.64	559.6	23.48066
7783_107486_000035_000000	"Yes, Bunderby did carry a note to you from me on Wednesday," said Mrs. Shadd.	"Yes, Bunderby did carry a note to you from me on Wednesday," said mrs Shadd.	true	560.15	564.55	23
7783_107486_000035_000001	"But--"	"But-"	true	564.77	565.335	24.567776
7783_107486_000036_000000	"And in it you said that you were called to Boston by an accident to your son Willie in his automobile: that you might not be able to get back in time for to-night's affair and wouldn't I take it over," protested Mrs. Van Raffles, vehemently.	"And in it you said that you were called to Boston by an accident to your son Willie in his automobile: that you might not be able to get back in time for to night's affair and wouldn't I take it over," protested mrs Van Raffles, vehemently.	false	565.335	577.45	21.997545
7783_107486_000037_000000	"I?" said Mrs. Shadd, showing more surprise than was compatible with her high social position.	"I?" said mrs Shadd, showing more surprise than was compatible with her high social position.	true	578.03	583.66	20.368206
7783_107486_000038_000000	"And attend to all the details--your very words, my dear Pauline," said Henriette, with an admirably timed break in her voice.	"And attend to all the details-your very words, my dear Pauline," said Henriette, with an admirably timed break in her voice.	true	584.12	591.34	21.4027
7783_107486_000038_000001	"And I did, and _I told you I would_.	"And I did, and underscore I told you I would underscore.	false	591.68	593.97	20.875051
7783_107486_000038_000002	I immediately put on my travelling gown, motored to Providence, had an all-night ride to New York on a very uncomfortable sleeper, went at once to Herr Jockobinski's agent and arranged the change, notified Sherry to send the supper to my house instead of yours, drove to Tiffany's and had the cards rushed through and mailed to everybody on your list--you know you kindly gave me your list when I first came to Newport--and attended to the whole thing, and now I come back to find it all a--er--a mistake!	I immediately put on my travelling gown, motored to Providence, had an all night ride to New York on a very uncomfortable sleeper, went at once to Herr Jockobinski's agent and arranged the change, notified Sherry to send the supper to my house instead of yours, drove to Tiffany's and had the cards rushed through and mailed to everybody on your list-you know you kindly gave me your list when I first came to Newport-and attended to the whole thing, and now I come back to find it all a-er-a mistake!	false	593.97	619.35	21.903421
7783_107486_000038_000003	Why, Pauline, it's positively awful!	Why, Pauline, it's positively awful!	false	619.35	621.48	22.39261
7783_107486_000038_000004	What _can_ we do?"	What underscore can underscore we do?"	false	621.48	622.81	23.888628
7783_107486_000039_000000	Henriette was a perfect picture of despair.	Henriette was a perfect picture of despair.	true	623.6	626.05	23.180643
7783_107486_000039_000001	"I don't suppose we can do anything now," said Mrs. Shadd, ruefully.	"I don't suppose we can do anything now," said mrs Shadd, ruefully.	true	626.36	630.19	22.212399
7783_107486_000039_000002	"It's too late.	"It's too late.	true	630.26	631.48	24.445984
7783_107486_000039_000003	The cards have gone to everybody.	The cards have gone to everybody.	true	631.61	633.4	24.334875
7783_107486_000039_000004	You have all the supper--not a sandwich has come to my house--and I presume all of Mr. Jockobinski's instruments as well have come here."	You have all the supper-not a sandwich has come to my house-and I presume all of mr Jockobinski's instruments as well have come here."	true	633.47	640.75	22.109303
7783_107486_000040_000000	Henriette turned to me.	Henriette turned to me.	true	641.06	642.28	23.199833
7783_107486_000041_000000	"All, madame," said I, briefly.	"All, madame," said I, briefly.	true	642.29	644.29	22.239937
7783_107486_000042_000000	"Well," said Mrs. Shadd, tapping the floor nervously with her toe.	"Well," said mrs Shadd, tapping the floor nervously with her toe.	true	645.2	649.15	19.798723
7783_107486_000042_000001	"I don't understand it.	"I don't understand it.	true	649.22	650.91	26.06401
7783_107486_000042_000002	_I never_ wrote that note."	underscore I never underscore wrote that note."	false	650.91	652.87	23.023394
7783_107486_000043_000000	"Oh, but Mrs. Shadd--I have it here," said Henriette, opening her purse and extracting the paper.	"Oh, but mrs Shadd-I have it here," said Henriette, opening her purse and extracting the paper.	false	653.27	658.6	20.993866
7783_107486_000043_000001	"You can read it for yourself.	"You can read it for yourself.	true	658.76	660.435	20.580448
7783_107486_000043_000002	What else could I do after that?"	What else could I do after that?"	true	660.435	662.41	24.44196
7783_107486_000044_000000	Innocence on a monument could have appeared no freer of guile than Henriette at that moment.	Innocence on a monument could have appeared no freer of guile than Henriette at that moment.	true	662.84	667.57	21.338196
7783_107486_000044_000001	She handed the note to Mrs. Shadd, who perused it with growing amazement.	She handed the note to mrs Shadd, who perused it with growing amazement.	false	667.76	671.71	22.868338
7783_107486_000045_000000	"Isn't that your handwriting--and your crest and your paper?" asked Henriette, appealingly.	"Isn't that your handwriting-and your crest and your paper?" asked Henriette, appealingly.	false	672.29	676.96	21.875193
7783_107486_000046_000000	"It certainly looks like it," said Mrs. Shadd.	"It certainly looks like it," said mrs Shadd.	true	677.39	679.78	21.58882
7783_107486_000046_000001	"If I didn't know I _hadn't_ written it I would have sworn I had.	"If I didn't know I underscore hadn't underscore written it I would have sworn I had.	false	679.97	683.68	22.61147
7783_107486_000046_000002	Where could it have come from?"	Where could it have come from?"	true	683.96	685.72	22.545664
7783_107486_000047_000000	"I supposed it came from Onyx House," said Henriette simply, glancing at the envelope.	"I supposed it came from Onyx House," said Henriette simply, glancing at the envelope.	true	686.06	691.57	21.550318
7783_107486_000048_000000	"Well--it's a very mysterious affair," said Mrs. Shadd, rising, "and I--oh, well, my dear woman, I--I can't blame you--indeed, after all you have done I ought to be--and really am--very much obliged to you. Only--"	"Well-it's a very mysterious affair," said mrs Shadd, rising, "and I-oh, well, my dear woman, I-I can't blame you-indeed, after all you have done I ought to be-and really am-very much obliged to you. Only-"	true	691.64	705.22	21.178444
7783_107486_000049_000000	"Whom did you have at dinner Wednesday night, dear?" asked Henriette.	"Whom did you have at dinner Wednesday night, dear?" asked Henriette.	true	705.74	709.36	20.925222
7783_107486_000050_000000	"Only the Duke and Duchess of Snarleyow and--mercy!	"Only the Duke and Duchess of Snarleyow and-mercy!	true	710.57	714.27	22.716599
7783_107486_000050_000001	I wonder if he could have done it!"	I wonder if he could have done it!"	true	714.27	715.87	21.792122
7783_107486_000051_000000	"Who?" asked Henriette.	"Who?" asked Henriette.	false	716.3	717.87	22.289679
7783_107486_000052_000000	"_Tommy Dare!_" ejaculated Mrs. Shadd, her eyes beginning to twinkle. "Do you suppose this is one of Tommy Dare's jokes?"	"underscore Tommy Dare!underscore" ejaculated mrs Shadd, her eyes beginning to twinkle. "Do you suppose this is one of Tommy Dare's jokes?"	false	717.87	725.7	21.696367
7783_107486_000053_000000	"H'm!" mused Henriette, and then she laughed.	"H'm!" mused Henriette, and then she laughed.	false	725.7	729.39	18.595503
7783_107486_000053_000001	"It wouldn't be unlike him, would it?"	"It wouldn't be unlike him, would it?"	true	729.39	731.29	20.660633
7783_107486_000054_000000	"Not a bit, the naughty boy!" cried Mrs. Shadd.	"Not a bit, the naughty boy!" cried mrs Shadd.	true	731.51	734.62	24.630291
7783_107486_000054_000001	"That's it, Mrs. Van Raffles, as certainly as we stand here.	"That's it, mrs Van Raffles, as certainly as we stand here.	true	734.72	738.1	22.887932
7783_107486_000054_000002	Suppose, just to worry him, we never let on that anything out of the ordinary has happened, eh?"	Suppose, just to worry him, we never let on that anything out of the ordinary has happened, eh?"	false	738.32	744.3	20.671516
7783_107486_000055_000000	"Splendid!" said Henriette, with enthusiasm.	"Splendid!" said Henriette, with enthusiasm.	true	744.3	746.92	21.449236
7783_107486_000055_000001	"Let's act as if all turned out just as we expected, and, best of all, _never even mention it to him, or to Bunderby his confederate, neither of us, eh_?"	"Let's act as if all turned out just as we expected, and, best of all, underscore never even mention it to him, or to Bunderby his confederate, neither of us, eh underscore?"	false	747.08	757.35	23.35223
7783_107486_000056_000000	"Never!" said Mrs. Shadd, rising and kissing Henriette good-bye.	"Never!" said mrs Shadd, rising and kissing Henriette good bye.	true	757.35	760.69	20.862213
7783_107486_000056_000001	"That's the best way out of it.	"That's the best way out of it.	true	760.82	762.52	21.88323
7783_107486_000056_000002	If we did we'd be the laughing-stock of all Newport.	If we did we'd be the laughing stock of all Newport.	true	762.59	765.73	22.4778
7783_107486_000056_000003	But some day in the distant future Tommy Dare would better look out for Pauline Shadd, Mrs. Van Raffles."	But some day in the distant future Tommy Dare would better look out for Pauline Shadd, mrs Van Raffles."	false	765.77	771.01	25
7783_107486_000057_000000	And so it was agreed, and Henriette successfully landed Mrs. Shadd's musicale.	And so it was agreed, and Henriette successfully landed mrs Shadd's musicale.	true	771.38	776.08	23.345686
7783_107486_000058_000000	Incidentally, Jockobinski was very affable and the function went off well.	Incidentally, Jockobinski was very affable and the function went off well.	true	776.9	781.3	22.284544
7783_107486_000058_000001	Everybody was there and no one would for a moment have thought that there was anything strange in the transfer of the scene from Onyx House to Bolivar Lodge.	Everybody was there and no one would for a moment have thought that there was anything strange in the transfer of the scene from Onyx House to Bolivar Lodge.	true	781.61	788.98	18
7783_107486_000059_000000	"Who wrote that letter, Henriette?" I asked late in the evening when the last guest had gone.	"Who wrote that letter, Henriette?" I asked late in the evening when the last guest had gone.	true	790.04	794.92	22.01976
7783_107486_000060_000000	"Who do you suppose, Bunny, my boy?" she asked with a grin.	"Who do you suppose, Bunny, my boy?" she asked with a grin.	true	795.32	798.37	24.003542
7783_107486_000060_000001	"Bunderby?"	"Bunderby?"	true	798.59	799.39	22.709597
7783_107486_000061_000000	"No," said I.	"No," said i	true	799.64	801.07	22.469538
7783_107486_000062_000000	"You've guessed right," said Henriette.	"You've guessed right," said Henriette.	true	801.44	803.35	23.993593
7783_107486_000063_000000	As a postscript let me say that until he reads this I don't believe Tommy Dare ever guessed what a successful joke he perpetrated upon Mrs. Shadd and the fair Henriette.	As a postscript let me say that until he reads this I don't believe Tommy Dare ever guessed what a successful joke he perpetrated upon mrs Shadd and the fair Henriette.	false	804.47	814.21	23.068384
