4039_184264_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	4.74	7.03	25.912859
4039_184264_000010_000000	The Bellman, who was almost morbidly sensitive about appearances, used to have the bowsprit unshipped once or twice a week to be revarnished, and it more than once happened, when the time came for replacing it, that no one on board could remember which end of the ship it belonged to.	The Bellman, who was almost morbidly sensitive about appearances, used to have the bowsprit unshipped once or twice a week to be revarnished, and it more than once happened, when the time came for replacing it, that no one on board could remember which end of the ship it belonged to.	true	75.645	89.74	20
4039_184264_000010_000001	They knew it was not of the slightest use to appeal to the Bellman about it--he would only refer to his Naval Code, and read out in pathetic tones Admiralty Instructions which none of them had ever been able to understand--so it generally ended in its being fastened on, anyhow, across the rudder.	They knew it was not of the slightest use to appeal to the Bellman about it-he would only refer to his Naval Code, and read out in pathetic tones Admiralty Instructions which none of them had ever been able to understand-so it generally ended in its being fastened on, anyhow, across the rudder.	false	90.2	105.73	21.5448
4039_184264_000010_000002	The helmsman used to stand by with tears in his eyes; he knew it was all wrong, but alas!	The helmsman used to stand by with tears in his eyes; he knew it was all wrong, but alas!	true	106.13	111.64	20.951874
4039_184264_000010_000003	Rule 42 of the Code, "No one shall speak to the Man at the Helm," had been completed by the Bellman himself with the words "and the Man at the Helm shall speak to no one." So remonstrance was impossible, and no steering could be done till the next varnishing day.	Rule forty two of the Code, "No one shall speak to the Man at the Helm," had been completed by the Bellman himself with the words "and the Man at the Helm shall speak to no one." So remonstrance was impossible, and no steering could be done till the next varnishing day.	true	111.65	127.81	21.306349
4039_184264_000010_000004	During these bewildering intervals the ship usually sailed backwards.	During these bewildering intervals the ship usually sailed backwards.	true	128.51	132.13	19
4039_184264_000011_000000	As this poem is to some extent connected with the lay of the Jabberwock, let me take this opportunity of answering a question that has often been asked me, how to pronounce "slithy toves." The "i" in "slithy" is long, as in "writhe"; and "toves" is pronounced so as to rhyme with "groves." Again, the first "o" in "borogoves" is pronounced like the "o" in "borrow." I have heard people try to give it the sound of the "o" in "worry".	As this poem is to some extent connected with the lay of the Jabberwock, let me take this opportunity of answering a question that has often been asked me, how to pronounce "slithy toves." The "i" in "slithy" is long, as in "writhe"; and "toves" is pronounced so as to rhyme with "groves." Again, the first "o" in "borogoves" is pronounced like the "o" in "borrow." I have heard people try to give it the sound of the "o" in "worry".	false	132.38	160.39	22.64493
4039_184264_000011_000001	Such is Human Perversity.	Such is Human Perversity.	true	160.85	162.97	22
4039_184264_000012_000000	This also seems a fitting occasion to notice the other hard works in that poem.	This also seems a fitting occasion to notice the other hard works in that poem.	false	163.46	167.68	18
4039_184264_000012_000001	Humpty-Dumpty's theory, of two meanings packed into one word like a portmanteau, seems to me the right explanation for all.	Humpty Dumpty's theory, of two meanings packed into one word like a portmanteau, seems to me the right explanation for all.	true	167.93	174.88	23.052664
4039_184264_000013_000000	For instance, take the two words "fuming" and "furious." Make up your mind that you will say both words, but leave it unsettled which you will first.	For instance, take the two words "fuming" and "furious." Make up your mind that you will say both words, but leave it unsettled which you will first.	false	175.1	185.47	22.69598
4039_184264_000013_000001	Now open your mouth and speak.	Now open your mouth and speak.	true	185.81	187.83	23.271885
4039_184264_000013_000002	If your thoughts incline ever so little towards "fuming," you will say "fuming-furious;" if they turn, by even a hair's breadth, towards "furious," you will say "furious-fuming;" but if you have the rarest of gifts, a perfectly balanced mind, you will say "frumious."	If your thoughts incline ever so little towards "fuming," you will say "fuming furious;" if they turn, by even a hair's breadth, towards "furious," you will say "furious fuming;" but if you have the rarest of gifts, a perfectly balanced mind, you will say "frumious."	false	187.83	208.69	23.037224
4039_184264_000014_000000	Supposing that, when Pistol uttered the well-known words--	Supposing that, when Pistol uttered the well-known words-	true	209.6	212.95	19.854134
4039_184264_000015_000000	"Under which king, Bezonian?	"Under which king, Bezonian?	true	213.23	214.86	21.396362
4039_184264_000015_000001	Speak or die!"	Speak or die!"	true	214.86	216.61	24.793007
4039_184264_000016_000000	Justice Shallow had felt certain that it was either William or Richard, but had not been able to settle which, so that he could not possibly say either name before the other, can it be doubted that, rather than die, he would have gasped out "Rilchiam!"	Justice Shallow had felt certain that it was either William or Richard, but had not been able to settle which, so that he could not possibly say either name before the other, can it be doubted that, rather than die, he would have gasped out "Rilchiam!"	true	217.13	231.91	19.234224
4039_184264_000017_000000	Fit the First	Fit the First	true	235.97	237.4	23.33867
4039_184264_000018_000000	THE LANDING	THE LANDING	true	237.83	238.84	21.948273
4039_184264_000019_000000	"Just the place for a Snark!" the Bellman cried, As he landed his crew with care; Supporting each man on the top of the tide By a finger entwined in his hair.	"Just the place for a Snark!" the Bellman cried, As he landed his crew with care; Supporting each man on the top of the tide By a finger entwined in his hair.	false	240.47	252.43	24
4039_184264_000020_000000	"Just the place for a Snark!	"Just the place for a Snark!	true	253.28	255.285	21
4039_184264_000020_000001	I have said it twice: That alone should encourage the crew. Just the place for a Snark!	I have said it twice: That alone should encourage the crew. Just the place for a Snark!	true	255.285	262.08	20
4039_184264_000020_000002	I have said it thrice: What I tell you three times is true."	I have said it thrice: What I tell you three times is true."	true	262.08	267.76	20.92051
4039_184264_000021_000000	The crew was complete: it included a Boots-- A maker of Bonnets and Hoods-- A Barrister, brought to arrange their disputes-- And a Broker, to value their goods.	The crew was complete: it included a Boots- A maker of Bonnets and Hoods- A Barrister, brought to arrange their disputes- And a Broker, to value their goods.	true	268.07	279.88	22.524889
4039_184264_000022_000000	A Billiard-marker, whose skill was immense, Might perhaps have won more than his share-- But a Banker, engaged at enormous expense, Had the whole of their cash in his care.	A Billiard marker, whose skill was immense, Might perhaps have won more than his share- But a Banker, engaged at enormous expense, Had the whole of their cash in his care.	true	280.67	294.46	22.697264
4039_184264_000023_000000	There was also a Beaver, that paced on the deck, Or would sit making lace in the bow: And had often (the Bellman said) saved them from wreck, Though none of the sailors knew how.	There was also a Beaver, that paced on the deck, Or would sit making lace in the bow: And had often (the Bellman said) saved them from wreck, Though none of the sailors knew how.	true	295.1	307.27	20.629524
4039_184264_000024_000000	There was one who was famed for the number of things He forgot when he entered the ship: His umbrella, his watch, all his jewels and rings, And the clothes he had bought for the trip.	There was one who was famed for the number of things He forgot when he entered the ship: His umbrella, his watch, all his jewels and rings, And the clothes he had bought for the trip.	true	307.85	321.52	21.37007
4039_184264_000025_000000	He had forty-two boxes, all carefully packed, With his name painted clearly on each: But, since he omitted to mention the fact, They were all left behind on the beach.	He had forty two boxes, all carefully packed, With his name painted clearly on each: But, since he omitted to mention the fact, They were all left behind on the beach.	true	321.92	335.86	22.36312
4039_184264_000026_000000	The loss of his clothes hardly mattered, because He had seven coats on when he came, With three pairs of boots--but the worst of it was, He had wholly forgotten his name.	The loss of his clothes hardly mattered, because He had seven coats on when he came, With three pairs of boots-but the worst of it was, He had wholly forgotten his name.	false	336.38	347.92	20
4039_184264_000027_000000	He would answer to "Hi!" or to any loud cry, Such as "Fry me!" or "Fritter my wig!" To "What-you-may-call-um!" or "What-was-his-name!" But especially "Thing-um-a-jig!"	He would answer to "Hi!" or to any loud cry, Such as "Fry me!" or "Fritter my wig!" To "What you may call um!" or "What was his name!" But especially "Thing um a jig!"	true	348.08	360.91	24.160538
4039_184264_000028_000000	While, for those who preferred a more forcible word, He had different names from these: His intimate friends called him "Candle-ends," And his enemies "Toasted-cheese."	While, for those who preferred a more forcible word, He had different names from these: His intimate friends called him "Candle ends," And his enemies "Toasted cheese."	true	361.16	374.86	21.95173
4039_184264_000029_000000	"His form is ungainly--his intellect small--" (So the Bellman would often remark) "But his courage is perfect!	"His form is ungainly-his intellect small-" (So the Bellman would often remark) "But his courage is perfect!	true	375.74	383.31	21.21345
4039_184264_000029_000001	And that, after all, Is the thing that one needs with a Snark."	And that, after all, Is the thing that one needs with a Snark."	true	383.31	388.69	22.425776
4039_184264_000030_000000	He would joke with hyenas, returning their stare With an impudent wag of the head: And he once went a walk, paw-in-paw, with a bear, "Just to keep up its spirits," he said.	He would joke with hyenas, returning their stare With an impudent wag of the head: And he once went a walk, paw in paw, with a bear, "Just to keep up its spirits," he said.	false	389.09	402.67	21.512405
4039_184264_000031_000000	He came as a Baker: but owned, when too late-- And it drove the poor Bellman half-mad-- He could only bake Bridecake--for which, I may state, No materials were to be had.	He came as a Baker: but owned, when too late- And it drove the poor Bellman half mad- He could only bake Bridecake-for which, I may state, No materials were to be had.	true	403.07	418.75	20.92371
4039_184264_000032_000000	The last of the crew needs especial remark, Though he looked an incredible dunce: He had just one idea--but, that one being "Snark," The good Bellman engaged him at once.	The last of the crew needs especial remark, Though he looked an incredible dunce: He had just one idea-but, that one being "Snark," The good Bellman engaged him at once.	true	419.6	434.35	22.282982
4039_184264_000033_000000	He came as a Butcher: but gravely declared, When the ship had been sailing a week, He could only kill Beavers.	He came as a Butcher: but gravely declared, When the ship had been sailing a week, He could only kill Beavers.	true	434.9	442.75	21.949602
4039_184264_000033_000001	The Bellman looked scared, And was almost too frightened to speak:	The Bellman looked scared, And was almost too frightened to speak:	true	443.18	447.25	25.901508
4039_184264_000034_000000	But at length he explained, in a tremulous tone, There was only one Beaver on board; And that was a tame one he had of his own, Whose death would be deeply deplored.	But at length he explained, in a tremulous tone, There was only one Beaver on board; And that was a tame one he had of his own, Whose death would be deeply deplored.	true	447.95	460.51	20.649294
4039_184264_000035_000000	The Beaver, who happened to hear the remark, Protested, with tears in its eyes, That not even the rapture of hunting the Snark Could atone for that dismal surprise!	The Beaver, who happened to hear the remark, Protested, with tears in its eyes, That not even the rapture of hunting the Snark Could atone for that dismal surprise!	true	461.66	475.42	23.125969
4039_184264_000036_000000	It strongly advised that the Butcher should be Conveyed in a separate ship: But the Bellman declared that would never agree With the plans he had made for the trip:	It strongly advised that the Butcher should be Conveyed in a separate ship: But the Bellman declared that would never agree With the plans he had made for the trip:	true	476.03	486.4	21.282413
4039_184264_000037_000000	Navigation was always a difficult art, Though with only one ship and one bell: And he feared he must really decline, for his part, Undertaking another as well.	Navigation was always a difficult art, Though with only one ship and one bell: And he feared he must really decline, for his part, Undertaking another as well.	true	486.8	499.33	22.09456
4039_184264_000038_000000	The Beaver's best course was, no doubt, to procure A second-hand dagger-proof coat-- So the Baker advised it--and next, to insure Its life in some Office of note:	The Beaver's best course was, no doubt, to procure A second-hand dagger proof coat- So the Baker advised it-and next, to insure Its life in some Office of note:	true	500.24	513.01	22.270424
4039_184264_000039_000000	This the Banker suggested, and offered for hire (On moderate terms), or for sale, Two excellent Policies, one Against Fire, And one Against Damage From Hail.	This the Banker suggested, and offered for hire (On moderate terms), or for sale, Two excellent Policies, one Against Fire, And one Against Damage From Hail.	true	513.95	525.91	22.512712
4039_184264_000040_000000	Yet still, ever after that sorrowful day, Whenever the Butcher was by, The Beaver kept looking the opposite way, And appeared unaccountably shy.	Yet still, ever after that sorrowful day, Whenever the Butcher was by, The Beaver kept looking the opposite way, And appeared unaccountably shy.	true	526.58	539.59	23.684273
4039_184264_000041_000000	Fit the Second	Fit the Second	true	542.99	544.48	28.915281
4039_184264_000042_000000	THE BELLMAN'S SPEECH	THE BELLMAN'S SPEECH	false	545.09	546.67	28.288774
4039_184264_000043_000000	The Bellman himself they all praised to the skies-- Such a carriage, such ease and such grace! Such solemnity, too!	The Bellman himself they all praised to the skies- Such a carriage, such ease and such grace! Such solemnity, too!	true	547.73	556.78	23.323694
4039_184264_000043_000001	One could see he was wise, The moment one looked in his face!	One could see he was wise, The moment one looked in his face!	true	557.03	561.43	21.570238
4039_184264_000044_000000	He had bought a large map representing the sea, Without the least vestige of land: And the crew were much pleased when they found it to be A map they could all understand.	He had bought a large map representing the sea, Without the least vestige of land: And the crew were much pleased when they found it to be A map they could all understand.	true	562.07	574.24	22.674637
4039_184264_000045_000000	"What's the good of Mercator's North Poles and Equators, Tropics, Zones, and Meridian Lines?" So the Bellman would cry: and the crew would reply "They are merely conventional signs!	"What's the good of Mercator's North Poles and Equators, Tropics, Zones, and Meridian Lines?" So the Bellman would cry: and the crew would reply "They are merely conventional signs!	true	575.57	587.56	23.26421
4039_184264_000046_000000	"Other maps are such shapes, with their islands and capes! But we've got our brave Captain to thank:" (So the crew would protest) "that he's bought us the best-- A perfect and absolute blank!"	"Other maps are such shapes, with their islands and capes! But we've got our brave Captain to thank:" (So the crew would protest) "that he's bought us the best- A perfect and absolute blank!"	true	588.14	602.47	23.125038
4039_184264_000047_000000	This was charming, no doubt; but they shortly found out That the Captain they trusted so well Had only one notion for crossing the ocean, And that was to tingle his bell.	This was charming, no doubt; but they shortly found out That the Captain they trusted so well Had only one notion for crossing the ocean, And that was to tingle his bell.	true	603.65	615.82	20.147083
4039_184264_000048_000000	He was thoughtful and grave--but the orders he gave Were enough to bewilder a crew. When he cried "Steer to starboard, but keep her head larboard!" What on earth was the helmsman to do?	He was thoughtful and grave-but the orders he gave Were enough to bewilder a crew. When he cried "Steer to starboard, but keep her head larboard!" What on earth was the helmsman to do?	true	616.94	630.76	21.50614
4039_184264_000049_000000	Then the bowsprit got mixed with the rudder sometimes: A thing, as the Bellman remarked, That frequently happens in tropical climes, When a vessel is, so to speak, "snarked."	Then the bowsprit got mixed with the rudder sometimes: A thing, as the Bellman remarked, That frequently happens in tropical climes, When a vessel is, so to speak, "snarked."	true	630.98	644.56	22.4851
4039_184264_000050_000000	But the principal failing occurred in the sailing, And the Bellman, perplexed and distressed, Said he had hoped, at least, when the wind blew due East, That the ship would not travel due West!	But the principal failing occurred in the sailing, And the Bellman, perplexed and distressed, Said he had hoped, at least, when the wind blew due East, That the ship would not travel due West!	true	645.08	660.37	21.6622
4039_184264_000051_000000	But the danger was past--they had landed at last, With their boxes, portmanteaus, and bags: Yet at first sight the crew were not pleased with the view, Which consisted of chasms and crags.	But the danger was past-they had landed at last, With their boxes, portmanteaus, and bags: Yet at first sight the crew were not pleased with the view, Which consisted of chasms and crags.	false	661.34	676.24	23.857073
4039_184264_000052_000000	The Bellman perceived that their spirits were low, And repeated in musical tone Some jokes he had kept for a season of woe-- But the crew would do nothing but groan.	The Bellman perceived that their spirits were low, And repeated in musical tone Some jokes he had kept for a season of woe- But the crew would do nothing but groan.	true	677.6	690.31	22.593714
4039_184264_000053_000000	He served out some grog with a liberal hand, And bade them sit down on the beach: And they could not but own that their Captain looked grand, As he stood and delivered his speech.	He served out some grog with a liberal hand, And bade them sit down on the beach: And they could not but own that their Captain looked grand, As he stood and delivered his speech.	true	690.74	703.12	20.903057
4039_184264_000054_000000	"Friends, Romans, and countrymen, lend me your ears!" (They were all of them fond of quotations: So they drank to his health, and they gave him three cheers, While he served out additional rations).	"Friends, romans, and countrymen, lend me your ears!" (They were all of them fond of quotations: So they drank to his health, and they gave him three cheers, While he served out additional rations).	true	703.43	716.17	19.171082
4039_184264_000055_000000	"We have sailed many months, we have sailed many weeks, (Four weeks to the month you may mark), But never as yet ('tis your Captain who speaks) Have we caught the least glimpse of a Snark!	"We have sailed many months, we have sailed many weeks, (Four weeks to the month you may mark), But never as yet ('tis your Captain who speaks) Have we caught the least glimpse of a Snark!	true	717.14	730.6	23.802956
4039_184264_000056_000000	"We have sailed many weeks, we have sailed many days, (Seven days to the week I allow), But a Snark, on the which we might lovingly gaze, We have never beheld till now!	"We have sailed many weeks, we have sailed many days, (Seven days to the week I allow), But a Snark, on the which we might lovingly gaze, We have never beheld till now!	true	731.27	744.37	20.236046
4039_184264_000057_000000	"Come, listen, my men, while I tell you again The five unmistakable marks By which you may know, wheresoever you go, The warranted genuine Snarks.	"Come, listen, my men, while I tell you again The five unmistakable marks By which you may know, wheresoever you go, The warranted genuine Snarks.	true	745.37	757.93	22.473513
4039_184264_000058_000000	"Let us take them in order.	"Let us take them in order.	true	758.36	759.675	24.809557
4039_184264_000058_000001	The first is the taste, Which is meagre and hollow, but crisp: Like a coat that is rather too tight in the waist, With a flavour of Will-o'-the-wisp.	The first is the taste, Which is meagre and hollow, but crisp: Like a coat that is rather too tight in the waist, With a flavour of Will o'-the wisp.	true	759.675	771.34	22.437548
4039_184264_000059_000000	"Its habit of getting up late you'll agree That it carries too far, when I say That it frequently breakfasts at five-o'clock tea, And dines on the following day.	"Its habit of getting up late you'll agree That it carries too far, when I say That it frequently breakfasts at five o'clock tea, And dines on the following day.	true	772.37	782.92	21.753126
4039_184264_000060_000000	"The third is its slowness in taking a jest. Should you happen to venture on one, It will sigh like a thing that is deeply distressed: And it always looks grave at a pun.	"The third is its slowness in taking a jest. Should you happen to venture on one, It will sigh like a thing that is deeply distressed: And it always looks grave at a pun.	true	783.44	798.4	22.31949
4039_184264_000061_000000	"The fourth is its fondness for bathing-machines, Which is constantly carries about, And believes that they add to the beauty of scenes-- A sentiment open to doubt.	"The fourth is its fondness for bathing machines, Which is constantly carries about, And believes that they add to the beauty of scenes- A sentiment open to doubt.	false	799.88	813.25	22.629108
4039_184264_000062_000000	"The fifth is ambition.	"The fifth is ambition.	true	814.43	816.22	19.514046
4039_184264_000062_000001	It next will be right To describe each particular batch: Distinguishing those that have feathers, and bite, And those that have whiskers, and scratch.	It next will be right To describe each particular batch: Distinguishing those that have feathers, and bite, And those that have whiskers, and scratch.	false	816.68	829.68	23.57362
4039_184264_000063_000000	"For, although common Snarks do no manner of harm, Yet, I feel it my duty to say, Some are Boojums--"	"For, although common Snarks do no manner of harm, Yet, I feel it my duty to say, Some are Boojums-"	true	829.68	838.185	23.564146
4039_184264_000063_000001	The Bellman broke off in alarm, For the Baker had fainted away.	The Bellman broke off in alarm, For the Baker had fainted away.	false	838.185	859.59	18.205616
