3370_163384_000002_000000	"Be done, boys!	"Be done, boys!
3370_163384_000058_000001	It come all the way from Philadelphia, they said.	It come all the way from Philadelphia, they said.
3370_163384_000058_000002	There was some books, too, piled up perfectly exact, on each corner of the table.	There was some books, too, piled up perfectly exact, on each corner of the table.
3370_163384_000058_000003	One was a big family Bible full of pictures.	One was a big family Bible full of pictures.
3370_163384_000058_000004	One was Pilgrim's Progress, about a man that left his family, it didn't say why.	One was Pilgrim's Progress, about a man that left his family, it didn't say why.
3370_163384_000058_000006	The statements was interesting, but tough.	The statements was interesting, but tough.
3370_163384_000058_000007	Another was Friendship's Offering, full of beautiful stuff and poetry; but I didn't read the poetry.	Another was Friendship's Offering, full of beautiful stuff and poetry; but I didn't read the poetry.
3370_163384_000058_000008	Another was Henry Clay's Speeches, and another was Dr. Gunn's Family Medicine, which told you all about what to do if a body was sick or dead.	Another was Henry Clay's Speeches, and another was dr Gunn's Family Medicine, which told you all about what to do if a body was sick or dead.
3370_163384_000058_000009	There was a hymn book, and a lot of other books.	There was a hymn book, and a lot of other books.
3370_163384_000058_000010	And there was nice split-bottom chairs, and perfectly sound, toonot bagged down in the middle and busted, like an old basket.	And there was nice split bottom chairs, and perfectly sound, too  not bagged down in the middle and busted, like an old basket.
3370_163384_000059_000004	But I reckoned that with her disposition she was having a better time in the graveyard.	But I reckoned that with her disposition she was having a better time in the graveyard.
3370_163384_000059_000005	She was at work on what they said was her greatest picture when she took sick, and every day and every night it was her prayer to be allowed to live till she got it done, but she never got the chance.	She was at work on what they said was her greatest picture when she took sick, and every day and every night it was her prayer to be allowed to live till she got it done, but she never got the chance.
3370_163384_000059_000007	Other times it was hid with a little curtain.	Other times it was hid with a little curtain.
3370_163384_000060_000000	This young girl kept a scrap-book when she was alive, and used to paste obituaries and accidents and cases of patient suffering in it out of the Presbyterian Observer, and write poetry after them out of her own head. It was very good poetry.	This young girl kept a scrap book when she was alive, and used to paste obituaries and accidents and cases of patient suffering in it out of the Presbyterian Observer, and write poetry after them out of her own head. It was very good poetry.
3370_163384_000062_000000	And did young Stephen sicken, And did young Stephen die?	And did young Stephen sicken, And did young Stephen die?
3370_163384_000062_000001	And did the sad hearts thicken, And did the mourners cry?	And did the sad hearts thicken, And did the mourners cry?
3370_163384_000064_000000	No whooping-cough did rack his frame, Nor measles drear with spots; Not these impaired the sacred name Of Stephen Dowling Bots.	No whooping cough did rack his frame, Nor measles drear with spots; Not these impaired the sacred name Of Stephen Dowling Bots.
3370_163384_000065_000000	Despised love struck not with woe That head of curly knots, Nor stomach troubles laid him low, Young Stephen Dowling Bots.	Despised love struck not with woe That head of curly knots, Nor stomach troubles laid him low, Young Stephen Dowling Bots.
3370_163384_000066_000000	O no. Then list with tearful eye, Whilst I his fate do tell.	O no Then list with tearful eye, Whilst I his fate do tell.
3370_163384_000067_000000	They got him out and emptied him; Alas it was too late; His spirit was gone for to sport aloft In the realms of the good and great.	They got him out and emptied him; Alas it was too late; His spirit was gone for to sport aloft In the realms of the good and great.
3370_163384_000068_000001	Buck said she could rattle off poetry like nothing.	Buck said she could rattle off poetry like nothing.
3370_163384_000068_000004	She warn't particular; she could write about anything you choose to give her to write about just so it was sadful. Every time a man died, or a woman died, or a child died, she would be on hand with her "tribute" before he was cold.	She warn't particular; she could write about anything you choose to give her to write about just so it was sadful. Every time a man died, or a woman died, or a child died, she would be on hand with her "tribute" before he was cold.
3370_163384_000068_000005	She called them tributes. The neighbors said it was the doctor first, then Emmeline, then the undertakerthe undertaker never got in ahead of Emmeline but once, and then she hung fire on a rhyme for the dead person's name, which was Whistler.	She called them tributes. The neighbors said it was the doctor first, then Emmeline, then the undertaker  the undertaker never got in ahead of Emmeline but once, and then she hung fire on a rhyme for the dead person's name, which was Whistler.
3370_163384_000068_000006	She warn't ever the same after that; she never complained, but she kinder pined away and did not live long.	She warn't ever the same after that; she never complained, but she kinder pined away and did not live long.
3370_163384_000068_000007	Poor thing, many's the time I made myself go up to the little room that used to be hers and get out her poor old scrap-book and read in it when her pictures had been aggravating me and I had soured on her a little.	Poor thing, many's the time I made myself go up to the little room that used to be hers and get out her poor old scrap book and read in it when her pictures had been aggravating me and I had soured on her a little.
3370_163384_000068_000008	I liked all that family, dead ones and all, and warn't going to let anything come between us.	I liked all that family, dead ones and all, and warn't going to let anything come between us.
3370_163384_000068_000009	Poor Emmeline made poetry about all the dead people when she was alive, and it didn't seem right that there warn't nobody to make some about her now she was gone; so I tried to sweat out a verse or two myself, but I couldn't seem to make it go somehow.	Poor Emmeline made poetry about all the dead people when she was alive, and it didn't seem right that there warn't nobody to make some about her now she was gone; so I tried to sweat out a verse or two myself, but I couldn't seem to make it go somehow.
3370_163384_000069_000000	Well, as I was saying about the parlor, there was beautiful curtains on the windows: white, with pictures painted on them of castles with vines all down the walls, and cattle coming down to drink.	Well, as I was saying about the parlor, there was beautiful curtains on the windows: white, with pictures painted on them of castles with vines all down the walls, and cattle coming down to drink.
3370_163384_000069_000002	The walls of all the rooms was plastered, and most had carpets on the floors, and the whole house was whitewashed on the outside.	The walls of all the rooms was plastered, and most had carpets on the floors, and the whole house was whitewashed on the outside.
3370_163384_000070_000000	It was a double house, and the big open place betwixt them was roofed and floored, and sometimes the table was set there in the middle of the day, and it was a cool, comfortable place.	It was a double house, and the big open place betwixt them was roofed and floored, and sometimes the table was set there in the middle of the day, and it was a cool, comfortable place.
