4111_184447_000000_000000	Leaf III.	Leaf three.	false	0.66	30.16	20.279327
4111_184447_000010_000002	Miss Clinton looked at her in a mild kind of wonder, but she went on hacking Mr. Johnson's coat-sleeve with the needle without noticing the glance at all.	Miss Clinton looked at her in a mild kind of wonder, but she went on hacking mr Johnson's coat sleeve with the needle without noticing the glance at all.	true	296.66	304.69	14
4111_184447_000011_000000	"Well, well, dearie, I don't know about that," said Aunt Bettie as she fanned and rocked her great, big, darling, fat self in the strong rocking-chair I always kept for her.	"Well, well, dearie, I don't know about that," said Aunt Bettie as she fanned and rocked her great, big, darling, fat self in the strong rocking chair I always kept for her.	false	305.57	316.09	18.841967
4111_184447_000011_000001	"Alfred is not old enough to have proved himself entirely, and from what I hear--" she paused with the big hearty smile that she always wears when she begins to tease or match-make, and she does them both most of her time.	"Alfred is not old enough to have proved himself entirely, and from what I hear-" she paused with the big hearty smile that she always wears when she begins to tease or match make, and she does them both most of her time.	false	316.55	329.95	16
4111_184447_000012_000000	But at whom do you suppose she looked?	But at whom do you suppose she looked?	false	330.56	332.82	23
4111_184447_000012_000001	Not me!	Not me!	true	332.82	333.82	26
4111_184447_000012_000002	Miss Clinton!	Miss Clinton!	true	333.92	335.38	28.173403
4111_184447_000012_000003	That was cold tub number two for that day, and I didn't react as quickly as I might, but when I did I was in the proper glow all over.	That was cold tub number two for that day, and I didn't react as quickly as I might, but when I did I was in the proper glow all over.	true	335.81	344.14	18
4111_184447_000012_000004	When I revived and saw the lovely pale blush on her face I felt like a cabbage-rose beside a tea-bud.	When I revived and saw the lovely pale blush on her face I felt like a cabbage rose beside a tea bud.	true	344.45	350.98	18
4111_184447_000012_000005	I was glad Aunt Adeline came in just then so I could go in and tell Julia to bring out the tea and cakes.	I was glad Aunt Adeline came in just then so I could go in and tell Julia to bring out the tea and cakes.	true	351.26	357.34	13
4111_184447_000012_000006	When I came from the kitchen I stepped into my room and took out one of Alfred's letters from the desk drawer and opened it at random, and put my finger down on a line with my eyes shut.	When I came from the kitchen I stepped into my room and took out one of Alfred's letters from the desk drawer and opened it at random, and put my finger down on a line with my eyes shut.	false	358.07	367.9	15
4111_184447_000012_000007	This was what it was--	This was what it was-	true	368.09	369.7	18.316227
4111_184447_000013_000000	"--and all these years I have walked the world, blindfolded to its loveliness with the blackness that came to me when I found that you--"	"--and all these years I have walked the world, blindfolded to its loveliness with the blackness that came to me when I found that you-"	false	370.13	378.94	14
4111_184447_000014_000000	I didn't read any more, but pushed it back in a hurry and went back to the company comforted in a way, but feeling a little more in sympathy with Mrs. Johnson than I had before Aunt Bettie and her guest from London had interrupted our algebraic demonstration on the man subject. You can't always be sure of the right answer to X in any proposition of life; that is, a woman can't!	I didn't read any more, but pushed it back in a hurry and went back to the company comforted in a way, but feeling a little more in sympathy with mrs Johnson than I had before Aunt Bettie and her guest from London had interrupted our algebraic demonstration on the man subject. You can't always be sure of the right answer to X in any proposition of life; that is, a woman can't!	false	379.52	402.46	18
4111_184447_000015_000000	And, furthermore, I didn't like that next hour much, just as a sample of life, for instance.	And, furthermore, I didn't like that next hour much, just as a sample of life, for instance.	true	402.92	408.22	18
4111_184447_000015_000001	Aunt Bettie had got her joining-together humour well started, and there, before my face, she made a present of every nice man in Hillsboro to that lovely, distinguished, strange girl who could have slipped through a bucket hoop if she had tried hard.	Aunt Bettie had got her joining together humour well started, and there, before my face, she made a present of every nice man in Hillsboro to that lovely, distinguished, strange girl who could have slipped through a bucket hoop if she had tried hard.	false	408.62	424.78	17
4111_184447_000015_000002	I had to sit there, listen to the presentations, watch her drink two delicious cups of tea full of sugar and cream, and consume without fear three of Jane's puffy cakes, while I crumbled mine in secret and set half the cup of tea out of sight behind a fern pot.	I had to sit there, listen to the presentations, watch her drink two delicious cups of tea full of sugar and cream, and consume without fear three of Jane's puffy cakes, while I crumbled mine in secret and set half the cup of tea out of sight behind a fern pot.	false	424.94	444.63	21
4111_184447_000016_000000	It was bad enough to hear Aunt Bettie just offer her Tom, who, if he is her own son, is my favourite cousin, but I believe the worst minute I almost ever faced was when she began on the judge, for I could see from Aunt Adeline's shoulder beyond Miss Clinton how she was enjoying that, and she added another distinguished ancestor to his pedigree every time Aunt Bettie paused for breath.	It was bad enough to hear Aunt Bettie just offer her Tom, who, if he is her own son, is my favourite cousin, but I believe the worst minute I almost ever faced was when she began on the judge, for I could see from Aunt Adeline's shoulder beyond Miss Clinton how she was enjoying that, and she added another distinguished ancestor to his pedigree every time Aunt Bettie paused for breath.	false	444.63	468.7	16
4111_184447_000016_000001	I couldn't say a word about the fish and Aunt Adeline wouldn't!	I couldn't say a word about the fish and Aunt Adeline wouldn't!	false	468.92	472.9	20.92633
4111_184447_000016_000002	I almost loved Mrs. Johnson when she bit off a thread viciously and said, "Humph," as she rose to start the tea-party home.	I almost loved mrs Johnson when she bit off a thread viciously and said, "Humph," as she rose to start the tea party home.	true	473.24	482.41	19.855402
4111_184447_000017_000000	That night I did so many exercises that at last I sank exhausted in a chair in front of my mirror and put my head down on my arms and cried the real tears you cry when nobody is looking.	That night I did so many exercises that at last I sank exhausted in a chair in front of my mirror and put my head down on my arms and cried the real tears you cry when nobody is looking.	false	484.34	495.88	14
4111_184447_000017_000001	I felt terribly old and ugly and dowdy and--widowed.	I felt terribly old and ugly and dowdy and-widowed.	false	496.34	501.51	20.724176
4111_184447_000017_000002	It couldn't have been jealousy, for I just love that girl.	It couldn't have been jealousy, for I just love that girl.	false	501.51	505.84	23.117695
4111_184447_000017_000003	I want most awfully to hug her very slimness, and it was more what she might think of poor dumpy me than what any man in Hillsboro, or Paris, could possibly feel on the subject, that hurt so hard.	I want most awfully to hug her very slimness, and it was more what she might think of poor dumpy me than what any man in hillsboro oregon Paris, could possibly feel on the subject, that hurt so hard.	false	506.09	519.79	19
4111_184447_000017_000004	But then, looking back on it, I am afraid that jealousy sheds feathers every night so you won't know him in the morning, for something made me sit up suddenly with a spark in my eyes and reach out to the desk for my pencil and cheque-book.	But then, looking back on it, I am afraid that jealousy sheds feathers every night so you won't know him in the morning, for something made me sit up suddenly with a spark in my eyes and reach out to the desk for my pencil and cheque book.	false	520.1	533.23	17
4111_184447_000017_000005	It took me more than an hour to reckon it all up, but I went to bed a happier, though in prospects a poorer woman.	It took me more than an hour to reckon it all up, but I went to bed a happier, though in prospects a poorer woman.	true	534.38	541.12	16
4111_184447_000018_000000	As I sat in the train on my way to town early the next morning I thought a good deal about poor Mr. Carter.	As I sat in the train on my way to town early the next morning I thought a good deal about poor mr Carter.	false	541.7	548.14	16
4111_184447_000018_000001	After this I shall always appreciate and admire him for the way he made money, and his kindness in leaving it to me, since, for the first time in my life, I fully realised what it could buy.	After this I shall always appreciate and admire him for the way he made money, and his kindness in leaving it to me, since, for the first time in my life, I fully realised what it could buy.	false	548.24	559.15	14
4111_184447_000018_000002	And I bought things!	And I bought things!	true	559.43	561.46	24
4111_184447_000019_000000	First I went to see Madam Courtier for corsets.	First I went to see Madam Courtier for corsets.	true	562.1	565.24	24
4111_184447_000019_000001	I had heard about her, and I knew it meant a fortune.	I had heard about her, and I knew it meant a fortune.	true	565.43	568.125	17
4111_184447_000019_000002	But that didn't matter!	But that didn't matter!	true	568.125	569.65	22.780876
4111_184447_000019_000003	She came in and looked at me for about five minutes without saying a word, and then she ran her hands down and down over me until I could feel the superfluous flesh just walking off of me.	She came in and looked at me for about five minutes without saying a word, and then she ran her hands down and down over me until I could feel the superfluous flesh just walking off of me.	true	569.84	581.86	17
4111_184447_000019_000004	It was delicious!	It was delicious!	true	581.99	584.08	16
4111_184447_000020_000000	Then she and two girls wearing fashionable frocks and fashionable hair came in and did things to a corset they laced on me that I can't even write down, for I didn't understand the process, but when I looked in that long glass I almost dropped on the floor.	Then she and two girls wearing fashionable frocks and fashionable hair came in and did things to a corset they laced on me that I can't even write down, for I didn't understand the process, but when I looked in that long glass I almost dropped on the floor.	false	585.35	600.49	18
4111_184447_000020_000001	I wasn't tight and I wasn't stiff, and I looked--I'm too modest to write how lovely I really looked to myself.	I wasn't tight and I wasn't stiff, and I looked-I'm too modest to write how lovely I really looked to myself.	false	600.95	608.1	18.92293
4111_184447_000020_000002	I was spellbound with delight.	I was spellbound with delight.	false	608.1	611.22	21.250673
4111_184447_000021_000000	Next I signed the cheque for three of those wonders with my head so in the clouds I didn't know what I was doing, but I came to with a jolt when the prettiest girl began to get me into that black silk bag I had worn down to the West End.	Next I signed the cheque for three of those wonders with my head so in the clouds I didn't know what I was doing, but I came to with a jolt when the prettiest girl began to get me into that black silk bag I had worn down to the West End.	false	611.22	624.7	15
4111_184447_000021_000001	I must have shrunk the whole remaining pounds I had felt obliged to lose for Alfred and Ruth Clinton, from the horror I felt when I looked at myself.	I must have shrunk the whole remaining pounds I had felt obliged to lose for Alfred and ruth Clinton, from the horror I felt when I looked at myself.	true	624.89	633.3	17
4111_184447_000021_000002	The girl was really sympathetic and said with a smile that was true kindness: "Shall I call a taxi for madame and have it take her to Klein's?	The girl was really sympathetic and said with a smile that was true kindness: "Shall I call a taxi for madame and have it take her to Klein's?	false	633.3	642.16	20.97644
4111_184447_000021_000003	They have wonderful gowns by Rene all ready to be fitted at short notice.	They have wonderful gowns by Rene all ready to be fitted at short notice.	true	642.23	646.39	16
4111_184447_000021_000004	Really, madame's figure is such that it commands a perfect costume now."	Really, madame's figure is such that it commands a perfect costume now."	true	646.79	651.34	17
4111_184447_000022_000000	Men do business well, but when women enter the field they are geniuses at money extracting.	Men do business well, but when women enter the field they are geniuses at money extracting.	true	652.22	658.33	12
4111_184447_000022_000001	I felt myself already clothed perfectly when that girl said my figure "commanded" a proper dress.	I felt myself already clothed perfectly when that girl said my figure "commanded" a proper dress.	true	658.58	664.42	16
4111_184447_000022_000002	Of course, Klein pays Madame Courtier a commission for the customers she passes on to him. The one for me must have looked to her like a big transaction.	Of course, Klein pays Madame Courtier a commission for the customers she passes on to him. The one for me must have looked to her like a big transaction.	true	664.79	673.57	17
4111_184447_000023_000000	I spent three days at the great Klein establishment, only going to the hotel to sleep, and most of the time I forgot to eat.	I spent three days at the great Klein establishment, only going to the hotel to sleep, and most of the time I forgot to eat.	false	675.11	683.23	18
4111_184447_000023_000001	Madame Rene must have been Madame Courtier's twin sister in youth, and Madame Telliers in the hat department was the triplet to them both.	Madame Rene must have been Madame Courtier's twin sister in youth, and Madame Telliers in the hat department was the triplet to them both.	false	683.33	691.3	17
4111_184447_000023_000002	When women have genius it breaks out all over them like measles, and they never recover from it; those women had the confluent kind.	When women have genius it breaks out all over them like measles, and they never recover from it; those women had the confluent kind.	true	691.64	699.76	17
4111_184447_000023_000003	But I know that Madame Rene really approved of me, for when I blushed and asked her if she could recommend a good beauty doctor she held up her hands and shuddered.	But I know that Madame Rene really approved of me, for when I blushed and asked her if she could recommend a good beauty doctor she held up her hands and shuddered.	true	700.1	709.21	15
4111_184447_000024_000000	"Never, madame, never _pour vous.	"Never, madame, never underscore pour vous.	false	709.46	711.96	19.63242
4111_184447_000024_000001	Ravissant, charmant_--it is too foolish.	Ravissant, charmant underscore--it is too foolish.	false	711.96	714.84	19
4111_184447_000024_000002	Nevair!	Nevair!	false	714.84	715.17	20
4111_184447_000024_000003	_Jamais, jamais de la vie!_" I had to calm her down, and she bowed over my hand when we parted.	underscore Jamais, jamais de la vie!underscore" I had to calm her down, and she bowed over my hand when we parted.	false	715.17	721.78	19.878096
4111_184447_000025_000000	I thought Klein was going to do the same thing or worse when I signed the cheque which would be enough to provide him with a new motor-car, but he didn't.	I thought Klein was going to do the same thing or worse when I signed the cheque which would be enough to provide him with a new motor car, but he didn't.	true	722.3	730.21	19
4111_184447_000025_000001	He only said politely, "And I am delighted that the trousseau is perfectly satisfactory to you, madame."	He only said politely, "And I am delighted that the trousseau is perfectly satisfactory to you, madame."	true	730.22	737.41	20
4111_184447_000026_000000	That was an awful shock, and I hope I didn't show it as I murmured "Perfectly, thank you."	That was an awful shock, and I hope I didn't show it as I murmured "Perfectly, thank you."	true	737.93	743.53	22.14003
4111_184447_000027_000000	The word "trousseau" can be spoken in a woman's presence for many years with no effect, but it is an awful shock when she first _really_ hears it.	The word "trousseau" can be spoken in a woman's presence for many years with no effect, but it is an awful shock when she first underscore really underscore hears it.	false	744.26	753.52	20
4111_184447_000027_000001	I felt queer all the afternoon as I packed those trunks for the five o'clock train.	I felt queer all the afternoon as I packed those trunks for the five o'clock train.	true	753.62	758.62	20
4111_184447_000028_000000	Yes, the word "trousseau" ought to have a definite surname after it always, and that's why my loyalty dragged poor Mr. Carter out into the light of my conscience.	Yes, the word "trousseau" ought to have a definite surname after it always, and that's why my loyalty dragged poor mr Carter out into the light of my conscience.	true	758.93	768.52	15
4111_184447_000028_000001	The thinking of him had a strange effect on me. I had laid out the dream in dark grey-blue cloth, tailored almost beyond endurance, to wear in the train going home, and had thrown the old black silk bag across the chair to give to the hotel maid, but the decision of the session between conscience and loyalty made me pack the precious blue wonder and put on once more the black rags of remembrance in a kind of panic of respect.	The thinking of him had a strange effect on me. I had laid out the dream in dark grey blue cloth, tailored almost beyond endurance, to wear in the train going home, and had thrown the old black silk bag across the chair to give to the hotel maid, but the decision of the session between conscience and loyalty made me pack the precious blue wonder and put on once more the black rags of remembrance in a kind of panic of respect.	false	768.92	795.04	16
4111_184447_000029_000000	I would lots rather have bought poor Mr. Carter the monument I have been planning for months (to keep up conversation with Aunt Adeline) than wear that dress again.	I would lots rather have bought poor mr Carter the monument I have been planning for months (to keep up conversation with Aunt Adeline) than wear that dress again.	true	795.35	804.91	18
4111_184447_000029_000001	I felt conscience reprove me once more with loyalty looking on in disapproval as I buttoned the old thing up for the last time, because I really ought to have stayed a day longer to buy that monument, but--to tell the truth I wanted to see Billy so desperately that his "sleep-place" above my heart hurt as if it might have prickly heat break out at any minute.	I felt conscience reprove me once more with loyalty looking on in disapproval as I buttoned the old thing up for the last time, because I really ought to have stayed a day longer to buy that monument, but-to tell the truth I wanted to see Billy so desperately that his "sleep place" above my heart hurt as if it might have prickly heat break out at any minute.	false	804.98	826.51	19
4111_184447_000030_000000	So I hurried and stuffed the grey-blue darling in the top tray, lapped the old black silk around my waist and belted it in with a black belt off a new green linen I had bought for morning walks--down to the butcher's in the High Street, I suppose.	So I hurried and stuffed the grey blue darling in the top tray, lapped the old black silk around my waist and belted it in with a black belt off a new green linen I had bought for morning walks-down to the butcher's in the High Street, I suppose.	false	826.91	842.32	16
4111_184447_000030_000001	That is about the only morning dissipation in Hillsboro that I can think of, and it all depends on whom you meet, how much of a dissipation it is.	That is about the only morning dissipation in Hillsboro that I can think of, and it all depends on whom you meet, how much of a dissipation it is.	true	842.51	851.02	15
4111_184447_000031_000000	The next thing that happens after you have done a noble deed is, you either regard it as a reward of virtue or as a punishment for having been foolish.	The next thing that happens after you have done a noble deed is, you either regard it as a reward of virtue or as a punishment for having been foolish.	true	852.11	860.65	13
4111_184447_000031_000001	I felt both ways when Judge Wade came down the platform at St. Pancras, looking so much grander than any other man in sight that I don't see how they ever stand him.	I felt both ways when Judge Wade came down the platform at st Pancras, looking so much grander than any other man in sight that I don't see how they ever stand him.	false	860.96	871.72	16
4111_184447_000031_000002	At that minute the noble black-silk deed felt foolish, but at the next minute I was glad I had done it.	At that minute the noble black silk deed felt foolish, but at the next minute I was glad I had done it.	true	872.15	878.29	18
4111_184447_000032_000000	It is nice to watch for a person to catch sight of you if you feel sure how they are going to take it, and somehow in this case I felt sure.	It is nice to watch for a person to catch sight of you if you feel sure how they are going to take it, and somehow in this case I felt sure.	true	878.75	886.87	18
4111_184447_000032_000001	I was not disappointed, for his smile broke his face up into a joy-laugh. Off came his hat instantly so I could catch a glimpse of the fascinating frost over his temples, and with a positive sigh of pleasure he got into the same carriage and took a seat beside me.	I was not disappointed, for his smile broke his face up into a joy laugh. Off came his hat instantly so I could catch a glimpse of the fascinating frost over his temples, and with a positive sigh of pleasure he got into the same carriage and took a seat beside me.	true	887.18	904.42	19.788795
4111_184447_000032_000002	I turned with an echo smile all over me, when suddenly his face became grave and considerate, and he looked at me as all the people in Hillsboro have been doing ever since poor Mr. Carter's funeral.	I turned with an echo smile all over me, when suddenly his face became grave and considerate, and he looked at me as all the people in Hillsboro have been doing ever since poor mr Carter's funeral.	true	904.91	916.66	14
4111_184447_000033_000000	"Mrs. Carter," he said very kindly, in a voice that pitched me out of the carriage window and left me a mile behind on the rails, all by myself, "I wish I had known of your sad errand to town, so that I could have offered you some assistance in your selection.	"mrs Carter," he said very kindly, in a voice that pitched me out of the carriage window and left me a mile behind on the rails, all by myself, "I wish I had known of your sad errand to town, so that I could have offered you some assistance in your selection.	true	917.63	934.78	15
4111_184447_000033_000001	You know we have just had our family grave in the cemetery finally arranged, and I found the dealers in memorial stones very confusing in their ideas and designs.	You know we have just had our family grave in the cemetery finally arranged, and I found the dealers in memorial stones very confusing in their ideas and designs.	true	935.06	945.28	11
4111_184447_000033_000002	Mrs. Henderson just told my mother of your absence from home last night, and I could only come up to town for the day on important business or I would have arranged to see you.	mrs Henderson just told my mother of your absence from home last night, and I could only come up to town for the day on important business or I would have arranged to see you.	false	945.89	955.95	18
4111_184447_000033_000003	I hope you found something that satisfied you."	I hope you found something that satisfied you."	true	955.95	958.27	16
4111_184447_000034_000000	What is a woman going to say when she has a tombstone thrown in her face like that?	What is a woman going to say when she has a tombstone thrown in her face like that?	true	959.21	964.27	18
4111_184447_000034_000001	I didn't say anything, but what I thought about Aunt Adeline filled in a dreadful pause.	I didn't say anything, but what I thought about Aunt Adeline filled in a dreadful pause.	true	964.55	970.3	18
4111_184447_000035_000000	Perfectly dumb and quiet I sat for a space of time and wondered just what I was going to do.	Perfectly dumb and quiet I sat for a space of time and wondered just what I was going to do.	false	971.57	977.5	19
4111_184447_000035_000001	It was beyond me at the moment, and the Molly that is ready for life quick didn't know what to say.	It was beyond me at the moment, and the Molly that is ready for life quick didn't know what to say.	true	977.75	983.49	17
4111_184447_000035_000002	I shut my eyes, counted three to myself as I do when I go over into the cold tub, and then told him all about it.	I shut my eyes, counted three to myself as I do when I go over into the cold tub, and then told him all about it.	false	983.49	991.93	20.293856
4111_184447_000035_000003	We both got a satisfactory reaction, and I never enjoyed myself so much as that before.	We both got a satisfactory reaction, and I never enjoyed myself so much as that before.	true	992.18	997.99	17
4111_184447_000036_000000	I understand now why Judge Wade has had so many women martyr themselves over him and live unhappily ever afterward, as everybody says Henrietta Mason is doing.	I understand now why Judge Wade has had so many women martyr themselves over him and live unhappily ever afterward, as everybody says Henrietta Mason is doing.	false	998.93	1009.21	13
4111_184447_000036_000001	He's a very inspiring man, and he fairly bristles with fascinations.	He's a very inspiring man, and he fairly bristles with fascinations.	true	1009.49	1014.25	16
4111_184447_000036_000002	Some men are what you call taking, and they take you if they want you, while others are drawing, and after you are drawn to them they will consider the question of taking you.	Some men are what you call taking, and they take you if they want you, while others are drawing, and after you are drawn to them they will consider the question of taking you.	false	1014.89	1025.56	20
4111_184447_000036_000003	The judge is like that.	The judge is like that.	true	1025.93	1027.6	23.68192
4111_184447_000037_000000	In the meantime I feel that it will be good for his judgeship for me to let him "draw" me at least a little way.	In the meantime I feel that it will be good for his judgeship for me to let him "draw" me at least a little way.	false	1028.42	1034.74	15
4111_184447_000037_000001	I may get hurt, but I shall at least have only myself to thank for it.	I may get hurt, but I shall at least have only myself to thank for it.	true	1034.93	1039.03	19.71167
4111_184447_000037_000002	When we reached home, the judge stopped under the old lilac bush that leans over my side-gate and kissed my hand.	When we reached home, the judge stopped under the old lilac bush that leans over my side gate and kissed my hand.	true	1039.55	1047.13	16
4111_184447_000037_000003	Old Lilac shook a laugh of perfume all over us, and I believe signalled the event with the top of his bough to the white clump on the other side of the garden.	Old Lilac shook a laugh of perfume all over us, and I believe signalled the event with the top of his bough to the white clump on the other side of the garden.	true	1047.65	1057.38	19
4111_184447_000037_000004	I'm glad Aunt Adeline isn't in the flower fraternity.	I'm glad Aunt Adeline isn't in the flower fraternity.	true	1057.38	1060.54	17
4111_184447_000037_000005	Suppose she had seen or heard!	Suppose she had seen or heard!	true	1060.64	1062.94	19.531721
4111_184447_000038_000000	And it didn't take many minutes for me to slip into old summer-before-last--also for the last time inside of those buttons--and run through the garden, my heart singing, "Billy, Billy," in a perfect rapture of tune.	And it didn't take many minutes for me to slip into old summer before last-also for the last time inside of those buttons-and run through the garden, my heart singing, "Billy, Billy," in a perfect rapture of tune.	false	1063.49	1077.91	21.042294
4111_184447_000038_000001	I ran past the surgery door and found him in his cot almost asleep, and we had a bear reunion in the wicker chair by the window that made us both breathless.	I ran past the surgery door and found him in his cot almost asleep, and we had a bear reunion in the wicker chair by the window that made us both breathless.	true	1078.16	1087.9	18
4111_184447_000039_000000	"What did you bring me, Molly?" he finally kissed under my right ear.	"What did you bring me, Molly?" he finally kissed under my right ear.	true	1088.45	1092.76	17.368505
